,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
378,4,6:56.0,,J. Hart makes 2-pt jump shot from 17 ft,80,83
379,4,6:38.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,83,83
380,4,6:26.0,,L. Nance enters the game for K. Kuzma,83,83
381,4,6:26.0,,K. Caldwell-Pope enters the game for J. Hart,83,83
382,4,6:26.0,,B. Lopez enters the game for J. Randle,83,83
383,4,6:26.0,S. Ibaka enters the game for O. Anunoby,,83,83
384,4,6:26.0,D. DeRozan enters the game for F. VanVleet,,83,83
385,4,6:26.0,P. Siakam enters the game for J. Poeltl,,83,83
386,4,6:25.0,,Offensive foul by B. Lopez (drawn by S. Ibaka),83,83
387,4,6:25.0,,Turnover by B. Lopez (offensive foul),83,83
388,4,6:10.0,D. DeRozan makes 2-pt jump shot from 18 ft,,85,83
389,4,5:51.0,,L. Ball misses 2-pt jump shot from 19 ft,85,83
390,4,5:47.0,Defensive rebound by D. DeRozan,,85,83
391,4,5:41.0,D. DeRozan makes 2-pt jump shot from 15 ft,,87,83
392,4,5:27.0,,B. Lopez misses 2-pt layup from 2 ft (block by C. Miles),87,83
393,4,5:23.0,Defensive rebound by C. Miles,,87,83
394,4,5:11.0,D. DeRozan misses 2-pt jump shot from 19 ft,,87,83
395,4,5:04.0,,Defensive rebound by K. Caldwell-Pope,87,83
396,4,4:54.0,,Offensive foul by L. Nance (drawn by K. Lowry),87,83
397,4,4:54.0,,Turnover by L. Nance (offensive foul),87,83
398,4,4:54.0,,B. Ingram enters the game for C. Brewer,87,83
399,4,4:43.0,K. Lowry misses 3-pt jump shot from 26 ft,,87,83
400,4,4:39.0,Offensive rebound by Team,,87,83
401,4,4:34.0,D. DeRozan makes 2-pt jump shot from 13 ft,,89,83
402,4,4:05.0,,B. Lopez misses 3-pt jump shot from 23 ft,89,83
403,4,4:02.0,Defensive rebound by S. Ibaka,,89,83
404,4,3:54.0,Offensive foul by S. Ibaka (drawn by L. Ball),,89,83
405,4,3:54.0,Turnover by S. Ibaka (offensive foul),,89,83
406,4,3:48.0,,L. Ball misses 3-pt jump shot from 25 ft,89,83
407,4,3:45.0,Defensive rebound by K. Lowry,,89,83
408,4,3:42.0,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),,91,83
409,4,3:42.0,,LA Lakers full timeout,91,83
410,4,3:42.0,,C. Brewer enters the game for K. Caldwell-Pope,91,83
411,4,3:42.0,,K. Kuzma enters the game for L. Ball,91,83
412,4,3:42.0,,J. Clarkson enters the game for L. Nance,91,83
413,4,3:42.0,,J. Randle enters the game for B. Lopez,91,83
414,4,3:42.0,,J. Hart enters the game for B. Ingram,91,83
415,4,3:33.0,,K. Kuzma misses 2-pt jump shot from 15 ft,91,83
416,4,3:28.0,Defensive rebound by K. Lowry,,91,83
417,4,3:26.0,Shooting foul by J. Clarkson (drawn by P. Siakam),,91,83
418,4,3:26.0,P. Siakam misses free throw 1 of 2,,91,83
419,4,3:26.0,Offensive rebound by Team,,91,83
420,4,3:26.0,P. Siakam makes free throw 2 of 2,,92,83
421,4,3:13.0,,J. Clarkson misses 3-pt jump shot from 27 ft,92,83
422,4,3:08.0,Defensive rebound by K. Lowry,,92,83
423,4,3:04.0,Shooting foul by J. Randle (drawn by S. Ibaka),,92,83
424,4,3:04.0,S. Ibaka makes free throw 1 of 2,,93,83
425,4,3:04.0,S. Ibaka makes free throw 2 of 2,,94,83
426,4,2:50.0,,K. Kuzma makes 2-pt jump shot from 6 ft (assist by J. Randle),94,85
427,4,2:29.0,D. DeRozan misses 2-pt jump shot from 12 ft,,94,85
428,4,2:25.0,Offensive rebound by P. Siakam,,94,85
429,4,2:10.0,D. DeRozan misses 2-pt layup from 2 ft,,94,85
430,4,2:07.0,,Defensive rebound by C. Brewer,94,85
431,4,2:00.0,,Personal foul by S. Ibaka (drawn by J. Hart),94,85
432,4,2:00.0,,J. Hart misses free throw 1 of 2,94,85
433,4,2:00.0,,Offensive rebound by Team,94,85
434,4,2:00.0,,J. Hart makes free throw 2 of 2,94,86
435,4,1:36.0,K. Lowry misses 2-pt layup from 2 ft (block by C. Brewer),,94,86
436,4,1:36.0,Offensive rebound by Team,,94,86
437,4,1:36.0,Turnover by Team (shot clock),,94,86
438,4,1:26.0,,J. Clarkson misses 2-pt layup from 1 ft,94,86
439,4,1:26.0,,Offensive rebound by J. Randle,94,86
440,4,1:26.0,,J. Randle makes 2-pt layup at rim,94,88
441,4,1:26.0,,Shooting foul by P. Siakam (drawn by J. Randle),94,88
442,4,1:26.0,,J. Randle misses free throw 1 of 1,94,88
443,4,1:25.0,Defensive rebound by K. Lowry,,94,88
444,4,1:25.0,Toronto full timeout,,94,88
445,4,1:09.0,K. Lowry makes 3-pt jump shot from 26 ft,,97,88
446,4,0:59.0,,J. Clarkson makes 2-pt jump shot from 4 ft,97,90
447,4,0:39.0,D. DeRozan misses 2-pt jump shot from 2 ft,,97,90
448,4,0:36.0,,Defensive rebound by C. Brewer,97,90
449,4,0:31.0,,J. Clarkson makes 2-pt layup from 1 ft,97,92
450,4,0:31.0,Toronto full timeout,,97,92
451,4,0:25.0,Personal take foul by J. Randle (drawn by K. Lowry),,97,92
452,4,0:24.0,Personal take foul by J. Hart (drawn by D. DeRozan),,97,92
453,4,0:24.0,D. DeRozan misses free throw 1 of 2,,97,92
454,4,0:24.0,Offensive rebound by Team,,97,92
455,4,0:24.0,D. DeRozan makes free throw 2 of 2,,98,92
456,4,0:18.0,,Turnover by J. Clarkson (bad pass; steal by D. DeRozan),98,92
457,4,0:14.0,Personal take foul by J. Hart (drawn by D. DeRozan),,98,92
458,4,0:14.0,D. DeRozan makes free throw 1 of 2,,99,92
459,4,0:14.0,D. DeRozan misses free throw 2 of 2,,99,92
460,4,0:10.0,Offensive rebound by P. Siakam,,99,92
461,4,0:09.0,P. Siakam makes 2-pt layup from 2 ft,,101,92
462,4,0:04.0,,K. Kuzma misses 3-pt jump shot from 28 ft,101,92
463,4,0:04.0,,Offensive rebound by J. Clarkson,101,92
464,4,0:00.0,,J. Clarkson misses 3-pt jump shot from 23 ft,101,92
465,4,0:00.0,,Offensive rebound by Team,101,92
