,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CLEVELAND_ACTION,MINNESOTA_SCORE,CLEVELAND_SCORE
201,2,0:00.0,A. Wiggins misses 2-pt jump shot from 16 ft,,66,64
202,2,0:00.0,Offensive rebound by Team,,66,64
203,3,11:43.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),66,67
204,3,11:29.0,Personal foul by L. James (drawn by J. Butler),,66,67
205,3,11:18.0,T. Gibson misses 2-pt jump shot from 10 ft,,66,67
206,3,11:15.0,,Defensive rebound by T. Thompson,66,67
207,3,10:58.0,,J. Crowder makes 2-pt jump shot from 20 ft (assist by L. James),66,69
208,3,10:49.0,Turnover by J. Teague (lost ball; steal by J. Crowder),,66,69
209,3,10:48.0,Technical foul by J. Teague,,66,69
210,3,10:48.0,,J. Crowder makes flagrant free throw 1 of 2,66,70
211,3,10:48.0,,J. Crowder makes flagrant free throw 2 of 2,66,71
212,3,10:35.0,,Shooting foul by J. Butler (drawn by T. Thompson),66,71
213,3,10:35.0,,T. Thompson makes free throw 1 of 2,66,72
214,3,10:35.0,,T. Thompson misses free throw 2 of 2,66,72
215,3,10:32.0,Defensive rebound by K. Towns,,66,72
216,3,10:12.0,J. Butler makes 3-pt jump shot from 23 ft (assist by T. Gibson),,69,72
217,3,9:44.0,,L. James makes 3-pt jump shot from 26 ft,69,75
218,3,9:31.0,J. Butler makes 2-pt layup at rim (assist by K. Towns),,71,75
219,3,9:12.0,,I. Thomas makes 3-pt jump shot from 24 ft,71,78
220,3,9:01.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,74,78
221,3,8:47.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by I. Thomas),74,80
222,3,8:33.0,J. Teague misses 2-pt jump shot from 9 ft,,74,80
223,3,8:32.0,Offensive rebound by Team,,74,80
224,3,8:31.0,Shooting foul by J. Crowder (drawn by K. Towns),,74,80
225,3,8:31.0,K. Towns makes free throw 1 of 2,,75,80
226,3,8:31.0,K. Towns makes free throw 2 of 2,,76,80
227,3,8:18.0,,T. Thompson makes 2-pt layup from 2 ft (assist by L. James),76,82
228,3,7:54.0,J. Butler makes 2-pt jump shot from 9 ft,,78,82
229,3,7:39.0,,J. Smith misses 3-pt jump shot from 23 ft,78,82
230,3,7:37.0,Defensive rebound by K. Towns,,78,82
231,3,7:28.0,J. Teague makes 2-pt jump shot from 6 ft,,80,82
232,3,7:28.0,,Cleveland full timeout,80,82
233,3,7:16.0,,L. James makes 2-pt layup at rim,80,84
234,3,6:52.0,T. Gibson makes 2-pt hook shot from 11 ft,,82,84
235,3,6:27.0,,Turnover by I. Thomas (bad pass; steal by K. Towns),82,84
236,3,6:16.0,J. Butler makes 2-pt jump shot from 9 ft,,84,84
237,3,6:16.0,Shooting foul by J. Crowder (drawn by J. Butler),,84,84
238,3,6:16.0,J. Butler makes free throw 1 of 1,,85,84
239,3,6:04.0,,J. Smith misses 3-pt jump shot from 25 ft,85,84
240,3,6:01.0,,Offensive rebound by T. Thompson,85,84
241,3,6:00.0,,T. Thompson makes 2-pt layup from 1 ft,85,86
242,3,5:49.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by J. Teague),,88,86
243,3,5:37.0,,I. Thomas makes 3-pt jump shot from 25 ft,88,89
244,3,5:19.0,K. Towns makes 2-pt jump shot from 17 ft (assist by J. Teague),,90,89
245,3,5:03.0,,J. Smith misses 2-pt jump shot from 17 ft,90,89
246,3,5:00.0,Defensive rebound by K. Towns,,90,89
247,3,4:49.0,A. Wiggins makes 3-pt jump shot from 23 ft (assist by J. Butler),,93,89
248,3,4:49.0,,Cleveland full timeout,93,89
249,3,4:49.0,,C. Osman enters the game for I. Thomas,93,89
250,3,4:49.0,,J. Green enters the game for J. Crowder,93,89
251,3,4:38.0,,Turnover by C. Osman (lost ball; steal by J. Teague),93,89
252,3,4:34.0,J. Teague misses 2-pt layup from 1 ft,,93,89
253,3,4:31.0,,Defensive rebound by C. Osman,93,89
254,3,4:28.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),93,92
255,3,4:12.0,J. Butler misses 2-pt jump shot from 6 ft,,93,92
256,3,4:09.0,Offensive rebound by K. Towns,,93,92
257,3,4:08.0,Turnover by K. Towns (lost ball; steal by C. Osman),,93,92
258,3,4:03.0,,J. Green misses 2-pt dunk from 2 ft (block by K. Towns),93,92
259,3,4:03.0,,Offensive rebound by Team,93,92
260,3,3:50.0,,L. James makes 2-pt jump shot from 15 ft,93,94
261,3,3:32.0,T. Gibson misses 2-pt jump shot from 19 ft,,93,94
262,3,3:29.0,,Defensive rebound by T. Thompson,93,94
263,3,3:25.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by L. James),93,96
264,3,3:25.0,Minnesota full timeout,,93,96
265,3,3:25.0,G. Dieng enters the game for K. Towns,,93,96
266,3,3:25.0,N. Bjelica enters the game for T. Gibson,,93,96
267,3,3:13.0,J. Butler makes 2-pt jump shot from 2 ft (assist by J. Teague),,95,96
268,3,2:57.0,,L. James makes 3-pt jump shot from 25 ft,95,99
269,3,2:41.0,Personal foul by J. Smith (drawn by J. Butler),,95,99
270,3,2:41.0,,C. Frye enters the game for T. Thompson,95,99
271,3,2:41.0,T. Jones enters the game for J. Teague,,95,99
272,3,2:28.0,Turnover by G. Dieng (traveling),,95,99
273,3,2:18.0,,Turnover by L. James (bad pass),95,99
274,3,2:09.0,J. Butler makes 2-pt jump shot from 19 ft,,97,99
275,3,1:48.0,,C. Frye misses 3-pt jump shot from 23 ft,97,99
276,3,1:48.0,Defensive rebound by J. Butler,,97,99
277,3,1:40.0,A. Wiggins misses 3-pt jump shot from 31 ft,,97,99
278,3,1:38.0,,Defensive rebound by C. Frye,97,99
279,3,1:31.0,,J. Green makes 2-pt dunk from 1 ft (assist by L. James),97,101
280,3,1:12.0,,K. Korver enters the game for J. Smith,97,101
281,3,1:07.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by N. Bjelica),,99,101
282,3,0:44.0,,K. Korver misses 3-pt jump shot from 25 ft,99,101
283,3,0:41.0,Defensive rebound by N. Bjelica,,99,101
284,3,0:32.0,T. Jones misses 2-pt layup from 2 ft,,99,101
285,3,0:29.0,,Defensive rebound by C. Frye,99,101
286,3,0:25.0,,Turnover by L. James (bad pass; steal by J. Butler),99,101
287,3,0:05.0,J. Butler misses 3-pt jump shot from 24 ft,,99,101
288,3,0:01.0,,Defensive rebound by J. Green,99,101
289,3,0:00.0,,Personal foul by A. Wiggins (drawn by J. Green),99,101
290,4,11:38.0,J. Crawford makes 3-pt jump shot from 25 ft (assist by G. Dieng),,102,101
291,4,11:21.0,,Turnover by C. Frye (lost ball; steal by T. Jones),102,101
292,4,11:14.0,N. Bjelica makes 3-pt jump shot from 27 ft (assist by J. Butler),,105,101
293,4,10:56.0,,L. James misses 3-pt jump shot from 23 ft,105,101
294,4,10:52.0,Defensive rebound by N. Bjelica,,105,101
295,4,10:35.0,J. Crawford misses 3-pt jump shot from 32 ft,,105,101
296,4,10:31.0,,Defensive rebound by J. Green,105,101
297,4,10:30.0,,Turnover by J. Green (lost ball; steal by J. Butler),105,101
298,4,10:23.0,G. Dieng misses 2-pt jump shot from 19 ft,,105,101
299,4,10:20.0,,Defensive rebound by L. James,105,101
300,4,10:06.0,,Shooting foul by T. Jones (drawn by J. Green),105,101
301,4,10:06.0,,J. Green makes free throw 1 of 2,105,102
302,4,10:06.0,,J. Green makes free throw 2 of 2,105,103
303,4,9:59.0,Offensive foul by G. Dieng (drawn by J. Green),,105,103
304,4,9:59.0,Turnover by G. Dieng (offensive foul),,105,103
305,4,9:49.0,,K. Korver misses 3-pt jump shot from 30 ft,105,103
306,4,9:47.0,,Offensive rebound by C. Osman,105,103
307,4,9:41.0,,C. Osman makes 3-pt jump shot from 25 ft (assist by L. James),105,106
308,4,9:19.0,N. Bjelica misses 3-pt jump shot from 31 ft,,105,106
309,4,9:12.0,Offensive rebound by G. Dieng,,105,106
310,4,9:12.0,G. Dieng misses 2-pt layup at rim,,105,106
311,4,9:11.0,,Defensive rebound by L. James,105,106
312,4,9:10.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),105,109
313,4,9:10.0,Minnesota full timeout,,105,109
314,4,9:10.0,K. Towns enters the game for G. Dieng,,105,109
315,4,8:45.0,K. Towns misses 2-pt jump shot from 15 ft,,105,109
316,4,8:42.0,,Defensive rebound by C. Osman,105,109
317,4,8:29.0,,J. Green makes 2-pt dunk from 1 ft (assist by L. James),105,111
318,4,8:08.0,N. Bjelica makes 2-pt jump shot from 9 ft (assist by T. Jones),,107,111
319,4,7:47.0,,L. James misses 2-pt jump shot from 23 ft,107,111
320,4,7:43.0,Defensive rebound by K. Towns,,107,111
321,4,7:38.0,J. Crawford makes 2-pt jump shot from 18 ft,,109,111
322,4,7:21.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),109,114
323,4,7:02.0,J. Crawford misses 3-pt jump shot from 23 ft,,109,114
324,4,6:59.0,,Defensive rebound by C. Frye,109,114
325,4,6:55.0,,Shooting foul by N. Bjelica (drawn by J. Green),109,114
326,4,6:55.0,,J. Green makes free throw 1 of 2,109,115
327,4,6:55.0,,I. Thomas enters the game for L. James,109,115
328,4,6:55.0,T. Gibson enters the game for T. Jones,,109,115
329,4,6:55.0,J. Teague enters the game for N. Bjelica,,109,115
330,4,6:55.0,,J. Green makes free throw 2 of 2,109,116
331,4,6:41.0,Turnover by J. Butler (bad pass; steal by C. Frye),,109,116
332,4,6:38.0,,Offensive foul by C. Osman (drawn by J. Crawford),109,116
333,4,6:38.0,,Turnover by C. Osman (offensive foul),109,116
334,4,6:38.0,,L. James enters the game for C. Osman,109,116
335,4,6:38.0,A. Wiggins enters the game for J. Butler,,109,116
336,4,6:23.0,J. Crawford makes 2-pt jump shot from 18 ft,,111,116
337,4,6:10.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),111,119
338,4,5:50.0,J. Teague misses 3-pt jump shot from 27 ft,,111,119
339,4,5:47.0,,Defensive rebound by C. Frye,111,119
340,4,5:44.0,,Offensive foul by K. Korver (drawn by K. Towns),111,119
341,4,5:44.0,,Turnover by K. Korver (offensive foul),111,119
342,4,5:33.0,J. Crawford misses 2-pt jump shot from 8 ft,,111,119
343,4,5:31.0,,Defensive rebound by K. Korver,111,119
344,4,5:26.0,,C. Frye misses 3-pt jump shot from 22 ft,111,119
345,4,5:22.0,Defensive rebound by T. Gibson,,111,119
346,4,5:10.0,K. Towns makes 3-pt jump shot from 22 ft (assist by J. Teague),,114,119
347,4,4:56.0,,C. Frye misses 3-pt jump shot from 24 ft,114,119
348,4,4:53.0,,Offensive rebound by K. Korver,114,119
349,4,4:48.0,,C. Frye makes 2-pt jump shot from 21 ft (assist by L. James),114,121
350,4,4:30.0,Personal foul by K. Korver (drawn by K. Towns),,114,121
351,4,4:30.0,J. Butler enters the game for J. Crawford,,114,121
352,4,4:22.0,J. Teague makes 2-pt jump shot from 12 ft,,116,121
353,4,3:57.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Green),116,124
354,4,3:34.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by J. Teague),,119,124
355,4,3:16.0,,C. Frye misses 3-pt jump shot from 23 ft,119,124
356,4,3:13.0,Defensive rebound by A. Wiggins,,119,124
357,4,3:10.0,Shooting block foul by K. Korver (drawn by A. Wiggins),,119,124
358,4,3:10.0,A. Wiggins makes free throw 1 of 2,,120,124
359,4,3:10.0,,J. Smith enters the game for J. Green,120,124
360,4,3:10.0,A. Wiggins misses free throw 2 of 2,,120,124
361,4,3:07.0,,Defensive rebound by J. Smith,120,124
362,4,2:55.0,,Personal foul by J. Teague (drawn by L. James),120,124
363,4,2:55.0,,Cleveland full timeout,120,124
364,4,2:49.0,,Turnover by I. Thomas (bad pass),120,124
365,4,2:41.0,Personal foul by C. Frye (drawn by J. Butler),,120,124
366,4,2:41.0,,J. Green enters the game for K. Korver,120,124
367,4,2:41.0,,C. Osman enters the game for I. Thomas,120,124
368,4,2:32.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Teague),,122,124
369,4,2:12.0,,C. Frye misses 3-pt jump shot from 24 ft,122,124
370,4,2:12.0,Defensive rebound by J. Teague,,122,124
371,4,2:03.0,K. Towns makes 2-pt dunk from 3 ft (assist by J. Teague),,124,124
372,4,2:02.0,,Cleveland full timeout,124,124
373,4,2:02.0,,I. Thomas enters the game for J. Green,124,124
374,4,2:02.0,,K. Korver enters the game for C. Osman,124,124
375,4,1:47.0,,Personal foul by A. Wiggins (drawn by C. Frye),124,124
376,4,1:41.0,,Shooting foul by J. Teague (drawn by I. Thomas),124,124
377,4,1:41.0,,I. Thomas makes free throw 1 of 2,124,125
378,4,1:41.0,,J. Green enters the game for C. Frye,124,125
379,4,1:41.0,,T. Thompson enters the game for K. Korver,124,125
380,4,1:41.0,,I. Thomas makes free throw 2 of 2,124,126
381,4,1:28.0,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Butler),,126,126
382,4,1:04.0,,Turnover by Team (shot clock),126,126
383,4,1:04.0,,C. Osman enters the game for I. Thomas,126,126
384,4,0:54.0,K. Towns makes 3-pt jump shot from 31 ft (assist by J. Teague),,129,126
385,4,0:45.0,,L. James makes 3-pt jump shot from 25 ft,129,129
