,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MEMPHIS_ACTION,LA LAKERS_SCORE,MEMPHIS_SCORE
28,1,8:11.0,Turnover by J. Randle (bad pass; steal by D. Brooks),,3,10
29,1,8:07.0,,J. Martin makes 2-pt layup at rim (assist by D. Brooks),3,12
30,1,7:44.0,B. Lopez misses 3-pt jump shot from 26 ft,,3,12
31,1,7:41.0,,Defensive rebound by J. Martin,3,12
32,1,7:30.0,,J. Martin misses 3-pt jump shot from 22 ft,3,12
33,1,7:28.0,Defensive rebound by B. Lopez,,3,12
34,1,7:21.0,K. Kuzma makes 2-pt jump shot from 19 ft (assist by L. Ball),,5,12
35,1,7:11.0,,Personal foul by K. Caldwell-Pope (drawn by D. Brooks),5,12
36,1,7:06.0,,Turnover by M. Gasol (bad pass),5,12
37,1,6:58.0,Turnover by K. Caldwell-Pope (bad pass),,5,12
38,1,6:58.0,,Memphis full timeout,5,12
39,1,6:49.0,,J. Martin makes 2-pt jump shot from 12 ft (assist by A. Harrison),5,14
40,1,6:33.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,5,14
41,1,6:33.0,,Defensive rebound by J. Martin,5,14
42,1,6:15.0,,M. Gasol misses 2-pt jump shot from 19 ft,5,14
43,1,6:11.0,,Offensive rebound by J. Green,5,14
44,1,6:10.0,,J. Green makes 2-pt layup at rim,5,16
45,1,5:55.0,B. Lopez makes 3-pt jump shot from 22 ft (assist by J. Randle),,8,16
46,1,5:30.0,,D. Brooks makes 2-pt jump shot from 1 ft,8,18
47,1,5:16.0,K. Kuzma misses 2-pt layup at rim,,8,18
48,1,5:13.0,Offensive rebound by K. Kuzma,,8,18
49,1,5:13.0,K. Kuzma misses 2-pt layup at rim,,8,18
50,1,5:12.0,,Defensive rebound by J. Green,8,18
51,1,5:07.0,,A. Harrison makes 2-pt jump shot from 16 ft,8,20
52,1,4:51.0,J. Randle misses 2-pt layup from 1 ft,,8,20
53,1,4:48.0,,Defensive rebound by J. Green,8,20
54,1,4:30.0,,M. Gasol misses 2-pt jump shot from 10 ft,8,20
55,1,4:28.0,Defensive rebound by L. Ball,,8,20
56,1,4:15.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. Ball),,10,20
57,1,4:06.0,,Memphis full timeout,10,20
58,1,4:06.0,,W. Selden enters the game for J. Martin,10,20
59,1,4:06.0,,M. Chalmers enters the game for A. Harrison,10,20
60,1,4:06.0,,D. Davis enters the game for M. Gasol,10,20
61,1,4:06.0,T. Ennis enters the game for K. Caldwell-Pope,,10,20
62,1,3:54.0,,J. Green makes 2-pt layup at rim,10,22
63,1,3:40.0,Personal foul by D. Davis (drawn by B. Lopez),,10,22
64,1,3:26.0,J. Randle misses 2-pt layup from 1 ft (block by J. Green),,10,22
65,1,3:26.0,,Defensive rebound by Team,10,22
66,1,3:12.0,,J. Green makes 3-pt jump shot from 25 ft (assist by D. Brooks),10,25
67,1,2:57.0,K. Kuzma misses 3-pt jump shot from 25 ft,,10,25
68,1,2:55.0,,Defensive rebound by D. Davis,10,25
69,1,2:48.0,,Shooting foul by B. Lopez (drawn by W. Selden),10,25
70,1,2:48.0,,W. Selden makes free throw 1 of 2,10,26
71,1,2:48.0,,J. Martin enters the game for J. Green,10,26
72,1,2:48.0,I. Zubac enters the game for J. Randle,,10,26
73,1,2:48.0,,W. Selden makes free throw 2 of 2,10,27
74,1,2:32.0,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,13,27
75,1,2:19.0,,Turnover by W. Selden (out of bounds lost ball),13,27
76,1,2:10.0,K. Kuzma misses 2-pt layup from 1 ft (block by J. Martin),,13,27
77,1,2:07.0,,Defensive rebound by D. Brooks,13,27
78,1,2:06.0,,Turnover by D. Brooks (bad pass),13,27
79,1,2:06.0,,K. Simmons enters the game for D. Brooks,13,27
80,1,2:06.0,K. Caldwell-Pope enters the game for L. Ball,,13,27
81,1,1:57.0,T. Ennis misses 2-pt jump shot from 15 ft,,13,27
82,1,1:57.0,,Defensive rebound by Team,13,27
83,1,1:37.0,,Shooting foul by I. Zubac (drawn by D. Davis),13,27
84,1,1:37.0,,D. Davis misses free throw 1 of 2,13,27
85,1,1:37.0,,Offensive rebound by Team,13,27
86,1,1:37.0,,D. Davis makes free throw 2 of 2,13,28
87,1,1:26.0,Shooting foul by J. Martin (drawn by B. Lopez),,13,28
88,1,1:26.0,B. Lopez misses free throw 1 of 2,,13,28
89,1,1:26.0,Offensive rebound by Team,,13,28
90,1,1:26.0,B. Lopez makes free throw 2 of 2,,14,28
91,1,1:10.0,,J. Martin misses 2-pt jump shot from 19 ft,14,28
92,1,1:06.0,Defensive rebound by K. Caldwell-Pope,,14,28
93,1,1:01.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by T. Ennis),,17,28
94,1,0:44.0,,W. Selden misses 3-pt jump shot from 25 ft,17,28
95,1,0:42.0,,Offensive rebound by J. Martin,17,28
96,1,0:41.0,,J. Martin misses 2-pt layup from 1 ft (block by K. Kuzma),17,28
97,1,0:41.0,Defensive rebound by K. Kuzma,,17,28
98,1,0:33.0,T. Ennis misses 2-pt hook shot from 5 ft,,17,28
99,1,0:30.0,,Defensive rebound by J. Martin,17,28
100,1,0:27.0,,Turnover by J. Martin (lost ball; steal by T. Ennis),17,28
101,1,0:23.0,K. Kuzma misses 3-pt jump shot from 25 ft,,17,28
102,1,0:19.0,Offensive rebound by K. Caldwell-Pope,,17,28
103,1,0:01.0,Turnover by K. Kuzma (lost ball; steal by M. Chalmers),,17,28
104,1,0:00.0,,M. Chalmers misses 3-pt jump shot from 66 ft,17,28
105,1,0:00.0,,Offensive rebound by Team,17,28
106,2,11:47.0,,D. Davis makes 2-pt dunk from 1 ft (assist by J. Martin),17,30
107,2,11:28.0,J. Randle misses 2-pt hook shot from 6 ft,,17,30
108,2,11:26.0,Offensive rebound by K. Caldwell-Pope,,17,30
109,2,11:25.0,Turnover by K. Caldwell-Pope (offensive goaltending),,17,30
110,2,11:19.0,,Shooting foul by T. Ennis (drawn by M. Chalmers),17,30
111,2,11:19.0,,M. Chalmers makes free throw 1 of 2,17,31
112,2,11:19.0,,M. Chalmers makes free throw 2 of 2,17,32
113,2,11:07.0,T. Wear makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,20,32
114,2,10:48.0,,K. Simmons misses 2-pt jump shot from 13 ft,20,32
115,2,10:44.0,Defensive rebound by J. Randle,,20,32
116,2,10:34.0,T. Wear misses 3-pt jump shot from 25 ft,,20,32
117,2,10:31.0,,Defensive rebound by W. Selden,20,32
118,2,10:26.0,,W. Selden misses 2-pt layup at rim,20,32
119,2,10:23.0,Defensive rebound by J. Randle,,20,32
120,2,10:18.0,J. Randle misses 2-pt layup from 1 ft,,20,32
121,2,10:18.0,Offensive rebound by Team,,20,32
122,2,10:18.0,,Loose ball foul by W. Selden (drawn by T. Wear),20,32
123,2,10:18.0,,A. Harrison enters the game for M. Chalmers,20,32
124,2,10:09.0,T. Ennis makes 2-pt layup at rim (assist by T. Wear),,22,32
125,2,9:54.0,,J. Martin makes 2-pt jump shot from 20 ft (assist by A. Harrison),22,34
126,2,9:38.0,T. Wear makes 3-pt jump shot from 26 ft (assist by T. Ennis),,25,34
127,2,9:21.0,,Personal foul by K. Caldwell-Pope (drawn by W. Selden),25,34
128,2,9:21.0,,M. Gasol enters the game for D. Davis,25,34
129,2,9:12.0,,Shooting foul by T. Wear (drawn by A. Harrison),25,34
130,2,9:12.0,,A. Harrison makes free throw 1 of 2,25,35
131,2,9:12.0,,J. Green enters the game for J. Martin,25,35
132,2,9:12.0,,D. Brooks enters the game for W. Selden,25,35
133,2,9:12.0,,A. Harrison makes free throw 2 of 2,25,36
134,2,8:54.0,J. Randle makes 2-pt layup from 2 ft,,27,36
135,2,8:48.0,,A. Harrison makes 2-pt layup at rim,27,38
136,2,8:34.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,27,38
137,2,8:31.0,Offensive rebound by J. Randle,,27,38
138,2,8:31.0,J. Randle makes 2-pt layup at rim,,29,38
139,2,8:17.0,,J. Green makes 2-pt dunk at rim (assist by A. Harrison),29,40
140,2,8:03.0,J. Randle makes 2-pt hook shot from 4 ft,,31,40
141,2,7:45.0,,J. Green misses 2-pt jump shot from 18 ft,31,40
142,2,7:42.0,Defensive rebound by T. Ennis,,31,40
143,2,7:38.0,T. Ennis makes 2-pt layup at rim,,33,40
144,2,7:36.0,,Memphis full timeout,33,40
145,2,7:36.0,K. Kuzma enters the game for T. Ennis,,33,40
146,2,7:18.0,,D. Brooks misses 3-pt jump shot from 25 ft,33,40
147,2,7:15.0,Defensive rebound by J. Randle,,33,40
148,2,7:09.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,33,40
149,2,7:04.0,,Defensive rebound by J. Green,33,40
150,2,6:59.0,,Personal foul by J. Randle (drawn by M. Gasol),33,40
151,2,6:46.0,,M. Gasol makes 2-pt jump shot from 6 ft,33,42
152,2,6:26.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,33,42
153,2,6:24.0,,Defensive rebound by M. Gasol,33,42
154,2,6:02.0,,J. Green misses 2-pt layup from 1 ft,33,42
155,2,6:00.0,Defensive rebound by L. Ball,,33,42
156,2,6:00.0,Personal take foul by M. Gasol (drawn by L. Ball),,33,42
157,2,5:51.0,L. Ball misses 3-pt jump shot from 26 ft,,33,42
158,2,5:49.0,,Defensive rebound by M. Gasol,33,42
159,2,5:42.0,,Turnover by M. Gasol (lost ball; steal by T. Wear),33,42
160,2,5:37.0,T. Wear makes 2-pt jump shot from 23 ft,,35,42
161,2,5:15.0,,K. Simmons makes 2-pt layup from 1 ft,35,44
162,2,5:02.0,J. Randle makes 2-pt layup at rim (assist by L. Ball),,37,44
163,2,4:33.0,,D. Brooks makes 2-pt layup from 1 ft,37,46
164,2,4:25.0,LA Lakers full timeout,,37,46
165,2,4:25.0,,W. Selden enters the game for K. Simmons,37,46
166,2,4:25.0,T. Ennis enters the game for K. Caldwell-Pope,,37,46
167,2,4:25.0,B. Lopez enters the game for J. Randle,,37,46
168,2,4:18.0,T. Wear makes 3-pt jump shot from 26 ft (assist by L. Ball),,40,46
169,2,4:00.0,,Personal foul by B. Lopez (drawn by M. Gasol),40,46
170,2,4:00.0,,M. Gasol makes free throw 1 of 2,40,47
171,2,4:00.0,,M. Gasol makes free throw 2 of 2,40,48
172,2,3:42.0,T. Wear misses 3-pt jump shot from 25 ft,,40,48
173,2,3:39.0,Offensive rebound by B. Lopez,,40,48
174,2,3:39.0,Shooting foul by D. Brooks (drawn by B. Lopez),,40,48
175,2,3:39.0,B. Lopez makes free throw 1 of 2,,41,48
176,2,3:39.0,B. Lopez makes free throw 2 of 2,,42,48
177,2,3:26.0,,A. Harrison makes 3-pt jump shot from 23 ft (assist by M. Gasol),42,51
178,2,3:10.0,L. Ball makes 2-pt jump shot from 17 ft,,44,51
179,2,2:47.0,,Turnover by A. Harrison (bad pass; steal by T. Wear),44,51
180,2,2:42.0,T. Wear misses 2-pt jump shot from 22 ft,,44,51
181,2,2:36.0,Offensive rebound by B. Lopez,,44,51
182,2,2:34.0,T. Ennis misses 3-pt jump shot from 22 ft,,44,51
183,2,2:33.0,Offensive rebound by Team,,44,51
184,2,2:33.0,,Loose ball foul by J. Green (drawn by B. Lopez),44,51
185,2,2:33.0,,J. Martin enters the game for D. Brooks,44,51
186,2,2:33.0,K. Caldwell-Pope enters the game for T. Wear,,44,51
187,2,2:33.0,J. Randle enters the game for T. Ennis,,44,51
188,2,2:28.0,Turnover by L. Ball (bad pass; steal by J. Martin),,44,51
189,2,2:17.0,,W. Selden makes 2-pt dunk at rim (assist by M. Gasol),44,53
190,2,2:04.0,Personal foul by W. Selden (drawn by K. Caldwell-Pope),,44,53
191,2,2:04.0,K. Caldwell-Pope makes free throw 1 of 2,,45,53
192,2,2:04.0,K. Caldwell-Pope makes free throw 2 of 2,,46,53
193,2,1:44.0,,M. Gasol makes 2-pt jump shot from 19 ft (assist by A. Harrison),46,55
194,2,1:24.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft,,49,55
195,2,1:03.0,,M. Gasol misses 3-pt jump shot from 26 ft,49,55
196,2,0:59.0,,Offensive rebound by J. Martin,49,55
197,2,0:48.0,,J. Green makes 2-pt layup at rim (assist by W. Selden),49,57
198,2,0:39.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by L. Ball),,52,57
199,2,0:34.0,,A. Harrison misses 3-pt jump shot from 26 ft,52,57
200,2,0:31.0,,Offensive rebound by J. Green,52,57
201,2,0:10.0,,A. Harrison misses 2-pt jump shot from 17 ft,52,57
202,2,0:08.0,Defensive rebound by K. Kuzma,,52,57
203,2,0:02.0,J. Randle misses 2-pt layup from 1 ft,,52,57
204,2,0:02.0,,Defensive rebound by J. Green,52,57
205,3,11:36.0,,A. Harrison makes 2-pt jump shot from 20 ft,52,59
206,3,11:21.0,L. Ball makes 2-pt layup from 1 ft,,54,59
207,3,11:08.0,,Turnover by D. Brooks (bad pass; steal by L. Ball),54,59
208,3,11:05.0,L. Ball makes 2-pt dunk at rim,,56,59
209,3,10:53.0,,Turnover by J. Green (lost ball; steal by K. Kuzma),56,59
210,3,10:44.0,K. Kuzma misses 2-pt jump shot from 7 ft,,56,59
211,3,10:42.0,,Defensive rebound by J. Martin,56,59
212,3,10:26.0,,M. Gasol misses 2-pt hook shot from 8 ft,56,59
213,3,10:22.0,Defensive rebound by J. Randle,,56,59
214,3,10:14.0,Shooting foul by J. Green (drawn by J. Randle),,56,59
215,3,10:14.0,J. Randle misses free throw 1 of 2,,56,59
216,3,10:14.0,Offensive rebound by Team,,56,59
217,3,10:14.0,J. Randle makes free throw 2 of 2,,57,59
218,3,10:01.0,,D. Brooks misses 2-pt jump shot from 12 ft,57,59
219,3,9:58.0,Defensive rebound by K. Kuzma,,57,59
220,3,9:56.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by L. Ball),,59,59
221,3,9:54.0,,Memphis full timeout,59,59
222,3,9:40.0,,D. Brooks misses 3-pt jump shot from 26 ft,59,59
223,3,9:34.0,,Offensive rebound by J. Green,59,59
224,3,9:23.0,,Shooting foul by L. Ball (drawn by A. Harrison),59,59
225,3,9:23.0,,A. Harrison makes free throw 1 of 2,59,60
226,3,9:23.0,,A. Harrison makes free throw 2 of 2,59,61
227,3,9:09.0,L. Ball misses 3-pt jump shot from 25 ft,,59,61
228,3,9:05.0,,Defensive rebound by J. Green,59,61
229,3,8:48.0,,J. Green makes 3-pt jump shot from 23 ft (assist by A. Harrison),59,64
230,3,8:33.0,K. Kuzma misses 3-pt jump shot from 24 ft,,59,64
231,3,8:30.0,,Defensive rebound by A. Harrison,59,64
232,3,8:12.0,,Personal foul by J. Randle (drawn by J. Green),59,64
233,3,8:12.0,,M. Chalmers enters the game for A. Harrison,59,64
234,3,8:05.0,,M. Chalmers makes 2-pt jump shot from 21 ft (assist by D. Brooks),59,66
235,3,7:43.0,K. Kuzma misses 3-pt jump shot from 25 ft,,59,66
236,3,7:41.0,,Defensive rebound by J. Green,59,66
237,3,7:30.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by D. Brooks),59,68
238,3,7:28.0,LA Lakers full timeout,,59,68
239,3,7:13.0,B. Lopez misses 2-pt jump shot from 11 ft,,59,68
240,3,7:09.0,Offensive rebound by J. Randle,,59,68
241,3,7:08.0,J. Randle makes 2-pt layup at rim,,61,68
242,3,6:51.0,,M. Gasol misses 3-pt jump shot from 25 ft,61,68
243,3,6:49.0,,Offensive rebound by Team,61,68
244,3,6:35.0,,J. Martin misses 3-pt jump shot from 25 ft,61,68
245,3,6:31.0,Defensive rebound by J. Randle,,61,68
246,3,6:21.0,Turnover by J. Randle (lost ball; steal by M. Gasol),,61,68
247,3,6:11.0,,Shooting foul by L. Ball (drawn by D. Brooks),61,68
248,3,6:11.0,,D. Brooks misses free throw 1 of 2,61,68
249,3,6:11.0,,Offensive rebound by Team,61,68
250,3,6:11.0,,W. Selden enters the game for J. Martin,61,68
251,3,6:11.0,,D. Brooks makes free throw 2 of 2,61,69
252,3,6:02.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Ball),,64,69
253,3,5:47.0,,D. Brooks misses 3-pt jump shot from 28 ft,64,69
254,3,5:44.0,Defensive rebound by K. Kuzma,,64,69
255,3,5:34.0,Turnover by J. Randle (lost ball; steal by M. Chalmers),,64,69
256,3,5:18.0,,Personal foul by J. Randle (drawn by M. Gasol),64,69
257,3,5:18.0,,A. Harrison enters the game for D. Brooks,64,69
258,3,5:15.0,,Turnover by A. Harrison (lost ball; steal by K. Caldwell-Pope),64,69
259,3,5:15.0,Personal foul by A. Harrison (drawn by K. Caldwell-Pope),,64,69
260,3,5:15.0,T. Ennis enters the game for L. Ball,,64,69
261,3,5:15.0,I. Zubac enters the game for J. Randle,,64,69
262,3,5:01.0,Turnover by I. Zubac (bad pass; steal by A. Harrison),,64,69
263,3,4:51.0,,W. Selden misses 3-pt jump shot from 23 ft,64,69
264,3,4:50.0,Defensive rebound by I. Zubac,,64,69
265,3,4:26.0,T. Ennis misses 3-pt jump shot from 25 ft,,64,69
266,3,4:26.0,Offensive rebound by Team,,64,69
267,3,4:26.0,Turnover by Team (shot clock),,64,69
268,3,4:26.0,T. Wear enters the game for I. Zubac,,64,69
269,3,4:04.0,,M. Gasol misses 2-pt jump shot from 18 ft,64,69
270,3,4:02.0,Defensive rebound by K. Caldwell-Pope,,64,69
271,3,3:58.0,Personal foul by M. Chalmers (drawn by K. Caldwell-Pope),,64,69
272,3,3:58.0,,J. Martin enters the game for J. Green,64,69
273,3,3:58.0,,D. Davis enters the game for M. Gasol,64,69
274,3,3:53.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,64,69
275,3,3:50.0,,Defensive rebound by A. Harrison,64,69
276,3,3:44.0,,A. Harrison makes 2-pt layup at rim,64,71
277,3,3:32.0,B. Lopez misses 3-pt jump shot from 25 ft,,64,71
278,3,3:31.0,,Defensive rebound by A. Harrison,64,71
279,3,3:25.0,,Turnover by D. Davis (lost ball; steal by B. Lopez),64,71
280,3,3:20.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by T. Ennis),,67,71
281,3,2:55.0,,W. Selden misses 2-pt jump shot from 6 ft,67,71
282,3,2:53.0,Defensive rebound by T. Wear,,67,71
283,3,2:40.0,T. Ennis makes 2-pt layup from 1 ft,,69,71
284,3,2:12.0,,D. Davis misses 2-pt jump shot from 17 ft,69,71
285,3,2:09.0,Defensive rebound by K. Kuzma,,69,71
286,3,2:04.0,K. Kuzma misses 3-pt jump shot from 25 ft,,69,71
287,3,2:01.0,,Defensive rebound by M. Chalmers,69,71
288,3,1:43.0,,M. Chalmers misses 3-pt jump shot from 22 ft,69,71
289,3,1:39.0,Defensive rebound by K. Kuzma,,69,71
290,3,1:33.0,LA Lakers full timeout,,69,71
291,3,1:33.0,L. Ball enters the game for K. Caldwell-Pope,,69,71
292,3,1:33.0,J. Randle enters the game for B. Lopez,,69,71
293,3,1:27.0,K. Kuzma misses 3-pt jump shot from 27 ft,,69,71
294,3,1:25.0,Offensive rebound by Team,,69,71
295,3,1:12.0,L. Ball misses 2-pt layup from 1 ft (block by J. Martin),,69,71
296,3,1:09.0,,Defensive rebound by W. Selden,69,71
297,3,0:56.0,,J. Martin misses 3-pt jump shot from 25 ft,69,71
298,3,0:54.0,Defensive rebound by T. Ennis,,69,71
299,3,0:47.0,L. Ball makes 2-pt dunk at rim (assist by K. Kuzma),,71,71
300,3,0:35.0,,J. Martin misses 2-pt jump shot from 17 ft,71,71
301,3,0:31.0,Defensive rebound by L. Ball,,71,71
302,3,0:28.0,T. Wear misses 3-pt jump shot from 25 ft,,71,71
303,3,0:25.0,Offensive rebound by L. Ball,,71,71
304,3,0:24.0,L. Ball misses 2-pt layup from 1 ft,,71,71
305,3,0:21.0,,Defensive rebound by M. Chalmers,71,71
306,3,0:02.0,,W. Selden misses 3-pt jump shot from 28 ft,71,71
307,3,0:00.0,Defensive rebound by Team,,71,71
308,4,11:49.0,T. Wear misses 2-pt jump shot from 19 ft,,71,71
309,4,11:47.0,,Defensive rebound by J. Green,71,71
310,4,11:32.0,,A. Harrison misses 3-pt jump shot from 26 ft,71,71
311,4,11:28.0,,Offensive rebound by J. Martin,71,71
312,4,11:17.0,,D. Davis makes 2-pt layup from 1 ft (assist by A. Harrison),71,73
313,4,11:17.0,,Shooting foul by J. Randle (drawn by D. Davis),71,73
314,4,11:17.0,,D. Davis makes free throw 1 of 1,71,74
315,4,11:06.0,Shooting foul by D. Davis (drawn by J. Randle),,71,74
316,4,11:06.0,J. Randle makes free throw 1 of 2,,72,74
317,4,11:06.0,J. Randle makes free throw 2 of 2,,73,74
318,4,10:51.0,,D. Brooks misses 2-pt layup from 1 ft,73,74
319,4,10:47.0,Defensive rebound by T. Wear,,73,74
320,4,10:43.0,Turnover by L. Ball (bad pass),,73,74
321,4,10:27.0,,A. Harrison misses 2-pt jump shot from 20 ft,73,74
322,4,10:25.0,,Offensive rebound by D. Brooks,73,74
323,4,10:22.0,,J. Green makes 3-pt jump shot from 23 ft (assist by J. Martin),73,77
324,4,10:21.0,LA Lakers full timeout,,73,77
325,4,10:09.0,Personal foul by D. Brooks (drawn by K. Caldwell-Pope),,73,77
326,4,9:55.0,L. Ball misses 3-pt jump shot from 26 ft,,73,77
327,4,9:52.0,,Defensive rebound by D. Davis,73,77
328,4,9:45.0,,Personal foul by K. Caldwell-Pope (drawn by J. Martin),73,77
329,4,9:45.0,K. Kuzma enters the game for T. Ennis,,73,77
330,4,9:31.0,,D. Brooks misses 2-pt jump shot from 12 ft,73,77
331,4,9:30.0,Defensive rebound by Team,,73,77
332,4,9:30.0,,Loose ball foul by J. Martin (drawn by J. Randle),73,77
333,4,9:13.0,K. Caldwell-Pope makes 3-pt jump shot from 24 ft,,76,77
334,4,9:13.0,Shooting foul by J. Green (drawn by K. Caldwell-Pope),,76,77
335,4,9:13.0,,W. Selden enters the game for J. Green,76,77
336,4,9:13.0,K. Caldwell-Pope makes free throw 1 of 1,,77,77
337,4,8:57.0,,Personal foul by K. Caldwell-Pope (drawn by A. Harrison),77,77
338,4,8:44.0,,W. Selden makes 2-pt layup from 6 ft,77,79
339,4,8:23.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. Ball),,80,79
340,4,8:08.0,,D. Brooks misses 3-pt jump shot from 26 ft,80,79
341,4,8:06.0,Defensive rebound by L. Ball,,80,79
342,4,7:59.0,T. Wear misses 3-pt jump shot from 25 ft,,80,79
343,4,7:54.0,Offensive rebound by L. Ball,,80,79
344,4,7:53.0,K. Kuzma misses 2-pt jump shot from 10 ft,,80,79
345,4,7:50.0,Offensive rebound by Team,,80,79
346,4,7:50.0,,M. Chalmers enters the game for A. Harrison,80,79
347,4,7:50.0,,M. Gasol enters the game for D. Davis,80,79
348,4,7:50.0,B. Lopez enters the game for J. Randle,,80,79
349,4,7:46.0,B. Lopez misses 2-pt hook shot from 9 ft,,80,79
350,4,7:42.0,Offensive rebound by L. Ball,,80,79
351,4,7:42.0,L. Ball misses 2-pt layup at rim,,80,79
352,4,7:41.0,,Defensive rebound by M. Gasol,80,79
353,4,7:24.0,,J. Martin misses 2-pt hook shot from 8 ft,80,79
354,4,7:21.0,Defensive rebound by B. Lopez,,80,79
355,4,7:17.0,K. Kuzma makes 2-pt jump shot from 17 ft,,82,79
356,4,6:56.0,,M. Chalmers misses 3-pt jump shot from 25 ft,82,79
357,4,6:52.0,Defensive rebound by K. Kuzma,,82,79
358,4,6:45.0,K. Kuzma makes 2-pt hook shot from 1 ft,,84,79
359,4,6:38.0,,Memphis full timeout,84,79
360,4,6:38.0,,J. Green enters the game for W. Selden,84,79
361,4,6:38.0,J. Randle enters the game for T. Wear,,84,79
362,4,6:29.0,,M. Gasol misses 3-pt jump shot from 25 ft,84,79
363,4,6:25.0,Defensive rebound by K. Kuzma,,84,79
364,4,6:06.0,B. Lopez misses 2-pt jump shot from 13 ft,,84,79
365,4,6:04.0,Offensive rebound by J. Randle,,84,79
366,4,6:04.0,J. Randle misses 2-pt layup from 1 ft (block by J. Martin),,84,79
367,4,6:04.0,,Defensive rebound by Team,84,79
368,4,5:42.0,,D. Brooks misses 2-pt layup from 4 ft,84,79
369,4,5:39.0,,Offensive rebound by J. Green,84,79
370,4,5:39.0,,J. Green misses 2-pt layup at rim,84,79
371,4,5:39.0,Defensive rebound by L. Ball,,84,79
372,4,5:29.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,84,79
373,4,5:27.0,,Defensive rebound by J. Green,84,79
374,4,5:22.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Chalmers),84,81
375,4,5:22.0,,Shooting foul by K. Kuzma (drawn by M. Gasol),84,81
376,4,5:22.0,,A. Harrison enters the game for M. Chalmers,84,81
377,4,5:22.0,,M. Gasol makes free throw 1 of 1,84,82
378,4,5:07.0,Personal foul by M. Gasol (drawn by B. Lopez),,84,82
379,4,5:07.0,B. Lopez misses free throw 1 of 2,,84,82
380,4,5:07.0,Offensive rebound by Team,,84,82
381,4,5:07.0,B. Lopez misses free throw 2 of 2,,84,82
382,4,5:05.0,,Defensive rebound by J. Green,84,82
383,4,4:46.0,,M. Gasol misses 2-pt jump shot from 5 ft,84,82
384,4,4:45.0,,Offensive rebound by Team,84,82
385,4,4:42.0,,A. Harrison misses 3-pt jump shot from 22 ft,84,82
386,4,4:40.0,Defensive rebound by K. Kuzma,,84,82
