,QUARTER,TIME_REMAINING,DETROIT_ACTION,PHOENIX_ACTION,DETROIT_SCORE,PHOENIX_SCORE
127,1,0:04.0,E. Moreland enters the game for A. Drummond,,19,18
128,1,0:04.0,,A. Len makes free throw 1 of 1,19,19
129,1,0:00.0,I. Smith misses 2-pt jump shot from 13 ft,,19,19
130,1,0:00.0,Offensive rebound by Team,,19,19
131,2,11:49.0,,A. Len makes 2-pt dunk at rim (assist by J. Dudley),19,21
132,2,11:28.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by E. Moreland),,22,21
133,2,11:16.0,,A. Len makes 2-pt dunk at rim (assist by T. Ulis),22,23
134,2,10:48.0,A. Tolliver misses 2-pt jump shot from 11 ft,,22,23
135,2,10:45.0,,Defensive rebound by T. Ulis,22,23
136,2,10:41.0,,S. Harrison misses 3-pt jump shot from 25 ft,22,23
137,2,10:38.0,,Offensive rebound by A. Len,22,23
138,2,10:35.0,,T. Ulis misses 2-pt jump shot from 10 ft,22,23
139,2,10:33.0,Defensive rebound by A. Tolliver,,22,23
140,2,10:28.0,R. Jackson makes 3-pt jump shot from 24 ft,,25,23
141,2,10:10.0,,D. Reed misses 3-pt jump shot from 24 ft,25,23
142,2,10:07.0,Defensive rebound by L. Kennard,,25,23
143,2,10:03.0,E. Moreland makes 2-pt layup at rim (assist by L. Kennard),,27,23
144,2,9:44.0,,A. Len makes 2-pt dunk at rim (assist by J. Dudley),27,25
145,2,9:31.0,Personal foul by S. Harrison (drawn by E. Moreland),,27,25
146,2,9:31.0,,T. Daniels enters the game for S. Harrison,27,25
147,2,9:31.0,,D. Bender enters the game for A. Len,27,25
148,2,9:31.0,,J. Jackson enters the game for D. Reed,27,25
149,2,9:25.0,R. Jackson misses 3-pt jump shot from 24 ft,,27,25
150,2,9:23.0,Offensive rebound by E. Moreland,,27,25
151,2,9:21.0,E. Moreland misses 2-pt layup from 3 ft,,27,25
152,2,9:19.0,Offensive rebound by J. Ennis,,27,25
153,2,9:19.0,Turnover by J. Ennis (traveling),,27,25
154,2,9:12.0,,D. Bender misses 3-pt jump shot from 25 ft,27,25
155,2,9:07.0,Defensive rebound by L. Kennard,,27,25
156,2,9:01.0,Personal foul by T. Ulis (drawn by L. Kennard),,27,25
157,2,8:54.0,R. Jackson makes 2-pt jump shot from 12 ft,,29,25
158,2,8:36.0,,J. Dudley misses 2-pt layup from 6 ft (block by E. Moreland),29,25
159,2,8:33.0,Defensive rebound by E. Moreland,,29,25
160,2,8:26.0,J. Ennis misses 3-pt jump shot from 22 ft,,29,25
161,2,8:22.0,,Defensive rebound by T. Ulis,29,25
162,2,8:12.0,,Personal block foul by R. Jackson (drawn by J. Jackson),29,25
163,2,8:12.0,I. Smith enters the game for R. Jackson,,29,25
164,2,7:57.0,,J. Dudley makes 2-pt layup at rim (assist by D. Bender),29,27
165,2,7:48.0,Detroit full timeout,,29,27
166,2,7:48.0,B. Griffin enters the game for E. Moreland,,29,27
167,2,7:39.0,Shooting foul by T. Ulis (drawn by B. Griffin),,29,27
168,2,7:39.0,B. Griffin makes free throw 1 of 2,,30,27
169,2,7:39.0,R. Bullock enters the game for L. Kennard,,30,27
170,2,7:39.0,B. Griffin makes free throw 2 of 2,,31,27
171,2,7:17.0,,J. Jackson misses 2-pt jump shot from 10 ft,31,27
172,2,7:14.0,Defensive rebound by A. Tolliver,,31,27
173,2,7:08.0,Personal foul by J. Dudley (drawn by J. Ennis),,31,27
174,2,7:08.0,,E. Payton enters the game for T. Ulis,31,27
175,2,6:56.0,R. Bullock misses 2-pt jump shot from 15 ft,,31,27
176,2,6:54.0,Offensive rebound by J. Ennis,,31,27
177,2,6:52.0,J. Ennis makes 2-pt jump shot from 9 ft,,33,27
178,2,6:33.0,,D. Bender makes 2-pt layup from 1 ft,33,29
179,2,6:26.0,A. Tolliver misses 3-pt jump shot from 25 ft,,33,29
180,2,6:24.0,,Defensive rebound by Team,33,29
181,2,6:24.0,,M. Chriss enters the game for J. Dudley,33,29
182,2,6:01.0,,E. Payton makes 2-pt jump shot from 5 ft,33,31
183,2,5:48.0,Personal block foul by E. Payton (drawn by B. Griffin),,33,31
184,2,5:48.0,B. Griffin makes free throw 1 of 2,,34,31
185,2,5:48.0,A. Drummond enters the game for A. Tolliver,,34,31
186,2,5:48.0,B. Griffin makes free throw 2 of 2,,35,31
187,2,5:40.0,,Offensive foul by M. Chriss (drawn by J. Ennis),35,31
188,2,5:40.0,,Turnover by M. Chriss (offensive foul),35,31
189,2,5:40.0,,A. Len enters the game for M. Chriss,35,31
190,2,5:20.0,Turnover by A. Drummond (turnover),,35,31
191,2,5:09.0,,A. Len makes 2-pt layup from 3 ft (assist by E. Payton),35,33
192,2,4:50.0,R. Bullock misses 2-pt layup from 2 ft (block by A. Len),,35,33
193,2,4:47.0,,Defensive rebound by A. Len,35,33
194,2,4:42.0,,Turnover by T. Daniels (bad pass; steal by R. Bullock),35,33
195,2,4:39.0,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),,37,33
196,2,4:39.0,Shooting foul by A. Len (drawn by A. Drummond),,37,33
197,2,4:39.0,S. Johnson enters the game for J. Ennis,,37,33
198,2,4:39.0,A. Drummond misses free throw 1 of 1,,37,33
199,2,4:39.0,,Defensive rebound by D. Bender,37,33
200,2,4:33.0,,J. Jackson makes 2-pt jump shot from 16 ft,37,35
201,2,4:10.0,A. Drummond misses 2-pt layup at rim,,37,35
202,2,4:07.0,,Defensive rebound by T. Daniels,37,35
203,2,4:00.0,,J. Jackson misses 2-pt layup from 9 ft (block by A. Drummond),37,35
204,2,3:56.0,Defensive rebound by R. Bullock,,37,35
205,2,3:53.0,S. Johnson misses 2-pt layup at rim (block by D. Bender),,37,35
206,2,3:51.0,,Defensive rebound by E. Payton,37,35
207,2,3:46.0,,D. Bender misses 3-pt jump shot from 25 ft,37,35
208,2,3:43.0,Defensive rebound by A. Drummond,,37,35
209,2,3:35.0,B. Griffin makes 3-pt jump shot from 25 ft,,40,35
210,2,3:34.0,,Phoenix full timeout,40,35
211,2,3:23.0,,T. Daniels misses 3-pt jump shot from 25 ft,40,35
212,2,3:19.0,Defensive rebound by B. Griffin,,40,35
213,2,3:01.0,B. Griffin makes 2-pt jump shot from 20 ft (assist by I. Smith),,42,35
214,2,2:42.0,,D. Bender makes 3-pt jump shot from 25 ft (assist by E. Payton),42,38
215,2,2:19.0,Turnover by A. Drummond (turnover),,42,38
216,2,2:02.0,,J. Jackson misses 3-pt jump shot from 25 ft,42,38
217,2,1:59.0,Defensive rebound by A. Drummond,,42,38
218,2,1:42.0,R. Bullock misses 3-pt jump shot from 25 ft,,42,38
219,2,1:39.0,,Defensive rebound by J. Jackson,42,38
220,2,1:34.0,,J. Jackson misses 2-pt jump shot from 19 ft (block by A. Drummond),42,38
221,2,1:30.0,Defensive rebound by B. Griffin,,42,38
222,2,1:28.0,A. Drummond makes 2-pt dunk at rim (assist by B. Griffin),,44,38
223,2,1:16.0,,E. Payton misses 2-pt layup from 1 ft,44,38
224,2,1:15.0,Defensive rebound by A. Drummond,,44,38
225,2,1:10.0,S. Johnson misses 2-pt dunk from 1 ft,,44,38
226,2,1:07.0,,Defensive rebound by J. Jackson,44,38
227,2,1:06.0,,Turnover by J. Jackson (traveling),44,38
228,2,1:06.0,,T. Ulis enters the game for E. Payton,44,38
229,2,1:06.0,,D. Reed enters the game for T. Daniels,44,38
230,2,1:06.0,L. Kennard enters the game for A. Drummond,,44,38
231,2,1:06.0,A. Tolliver enters the game for R. Bullock,,44,38
232,2,0:55.0,I. Smith misses 2-pt jump shot from 19 ft,,44,38
233,2,0:52.0,,Defensive rebound by A. Len,44,38
234,2,0:35.0,,D. Reed misses 3-pt jump shot from 25 ft,44,38
235,2,0:33.0,Defensive rebound by Team,,44,38
236,2,0:24.0,L. Kennard misses 2-pt jump shot from 19 ft,,44,38
237,2,0:21.0,,Defensive rebound by A. Len,44,38
238,2,0:01.0,,A. Len misses 2-pt layup from 1 ft (block by A. Tolliver),44,38
239,2,0:01.0,Defensive rebound by B. Griffin,,44,38
240,2,0:00.0,B. Griffin misses 3-pt jump shot from 68 ft,,44,38
241,2,0:00.0,Offensive rebound by Team,,44,38
242,3,11:41.0,,D. Bender misses 3-pt jump shot from 22 ft,44,38
243,3,11:36.0,,Offensive rebound by A. Len,44,38
244,3,11:31.0,,T. Daniels misses 2-pt jump shot from 19 ft,44,38
245,3,11:28.0,Defensive rebound by A. Drummond,,44,38
246,3,11:12.0,R. Bullock misses 2-pt jump shot from 18 ft,,44,38
247,3,11:09.0,Offensive rebound by A. Drummond,,44,38
248,3,11:02.0,R. Jackson misses 2-pt jump shot from 11 ft,,44,38
249,3,11:00.0,Offensive rebound by S. Johnson,,44,38
250,3,10:52.0,B. Griffin misses 3-pt jump shot from 25 ft,,44,38
251,3,10:51.0,,Defensive rebound by Team,44,38
252,3,10:42.0,,Turnover by E. Payton (bad pass; steal by S. Johnson),44,38
253,3,10:40.0,Shooting foul by J. Jackson (drawn by S. Johnson),,44,38
254,3,10:40.0,S. Johnson misses free throw 1 of 2,,44,38
255,3,10:40.0,Offensive rebound by Team,,44,38
256,3,10:40.0,S. Johnson makes free throw 2 of 2,,45,38
257,3,10:25.0,,Turnover by D. Bender (bad pass),45,38
258,3,10:05.0,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),,47,38
259,3,9:53.0,,Shooting foul by R. Bullock (drawn by T. Daniels),47,38
260,3,9:53.0,,T. Daniels misses free throw 1 of 3,47,38
261,3,9:53.0,,Offensive rebound by Team,47,38
262,3,9:53.0,,T. Daniels makes free throw 2 of 3,47,39
263,3,9:53.0,,T. Daniels makes free throw 3 of 3,47,40
264,3,9:39.0,R. Bullock makes 2-pt layup from 4 ft (assist by B. Griffin),,49,40
265,3,9:27.0,,A. Len makes 2-pt layup at rim (assist by E. Payton),49,42
266,3,9:12.0,S. Johnson makes 2-pt layup at rim (assist by B. Griffin),,51,42
267,3,9:01.0,,A. Len makes 2-pt dunk at rim (assist by E. Payton),51,44
268,3,8:44.0,R. Bullock makes 2-pt jump shot from 18 ft,,53,44
269,3,8:30.0,,Turnover by D. Bender (bad pass; steal by S. Johnson),53,44
270,3,8:30.0,Personal foul by A. Len (drawn by A. Drummond),,53,44
271,3,8:30.0,,T. Ulis enters the game for E. Payton,53,44
272,3,8:30.0,I. Smith enters the game for R. Jackson,,53,44
273,3,8:06.0,S. Johnson misses 2-pt jump shot from 22 ft,,53,44
274,3,8:04.0,Offensive rebound by A. Drummond,,53,44
275,3,7:59.0,Offensive foul by A. Drummond (drawn by D. Bender),,53,44
276,3,7:59.0,Turnover by A. Drummond (offensive foul),,53,44
277,3,7:43.0,,D. Bender misses 3-pt jump shot from 24 ft,53,44
278,3,7:41.0,Defensive rebound by I. Smith,,53,44
279,3,7:28.0,I. Smith misses 2-pt layup from 4 ft (block by A. Len),,53,44
280,3,7:25.0,Offensive rebound by B. Griffin,,53,44
281,3,7:24.0,B. Griffin makes 2-pt layup at rim,,55,44
282,3,7:24.0,Shooting foul by J. Jackson (drawn by B. Griffin),,55,44
283,3,7:24.0,B. Griffin makes free throw 1 of 1,,56,44
284,3,7:15.0,,J. Jackson misses 2-pt layup from 6 ft (block by S. Johnson),56,44
285,3,7:12.0,Defensive rebound by S. Johnson,,56,44
286,3,7:01.0,A. Drummond makes 2-pt hook shot from 7 ft,,58,44
287,3,7:01.0,,Phoenix full timeout,58,44
288,3,7:01.0,,A. Peters enters the game for A. Len,58,44
289,3,7:01.0,,J. Dudley enters the game for D. Bender,58,44
290,3,6:45.0,,Shooting foul by S. Johnson (drawn by J. Jackson),58,44
291,3,6:45.0,,J. Jackson makes free throw 1 of 2,58,45
292,3,6:45.0,,J. Jackson makes free throw 2 of 2,58,46
293,3,6:20.0,B. Griffin makes 2-pt jump shot from 18 ft,,60,46
294,3,6:03.0,,Turnover by T. Ulis (lost ball; steal by A. Drummond),60,46
295,3,5:51.0,I. Smith makes 2-pt layup from 5 ft (assist by B. Griffin),,62,46
296,3,5:45.0,,J. Jackson makes 2-pt layup at rim (assist by T. Ulis),62,48
297,3,5:33.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),,65,48
298,3,5:20.0,,J. Dudley misses 3-pt jump shot from 26 ft,65,48
299,3,5:18.0,Defensive rebound by A. Drummond,,65,48
300,3,5:11.0,I. Smith makes 2-pt layup at rim,,67,48
301,3,5:01.0,,A. Peters misses 3-pt jump shot from 24 ft,67,48
302,3,4:58.0,Defensive rebound by I. Smith,,67,48
303,3,4:56.0,Shooting foul by T. Ulis (drawn by I. Smith),,67,48
304,3,4:56.0,I. Smith makes free throw 1 of 2,,68,48
305,3,4:56.0,A. Tolliver enters the game for A. Drummond,,68,48
306,3,4:56.0,I. Smith makes free throw 2 of 2,,69,48
307,3,4:46.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Ulis),69,51
308,3,4:24.0,I. Smith misses 3-pt jump shot from 25 ft,,69,51
309,3,4:20.0,Offensive rebound by B. Griffin,,69,51
310,3,4:17.0,I. Smith misses 2-pt layup at rim,,69,51
311,3,4:15.0,,Defensive rebound by T. Daniels,69,51
312,3,4:11.0,,J. Jackson misses 2-pt layup from 1 ft (block by B. Griffin),69,51
313,3,4:05.0,Defensive rebound by A. Tolliver,,69,51
314,3,4:03.0,S. Johnson makes 2-pt dunk at rim,,71,51
315,3,4:03.0,,Phoenix full timeout,71,51
316,3,4:03.0,L. Kennard enters the game for R. Bullock,,71,51
317,3,3:52.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by T. Ulis),71,54
318,3,3:23.0,I. Smith makes 3-pt jump shot from 25 ft (assist by B. Griffin),,74,54
319,3,3:12.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by T. Ulis),74,57
320,3,2:55.0,L. Kennard misses 3-pt jump shot from 25 ft,,74,57
321,3,2:52.0,,Defensive rebound by J. Dudley,74,57
322,3,2:47.0,,Shooting block foul by L. Kennard (drawn by T. Ulis),74,57
323,3,2:47.0,,T. Ulis makes free throw 1 of 2,74,58
324,3,2:47.0,J. Ennis enters the game for L. Kennard,,74,58
325,3,2:47.0,,T. Ulis makes free throw 2 of 2,74,59
326,3,2:25.0,S. Johnson misses 3-pt jump shot from 25 ft,,74,59
327,3,2:19.0,,Defensive rebound by T. Ulis,74,59
328,3,2:14.0,,J. Jackson misses 2-pt layup at rim,74,59
329,3,2:12.0,Defensive rebound by S. Johnson,,74,59
330,3,2:07.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),,77,59
331,3,1:45.0,,T. Daniels misses 2-pt jump shot from 21 ft,77,59
332,3,1:45.0,Defensive rebound by B. Griffin,,77,59
333,3,1:32.0,I. Smith misses 3-pt jump shot from 23 ft,,77,59
334,3,1:29.0,,Defensive rebound by J. Jackson,77,59
335,3,1:12.0,,T. Ulis misses 3-pt jump shot from 26 ft,77,59
336,3,1:05.0,,Offensive rebound by T. Ulis,77,59
337,3,1:04.0,,Turnover by J. Dudley (bad pass; steal by I. Smith),77,59
338,3,1:01.0,B. Griffin misses 2-pt dunk at rim,,77,59
339,3,0:59.0,,Defensive rebound by J. Jackson,77,59
340,3,0:59.0,,J. Dudley makes 2-pt layup at rim (assist by J. Jackson),77,61
341,3,0:37.0,S. Johnson misses 3-pt jump shot from 25 ft,,77,61
342,3,0:35.0,,Defensive rebound by J. Jackson,77,61
343,3,0:24.0,,A. Peters makes 3-pt jump shot from 24 ft (assist by J. Dudley),77,64
344,3,0:05.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by B. Griffin),,80,64
345,3,0:01.0,,J. Jackson misses 3-pt jump shot from 25 ft,80,64
346,3,0:01.0,Defensive rebound by A. Tolliver,,80,64
347,4,11:47.0,L. Kennard makes 2-pt jump shot from 18 ft (assist by R. Jackson),,82,64
348,4,11:22.0,,D. Bender misses 2-pt layup at rim,82,64
349,4,11:22.0,,Offensive rebound by D. Bender,82,64
350,4,11:22.0,,D. Bender makes 2-pt layup at rim,82,66
351,4,11:18.0,Detroit full timeout,,82,66
352,4,11:04.0,Turnover by J. Ennis (traveling),,82,66
353,4,10:47.0,,M. Chriss misses 2-pt jump shot from 13 ft (block by A. Drummond),82,66
354,4,10:47.0,,Offensive rebound by Team,82,66
355,4,10:39.0,,A. Peters misses 3-pt jump shot from 22 ft,82,66
356,4,10:35.0,Defensive rebound by A. Drummond,,82,66
357,4,10:32.0,J. Ennis misses 2-pt layup at rim (block by S. Harrison),,82,66
358,4,10:32.0,Offensive rebound by A. Tolliver,,82,66
359,4,10:32.0,A. Tolliver makes 2-pt layup at rim,,84,66
360,4,10:32.0,Shooting foul by S. Harrison (drawn by A. Tolliver),,84,66
361,4,10:32.0,A. Tolliver makes free throw 1 of 1,,85,66
362,4,10:11.0,,Turnover by D. Bender (traveling),85,66
363,4,10:00.0,R. Jackson makes 2-pt jump shot from 18 ft,,87,66
364,4,9:51.0,,A. Peters misses 3-pt jump shot from 23 ft,87,66
365,4,9:47.0,Defensive rebound by A. Tolliver,,87,66
366,4,9:27.0,R. Jackson misses 2-pt jump shot from 17 ft,,87,66
367,4,9:25.0,,Defensive rebound by Team,87,66
368,4,9:25.0,,A. Len enters the game for D. Bender,87,66
369,4,9:09.0,,D. Reed misses 2-pt layup from 1 ft (block by L. Kennard),87,66
370,4,9:06.0,Defensive rebound by A. Drummond,,87,66
371,4,9:03.0,L. Kennard misses 3-pt jump shot from 26 ft,,87,66
372,4,9:00.0,,Defensive rebound by A. Len,87,66
373,4,8:45.0,,A. Len misses 2-pt layup from 1 ft,87,66
374,4,8:42.0,,Offensive rebound by A. Len,87,66
375,4,8:42.0,,A. Len makes 2-pt layup at rim,87,68
376,4,8:30.0,A. Tolliver misses 3-pt jump shot from 27 ft,,87,68
377,4,8:27.0,,Defensive rebound by A. Len,87,68
378,4,8:20.0,,Turnover by A. Len (bad pass; steal by A. Tolliver),87,68
379,4,8:08.0,,T. Daniels enters the game for A. Peters,87,68
380,4,8:08.0,,J. Jackson enters the game for D. Reed,87,68
381,4,8:08.0,I. Smith enters the game for R. Jackson,,87,68
382,4,8:01.0,I. Smith misses 2-pt jump shot from 20 ft,,87,68
383,4,7:57.0,,Defensive rebound by T. Daniels,87,68
384,4,7:46.0,,Turnover by M. Chriss (lost ball; steal by I. Smith),87,68
385,4,7:40.0,J. Ennis misses 3-pt jump shot from 28 ft,,87,68
386,4,7:37.0,,Defensive rebound by M. Chriss,87,68
387,4,7:29.0,,S. Harrison misses 2-pt layup from 1 ft (block by A. Drummond),87,68
388,4,7:29.0,,Offensive rebound by Team,87,68
389,4,7:24.0,,M. Chriss misses 2-pt layup at rim (block by A. Tolliver),87,68
390,4,7:24.0,,Offensive rebound by Team,87,68
391,4,7:24.0,Loose ball foul by A. Drummond (drawn by A. Len),,87,68
392,4,7:24.0,B. Griffin enters the game for A. Drummond,,87,68
