,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA LAKERS_ACTION,CHARLOTTE_SCORE,LA LAKERS_SCORE
25,1,8:06.0,,LA Lakers full timeout,15,9
26,1,7:56.0,,L. Ball misses 3-pt jump shot from 27 ft,15,9
27,1,7:53.0,Defensive rebound by D. Howard,,15,9
28,1,7:44.0,M. Kidd-Gilchrist misses 2-pt hook shot from 9 ft,,15,9
29,1,7:40.0,,Defensive rebound by J. Randle,15,9
30,1,7:35.0,,B. Ingram misses 2-pt jump shot from 14 ft,15,9
31,1,7:32.0,Defensive rebound by Team,,15,9
32,1,7:19.0,Turnover by N. Batum (bad pass; steal by L. Ball),,15,9
33,1,7:15.0,,Turnover by K. Caldwell-Pope (out of bounds lost ball),15,9
34,1,7:07.0,K. Walker misses 2-pt jump shot from 9 ft,,15,9
35,1,7:01.0,Offensive rebound by N. Batum,,15,9
36,1,6:54.0,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,,15,9
37,1,6:50.0,,Defensive rebound by B. Ingram,15,9
38,1,6:45.0,,B. Lopez misses 3-pt jump shot from 26 ft,15,9
39,1,6:41.0,,Offensive rebound by J. Randle,15,9
40,1,6:35.0,,J. Randle makes 2-pt hook shot from 4 ft,15,11
41,1,6:22.0,M. Williams makes 3-pt jump shot from 26 ft (assist by M. Kidd-Gilchrist),,18,11
42,1,6:02.0,,B. Lopez makes 3-pt jump shot from 23 ft (assist by B. Ingram),18,14
43,1,5:48.0,N. Batum misses 3-pt jump shot from 25 ft,,18,14
44,1,5:43.0,,Defensive rebound by B. Ingram,18,14
45,1,5:40.0,,B. Ingram misses 2-pt layup from 1 ft,18,14
46,1,5:40.0,Defensive rebound by Team,,18,14
47,1,5:28.0,D. Howard misses 2-pt jump shot from 4 ft,,18,14
48,1,5:24.0,,Defensive rebound by L. Ball,18,14
49,1,5:22.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by L. Ball),18,16
50,1,5:10.0,K. Walker makes 2-pt jump shot from 16 ft,,20,16
51,1,5:02.0,,L. Ball makes 2-pt dunk from 1 ft,20,18
52,1,4:49.0,D. Howard makes 2-pt dunk from 1 ft (assist by K. Walker),,22,18
53,1,4:38.0,,Personal foul by M. Williams (drawn by J. Randle),22,18
54,1,4:38.0,,L. Nance enters the game for J. Randle,22,18
55,1,4:38.0,,J. Clarkson enters the game for B. Lopez,22,18
56,1,4:38.0,,K. Kuzma enters the game for L. Ball,22,18
57,1,4:38.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,22,18
58,1,4:38.0,J. Lamb enters the game for M. Williams,,22,18
59,1,4:27.0,,B. Ingram makes 2-pt layup from 3 ft,22,20
60,1,4:04.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,22,20
61,1,4:03.0,,Defensive rebound by Team,22,20
62,1,3:47.0,,L. Nance misses 2-pt jump shot from 12 ft,22,20
63,1,3:43.0,Defensive rebound by D. Howard,,22,20
64,1,3:37.0,N. Batum misses 3-pt jump shot from 25 ft,,22,20
65,1,3:34.0,Offensive rebound by D. Howard,,22,20
66,1,3:34.0,Shooting foul by L. Nance (drawn by D. Howard),,22,20
67,1,3:34.0,D. Howard misses free throw 1 of 2,,22,20
68,1,3:34.0,Offensive rebound by Team,,22,20
69,1,3:34.0,D. Howard makes free throw 2 of 2,,23,20
70,1,3:19.0,,J. Clarkson makes 2-pt jump shot from 17 ft (assist by L. Nance),23,22
71,1,3:04.0,Personal foul by K. Kuzma (drawn by D. Howard),,23,22
72,1,2:58.0,Turnover by N. Batum (bad pass; steal by K. Caldwell-Pope),,23,22
73,1,2:49.0,,B. Ingram misses 2-pt jump shot from 20 ft,23,22
74,1,2:43.0,Defensive rebound by K. Walker,,23,22
75,1,2:41.0,K. Walker misses 2-pt layup from 1 ft (block by K. Kuzma),,23,22
76,1,2:41.0,Offensive rebound by Team,,23,22
77,1,2:41.0,Charlotte full timeout,,23,22
78,1,2:41.0,,J. Hart enters the game for K. Caldwell-Pope,23,22
79,1,2:41.0,M. Carter-Williams enters the game for K. Walker,,23,22
80,1,2:38.0,J. Lamb makes 2-pt jump shot from 14 ft (assist by F. Kaminsky),,25,22
81,1,2:38.0,Shooting foul by J. Hart (drawn by J. Lamb),,25,22
82,1,2:38.0,J. Lamb makes free throw 1 of 1,,26,22
83,1,2:28.0,,Turnover by K. Kuzma (traveling),26,22
84,1,2:12.0,J. Lamb makes 2-pt jump shot from 13 ft (assist by M. Carter-Williams),,28,22
85,1,2:02.0,,Personal foul by M. Carter-Williams (drawn by J. Clarkson),28,22
86,1,2:02.0,J. O'Bryant enters the game for N. Batum,,28,22
87,1,2:02.0,T. Graham enters the game for D. Howard,,28,22
88,1,1:46.0,,J. Clarkson misses 2-pt jump shot from 17 ft,28,22
89,1,1:42.0,,Offensive rebound by B. Ingram,28,22
90,1,1:40.0,,J. Clarkson misses 3-pt jump shot from 23 ft,28,22
91,1,1:37.0,Defensive rebound by T. Graham,,28,22
92,1,1:31.0,J. O'Bryant misses 3-pt jump shot from 25 ft,,28,22
93,1,1:28.0,,Defensive rebound by B. Ingram,28,22
94,1,1:22.0,,K. Kuzma misses 3-pt jump shot from 24 ft,28,22
95,1,1:18.0,Defensive rebound by J. O'Bryant,,28,22
96,1,1:10.0,Turnover by M. Carter-Williams (bad pass; steal by J. Clarkson),,28,22
97,1,0:57.0,,J. Hart misses 3-pt jump shot from 26 ft,28,22
98,1,0:54.0,,Offensive rebound by B. Ingram,28,22
99,1,0:51.0,,K. Kuzma misses 2-pt layup from 1 ft,28,22
100,1,0:47.0,,Offensive rebound by J. Hart,28,22
101,1,0:47.0,,J. Hart misses 2-pt layup at rim,28,22
102,1,0:46.0,,Offensive rebound by L. Nance,28,22
103,1,0:44.0,,L. Nance misses 2-pt layup from 4 ft,28,22
104,1,0:41.0,Defensive rebound by J. O'Bryant,,28,22
105,1,0:36.0,J. O'Bryant misses 2-pt jump shot from 19 ft,,28,22
106,1,0:36.0,,Defensive rebound by J. Hart,28,22
107,1,0:27.0,,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Clarkson),28,24
108,1,0:06.0,F. Kaminsky misses 2-pt jump shot from 10 ft,,28,24
109,1,0:06.0,,Defensive rebound by Team,28,24
110,1,0:02.0,,J. Clarkson misses 2-pt jump shot from 18 ft,28,24
111,1,0:00.0,,Offensive rebound by Team,28,24
112,2,11:49.0,,Turnover by L. Ball (lost ball; steal by M. Carter-Williams),28,24
113,2,11:43.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,31,24
114,2,11:31.0,,K. Kuzma misses 3-pt jump shot from 26 ft,31,24
115,2,11:26.0,Defensive rebound by T. Graham,,31,24
116,2,11:19.0,M. Carter-Williams makes 3-pt jump shot from 25 ft,,34,24
117,2,11:09.0,Violation by F. Kaminsky (kicked ball),,34,24
118,2,11:01.0,,L. Nance misses 2-pt jump shot from 19 ft,34,24
119,2,10:57.0,Defensive rebound by F. Kaminsky,,34,24
120,2,10:56.0,Personal foul by L. Nance (drawn by J. O'Bryant),,34,24
121,2,10:51.0,J. Lamb misses 3-pt jump shot from 24 ft,,34,24
122,2,10:47.0,,Defensive rebound by L. Nance,34,24
123,2,10:38.0,,K. Kuzma misses 2-pt jump shot from 17 ft,34,24
124,2,10:32.0,,Offensive rebound by L. Nance,34,24
125,2,10:32.0,,L. Nance misses 2-pt dunk at rim,34,24
126,2,10:32.0,Defensive rebound by F. Kaminsky,,34,24
127,2,10:18.0,J. O'Bryant misses 2-pt jump shot from 16 ft,,34,24
128,2,10:13.0,Offensive rebound by J. Lamb,,34,24
129,2,10:11.0,Turnover by J. O'Bryant (traveling),,34,24
130,2,9:59.0,,K. Kuzma makes 2-pt hook shot from 6 ft (assist by L. Nance),34,26
131,2,9:36.0,F. Kaminsky makes 2-pt hook shot from 12 ft,,36,26
132,2,9:26.0,,Turnover by J. Clarkson (lost ball; steal by M. Carter-Williams),36,26
133,2,9:23.0,Shooting block foul by K. Kuzma (drawn by F. Kaminsky),,36,26
134,2,9:23.0,F. Kaminsky makes free throw 1 of 2,,37,26
135,2,9:23.0,F. Kaminsky makes free throw 2 of 2,,38,26
136,2,9:00.0,,J. Hart misses 3-pt jump shot from 25 ft,38,26
137,2,8:58.0,Defensive rebound by Team,,38,26
138,2,8:51.0,Personal foul by J. Clarkson (drawn by M. Carter-Williams),,38,26
139,2,8:38.0,J. Lamb misses 3-pt jump shot from 24 ft,,38,26
140,2,8:35.0,Offensive rebound by J. O'Bryant,,38,26
141,2,8:18.0,F. Kaminsky misses 2-pt jump shot from 14 ft,,38,26
142,2,8:17.0,,Defensive rebound by J. Clarkson,38,26
143,2,8:17.0,,Personal foul by M. Carter-Williams (drawn by J. Clarkson),38,26
144,2,8:05.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by L. Nance),38,29
145,2,7:42.0,F. Kaminsky misses 2-pt hook shot from 3 ft (block by K. Kuzma),,38,29
146,2,7:42.0,Offensive rebound by Team,,38,29
147,2,7:42.0,,J. Randle enters the game for J. Clarkson,38,29
148,2,7:42.0,,K. Caldwell-Pope enters the game for L. Nance,38,29
149,2,7:42.0,K. Walker enters the game for M. Carter-Williams,,38,29
150,2,7:40.0,Turnover by K. Walker (bad pass; steal by J. Hart),,38,29
151,2,7:39.0,,Personal foul by J. Lamb (drawn by J. Hart),38,29
152,2,7:39.0,,J. Hart misses clear path free throw 1 of 2,38,29
153,2,7:39.0,,Offensive rebound by Team,38,29
154,2,7:39.0,,J. Hart makes clear path free throw 2 of 2,38,30
155,2,7:31.0,,J. Randle misses 2-pt layup from 4 ft,38,30
156,2,7:27.0,Defensive rebound by T. Graham,,38,30
157,2,7:24.0,J. Lamb makes 2-pt jump shot from 4 ft (assist by K. Walker),,40,30
158,2,7:04.0,,Turnover by K. Kuzma (lost ball; steal by J. Lamb),40,30
159,2,6:58.0,T. Graham makes 2-pt jump shot from 15 ft (assist by K. Walker),,42,30
160,2,6:57.0,,LA Lakers full timeout,42,30
161,2,6:57.0,,B. Ingram enters the game for K. Kuzma,42,30
162,2,6:42.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by L. Ball),42,33
163,2,6:18.0,J. O'Bryant misses 2-pt jump shot from 9 ft,,42,33
164,2,6:13.0,,Defensive rebound by B. Ingram,42,33
165,2,6:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,42,33
166,2,5:57.0,Defensive rebound by J. O'Bryant,,42,33
167,2,5:52.0,J. Lamb makes 2-pt dunk at rim,,44,33
168,2,5:35.0,,Personal foul by T. Graham (drawn by B. Ingram),44,33
169,2,5:35.0,,B. Lopez enters the game for J. Hart,44,33
170,2,5:35.0,D. Howard enters the game for J. O'Bryant,,44,33
171,2,5:35.0,N. Batum enters the game for T. Graham,,44,33
172,2,5:32.0,,B. Ingram makes 2-pt dunk at rim (assist by B. Lopez),44,35
173,2,5:14.0,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by K. Walker),,47,35
174,2,5:03.0,,L. Ball misses 3-pt jump shot from 26 ft,47,35
175,2,5:01.0,Defensive rebound by D. Howard,,47,35
176,2,4:54.0,D. Howard misses 2-pt jump shot from 19 ft,,47,35
177,2,4:50.0,,Defensive rebound by J. Randle,47,35
178,2,4:46.0,Violation by D. Howard (kicked ball),,47,35
179,2,4:46.0,M. Kidd-Gilchrist enters the game for J. Lamb,,47,35
180,2,4:46.0,M. Williams enters the game for F. Kaminsky,,47,35
181,2,4:46.0,,J. Clarkson enters the game for L. Ball,47,35
182,2,4:36.0,,Turnover by B. Ingram (bad pass; steal by K. Walker),47,35
183,2,4:31.0,K. Walker makes 3-pt jump shot from 25 ft,,50,35
184,2,4:10.0,,Personal foul by D. Howard (drawn by B. Lopez),50,35
185,2,4:02.0,,Turnover by J. Randle (lost ball; steal by K. Walker),50,35
186,2,3:57.0,N. Batum misses 3-pt jump shot from 26 ft,,50,35
187,2,3:52.0,,Defensive rebound by B. Ingram,50,35
188,2,3:50.0,,B. Lopez makes 2-pt dunk at rim (assist by B. Ingram),50,37
189,2,3:36.0,K. Walker misses 3-pt jump shot from 28 ft,,50,37
190,2,3:33.0,,Defensive rebound by B. Ingram,50,37
191,2,3:16.0,,Turnover by B. Lopez (lost ball; steal by K. Walker),50,37
192,2,3:11.0,Personal foul by J. Randle (drawn by D. Howard),,50,37
193,2,3:07.0,K. Walker misses 3-pt jump shot from 25 ft,,50,37
194,2,3:02.0,Offensive rebound by M. Williams,,50,37
195,2,2:54.0,M. Williams makes 2-pt jump shot from 8 ft (assist by K. Walker),,52,37
196,2,2:43.0,,J. Clarkson makes 2-pt jump shot from 15 ft,52,39
197,2,2:25.0,M. Williams misses 3-pt jump shot from 28 ft,,52,39
198,2,2:21.0,,Defensive rebound by B. Lopez,52,39
199,2,2:18.0,,Personal foul by M. Williams (drawn by J. Randle),52,39
200,2,2:18.0,Charlotte full timeout,,52,39
201,2,2:18.0,,J. Randle makes free throw 1 of 2,52,40
202,2,2:18.0,,J. Randle makes free throw 2 of 2,52,41
203,2,2:05.0,K. Walker makes 2-pt jump shot from 16 ft (assist by D. Howard),,54,41
204,2,1:50.0,,Personal foul by M. Kidd-Gilchrist (drawn by B. Ingram),54,41
205,2,1:50.0,,B. Ingram makes free throw 1 of 2,54,42
206,2,1:50.0,F. Kaminsky enters the game for M. Williams,,54,42
207,2,1:50.0,,B. Ingram misses free throw 2 of 2,54,42
208,2,1:47.0,Defensive rebound by F. Kaminsky,,54,42
209,2,1:37.0,N. Batum misses 2-pt jump shot from 20 ft,,54,42
210,2,1:32.0,,Defensive rebound by J. Randle,54,42
211,2,1:25.0,,B. Ingram misses 2-pt jump shot from 15 ft,54,42
212,2,1:22.0,,Offensive rebound by B. Ingram,54,42
213,2,1:21.0,,J. Clarkson misses 3-pt jump shot from 25 ft,54,42
214,2,1:17.0,Defensive rebound by K. Walker,,54,42
215,2,1:15.0,N. Batum makes 2-pt layup from 2 ft (assist by K. Walker),,56,42
216,2,1:15.0,,Violation by K. Caldwell-Pope (def goaltending),56,42
217,2,0:56.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Clarkson),56,45
218,2,0:48.0,K. Walker makes 3-pt jump shot from 25 ft,,59,45
219,2,0:38.0,,J. Clarkson misses 3-pt jump shot from 24 ft,59,45
220,2,0:35.0,Defensive rebound by D. Howard,,59,45
221,2,0:28.0,K. Walker makes 2-pt layup from 1 ft,,61,45
222,2,0:06.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by B. Ingram),61,48
223,2,0:00.0,K. Walker makes 2-pt jump shot from 10 ft,,63,48
224,3,11:46.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by B. Lopez),63,51
225,3,11:28.0,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),,66,51
226,3,11:12.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,66,51
227,3,11:07.0,,Offensive rebound by J. Randle,66,51
228,3,11:05.0,,J. Randle makes 2-pt dunk from 1 ft,66,53
229,3,10:54.0,K. Walker misses 2-pt jump shot from 13 ft,,66,53
230,3,10:49.0,Offensive rebound by D. Howard,,66,53
231,3,10:49.0,D. Howard makes 2-pt dunk at rim,,68,53
232,3,10:44.0,,L. Ball makes 3-pt jump shot from 27 ft,68,56
233,3,10:29.0,D. Howard misses 2-pt jump shot from 21 ft,,68,56
234,3,10:25.0,,Defensive rebound by B. Ingram,68,56
235,3,10:13.0,,B. Ingram makes 2-pt jump shot from 19 ft (assist by L. Ball),68,58
236,3,9:56.0,M. Williams makes 2-pt jump shot from 4 ft (assist by N. Batum),,70,58
237,3,9:42.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by J. Randle),70,61
238,3,9:19.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,70,61
239,3,9:17.0,,Defensive rebound by B. Ingram,70,61
240,3,9:13.0,,B. Ingram misses 2-pt layup from 3 ft (block by D. Howard),70,61
241,3,9:13.0,Defensive rebound by M. Kidd-Gilchrist,,70,61
242,3,9:03.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,70,61
243,3,9:02.0,Offensive rebound by D. Howard,,70,61
244,3,9:02.0,D. Howard makes 2-pt dunk at rim,,72,61
245,3,8:54.0,,B. Lopez misses 3-pt jump shot from 28 ft,72,61
246,3,8:52.0,Defensive rebound by M. Kidd-Gilchrist,,72,61
247,3,8:46.0,D. Howard misses 2-pt hook shot from 4 ft,,72,61
248,3,8:42.0,,Defensive rebound by L. Ball,72,61
249,3,8:38.0,,Shooting foul by M. Williams (drawn by J. Randle),72,61
250,3,8:38.0,,J. Randle makes free throw 1 of 2,72,62
251,3,8:38.0,,J. Hart enters the game for K. Caldwell-Pope,72,62
252,3,8:38.0,,J. Randle makes free throw 2 of 2,72,63
253,3,8:20.0,D. Howard misses 2-pt hook shot from 3 ft,,72,63
254,3,8:15.0,Offensive rebound by M. Williams,,72,63
255,3,8:15.0,M. Williams misses 2-pt layup at rim,,72,63
256,3,8:15.0,Offensive rebound by N. Batum,,72,63
257,3,8:13.0,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),,75,63
258,3,8:03.0,,L. Ball misses 3-pt jump shot from 25 ft,75,63
259,3,8:03.0,Defensive rebound by M. Williams,,75,63
260,3,7:55.0,Personal foul by L. Ball (drawn by K. Walker),,75,63
261,3,7:44.0,N. Batum misses 2-pt layup from 2 ft,,75,63
262,3,7:39.0,Offensive rebound by D. Howard,,75,63
263,3,7:39.0,D. Howard makes 2-pt layup at rim,,77,63
264,3,7:29.0,,J. Randle misses 2-pt layup from 1 ft,77,63
265,3,7:29.0,,Offensive rebound by J. Randle,77,63
266,3,7:29.0,,J. Randle makes 2-pt layup from 1 ft,77,65
267,3,7:29.0,,Shooting foul by D. Howard (drawn by J. Randle),77,65
268,3,7:29.0,,J. Randle makes free throw 1 of 1,77,66
269,3,7:19.0,K. Walker misses 3-pt jump shot from 25 ft,,77,66
270,3,7:19.0,Offensive rebound by M. Williams,,77,66
271,3,7:12.0,K. Walker makes 2-pt layup from 1 ft (assist by M. Williams),,79,66
272,3,7:01.0,,B. Ingram makes 2-pt jump shot from 17 ft (assist by B. Lopez),79,68
273,3,6:40.0,M. Kidd-Gilchrist makes 2-pt jump shot from 9 ft,,81,68
274,3,6:30.0,,B. Ingram misses 2-pt jump shot from 13 ft,81,68
275,3,6:27.0,Defensive rebound by D. Howard,,81,68
276,3,6:14.0,N. Batum misses 2-pt jump shot from 15 ft,,81,68
277,3,6:11.0,,Defensive rebound by B. Ingram,81,68
278,3,6:02.0,,B. Lopez misses 3-pt jump shot from 25 ft,81,68
279,3,5:58.0,Defensive rebound by M. Kidd-Gilchrist,,81,68
280,3,5:49.0,N. Batum misses 3-pt jump shot from 25 ft,,81,68
281,3,5:47.0,,Defensive rebound by B. Lopez,81,68
282,3,5:43.0,Offensive charge foul by J. Randle (drawn by K. Walker),,81,68
283,3,5:43.0,,Turnover by J. Randle (offensive foul),81,68
284,3,5:43.0,,LA Lakers full timeout,81,68
285,3,5:43.0,,K. Kuzma enters the game for B. Lopez,81,68
286,3,5:43.0,,L. Nance enters the game for J. Randle,81,68
287,3,5:31.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by N. Batum),,83,68
288,3,5:14.0,,B. Ingram makes 2-pt jump shot from 15 ft,83,70
289,3,4:55.0,D. Howard makes 2-pt layup from 1 ft,,85,70
290,3,4:47.0,,K. Kuzma misses 3-pt jump shot from 23 ft,85,70
291,3,4:44.0,Defensive rebound by M. Kidd-Gilchrist,,85,70
292,3,4:34.0,K. Walker misses 2-pt jump shot from 7 ft,,85,70
293,3,4:29.0,Offensive rebound by M. Kidd-Gilchrist,,85,70
294,3,4:28.0,M. Williams misses 3-pt jump shot from 25 ft,,85,70
295,3,4:27.0,Offensive rebound by M. Kidd-Gilchrist,,85,70
296,3,4:27.0,Personal foul by J. Hart (drawn by M. Kidd-Gilchrist),,85,70
297,3,4:27.0,J. Lamb enters the game for M. Williams,,85,70
298,3,4:27.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,85,70
299,3,4:16.0,Shooting foul by B. Ingram (drawn by D. Howard),,85,70
300,3,4:16.0,D. Howard misses free throw 1 of 2,,85,70
301,3,4:16.0,Offensive rebound by Team,,85,70
302,3,4:16.0,D. Howard makes free throw 2 of 2,,86,70
303,3,4:03.0,,J. Hart misses 2-pt jump shot from 9 ft,86,70
304,3,3:59.0,Defensive rebound by D. Howard,,86,70
305,3,3:53.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,86,70
306,3,3:49.0,Offensive rebound by J. Lamb,,86,70
307,3,3:35.0,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by K. Walker),,89,70
308,3,3:11.0,,L. Nance makes 2-pt layup from 2 ft (assist by K. Kuzma),89,72
309,3,2:51.0,F. Kaminsky makes 2-pt jump shot from 5 ft (assist by J. Lamb),,91,72
310,3,2:35.0,,Turnover by J. Hart (bad pass; steal by F. Kaminsky),91,72
311,3,2:30.0,Turnover by F. Kaminsky (lost ball; steal by L. Ball),,91,72
312,3,2:26.0,,Turnover by B. Ingram (bad pass),91,72
313,3,2:26.0,Charlotte full timeout,,91,72
314,3,2:26.0,,J. Clarkson enters the game for L. Ball,91,72
315,3,2:14.0,N. Batum makes 2-pt jump shot from 19 ft,,93,72
316,3,1:58.0,,L. Nance makes 2-pt jump shot from 20 ft (assist by J. Hart),93,74
317,3,1:40.0,F. Kaminsky misses 2-pt jump shot from 12 ft,,93,74
318,3,1:40.0,Offensive rebound by Team,,93,74
319,3,1:40.0,,Loose ball foul by B. Ingram (drawn by D. Howard),93,74
320,3,1:36.0,Turnover by F. Kaminsky (out of bounds lost ball),,93,74
321,3,1:18.0,,Turnover by K. Kuzma (out of bounds lost ball),93,74
322,3,1:18.0,T. Graham enters the game for N. Batum,,93,74
323,3,1:18.0,M. Carter-Williams enters the game for K. Walker,,93,74
324,3,1:01.0,F. Kaminsky misses 2-pt jump shot from 8 ft,,93,74
325,3,0:58.0,,Defensive rebound by K. Kuzma,93,74
326,3,0:57.0,,L. Nance makes 2-pt dunk at rim (assist by B. Ingram),93,76
327,3,0:37.0,Turnover by F. Kaminsky (bad pass; steal by L. Nance),,93,76
328,3,0:31.0,,K. Kuzma misses 2-pt layup from 4 ft (block by D. Howard),93,76
329,3,0:26.0,,Offensive rebound by J. Clarkson,93,76
330,3,0:24.0,,J. Hart misses 3-pt jump shot from 23 ft,93,76
331,3,0:24.0,Defensive rebound by T. Graham,,93,76
332,3,0:01.0,J. Lamb misses 2-pt jump shot from 21 ft,,93,76
333,3,0:01.0,Offensive rebound by Team,,93,76
334,4,11:40.0,M. Carter-Williams makes 2-pt jump shot from 16 ft,,95,76
335,4,11:25.0,,L. Nance makes 2-pt dunk at rim (assist by L. Ball),95,78
336,4,11:07.0,Shooting foul by L. Ball (drawn by T. Graham),,95,78
337,4,11:07.0,T. Graham makes free throw 1 of 2,,96,78
338,4,11:07.0,T. Graham misses free throw 2 of 2,,96,78
339,4,11:05.0,,Defensive rebound by L. Nance,96,78
340,4,10:56.0,,K. Kuzma misses 3-pt jump shot from 25 ft,96,78
341,4,10:52.0,Defensive rebound by J. O'Bryant,,96,78
342,4,10:45.0,Shooting foul by K. Kuzma (drawn by M. Carter-Williams),,96,78
343,4,10:45.0,M. Carter-Williams makes free throw 1 of 2,,97,78
344,4,10:45.0,M. Carter-Williams makes free throw 2 of 2,,98,78
345,4,10:32.0,,J. Clarkson misses 3-pt jump shot from 25 ft,98,78
346,4,10:29.0,Defensive rebound by F. Kaminsky,,98,78
347,4,10:14.0,Turnover by T. Graham (traveling),,98,78
348,4,10:08.0,,Turnover by C. Brewer (bad pass),98,78
349,4,9:54.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,98,78
350,4,9:50.0,,Defensive rebound by L. Ball,98,78
351,4,9:44.0,,J. Clarkson misses 2-pt hook shot from 2 ft,98,78
352,4,9:41.0,Defensive rebound by T. Graham,,98,78
353,4,9:23.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),,101,78
354,4,9:10.0,,Personal block foul by J. O'Bryant (drawn by J. Clarkson),101,78
355,4,9:03.0,,Turnover by J. Clarkson (bad pass; steal by M. Carter-Williams),101,78
356,4,8:59.0,J. Lamb makes 2-pt dunk at rim (assist by T. Graham),,103,78
357,4,8:59.0,,LA Lakers full timeout,103,78
358,4,8:59.0,,T. Ennis enters the game for J. Clarkson,103,78
359,4,8:59.0,,J. Randle enters the game for L. Nance,103,78
360,4,8:59.0,,B. Ingram enters the game for L. Ball,103,78
361,4,8:39.0,,C. Brewer misses 3-pt jump shot from 24 ft,103,78
362,4,8:34.0,Defensive rebound by M. Carter-Williams,,103,78
363,4,8:17.0,Turnover by J. Lamb (bad pass; steal by T. Ennis),,103,78
364,4,8:14.0,,T. Ennis makes 2-pt layup from 1 ft,103,80
365,4,7:53.0,M. Carter-Williams misses 2-pt jump shot from 16 ft,,103,80
366,4,7:50.0,,Defensive rebound by B. Ingram,103,80
367,4,7:44.0,,K. Kuzma misses 3-pt jump shot from 25 ft,103,80
368,4,7:41.0,Defensive rebound by J. O'Bryant,,103,80
369,4,7:30.0,J. O'Bryant misses 2-pt hook shot from 4 ft,,103,80
370,4,7:27.0,,Defensive rebound by J. Randle,103,80
371,4,7:18.0,,T. Ennis misses 3-pt jump shot from 25 ft,103,80
372,4,7:15.0,,Offensive rebound by Team,103,80
373,4,7:10.0,,J. Randle misses 2-pt jump shot from 8 ft,103,80
