,QUARTER,TIME_REMAINING,INDIANA_ACTION,DALLAS_ACTION,INDIANA_SCORE,DALLAS_SCORE
165,2,5:52.0,,S. Mejri misses 2-pt dunk from 2 ft,34,36
166,2,5:49.0,Defensive rebound by B. Bogdanović,,34,36
167,2,5:26.0,Turnover by V. Oladipo (bad pass; steal by H. Barnes),,34,36
168,2,5:22.0,,H. Barnes makes 2-pt layup at rim,34,38
169,2,5:16.0,Indiana full timeout,,34,38
170,2,5:16.0,,Y. Ferrell enters the game for J. Barea,34,38
171,2,5:11.0,Offensive foul by M. Turner (drawn by W. Matthews),,34,38
172,2,5:11.0,Turnover by M. Turner (offensive foul),,34,38
173,2,5:11.0,J. Young enters the game for C. Joseph,,34,38
174,2,4:46.0,,D. Smith misses 2-pt jump shot from 16 ft,34,38
175,2,4:40.0,Defensive rebound by T. Young,,34,38
176,2,4:38.0,Turnover by B. Bogdanović (lost ball; steal by W. Matthews),,34,38
177,2,4:29.0,,H. Barnes misses 3-pt jump shot from 24 ft,34,38
178,2,4:28.0,Defensive rebound by T. Young,,34,38
179,2,4:13.0,M. Turner makes 2-pt jump shot from 7 ft,,36,38
180,2,3:59.0,,Personal foul by V. Oladipo (drawn by S. Mejri),36,38
181,2,3:59.0,,S. Mejri misses free throw 1 of 2,36,38
182,2,3:59.0,,Offensive rebound by Team,36,38
183,2,3:59.0,C. Joseph enters the game for V. Oladipo,,36,38
184,2,3:59.0,,S. Mejri makes free throw 2 of 2,36,39
185,2,3:46.0,B. Bogdanović misses 2-pt layup from 3 ft (block by W. Matthews),,36,39
186,2,3:45.0,Offensive rebound by T. Young,,36,39
187,2,3:43.0,T. Young makes 2-pt layup at rim,,38,39
188,2,3:29.0,,H. Barnes makes 2-pt layup from 1 ft (assist by W. Matthews),38,41
189,2,3:11.0,C. Joseph makes 2-pt jump shot from 12 ft,,40,41
190,2,2:53.0,,W. Matthews misses 3-pt jump shot from 23 ft,40,41
191,2,2:50.0,Defensive rebound by C. Joseph,,40,41
192,2,2:33.0,T. Young misses 2-pt hook shot from 10 ft,,40,41
193,2,2:31.0,,Defensive rebound by S. Mejri,40,41
194,2,2:13.0,,D. Smith misses 3-pt jump shot from 25 ft,40,41
195,2,2:10.0,Defensive rebound by T. Young,,40,41
196,2,2:04.0,C. Joseph makes 2-pt layup at rim,,42,41
197,2,2:04.0,Shooting foul by Y. Ferrell (drawn by C. Joseph),,42,41
198,2,2:04.0,C. Joseph makes free throw 1 of 1,,43,41
199,2,1:50.0,,Def 3 sec tech foul by J. Young,43,41
200,2,1:50.0,,H. Barnes makes technical free throw,43,42
201,2,1:38.0,,S. Mejri makes 2-pt dunk from 1 ft (assist by H. Barnes),43,44
202,2,1:21.0,J. Young misses 2-pt layup from 1 ft,,43,44
203,2,1:19.0,,Defensive rebound by S. Mejri,43,44
204,2,1:07.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Smith),43,47
205,2,0:48.0,Turnover by J. Young (out of bounds lost ball),,43,47
206,2,0:31.0,,H. Barnes misses 2-pt jump shot from 20 ft,43,47
207,2,0:28.0,Defensive rebound by C. Joseph,,43,47
208,2,0:07.0,T. Young misses 2-pt hook shot from 5 ft,,43,47
209,2,0:07.0,,Defensive rebound by S. Mejri,43,47
210,2,0:01.0,,D. Smith makes 2-pt jump shot from 15 ft,43,49
211,2,0:00.0,C. Joseph misses 3-pt jump shot from 47 ft,,43,49
212,2,0:00.0,Offensive rebound by Team,,43,49
213,3,11:50.0,V. Oladipo misses 3-pt jump shot from 25 ft,,43,49
214,3,11:47.0,,Defensive rebound by D. Nowitzki,43,49
215,3,11:23.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Smith),43,52
216,3,11:03.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,43,52
217,3,11:01.0,,Defensive rebound by D. Powell,43,52
218,3,10:55.0,,W. Matthews misses 3-pt jump shot from 28 ft,43,52
219,3,10:52.0,,Offensive rebound by D. Powell,43,52
220,3,10:48.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,43,52
221,3,10:44.0,Defensive rebound by V. Oladipo,,43,52
222,3,10:34.0,M. Turner makes 3-pt jump shot from 25 ft (assist by T. Young),,46,52
223,3,10:18.0,,Turnover by D. Smith (bad pass; steal by M. Turner),46,52
224,3,10:14.0,V. Oladipo makes 2-pt dunk at rim (assist by J. Young),,48,52
225,3,10:04.0,,Turnover by H. Barnes (bad pass; steal by J. Young),48,52
226,3,10:03.0,J. Young makes 2-pt layup at rim,,50,52
227,3,10:03.0,,Dallas full timeout,50,52
228,3,9:45.0,,H. Barnes misses 3-pt jump shot from 25 ft,50,52
229,3,9:43.0,Defensive rebound by M. Turner,,50,52
230,3,9:43.0,Personal foul by W. Matthews (drawn by M. Turner),,50,52
231,3,9:33.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by V. Oladipo),,52,52
232,3,9:06.0,,D. Powell misses 2-pt jump shot from 21 ft,52,52
233,3,9:03.0,Defensive rebound by V. Oladipo,,52,52
234,3,8:56.0,Shooting foul by W. Matthews (drawn by M. Turner),,52,52
235,3,8:56.0,M. Turner misses free throw 1 of 2,,52,52
236,3,8:56.0,Offensive rebound by Team,,52,52
237,3,8:56.0,M. Turner misses free throw 2 of 2,,52,52
238,3,8:53.0,,Defensive rebound by D. Powell,52,52
239,3,8:41.0,,Personal foul by V. Oladipo (drawn by D. Powell),52,52
240,3,8:41.0,G. Robinson enters the game for V. Oladipo,,52,52
241,3,8:35.0,,W. Matthews misses 3-pt jump shot from 25 ft,52,52
242,3,8:31.0,Defensive rebound by B. Bogdanović,,52,52
243,3,8:13.0,T. Young makes 2-pt jump shot from 20 ft (assist by G. Robinson),,54,52
244,3,7:59.0,,H. Barnes makes 2-pt layup from 1 ft,54,54
245,3,7:59.0,,Shooting foul by M. Turner (drawn by H. Barnes),54,54
246,3,7:59.0,,S. Mejri enters the game for D. Powell,54,54
247,3,7:59.0,,Y. Ferrell enters the game for D. Nowitzki,54,54
248,3,7:59.0,,H. Barnes makes free throw 1 of 1,54,55
249,3,7:45.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by G. Robinson),,56,55
250,3,7:29.0,,W. Matthews misses 2-pt jump shot from 11 ft,56,55
251,3,7:25.0,Defensive rebound by T. Young,,56,55
252,3,7:21.0,Personal foul by Y. Ferrell (drawn by B. Bogdanović),,56,55
253,3,7:08.0,Turnover by B. Bogdanović (lost ball; steal by D. Smith),,56,55
254,3,6:52.0,,H. Barnes makes 2-pt jump shot from 5 ft,56,57
255,3,6:36.0,T. Young misses 2-pt jump shot from 17 ft,,56,57
256,3,6:33.0,,Defensive rebound by Y. Ferrell,56,57
257,3,6:15.0,,D. Smith misses 3-pt jump shot from 25 ft,56,57
258,3,6:13.0,Defensive rebound by T. Young,,56,57
259,3,6:08.0,G. Robinson misses 3-pt jump shot from 25 ft,,56,57
260,3,6:08.0,,Defensive rebound by W. Matthews,56,57
261,3,6:01.0,,H. Barnes misses 2-pt layup from 2 ft,56,57
262,3,6:01.0,,Offensive rebound by S. Mejri,56,57
263,3,6:00.0,,Turnover by S. Mejri (out of bounds lost ball),56,57
264,3,5:47.0,M. Turner makes 2-pt hook shot from 8 ft (assist by J. Young),,58,57
265,3,5:30.0,,H. Barnes misses 3-pt jump shot from 24 ft,58,57
266,3,5:27.0,Defensive rebound by B. Bogdanović,,58,57
267,3,5:13.0,Turnover by J. Young (bad pass; steal by Y. Ferrell),,58,57
268,3,5:05.0,,Turnover by D. Smith (traveling),58,57
269,3,5:05.0,,J. Barea enters the game for D. Smith,58,57
270,3,5:05.0,C. Joseph enters the game for J. Young,,58,57
271,3,4:47.0,G. Robinson makes 2-pt dunk from 1 ft (assist by M. Turner),,60,57
272,3,4:45.0,,Dallas full timeout,60,57
273,3,4:45.0,L. Stephenson enters the game for B. Bogdanović,,60,57
274,3,4:21.0,,Turnover by J. Barea (bad pass; steal by G. Robinson),60,57
275,3,4:13.0,T. Young misses 2-pt hook shot from 3 ft (block by S. Mejri),,60,57
276,3,4:09.0,,Defensive rebound by H. Barnes,60,57
277,3,3:55.0,,J. Barea misses 2-pt jump shot from 11 ft,60,57
278,3,3:53.0,Defensive rebound by L. Stephenson,,60,57
279,3,3:53.0,Personal foul by S. Mejri (drawn by L. Stephenson),,60,57
280,3,3:40.0,M. Turner misses 2-pt layup from 3 ft,,60,57
281,3,3:37.0,,Defensive rebound by S. Mejri,60,57
282,3,3:18.0,,W. Matthews makes 2-pt jump shot from 15 ft,60,59
283,3,2:54.0,L. Stephenson misses 3-pt jump shot from 25 ft,,60,59
284,3,2:52.0,,Defensive rebound by S. Mejri,60,59
285,3,2:40.0,,W. Matthews misses 3-pt jump shot from 24 ft,60,59
286,3,2:36.0,Defensive rebound by L. Stephenson,,60,59
287,3,2:25.0,G. Robinson makes 2-pt jump shot from 14 ft,,62,59
288,3,2:09.0,,H. Barnes misses 3-pt jump shot from 25 ft,62,59
289,3,2:05.0,Defensive rebound by C. Joseph,,62,59
290,3,2:03.0,Shooting foul by H. Barnes (drawn by G. Robinson),,62,59
291,3,2:03.0,G. Robinson makes free throw 1 of 2,,63,59
292,3,2:03.0,,D. Powell enters the game for W. Matthews,63,59
293,3,2:03.0,,D. McDermott enters the game for H. Barnes,63,59
294,3,2:03.0,,D. Nowitzki enters the game for S. Mejri,63,59
295,3,2:03.0,D. Sabonis enters the game for T. Young,,63,59
296,3,2:03.0,G. Robinson misses free throw 2 of 2,,63,59
297,3,2:00.0,,Defensive rebound by D. Nowitzki,63,59
298,3,1:43.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),63,61
299,3,1:25.0,M. Turner misses 2-pt jump shot from 5 ft,,63,61
300,3,1:23.0,,Defensive rebound by Y. Ferrell,63,61
301,3,1:18.0,,D. Powell makes 2-pt dunk at rim (assist by D. Nowitzki),63,63
302,3,1:18.0,Indiana full timeout,,63,63
303,3,1:18.0,B. Bogdanović enters the game for M. Turner,,63,63
304,3,1:07.0,Turnover by D. Sabonis (lost ball; steal by D. Nowitzki),,63,63
305,3,1:06.0,,Turnover by J. Barea (lost ball; steal by D. Sabonis),63,63
306,3,1:06.0,Turnover by D. Sabonis (turnover),,63,63
307,3,0:53.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),63,65
308,3,0:39.0,L. Stephenson makes 2-pt jump shot from 4 ft (assist by C. Joseph),,65,65
309,3,0:22.0,,J. Barea misses 3-pt jump shot from 24 ft,65,65
310,3,0:19.0,Defensive rebound by G. Robinson,,65,65
311,3,0:06.0,L. Stephenson misses 3-pt jump shot from 26 ft,,65,65
312,3,0:03.0,,Defensive rebound by D. Powell,65,65
313,3,0:00.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by J. Barea),65,68
314,4,11:52.0,,Personal foul by L. Stephenson (drawn by D. Powell),65,68
315,4,11:37.0,,D. McDermott misses 2-pt layup from 3 ft,65,68
316,4,11:36.0,,Offensive rebound by D. McDermott,65,68
317,4,11:35.0,,D. McDermott misses 2-pt layup from 2 ft,65,68
318,4,11:34.0,Defensive rebound by D. Sabonis,,65,68
319,4,11:27.0,Personal foul by D. McDermott (drawn by D. Sabonis),,65,68
320,4,11:19.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,68,68
321,4,10:54.0,,D. McDermott makes 3-pt jump shot from 22 ft (assist by Y. Ferrell),68,71
322,4,10:40.0,C. Joseph makes 2-pt jump shot from 18 ft,,70,71
323,4,10:31.0,,Personal foul by C. Joseph (drawn by D. Powell),70,71
324,4,10:26.0,,Turnover by D. McDermott (traveling),70,71
325,4,10:12.0,D. Sabonis misses 2-pt layup from 3 ft (block by D. McDermott),,70,71
326,4,10:09.0,,Defensive rebound by D. Nowitzki,70,71
327,4,10:06.0,,D. Powell makes 2-pt dunk at rim (assist by J. Barea),70,73
328,4,9:47.0,C. Joseph makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,73,73
329,4,9:33.0,,J. Barea makes 2-pt jump shot from 10 ft,73,75
330,4,9:24.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by L. Stephenson),,75,75
331,4,9:06.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,75,77
332,4,8:51.0,Personal foul by J. Barea (drawn by C. Joseph),,75,77
333,4,8:44.0,D. Sabonis misses 2-pt jump shot from 21 ft,,75,77
334,4,8:41.0,,Defensive rebound by D. Powell,75,77
335,4,8:30.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by D. McDermott),75,80
336,4,8:29.0,Indiana full timeout,,75,80
337,4,8:29.0,V. Oladipo enters the game for G. Robinson,,75,80
338,4,8:29.0,M. Turner enters the game for B. Bogdanović,,75,80
339,4,8:22.0,Shooting foul by D. McDermott (drawn by D. Sabonis),,75,80
340,4,8:22.0,D. Sabonis makes free throw 1 of 2,,76,80
341,4,8:22.0,D. Sabonis misses free throw 2 of 2,,76,80
342,4,8:20.0,,Defensive rebound by D. Nowitzki,76,80
343,4,8:04.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by J. Barea),76,83
344,4,7:45.0,V. Oladipo makes 2-pt jump shot from 19 ft (assist by D. Sabonis),,78,83
345,4,7:32.0,,Shooting foul by C. Joseph (drawn by J. Barea),78,83
346,4,7:32.0,,J. Barea makes free throw 1 of 2,78,84
347,4,7:32.0,,J. Barea makes free throw 2 of 2,78,85
348,4,7:19.0,V. Oladipo misses 2-pt jump shot from 16 ft,,78,85
349,4,7:17.0,,Defensive rebound by D. Powell,78,85
350,4,7:06.0,,D. McDermott makes 3-pt jump shot from 22 ft (assist by J. Barea),78,88
351,4,6:53.0,Shooting foul by D. Nowitzki (drawn by D. Sabonis),,78,88
352,4,6:53.0,D. Sabonis makes free throw 1 of 2,,79,88
353,4,6:53.0,B. Bogdanović enters the game for L. Stephenson,,79,88
354,4,6:53.0,D. Sabonis makes free throw 2 of 2,,80,88
355,4,6:38.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,80,88
356,4,6:35.0,Defensive rebound by V. Oladipo,,80,88
357,4,6:25.0,B. Bogdanović misses 2-pt jump shot from 5 ft,,80,88
358,4,6:23.0,,Defensive rebound by D. Nowitzki,80,88
359,4,6:06.0,,J. Barea makes 3-pt jump shot from 24 ft,80,91
360,4,6:04.0,Indiana full timeout,,80,91
361,4,6:04.0,,D. Smith enters the game for Y. Ferrell,80,91
362,4,6:04.0,,W. Matthews enters the game for D. McDermott,80,91
363,4,6:04.0,,H. Barnes enters the game for D. Nowitzki,80,91
364,4,6:04.0,T. Young enters the game for D. Sabonis,,80,91
365,4,5:51.0,Turnover by V. Oladipo (bad pass; steal by D. Smith),,80,91
366,4,5:46.0,,D. Powell makes 2-pt layup at rim (assist by D. Smith),80,93
367,4,5:34.0,V. Oladipo misses 2-pt jump shot from 17 ft,,80,93
368,4,5:31.0,Offensive rebound by T. Young,,80,93
369,4,5:18.0,Shooting foul by D. Powell (drawn by V. Oladipo),,80,93
370,4,5:18.0,V. Oladipo makes free throw 1 of 2,,81,93
371,4,5:18.0,V. Oladipo makes free throw 2 of 2,,82,93
372,4,5:01.0,,H. Barnes makes 2-pt jump shot from 8 ft,82,95
373,4,4:46.0,Shooting foul by D. Powell (drawn by T. Young),,82,95
374,4,4:46.0,T. Young makes free throw 1 of 2,,83,95
375,4,4:46.0,T. Young misses free throw 2 of 2,,83,95
376,4,4:42.0,Offensive rebound by B. Bogdanović,,83,95
377,4,4:30.0,T. Young misses 2-pt layup from 5 ft,,83,95
378,4,4:28.0,Offensive rebound by T. Young,,83,95
379,4,4:26.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by T. Young),,86,95
380,4,4:09.0,,D. Powell misses 2-pt layup from 1 ft (block by V. Oladipo),86,95
381,4,4:06.0,,Offensive rebound by D. Powell,86,95
382,4,4:04.0,,D. Powell makes 2-pt layup from 1 ft,86,97
