,QUARTER,TIME_REMAINING,INDIANA_ACTION,LA LAKERS_ACTION,INDIANA_SCORE,LA LAKERS_SCORE
382,4,5:46.0,V. Oladipo makes 2-pt dunk from 1 ft,,80,82
383,4,5:39.0,,Personal foul by T. Young (drawn by K. Kuzma),80,82
384,4,5:39.0,,LA Lakers full timeout,80,82
385,4,5:39.0,,K. Kuzma misses free throw 1 of 2,80,82
386,4,5:39.0,,Offensive rebound by Team,80,82
387,4,5:39.0,,K. Kuzma misses free throw 2 of 2,80,82
388,4,5:36.0,Defensive rebound by D. Sabonis,,80,82
389,4,5:26.0,V. Oladipo misses 2-pt jump shot from 16 ft,,80,82
390,4,5:22.0,,Defensive rebound by J. Clarkson,80,82
391,4,5:21.0,,Turnover by J. Clarkson (bad pass),80,82
392,4,4:59.0,D. Sabonis misses 2-pt hook shot from 6 ft,,80,82
393,4,4:57.0,,Defensive rebound by J. Clarkson,80,82
394,4,4:42.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by K. Kuzma),80,85
395,4,4:31.0,V. Oladipo makes 2-pt dunk from 2 ft,,82,85
396,4,4:10.0,,J. Hart misses 2-pt layup from 3 ft (block by D. Sabonis),82,85
397,4,4:06.0,,Offensive rebound by L. Nance,82,85
398,4,4:06.0,,J. Clarkson makes 3-pt jump shot from 23 ft,82,88
399,4,4:06.0,,Shooting foul by B. Bogdanović (drawn by J. Clarkson),82,88
400,4,4:06.0,,J. Clarkson makes free throw 1 of 1,82,89
401,4,4:06.0,Indiana full timeout,,82,89
402,4,3:49.0,V. Oladipo misses 3-pt jump shot from 26 ft,,82,89
403,4,3:45.0,Offensive rebound by B. Bogdanović,,82,89
404,4,3:31.0,Turnover by B. Bogdanović (bad pass),,82,89
405,4,3:17.0,,Turnover by J. Clarkson (bad pass),82,89
406,4,3:17.0,Indiana full timeout,,82,89
407,4,3:02.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,82,89
408,4,3:00.0,,Defensive rebound by K. Kuzma,82,89
409,4,2:42.0,,K. Kuzma makes 3-pt jump shot from 27 ft,82,92
410,4,2:25.0,V. Oladipo misses 2-pt layup from 3 ft (block by L. Nance),,82,92
411,4,2:25.0,Offensive rebound by Team,,82,92
412,4,2:13.0,V. Oladipo misses 3-pt jump shot from 27 ft,,82,92
413,4,2:10.0,,Defensive rebound by L. Nance,82,92
414,4,1:53.0,,J. Clarkson makes 3-pt jump shot from 27 ft,82,95
415,4,1:33.0,Turnover by V. Oladipo (lost ball; steal by L. Nance),,82,95
416,4,1:31.0,,J. Clarkson makes 2-pt layup at rim (assist by L. Nance),82,97
417,4,1:31.0,Indiana full timeout,,82,97
418,4,1:21.0,C. Joseph misses 3-pt jump shot from 24 ft,,82,97
419,4,1:17.0,Offensive rebound by T. Young,,82,97
420,4,1:15.0,C. Joseph makes 2-pt layup from 2 ft,,84,97
421,4,0:55.0,,K. Kuzma misses 3-pt jump shot from 27 ft,84,97
422,4,0:52.0,Defensive rebound by D. Sabonis,,84,97
423,4,0:32.0,Shooting foul by L. Nance (drawn by V. Oladipo),,84,97
424,4,0:32.0,V. Oladipo makes free throw 1 of 2,,85,97
425,4,0:32.0,V. Oladipo makes free throw 2 of 2,,86,97
426,4,0:27.0,,L. Nance makes 2-pt dunk from 1 ft (assist by K. Kuzma),86,99
427,4,0:23.0,C. Joseph misses 3-pt jump shot from 26 ft,,86,99
428,4,0:23.0,,Defensive rebound by L. Nance,86,99
