,QUARTER,TIME_REMAINING,CHICAGO_ACTION,GOLDEN STATE_ACTION,CHICAGO_SCORE,GOLDEN STATE_SCORE
382,4,6:25.0,Offensive rebound by B. Portis,,79,122
383,4,6:25.0,B. Portis misses 2-pt jump shot from 4 ft (block by J. Bell),,79,122
384,4,6:21.0,,Defensive rebound by P. McCaw,79,122
385,4,6:18.0,,K. Looney makes 2-pt jump shot from 4 ft (assist by J. Bell),79,124
386,4,5:58.0,J. Grant makes 3-pt jump shot from 26 ft (assist by A. Blakeney),,82,124
387,4,5:52.0,K. Felder enters the game for A. Blakeney,,82,124
388,4,5:44.0,,P. McCaw makes 3-pt jump shot from 25 ft (assist by Q. Cook),82,127
389,4,5:30.0,K. Felder makes 3-pt jump shot from 27 ft (assist by J. Grant),,85,127
390,4,5:14.0,,P. McCaw misses 2-pt layup from 2 ft,85,127
391,4,5:11.0,Defensive rebound by B. Portis,,85,127
392,4,5:08.0,J. Grant makes 3-pt jump shot from 26 ft (assist by P. Zipser),,88,127
393,4,4:50.0,,Q. Cook makes 2-pt layup from 2 ft (assist by K. Looney),88,129
394,4,4:34.0,C. Felício makes 2-pt dunk from 2 ft (assist by K. Felder),,90,129
395,4,4:10.0,,N. Young makes 3-pt jump shot from 28 ft,90,132
396,4,3:57.0,B. Portis misses 2-pt layup from 4 ft (block by K. Looney),,90,132
397,4,3:57.0,,Defensive rebound by Team,90,132
398,4,3:37.0,,Q. Cook misses 3-pt jump shot from 25 ft,90,132
399,4,3:32.0,Defensive rebound by J. Grant,,90,132
400,4,3:16.0,Shooting foul by K. Looney (drawn by B. Portis),,90,132
401,4,3:16.0,B. Portis makes free throw 1 of 2,,91,132
402,4,3:16.0,,J. McGee enters the game for K. Looney,91,132
403,4,3:16.0,Q. Pondexter enters the game for C. Felício,,91,132
404,4,3:16.0,B. Portis misses free throw 2 of 2,,91,132
405,4,3:13.0,,Defensive rebound by J. Bell,91,132
406,4,3:01.0,,P. McCaw makes 3-pt jump shot from 25 ft (assist by J. Bell),91,135
407,4,2:54.0,K. Felder misses 2-pt layup from 1 ft,,91,135
408,4,2:49.0,,Defensive rebound by Q. Cook,91,135
409,4,2:45.0,,N. Young makes 3-pt jump shot from 26 ft (assist by Q. Cook),91,138
410,4,2:33.0,P. Zipser misses 2-pt jump shot from 17 ft,,91,138
411,4,2:30.0,,Defensive rebound by N. Young,91,138
412,4,2:25.0,,N. Young misses 3-pt jump shot from 25 ft,91,138
413,4,2:22.0,Defensive rebound by Team,,91,138
414,4,2:22.0,C. Felício enters the game for B. Portis,,91,138
415,4,2:10.0,K. Felder misses 3-pt jump shot from 26 ft,,91,138
416,4,2:07.0,,Defensive rebound by J. Bell,91,138
417,4,2:01.0,,J. McGee misses 3-pt jump shot from 24 ft (block by K. Felder),91,138
418,4,1:55.0,Defensive rebound by K. Felder,,91,138
419,4,1:42.0,J. Grant makes 2-pt layup from 2 ft,,93,138
420,4,1:42.0,,Violation by J. McGee (def goaltending),93,138
421,4,1:42.0,Shooting foul by J. McGee (drawn by J. Grant),,93,138
422,4,1:42.0,J. Grant makes free throw 1 of 1,,94,138
423,4,1:24.0,,J. McGee makes 2-pt jump shot from 8 ft (assist by Q. Cook),94,140
424,4,1:13.0,Turnover by Q. Pondexter (bad pass; steal by J. Bell),,94,140
425,4,1:12.0,,J. Bell makes 2-pt hook shot from 5 ft,94,142
426,4,1:12.0,,Shooting foul by P. Zipser (drawn by J. Bell),94,142
427,4,1:12.0,,J. Bell makes free throw 1 of 1,94,143
428,4,0:58.0,K. Felder misses 2-pt jump shot from 18 ft,,94,143
429,4,0:54.0,,Defensive rebound by Team,94,143
430,4,0:41.0,,J. McGee misses 2-pt layup from 2 ft,94,143
431,4,0:40.0,,Offensive rebound by Team,94,143
432,4,0:34.0,,Turnover by N. Young (bad pass; steal by P. Zipser),94,143
433,4,0:29.0,Q. Pondexter misses 2-pt layup from 1 ft (block by J. Bell),,94,143
434,4,0:23.0,,Defensive rebound by J. Bell,94,143
435,4,0:12.0,Offensive charge foul by Q. Cook (drawn by K. Felder),,94,143
436,4,0:12.0,,Turnover by Q. Cook (offensive foul),94,143
437,4,0:07.0,P. Zipser misses 3-pt jump shot from 26 ft,,94,143
438,4,0:05.0,,Defensive rebound by J. McGee,94,143
