,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MIAMI_ACTION,PHILADELPHIA_SCORE,MIAMI_SCORE
78,1,4:10.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),,24,18
79,1,3:57.0,,Personal foul by A. Johnson (drawn by K. Olynyk),24,18
80,1,3:57.0,,D. Wade enters the game for G. Dragić,24,18
81,1,3:57.0,,B. Adebayo enters the game for J. Johnson,24,18
82,1,3:39.0,,J. Winslow misses 3-pt jump shot from 22 ft,24,18
83,1,3:38.0,Defensive rebound by M. Belinelli,,24,18
84,1,3:19.0,M. Belinelli makes 3-pt jump shot from 28 ft,,27,18
85,1,2:52.0,,J. Winslow makes 3-pt jump shot from 22 ft (assist by D. Wade),27,21
86,1,2:40.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by J. Redick),,30,21
87,1,2:25.0,,Turnover by J. Winslow (bad pass; steal by B. Simmons),30,21
88,1,2:16.0,A. Johnson makes 2-pt hook shot from 1 ft (assist by J. Redick),,32,21
89,1,2:08.0,,Miami full timeout,32,21
90,1,2:08.0,M. Fultz enters the game for A. Johnson,,32,21
91,1,2:08.0,J. Embiid enters the game for B. Simmons,,32,21
92,1,1:58.0,,Shooting foul by J. Embiid (drawn by D. Wade),32,21
93,1,1:58.0,,D. Wade makes free throw 1 of 2,32,22
94,1,1:58.0,,D. Wade makes free throw 2 of 2,32,23
95,1,1:41.0,J. Redick misses 3-pt jump shot from 24 ft,,32,23
96,1,1:40.0,,Defensive rebound by J. Winslow,32,23
97,1,1:37.0,,Shooting foul by M. Fultz (drawn by J. Winslow),32,23
98,1,1:37.0,,J. Winslow makes free throw 1 of 2,32,24
99,1,1:37.0,,J. Winslow makes free throw 2 of 2,32,25
100,1,1:37.0,Turnover by J. Embiid (step out of bounds),,32,25
101,1,1:34.0,,K. Olynyk misses 3-pt jump shot from 24 ft,32,25
102,1,1:32.0,Defensive rebound by M. Fultz,,32,25
103,1,1:25.0,J. Embiid misses 3-pt jump shot from 25 ft,,32,25
104,1,1:24.0,,Defensive rebound by J. Winslow,32,25
105,1,1:20.0,,Shooting foul by J. Redick (drawn by J. Winslow),32,25
106,1,1:20.0,,J. Winslow makes free throw 1 of 2,32,26
107,1,1:20.0,,J. Winslow makes free throw 2 of 2,32,27
108,1,1:03.0,E. İlyasova makes 2-pt layup from 2 ft (assist by M. Fultz),,34,27
109,1,0:53.0,,J. Winslow makes 3-pt jump shot from 25 ft (assist by K. Olynyk),34,30
110,1,0:42.0,Personal foul by B. Adebayo (drawn by J. Embiid),,34,30
111,1,0:42.0,J. Embiid misses free throw 1 of 2,,34,30
112,1,0:42.0,Offensive rebound by Team,,34,30
113,1,0:42.0,R. Covington enters the game for J. Redick,,34,30
114,1,0:42.0,J. Embiid makes free throw 2 of 2,,35,30
115,1,0:27.0,,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Wade),35,33
116,1,0:07.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by J. Embiid),,37,33
117,1,0:00.0,,D. Wade misses 2-pt jump shot from 22 ft,37,33
118,1,0:00.0,,Offensive rebound by Team,37,33
119,2,11:32.0,,J. Winslow misses 2-pt jump shot from 19 ft,37,33
120,2,11:31.0,Defensive rebound by E. İlyasova,,37,33
121,2,11:20.0,J. Embiid misses 2-pt layup from 2 ft (block by D. Wade),,37,33
122,2,11:19.0,Offensive rebound by Team,,37,33
123,2,11:16.0,J. Redick misses 2-pt jump shot from 19 ft,,37,33
124,2,11:13.0,,Defensive rebound by J. Winslow,37,33
125,2,11:04.0,,D. Wade misses 2-pt jump shot from 16 ft,37,33
126,2,11:03.0,Defensive rebound by J. Anderson,,37,33
127,2,10:56.0,Personal foul by B. Adebayo (drawn by J. Embiid),,37,33
128,2,10:56.0,,H. Whiteside enters the game for B. Adebayo,37,33
129,2,10:51.0,,Violation by J. Winslow (kicked ball),37,33
130,2,10:42.0,J. Anderson misses 3-pt jump shot from 25 ft,,37,33
131,2,10:41.0,,Defensive rebound by W. Ellington,37,33
132,2,10:27.0,,K. Olynyk misses 2-pt layup from 1 ft (block by E. İlyasova),37,33
133,2,10:26.0,Defensive rebound by E. İlyasova,,37,33
134,2,10:05.0,E. İlyasova misses 2-pt jump shot from 19 ft,,37,33
135,2,10:04.0,Offensive rebound by J. Embiid,,37,33
136,2,9:55.0,J. Embiid misses 2-pt jump shot from 9 ft,,37,33
137,2,9:54.0,,Defensive rebound by J. Winslow,37,33
138,2,9:47.0,,Shooting foul by M. Fultz (drawn by J. Winslow),37,33
139,2,9:47.0,,J. Winslow makes free throw 1 of 2,37,34
140,2,9:47.0,B. Simmons enters the game for M. Fultz,,37,34
141,2,9:47.0,,J. Winslow makes free throw 2 of 2,37,35
142,2,9:36.0,J. Anderson makes 3-pt jump shot from 22 ft (assist by B. Simmons),,40,35
143,2,9:18.0,,Shooting foul by E. İlyasova (drawn by H. Whiteside),40,35
144,2,9:18.0,,H. Whiteside misses free throw 1 of 2,40,35
145,2,9:18.0,,Offensive rebound by Team,40,35
146,2,9:18.0,,H. Whiteside makes free throw 2 of 2,40,36
147,2,9:00.0,Turnover by B. Simmons (bad pass; steal by D. Wade),,40,36
148,2,8:57.0,,Shooting foul by J. Anderson (drawn by H. Whiteside),40,36
149,2,8:57.0,,H. Whiteside makes free throw 1 of 2,40,37
150,2,8:57.0,,H. Whiteside makes free throw 2 of 2,40,38
151,2,8:45.0,B. Simmons makes 2-pt layup from 2 ft,,42,38
152,2,8:28.0,,W. Ellington misses 3-pt jump shot from 25 ft,42,38
153,2,8:27.0,Defensive rebound by B. Simmons,,42,38
154,2,8:15.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,42,38
155,2,8:15.0,J. Embiid misses free throw 1 of 2,,42,38
156,2,8:15.0,Offensive rebound by Team,,42,38
157,2,8:15.0,,B. Adebayo enters the game for H. Whiteside,42,38
158,2,8:15.0,J. Embiid makes free throw 2 of 2,,43,38
159,2,7:58.0,,D. Wade misses 2-pt jump shot from 14 ft,43,38
160,2,7:57.0,,Offensive rebound by B. Adebayo,43,38
161,2,7:51.0,,B. Adebayo makes 2-pt dunk from 1 ft,43,40
162,2,7:51.0,Philadelphia full timeout,,43,40
163,2,7:51.0,,J. Johnson enters the game for W. Ellington,43,40
164,2,7:51.0,,G. Dragić enters the game for B. Adebayo,43,40
165,2,7:51.0,A. Johnson enters the game for J. Anderson,,43,40
166,2,7:51.0,D. Šarić enters the game for J. Embiid,,43,40
167,2,7:51.0,R. Covington enters the game for E. İlyasova,,43,40
168,2,7:33.0,J. Redick misses 3-pt jump shot from 25 ft,,43,40
169,2,7:32.0,,Defensive rebound by D. Wade,43,40
170,2,7:30.0,,Turnover by D. Wade (bad pass; steal by R. Covington),43,40
171,2,7:25.0,Turnover by B. Simmons (bad pass; steal by J. Winslow),,43,40
172,2,7:22.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Winslow),43,42
173,2,7:22.0,,Shooting foul by R. Covington (drawn by G. Dragić),43,42
174,2,7:22.0,,G. Dragić makes free throw 1 of 1,43,43
175,2,7:22.0,M. Belinelli enters the game for J. Redick,,43,43
176,2,7:10.0,M. Belinelli misses 3-pt jump shot from 25 ft,,43,43
177,2,7:05.0,,Defensive rebound by J. Johnson,43,43
178,2,7:01.0,,J. Winslow makes 3-pt jump shot from 24 ft (assist by G. Dragić),43,46
179,2,6:55.0,Personal foul by J. Winslow (drawn by B. Simmons),,43,46
180,2,6:45.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by D. Šarić),,46,46
181,2,6:23.0,,Turnover by D. Wade (bad pass),46,46
182,2,6:23.0,,J. Richardson enters the game for D. Wade,46,46
183,2,6:12.0,Personal foul by G. Dragić (drawn by R. Covington),,46,46
184,2,5:58.0,B. Simmons makes 2-pt jump shot from 17 ft,,48,46
185,2,5:42.0,,Shooting foul by B. Simmons (drawn by J. Johnson),48,46
186,2,5:42.0,,J. Johnson misses free throw 1 of 2,48,46
187,2,5:42.0,,Offensive rebound by Team,48,46
188,2,5:42.0,,J. Johnson makes free throw 2 of 2,48,47
189,2,5:34.0,Shooting foul by J. Johnson (drawn by B. Simmons),,48,47
190,2,5:34.0,B. Simmons makes free throw 1 of 2,,49,47
191,2,5:34.0,B. Simmons makes free throw 2 of 2,,50,47
192,2,5:20.0,,G. Dragić makes 2-pt jump shot from 14 ft,50,49
193,2,5:08.0,,Violation by J. Johnson (kicked ball),50,49
194,2,4:56.0,M. Belinelli misses 2-pt jump shot from 21 ft,,50,49
195,2,4:55.0,,Defensive rebound by J. Winslow,50,49
196,2,4:54.0,,Personal foul by D. Šarić (drawn by J. Winslow),50,49
197,2,4:54.0,,J. Winslow misses free throw 1 of 2,50,49
198,2,4:54.0,,Offensive rebound by Team,50,49
199,2,4:54.0,,J. Winslow makes free throw 2 of 2,50,50
200,2,4:35.0,B. Simmons misses 2-pt jump shot from 8 ft,,50,50
201,2,4:34.0,,Defensive rebound by J. Winslow,50,50
202,2,4:30.0,,Shooting foul by R. Covington (drawn by G. Dragić),50,50
203,2,4:30.0,,G. Dragić makes free throw 1 of 2,50,51
204,2,4:30.0,J. Redick enters the game for R. Covington,,50,51
205,2,4:30.0,,G. Dragić makes free throw 2 of 2,50,52
206,2,4:22.0,Personal foul by J. Winslow (drawn by D. Šarić),,50,52
207,2,4:22.0,D. Šarić makes free throw 1 of 2,,51,52
208,2,4:22.0,D. Šarić makes free throw 2 of 2,,52,52
209,2,4:06.0,,J. Winslow makes 3-pt jump shot from 23 ft (assist by G. Dragić),52,55
210,2,3:57.0,D. Šarić makes 2-pt jump shot from 12 ft,,54,55
211,2,3:39.0,,J. Richardson misses 3-pt jump shot from 25 ft,54,55
212,2,3:37.0,Defensive rebound by D. Šarić,,54,55
213,2,3:30.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by B. Simmons),,57,55
214,2,3:23.0,,Miami full timeout,57,55
215,2,3:23.0,,B. Adebayo enters the game for J. Johnson,57,55
216,2,3:23.0,J. Embiid enters the game for A. Johnson,,57,55
217,2,3:05.0,,K. Olynyk makes 3-pt jump shot from 25 ft (assist by J. Winslow),57,58
218,2,2:53.0,Personal foul by G. Dragić (drawn by B. Simmons),,57,58
219,2,2:53.0,B. Simmons makes free throw 1 of 2,,58,58
220,2,2:53.0,,D. Wade enters the game for G. Dragić,58,58
221,2,2:53.0,B. Simmons misses free throw 2 of 2,,58,58
222,2,2:50.0,,Defensive rebound by B. Adebayo,58,58
223,2,2:36.0,,Shooting foul by D. Šarić (drawn by B. Adebayo),58,58
224,2,2:36.0,,B. Adebayo misses free throw 1 of 2,58,58
225,2,2:36.0,,Offensive rebound by Team,58,58
226,2,2:36.0,,W. Ellington enters the game for J. Winslow,58,58
227,2,2:36.0,E. İlyasova enters the game for D. Šarić,,58,58
228,2,2:36.0,,B. Adebayo misses free throw 2 of 2,58,58
229,2,2:33.0,Defensive rebound by J. Embiid,,58,58
230,2,2:23.0,M. Belinelli misses 3-pt jump shot from 26 ft,,58,58
231,2,2:22.0,,Defensive rebound by D. Wade,58,58
232,2,1:58.0,,B. Adebayo misses 2-pt layup from 1 ft,58,58
233,2,1:57.0,Defensive rebound by E. İlyasova,,58,58
234,2,1:52.0,J. Embiid misses 2-pt dunk from 1 ft,,58,58
235,2,1:50.0,,Defensive rebound by B. Adebayo,58,58
236,2,1:41.0,,J. Richardson makes 3-pt jump shot from 24 ft (assist by K. Olynyk),58,61
237,2,1:29.0,J. Embiid makes 3-pt jump shot from 26 ft (assist by B. Simmons),,61,61
238,2,0:59.0,,D. Wade misses 2-pt jump shot from 14 ft,61,61
239,2,0:58.0,,Offensive rebound by Team,61,61
240,2,0:57.0,Loose ball foul by E. İlyasova (drawn by K. Olynyk),,61,61
241,2,0:57.0,,K. Olynyk makes free throw 1 of 2,61,62
242,2,0:57.0,,K. Olynyk misses free throw 2 of 2,61,62
243,2,0:56.0,Defensive rebound by J. Embiid,,61,62
244,2,0:38.0,J. Embiid makes 2-pt layup from 2 ft,,63,62
245,2,0:38.0,Shooting foul by K. Olynyk (drawn by J. Embiid),,63,62
246,2,0:38.0,J. Embiid misses free throw 1 of 1,,63,62
247,2,0:38.0,,Defensive rebound by B. Adebayo,63,62
248,2,0:23.0,,Turnover by D. Wade (bad pass; steal by J. Embiid),63,62
249,2,0:16.0,Turnover by J. Embiid (bad pass; steal by J. Richardson),,63,62
250,2,0:02.0,,B. Adebayo makes 2-pt jump shot from 9 ft (assist by D. Wade),63,64
251,2,0:00.0,B. Simmons misses 3-pt jump shot from 34 ft,,63,64
252,2,0:00.0,Offensive rebound by Team,,63,64
253,3,11:46.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by J. Johnson),63,67
254,3,11:30.0,J. Redick makes 2-pt jump shot from 4 ft (assist by D. Šarić),,65,67
255,3,11:30.0,Shooting foul by T. Johnson (drawn by J. Redick),,65,67
256,3,11:30.0,J. Redick makes free throw 1 of 1,,66,67
257,3,11:05.0,,G. Dragić misses 3-pt jump shot from 26 ft,66,67
258,3,11:04.0,Defensive rebound by D. Šarić,,66,67
259,3,10:59.0,Turnover by J. Embiid (lost ball; steal by J. Johnson),,66,67
260,3,10:56.0,,G. Dragić makes 2-pt jump shot from 12 ft,66,69
261,3,10:56.0,Philadelphia full timeout,,66,69
262,3,10:55.0,Turnover by B. Simmons (bad pass; steal by G. Dragić),,66,69
263,3,10:41.0,,T. Johnson makes 2-pt jump shot from 20 ft (assist by G. Dragić),66,71
264,3,10:29.0,Personal foul by T. Johnson (drawn by J. Redick),,66,71
265,3,10:17.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Redick),,69,71
266,3,9:58.0,,G. Dragić makes 2-pt jump shot from 17 ft,69,73
267,3,9:50.0,Personal foul by J. Johnson (drawn by D. Šarić),,69,73
268,3,9:36.0,,Offensive charge foul by R. Covington (drawn by G. Dragić),69,73
269,3,9:36.0,Turnover by R. Covington (offensive foul),,69,73
270,3,9:36.0,M. Belinelli enters the game for R. Covington,,69,73
271,3,9:14.0,,J. Johnson misses 3-pt jump shot from 24 ft,69,73
272,3,9:13.0,Defensive rebound by J. Embiid,,69,73
273,3,9:06.0,D. Šarić misses 3-pt jump shot from 26 ft (block by J. Johnson),,69,73
274,3,9:03.0,Offensive rebound by D. Šarić,,69,73
275,3,9:01.0,B. Simmons makes 2-pt dunk at rim (assist by D. Šarić),,71,73
276,3,8:33.0,,Turnover by T. Johnson (bad pass; steal by B. Simmons),71,73
277,3,8:27.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,71,73
278,3,8:27.0,J. Embiid misses free throw 1 of 2,,71,73
279,3,8:27.0,Offensive rebound by Team,,71,73
280,3,8:27.0,,B. Adebayo enters the game for H. Whiteside,71,73
281,3,8:27.0,J. Embiid makes free throw 2 of 2,,72,73
282,3,8:15.0,,Personal foul by M. Belinelli,72,73
283,3,8:05.0,,J. Richardson makes 3-pt jump shot from 27 ft (assist by G. Dragić),72,76
284,3,7:49.0,Personal foul by J. Richardson (drawn by J. Embiid),,72,76
285,3,7:49.0,J. Embiid misses free throw 1 of 2,,72,76
286,3,7:49.0,Offensive rebound by Team,,72,76
287,3,7:49.0,J. Embiid makes free throw 2 of 2,,73,76
288,3,7:27.0,,G. Dragić makes 2-pt jump shot from 16 ft,73,78
289,3,7:12.0,M. Belinelli makes 2-pt jump shot from 16 ft (assist by J. Embiid),,75,78
290,3,6:48.0,,J. Richardson misses 3-pt jump shot from 22 ft,75,78
291,3,6:46.0,Defensive rebound by B. Simmons,,75,78
292,3,6:29.0,J. Embiid makes 3-pt jump shot from 25 ft,,78,78
293,3,6:05.0,,Turnover by J. Johnson (traveling),78,78
294,3,6:05.0,A. Johnson enters the game for J. Embiid,,78,78
295,3,5:54.0,M. Belinelli misses 3-pt jump shot from 25 ft,,78,78
296,3,5:53.0,,Defensive rebound by Team,78,78
297,3,5:53.0,,K. Olynyk enters the game for B. Adebayo,78,78
298,3,5:33.0,,J. Richardson makes 2-pt jump shot from 14 ft (assist by K. Olynyk),78,80
299,3,5:11.0,D. Šarić misses 2-pt jump shot from 7 ft (block by J. Johnson),,78,80
300,3,5:10.0,,Defensive rebound by J. Johnson,78,80
301,3,5:09.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Johnson),78,82
302,3,5:09.0,,Shooting foul by M. Belinelli (drawn by G. Dragić),78,82
303,3,5:09.0,J. Anderson enters the game for J. Redick,,78,82
304,3,5:09.0,,G. Dragić misses free throw 1 of 1,78,82
305,3,5:08.0,Defensive rebound by A. Johnson,,78,82
306,3,4:59.0,Shooting foul by J. Richardson (drawn by B. Simmons),,78,82
307,3,4:59.0,B. Simmons makes free throw 1 of 2,,79,82
308,3,4:59.0,,D. Wade enters the game for G. Dragić,79,82
309,3,4:59.0,B. Simmons makes free throw 2 of 2,,80,82
310,3,4:59.0,,Miami full timeout,80,82
311,3,4:50.0,,Turnover by K. Olynyk (lost ball; steal by B. Simmons),80,82
312,3,4:40.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,83,82
313,3,4:21.0,,K. Olynyk misses 3-pt jump shot from 25 ft,83,82
314,3,4:20.0,Defensive rebound by J. Anderson,,83,82
315,3,4:12.0,D. Šarić misses 2-pt jump shot from 5 ft,,83,82
316,3,4:12.0,Offensive rebound by A. Johnson,,83,82
317,3,4:10.0,A. Johnson makes 2-pt layup at rim,,85,82
318,3,3:55.0,,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Wade),85,85
319,3,3:33.0,D. Šarić misses 2-pt layup from 1 ft (block by K. Olynyk),,85,85
320,3,3:32.0,,Defensive rebound by J. Johnson,85,85
321,3,3:30.0,,Shooting foul by B. Simmons (drawn by J. Johnson),85,85
322,3,3:30.0,,J. Johnson misses free throw 1 of 2,85,85
323,3,3:30.0,,Offensive rebound by Team,85,85
324,3,3:30.0,,J. Winslow enters the game for J. Richardson,85,85
325,3,3:30.0,E. İlyasova enters the game for D. Šarić,,85,85
326,3,3:30.0,T. McConnell enters the game for B. Simmons,,85,85
327,3,3:30.0,,J. Johnson makes free throw 2 of 2,85,86
328,3,3:06.0,M. Belinelli makes 3-pt jump shot from 25 ft,,88,86
329,3,3:01.0,,Turnover by D. Wade (bad pass; steal by T. McConnell),88,86
330,3,2:56.0,Turnover by J. Anderson (lost ball; steal by K. Olynyk),,88,86
331,3,2:46.0,,D. Wade makes 2-pt jump shot from 21 ft,88,88
332,3,2:35.0,T. McConnell makes 2-pt layup from 1 ft,,90,88
333,3,2:18.0,,J. Winslow misses 2-pt layup from 2 ft,90,88
334,3,2:17.0,,Offensive rebound by J. Winslow,90,88
335,3,2:16.0,,J. Winslow misses 2-pt layup at rim,90,88
336,3,2:15.0,,Offensive rebound by J. Winslow,90,88
337,3,2:14.0,,Personal foul by M. Belinelli (drawn by J. Winslow),90,88
338,3,2:14.0,,W. Ellington enters the game for T. Johnson,90,88
339,3,2:14.0,J. Embiid enters the game for A. Johnson,,90,88
340,3,2:01.0,,D. Wade misses 3-pt jump shot from 25 ft,90,88
341,3,2:00.0,,Offensive rebound by J. Johnson,90,88
342,3,1:56.0,,K. Olynyk misses 3-pt jump shot from 24 ft,90,88
343,3,1:55.0,Defensive rebound by J. Anderson,,90,88
344,3,1:32.0,Turnover by Team (shot clock),,90,88
345,3,1:32.0,,B. Adebayo enters the game for J. Johnson,90,88
346,3,1:18.0,,J. Winslow misses 3-pt jump shot from 23 ft,90,88
347,3,1:17.0,Defensive rebound by J. Anderson,,90,88
348,3,1:04.0,M. Belinelli misses 2-pt jump shot from 18 ft,,90,88
349,3,1:02.0,,Defensive rebound by K. Olynyk,90,88
350,3,0:58.0,,Shooting foul by J. Anderson (drawn by K. Olynyk),90,88
351,3,0:58.0,,K. Olynyk makes free throw 1 of 2,90,89
352,3,0:58.0,,K. Olynyk makes free throw 2 of 2,90,90
353,3,0:39.0,J. Anderson makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,93,90
354,3,0:25.0,,D. Wade makes 2-pt jump shot from 8 ft,93,92
355,3,0:06.0,T. McConnell makes 2-pt layup from 1 ft,,95,92
356,3,0:06.0,Shooting foul by W. Ellington (drawn by T. McConnell),,95,92
357,3,0:06.0,,J. Richardson enters the game for B. Adebayo,95,92
358,3,0:06.0,B. Simmons enters the game for J. Embiid,,95,92
359,3,0:06.0,T. McConnell makes free throw 1 of 1,,96,92
360,3,0:01.0,,Shooting foul by T. McConnell (drawn by D. Wade),96,92
361,3,0:01.0,,D. Wade makes free throw 1 of 2,96,93
362,3,0:01.0,,B. Adebayo enters the game for J. Richardson,96,93
363,3,0:01.0,,D. Wade makes free throw 2 of 2,96,94
364,3,0:00.0,T. McConnell misses 3-pt jump shot from 71 ft,,96,94
365,3,0:00.0,Offensive rebound by Team,,96,94
366,4,11:40.0,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),,98,94
367,4,11:17.0,,D. Wade misses 2-pt jump shot from 16 ft,98,94
368,4,11:16.0,Defensive rebound by B. Simmons,,98,94
369,4,11:07.0,J. Embiid misses 2-pt dunk from 2 ft (block by J. Winslow),,98,94
370,4,11:06.0,,Defensive rebound by B. Adebayo,98,94
371,4,10:58.0,,J. Winslow misses 2-pt jump shot from 9 ft (block by J. Embiid),98,94
372,4,10:58.0,Defensive rebound by J. Embiid,,98,94
373,4,10:48.0,J. Redick makes 2-pt layup from 1 ft,,100,94
374,4,10:29.0,,Shooting foul by B. Simmons (drawn by B. Adebayo),100,94
375,4,10:29.0,,B. Adebayo misses free throw 1 of 2,100,94
376,4,10:29.0,,Offensive rebound by Team,100,94
377,4,10:29.0,,B. Adebayo makes free throw 2 of 2,100,95
378,4,10:19.0,Personal foul by J. Winslow (drawn by B. Simmons),,100,95
379,4,10:19.0,,H. Whiteside enters the game for B. Adebayo,100,95
380,4,10:10.0,E. İlyasova makes 3-pt jump shot from 26 ft (assist by R. Covington),,103,95
