,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA LAKERS_ACTION,ORLANDO_SCORE,LA LAKERS_SCORE
378,4,4:27.0,,K. Kuzma misses 2-pt jump shot from 15 ft,89,99
379,4,4:23.0,,Offensive rebound by L. Ball,89,99
380,4,4:20.0,,K. Kuzma misses 3-pt jump shot from 26 ft,89,99
381,4,4:18.0,Defensive rebound by N. Vučević,,89,99
382,4,4:13.0,S. Mack makes 3-pt jump shot from 24 ft (assist by J. Simmons),,92,99
383,4,4:12.0,,LA Lakers full timeout,92,99
384,4,3:57.0,,B. Lopez makes 2-pt hook shot from 7 ft,92,101
385,4,3:31.0,S. Mack makes 3-pt jump shot from 25 ft (assist by N. Vučević),,95,101
386,4,3:12.0,,B. Lopez misses 2-pt hook shot from 7 ft,95,101
387,4,3:11.0,Defensive rebound by J. Simmons,,95,101
388,4,3:08.0,Turnover by J. Simmons (lost ball; steal by K. Kuzma),,95,101
389,4,3:02.0,,Personal foul by M. Hezonja (drawn by K. Caldwell-Pope),95,101
390,4,2:53.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by I. Thomas),95,104
391,4,2:33.0,M. Hezonja misses 3-pt jump shot from 25 ft,,95,104
392,4,2:32.0,Offensive rebound by J. Simmons,,95,104
393,4,2:32.0,Shooting foul by K. Caldwell-Pope (drawn by J. Simmons),,95,104
394,4,2:32.0,J. Simmons makes free throw 1 of 2,,96,104
395,4,2:32.0,J. Isaac enters the game for M. Hezonja,,96,104
396,4,2:32.0,J. Simmons makes free throw 2 of 2,,97,104
397,4,2:18.0,,B. Lopez makes 2-pt hook shot from 3 ft (assist by I. Thomas),97,106
398,4,2:00.0,N. Vučević makes 2-pt jump shot from 12 ft (assist by J. Isaac),,99,106
399,4,1:43.0,,I. Thomas misses 2-pt jump shot from 3 ft,99,106
400,4,1:40.0,,Offensive rebound by I. Thomas,99,106
401,4,1:37.0,,L. Ball misses 3-pt jump shot from 25 ft,99,106
402,4,1:34.0,Defensive rebound by N. Vučević,,99,106
403,4,1:24.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by J. Simmons),,102,106
404,4,1:21.0,,LA Lakers full timeout,102,106
405,4,1:07.0,,I. Thomas misses 3-pt jump shot from 26 ft,102,106
406,4,1:05.0,Defensive rebound by J. Simmons,,102,106
407,4,0:59.0,J. Simmons makes 2-pt layup at rim,,104,106
408,4,0:43.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,104,106
409,4,0:38.0,Defensive rebound by S. Mack,,104,106
410,4,0:33.0,Shooting foul by L. Ball (drawn by J. Simmons),,104,106
411,4,0:33.0,J. Simmons misses free throw 1 of 2,,104,106
412,4,0:33.0,Offensive rebound by Team,,104,106
413,4,0:33.0,J. Simmons makes free throw 2 of 2,,105,106
414,4,0:12.0,,L. Ball misses 3-pt jump shot from 29 ft,105,106
415,4,0:08.0,Defensive rebound by A. Gordon,,105,106
416,4,0:05.0,A. Gordon makes 2-pt layup from 1 ft,,107,106
417,4,0:05.0,,LA Lakers full timeout,107,106
418,4,0:00.0,,Shooting foul by N. Vučević (drawn by B. Lopez),107,106
419,4,0:00.0,,B. Lopez makes free throw 1 of 2,107,107
420,4,0:00.0,,J. Randle enters the game for I. Thomas,107,107
421,4,0:00.0,,B. Lopez makes free throw 2 of 2,107,108
422,4,0:00.0,Orlando full timeout,,107,108
423,4,0:00.0,M. Hezonja enters the game for J. Isaac,,107,108
424,4,0:00.0,D. Augustin enters the game for S. Mack,,107,108
