,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA LAKERS_ACTION,SAN ANTONIO_SCORE,LA LAKERS_SCORE
378,4,3:29.0,,Defensive rebound by Team,101,102
379,4,3:07.0,,C. Frye makes 2-pt jump shot from 13 ft (assist by T. Ennis),101,104
380,4,2:47.0,L. Aldridge misses 2-pt hook shot from 8 ft,,101,104
381,4,2:47.0,Offensive rebound by D. Murray,,101,104
382,4,2:47.0,D. Murray makes 2-pt layup from 1 ft,,103,104
383,4,2:47.0,Shooting foul by K. Kuzma (drawn by D. Murray),,103,104
384,4,2:47.0,D. Murray misses free throw 1 of 1,,103,104
385,4,2:47.0,Offensive rebound by L. Aldridge,,103,104
386,4,2:38.0,L. Aldridge misses 2-pt hook shot from 4 ft,,103,104
387,4,2:34.0,,Defensive rebound by C. Frye,103,104
388,4,2:29.0,,LA Lakers full timeout,103,104
389,4,2:17.0,,C. Frye makes 2-pt hook shot from 8 ft (assist by T. Ennis),103,106
390,4,2:12.0,Personal take foul by J. Hart (drawn by D. Murray),,103,106
391,4,2:12.0,D. Murray makes free throw 1 of 2,,104,106
392,4,2:12.0,D. Murray makes free throw 2 of 2,,105,106
393,4,1:54.0,,K. Kuzma misses 2-pt hook shot from 3 ft,105,106
394,4,1:52.0,,Offensive rebound by I. Zubac,105,106
395,4,1:49.0,,K. Kuzma misses 3-pt jump shot from 22 ft,105,106
396,4,1:45.0,,Offensive rebound by J. Hart,105,106
397,4,1:26.0,,K. Kuzma misses 2-pt layup from 3 ft,105,106
398,4,1:21.0,Defensive rebound by R. Gay,,105,106
399,4,1:02.0,Shooting foul by T. Ennis (drawn by D. Murray),,105,106
400,4,1:02.0,D. Murray makes free throw 1 of 2,,106,106
401,4,1:02.0,D. Murray misses free throw 2 of 2,,106,106
402,4,1:00.0,,Defensive rebound by I. Zubac,106,106
403,4,0:43.0,,T. Ennis makes 2-pt layup from 3 ft,106,108
404,4,0:23.0,D. Murray makes 2-pt jump shot from 5 ft,,108,108
405,4,0:04.0,,Personal foul by K. Anderson (drawn by K. Kuzma),108,108
406,4,0:04.0,,LA Lakers full timeout,108,108
407,4,0:04.0,,K. Caldwell-Pope enters the game for T. Ennis,108,108
408,4,0:04.0,D. Green enters the game for R. Gay,,108,108
409,4,0:00.0,,J. Hart misses 2-pt layup from 2 ft,108,108
410,4,0:00.0,,Offensive rebound by Team,108,108
411,1OT,4:41.0,D. Murray misses 2-pt hook shot from 9 ft,,108,108
412,1OT,4:38.0,,Defensive rebound by K. Kuzma,108,108
413,1OT,4:24.0,,K. Kuzma makes 3-pt jump shot from 27 ft (assist by J. Hart),108,111
414,1OT,4:07.0,P. Mills misses 2-pt jump shot from 21 ft,,108,111
415,1OT,4:04.0,,Defensive rebound by K. Caldwell-Pope,108,111
416,1OT,3:54.0,,K. Kuzma makes 2-pt hook shot from 8 ft,108,113
417,1OT,3:26.0,D. Green misses 3-pt jump shot from 23 ft,,108,113
418,1OT,3:23.0,,Defensive rebound by J. Hart,108,113
419,1OT,3:11.0,,K. Kuzma misses 2-pt jump shot from 10 ft,108,113
420,1OT,3:08.0,Defensive rebound by L. Aldridge,,108,113
421,1OT,2:58.0,Turnover by L. Aldridge (bad pass; steal by J. Hart),,108,113
422,1OT,2:55.0,,Shooting foul by D. Green (drawn by J. Hart),108,113
423,1OT,2:55.0,,J. Hart makes free throw 1 of 2,108,114
424,1OT,2:55.0,R. Gay enters the game for K. Anderson,,108,114
425,1OT,2:55.0,,J. Hart misses free throw 2 of 2,108,114
426,1OT,2:52.0,Defensive rebound by R. Gay,,108,114
427,1OT,2:40.0,P. Mills makes 2-pt jump shot from 16 ft,,110,114
428,1OT,2:33.0,,LA Lakers full timeout,110,114
429,1OT,2:21.0,,T. Ennis misses 3-pt jump shot from 26 ft (block by D. Green),110,114
430,1OT,2:16.0,Defensive rebound by D. Murray,,110,114
431,1OT,2:02.0,D. Green misses 2-pt jump shot from 14 ft,,110,114
432,1OT,2:00.0,,Defensive rebound by J. Hart,110,114
433,1OT,1:40.0,,J. Hart misses 3-pt jump shot from 28 ft (block by D. Murray),110,114
434,1OT,1:39.0,,Offensive rebound by Team,110,114
435,1OT,1:39.0,,Turnover by Team (shot clock),110,114
436,1OT,1:23.0,,Offensive charge foul by R. Gay (drawn by J. Hart),110,114
437,1OT,1:23.0,Turnover by R. Gay (offensive foul),,110,114
438,1OT,1:11.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by I. Zubac),110,117
439,1OT,1:00.0,D. Green misses 3-pt jump shot from 26 ft,,110,117
440,1OT,0:56.0,,Defensive rebound by K. Kuzma,110,117
441,1OT,0:55.0,,Personal foul by D. Murray (drawn by K. Kuzma),110,117
442,1OT,0:41.0,,Shooting foul by D. Green (drawn by K. Kuzma),110,117
443,1OT,0:41.0,,K. Kuzma misses free throw 1 of 2,110,117
444,1OT,0:41.0,,Offensive rebound by Team,110,117
445,1OT,0:41.0,,K. Kuzma makes free throw 2 of 2,110,118
446,1OT,0:37.0,D. Murray makes 2-pt jump shot from 5 ft,,112,118
447,1OT,0:33.0,,Personal take foul by D. Murray (drawn by J. Hart),112,118
448,1OT,0:33.0,,J. Hart makes free throw 1 of 2,112,119
449,1OT,0:33.0,,J. Hart makes free throw 2 of 2,112,120
450,1OT,0:33.0,San Antonio full timeout,,112,120
451,1OT,0:33.0,,A. Caruso enters the game for I. Zubac,112,120
452,1OT,0:33.0,K. Anderson enters the game for R. Gay,,112,120
453,1OT,0:21.0,P. Mills misses 3-pt jump shot from 24 ft,,112,120
454,1OT,0:19.0,,Defensive rebound by K. Caldwell-Pope,112,120
455,1OT,0:18.0,,Personal take foul by P. Mills (drawn by K. Caldwell-Pope),112,120
456,1OT,0:18.0,,K. Caldwell-Pope makes free throw 1 of 2,112,121
457,1OT,0:18.0,,K. Caldwell-Pope makes free throw 2 of 2,112,122
458,1OT,0:15.0,Turnover by D. Murray (bad pass),,112,122
