,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
57,1,3:31.0,,D. Wade misses free throw 2 of 2,26,16
58,1,3:29.0,Defensive rebound by J. Green,,26,16
59,1,3:13.0,M. Chalmers makes 2-pt jump shot from 1 ft (assist by T. Evans),,28,16
60,1,3:00.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),28,19
61,1,2:37.0,T. Evans misses 2-pt jump shot from 11 ft (block by D. Wade),,28,19
62,1,2:33.0,Offensive rebound by Team,,28,19
63,1,2:33.0,Turnover by Team (shot clock),,28,19
64,1,2:33.0,,K. Korver enters the game for J. Crowder,28,19
65,1,2:21.0,,L. James makes 2-pt dunk at rim (assist by J. Smith),28,21
66,1,2:14.0,Memphis full timeout,,28,21
67,1,2:14.0,M. Gasol enters the game for J. Green,,28,21
68,1,2:14.0,B. McLemore enters the game for T. Evans,,28,21
69,1,2:06.0,Turnover by J. Martin (bad pass; steal by J. Green),,28,21
70,1,1:59.0,,J. Green makes 2-pt dunk at rim (assist by L. James),28,23
71,1,1:42.0,J. Martin makes 2-pt layup from 1 ft,,30,23
72,1,1:33.0,,L. James misses 2-pt jump shot from 4 ft,30,23
73,1,1:33.0,Defensive rebound by B. McLemore,,30,23
74,1,1:29.0,Personal foul by K. Korver (drawn by J. Martin),,30,23
75,1,1:29.0,,C. Frye enters the game for L. James,30,23
76,1,1:16.0,M. Chalmers misses 2-pt jump shot from 15 ft,,30,23
77,1,1:09.0,Offensive rebound by J. Ennis,,30,23
78,1,1:09.0,J. Ennis misses 2-pt layup at rim,,30,23
79,1,1:08.0,,Defensive rebound by D. Wade,30,23
80,1,0:49.0,,Shooting foul by M. Gasol (drawn by D. Wade),30,23
81,1,0:49.0,,D. Wade makes free throw 1 of 2,30,24
82,1,0:49.0,,D. Wade makes free throw 2 of 2,30,25
83,1,0:29.0,M. Gasol misses 2-pt jump shot from 13 ft,,30,25
84,1,0:26.0,,Defensive rebound by K. Korver,30,25
85,1,0:10.0,,J. Green makes 2-pt layup at rim,30,27
86,1,0:10.0,,Shooting foul by M. Chalmers (drawn by J. Green),30,27
87,1,0:10.0,,J. Green makes free throw 1 of 1,30,28
88,1,0:00.0,M. Chalmers makes 2-pt jump shot from 8 ft (assist by M. Gasol),,32,28
89,2,11:37.0,,Turnover by D. Wade (bad pass; steal by M. Gasol),32,28
90,2,11:32.0,J. Martin makes 2-pt dunk at rim (assist by M. Chalmers),,34,28
91,2,11:20.0,,C. Frye misses 3-pt jump shot from 24 ft,34,28
92,2,11:18.0,Defensive rebound by Team,,34,28
93,2,11:06.0,M. Gasol misses 2-pt jump shot from 20 ft,,34,28
94,2,11:06.0,,Defensive rebound by C. Osman,34,28
95,2,10:57.0,,C. Osman misses 2-pt layup from 2 ft (block by M. Gasol),34,28
96,2,10:52.0,Defensive rebound by M. Gasol,,34,28
97,2,10:47.0,M. Chalmers misses 2-pt jump shot from 11 ft,,34,28
98,2,10:44.0,,Defensive rebound by J. Green,34,28
99,2,10:37.0,,J. Green misses 2-pt jump shot from 14 ft,34,28
100,2,10:37.0,,Offensive rebound by Team,34,28
101,2,10:37.0,,Personal foul by B. McLemore (drawn by C. Frye),34,28
102,2,10:30.0,,C. Frye makes 2-pt jump shot from 21 ft (assist by K. Korver),34,30
103,2,10:06.0,M. Gasol makes 2-pt jump shot from 9 ft (assist by B. McLemore),,36,30
104,2,9:48.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Wade),36,33
105,2,9:30.0,M. Gasol misses 2-pt jump shot from 20 ft,,36,33
106,2,9:27.0,,Defensive rebound by C. Frye,36,33
107,2,9:21.0,,D. Wade makes 2-pt layup from 1 ft,36,35
108,2,9:10.0,J. Martin misses 2-pt jump shot from 10 ft,,36,35
109,2,9:06.0,,Defensive rebound by C. Frye,36,35
110,2,8:54.0,,C. Frye makes 2-pt layup from 5 ft,36,37
111,2,8:44.0,Memphis full timeout,,36,37
112,2,8:44.0,J. Green enters the game for J. Martin,,36,37
113,2,8:44.0,T. Evans enters the game for M. Chalmers,,36,37
114,2,8:31.0,Turnover by J. Ennis (lost ball; steal by J. Green),,36,37
115,2,8:23.0,,D. Wade makes 2-pt layup at rim (assist by J. Green),36,39
116,2,8:08.0,J. Green makes 2-pt jump shot from 20 ft (assist by B. McLemore),,38,39
117,2,7:44.0,,D. Wade misses 2-pt jump shot from 18 ft,38,39
118,2,7:42.0,Defensive rebound by J. Green,,38,39
119,2,7:34.0,T. Evans makes 2-pt layup from 3 ft,,40,39
120,2,7:14.0,,J. Green makes 2-pt dunk at rim (assist by K. Korver),40,41
121,2,6:50.0,Shooting foul by C. Osman (drawn by T. Evans),,40,41
122,2,6:50.0,T. Evans makes free throw 1 of 3,,41,41
123,2,6:50.0,T. Evans makes free throw 2 of 3,,42,41
124,2,6:50.0,D. Brooks enters the game for J. Ennis,,42,41
125,2,6:50.0,T. Evans makes free throw 3 of 3,,43,41
126,2,6:40.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Wade),43,44
127,2,6:18.0,J. Green misses 3-pt jump shot from 22 ft,,43,44
128,2,6:14.0,,Defensive rebound by J. Green,43,44
129,2,6:08.0,,D. Wade makes 2-pt layup from 1 ft,43,46
130,2,5:57.0,Shooting foul by C. Frye (drawn by T. Evans),,43,46
131,2,5:57.0,T. Evans makes free throw 1 of 2,,44,46
132,2,5:57.0,,L. James enters the game for C. Osman,44,46
133,2,5:57.0,T. Evans makes free throw 2 of 2,,45,46
134,2,5:48.0,,D. Wade misses 2-pt layup from 5 ft,45,46
135,2,5:46.0,Defensive rebound by M. Gasol,,45,46
136,2,5:45.0,Turnover by M. Gasol (bad pass; steal by J. Green),,45,46
137,2,5:36.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by D. Wade),45,49
138,2,5:26.0,B. McLemore misses 3-pt jump shot from 26 ft,,45,49
139,2,5:26.0,,Defensive rebound by J. Green,45,49
140,2,5:01.0,,L. James misses 2-pt jump shot from 15 ft,45,49
141,2,5:00.0,Defensive rebound by T. Evans,,45,49
142,2,4:57.0,Turnover by T. Evans (bad pass),,45,49
143,2,4:57.0,,J. Smith enters the game for D. Wade,45,49
144,2,4:57.0,M. Chalmers enters the game for B. McLemore,,45,49
145,2,4:50.0,,Offensive foul by J. Smith (drawn by M. Chalmers),45,49
146,2,4:50.0,,Turnover by J. Smith (offensive foul),45,49
147,2,4:31.0,M. Gasol makes 2-pt jump shot from 10 ft,,47,49
148,2,4:31.0,Shooting foul by C. Frye (drawn by M. Gasol),,47,49
149,2,4:31.0,,K. Love enters the game for C. Frye,47,49
150,2,4:31.0,M. Gasol misses free throw 1 of 1,,47,49
151,2,4:31.0,,Defensive rebound by K. Love,47,49
152,2,4:21.0,,L. James makes 2-pt layup from 2 ft,47,51
153,2,4:21.0,,Shooting foul by D. Brooks (drawn by L. James),47,51
154,2,4:21.0,,L. James makes free throw 1 of 1,47,52
155,2,4:07.0,T. Evans misses 3-pt jump shot from 26 ft,,47,52
156,2,4:07.0,Offensive rebound by Team,,47,52
157,2,4:06.0,,Loose ball foul by J. Green (drawn by T. Evans),47,52
158,2,3:52.0,Turnover by J. Green (traveling),,47,52
159,2,3:37.0,,J. Green misses 2-pt layup from 6 ft (block by M. Chalmers),47,52
160,2,3:36.0,,Offensive rebound by J. Green,47,52
161,2,3:34.0,,J. Green misses 2-pt layup from 2 ft,47,52
162,2,3:33.0,Defensive rebound by M. Chalmers,,47,52
163,2,3:22.0,M. Gasol misses 2-pt jump shot from 11 ft,,47,52
164,2,3:22.0,,Defensive rebound by K. Love,47,52
165,2,3:13.0,,L. James makes 2-pt layup from 1 ft,47,54
166,2,3:13.0,,Shooting foul by M. Chalmers (drawn by L. James),47,54
167,2,3:13.0,,J. Crowder enters the game for J. Green,47,54
168,2,3:13.0,,L. James makes free throw 1 of 1,47,55
169,2,3:02.0,M. Chalmers misses 3-pt jump shot from 25 ft,,47,55
170,2,2:58.0,,Defensive rebound by K. Love,47,55
171,2,2:43.0,,K. Love makes 3-pt jump shot from 22 ft (assist by L. James),47,58
172,2,2:41.0,Memphis full timeout,,47,58
173,2,2:23.0,M. Gasol misses 2-pt jump shot from 10 ft,,47,58
174,2,2:19.0,,Defensive rebound by K. Love,47,58
175,2,2:12.0,,L. James makes 2-pt layup at rim (assist by K. Love),47,60
176,2,2:12.0,,Shooting foul by M. Chalmers (drawn by L. James),47,60
177,2,2:12.0,,L. James makes free throw 1 of 1,47,61
178,2,1:48.0,T. Evans makes 2-pt layup from 1 ft (assist by M. Chalmers),,49,61
179,2,1:48.0,Shooting foul by L. James (drawn by T. Evans),,49,61
180,2,1:48.0,B. McLemore enters the game for J. Green,,49,61
181,2,1:48.0,J. Martin enters the game for M. Chalmers,,49,61
182,2,1:48.0,T. Evans makes free throw 1 of 1,,50,61
183,2,1:31.0,,J. Crowder misses 3-pt jump shot from 24 ft,50,61
184,2,1:28.0,Defensive rebound by T. Evans,,50,61
185,2,1:10.0,M. Gasol misses 2-pt jump shot from 8 ft,,50,61
186,2,1:07.0,,Defensive rebound by K. Love,50,61
187,2,1:06.0,,Turnover by L. James (bad pass),50,61
188,2,1:06.0,J. Green enters the game for M. Gasol,,50,61
189,2,0:49.0,J. Green misses 2-pt layup from 3 ft (block by K. Korver),,50,61
190,2,0:49.0,Offensive rebound by Team,,50,61
191,2,0:42.0,D. Brooks misses 2-pt jump shot from 18 ft,,50,61
192,2,0:42.0,,Defensive rebound by K. Love,50,61
193,2,0:34.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),50,64
194,2,0:11.0,T. Evans misses 2-pt layup from 3 ft,,50,64
195,2,0:06.0,Offensive rebound by T. Evans,,50,64
196,2,0:05.0,T. Evans makes 2-pt layup from 3 ft,,52,64
197,2,0:00.0,,L. James makes 2-pt jump shot from 16 ft,52,66
198,3,11:46.0,,J. Crowder misses 3-pt jump shot from 25 ft,52,66
199,3,11:42.0,Defensive rebound by J. Green,,52,66
200,3,11:30.0,J. Green makes 2-pt jump shot from 19 ft (assist by D. Brooks),,54,66
201,3,11:08.0,,J. Smith makes 2-pt jump shot from 7 ft,54,68
202,3,10:51.0,Turnover by D. Brooks (bad pass; steal by J. Smith),,54,68
203,3,10:45.0,,K. Love makes 3-pt jump shot from 26 ft (assist by J. Calderón),54,71
204,3,10:21.0,D. Brooks makes 2-pt dunk from 1 ft (assist by T. Evans),,56,71
205,3,9:57.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by L. James),56,74
206,3,9:32.0,T. Evans makes 3-pt jump shot from 25 ft (assist by J. Green),,59,74
207,3,9:10.0,,K. Love misses 3-pt jump shot from 22 ft,59,74
208,3,9:08.0,Defensive rebound by D. Brooks,,59,74
209,3,8:58.0,M. Gasol makes 2-pt jump shot from 11 ft (assist by T. Evans),,61,74
210,3,8:56.0,,Cleveland full timeout,61,74
211,3,8:42.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),61,77
212,3,8:23.0,Turnover by D. Brooks (bad pass; steal by J. Smith),,61,77
213,3,8:14.0,,L. James makes 2-pt layup from 2 ft,61,79
214,3,8:00.0,T. Evans misses 2-pt jump shot from 22 ft,,61,79
215,3,8:00.0,,Defensive rebound by K. Love,61,79
216,3,7:46.0,,L. James misses 2-pt jump shot from 13 ft,61,79
217,3,7:42.0,Defensive rebound by M. Gasol,,61,79
218,3,7:37.0,Personal foul by J. Calderón (drawn by T. Evans),,61,79
219,3,7:33.0,B. McLemore misses 2-pt jump shot from 16 ft,,61,79
220,3,7:30.0,,Defensive rebound by J. Smith,61,79
221,3,7:25.0,,K. Love misses 2-pt layup from 3 ft (block by J. Green),61,79
222,3,7:22.0,Defensive rebound by T. Evans,,61,79
223,3,7:18.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by T. Evans),,64,79
224,3,7:01.0,,J. Smith makes 2-pt dunk from 1 ft (assist by L. James),64,81
225,3,6:45.0,T. Evans misses 2-pt jump shot from 6 ft,,64,81
226,3,6:45.0,Offensive rebound by J. Green,,64,81
227,3,6:45.0,J. Green misses 2-pt layup at rim,,64,81
228,3,6:43.0,,Defensive rebound by J. Smith,64,81
229,3,6:39.0,A. Harrison enters the game for M. Gasol,,64,81
230,3,6:26.0,,J. Smith misses 3-pt jump shot from 22 ft,64,81
231,3,6:26.0,Defensive rebound by D. Brooks,,64,81
232,3,6:17.0,A. Harrison makes 3-pt jump shot from 26 ft (assist by D. Brooks),,67,81
233,3,6:00.0,,K. Love misses 2-pt layup from 2 ft,67,81
234,3,6:00.0,Defensive rebound by D. Brooks,,67,81
235,3,5:55.0,J. Green makes 2-pt dunk at rim (assist by T. Evans),,69,81
236,3,5:55.0,,Cleveland full timeout,69,81
237,3,5:55.0,,K. Korver enters the game for L. James,69,81
238,3,5:55.0,,D. Wade enters the game for J. Calderón,69,81
239,3,5:45.0,,Turnover by J. Smith (lost ball; steal by A. Harrison),69,81
240,3,5:42.0,,Offensive charge foul by J. Green (drawn by K. Love),69,81
241,3,5:42.0,Turnover by J. Green (offensive foul),,69,81
242,3,5:20.0,,Shooting foul by B. McLemore (drawn by J. Smith),69,81
243,3,5:20.0,,J. Smith makes free throw 1 of 2,69,82
244,3,5:20.0,,J. Smith misses free throw 2 of 2,69,82
245,3,5:18.0,Defensive rebound by T. Evans,,69,82
246,3,5:09.0,J. Green makes 3-pt jump shot from 25 ft (assist by T. Evans),,72,82
247,3,5:01.0,,Shooting foul by T. Evans (drawn by K. Love),72,82
248,3,5:01.0,,K. Love makes free throw 1 of 2,72,83
249,3,5:01.0,,K. Love makes free throw 2 of 2,72,84
250,3,4:46.0,J. Green misses 2-pt layup from 3 ft (block by K. Korver),,72,84
251,3,4:42.0,,Defensive rebound by J. Smith,72,84
252,3,4:39.0,,K. Love makes 2-pt layup at rim (assist by J. Smith),72,86
253,3,4:36.0,Memphis full timeout,,72,86
254,3,4:36.0,,L. James enters the game for K. Love,72,86
255,3,4:20.0,Turnover by B. McLemore (lost ball; steal by D. Wade),,72,86
256,3,4:14.0,,L. James makes 2-pt layup from 3 ft (assist by D. Wade),72,88
257,3,3:51.0,T. Evans misses 3-pt jump shot from 29 ft,,72,88
258,3,3:47.0,,Defensive rebound by K. Korver,72,88
259,3,3:28.0,,D. Wade makes 2-pt jump shot from 9 ft,72,90
260,3,3:28.0,,Shooting foul by B. McLemore (drawn by D. Wade),72,90
261,3,3:28.0,M. Chalmers enters the game for T. Evans,,72,90
262,3,3:28.0,M. Gasol enters the game for B. McLemore,,72,90
263,3,3:28.0,,D. Wade makes free throw 1 of 1,72,91
264,3,3:04.0,J. Green makes 3-pt jump shot from 23 ft (assist by A. Harrison),,75,91
265,3,2:45.0,,K. Korver misses 3-pt jump shot from 25 ft,75,91
266,3,2:42.0,Defensive rebound by M. Gasol,,75,91
267,3,2:34.0,Personal foul by D. Wade (drawn by D. Brooks),,75,91
268,3,2:34.0,,C. Frye enters the game for J. Smith,75,91
269,3,2:34.0,,J. Green enters the game for J. Crowder,75,91
270,3,2:34.0,J. Ennis enters the game for J. Green,,75,91
271,3,2:34.0,J. Martin enters the game for D. Brooks,,75,91
272,3,2:21.0,A. Harrison makes 3-pt jump shot from 25 ft (assist by M. Gasol),,78,91
273,3,2:03.0,,Turnover by D. Wade (bad pass; steal by M. Gasol),78,91
274,3,1:58.0,A. Harrison misses 2-pt layup from 1 ft (block by D. Wade),,78,91
275,3,1:58.0,,Defensive rebound by C. Frye,78,91
276,3,1:46.0,,Turnover by L. James (lost ball; steal by M. Gasol),78,91
277,3,1:43.0,Shooting foul by C. Frye (drawn by A. Harrison),,78,91
278,3,1:43.0,A. Harrison makes free throw 1 of 2,,79,91
279,3,1:43.0,A. Harrison makes free throw 2 of 2,,80,91
280,3,1:18.0,,C. Frye misses 2-pt jump shot from 22 ft,80,91
281,3,1:17.0,Defensive rebound by J. Martin,,80,91
282,3,1:06.0,M. Chalmers misses 2-pt layup from 2 ft,,80,91
283,3,1:02.0,,Defensive rebound by C. Frye,80,91
284,3,0:48.0,,L. James misses 2-pt layup from 2 ft (block by M. Gasol),80,91
285,3,0:46.0,Defensive rebound by J. Martin,,80,91
286,3,0:43.0,M. Chalmers misses 3-pt jump shot from 25 ft,,80,91
287,3,0:43.0,,Defensive rebound by D. Wade,80,91
288,3,0:33.0,,D. Wade makes 2-pt jump shot from 6 ft,80,93
289,3,0:12.0,M. Gasol makes 2-pt jump shot from 17 ft (assist by A. Harrison),,82,93
290,3,0:01.0,,L. James misses 2-pt jump shot from 21 ft,82,93
291,3,0:01.0,Defensive rebound by M. Chalmers,,82,93
292,4,11:47.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by J. Martin),,85,93
293,4,11:24.0,,C. Frye makes 2-pt hook shot from 3 ft (assist by L. James),85,95
294,4,10:59.0,A. Harrison makes 2-pt layup from 1 ft,,87,95
295,4,10:59.0,Shooting foul by C. Frye (drawn by A. Harrison),,87,95
296,4,10:59.0,A. Harrison misses free throw 1 of 1,,87,95
297,4,10:57.0,,Defensive rebound by L. James,87,95
298,4,10:42.0,,Turnover by L. James (bad pass; steal by T. Evans),87,95
299,4,10:32.0,M. Gasol makes 2-pt jump shot from 20 ft (assist by T. Evans),,89,95
300,4,10:16.0,,D. Wade makes 2-pt layup from 2 ft,89,97
301,4,9:51.0,Turnover by M. Gasol (traveling),,89,97
302,4,9:51.0,,Cleveland full timeout,89,97
303,4,9:51.0,,K. Love enters the game for C. Frye,89,97
304,4,9:39.0,,Personal foul by J. Ennis (drawn by L. James),89,97
305,4,9:26.0,,Shooting foul by J. Martin (drawn by J. Green),89,97
306,4,9:26.0,,J. Green makes free throw 1 of 2,89,98
307,4,9:26.0,,J. Green makes free throw 2 of 2,89,99
308,4,9:07.0,J. Martin misses 2-pt jump shot from 6 ft,,89,99
309,4,9:05.0,,Defensive rebound by K. Love,89,99
310,4,9:00.0,,D. Wade misses 2-pt jump shot from 14 ft,89,99
311,4,8:57.0,Defensive rebound by T. Evans,,89,99
312,4,8:51.0,M. Gasol makes 2-pt jump shot from 7 ft (assist by T. Evans),,91,99
313,4,8:35.0,,Turnover by L. James (bad pass; steal by A. Harrison),91,99
314,4,8:18.0,M. Gasol misses 3-pt jump shot from 27 ft,,91,99
315,4,8:15.0,Offensive rebound by J. Ennis,,91,99
316,4,8:05.0,T. Evans makes 2-pt layup from 3 ft,,93,99
317,4,7:54.0,,K. Korver misses 3-pt jump shot from 25 ft,93,99
318,4,7:52.0,Defensive rebound by J. Martin,,93,99
319,4,7:37.0,J. Martin makes 3-pt jump shot from 23 ft (assist by J. Ennis),,96,99
320,4,7:23.0,,Shooting foul by J. Martin (drawn by L. James),96,99
321,4,7:23.0,,L. James makes free throw 1 of 2,96,100
322,4,7:23.0,,J. Smith enters the game for D. Wade,96,100
323,4,7:23.0,J. Green enters the game for M. Gasol,,96,100
324,4,7:23.0,,L. James makes free throw 2 of 2,96,101
325,4,7:10.0,T. Evans misses 2-pt jump shot from 20 ft,,96,101
326,4,7:06.0,,Defensive rebound by J. Smith,96,101
327,4,7:02.0,,K. Love makes 2-pt layup from 1 ft (assist by L. James),96,103
328,4,6:45.0,A. Harrison misses 2-pt layup from 1 ft,,96,103
329,4,6:45.0,Offensive rebound by J. Green,,96,103
330,4,6:45.0,J. Green misses 2-pt layup at rim,,96,103
331,4,6:43.0,,Defensive rebound by J. Smith,96,103
332,4,6:37.0,,Shooting foul by J. Martin (drawn by L. James),96,103
333,4,6:37.0,,L. James makes free throw 1 of 2,96,104
334,4,6:37.0,M. Gasol enters the game for J. Martin,,96,104
335,4,6:37.0,,L. James makes free throw 2 of 2,96,105
336,4,6:25.0,M. Gasol misses 2-pt layup from 6 ft (block by K. Korver),,96,105
337,4,6:25.0,,Defensive rebound by K. Love,96,105
338,4,6:16.0,,L. James makes 2-pt layup from 1 ft,96,107
339,4,5:54.0,M. Gasol misses 3-pt jump shot from 25 ft,,96,107
340,4,5:54.0,,Defensive rebound by L. James,96,107
341,4,5:31.0,,L. James misses 3-pt jump shot from 24 ft,96,107
342,4,5:31.0,Defensive rebound by Team,,96,107
343,4,5:30.0,Memphis full timeout,,96,107
344,4,5:30.0,D. Brooks enters the game for J. Ennis,,96,107
345,4,5:06.0,Turnover by D. Brooks (lost ball; steal by J. Smith),,96,107
346,4,5:01.0,,K. Korver misses 3-pt jump shot from 24 ft,96,107
347,4,4:59.0,Defensive rebound by M. Gasol,,96,107
348,4,4:47.0,M. Gasol misses 2-pt layup from 3 ft (block by K. Korver),,96,107
349,4,4:47.0,Offensive rebound by Team,,96,107
350,4,4:38.0,T. Evans makes 3-pt jump shot from 24 ft (assist by J. Green),,99,107
351,4,4:14.0,,K. Korver misses 2-pt jump shot from 7 ft,99,107
352,4,4:10.0,Defensive rebound by A. Harrison,,99,107
353,4,4:03.0,A. Harrison makes 2-pt layup from 3 ft,,101,107
354,4,3:38.0,,L. James makes 2-pt layup from 2 ft,101,109
355,4,3:28.0,T. Evans makes 3-pt jump shot from 25 ft,,104,109
356,4,2:57.0,,L. James misses 2-pt jump shot from 19 ft,104,109
357,4,2:56.0,Defensive rebound by D. Brooks,,104,109
358,4,2:43.0,Shooting foul by K. Love (drawn by M. Gasol),,104,109
359,4,2:43.0,M. Gasol makes free throw 1 of 2,,105,109
360,4,2:43.0,,D. Wade enters the game for J. Green,105,109
361,4,2:43.0,M. Gasol makes free throw 2 of 2,,106,109
362,4,2:24.0,,Turnover by K. Love (out of bounds lost ball),106,109
363,4,2:10.0,D. Brooks makes 3-pt jump shot from 26 ft (assist by T. Evans),,109,109
364,4,1:46.0,,L. James misses 3-pt jump shot from 25 ft,109,109
365,4,1:44.0,,Offensive rebound by Team,109,109
366,4,1:22.0,,L. James makes 2-pt layup from 2 ft,109,111
367,4,0:58.0,T. Evans misses 2-pt jump shot from 16 ft,,109,111
368,4,0:55.0,,Defensive rebound by K. Love,109,111
369,4,0:34.0,,L. James makes 2-pt layup from 2 ft,109,113
370,4,0:34.0,,Shooting foul by D. Brooks (drawn by L. James),109,113
371,4,0:34.0,,L. James makes free throw 1 of 1,109,114
372,4,0:34.0,Memphis full timeout,,109,114
373,4,0:34.0,,J. Green enters the game for K. Love,109,114
374,4,0:28.0,Shooting foul by D. Wade (drawn by D. Brooks),,109,114
375,4,0:28.0,D. Brooks makes free throw 1 of 2,,110,114
376,4,0:28.0,D. Brooks makes free throw 2 of 2,,111,114
377,4,0:28.0,,K. Love enters the game for J. Green,111,114
378,4,0:28.0,J. Martin enters the game for A. Harrison,,111,114
379,4,0:05.0,,L. James makes 2-pt jump shot from 22 ft,111,116
380,4,0:05.0,Memphis full timeout,,111,116
381,4,0:05.0,,J. Green enters the game for K. Love,111,116
382,4,0:05.0,A. Harrison enters the game for J. Martin,,111,116
383,4,0:03.0,M. Gasol misses 3-pt jump shot from 23 ft,,111,116
384,4,0:01.0,,Defensive rebound by Team,111,116
