,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PORTLAND_ACTION,MILWAUKEE_SCORE,PORTLAND_SCORE
376,4,3:40.0,Defensive rebound by G. Antetokounmpo,,99,83
377,4,3:39.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,99,83
378,4,3:39.0,Offensive rebound by J. Henson,,99,83
379,4,3:39.0,J. Henson misses 2-pt hook shot from 18 ft,,99,83
380,4,3:39.0,,Defensive rebound by D. Lillard,99,83
381,4,3:16.0,,Personal foul by J. Henson (drawn by J. Nurkić),99,83
382,4,3:16.0,Turnover by J. Henson (turnover),,99,83
383,4,3:16.0,,J. Nurkić makes free throw 1 of 2,99,84
384,4,3:16.0,,J. Nurkić makes free throw 2 of 2,99,85
385,4,3:02.0,Personal foul by E. Turner (drawn by J. Henson),,99,85
386,4,3:02.0,,Portland full timeout,99,85
387,4,3:02.0,,P. Connaughton enters the game for A. Aminu,99,85
388,4,2:51.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by J. Nurkić),,99,85
389,4,2:47.0,,Defensive rebound by E. Turner,99,85
390,4,2:43.0,,P. Connaughton misses 3-pt jump shot from 23 ft,99,85
391,4,2:43.0,,Offensive rebound by P. Connaughton,99,85
392,4,2:34.0,,E. Turner makes 2-pt layup from 1 ft (assist by D. Lillard),99,87
393,4,2:16.0,Personal foul by E. Turner (drawn by G. Antetokounmpo),,99,87
394,4,2:06.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,99,87
395,4,2:03.0,,Defensive rebound by P. Connaughton,99,87
396,4,2:00.0,,Offensive foul by J. Nurkić (drawn by E. Bledsoe),99,87
397,4,2:00.0,,Turnover by J. Nurkić (offensive foul),99,87
398,4,1:44.0,J. Henson makes 2-pt hook shot from 9 ft (assist by T. Snell),,101,87
399,4,1:33.0,,J. Nurkić misses 2-pt layup from 1 ft,101,87
400,4,1:30.0,Defensive rebound by K. Middleton,,101,87
401,4,1:14.0,T. Snell misses 2-pt jump shot from 14 ft,,101,87
402,4,1:13.0,Offensive rebound by G. Antetokounmpo,,101,87
403,4,1:13.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,103,87
404,4,1:13.0,,Portland full timeout,103,87
405,4,1:13.0,,M. Leonard enters the game for D. Lillard,103,87
406,4,1:13.0,,Z. Collins enters the game for E. Turner,103,87
407,4,1:13.0,,S. Napier enters the game for C. McCollum,103,87
408,4,1:13.0,,J. Layman enters the game for J. Nurkić,103,87
409,4,0:57.0,,S. Napier misses 2-pt jump shot from 1 ft,103,87
410,4,0:55.0,Defensive rebound by J. Henson,,103,87
411,4,0:53.0,Milwaukee full timeout,,103,87
412,4,0:53.0,R. Vaughn enters the game for E. Bledsoe,,103,87
413,4,0:53.0,G. Payton enters the game for T. Snell,,103,87
414,4,0:53.0,D. Liggins enters the game for K. Middleton,,103,87
415,4,0:53.0,J. Bolomboy enters the game for J. Henson,,103,87
416,4,0:53.0,D. Wilson enters the game for G. Antetokounmpo,,103,87
417,4,0:39.0,G. Payton misses 2-pt hook shot from 10 ft,,103,87
418,4,0:37.0,,Defensive rebound by M. Leonard,103,87
419,4,0:30.0,,M. Leonard makes 2-pt jump shot from 16 ft (assist by S. Napier),103,89
420,4,0:16.0,Turnover by D. Liggins (bad pass; steal by S. Napier),,103,89
421,4,0:10.0,,J. Layman makes 2-pt jump shot from 13 ft,103,91
