,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
379,4,4:46.0,,R. Gobert makes free throw 1 of 2,86,94
380,4,4:46.0,,R. Gobert makes free throw 2 of 2,86,95
381,4,4:35.0,N. Batum misses 2-pt jump shot from 16 ft,,86,95
382,4,4:31.0,,Defensive rebound by D. Favors,86,95
383,4,4:16.0,,Shooting foul by D. Howard (drawn by D. Mitchell),86,95
384,4,4:16.0,F. Kaminsky enters the game for D. Howard,,86,95
385,4,4:16.0,,D. Mitchell makes free throw 1 of 2,86,96
386,4,4:16.0,,D. Mitchell makes free throw 2 of 2,86,97
387,4,4:00.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,86,97
388,4,3:56.0,,Defensive rebound by R. O'Neale,86,97
389,4,3:39.0,,D. Favors makes 2-pt dunk at rim (assist by R. O'Neale),86,99
390,4,3:39.0,Charlotte full timeout,,86,99
391,4,3:33.0,K. Walker makes 2-pt layup from 2 ft,,88,99
392,4,3:15.0,,D. Mitchell makes 2-pt dunk from 1 ft,88,101
393,4,3:02.0,M. Williams misses 2-pt jump shot from 6 ft,,88,101
394,4,3:00.0,,Defensive rebound by R. O'Neale,88,101
395,4,2:38.0,,Turnover by Team (shot clock),88,101
396,4,2:38.0,M. Monk enters the game for M. Williams,,88,101
397,4,2:38.0,D. Bacon enters the game for J. Lamb,,88,101
398,4,2:38.0,J. Stone enters the game for N. Batum,,88,101
399,4,2:38.0,T. Graham enters the game for K. Walker,,88,101
400,4,2:11.0,M. Monk makes 3-pt jump shot from 24 ft (assist by T. Graham),,91,101
401,4,1:57.0,,Turnover by J. Ingles (step out of bounds),91,101
402,4,1:35.0,M. Monk misses 2-pt hook shot from 9 ft,,91,101
403,4,1:33.0,,Defensive rebound by R. Gobert,91,101
404,4,1:21.0,,D. Mitchell misses 3-pt jump shot from 26 ft,91,101
405,4,1:19.0,Defensive rebound by T. Graham,,91,101
406,4,1:15.0,M. Monk misses 3-pt jump shot from 26 ft,,91,101
407,4,1:12.0,,Defensive rebound by R. O'Neale,91,101
408,4,0:52.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),91,103
409,4,0:52.0,,Shooting foul by J. Stone (drawn by R. Gobert),91,103
410,4,0:52.0,,R. Neto enters the game for J. Ingles,91,103
411,4,0:52.0,,G. Niang enters the game for D. Favors,91,103
412,4,0:52.0,,E. McCree enters the game for D. Mitchell,91,103
413,4,0:52.0,,R. Gobert makes free throw 1 of 1,91,104
414,4,0:52.0,Personal foul by R. Neto (drawn by J. Stone),,91,104
415,4,0:52.0,,E. Udoh enters the game for R. Gobert,91,104
416,4,0:36.0,F. Kaminsky makes 2-pt jump shot from 6 ft,,93,104
417,4,0:36.0,Shooting foul by E. Udoh (drawn by F. Kaminsky),,93,104
418,4,0:36.0,F. Kaminsky makes free throw 1 of 1,,94,104
419,4,0:17.0,,E. Udoh makes 2-pt jump shot from 7 ft (assist by R. Neto),94,106
420,4,0:01.0,Turnover by D. Bacon (bad pass; steal by R. Neto),,94,106
