,QUARTER,TIME_REMAINING,HOUSTON_ACTION,WASHINGTON_ACTION,HOUSTON_SCORE,WASHINGTON_SCORE
392,4,2:13.0,B. Weber makes 3-pt jump shot from 24 ft,,91,116
393,4,1:59.0,,C. McCullough misses 2-pt dunk from 3 ft,91,116
394,4,1:56.0,Defensive rebound by T. Black,,91,116
395,4,1:53.0,G. Green makes 3-pt jump shot from 25 ft (assist by B. Brown),,94,116
396,4,1:41.0,,C. McCullough makes 2-pt jump shot from 17 ft (assist by T. Frazier),94,118
397,4,1:33.0,Z. Qi misses 3-pt jump shot from 30 ft,,94,118
398,4,1:33.0,,Defensive rebound by J. Meeks,94,118
399,4,1:25.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by T. Frazier),94,121
400,4,1:05.0,B. Brown makes 2-pt layup at rim,,96,121
401,4,0:53.0,,J. Smith misses 2-pt layup from 3 ft (block by T. Black),96,121
402,4,0:52.0,,Offensive rebound by Team,96,121
403,4,0:41.0,,Turnover by Team (shot clock),96,121
404,4,0:31.0,B. Brown makes 2-pt layup from 1 ft,,98,121
405,4,0:19.0,,J. Smith misses 2-pt jump shot from 21 ft,98,121
406,4,0:15.0,Defensive rebound by T. Black,,98,121
407,4,0:10.0,Shooting foul by J. Smith (drawn by G. Green),,98,121
408,4,0:10.0,G. Green makes free throw 1 of 2,,99,121
409,4,0:10.0,G. Green makes free throw 2 of 2,,100,121
410,4,0:01.0,,Turnover by T. Satoranský (lost ball; steal by B. Weber),100,121
411,4,0:00.0,B. Weber makes 3-pt jump shot from 25 ft,,103,121
