,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
385,4,4:45.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Temple),89,91
386,4,4:24.0,J. Holiday makes 2-pt jump shot from 18 ft (assist by J. Grant),,91,91
387,4,4:01.0,,Z. Randolph makes 2-pt layup from 2 ft,91,93
388,4,3:44.0,B. Portis misses 2-pt hook shot from 5 ft,,91,93
389,4,3:42.0,,Defensive rebound by Z. Randolph,91,93
390,4,3:22.0,,B. Hield misses 3-pt jump shot from 23 ft,91,93
391,4,3:18.0,Defensive rebound by B. Portis,,91,93
392,4,3:04.0,Z. LaVine misses 2-pt jump shot from 5 ft,,91,93
393,4,3:02.0,Offensive rebound by Z. LaVine,,91,93
394,4,2:59.0,Z. LaVine makes 2-pt layup from 2 ft,,93,93
395,4,2:42.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,93,93
396,4,2:39.0,Defensive rebound by B. Portis,,93,93
397,4,2:28.0,Z. LaVine misses 2-pt jump shot from 22 ft,,93,93
398,4,2:26.0,,Defensive rebound by B. Hield,93,93
399,4,2:08.0,,Z. Randolph misses 3-pt jump shot from 25 ft,93,93
400,4,2:04.0,Defensive rebound by J. Holiday,,93,93
401,4,1:54.0,B. Portis misses 2-pt jump shot from 20 ft,,93,93
402,4,1:49.0,,Defensive rebound by W. Cauley-Stein,93,93
403,4,1:37.0,,G. Temple misses 2-pt layup from 2 ft,93,93
404,4,1:35.0,,Offensive rebound by W. Cauley-Stein,93,93
405,4,1:33.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),93,96
406,4,1:33.0,Chicago full timeout,,93,96
407,4,1:33.0,,G. Hill enters the game for G. Temple,93,96
408,4,1:33.0,,J. Jackson enters the game for B. Hield,93,96
409,4,1:15.0,B. Portis makes 3-pt jump shot from 25 ft (assist by J. Grant),,96,96
410,4,0:52.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,96,99
411,4,0:32.0,Z. LaVine misses 3-pt jump shot from 26 ft,,96,99
412,4,0:29.0,Offensive rebound by J. Grant,,96,99
413,4,0:25.0,B. Portis misses 3-pt jump shot from 25 ft,,96,99
414,4,0:25.0,,Defensive rebound by W. Cauley-Stein,96,99
415,4,0:14.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by J. Jackson),96,101
416,4,0:14.0,Chicago full timeout,,96,101
417,4,0:14.0,,G. Temple enters the game for Z. Randolph,96,101
418,4,0:14.0,D. Valentine enters the game for P. Zipser,,96,101
419,4,0:12.0,Z. LaVine makes 2-pt layup from 2 ft (assist by J. Grant),,98,101
420,4,0:12.0,,Violation by W. Cauley-Stein (def goaltending),98,101
421,4,0:12.0,,Personal foul by B. Portis (drawn by W. Cauley-Stein),98,101
422,4,0:12.0,,Z. Randolph enters the game for W. Cauley-Stein,98,101
423,4,0:11.0,,Personal foul by J. Holiday (drawn by G. Hill),98,101
424,4,0:11.0,,G. Hill makes free throw 1 of 2,98,102
425,4,0:11.0,,W. Cauley-Stein enters the game for Z. Randolph,98,102
426,4,0:11.0,,G. Hill misses free throw 2 of 2,98,102
427,4,0:09.0,Defensive rebound by Z. LaVine,,98,102
428,4,0:07.0,Z. LaVine misses 3-pt jump shot from 26 ft,,98,102
429,4,0:05.0,,Defensive rebound by Team,98,102
430,4,0:05.0,Loose ball foul by B. Portis (drawn by G. Hill),,98,102
431,4,0:05.0,,G. Hill makes free throw 1 of 2,98,103
432,4,0:05.0,,G. Hill makes free throw 2 of 2,98,104
433,4,0:00.0,J. Grant misses 3-pt jump shot from 24 ft,,98,104
434,4,0:00.0,Offensive rebound by Team,,98,104
