,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
84,1,1:55.0,Personal foul by W. Selden (drawn by T. McConnell),,24,13
85,1,1:55.0,T. McConnell makes free throw 1 of 2,,25,13
86,1,1:55.0,T. McConnell makes free throw 2 of 2,,26,13
87,1,1:43.0,,Shooting foul by R. Covington (drawn by W. Selden),26,13
88,1,1:43.0,,W. Selden makes free throw 1 of 2,26,14
89,1,1:43.0,,W. Selden misses free throw 2 of 2,26,14
90,1,1:41.0,Defensive rebound by T. Booker,,26,14
91,1,1:30.0,Turnover by J. Embiid (bad pass; steal by M. Chalmers),,26,14
92,1,1:26.0,,Shooting foul by R. Covington (drawn by W. Selden),26,14
93,1,1:26.0,,W. Selden makes free throw 1 of 2,26,15
94,1,1:26.0,J. Anderson enters the game for R. Covington,,26,15
95,1,1:26.0,,W. Selden makes free throw 2 of 2,26,16
96,1,1:11.0,Shooting foul by D. Davis (drawn by J. Embiid),,26,16
97,1,1:11.0,J. Embiid makes free throw 1 of 2,,27,16
98,1,1:11.0,,T. Evans enters the game for B. McLemore,27,16
99,1,1:11.0,J. Embiid makes free throw 2 of 2,,28,16
100,1,0:53.0,,W. Selden misses 2-pt jump shot from 19 ft,28,16
101,1,0:53.0,,Offensive rebound by J. Martin,28,16
102,1,0:51.0,,Shooting foul by T. Booker (drawn by J. Martin),28,16
103,1,0:51.0,,J. Martin misses free throw 1 of 2,28,16
104,1,0:51.0,,Offensive rebound by Team,28,16
105,1,0:51.0,,J. Martin makes free throw 2 of 2,28,17
106,1,0:29.0,J. Embiid misses 2-pt hook shot from 4 ft,,28,17
107,1,0:27.0,Offensive rebound by J. Embiid,,28,17
108,1,0:27.0,J. Embiid makes 2-pt layup at rim,,30,17
109,1,0:03.0,,T. Evans misses 2-pt layup from 2 ft,30,17
110,1,0:02.0,,Offensive rebound by J. Martin,30,17
111,1,0:02.0,,J. Martin makes 2-pt layup at rim,30,19
112,1,0:00.0,T. Booker misses 3-pt jump shot from 39 ft,,30,19
113,1,0:00.0,Offensive rebound by Team,,30,19
114,2,11:49.0,,W. Selden misses 3-pt jump shot from 23 ft,30,19
115,2,11:46.0,Defensive rebound by T. McConnell,,30,19
116,2,11:41.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by T. McConnell),,33,19
117,2,11:20.0,,J. Martin makes 3-pt jump shot from 23 ft (assist by T. Evans),33,22
118,2,11:01.0,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),,36,22
119,2,10:47.0,,M. Chalmers makes 2-pt jump shot from 4 ft,36,24
120,2,10:30.0,Turnover by R. Covington (bad pass; steal by J. Martin),,36,24
121,2,10:26.0,,J. Martin makes 2-pt dunk at rim,36,26
122,2,10:25.0,Philadelphia full timeout,,36,26
123,2,10:25.0,,D. Brooks enters the game for J. Martin,36,26
124,2,10:25.0,,I. Rabb enters the game for W. Selden,36,26
125,2,10:12.0,Personal foul by D. Davis (drawn by J. Embiid),,36,26
126,2,10:12.0,,M. Gasol enters the game for D. Davis,36,26
127,2,10:00.0,R. Covington misses 3-pt jump shot from 25 ft,,36,26
128,2,9:57.0,,Defensive rebound by T. Evans,36,26
129,2,9:52.0,,T. Evans makes 2-pt layup at rim,36,28
130,2,9:36.0,T. McConnell misses 2-pt jump shot from 12 ft (block by I. Rabb),,36,28
131,2,9:35.0,Offensive rebound by T. McConnell,,36,28
132,2,9:35.0,Turnover by T. McConnell (step out of bounds),,36,28
133,2,9:35.0,B. Simmons enters the game for T. McConnell,,36,28
134,2,9:20.0,,Turnover by D. Brooks (out of bounds lost ball),36,28
135,2,9:09.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,36,28
136,2,9:08.0,,Defensive rebound by Team,36,28
137,2,8:50.0,Offensive charge foul by T. Evans (drawn by T. Booker),,36,28
138,2,8:50.0,,Turnover by T. Evans (offensive foul),36,28
139,2,8:50.0,D. Šarić enters the game for T. Booker,,36,28
140,2,8:39.0,Personal foul by D. Brooks (drawn by B. Simmons),,36,28
141,2,8:36.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,,36,28
142,2,8:35.0,,Defensive rebound by M. Chalmers,36,28
143,2,8:22.0,,M. Chalmers misses 2-pt jump shot from 22 ft,36,28
144,2,8:19.0,,Offensive rebound by M. Gasol,36,28
145,2,8:16.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by T. Evans),36,30
146,2,7:53.0,J. Embiid makes 2-pt jump shot from 9 ft,,38,30
147,2,7:42.0,,M. Gasol misses 3-pt jump shot from 26 ft,38,30
148,2,7:39.0,Defensive rebound by D. Šarić,,38,30
149,2,7:32.0,Shooting foul by T. Evans (drawn by T. Luwawu-Cabarrot),,38,30
150,2,7:32.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,39,30
151,2,7:32.0,A. Johnson enters the game for J. Embiid,,39,30
152,2,7:32.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,40,30
153,2,7:15.0,,M. Chalmers makes 2-pt layup from 1 ft,40,32
154,2,7:15.0,,Shooting foul by A. Johnson (drawn by M. Chalmers),40,32
155,2,7:15.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,40,32
156,2,7:15.0,,M. Chalmers makes free throw 1 of 1,40,33
157,2,6:52.0,R. Covington makes 2-pt layup at rim (assist by J. Anderson),,42,33
158,2,6:31.0,,M. Gasol misses 2-pt layup at rim,42,33
159,2,6:27.0,,Offensive rebound by I. Rabb,42,33
160,2,6:27.0,,I. Rabb makes 2-pt layup at rim,42,35
161,2,6:16.0,D. Šarić misses 2-pt jump shot from 12 ft,,42,35
162,2,6:15.0,Offensive rebound by A. Johnson,,42,35
163,2,6:15.0,Shooting foul by M. Gasol (drawn by A. Johnson),,42,35
164,2,6:15.0,A. Johnson misses free throw 1 of 2,,42,35
165,2,6:15.0,Offensive rebound by Team,,42,35
166,2,6:15.0,,A. Harrison enters the game for T. Evans,42,35
167,2,6:15.0,,W. Selden enters the game for D. Brooks,42,35
168,2,6:15.0,A. Johnson misses free throw 2 of 2,,42,35
169,2,6:13.0,,Defensive rebound by M. Chalmers,42,35
170,2,5:52.0,,M. Chalmers misses 3-pt jump shot from 26 ft,42,35
171,2,5:48.0,Defensive rebound by R. Covington,,42,35
172,2,5:43.0,,Offensive charge foul by B. Simmons (drawn by M. Chalmers),42,35
173,2,5:43.0,Turnover by B. Simmons (offensive foul),,42,35
174,2,5:18.0,,W. Selden misses 2-pt jump shot from 8 ft,42,35
175,2,5:17.0,,Offensive rebound by Team,42,35
176,2,5:17.0,,B. McLemore enters the game for M. Chalmers,42,35
177,2,5:08.0,,M. Gasol makes 2-pt jump shot from 8 ft,42,37
178,2,4:51.0,R. Covington misses 2-pt jump shot from 18 ft,,42,37
179,2,4:49.0,,Defensive rebound by I. Rabb,42,37
180,2,4:38.0,,Turnover by B. McLemore (bad pass; steal by A. Johnson),42,37
181,2,4:38.0,Personal foul by B. McLemore (drawn by A. Johnson),,42,37
182,2,4:38.0,A. Johnson makes free throw 1 of 2,,43,37
183,2,4:38.0,A. Johnson makes free throw 2 of 2,,44,37
184,2,4:31.0,,Memphis full timeout,44,37
185,2,4:17.0,,A. Harrison makes 2-pt jump shot at rim,44,39
186,2,4:00.0,J. Anderson makes 2-pt dunk at rim (assist by R. Covington),,46,39
187,2,3:47.0,,I. Rabb makes 2-pt dunk at rim (assist by W. Selden),46,41
188,2,3:32.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by A. Johnson),,49,41
189,2,3:15.0,,A. Harrison misses 2-pt jump shot from 20 ft,49,41
190,2,3:13.0,Defensive rebound by R. Covington,,49,41
191,2,3:04.0,B. Simmons misses 2-pt hook shot from 7 ft,,49,41
192,2,3:00.0,Offensive rebound by A. Johnson,,49,41
193,2,3:00.0,A. Johnson misses 2-pt layup from 1 ft (block by A. Harrison),,49,41
194,2,3:00.0,Offensive rebound by A. Johnson,,49,41
195,2,3:00.0,Shooting foul by W. Selden (drawn by A. Johnson),,49,41
196,2,3:00.0,A. Johnson makes free throw 1 of 2,,50,41
197,2,3:00.0,,J. Martin enters the game for A. Harrison,50,41
198,2,3:00.0,,M. Chalmers enters the game for I. Rabb,50,41
199,2,3:00.0,,T. Evans enters the game for B. McLemore,50,41
200,2,3:00.0,T. Luwawu-Cabarrot enters the game for J. Anderson,,50,41
201,2,3:00.0,T. McConnell enters the game for R. Covington,,50,41
202,2,3:00.0,A. Johnson misses free throw 2 of 2,,50,41
203,2,2:56.0,,Defensive rebound by M. Gasol,50,41
204,2,2:53.0,,W. Selden makes 2-pt dunk at rim (assist by T. Evans),50,43
205,2,2:42.0,Turnover by D. Šarić (lost ball; steal by M. Chalmers),,50,43
206,2,2:39.0,,M. Chalmers makes 2-pt layup at rim,50,45
207,2,2:20.0,T. McConnell misses 3-pt jump shot from 24 ft,,50,45
208,2,2:18.0,,Defensive rebound by W. Selden,50,45
209,2,2:18.0,,Personal take foul by A. Johnson (drawn by J. Martin),50,45
210,2,2:18.0,J. Embiid enters the game for A. Johnson,,50,45
211,2,2:01.0,,W. Selden misses 3-pt jump shot from 24 ft,50,45
212,2,1:58.0,Defensive rebound by J. Embiid,,50,45
213,2,1:46.0,D. Šarić makes 2-pt layup at rim (assist by B. Simmons),,52,45
214,2,1:20.0,,J. Martin misses 2-pt layup from 6 ft,52,45
215,2,1:19.0,,Offensive rebound by J. Martin,52,45
216,2,1:19.0,,Shooting foul by J. Embiid (drawn by J. Martin),52,45
217,2,1:19.0,,J. Martin makes free throw 1 of 2,52,46
218,2,1:19.0,,J. Martin makes free throw 2 of 2,52,47
219,2,0:59.0,Turnover by J. Embiid (out of bounds lost ball),,52,47
220,2,0:46.0,,T. Evans makes 2-pt layup from 2 ft,52,49
221,2,0:23.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft,,55,49
222,3,11:37.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Evans),55,49
223,3,11:37.0,,T. Evans makes free throw 1 of 2,55,50
224,3,11:37.0,,T. Evans makes free throw 2 of 2,55,51
225,3,11:19.0,B. Simmons misses 2-pt jump shot from 7 ft,,55,51
226,3,11:15.0,Offensive rebound by J. Embiid,,55,51
227,3,11:14.0,R. Covington makes 3-pt jump shot from 25 ft (assist by D. Šarić),,58,51
228,3,11:01.0,,Personal foul by J. Embiid (drawn by M. Gasol),58,51
229,3,10:53.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by J. Martin),58,54
230,3,10:36.0,Personal foul by D. Brooks (drawn by B. Simmons),,58,54
231,3,10:26.0,J. Embiid misses 2-pt layup from 2 ft,,58,54
232,3,10:23.0,Offensive rebound by D. Šarić,,58,54
233,3,10:20.0,D. Šarić misses 3-pt jump shot from 26 ft,,58,54
234,3,10:18.0,Offensive rebound by B. Simmons,,58,54
235,3,10:11.0,B. Simmons misses 2-pt layup from 1 ft,,58,54
236,3,10:08.0,,Defensive rebound by D. Brooks,58,54
237,3,10:07.0,,T. Evans misses 2-pt layup from 2 ft (block by R. Covington),58,54
238,3,10:07.0,,Offensive rebound by Team,58,54
239,3,9:52.0,,M. Gasol misses 2-pt jump shot from 9 ft,58,54
240,3,9:48.0,Defensive rebound by R. Covington,,58,54
241,3,9:42.0,B. Simmons misses 2-pt jump shot from 10 ft,,58,54
242,3,9:38.0,,Defensive rebound by M. Gasol,58,54
243,3,9:31.0,,J. Martin misses 2-pt layup from 1 ft,58,54
244,3,9:29.0,Defensive rebound by J. Embiid,,58,54
245,3,9:18.0,Shooting foul by J. Martin (drawn by J. Embiid),,58,54
246,3,9:18.0,J. Embiid makes free throw 1 of 2,,59,54
247,3,9:18.0,J. Embiid makes free throw 2 of 2,,60,54
248,3,8:56.0,,D. Brooks misses 3-pt jump shot from 26 ft,60,54
249,3,8:53.0,Defensive rebound by D. Šarić,,60,54
250,3,8:48.0,D. Šarić makes 2-pt layup from 6 ft,,62,54
251,3,8:21.0,,T. Evans misses 2-pt layup from 2 ft,62,54
252,3,8:21.0,Defensive rebound by Team,,62,54
253,3,8:04.0,D. Šarić misses 2-pt layup at rim,,62,54
254,3,8:01.0,,Defensive rebound by D. Brooks,62,54
255,3,7:57.0,,Personal foul by J. Embiid (drawn by M. Gasol),62,54
256,3,7:57.0,A. Johnson enters the game for J. Embiid,,62,54
257,3,7:57.0,J. Anderson enters the game for R. Covington,,62,54
258,3,7:43.0,,D. Brooks misses 2-pt layup at rim,62,54
259,3,7:41.0,,Offensive rebound by J. Martin,62,54
260,3,7:39.0,,J. Martin misses 2-pt layup at rim,62,54
261,3,7:39.0,,Offensive rebound by J. Martin,62,54
262,3,7:39.0,,J. Martin misses 2-pt layup at rim,62,54
263,3,7:37.0,Defensive rebound by D. Šarić,,62,54
264,3,7:32.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 22 ft (assist by B. Simmons),,65,54
265,3,7:30.0,,Memphis full timeout,65,54
266,3,7:18.0,,M. Gasol misses 3-pt jump shot from 25 ft,65,54
267,3,7:16.0,Defensive rebound by J. Anderson,,65,54
268,3,7:01.0,Turnover by T. Luwawu-Cabarrot (bad pass; steal by D. Brooks),,65,54
269,3,6:57.0,,A. Harrison misses 2-pt layup from 1 ft,65,54
270,3,6:56.0,,Offensive rebound by D. Brooks,65,54
271,3,6:56.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. Brooks),65,54
272,3,6:56.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,65,54
273,3,6:43.0,,Turnover by M. Gasol (turnover),65,54
274,3,6:20.0,B. Simmons makes 2-pt hook shot from 9 ft,,67,54
275,3,5:58.0,,D. Brooks makes 3-pt jump shot from 25 ft (assist by T. Evans),67,57
276,3,5:43.0,T. McConnell makes 3-pt jump shot from 23 ft (assist by B. Simmons),,70,57
277,3,5:26.0,,D. Brooks makes 2-pt jump shot from 18 ft,70,59
278,3,5:15.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),,73,59
279,3,4:56.0,,A. Harrison misses 2-pt layup from 1 ft,73,59
280,3,4:54.0,,Offensive rebound by M. Gasol,73,59
281,3,4:54.0,,Shooting foul by T. McConnell (drawn by D. Brooks),73,59
282,3,4:54.0,,D. Brooks makes free throw 1 of 2,73,60
283,3,4:54.0,,M. Chalmers enters the game for A. Harrison,73,60
284,3,4:54.0,,W. Selden enters the game for T. Evans,73,60
285,3,4:54.0,,D. Brooks makes free throw 2 of 2,73,61
286,3,4:45.0,Personal foul by D. Brooks (drawn by T. McConnell),,73,61
287,3,4:45.0,,M. Henry enters the game for D. Brooks,73,61
288,3,4:45.0,,D. Davis enters the game for M. Gasol,73,61
289,3,4:40.0,J. Anderson makes 2-pt jump shot from 2 ft,,75,61
290,3,4:27.0,Technical foul by J. Anderson,,75,61
291,3,4:27.0,,Technical foul by W. Selden,75,61
292,3,4:27.0,,A. Harrison enters the game for W. Selden,75,61
293,3,4:27.0,D. Šarić makes technical free throw,,76,61
294,3,4:27.0,,D. Davis makes flagrant free throw 1 of 2,76,62
295,3,4:27.0,,D. Davis misses flagrant free throw 2 of 2,76,62
296,3,4:27.0,,Offensive rebound by Team,76,62
297,3,4:24.0,,D. Davis makes 2-pt jump shot from 6 ft (assist by M. Henry),76,64
298,3,4:04.0,Turnover by J. Anderson (bad pass; steal by M. Henry),,76,64
299,3,4:03.0,,Turnover by M. Henry (bad pass),76,64
300,3,4:03.0,,I. Rabb enters the game for J. Martin,76,64
301,3,4:03.0,R. Covington enters the game for J. Anderson,,76,64
302,3,3:57.0,Personal foul by A. Harrison (drawn by B. Simmons),,76,64
303,3,3:51.0,Offensive foul by B. Simmons (drawn by A. Harrison),,76,64
304,3,3:51.0,Turnover by B. Simmons (offensive foul),,76,64
305,3,3:31.0,,Shooting foul by A. Johnson (drawn by D. Davis),76,64
306,3,3:31.0,,D. Davis makes free throw 1 of 2,76,65
307,3,3:31.0,,D. Davis makes free throw 2 of 2,76,66
308,3,3:21.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by A. Johnson),,79,66
309,3,3:01.0,,M. Henry misses 3-pt jump shot from 26 ft,79,66
310,3,2:59.0,Defensive rebound by A. Johnson,,79,66
311,3,2:53.0,Turnover by B. Simmons (bad pass; steal by M. Henry),,79,66
312,3,2:39.0,,M. Chalmers makes 2-pt jump shot from 21 ft,79,68
313,3,2:23.0,Shooting foul by I. Rabb (drawn by D. Šarić),,79,68
314,3,2:23.0,Philadelphia full timeout,,79,68
315,3,2:23.0,J. Anderson enters the game for B. Simmons,,79,68
316,3,2:23.0,D. Šarić makes free throw 1 of 2,,80,68
317,3,2:23.0,D. Šarić makes free throw 2 of 2,,81,68
318,3,2:04.0,,M. Henry misses 2-pt layup at rim,81,68
319,3,2:01.0,Defensive rebound by R. Covington,,81,68
320,3,1:39.0,D. Šarić misses 2-pt jump shot from 21 ft,,81,68
321,3,1:39.0,Offensive rebound by Team,,81,68
322,3,1:39.0,Turnover by Team (shot clock),,81,68
323,3,1:39.0,T. Booker enters the game for D. Šarić,,81,68
324,3,1:19.0,,A. Harrison misses 2-pt layup at rim (block by A. Johnson),81,68
325,3,1:16.0,Defensive rebound by T. McConnell,,81,68
326,3,1:12.0,R. Covington misses 3-pt jump shot from 24 ft,,81,68
327,3,1:09.0,,Defensive rebound by I. Rabb,81,68
328,3,1:04.0,,M. Chalmers misses 3-pt jump shot from 26 ft,81,68
329,3,1:00.0,Defensive rebound by T. McConnell,,81,68
330,3,0:59.0,J. Anderson makes 2-pt dunk at rim (assist by T. McConnell),,83,68
331,3,0:35.0,,M. Henry makes 3-pt jump shot from 22 ft (assist by A. Harrison),83,71
332,3,0:14.0,Turnover by T. McConnell (bad pass; steal by M. Henry),,83,71
333,3,0:01.0,,Shooting foul by T. McConnell (drawn by M. Chalmers),83,71
334,3,0:01.0,,M. Chalmers makes free throw 1 of 3,83,72
335,3,0:01.0,,M. Chalmers makes free throw 2 of 3,83,73
336,3,0:01.0,,M. Chalmers makes free throw 3 of 3,83,74
337,3,0:00.0,J. Anderson misses 3-pt jump shot from 26 ft,,83,74
338,3,0:00.0,Offensive rebound by Team,,83,74
339,4,11:49.0,J. Embiid makes 2-pt jump shot from 13 ft (assist by T. Luwawu-Cabarrot),,85,74
340,4,11:22.0,,M. Chalmers misses 3-pt jump shot from 24 ft,85,74
341,4,11:19.0,Defensive rebound by J. Embiid,,85,74
342,4,11:19.0,Turnover by J. Embiid (bad pass; steal by M. Chalmers),,85,74
343,4,11:11.0,,M. Henry misses 3-pt jump shot from 25 ft,85,74
344,4,11:08.0,,Offensive rebound by M. Henry,85,74
345,4,11:06.0,,M. Henry makes 2-pt layup at rim,85,76
346,4,10:53.0,Turnover by J. Embiid (bad pass; steal by D. Davis),,85,76
347,4,10:44.0,,M. Chalmers makes 3-pt jump shot from 23 ft (assist by M. Henry),85,79
348,4,10:43.0,Philadelphia full timeout,,85,79
349,4,10:43.0,,M. Gasol enters the game for D. Davis,85,79
350,4,10:35.0,Personal foul by M. Chalmers (drawn by T. Luwawu-Cabarrot),,85,79
351,4,10:21.0,T. McConnell misses 2-pt jump shot from 12 ft,,85,79
352,4,10:19.0,Offensive rebound by J. Embiid,,85,79
353,4,10:18.0,J. Embiid makes 2-pt layup from 2 ft,,87,79
354,4,10:18.0,Shooting foul by I. Rabb (drawn by J. Embiid),,87,79
355,4,10:18.0,J. Embiid misses free throw 1 of 1,,87,79
356,4,10:14.0,,Defensive rebound by M. Henry,87,79
357,4,10:03.0,,M. Henry misses 2-pt jump shot from 19 ft,87,79
358,4,10:01.0,Defensive rebound by J. Embiid,,87,79
359,4,9:45.0,Shooting foul by M. Henry (drawn by R. Covington),,87,79
360,4,9:45.0,R. Covington makes free throw 1 of 2,,88,79
361,4,9:45.0,,D. Brooks enters the game for M. Chalmers,88,79
362,4,9:45.0,R. Covington makes free throw 2 of 2,,89,79
363,4,9:26.0,,I. Rabb misses 2-pt jump shot from 20 ft,89,79
364,4,9:22.0,Defensive rebound by J. Embiid,,89,79
365,4,9:14.0,R. Covington misses 3-pt jump shot from 25 ft,,89,79
366,4,9:11.0,,Defensive rebound by M. Gasol,89,79
367,4,8:59.0,,M. Henry makes 3-pt jump shot from 26 ft (assist by T. Evans),89,82
368,4,8:39.0,Turnover by R. Covington (bad pass; steal by M. Henry),,89,82
369,4,8:32.0,,M. Henry makes 3-pt jump shot from 23 ft (assist by I. Rabb),89,85
370,4,8:09.0,T. McConnell makes 2-pt layup at rim,,91,85
371,4,8:00.0,,T. Evans makes 2-pt layup from 2 ft,91,87
372,4,8:00.0,,Shooting foul by T. McConnell (drawn by T. Evans),91,87
373,4,8:00.0,,J. Martin enters the game for I. Rabb,91,87
374,4,8:00.0,J. Anderson enters the game for T. McConnell,,91,87
375,4,8:00.0,B. Simmons enters the game for R. Covington,,91,87
376,4,8:00.0,,T. Evans makes free throw 1 of 1,91,88
377,4,7:48.0,Personal foul by M. Henry (drawn by J. Embiid),,91,88
378,4,7:48.0,D. Šarić enters the game for T. Booker,,91,88
379,4,7:37.0,,Offensive charge foul by D. Šarić (drawn by D. Brooks),91,88
380,4,7:37.0,Turnover by D. Šarić (offensive foul),,91,88
381,4,7:17.0,,T. Evans makes 3-pt jump shot from 26 ft,91,91
382,4,6:57.0,Turnover by B. Simmons (bad pass; steal by T. Evans),,91,91
383,4,6:53.0,,Shooting foul by J. Anderson (drawn by T. Evans),91,91
384,4,6:53.0,,T. Evans makes free throw 1 of 2,91,92
385,4,6:53.0,,T. Evans misses free throw 2 of 2,91,92
386,4,6:51.0,Defensive rebound by J. Embiid,,91,92
