,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
103,2,11:25.0,Defensive rebound by W. Chandler,,38,30
104,2,11:11.0,,T. Zeller makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),35,30
105,2,10:52.0,D. Harris misses 3-pt jump shot from 27 ft,,35,30
106,2,10:45.0,,Defensive rebound by S. Brown,35,30
107,2,10:38.0,,Shooting foul by D. Arthur (drawn by G. Antetokounmpo),35,30
108,2,10:38.0,,G. Antetokounmpo makes free throw 1 of 2,38,31
109,2,10:38.0,,G. Antetokounmpo makes free throw 2 of 2,38,32
110,2,10:22.0,T. Lyles misses 2-pt jump shot from 14 ft,,38,32
111,2,10:19.0,,Defensive rebound by S. Brown,38,32
112,2,10:13.0,,J. Parker makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),38,34
113,2,9:59.0,T. Lyles misses 2-pt layup from 3 ft,,38,34
114,2,9:56.0,,Defensive rebound by G. Antetokounmpo,38,34
115,2,9:48.0,,J. Terry misses 3-pt jump shot from 23 ft,38,34
116,2,9:48.0,Defensive rebound by D. Harris,,38,34
117,2,9:36.0,M. Beasley misses 3-pt jump shot from 27 ft,,38,34
118,2,9:36.0,,Defensive rebound by J. Parker,38,34
119,2,9:25.0,,G. Antetokounmpo makes 2-pt hook shot from 2 ft,38,36
120,2,9:25.0,Denver full timeout,,38,36
121,2,9:10.0,D. Harris makes 3-pt jump shot from 27 ft (assist by D. Arthur),,41,36
122,2,8:51.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),41,38
123,2,8:51.0,,Shooting foul by T. Lyles (drawn by G. Antetokounmpo),41,38
124,2,8:51.0,,G. Antetokounmpo makes free throw 1 of 1,41,39
125,2,8:36.0,W. Chandler misses 3-pt jump shot from 28 ft,,41,39
126,2,8:36.0,,Defensive rebound by S. Brown,41,39
127,2,8:20.0,,Shooting foul by W. Chandler (drawn by G. Antetokounmpo),41,39
128,2,8:20.0,,G. Antetokounmpo misses free throw 1 of 2,41,39
129,2,8:20.0,,Offensive rebound by Team,41,39
130,2,8:20.0,J. Murray enters the game for M. Beasley,,41,39
131,2,8:20.0,,G. Antetokounmpo makes free throw 2 of 2,41,40
132,2,8:11.0,D. Harris misses 3-pt jump shot from 27 ft,,41,40
133,2,8:07.0,,Defensive rebound by T. Zeller,41,40
134,2,7:58.0,,S. Brown makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),41,43
135,2,7:48.0,T. Lyles makes 2-pt dunk from 1 ft (assist by D. Arthur),,43,43
136,2,7:36.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,43,43
137,2,7:32.0,Defensive rebound by J. Murray,,43,43
138,2,7:30.0,D. Harris misses 2-pt dunk from 2 ft,,43,43
139,2,7:30.0,Offensive rebound by J. Murray,,43,43
140,2,7:17.0,Personal foul by J. Terry (drawn by T. Lyles),,43,43
141,2,7:17.0,,T. Snell enters the game for J. Parker,43,43
142,2,7:17.0,N. Jokić enters the game for D. Arthur,,43,43
143,2,7:17.0,W. Barton enters the game for T. Lyles,,43,43
144,2,7:08.0,N. Jokić misses 2-pt jump shot from 17 ft,,43,43
145,2,7:08.0,,Defensive rebound by S. Brown,43,43
146,2,6:58.0,,G. Antetokounmpo makes 2-pt jump shot from 15 ft,43,45
147,2,6:48.0,W. Barton misses 2-pt jump shot from 5 ft,,43,45
148,2,6:48.0,Offensive rebound by Team,,43,45
149,2,6:48.0,Personal foul by J. Terry (drawn by W. Barton),,43,45
150,2,6:48.0,G. Harris enters the game for D. Harris,,43,45
151,2,6:36.0,J. Murray makes 3-pt jump shot from 28 ft (assist by N. Jokić),,46,45
152,2,6:18.0,,T. Zeller misses 2-pt layup from 2 ft (block by N. Jokić),46,45
153,2,6:15.0,Defensive rebound by N. Jokić,,46,45
154,2,6:09.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by W. Barton),,49,45
155,2,6:09.0,,Milwaukee full timeout,49,45
156,2,6:09.0,,T. Maker enters the game for J. Terry,49,45
157,2,6:09.0,,E. Bledsoe enters the game for S. Brown,49,45
158,2,6:09.0,,K. Middleton enters the game for T. Zeller,49,45
159,2,5:54.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,49,45
160,2,5:51.0,Defensive rebound by N. Jokić,,49,45
161,2,5:44.0,N. Jokić makes 2-pt jump shot from 18 ft (assist by G. Harris),,51,45
162,2,5:29.0,,T. Maker misses 2-pt layup from 6 ft,51,45
163,2,5:27.0,Defensive rebound by N. Jokić,,51,45
164,2,5:25.0,G. Harris makes 3-pt jump shot from 26 ft,,54,45
165,2,5:02.0,,T. Snell makes 2-pt layup from 1 ft,54,47
166,2,4:48.0,J. Murray makes 2-pt jump shot from 5 ft (assist by W. Chandler),,56,47
167,2,4:41.0,,T. Snell misses 2-pt jump shot from 19 ft,56,47
168,2,4:38.0,Defensive rebound by N. Jokić,,56,47
169,2,4:28.0,N. Jokić makes 2-pt hook shot from 2 ft (assist by J. Murray),,58,47
170,2,4:28.0,,Milwaukee full timeout,58,47
171,2,4:28.0,,T. Zeller enters the game for T. Maker,58,47
172,2,4:22.0,,Personal foul by W. Barton (drawn by G. Antetokounmpo),58,47
173,2,4:15.0,,Personal foul by G. Harris (drawn by E. Bledsoe),58,47
174,2,4:15.0,,E. Bledsoe makes free throw 1 of 2,58,48
175,2,4:15.0,,E. Bledsoe makes free throw 2 of 2,58,49
176,2,4:06.0,Turnover by W. Chandler (lost ball; steal by E. Bledsoe),,58,49
177,2,4:02.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),58,51
178,2,3:48.0,N. Jokić makes 2-pt layup from 3 ft,,60,51
179,2,3:48.0,Shooting foul by T. Zeller (drawn by N. Jokić),,60,51
180,2,3:48.0,N. Jokić makes free throw 1 of 1,,61,51
181,2,3:26.0,,T. Snell misses 3-pt jump shot from 26 ft,61,51
182,2,3:23.0,,Offensive rebound by G. Antetokounmpo,61,51
183,2,3:13.0,,G. Antetokounmpo misses 2-pt jump shot from 13 ft,61,51
184,2,3:10.0,,Offensive rebound by T. Zeller,61,51
185,2,3:09.0,,T. Zeller makes 2-pt layup at rim,61,53
186,2,2:53.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by N. Jokić),,64,53
187,2,2:36.0,,Personal foul by J. Murray (drawn by E. Bledsoe),64,53
188,2,2:36.0,,E. Bledsoe makes free throw 1 of 2,64,54
189,2,2:36.0,,E. Bledsoe makes free throw 2 of 2,64,55
190,2,2:27.0,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),,67,55
191,2,2:15.0,,E. Bledsoe makes 2-pt layup from 2 ft,67,57
192,2,1:54.0,W. Chandler makes 3-pt jump shot from 24 ft (assist by N. Jokić),,70,57
193,2,1:35.0,,K. Middleton misses 2-pt jump shot from 17 ft,70,57
194,2,1:32.0,Defensive rebound by W. Barton,,70,57
195,2,1:21.0,W. Chandler makes 2-pt layup from 1 ft (assist by N. Jokić),,72,57
196,2,0:59.0,,K. Middleton makes 2-pt jump shot from 7 ft (assist by T. Zeller),72,59
197,2,0:59.0,,Shooting foul by W. Barton (drawn by K. Middleton),72,59
198,2,0:59.0,D. Harris enters the game for J. Murray,,72,59
199,2,0:59.0,,K. Middleton makes free throw 1 of 1,72,60
200,2,0:50.0,Turnover by N. Jokić (bad pass),,72,60
201,2,0:50.0,M. Beasley enters the game for W. Barton,,72,60
202,2,0:50.0,J. Hernangómez enters the game for W. Chandler,,72,60
203,2,0:46.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,72,62
204,2,0:46.0,,Shooting foul by N. Jokić (drawn by G. Antetokounmpo),72,62
205,2,0:46.0,,G. Antetokounmpo misses free throw 1 of 1,72,62
206,2,0:44.0,,Offensive rebound by K. Middleton,72,62
207,2,0:44.0,,K. Middleton misses 2-pt layup at rim,72,62
208,2,0:44.0,Defensive rebound by Team,,72,62
209,2,0:28.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),,74,62
210,2,0:08.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,74,62
211,2,0:05.0,Defensive rebound by N. Jokić,,74,62
212,2,0:03.0,Turnover by N. Jokić (bad pass),,74,62
213,2,0:03.0,D. Arthur enters the game for N. Jokić,,74,62
214,2,0:02.0,,Turnover by K. Middleton (bad pass),74,62
215,2,0:02.0,N. Jokić enters the game for D. Arthur,,74,62
216,2,0:01.0,Turnover by G. Harris (bad pass; steal by E. Bledsoe),,74,62
217,2,0:00.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,74,62
218,2,0:00.0,,Offensive rebound by Team,74,62
219,3,11:46.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Murray),74,62
220,3,11:33.0,Personal foul by T. Maker (drawn by N. Jokić),,74,62
221,3,11:28.0,G. Harris misses 2-pt jump shot from 11 ft,,74,62
222,3,11:25.0,Offensive rebound by N. Jokić,,74,62
223,3,11:22.0,W. Barton misses 3-pt jump shot from 27 ft,,74,62
224,3,11:19.0,,Defensive rebound by G. Antetokounmpo,74,62
225,3,11:14.0,,K. Middleton misses 3-pt jump shot from 23 ft,74,62
226,3,11:11.0,Defensive rebound by W. Barton,,74,62
227,3,10:58.0,J. Murray misses 3-pt jump shot from 26 ft,,74,62
228,3,10:55.0,,Defensive rebound by K. Middleton,74,62
229,3,10:53.0,,Turnover by K. Middleton (bad pass),74,62
230,3,10:40.0,Turnover by G. Harris (bad pass),,74,62
231,3,10:23.0,,K. Middleton misses 2-pt layup from 3 ft,74,62
232,3,10:18.0,,Offensive rebound by T. Maker,74,62
233,3,10:18.0,,T. Maker makes 2-pt dunk at rim,74,64
234,3,10:07.0,W. Barton misses 2-pt layup from 2 ft (block by K. Middleton),,74,64
235,3,10:03.0,,Defensive rebound by G. Antetokounmpo,74,64
236,3,10:01.0,,T. Maker makes 2-pt dunk at rim (assist by E. Bledsoe),74,66
237,3,9:35.0,W. Chandler misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,74,66
238,3,9:35.0,Offensive rebound by Team,,74,66
239,3,9:30.0,W. Chandler misses 2-pt jump shot from 17 ft,,74,66
240,3,9:27.0,,Defensive rebound by K. Middleton,74,66
241,3,9:14.0,,T. Maker misses 3-pt jump shot from 25 ft,74,66
242,3,9:14.0,Defensive rebound by Team,,74,66
243,3,9:04.0,Turnover by J. Murray (bad pass; steal by E. Bledsoe),,74,66
244,3,9:01.0,,K. Middleton makes 2-pt dunk at rim (assist by E. Bledsoe),74,68
245,3,9:01.0,Denver full timeout,,74,68
246,3,8:39.0,N. Jokić makes 2-pt hook shot from 7 ft,,76,68
247,3,8:23.0,,Shooting foul by W. Chandler (drawn by G. Antetokounmpo),76,68
248,3,8:23.0,,G. Antetokounmpo makes free throw 1 of 2,76,69
249,3,8:23.0,,G. Antetokounmpo makes free throw 2 of 2,76,70
250,3,8:04.0,Shooting foul by T. Maker (drawn by N. Jokić),,76,70
251,3,8:04.0,N. Jokić makes free throw 1 of 2,,77,70
252,3,8:04.0,,T. Zeller enters the game for T. Maker,77,70
253,3,8:04.0,N. Jokić makes free throw 2 of 2,,78,70
254,3,7:55.0,,Turnover by E. Bledsoe (bad pass),78,70
255,3,7:47.0,Turnover by N. Jokić (bad pass; steal by K. Middleton),,78,70
256,3,7:47.0,,Personal foul by W. Barton (drawn by K. Middleton),78,70
257,3,7:30.0,,T. Zeller makes 2-pt layup from 1 ft (assist by E. Bledsoe),78,72
258,3,7:20.0,W. Barton misses 2-pt jump shot from 15 ft,,78,72
259,3,7:17.0,,Defensive rebound by G. Antetokounmpo,78,72
260,3,7:12.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,78,74
261,3,6:57.0,J. Murray makes 3-pt jump shot from 23 ft (assist by N. Jokić),,81,74
262,3,6:34.0,,T. Zeller makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),81,76
263,3,6:23.0,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),,83,76
264,3,6:03.0,,T. Snell misses 3-pt jump shot from 22 ft,83,76
265,3,6:01.0,Defensive rebound by W. Barton,,83,76
266,3,5:48.0,J. Murray misses 2-pt jump shot from 16 ft,,83,76
267,3,5:46.0,Offensive rebound by J. Murray,,83,76
268,3,5:43.0,W. Chandler misses 3-pt jump shot from 27 ft,,83,76
269,3,5:40.0,,Defensive rebound by E. Bledsoe,83,76
270,3,5:31.0,,G. Antetokounmpo makes 2-pt hook shot from 4 ft,83,78
271,3,5:31.0,Denver full timeout,,83,78
272,3,5:31.0,,S. Kilpatrick enters the game for E. Bledsoe,83,78
273,3,5:31.0,,J. Parker enters the game for K. Middleton,83,78
274,3,5:31.0,D. Harris enters the game for W. Barton,,83,78
275,3,5:17.0,J. Murray makes 3-pt jump shot from 26 ft (assist by W. Chandler),,86,78
276,3,4:57.0,,T. Zeller makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),86,80
277,3,4:33.0,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),,89,80
278,3,4:18.0,,Shooting foul by N. Jokić (drawn by G. Antetokounmpo),89,80
279,3,4:18.0,,G. Antetokounmpo misses free throw 1 of 2,89,80
280,3,4:18.0,,Offensive rebound by Team,89,80
281,3,4:18.0,,J. Terry enters the game for T. Snell,89,80
282,3,4:18.0,,G. Antetokounmpo makes free throw 2 of 2,89,81
283,3,4:10.0,Shooting foul by S. Kilpatrick (drawn by G. Harris),,89,81
284,3,4:10.0,G. Harris misses free throw 1 of 2,,89,81
285,3,4:10.0,Offensive rebound by Team,,89,81
286,3,4:10.0,G. Harris makes free throw 2 of 2,,90,81
287,3,3:49.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,90,81
288,3,3:45.0,Defensive rebound by W. Chandler,,90,81
289,3,3:30.0,G. Harris misses 2-pt jump shot from 13 ft,,90,81
290,3,3:28.0,,Defensive rebound by J. Parker,90,81
291,3,3:24.0,,Turnover by J. Parker (bad pass; steal by W. Chandler),90,81
292,3,3:13.0,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),,93,81
293,3,3:13.0,,Milwaukee full timeout,93,81
294,3,3:13.0,T. Lyles enters the game for G. Harris,,93,81
295,3,2:56.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,93,81
296,3,2:56.0,,Offensive rebound by Team,93,81
297,3,2:56.0,Loose ball foul by W. Chandler (drawn by T. Zeller),,93,81
298,3,2:53.0,,Turnover by S. Kilpatrick (traveling),93,81
299,3,2:42.0,W. Barton enters the game for W. Chandler,,93,81
300,3,2:41.0,Shooting foul by J. Terry (drawn by J. Murray),,93,81
301,3,2:41.0,J. Murray makes free throw 1 of 3,,94,81
302,3,2:41.0,J. Murray misses free throw 2 of 3,,94,81
303,3,2:41.0,Offensive rebound by Team,,94,81
304,3,2:41.0,J. Murray makes free throw 3 of 3,,95,81
305,3,2:30.0,,J. Parker makes 2-pt layup from 4 ft,95,83
306,3,2:10.0,T. Lyles makes 2-pt jump shot from 11 ft,,97,83
307,3,2:01.0,,J. Parker makes 2-pt layup from 1 ft,97,85
308,3,2:01.0,,Shooting foul by N. Jokić (drawn by J. Parker),97,85
309,3,2:01.0,,S. Brown enters the game for S. Kilpatrick,97,85
310,3,2:01.0,,K. Middleton enters the game for G. Antetokounmpo,97,85
311,3,2:01.0,,T. Maker enters the game for T. Zeller,97,85
312,3,2:01.0,,J. Parker makes free throw 1 of 1,97,86
313,3,2:01.0,D. Arthur enters the game for N. Jokić,,97,86
314,3,1:52.0,T. Lyles makes 3-pt jump shot from 26 ft (assist by D. Harris),,100,86
315,3,1:30.0,,S. Brown misses 3-pt jump shot from 23 ft,100,86
316,3,1:28.0,Defensive rebound by W. Barton,,100,86
317,3,1:23.0,T. Lyles makes 3-pt jump shot from 28 ft (assist by W. Barton),,103,86
318,3,1:22.0,,Milwaukee full timeout,103,86
319,3,1:02.0,,J. Terry misses 2-pt jump shot from 1 ft (block by T. Lyles),103,86
320,3,1:00.0,,Offensive rebound by T. Maker,103,86
321,3,0:55.0,,K. Middleton misses 2-pt jump shot from 13 ft,103,86
322,3,0:55.0,Defensive rebound by Team,,103,86
323,3,0:55.0,,Loose ball foul by J. Terry (drawn by J. Murray),103,86
324,3,0:55.0,J. Murray misses free throw 1 of 2,,103,86
325,3,0:55.0,Offensive rebound by Team,,103,86
326,3,0:55.0,,E. Bledsoe enters the game for J. Terry,103,86
327,3,0:55.0,J. Murray makes free throw 2 of 2,,104,86
328,3,0:36.0,,K. Middleton misses 2-pt jump shot from 3 ft (block by T. Lyles),104,86
329,3,0:31.0,Defensive rebound by W. Barton,,104,86
330,3,0:28.0,J. Murray makes 3-pt jump shot from 27 ft (assist by W. Barton),,107,86
331,3,0:16.0,,Personal foul by J. Murray (drawn by E. Bledsoe),107,86
332,3,0:16.0,,E. Bledsoe makes free throw 1 of 2,107,87
333,3,0:16.0,,E. Bledsoe makes free throw 2 of 2,107,88
334,3,0:05.0,T. Lyles misses 3-pt jump shot from 27 ft,,107,88
335,3,0:00.0,,Defensive rebound by T. Maker,107,88
336,3,0:00.0,,T. Maker misses 3-pt jump shot from 41 ft,107,88
337,3,0:00.0,,Offensive rebound by Team,107,88
338,4,11:46.0,D. Harris makes 3-pt jump shot from 22 ft (assist by W. Barton),,110,88
339,4,11:26.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,110,90
340,4,11:26.0,Violation by T. Lyles (def goaltending),,110,90
341,4,11:20.0,Personal foul by K. Middleton (drawn by W. Barton),,110,90
342,4,11:04.0,T. Lyles makes 2-pt jump shot from 10 ft (assist by W. Barton),,112,90
343,4,10:48.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,112,92
344,4,10:32.0,D. Arthur misses 3-pt jump shot from 28 ft,,112,92
345,4,10:30.0,,Defensive rebound by T. Snell,112,92
346,4,10:29.0,,Personal foul by T. Lyles (drawn by T. Maker),112,92
347,4,10:23.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by T. Maker),112,94
348,4,10:05.0,W. Barton misses 3-pt jump shot from 28 ft,,112,94
349,4,10:03.0,Offensive rebound by D. Arthur,,112,94
350,4,10:01.0,G. Harris makes 3-pt jump shot from 26 ft (assist by D. Harris),,115,94
351,4,9:48.0,,Turnover by E. Bledsoe (bad pass; steal by D. Arthur),115,94
352,4,9:44.0,G. Harris makes 2-pt layup at rim (assist by D. Harris),,117,94
353,4,9:42.0,,Milwaukee full timeout,117,94
354,4,9:42.0,,T. Zeller enters the game for T. Maker,117,94
355,4,9:42.0,W. Chandler enters the game for D. Arthur,,117,94
356,4,9:30.0,,T. Snell misses 2-pt layup from 2 ft (block by W. Chandler),117,94
357,4,9:26.0,Defensive rebound by W. Chandler,,117,94
358,4,9:15.0,G. Harris misses 2-pt jump shot from 15 ft,,117,94
359,4,9:13.0,,Defensive rebound by K. Middleton,117,94
360,4,8:58.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),117,97
361,4,8:29.0,D. Harris misses 3-pt jump shot from 27 ft,,117,97
362,4,8:26.0,,Defensive rebound by K. Middleton,117,97
363,4,8:17.0,,T. Zeller makes 2-pt dunk from 2 ft (assist by G. Antetokounmpo),117,99
364,4,8:03.0,T. Lyles misses 3-pt jump shot from 27 ft,,117,99
365,4,8:00.0,,Defensive rebound by K. Middleton,117,99
366,4,7:58.0,Offensive charge foul by K. Middleton (drawn by D. Harris),,117,99
367,4,7:58.0,,Turnover by K. Middleton (offensive foul),117,99
368,4,7:58.0,N. Jokić enters the game for T. Lyles,,117,99
369,4,7:58.0,J. Murray enters the game for D. Harris,,117,99
370,4,7:44.0,W. Chandler misses 2-pt jump shot from 14 ft,,117,99
371,4,7:40.0,,Defensive rebound by K. Middleton,117,99
372,4,7:32.0,,G. Antetokounmpo makes 2-pt jump shot from 20 ft,117,101
373,4,7:16.0,N. Jokić misses 2-pt layup from 4 ft (block by G. Antetokounmpo),,117,101
