,QUARTER,TIME_REMAINING,DENVER_ACTION,CLEVELAND_ACTION,DENVER_SCORE,CLEVELAND_SCORE
84,1,0:49.0,W. Barton makes 2-pt jump shot from 8 ft (assist by J. Murray),,37,27
85,1,0:41.0,,Shooting foul by R. Jefferson (drawn by L. Nance),37,27
86,1,0:41.0,,L. Nance makes free throw 1 of 2,37,28
87,1,0:41.0,D. Harris enters the game for J. Murray,,37,28
88,1,0:41.0,,L. Nance makes free throw 2 of 2,37,29
89,1,0:34.0,Personal foul by R. Hood (drawn by M. Plumlee),,37,29
90,1,0:27.0,G. Harris misses 2-pt jump shot from 15 ft,,37,29
91,1,0:25.0,,Defensive rebound by L. Nance,37,29
92,1,0:06.0,,Personal foul by M. Plumlee (drawn by L. James),37,29
93,1,0:06.0,,L. James makes free throw 1 of 2,37,30
94,1,0:06.0,,L. James makes free throw 2 of 2,37,31
95,1,0:01.0,W. Barton misses 3-pt jump shot from 28 ft,,37,31
96,1,0:01.0,Offensive rebound by G. Harris,,37,31
97,1,0:00.0,G. Harris misses 3-pt jump shot from 26 ft,,37,31
98,1,0:00.0,Offensive rebound by Team,,37,31
99,2,11:46.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by R. Hood),37,34
100,2,11:33.0,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),,39,34
101,2,11:19.0,,K. Korver misses 3-pt jump shot from 24 ft,39,34
102,2,11:17.0,,Offensive rebound by C. Osman,39,34
103,2,11:12.0,,K. Korver misses 2-pt jump shot from 17 ft,39,34
104,2,11:10.0,Defensive rebound by W. Barton,,39,34
105,2,11:02.0,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),,41,34
106,2,10:46.0,,L. Nance misses 2-pt jump shot from 12 ft,41,34
107,2,10:44.0,Defensive rebound by W. Barton,,41,34
108,2,10:31.0,R. Jefferson makes 2-pt layup from 1 ft,,43,34
109,2,10:19.0,,Personal foul by D. Harris (drawn by L. Nance),43,34
110,2,10:15.0,,L. Nance makes 2-pt layup at rim (assist by R. Hood),43,36
111,2,9:58.0,W. Barton makes 2-pt layup at rim (assist by M. Plumlee),,45,36
112,2,9:33.0,,R. Hood misses 3-pt jump shot from 25 ft,45,36
113,2,9:30.0,,Offensive rebound by J. Clarkson,45,36
114,2,9:28.0,,L. Nance makes 2-pt dunk at rim (assist by J. Clarkson),45,38
115,2,9:12.0,W. Barton misses 3-pt jump shot from 24 ft,,45,38
116,2,9:09.0,,Defensive rebound by L. Nance,45,38
117,2,9:04.0,,R. Hood misses 3-pt jump shot from 30 ft,45,38
118,2,9:00.0,Defensive rebound by D. Harris,,45,38
119,2,8:57.0,Turnover by D. Harris (bad pass; steal by J. Clarkson),,45,38
120,2,8:53.0,,J. Clarkson makes 2-pt layup at rim,45,40
121,2,8:53.0,,Shooting foul by D. Harris (drawn by J. Clarkson),45,40
122,2,8:53.0,Denver full timeout,,45,40
123,2,8:53.0,,J. Clarkson makes free throw 1 of 1,45,41
124,2,8:29.0,M. Beasley misses 2-pt jump shot from 15 ft,,45,41
125,2,8:26.0,,Defensive rebound by J. Clarkson,45,41
126,2,8:22.0,,R. Hood misses 3-pt jump shot from 26 ft,45,41
127,2,8:16.0,,Offensive rebound by L. Nance,45,41
128,2,8:11.0,,L. Nance makes 2-pt dunk from 1 ft (assist by C. Osman),45,43
129,2,7:49.0,W. Barton makes 2-pt jump shot from 5 ft,,47,43
130,2,7:49.0,Shooting foul by L. Nance (drawn by W. Barton),,47,43
131,2,7:49.0,W. Barton makes free throw 1 of 1,,48,43
132,2,7:31.0,,L. Nance makes 2-pt jump shot from 16 ft,48,45
133,2,7:19.0,D. Harris makes 3-pt jump shot from 26 ft (assist by R. Jefferson),,51,45
134,2,7:05.0,,J. Clarkson misses 3-pt jump shot from 27 ft,51,45
135,2,7:03.0,Defensive rebound by R. Jefferson,,51,45
136,2,6:46.0,M. Beasley makes 3-pt jump shot from 23 ft (assist by W. Barton),,54,45
137,2,6:44.0,,Cleveland full timeout,54,45
138,2,6:44.0,,J. Smith enters the game for K. Korver,54,45
139,2,6:44.0,,L. James enters the game for C. Osman,54,45
140,2,6:44.0,P. Millsap enters the game for R. Jefferson,,54,45
141,2,6:44.0,G. Harris enters the game for M. Plumlee,,54,45
142,2,6:44.0,N. Jokić enters the game for M. Beasley,,54,45
143,2,6:22.0,,R. Hood misses 2-pt jump shot from 11 ft,54,45
144,2,6:16.0,,Offensive rebound by R. Hood,54,45
145,2,6:16.0,,R. Hood misses 2-pt layup at rim,54,45
146,2,6:12.0,,Offensive rebound by L. Nance,54,45
147,2,6:12.0,,L. Nance makes 2-pt layup at rim,54,47
148,2,5:59.0,Personal foul by L. Nance (drawn by N. Jokić),,54,47
149,2,5:59.0,,G. Hill enters the game for J. Clarkson,54,47
150,2,5:59.0,W. Chandler enters the game for D. Harris,,54,47
151,2,5:53.0,Shooting foul by L. James (drawn by G. Harris),,54,47
152,2,5:53.0,G. Harris makes free throw 1 of 2,,55,47
153,2,5:53.0,G. Harris makes free throw 2 of 2,,56,47
154,2,5:41.0,,Shooting foul by N. Jokić (drawn by L. James),56,47
155,2,5:41.0,,L. James misses free throw 1 of 2,56,47
156,2,5:41.0,,Offensive rebound by Team,56,47
157,2,5:41.0,,T. Thompson enters the game for L. Nance,56,47
158,2,5:41.0,J. Murray enters the game for W. Barton,,56,47
159,2,5:41.0,,L. James misses free throw 2 of 2,56,47
160,2,5:38.0,Defensive rebound by W. Chandler,,56,47
161,2,5:28.0,Shooting foul by L. James (drawn by P. Millsap),,56,47
162,2,5:28.0,P. Millsap makes free throw 1 of 2,,57,47
163,2,5:28.0,,J. Clarkson enters the game for R. Hood,57,47
164,2,5:28.0,P. Millsap makes free throw 2 of 2,,58,47
165,2,5:15.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by L. James),58,49
166,2,4:58.0,G. Harris makes 2-pt jump shot from 9 ft (assist by N. Jokić),,60,49
167,2,4:52.0,,Shooting foul by G. Harris (drawn by G. Hill),60,49
168,2,4:52.0,,G. Hill makes free throw 1 of 2,60,50
169,2,4:52.0,,G. Hill makes free throw 2 of 2,60,51
170,2,4:33.0,Offensive foul by W. Chandler (drawn by J. Smith),,60,51
171,2,4:33.0,Turnover by W. Chandler (offensive foul),,60,51
172,2,4:33.0,W. Barton enters the game for W. Chandler,,60,51
173,2,4:18.0,,J. Clarkson misses 2-pt jump shot from 20 ft,60,51
174,2,4:16.0,Defensive rebound by J. Murray,,60,51
175,2,3:53.0,J. Murray makes 2-pt jump shot at rim,,62,51
176,2,3:43.0,,L. James makes 3-pt jump shot from 25 ft (assist by J. Smith),62,54
177,2,3:28.0,P. Millsap misses 2-pt jump shot from 16 ft,,62,54
178,2,3:25.0,,Defensive rebound by J. Smith,62,54
179,2,3:23.0,,Shooting foul by W. Barton (drawn by L. James),62,54
180,2,3:23.0,,L. James misses free throw 1 of 2,62,54
181,2,3:23.0,,Offensive rebound by Team,62,54
182,2,3:23.0,,L. James makes free throw 2 of 2,62,55
183,2,3:11.0,G. Harris misses 2-pt jump shot from 15 ft,,62,55
184,2,3:08.0,,Defensive rebound by J. Smith,62,55
185,2,3:04.0,,L. James misses 3-pt jump shot from 26 ft,62,55
186,2,3:00.0,Defensive rebound by W. Barton,,62,55
187,2,2:40.0,W. Barton misses 3-pt jump shot from 29 ft,,62,55
188,2,2:39.0,Offensive rebound by Team,,62,55
189,2,2:39.0,,Loose ball foul by J. Clarkson (drawn by N. Jokić),62,55
190,2,2:39.0,N. Jokić misses free throw 1 of 2,,62,55
191,2,2:39.0,Offensive rebound by Team,,62,55
192,2,2:39.0,N. Jokić makes free throw 2 of 2,,63,55
193,2,2:26.0,,T. Thompson makes 2-pt jump shot from 6 ft (assist by L. James),63,57
194,2,2:11.0,P. Millsap makes 2-pt jump shot from 15 ft,,65,57
195,2,1:55.0,,T. Thompson misses 2-pt dunk at rim,65,57
196,2,1:52.0,Defensive rebound by W. Barton,,65,57
197,2,1:50.0,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Barton),,68,57
198,2,1:50.0,,Cleveland full timeout,68,57
199,2,1:27.0,,G. Hill misses 2-pt layup from 1 ft (block by P. Millsap),68,57
200,2,1:24.0,Defensive rebound by P. Millsap,,68,57
201,2,1:19.0,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Barton),,71,57
202,2,1:03.0,,L. James makes 2-pt layup from 1 ft (assist by J. Smith),71,59
203,2,0:42.0,J. Murray misses 2-pt jump shot from 15 ft,,71,59
204,2,0:40.0,,Defensive rebound by L. James,71,59
205,2,0:37.0,,L. James makes 2-pt layup at rim,71,61
206,2,0:37.0,,Shooting foul by P. Millsap (drawn by L. James),71,61
207,2,0:37.0,,L. James makes free throw 1 of 1,71,62
208,2,0:20.0,G. Harris misses 2-pt layup from 1 ft,,71,62
209,2,0:14.0,Offensive rebound by W. Barton,,71,62
210,2,0:14.0,W. Barton makes 2-pt layup at rim,,73,62
211,2,0:00.0,,L. James misses 2-pt jump shot from 20 ft,73,62
212,2,0:00.0,,Offensive rebound by Team,73,62
213,3,11:45.0,,J. Smith makes 2-pt layup from 1 ft,73,64
214,3,11:45.0,Violation by P. Millsap (def goaltending),,73,64
215,3,11:20.0,N. Jokić makes 2-pt jump shot from 21 ft,,75,64
216,3,11:05.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),75,67
217,3,10:40.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by W. Chandler),,78,67
218,3,10:24.0,,C. Osman makes 3-pt jump shot from 22 ft (assist by G. Hill),78,70
219,3,10:11.0,Personal foul by G. Hill (drawn by J. Murray),,78,70
220,3,9:59.0,P. Millsap misses 3-pt jump shot from 27 ft,,78,70
221,3,9:55.0,,Defensive rebound by C. Osman,78,70
222,3,9:43.0,,Turnover by G. Hill (out of bounds lost ball),78,70
223,3,9:21.0,W. Chandler makes 3-pt jump shot from 26 ft (assist by P. Millsap),,81,70
224,3,9:03.0,,Turnover by L. James (bad pass; steal by J. Murray),81,70
225,3,8:45.0,G. Harris misses 3-pt jump shot from 23 ft,,81,70
226,3,8:43.0,,Defensive rebound by C. Osman,81,70
227,3,8:34.0,,J. Smith makes 2-pt jump shot from 12 ft,81,72
228,3,8:15.0,P. Millsap misses 2-pt jump shot from 15 ft,,81,72
229,3,8:13.0,,Defensive rebound by T. Thompson,81,72
230,3,8:06.0,,L. James misses 3-pt jump shot from 24 ft,81,72
231,3,8:05.0,Defensive rebound by Team,,81,72
232,3,8:05.0,,Loose ball foul by C. Osman (drawn by W. Chandler),81,72
233,3,7:48.0,N. Jokić misses 2-pt jump shot from 10 ft,,81,72
234,3,7:46.0,,Defensive rebound by L. James,81,72
235,3,7:42.0,,L. James misses 2-pt layup from 1 ft,81,72
236,3,7:42.0,,Offensive rebound by T. Thompson,81,72
237,3,7:42.0,,T. Thompson makes 2-pt layup from 1 ft,81,74
238,3,7:42.0,,Shooting foul by J. Murray (drawn by T. Thompson),81,74
239,3,7:42.0,,T. Thompson misses free throw 1 of 1,81,74
240,3,7:40.0,Defensive rebound by P. Millsap,,81,74
241,3,7:26.0,Turnover by W. Chandler (traveling),,81,74
242,3,7:12.0,,L. James misses 2-pt layup from 1 ft (block by W. Chandler),81,74
243,3,7:07.0,Defensive rebound by N. Jokić,,81,74
244,3,7:07.0,G. Harris makes 2-pt dunk from 1 ft (assist by N. Jokić),,83,74
245,3,6:56.0,,J. Smith makes 2-pt jump shot from 14 ft,83,76
246,3,6:46.0,W. Chandler misses 3-pt jump shot from 24 ft,,83,76
247,3,6:42.0,,Defensive rebound by G. Hill,83,76
248,3,6:38.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by L. James),83,78
249,3,6:38.0,Denver full timeout,,83,78
250,3,6:21.0,J. Murray makes 3-pt jump shot from 23 ft (assist by P. Millsap),,86,78
251,3,6:09.0,,L. James misses 2-pt layup at rim,86,78
252,3,6:07.0,Defensive rebound by W. Chandler,,86,78
253,3,6:07.0,J. Murray makes technical free throw,,87,78
254,3,5:49.0,P. Millsap makes 2-pt layup from 1 ft (assist by J. Murray),,89,78
255,3,5:38.0,,G. Hill makes 2-pt layup at rim,89,80
256,3,5:27.0,W. Chandler makes 3-pt jump shot from 23 ft (assist by J. Murray),,92,80
257,3,5:16.0,,T. Thompson makes 2-pt hook shot from 6 ft (assist by L. James),92,82
258,3,5:01.0,Personal foul by T. Thompson (drawn by N. Jokić),,92,82
259,3,5:01.0,W. Barton enters the game for P. Millsap,,92,82
260,3,4:50.0,G. Harris makes 3-pt jump shot from 23 ft (assist by W. Chandler),,95,82
261,3,4:36.0,,J. Smith misses 2-pt jump shot from 13 ft,95,82
262,3,4:32.0,,Offensive rebound by T. Thompson,95,82
263,3,4:32.0,,T. Thompson misses 2-pt layup at rim,95,82
264,3,4:31.0,Defensive rebound by G. Harris,,95,82
265,3,4:22.0,Turnover by J. Murray (bad pass; steal by T. Thompson),,95,82
266,3,4:13.0,,C. Osman makes 2-pt layup from 1 ft,95,84
267,3,3:58.0,W. Barton makes 2-pt layup at rim (assist by N. Jokić),,97,84
268,3,3:58.0,,Cleveland full timeout,97,84
269,3,3:58.0,,R. Hood enters the game for J. Smith,97,84
270,3,3:58.0,,J. Clarkson enters the game for T. Thompson,97,84
271,3,3:58.0,,L. Nance enters the game for C. Osman,97,84
272,3,3:58.0,D. Harris enters the game for J. Murray,,97,84
273,3,3:43.0,,L. Nance misses 3-pt jump shot from 26 ft,97,84
274,3,3:39.0,Defensive rebound by W. Barton,,97,84
275,3,3:23.0,Shooting foul by L. Nance (drawn by G. Harris),,97,84
276,3,3:23.0,G. Harris makes free throw 1 of 2,,98,84
277,3,3:23.0,G. Harris makes free throw 2 of 2,,99,84
278,3,3:10.0,,R. Hood makes 2-pt jump shot from 12 ft (assist by L. James),99,86
279,3,2:56.0,Offensive foul by N. Jokić (drawn by G. Hill),,99,86
280,3,2:56.0,Turnover by N. Jokić (offensive foul),,99,86
281,3,2:36.0,,G. Hill makes 3-pt jump shot from 22 ft (assist by L. James),99,89
282,3,2:09.0,W. Chandler makes 2-pt jump shot from 6 ft,,101,89
283,3,1:54.0,,R. Hood makes 2-pt jump shot from 7 ft,101,91
284,3,1:34.0,N. Jokić misses 2-pt hook shot from 7 ft,,101,91
285,3,1:31.0,,Defensive rebound by L. Nance,101,91
286,3,1:17.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by L. James),101,94
287,3,1:16.0,Denver full timeout,,101,94
288,3,1:16.0,M. Plumlee enters the game for N. Jokić,,101,94
289,3,1:03.0,W. Barton misses 2-pt jump shot from 6 ft,,101,94
290,3,1:01.0,,Defensive rebound by L. James,101,94
291,3,0:57.0,,J. Clarkson makes 3-pt jump shot from 22 ft (assist by L. James),101,97
292,3,0:47.0,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Chandler),,103,97
293,3,0:33.0,,L. James misses 3-pt jump shot from 23 ft,103,97
294,3,0:30.0,Defensive rebound by M. Plumlee,,103,97
295,3,0:10.0,W. Chandler misses 3-pt jump shot from 25 ft,,103,97
296,3,0:07.0,,Defensive rebound by L. Nance,103,97
297,3,0:07.0,,Personal foul by M. Plumlee (drawn by L. Nance),103,97
298,3,0:00.0,,L. Nance misses 2-pt jump shot from 11 ft,103,97
299,3,0:00.0,Defensive rebound by Team,,103,97
300,4,11:49.0,Shooting foul by L. Nance (drawn by D. Harris),,103,97
301,4,11:49.0,D. Harris misses free throw 1 of 2,,103,97
302,4,11:49.0,Offensive rebound by Team,,103,97
303,4,11:49.0,D. Harris makes free throw 2 of 2,,104,97
304,4,11:36.0,,L. James makes 2-pt hook shot from 4 ft,104,99
305,4,11:20.0,M. Plumlee misses 2-pt hook shot from 9 ft,,104,99
306,4,11:20.0,,Defensive rebound by Team,104,99
307,4,11:20.0,Loose ball foul by M. Plumlee (drawn by L. Nance),,104,99
308,4,11:10.0,,Shooting foul by R. Jefferson (drawn by L. James),104,99
309,4,11:10.0,,L. James makes free throw 1 of 2,104,100
310,4,11:10.0,,L. James makes free throw 2 of 2,104,101
311,4,10:51.0,J. Murray misses 2-pt jump shot from 20 ft,,104,101
312,4,10:49.0,,Defensive rebound by J. Clarkson,104,101
313,4,10:41.0,,J. Clarkson misses 2-pt layup from 1 ft,104,101
314,4,10:39.0,Defensive rebound by M. Plumlee,,104,101
315,4,10:20.0,Turnover by D. Harris (bad pass; steal by L. James),,104,101
316,4,10:15.0,,L. Nance misses 2-pt layup at rim,104,101
317,4,10:12.0,Defensive rebound by J. Murray,,104,101
318,4,10:06.0,W. Barton makes 3-pt jump shot from 25 ft (assist by D. Harris),,107,101
319,4,9:50.0,,J. Clarkson misses 2-pt layup from 1 ft,107,101
320,4,9:47.0,Defensive rebound by M. Plumlee,,107,101
321,4,9:42.0,W. Barton misses 3-pt jump shot from 26 ft,,107,101
322,4,9:39.0,Offensive rebound by Team,,107,101
323,4,9:39.0,,Loose ball foul by J. Smith (drawn by R. Jefferson),107,101
324,4,9:18.0,D. Harris misses 2-pt jump shot from 19 ft,,107,101
325,4,9:16.0,,Defensive rebound by R. Hood,107,101
326,4,9:07.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),107,104
327,4,9:06.0,Denver full timeout,,107,104
328,4,8:52.0,J. Murray makes 3-pt jump shot from 27 ft (assist by R. Jefferson),,110,104
329,4,8:29.0,,L. James makes 2-pt jump shot from 12 ft,110,106
330,4,8:08.0,D. Harris misses 3-pt jump shot from 23 ft,,110,106
331,4,8:05.0,,Defensive rebound by L. James,110,106
332,4,7:56.0,,J. Smith makes 2-pt jump shot from 20 ft,110,108
333,4,7:35.0,W. Barton makes 3-pt jump shot from 27 ft,,113,108
334,4,7:20.0,,Turnover by J. Smith (bad pass; steal by M. Plumlee),113,108
335,4,7:13.0,M. Plumlee makes 2-pt layup at rim (assist by J. Murray),,115,108
336,4,6:57.0,,J. Clarkson misses 2-pt jump shot from 17 ft,115,108
337,4,6:53.0,,Offensive rebound by J. Clarkson,115,108
338,4,6:46.0,,J. Smith makes 2-pt jump shot from 15 ft,115,110
339,4,6:18.0,M. Plumlee misses 2-pt layup from 6 ft (block by R. Hood),,115,110
340,4,6:15.0,,Defensive rebound by L. Nance,115,110
341,4,6:01.0,,Turnover by L. James (out of bounds lost ball),115,110
342,4,6:01.0,,G. Hill enters the game for J. Clarkson,115,110
343,4,6:01.0,P. Millsap enters the game for M. Plumlee,,115,110
344,4,6:01.0,N. Jokić enters the game for D. Harris,,115,110
345,4,6:01.0,G. Harris enters the game for R. Jefferson,,115,110
346,4,6:01.0,W. Chandler enters the game for J. Murray,,115,110
347,4,5:49.0,N. Jokić misses 3-pt jump shot from 26 ft,,115,110
348,4,5:47.0,,Defensive rebound by R. Hood,115,110
349,4,5:32.0,,J. Smith misses 2-pt hook shot from 8 ft,115,110
350,4,5:30.0,Defensive rebound by N. Jokić,,115,110
351,4,5:10.0,N. Jokić misses 2-pt hook shot from 8 ft (block by J. Smith),,115,110
352,4,5:06.0,,Defensive rebound by G. Hill,115,110
353,4,5:04.0,,R. Hood misses 3-pt jump shot from 24 ft,115,110
354,4,5:01.0,Defensive rebound by W. Barton,,115,110
355,4,4:56.0,W. Barton misses 2-pt jump shot from 23 ft,,115,110
356,4,4:53.0,,Defensive rebound by L. James,115,110
357,4,4:49.0,Violation by P. Millsap (kicked ball),,115,110
358,4,4:49.0,,Cleveland full timeout,115,110
359,4,4:33.0,,G. Hill misses 3-pt jump shot from 23 ft,115,110
360,4,4:31.0,Defensive rebound by P. Millsap,,115,110
361,4,4:16.0,N. Jokić misses 2-pt hook shot from 8 ft,,115,110
362,4,4:15.0,Offensive rebound by N. Jokić,,115,110
363,4,4:15.0,,T. Thompson enters the game for L. Nance,115,110
364,4,4:05.0,Turnover by N. Jokić (turnover; steal by L. James),,115,110
365,4,3:50.0,,L. James misses 2-pt jump shot from 12 ft,115,110
366,4,3:47.0,Defensive rebound by N. Jokić,,115,110
367,4,3:35.0,G. Harris misses 3-pt jump shot from 23 ft,,115,110
368,4,3:31.0,,Defensive rebound by L. James,115,110
369,4,3:17.0,,Shooting foul by P. Millsap (drawn by J. Smith),115,110
370,4,3:17.0,,J. Smith makes free throw 1 of 2,115,111
371,4,3:17.0,Denver full timeout,,115,111
372,4,3:17.0,,J. Smith makes free throw 2 of 2,115,112
373,4,2:58.0,Personal foul by G. Hill (drawn by W. Chandler),,115,112
374,4,2:45.0,W. Barton misses 3-pt jump shot from 26 ft,,115,112
375,4,2:41.0,,Defensive rebound by L. James,115,112
376,4,2:40.0,,Shooting foul by W. Barton (drawn by L. James),115,112
377,4,2:40.0,,L. James makes free throw 1 of 2,115,113
378,4,2:40.0,,L. James makes free throw 2 of 2,115,114
379,4,2:26.0,P. Millsap makes 3-pt jump shot from 25 ft (assist by G. Harris),,118,114
380,4,2:10.0,,J. Smith misses 3-pt jump shot from 25 ft,118,114
381,4,2:07.0,,Offensive rebound by G. Hill,118,114
382,4,2:03.0,,J. Smith misses 3-pt jump shot from 24 ft,118,114
383,4,2:00.0,Defensive rebound by W. Barton,,118,114
384,4,1:45.0,G. Harris makes 3-pt jump shot from 30 ft,,121,114
385,4,1:36.0,,Turnover by G. Hill (out of bounds lost ball),121,114
386,4,1:16.0,W. Chandler makes 2-pt dunk at rim (assist by W. Barton),,123,114
387,4,1:16.0,,Cleveland full timeout,123,114
388,4,1:16.0,M. Plumlee enters the game for N. Jokić,,123,114
389,4,1:13.0,,J. Smith misses 3-pt jump shot from 25 ft,123,114
390,4,1:10.0,Defensive rebound by M. Plumlee,,123,114
