,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
237,3,6:55.0,Defensive rebound by D. Howard,,56,58
238,3,6:45.0,N. Batum misses 3-pt jump shot from 26 ft,,56,58
239,3,6:42.0,,Defensive rebound by J. Nurkić,56,58
240,3,6:36.0,,D. Lillard makes 2-pt layup from 1 ft,56,60
241,3,6:36.0,,Shooting foul by D. Howard (drawn by D. Lillard),56,60
242,3,6:36.0,,Portland full timeout,56,60
243,3,6:36.0,,D. Lillard makes free throw 1 of 1,56,61
244,3,6:20.0,D. Howard misses 2-pt jump shot from 4 ft,,56,61
245,3,6:16.0,,Defensive rebound by A. Aminu,56,61
246,3,6:11.0,,C. McCollum makes 2-pt jump shot from 9 ft,56,63
247,3,5:54.0,M. Kidd-Gilchrist makes 2-pt jump shot from 21 ft (assist by N. Batum),,58,63
248,3,5:38.0,,J. Nurkić makes 2-pt jump shot from 9 ft (assist by C. McCollum),58,65
249,3,5:18.0,M. Williams misses 2-pt jump shot from 10 ft,,58,65
250,3,5:15.0,,Defensive rebound by C. McCollum,58,65
251,3,5:12.0,,C. McCollum makes 3-pt jump shot from 24 ft,58,68
252,3,5:11.0,Charlotte full timeout,,58,68
253,3,5:11.0,,E. Turner enters the game for M. Harkless,58,68
254,3,5:00.0,Turnover by K. Walker (step out of bounds),,58,68
255,3,4:45.0,,D. Lillard misses 2-pt jump shot from 18 ft,58,68
256,3,4:43.0,Defensive rebound by D. Howard,,58,68
257,3,4:40.0,Personal foul by D. Lillard (drawn by K. Walker),,58,68
258,3,4:35.0,Turnover by M. Williams (bad pass; steal by A. Aminu),,58,68
259,3,4:32.0,,J. Nurkić misses 2-pt jump shot from 5 ft,58,68
260,3,4:29.0,Defensive rebound by M. Kidd-Gilchrist,,58,68
261,3,4:21.0,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,,58,68
262,3,4:21.0,,Defensive rebound by A. Aminu,58,68
263,3,4:08.0,,E. Turner misses 3-pt jump shot from 22 ft,58,68
264,3,4:08.0,,Offensive rebound by A. Aminu,58,68
265,3,4:05.0,,E. Turner makes 3-pt jump shot from 22 ft (assist by A. Aminu),58,71
266,3,3:35.0,K. Walker misses 3-pt jump shot from 25 ft,,58,71
267,3,3:35.0,,Defensive rebound by A. Aminu,58,71
268,3,3:30.0,,Shooting foul by D. Howard (drawn by D. Lillard),58,71
269,3,3:30.0,,D. Lillard makes free throw 1 of 2,58,72
270,3,3:30.0,,P. Connaughton enters the game for C. McCollum,58,72
271,3,3:30.0,F. Kaminsky enters the game for M. Williams,,58,72
272,3,3:30.0,J. Lamb enters the game for M. Kidd-Gilchrist,,58,72
273,3,3:30.0,,D. Lillard makes free throw 2 of 2,58,73
274,3,3:23.0,Personal foul by J. Nurkić (drawn by K. Walker),,58,73
275,3,3:14.0,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by K. Walker),,61,73
276,3,2:52.0,,D. Lillard makes 2-pt jump shot from 17 ft (assist by J. Nurkić),61,75
277,3,2:37.0,F. Kaminsky misses 2-pt jump shot from 8 ft,,61,75
278,3,2:36.0,,Defensive rebound by J. Nurkić,61,75
279,3,2:27.0,,D. Lillard misses 3-pt jump shot from 28 ft,61,75
280,3,2:26.0,Defensive rebound by D. Howard,,61,75
281,3,2:20.0,K. Walker misses 3-pt jump shot from 25 ft,,61,75
282,3,2:17.0,Offensive rebound by N. Batum,,61,75
283,3,2:08.0,J. Lamb makes 2-pt layup from 1 ft (assist by N. Batum),,63,75
284,3,1:51.0,,J. Nurkić makes 2-pt jump shot from 18 ft,63,77
285,3,1:33.0,D. Howard misses 2-pt jump shot from 20 ft,,63,77
286,3,1:32.0,,Defensive rebound by Team,63,77
287,3,1:32.0,,Z. Collins enters the game for A. Aminu,63,77
288,3,1:32.0,,E. Davis enters the game for J. Nurkić,63,77
289,3,1:32.0,T. Graham enters the game for N. Batum,,63,77
290,3,1:32.0,C. Zeller enters the game for D. Howard,,63,77
291,3,1:32.0,M. Carter-Williams enters the game for K. Walker,,63,77
292,3,1:17.0,,D. Lillard misses 3-pt jump shot from 27 ft,63,77
293,3,1:17.0,Defensive rebound by M. Carter-Williams,,63,77
294,3,1:01.0,Shooting foul by E. Davis (drawn by C. Zeller),,63,77
295,3,1:01.0,C. Zeller makes free throw 1 of 2,,64,77
296,3,1:01.0,C. Zeller makes free throw 2 of 2,,65,77
297,3,0:45.0,,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),65,79
298,3,0:29.0,J. Lamb misses 2-pt jump shot from 17 ft,,65,79
299,3,0:26.0,,Defensive rebound by E. Turner,65,79
300,3,0:06.0,,D. Lillard misses 2-pt layup from 1 ft,65,79
301,3,0:03.0,Defensive rebound by C. Zeller,,65,79
302,3,0:00.0,J. Lamb misses 3-pt jump shot from 24 ft,,65,79
303,3,0:00.0,,Defensive rebound by Z. Collins,65,79
304,4,11:45.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),,68,79
305,4,11:25.0,,C. McCollum makes 2-pt layup from 1 ft,68,81
306,4,11:06.0,F. Kaminsky makes 2-pt hook shot from 7 ft (assist by T. Graham),,70,81
307,4,11:06.0,Shooting foul by Z. Collins (drawn by F. Kaminsky),,70,81
308,4,11:06.0,F. Kaminsky makes free throw 1 of 1,,71,81
309,4,10:50.0,,E. Davis makes 2-pt layup from 1 ft (assist by E. Turner),71,83
310,4,10:50.0,,Shooting foul by M. Carter-Williams (drawn by E. Davis),71,83
311,4,10:50.0,,E. Davis makes free throw 1 of 1,71,84
312,4,10:41.0,C. Zeller misses 2-pt jump shot from 20 ft,,71,84
313,4,10:37.0,,Defensive rebound by S. Napier,71,84
314,4,10:26.0,,Shooting foul by F. Kaminsky (drawn by Z. Collins),71,84
315,4,10:26.0,,Z. Collins misses free throw 1 of 2,71,84
316,4,10:26.0,,Offensive rebound by Team,71,84
317,4,10:26.0,,Z. Collins makes free throw 2 of 2,71,85
318,4,10:13.0,Turnover by F. Kaminsky (lost ball; steal by Z. Collins),,71,85
319,4,10:08.0,,C. McCollum misses 3-pt jump shot from 23 ft,71,85
320,4,10:06.0,Defensive rebound by Team,,71,85
321,4,9:47.0,Shooting foul by E. Davis (drawn by C. Zeller),,71,85
322,4,9:47.0,C. Zeller misses free throw 1 of 2,,71,85
323,4,9:47.0,Offensive rebound by Team,,71,85
324,4,9:47.0,C. Zeller misses free throw 2 of 2,,71,85
325,4,9:45.0,,Defensive rebound by E. Davis,71,85
326,4,9:28.0,,C. McCollum misses 2-pt jump shot from 6 ft,71,85
327,4,9:28.0,Defensive rebound by Team,,71,85
328,4,9:28.0,,Loose ball foul by E. Davis (drawn by F. Kaminsky),71,85
329,4,9:11.0,J. Lamb makes 2-pt jump shot from 20 ft,,73,85
330,4,9:11.0,Shooting foul by C. McCollum (drawn by J. Lamb),,73,85
331,4,9:11.0,J. Lamb makes free throw 1 of 1,,74,85
332,4,8:51.0,,E. Turner makes 2-pt jump shot from 13 ft,74,87
333,4,8:36.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,74,87
334,4,8:32.0,Offensive rebound by J. Lamb,,74,87
335,4,8:26.0,T. Graham misses 3-pt jump shot from 23 ft,,74,87
336,4,8:24.0,Offensive rebound by T. Graham,,74,87
337,4,8:24.0,Shooting foul by Z. Collins (drawn by T. Graham),,74,87
338,4,8:24.0,T. Graham misses free throw 1 of 2,,74,87
339,4,8:24.0,Offensive rebound by Team,,74,87
340,4,8:24.0,T. Graham makes free throw 2 of 2,,75,87
341,4,8:12.0,,Z. Collins makes 3-pt jump shot from 25 ft (assist by S. Napier),75,90
342,4,7:53.0,F. Kaminsky misses 2-pt jump shot from 9 ft,,75,90
343,4,7:51.0,,Defensive rebound by E. Davis,75,90
344,4,7:41.0,,S. Napier misses 3-pt jump shot from 24 ft,75,90
345,4,7:37.0,Defensive rebound by F. Kaminsky,,75,90
346,4,7:32.0,M. Carter-Williams misses 2-pt jump shot from 19 ft,,75,90
347,4,7:29.0,,Defensive rebound by Z. Collins,75,90
348,4,7:14.0,,Shooting foul by M. Carter-Williams (drawn by C. McCollum),75,90
349,4,7:14.0,,C. McCollum makes free throw 1 of 2,75,91
350,4,7:14.0,,A. Aminu enters the game for E. Turner,75,91
351,4,7:14.0,,D. Lillard enters the game for Z. Collins,75,91
352,4,7:14.0,K. Walker enters the game for M. Carter-Williams,,75,91
353,4,7:14.0,,C. McCollum makes free throw 2 of 2,75,92
354,4,7:05.0,K. Walker makes 2-pt layup from 1 ft (assist by C. Zeller),,77,92
355,4,6:43.0,,Turnover by C. McCollum (lost ball; steal by F. Kaminsky),77,92
356,4,6:29.0,F. Kaminsky makes 3-pt jump shot from 27 ft (assist by K. Walker),,80,92
357,4,6:04.0,,Turnover by E. Davis (turnover),80,92
358,4,6:04.0,,Portland full timeout,80,92
359,4,6:04.0,,J. Nurkić enters the game for S. Napier,80,92
360,4,6:04.0,,M. Harkless enters the game for E. Davis,80,92
361,4,6:04.0,D. Howard enters the game for T. Graham,,80,92
362,4,6:04.0,N. Batum enters the game for C. Zeller,,80,92
363,4,5:53.0,K. Walker makes 3-pt jump shot from 24 ft,,83,92
364,4,5:39.0,,Turnover by C. McCollum (lost ball; steal by K. Walker),83,92
365,4,5:35.0,Shooting foul by M. Harkless (drawn by K. Walker),,83,92
366,4,5:35.0,K. Walker makes free throw 1 of 3,,84,92
367,4,5:35.0,K. Walker makes free throw 2 of 3,,85,92
368,4,5:35.0,M. Kidd-Gilchrist enters the game for J. Lamb,,85,92
369,4,5:35.0,K. Walker makes free throw 3 of 3,,86,92
370,4,5:19.0,,Turnover by J. Nurkić (bad pass; steal by N. Batum),86,92
371,4,5:11.0,K. Walker makes 2-pt layup from 1 ft,,88,92
372,4,4:47.0,,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),88,95
373,4,4:27.0,Shooting foul by D. Lillard (drawn by K. Walker),,88,95
374,4,4:27.0,K. Walker makes free throw 1 of 3,,89,95
375,4,4:27.0,K. Walker makes free throw 2 of 3,,90,95
376,4,4:27.0,K. Walker makes free throw 3 of 3,,91,95
377,4,4:10.0,,M. Harkless misses 3-pt jump shot from 22 ft,91,95
378,4,4:08.0,Defensive rebound by F. Kaminsky,,91,95
379,4,3:49.0,K. Walker misses 3-pt jump shot from 24 ft,,91,95
380,4,3:47.0,,Defensive rebound by A. Aminu,91,95
381,4,3:24.0,,Turnover by C. McCollum (lost ball; steal by N. Batum),91,95
382,4,3:08.0,K. Walker makes 2-pt layup from 1 ft,,93,95
