,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,HOUSTON_ACTION,MEMPHIS_SCORE,HOUSTON_SCORE
65,1,3:30.0,Personal foul by N. Hilário (drawn by M. Gasol),,18,20
66,1,3:23.0,D. Brooks makes 2-pt layup from 1 ft (assist by M. Gasol),,20,20
67,1,3:02.0,,J. Harden misses 3-pt jump shot from 26 ft,20,20
68,1,3:02.0,,Offensive rebound by Team,20,20
69,1,3:02.0,,Shooting foul by D. Brooks (drawn by L. Mbah a Moute),20,20
70,1,3:02.0,,L. Mbah a Moute makes free throw 1 of 2,20,21
71,1,3:02.0,,L. Mbah a Moute makes free throw 2 of 2,20,22
72,1,2:53.0,M. Chalmers misses 2-pt layup from 1 ft,,20,22
73,1,2:51.0,,Defensive rebound by P. Tucker,20,22
74,1,2:48.0,,J. Harden makes 2-pt layup from 2 ft (assist by P. Tucker),20,24
75,1,2:42.0,Memphis full timeout,,20,24
76,1,2:42.0,,D. Jackson enters the game for J. Harden,20,24
77,1,2:26.0,Turnover by C. Parsons (bad pass; steal by P. Tucker),,20,24
78,1,2:10.0,,N. Hilário misses 2-pt jump shot from 19 ft,20,24
79,1,2:08.0,Defensive rebound by T. Evans,,20,24
80,1,1:57.0,T. Evans misses 2-pt layup from 2 ft,,20,24
81,1,1:57.0,,Defensive rebound by T. Ariza,20,24
82,1,1:41.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by P. Tucker),20,26
83,1,1:41.0,B. Wright enters the game for M. Gasol,,20,26
84,1,1:41.0,,E. Gordon enters the game for T. Ariza,20,26
85,1,1:41.0,,Shooting foul by M. Chalmers (drawn by L. Mbah a Moute),20,26
86,1,1:41.0,,L. Mbah a Moute misses free throw 1 of 1,20,26
87,1,1:36.0,Defensive rebound by B. Wright,,20,26
88,1,1:16.0,Turnover by M. Chalmers (bad pass; steal by L. Mbah a Moute),,20,26
89,1,1:04.0,,N. Hilário misses 2-pt layup from 2 ft,20,26
90,1,1:02.0,Defensive rebound by T. Evans,,20,26
91,1,1:00.0,B. Wright makes 2-pt dunk from 1 ft (assist by T. Evans),,22,26
92,1,0:52.0,,Offensive foul by N. Hilário (drawn by D. Brooks),22,26
93,1,0:52.0,,Turnover by N. Hilário (offensive foul),22,26
94,1,0:42.0,Personal foul by D. Jackson (drawn by M. Chalmers),,22,26
95,1,0:42.0,,Turnover by D. Jackson (turnover),22,26
96,1,0:35.0,Shooting foul by D. Jackson (drawn by M. Chalmers),,22,26
97,1,0:35.0,M. Chalmers makes free throw 1 of 2,,23,26
98,1,0:35.0,M. Chalmers makes free throw 2 of 2,,24,26
99,1,0:23.0,,P. Tucker misses 3-pt jump shot from 25 ft,24,26
100,1,0:20.0,Defensive rebound by C. Parsons,,24,26
101,1,0:00.0,C. Parsons misses 2-pt jump shot from 20 ft,,24,26
102,1,0:00.0,Offensive rebound by Team,,24,26
103,2,11:38.0,,Turnover by E. Gordon (bad pass; steal by M. Chalmers),24,26
104,2,11:32.0,D. Brooks misses 3-pt jump shot from 25 ft,,24,26
105,2,11:32.0,,Defensive rebound by Team,24,26
106,2,11:13.0,,Turnover by P. Tucker (bad pass; steal by D. Brooks),24,26
107,2,11:12.0,T. Evans makes 2-pt layup from 1 ft,,26,26
108,2,11:12.0,Shooting foul by E. Gordon (drawn by T. Evans),,26,26
109,2,11:12.0,,R. Anderson enters the game for D. Jackson,26,26
110,2,11:12.0,T. Evans misses free throw 1 of 1,,26,26
111,2,11:10.0,,Defensive rebound by N. Hilário,26,26
112,2,10:54.0,,N. Hilário makes 2-pt layup from 1 ft (assist by P. Tucker),26,28
113,2,10:45.0,T. Evans misses 2-pt layup from 2 ft,,26,28
114,2,10:43.0,,Defensive rebound by N. Hilário,26,28
115,2,10:34.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by E. Gordon),26,30
116,2,10:14.0,T. Evans misses 3-pt jump shot from 26 ft,,26,30
117,2,10:11.0,,Defensive rebound by E. Gordon,26,30
118,2,10:05.0,,Personal foul by M. Chalmers (drawn by E. Gordon),26,30
119,2,9:50.0,,R. Anderson misses 2-pt layup from 2 ft,26,30
120,2,9:47.0,Defensive rebound by B. Wright,,26,30
121,2,9:31.0,Shooting foul by P. Tucker (drawn by M. Chalmers),,26,30
122,2,9:31.0,M. Chalmers makes free throw 1 of 2,,27,30
123,2,9:31.0,M. Conley enters the game for D. Brooks,,27,30
124,2,9:31.0,M. Chalmers makes free throw 2 of 2,,28,30
125,2,9:17.0,,N. Hilário makes 2-pt layup from 1 ft (assist by E. Gordon),28,32
126,2,9:17.0,,Shooting foul by M. Chalmers (drawn by N. Hilário),28,32
127,2,9:17.0,A. Harrison enters the game for M. Chalmers,,28,32
128,2,9:17.0,,N. Hilário makes free throw 1 of 1,28,33
129,2,9:01.0,A. Harrison misses 3-pt jump shot from 25 ft,,28,33
130,2,8:58.0,,Defensive rebound by P. Tucker,28,33
131,2,8:53.0,,Shooting foul by M. Conley (drawn by E. Gordon),28,33
132,2,8:53.0,,E. Gordon makes free throw 1 of 3,28,34
133,2,8:53.0,,E. Gordon makes free throw 2 of 3,28,35
134,2,8:53.0,,C. Capela enters the game for N. Hilário,28,35
135,2,8:53.0,M. Gasol enters the game for B. Wright,,28,35
136,2,8:53.0,,E. Gordon makes free throw 3 of 3,28,36
137,2,8:43.0,Turnover by M. Gasol (bad pass),,28,36
138,2,8:33.0,,E. Gordon misses 3-pt jump shot from 28 ft,28,36
139,2,8:31.0,Defensive rebound by M. Gasol,,28,36
140,2,8:23.0,Shooting block foul by P. Tucker (drawn by M. Conley),,28,36
141,2,8:23.0,M. Conley makes free throw 1 of 2,,29,36
142,2,8:23.0,J. Martin enters the game for T. Evans,,29,36
143,2,8:23.0,J. Ennis enters the game for C. Parsons,,29,36
144,2,8:23.0,M. Conley makes free throw 2 of 2,,30,36
145,2,8:07.0,,C. Capela misses 2-pt layup at rim,30,36
146,2,8:04.0,Defensive rebound by J. Martin,,30,36
147,2,7:50.0,A. Harrison misses 3-pt jump shot from 27 ft,,30,36
148,2,7:49.0,Offensive rebound by Team,,30,36
149,2,7:49.0,Personal foul by C. Capela (drawn by J. Martin),,30,36
150,2,7:49.0,,J. Harden enters the game for P. Tucker,30,36
151,2,7:39.0,,Violation by R. Anderson (kicked ball),30,36
152,2,7:26.0,M. Conley misses 2-pt jump shot from 21 ft,,30,36
153,2,7:22.0,,Defensive rebound by C. Capela,30,36
154,2,7:04.0,,E. Gordon makes 3-pt jump shot from 25 ft (assist by J. Harden),30,39
155,2,6:55.0,M. Gasol misses 3-pt jump shot from 25 ft,,30,39
156,2,6:51.0,,Defensive rebound by R. Anderson,30,39
157,2,6:38.0,,C. Capela makes 2-pt hook shot from 1 ft (assist by E. Gordon),30,41
158,2,6:34.0,Memphis full timeout,,30,41
159,2,6:34.0,,T. Ariza enters the game for E. Gordon,30,41
160,2,6:21.0,J. Martin misses 3-pt jump shot from 23 ft,,30,41
161,2,6:18.0,,Defensive rebound by C. Capela,30,41
162,2,6:03.0,,T. Ariza misses 2-pt jump shot from 19 ft,30,41
163,2,6:00.0,Defensive rebound by J. Ennis,,30,41
164,2,5:50.0,Personal foul by R. Anderson (drawn by M. Gasol),,30,41
165,2,5:50.0,M. Gasol makes free throw 1 of 2,,31,41
166,2,5:50.0,M. Gasol makes free throw 2 of 2,,32,41
167,2,5:22.0,,Turnover by J. Harden (lost ball; steal by J. Ennis),32,41
168,2,5:19.0,J. Martin makes 2-pt dunk from 2 ft (assist by J. Ennis),,34,41
169,2,5:05.0,,J. Harden misses 3-pt jump shot from 28 ft,34,41
170,2,5:03.0,Defensive rebound by M. Gasol,,34,41
171,2,5:01.0,J. Ennis makes 2-pt dunk from 1 ft (assist by M. Gasol),,36,41
172,2,5:01.0,,Houston full timeout,36,41
173,2,5:01.0,,E. Gordon enters the game for L. Mbah a Moute,36,41
174,2,4:39.0,,E. Gordon misses 2-pt jump shot from 6 ft,36,41
175,2,4:37.0,Defensive rebound by A. Harrison,,36,41
176,2,4:29.0,J. Martin makes 2-pt jump shot from 2 ft (assist by A. Harrison),,38,41
177,2,4:18.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),38,44
178,2,3:55.0,Shooting foul by E. Gordon (drawn by M. Conley),,38,44
179,2,3:55.0,M. Conley makes free throw 1 of 2,,39,44
180,2,3:55.0,M. Conley makes free throw 2 of 2,,40,44
181,2,3:42.0,,J. Harden misses 2-pt layup from 3 ft (block by M. Gasol),40,44
182,2,3:42.0,,Offensive rebound by Team,40,44
183,2,3:31.0,,Shooting foul by M. Gasol (drawn by E. Gordon),40,44
184,2,3:31.0,,E. Gordon makes free throw 1 of 2,40,45
185,2,3:31.0,,E. Gordon misses free throw 2 of 2,40,45
186,2,3:28.0,Defensive rebound by J. Ennis,,40,45
187,2,3:16.0,Turnover by J. Ennis (bad pass; steal by J. Harden),,40,45
188,2,3:10.0,,R. Anderson misses 3-pt jump shot from 27 ft,40,45
189,2,3:07.0,Defensive rebound by J. Martin,,40,45
190,2,2:48.0,M. Gasol makes 2-pt jump shot from 14 ft,,42,45
191,2,2:29.0,,Personal foul by J. Ennis (drawn by T. Ariza),42,45
192,2,2:29.0,,T. Ariza makes free throw 1 of 2,42,46
193,2,2:29.0,D. Brooks enters the game for M. Conley,,42,46
194,2,2:29.0,,T. Ariza makes free throw 2 of 2,42,47
195,2,2:14.0,Turnover by M. Gasol (traveling),,42,47
196,2,1:56.0,,R. Anderson misses 3-pt jump shot from 27 ft,42,47
197,2,1:53.0,Defensive rebound by J. Ennis,,42,47
198,2,1:33.0,J. Ennis misses 2-pt jump shot from 10 ft,,42,47
199,2,1:33.0,Offensive rebound by J. Martin,,42,47
200,2,1:27.0,J. Martin makes 2-pt layup at rim,,44,47
201,2,1:12.0,,C. Capela makes 2-pt hook shot from 10 ft (assist by T. Ariza),44,49
202,2,0:59.0,M. Gasol makes 2-pt dunk at rim (assist by A. Harrison),,46,49
203,2,0:47.0,,J. Harden misses 2-pt layup from 3 ft,46,49
204,2,0:44.0,,Offensive rebound by J. Harden,46,49
205,2,0:43.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by R. Anderson),46,52
206,2,0:34.0,Personal foul by C. Capela (drawn by M. Gasol),,46,52
207,2,0:34.0,M. Gasol makes free throw 1 of 2,,47,52
208,2,0:34.0,M. Gasol makes free throw 2 of 2,,48,52
209,2,0:27.0,,J. Harden makes 3-pt jump shot from 32 ft,48,55
210,2,0:08.0,Personal foul by E. Gordon (drawn by A. Harrison),,48,55
211,2,0:08.0,A. Harrison makes free throw 1 of 2,,49,55
212,2,0:08.0,A. Harrison makes free throw 2 of 2,,50,55
213,2,0:01.0,,J. Harden makes 2-pt layup from 2 ft,50,57
214,3,11:42.0,,E. Gordon misses 3-pt jump shot from 27 ft,50,57
215,3,11:38.0,Defensive rebound by M. Gasol,,50,57
216,3,11:20.0,J. Martin misses 2-pt layup from 1 ft,,50,57
217,3,11:18.0,,Defensive rebound by T. Ariza,50,57
218,3,11:00.0,,Shooting foul by M. Gasol (drawn by J. Harden),50,57
219,3,11:00.0,,J. Harden makes free throw 1 of 2,50,58
220,3,11:00.0,,J. Harden makes free throw 2 of 2,50,59
221,3,10:37.0,J. Martin makes 3-pt jump shot from 23 ft (assist by M. Conley),,53,59
222,3,10:25.0,,C. Capela makes 2-pt layup from 2 ft (assist by E. Gordon),53,61
223,3,10:15.0,Personal foul by C. Capela (drawn by M. Gasol),,53,61
224,3,10:04.0,,Offensive charge foul by M. Conley (drawn by C. Capela),53,61
225,3,10:04.0,Turnover by M. Conley (offensive foul),,53,61
226,3,9:50.0,,E. Gordon misses 3-pt jump shot from 27 ft,53,61
227,3,9:47.0,Defensive rebound by J. Ennis,,53,61
228,3,9:39.0,M. Conley misses 3-pt jump shot from 24 ft,,53,61
229,3,9:36.0,Offensive rebound by J. Ennis,,53,61
230,3,9:22.0,J. Martin misses 2-pt jump shot from 8 ft,,53,61
231,3,9:20.0,,Defensive rebound by C. Capela,53,61
232,3,9:12.0,,E. Gordon misses 3-pt jump shot from 28 ft,53,61
233,3,9:09.0,Defensive rebound by J. Ennis,,53,61
234,3,8:59.0,Personal foul by T. Ariza (drawn by M. Gasol),,53,61
235,3,8:46.0,M. Conley misses 2-pt layup from 3 ft (block by C. Capela),,53,61
236,3,8:37.0,,Defensive rebound by J. Harden,53,61
237,3,8:37.0,,Personal foul by J. Ennis (drawn by J. Harden),53,61
238,3,8:24.0,,J. Harden makes 2-pt layup from 1 ft,53,63
239,3,8:24.0,,Shooting foul by J. Martin (drawn by J. Harden),53,63
240,3,8:24.0,,J. Harden misses free throw 1 of 1,53,63
241,3,8:20.0,Defensive rebound by J. Martin,,53,63
242,3,7:59.0,Turnover by M. Conley (lost ball; steal by C. Capela),,53,63
243,3,7:56.0,,E. Gordon makes 2-pt layup at rim (assist by J. Harden),53,65
244,3,7:56.0,Memphis full timeout,,53,65
245,3,7:56.0,D. Brooks enters the game for A. Harrison,,53,65
246,3,7:46.0,Shooting foul by E. Gordon (drawn by J. Ennis),,53,65
247,3,7:46.0,J. Ennis makes free throw 1 of 2,,54,65
248,3,7:46.0,,L. Mbah a Moute enters the game for E. Gordon,54,65
249,3,7:46.0,C. Parsons enters the game for J. Martin,,54,65
250,3,7:46.0,J. Ennis makes free throw 2 of 2,,55,65
251,3,7:31.0,,J. Harden misses 3-pt jump shot from 27 ft,55,65
252,3,7:28.0,,Offensive rebound by R. Anderson,55,65
253,3,7:15.0,,R. Anderson misses 2-pt jump shot from 18 ft,55,65
254,3,7:15.0,Defensive rebound by Team,,55,65
255,3,7:15.0,Personal foul by C. Capela (drawn by M. Gasol),,55,65
256,3,7:15.0,,N. Hilário enters the game for C. Capela,55,65
257,3,7:15.0,,P. Tucker enters the game for R. Anderson,55,65
258,3,7:08.0,Def 3 sec tech foul by P. Tucker,,55,65
259,3,7:08.0,M. Conley makes technical free throw,,56,65
260,3,6:59.0,J. Ennis misses 2-pt jump shot from 5 ft,,56,65
261,3,6:56.0,,Defensive rebound by P. Tucker,56,65
262,3,6:53.0,,T. Ariza misses 3-pt jump shot from 24 ft,56,65
263,3,6:53.0,Defensive rebound by M. Conley,,56,65
264,3,6:36.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by M. Conley),,59,65
265,3,6:14.0,,J. Harden makes 2-pt layup from 1 ft (assist by N. Hilário),59,67
266,3,6:03.0,M. Conley misses 2-pt layup from 4 ft,,59,67
267,3,6:00.0,,Defensive rebound by P. Tucker,59,67
268,3,5:54.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,59,67
269,3,5:51.0,Defensive rebound by J. Ennis,,59,67
270,3,5:47.0,C. Parsons misses 3-pt jump shot from 26 ft,,59,67
271,3,5:44.0,,Defensive rebound by L. Mbah a Moute,59,67
272,3,5:38.0,,L. Mbah a Moute misses 2-pt layup from 2 ft,59,67
273,3,5:35.0,Defensive rebound by J. Ennis,,59,67
274,3,5:34.0,Turnover by J. Ennis (bad pass; steal by T. Ariza),,59,67
275,3,5:33.0,,Shooting foul by M. Gasol (drawn by L. Mbah a Moute),59,67
276,3,5:33.0,,L. Mbah a Moute makes free throw 1 of 2,59,68
277,3,5:33.0,M. Chalmers enters the game for M. Conley,,59,68
278,3,5:33.0,,L. Mbah a Moute makes free throw 2 of 2,59,69
279,3,5:15.0,Shooting foul by N. Hilário (drawn by M. Gasol),,59,69
280,3,5:15.0,M. Gasol makes free throw 1 of 2,,60,69
281,3,5:15.0,M. Gasol makes free throw 2 of 2,,61,69
282,3,4:55.0,,Turnover by L. Mbah a Moute (step out of bounds),61,69
283,3,4:36.0,M. Chalmers misses 2-pt layup from 1 ft,,61,69
284,3,4:24.0,Offensive rebound by J. Ennis,,61,69
285,3,4:24.0,J. Ennis makes 2-pt dunk at rim,,63,69
286,3,4:23.0,,Turnover by P. Tucker (bad pass),63,69
287,3,4:12.0,Turnover by M. Gasol (out of bounds lost ball),,63,69
288,3,4:01.0,,Turnover by J. Harden (turnover),63,69
289,3,3:48.0,C. Parsons misses 2-pt layup from 1 ft,,63,69
290,3,3:45.0,,Defensive rebound by T. Ariza,63,69
291,3,3:41.0,,Turnover by J. Harden (bad pass),63,69
292,3,3:20.0,,Technical foul by N. Hilário,63,69
293,3,3:20.0,M. Gasol makes technical free throw,,64,69
294,3,3:07.0,M. Chalmers makes 3-pt jump shot from 27 ft,,67,69
295,3,2:46.0,,P. Tucker misses 3-pt jump shot from 25 ft,67,69
296,3,2:42.0,Defensive rebound by C. Parsons,,67,69
297,3,2:38.0,C. Parsons misses 2-pt layup from 2 ft,,67,69
298,3,2:36.0,,Defensive rebound by J. Harden,67,69
299,3,2:26.0,,J. Harden makes 2-pt layup at rim,67,71
300,3,2:11.0,Shooting foul by T. Ariza (drawn by J. Ennis),,67,71
301,3,2:11.0,,Houston full timeout,67,71
302,3,2:11.0,T. Evans enters the game for D. Brooks,,67,71
303,3,2:11.0,B. Wright enters the game for M. Gasol,,67,71
304,3,2:11.0,J. Ennis misses free throw 1 of 2,,67,71
305,3,2:11.0,Offensive rebound by Team,,67,71
306,3,2:11.0,J. Ennis makes free throw 2 of 2,,68,71
307,3,1:48.0,,P. Tucker makes 3-pt jump shot from 26 ft (assist by J. Harden),68,74
308,3,1:22.0,B. Wright misses 2-pt hook shot from 7 ft,,68,74
309,3,1:20.0,,Defensive rebound by T. Ariza,68,74
310,3,1:13.0,,J. Harden misses 3-pt jump shot from 26 ft,68,74
311,3,1:10.0,Defensive rebound by J. Ennis,,68,74
312,3,1:02.0,Shooting foul by J. Harden (drawn by C. Parsons),,68,74
313,3,1:02.0,C. Parsons makes free throw 1 of 2,,69,74
314,3,1:02.0,,E. Gordon enters the game for T. Ariza,69,74
315,3,1:02.0,,R. Anderson enters the game for J. Harden,69,74
316,3,1:02.0,D. Brooks enters the game for J. Ennis,,69,74
317,3,1:02.0,C. Parsons makes free throw 2 of 2,,70,74
318,3,0:53.0,,N. Hilário makes 2-pt layup from 2 ft (assist by E. Gordon),70,76
319,3,0:39.0,Turnover by D. Brooks (traveling),,70,76
320,3,0:34.0,,E. Gordon misses 3-pt jump shot from 26 ft,70,76
321,3,0:31.0,,Offensive rebound by R. Anderson,70,76
322,3,0:16.0,,P. Tucker misses 3-pt jump shot from 23 ft,70,76
323,3,0:12.0,,Offensive rebound by N. Hilário,70,76
324,3,0:02.0,,E. Gordon misses 3-pt jump shot from 25 ft,70,76
325,3,0:01.0,,Offensive rebound by R. Anderson,70,76
326,4,11:37.0,M. Chalmers misses 3-pt jump shot from 27 ft,,70,76
327,4,11:34.0,,Defensive rebound by R. Anderson,70,76
328,4,11:19.0,,Personal foul by C. Parsons (drawn by E. Gordon),70,76
329,4,11:19.0,J. Ennis enters the game for C. Parsons,,70,76
330,4,11:05.0,,P. Tucker misses 3-pt jump shot from 26 ft,70,76
331,4,11:05.0,Defensive rebound by Team,,70,76
332,4,10:50.0,J. Ennis makes 2-pt jump shot from 12 ft (assist by M. Chalmers),,72,76
333,4,10:30.0,,Turnover by E. Gordon (lost ball; steal by M. Chalmers),72,76
334,4,10:28.0,J. Ennis misses 2-pt layup from 1 ft,,72,76
335,4,10:28.0,Offensive rebound by Team,,72,76
336,4,10:13.0,,E. Gordon misses 2-pt layup from 8 ft,72,76
337,4,10:10.0,Defensive rebound by B. Wright,,72,76
338,4,10:06.0,T. Evans misses 2-pt layup from 3 ft,,72,76
339,4,10:03.0,,Defensive rebound by R. Anderson,72,76
340,4,9:49.0,,E. Gordon misses 3-pt jump shot from 28 ft,72,76
341,4,9:46.0,,Offensive rebound by P. Tucker,72,76
342,4,9:44.0,,T. Ariza misses 3-pt jump shot from 25 ft,72,76
343,4,9:42.0,,Offensive rebound by P. Tucker,72,76
344,4,9:32.0,,Shooting foul by T. Evans (drawn by E. Gordon),72,76
345,4,9:32.0,,E. Gordon makes free throw 1 of 2,72,77
346,4,9:32.0,,E. Gordon makes free throw 2 of 2,72,78
347,4,9:20.0,Shooting foul by L. Mbah a Moute (drawn by D. Brooks),,72,78
348,4,9:20.0,D. Brooks misses free throw 1 of 2,,72,78
349,4,9:20.0,Offensive rebound by Team,,72,78
350,4,9:20.0,D. Brooks makes free throw 2 of 2,,73,78
351,4,9:08.0,,R. Anderson makes 3-pt jump shot from 22 ft (assist by T. Ariza),73,81
352,4,8:44.0,T. Evans misses 2-pt jump shot from 17 ft,,73,81
353,4,8:41.0,,Defensive rebound by L. Mbah a Moute,73,81
354,4,8:35.0,,E. Gordon makes 2-pt layup from 1 ft,73,83
355,4,8:35.0,Memphis full timeout,,73,83
356,4,8:35.0,M. Gasol enters the game for B. Wright,,73,83
357,4,8:16.0,M. Gasol misses 2-pt hook shot from 3 ft,,73,83
358,4,8:16.0,Offensive rebound by Team,,73,83
359,4,8:12.0,M. Chalmers misses 2-pt jump shot from 20 ft,,73,83
360,4,8:08.0,,Defensive rebound by P. Tucker,73,83
361,4,8:00.0,,Offensive foul by L. Mbah a Moute (drawn by J. Ennis),73,83
362,4,8:00.0,,Turnover by L. Mbah a Moute (offensive foul),73,83
363,4,8:00.0,M. Conley enters the game for D. Brooks,,73,83
364,4,7:42.0,M. Chalmers makes 2-pt jump shot from 21 ft,,75,83
365,4,7:29.0,,E. Gordon makes 3-pt jump shot from 27 ft,75,86
366,4,7:03.0,M. Gasol makes 2-pt layup from 3 ft (assist by M. Chalmers),,77,86
367,4,7:03.0,Shooting foul by T. Ariza (drawn by M. Gasol),,77,86
368,4,7:03.0,,J. Harden enters the game for E. Gordon,77,86
369,4,7:03.0,M. Gasol makes free throw 1 of 1,,78,86
370,4,6:45.0,,Turnover by L. Mbah a Moute (out of bounds lost ball),78,86
371,4,6:36.0,Offensive foul by J. Ennis (drawn by T. Ariza),,78,86
372,4,6:36.0,Turnover by J. Ennis (offensive foul),,78,86
373,4,6:36.0,,C. Capela enters the game for R. Anderson,78,86
374,4,6:22.0,,J. Harden makes 2-pt layup from 3 ft,78,88
375,4,6:22.0,,Shooting foul by M. Conley (drawn by J. Harden),78,88
376,4,6:22.0,,J. Harden misses free throw 1 of 1,78,88
377,4,6:19.0,Defensive rebound by J. Ennis,,78,88
378,4,6:09.0,M. Conley makes 2-pt layup from 2 ft,,80,88
379,4,5:47.0,,J. Harden misses 3-pt jump shot from 29 ft,80,88
380,4,5:44.0,Defensive rebound by M. Gasol,,80,88
381,4,5:29.0,M. Gasol makes 2-pt jump shot from 14 ft (assist by T. Evans),,82,88
382,4,5:11.0,,J. Harden misses 2-pt jump shot from 18 ft,82,88
383,4,5:09.0,Defensive rebound by T. Evans,,82,88
384,4,4:54.0,M. Gasol misses 3-pt jump shot from 26 ft,,82,88
385,4,4:52.0,,Defensive rebound by J. Harden,82,88
386,4,4:37.0,,C. Capela misses 2-pt layup from 4 ft,82,88
387,4,4:34.0,Defensive rebound by T. Evans,,82,88
