,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,TORONTO_ACTION,NEW ORLEANS_SCORE,TORONTO_SCORE
378,4,7:53.0,Defensive rebound by T. Allen,,100,98
379,4,7:37.0,D. Cousins makes 2-pt hook shot from 1 ft (assist by T. Allen),,102,98
380,4,7:30.0,,Toronto full timeout,102,98
381,4,7:30.0,,D. DeRozan enters the game for C. Miles,102,98
382,4,7:30.0,,S. Ibaka enters the game for F. VanVleet,102,98
383,4,7:30.0,,J. Valančiūnas enters the game for J. Poeltl,102,98
384,4,7:30.0,A. Davis enters the game for J. Nelson,,102,98
385,4,7:30.0,J. Holiday enters the game for D. Miller,,102,98
386,4,7:19.0,,Shooting foul by A. Davis (drawn by D. DeRozan),102,98
387,4,7:19.0,,D. DeRozan makes free throw 1 of 2,102,99
388,4,7:19.0,,D. DeRozan makes free throw 2 of 2,102,100
389,4,7:05.0,A. Davis misses 2-pt layup from 1 ft (block by S. Ibaka),,102,100
390,4,7:03.0,,Defensive rebound by O. Anunoby,102,100
391,4,6:55.0,,Shooting foul by D. Cousins (drawn by J. Valančiūnas),102,100
392,4,6:55.0,,J. Valančiūnas misses free throw 1 of 2,102,100
393,4,6:55.0,,Offensive rebound by Team,102,100
394,4,6:55.0,,J. Valančiūnas makes free throw 2 of 2,102,101
395,4,6:44.0,Personal foul by S. Ibaka (drawn by A. Davis),,102,101
396,4,6:38.0,E. Moore misses 2-pt jump shot from 5 ft,,102,101
397,4,6:34.0,,Defensive rebound by S. Ibaka,102,101
398,4,6:20.0,,S. Ibaka misses 2-pt hook shot from 6 ft,102,101
399,4,6:18.0,Defensive rebound by A. Davis,,102,101
400,4,6:08.0,D. Cousins misses 2-pt jump shot from 4 ft,,102,101
401,4,6:06.0,,Defensive rebound by J. Valančiūnas,102,101
402,4,5:57.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by K. Lowry),102,103
403,4,5:40.0,A. Davis makes 3-pt jump shot from 25 ft (assist by J. Holiday),,105,103
404,4,5:17.0,,K. Lowry makes 3-pt jump shot from 22 ft (assist by S. Ibaka),105,106
405,4,4:58.0,J. Holiday misses 2-pt layup from 2 ft,,105,106
406,4,4:57.0,,Defensive rebound by J. Valančiūnas,105,106
407,4,4:45.0,,D. DeRozan misses 2-pt jump shot from 10 ft,105,106
408,4,4:41.0,Defensive rebound by T. Allen,,105,106
409,4,4:33.0,A. Davis misses 3-pt jump shot from 26 ft,,105,106
410,4,4:30.0,,Defensive rebound by K. Lowry,105,106
411,4,4:26.0,,Turnover by O. Anunoby (traveling),105,106
412,4,4:26.0,D. Cunningham enters the game for T. Allen,,105,106
413,4,4:26.0,J. Nelson enters the game for E. Moore,,105,106
414,4,4:15.0,J. Holiday makes 2-pt layup from 1 ft (assist by D. Cousins),,107,106
415,4,3:58.0,,O. Anunoby misses 3-pt jump shot from 25 ft,107,106
416,4,3:56.0,Defensive rebound by D. Cousins,,107,106
417,4,3:50.0,New Orleans full timeout,,107,106
418,4,3:44.0,Personal foul by O. Anunoby (drawn by D. Cousins),,107,106
419,4,3:36.0,J. Holiday misses 3-pt jump shot from 23 ft,,107,106
420,4,3:34.0,,Defensive rebound by K. Lowry,107,106
421,4,3:21.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),107,109
422,4,3:04.0,New Orleans full timeout,,107,109
423,4,3:04.0,,Toronto full timeout,107,109
424,4,2:57.0,A. Davis makes 2-pt hook shot from 3 ft (assist by J. Holiday),,109,109
425,4,2:37.0,,D. DeRozan makes 2-pt jump shot from 12 ft,109,111
426,4,2:24.0,J. Holiday misses 3-pt jump shot from 26 ft,,109,111
427,4,2:21.0,,Defensive rebound by K. Lowry,109,111
428,4,2:11.0,,J. Valančiūnas misses 2-pt layup from 1 ft,109,111
429,4,2:08.0,,Offensive rebound by J. Valančiūnas,109,111
430,4,2:06.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),109,114
431,4,1:44.0,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Holiday),,112,114
432,4,1:30.0,,D. DeRozan makes 2-pt jump shot from 6 ft,112,116
433,4,1:17.0,D. Cousins misses 3-pt jump shot from 26 ft,,112,116
434,4,1:14.0,,Defensive rebound by J. Valančiūnas,112,116
435,4,0:55.0,,D. DeRozan misses 3-pt jump shot from 23 ft,112,116
436,4,0:53.0,Defensive rebound by D. Cousins,,112,116
437,4,0:53.0,New Orleans full timeout,,112,116
438,4,0:46.0,J. Nelson makes 2-pt layup from 3 ft (assist by J. Holiday),,114,116
439,4,0:46.0,,Toronto full timeout,114,116
440,4,0:46.0,T. Allen enters the game for J. Nelson,,114,116
441,4,0:33.0,,D. DeRozan makes 2-pt jump shot from 15 ft,114,118
442,4,0:24.0,D. Cousins misses 3-pt jump shot from 27 ft,,114,118
443,4,0:20.0,,Defensive rebound by Team,114,118
444,4,0:20.0,,C. Miles enters the game for O. Anunoby,114,118
445,4,0:19.0,,Personal foul by D. Cunningham (drawn by D. DeRozan),114,118
446,4,0:19.0,,D. DeRozan misses free throw 1 of 2,114,118
447,4,0:19.0,,Offensive rebound by Team,114,118
448,4,0:19.0,,O. Anunoby enters the game for C. Miles,114,118
449,4,0:19.0,,D. DeRozan makes free throw 2 of 2,114,119
450,4,0:19.0,New Orleans full timeout,,114,119
451,4,0:19.0,J. Nelson enters the game for T. Allen,,114,119
452,4,0:19.0,A. Davis makes 2-pt layup at rim (assist by J. Nelson),,116,119
453,4,0:18.0,,Personal take foul by D. Cunningham (drawn by D. DeRozan),116,119
454,4,0:18.0,,D. DeRozan makes free throw 1 of 2,116,120
455,4,0:18.0,D. Miller enters the game for D. Cousins,,116,120
456,4,0:18.0,,D. DeRozan misses free throw 2 of 2,116,120
457,4,0:16.0,Defensive rebound by Team,,116,120
458,4,0:16.0,,Loose ball foul by J. Valančiūnas (drawn by D. Miller),116,120
459,4,0:16.0,D. Miller makes free throw 1 of 2,,117,120
460,4,0:16.0,,C. Miles enters the game for O. Anunoby,117,120
461,4,0:16.0,D. Miller makes free throw 2 of 2,,118,120
462,4,0:15.0,,Personal take foul by D. Cunningham (drawn by D. DeRozan),118,120
463,4,0:15.0,,O. Anunoby enters the game for C. Miles,118,120
464,4,0:15.0,D. Cousins enters the game for D. Cunningham,,118,120
465,4,0:15.0,,D. DeRozan makes free throw 1 of 2,118,121
466,4,0:15.0,,D. DeRozan makes free throw 2 of 2,118,122
467,4,0:11.0,J. Nelson misses 3-pt jump shot from 25 ft,,118,122
468,4,0:08.0,,Defensive rebound by K. Lowry,118,122
