,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
65,1,4:18.0,K. Lowry makes 2-pt layup from 2 ft,,14,24
66,1,3:54.0,,Turnover by E. Mudiay (lost ball; steal by C. Miles),14,24
67,1,3:48.0,Turnover by P. Siakam (traveling),,14,24
68,1,3:28.0,,G. Harris misses 3-pt jump shot from 25 ft,14,24
69,1,3:23.0,Defensive rebound by P. Siakam,,14,24
70,1,3:04.0,C. Miles makes 2-pt layup from 3 ft,,16,24
71,1,2:58.0,,Denver full timeout,16,24
72,1,2:58.0,,N. Jokić enters the game for P. Millsap,16,24
73,1,2:58.0,,W. Chandler enters the game for G. Harris,16,24
74,1,2:58.0,F. VanVleet enters the game for K. Lowry,,16,24
75,1,2:58.0,D. Wright enters the game for D. DeRozan,,16,24
76,1,2:44.0,,Personal foul by P. Siakam (drawn by W. Chandler),16,24
77,1,2:36.0,,E. Mudiay misses 2-pt jump shot from 17 ft,16,24
78,1,2:35.0,,Offensive rebound by Team,16,24
79,1,2:35.0,O. Anunoby enters the game for P. Siakam,,16,24
80,1,2:27.0,,M. Plumlee makes 2-pt layup from 5 ft (assist by N. Jokić),16,26
81,1,2:09.0,Turnover by F. VanVleet (bad pass; steal by M. Plumlee),,16,26
82,1,2:03.0,,W. Chandler makes 2-pt layup from 3 ft (assist by N. Jokić),16,28
83,1,1:38.0,L. Nogueira misses 2-pt layup from 3 ft (block by N. Jokić),,16,28
84,1,1:34.0,,Defensive rebound by N. Jokić,16,28
85,1,1:28.0,,N. Jokić makes 2-pt layup from 7 ft (assist by E. Mudiay),16,30
86,1,1:01.0,F. VanVleet misses 2-pt jump shot from 17 ft,,16,30
87,1,0:57.0,,Defensive rebound by N. Jokić,16,30
88,1,0:50.0,,E. Mudiay makes 3-pt jump shot from 22 ft (assist by W. Chandler),16,33
89,1,0:46.0,Toronto full timeout,,16,33
90,1,0:46.0,J. Poeltl enters the game for L. Nogueira,,16,33
91,1,0:34.0,C. Miles makes 3-pt jump shot from 25 ft (assist by D. Wright),,19,33
92,1,0:26.0,,Personal foul by F. VanVleet (drawn by E. Mudiay),19,33
93,1,0:26.0,,E. Mudiay makes free throw 1 of 2,19,34
94,1,0:26.0,,G. Harris enters the game for N. Jokić,19,34
95,1,0:26.0,,E. Mudiay misses free throw 2 of 2,19,34
96,1,0:22.0,Defensive rebound by J. Poeltl,,19,34
97,1,0:00.0,O. Anunoby misses 2-pt layup from 3 ft,,19,34
98,1,0:00.0,,Defensive rebound by W. Barton,19,34
99,2,11:51.0,,Personal foul by J. Poeltl (drawn by N. Jokić),19,34
100,2,11:39.0,,E. Mudiay makes 2-pt jump shot from 16 ft (assist by W. Barton),19,36
101,2,11:24.0,Shooting foul by K. Faried (drawn by J. Poeltl),,19,36
102,2,11:24.0,J. Poeltl misses free throw 1 of 2,,19,36
103,2,11:24.0,Offensive rebound by Team,,19,36
104,2,11:24.0,J. Poeltl makes free throw 2 of 2,,20,36
105,2,11:12.0,,W. Barton misses 2-pt layup from 3 ft,20,36
106,2,11:09.0,,Offensive rebound by N. Jokić,20,36
107,2,11:07.0,,E. Mudiay misses 3-pt jump shot from 26 ft,20,36
108,2,11:05.0,Defensive rebound by J. Poeltl,,20,36
109,2,10:55.0,O. Anunoby misses 3-pt jump shot from 25 ft,,20,36
110,2,10:51.0,,Defensive rebound by N. Jokić,20,36
111,2,10:41.0,,K. Faried makes 2-pt layup from 4 ft (assist by E. Mudiay),20,38
112,2,10:21.0,O. Anunoby misses 2-pt layup from 2 ft,,20,38
113,2,10:18.0,,Defensive rebound by E. Mudiay,20,38
114,2,10:17.0,,Turnover by W. Barton (bad pass),20,38
115,2,10:07.0,K. Lowry makes 3-pt jump shot from 26 ft,,23,38
116,2,9:51.0,,E. Mudiay makes 2-pt layup from 3 ft (assist by N. Jokić),23,40
117,2,9:39.0,K. Lowry misses 2-pt layup from 3 ft (block by N. Jokić),,23,40
118,2,9:38.0,,Defensive rebound by N. Jokić,23,40
119,2,9:35.0,,Shooting foul by C. Miles (drawn by K. Faried),23,40
120,2,9:35.0,,K. Faried makes free throw 1 of 2,23,41
121,2,9:35.0,D. DeRozan enters the game for O. Anunoby,,23,41
122,2,9:35.0,J. Valančiūnas enters the game for J. Poeltl,,23,41
123,2,9:35.0,N. Powell enters the game for D. Wright,,23,41
124,2,9:35.0,,K. Faried misses free throw 2 of 2,23,41
125,2,9:32.0,Defensive rebound by N. Powell,,23,41
126,2,9:26.0,K. Lowry misses 2-pt layup from 2 ft (block by W. Barton),,23,41
127,2,9:22.0,Offensive rebound by K. Lowry,,23,41
128,2,9:11.0,N. Powell misses 3-pt jump shot from 26 ft,,23,41
129,2,9:08.0,Offensive rebound by J. Valančiūnas,,23,41
130,2,9:07.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,25,41
131,2,8:52.0,,Personal foul by J. Valančiūnas (drawn by N. Jokić),25,41
132,2,8:46.0,,Personal foul by N. Powell (drawn by W. Barton),25,41
133,2,8:33.0,,E. Mudiay misses 2-pt jump shot from 8 ft,25,41
134,2,8:32.0,,Offensive rebound by E. Mudiay,25,41
135,2,8:30.0,,M. Beasley misses 3-pt jump shot from 25 ft,25,41
136,2,8:28.0,Defensive rebound by D. DeRozan,,25,41
137,2,8:17.0,J. Valančiūnas makes 2-pt layup from 3 ft (assist by D. DeRozan),,27,41
138,2,8:05.0,,N. Jokić misses 2-pt layup from 7 ft,27,41
139,2,8:03.0,,Offensive rebound by N. Jokić,27,41
140,2,8:01.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by E. Mudiay),27,44
141,2,7:43.0,D. DeRozan makes 2-pt jump shot from 11 ft,,29,44
142,2,7:33.0,,Turnover by E. Mudiay (bad pass),29,44
143,2,7:33.0,S. Ibaka enters the game for C. Miles,,29,44
144,2,7:21.0,D. DeRozan misses 2-pt layup from 5 ft,,29,44
145,2,7:18.0,Offensive rebound by J. Valančiūnas,,29,44
146,2,7:17.0,J. Valančiūnas makes 2-pt layup from 4 ft,,31,44
147,2,7:17.0,,Denver full timeout,31,44
148,2,7:17.0,,J. Murray enters the game for E. Mudiay,31,44
149,2,7:17.0,,P. Millsap enters the game for N. Jokić,31,44
150,2,7:09.0,,K. Faried makes 2-pt dunk from 3 ft (assist by W. Barton),31,46
151,2,6:51.0,Shooting foul by M. Beasley (drawn by S. Ibaka),,31,46
152,2,6:51.0,S. Ibaka makes free throw 1 of 2,,32,46
153,2,6:51.0,S. Ibaka makes free throw 2 of 2,,33,46
154,2,6:34.0,,M. Beasley misses 3-pt jump shot from 25 ft,33,46
155,2,6:32.0,Defensive rebound by J. Valančiūnas,,33,46
156,2,6:22.0,D. DeRozan makes 2-pt layup from 3 ft,,35,46
157,2,6:07.0,,W. Barton misses 2-pt jump shot from 16 ft,35,46
158,2,6:06.0,Defensive rebound by Team,,35,46
159,2,6:06.0,,G. Harris enters the game for M. Beasley,35,46
160,2,5:51.0,Shooting foul by P. Millsap (drawn by S. Ibaka),,35,46
161,2,5:51.0,S. Ibaka misses free throw 1 of 2,,35,46
162,2,5:51.0,Offensive rebound by Team,,35,46
163,2,5:51.0,,W. Chandler enters the game for W. Barton,35,46
164,2,5:51.0,S. Ibaka misses free throw 2 of 2,,35,46
165,2,5:49.0,,Defensive rebound by J. Murray,35,46
166,2,5:37.0,,Personal foul by D. DeRozan (drawn by J. Murray),35,46
167,2,5:37.0,,J. Murray makes free throw 1 of 2,35,47
168,2,5:37.0,L. Nogueira enters the game for J. Valančiūnas,,35,47
169,2,5:37.0,,J. Murray makes free throw 2 of 2,35,48
170,2,5:22.0,D. DeRozan misses 2-pt jump shot from 19 ft,,35,48
171,2,5:19.0,,Defensive rebound by G. Harris,35,48
172,2,5:10.0,,G. Harris makes 2-pt layup from 3 ft (assist by P. Millsap),35,50
173,2,4:48.0,K. Lowry misses 3-pt jump shot from 25 ft,,35,50
174,2,4:47.0,Turnover by Team (shot clock),,35,50
175,2,4:47.0,,N. Jokić enters the game for K. Faried,35,50
176,2,4:46.0,Defensive rebound by L. Nogueira,,35,50
177,2,4:28.0,,P. Millsap makes 3-pt jump shot from 25 ft (assist by G. Harris),35,53
178,2,4:28.0,,Shooting foul by S. Ibaka (drawn by P. Millsap),35,53
179,2,4:28.0,,P. Millsap makes free throw 1 of 1,35,54
180,2,4:08.0,D. DeRozan misses 3-pt jump shot from 25 ft,,35,54
181,2,4:06.0,,Defensive rebound by J. Murray,35,54
182,2,3:59.0,,G. Harris misses 3-pt jump shot from 25 ft,35,54
183,2,3:56.0,Defensive rebound by K. Lowry,,35,54
184,2,3:44.0,L. Nogueira makes 2-pt layup from 2 ft (assist by K. Lowry),,37,54
185,2,3:44.0,Shooting foul by P. Millsap (drawn by L. Nogueira),,37,54
186,2,3:44.0,D. Wright enters the game for K. Lowry,,37,54
187,2,3:44.0,L. Nogueira makes free throw 1 of 1,,38,54
188,2,3:27.0,,P. Millsap misses 3-pt jump shot from 25 ft,38,54
189,2,3:23.0,Defensive rebound by S. Ibaka,,38,54
190,2,3:13.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by N. Powell),,40,54
191,2,2:58.0,,N. Jokić makes 2-pt jump shot from 18 ft (assist by J. Murray),40,56
192,2,2:50.0,Toronto full timeout,,40,56
193,2,2:50.0,,E. Mudiay enters the game for J. Murray,40,56
194,2,2:30.0,Shooting foul by G. Harris (drawn by N. Powell),,40,56
195,2,2:30.0,N. Powell misses free throw 1 of 2,,40,56
196,2,2:30.0,Offensive rebound by Team,,40,56
197,2,2:30.0,N. Powell makes free throw 2 of 2,,41,56
198,2,2:09.0,,P. Millsap makes 2-pt jump shot from 9 ft,41,58
199,2,1:53.0,N. Powell makes 2-pt layup from 3 ft (assist by D. Wright),,43,58
200,2,1:38.0,,E. Mudiay misses 2-pt jump shot from 9 ft (block by L. Nogueira),43,58
201,2,1:35.0,Defensive rebound by S. Ibaka,,43,58
202,2,1:29.0,L. Nogueira makes 2-pt dunk from 2 ft (assist by S. Ibaka),,45,58
203,2,1:18.0,,G. Harris makes 2-pt dunk from 3 ft (assist by N. Jokić),45,60
204,2,0:59.0,Turnover by S. Ibaka (lost ball; steal by E. Mudiay),,45,60
205,2,0:52.0,,Turnover by W. Chandler (bad pass; steal by D. Wright),45,60
206,2,0:51.0,Personal foul by E. Mudiay (drawn by D. Wright),,45,60
207,2,0:51.0,D. Wright misses free throw 1 of 2,,45,60
208,2,0:51.0,Offensive rebound by Team,,45,60
209,2,0:51.0,D. Wright makes free throw 2 of 2,,46,60
210,2,0:33.0,,E. Mudiay misses 2-pt layup from 5 ft,46,60
211,2,0:31.0,Defensive rebound by N. Powell,,46,60
212,2,0:27.0,S. Ibaka misses 3-pt jump shot from 25 ft,,46,60
213,2,0:24.0,,Defensive rebound by N. Jokić,46,60
214,2,0:00.0,,N. Jokić misses 3-pt jump shot from 26 ft,46,60
215,2,0:00.0,Defensive rebound by D. Wright,,46,60
216,2,0:00.0,D. Wright misses 3-pt jump shot from 51 ft,,46,60
217,2,0:00.0,Offensive rebound by Team,,46,60
218,3,11:36.0,,N. Jokić misses 3-pt jump shot from 22 ft,46,60
219,3,11:33.0,Defensive rebound by K. Lowry,,46,60
220,3,11:25.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by K. Lowry),,49,60
221,3,11:01.0,,W. Chandler misses 2-pt jump shot from 11 ft,49,60
222,3,10:59.0,Defensive rebound by S. Ibaka,,49,60
223,3,10:52.0,D. DeRozan makes 2-pt layup from 3 ft,,51,60
224,3,10:52.0,Shooting foul by J. Murray (drawn by D. DeRozan),,51,60
225,3,10:52.0,D. DeRozan misses free throw 1 of 1,,51,60
226,3,10:50.0,,Defensive rebound by N. Jokić,51,60
227,3,10:32.0,,P. Millsap misses 2-pt jump shot from 10 ft,51,60
228,3,10:30.0,Defensive rebound by N. Powell,,51,60
229,3,10:20.0,S. Ibaka misses 3-pt jump shot from 23 ft,,51,60
230,3,10:18.0,,Defensive rebound by N. Jokić,51,60
231,3,10:13.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),51,63
232,3,9:50.0,S. Ibaka misses 2-pt jump shot from 17 ft,,51,63
233,3,9:48.0,,Defensive rebound by N. Jokić,51,63
234,3,9:44.0,,W. Chandler makes 2-pt layup from 3 ft (assist by N. Jokić),51,65
235,3,9:26.0,K. Lowry misses 3-pt jump shot from 23 ft,,51,65
236,3,9:26.0,,Defensive rebound by Team,51,65
237,3,9:26.0,,Personal foul by J. Valančiūnas (drawn by N. Jokić),51,65
238,3,9:09.0,,Shooting foul by K. Lowry (drawn by J. Murray),51,65
239,3,9:09.0,,J. Murray makes free throw 1 of 2,51,66
240,3,9:09.0,,J. Murray makes free throw 2 of 2,51,67
241,3,8:45.0,N. Powell misses 3-pt jump shot from 23 ft,,51,67
242,3,8:42.0,,Defensive rebound by J. Murray,51,67
243,3,8:38.0,,J. Murray makes 2-pt layup from 4 ft,51,69
244,3,8:19.0,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Lowry),,54,69
245,3,8:00.0,,J. Murray makes 3-pt jump shot from 25 ft,54,72
246,3,7:46.0,Turnover by K. Lowry (bad pass; steal by P. Millsap),,54,72
247,3,7:46.0,,Personal foul by N. Powell (drawn by N. Jokić),54,72
248,3,7:46.0,L. Nogueira enters the game for J. Valančiūnas,,54,72
249,3,7:31.0,,W. Chandler makes 2-pt layup from 6 ft (assist by N. Jokić),54,74
250,3,7:10.0,S. Ibaka makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,56,74
251,3,6:57.0,,W. Chandler makes 2-pt layup from 5 ft,56,76
252,3,6:57.0,,Shooting foul by L. Nogueira (drawn by W. Chandler),56,76
253,3,6:57.0,,Denver full timeout,56,76
254,3,6:57.0,P. Siakam enters the game for S. Ibaka,,56,76
255,3,6:57.0,,W. Chandler makes free throw 1 of 1,56,77
256,3,6:33.0,P. Siakam misses 2-pt layup from 7 ft,,56,77
257,3,6:31.0,,Defensive rebound by N. Jokić,56,77
258,3,6:27.0,Offensive charge foul by G. Harris (drawn by K. Lowry),,56,77
259,3,6:27.0,,Turnover by G. Harris (offensive foul),56,77
260,3,6:11.0,Turnover by D. DeRozan (bad pass),,56,77
261,3,5:59.0,,N. Jokić misses 3-pt jump shot from 26 ft,56,77
262,3,5:55.0,Defensive rebound by P. Siakam,,56,77
263,3,5:46.0,K. Lowry misses 3-pt jump shot from 26 ft,,56,77
264,3,5:42.0,,Defensive rebound by N. Jokić,56,77
265,3,5:33.0,,N. Jokić misses 2-pt layup from 9 ft,56,77
266,3,5:32.0,,Offensive rebound by P. Millsap,56,77
267,3,5:30.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by P. Millsap),56,80
268,3,5:22.0,Personal foul by J. Murray (drawn by N. Powell),,56,80
269,3,5:22.0,,W. Barton enters the game for N. Jokić,56,80
270,3,5:22.0,,M. Plumlee enters the game for W. Chandler,56,80
271,3,5:19.0,Shooting foul by G. Harris (drawn by D. DeRozan),,56,80
272,3,5:19.0,D. DeRozan makes free throw 1 of 2,,57,80
273,3,5:19.0,D. DeRozan makes free throw 2 of 2,,58,80
274,3,5:09.0,,Personal foul by K. Lowry (drawn by J. Murray),58,80
275,3,5:09.0,,J. Murray misses free throw 1 of 2,58,80
276,3,5:09.0,,Offensive rebound by Team,58,80
277,3,5:09.0,,J. Murray makes free throw 2 of 2,58,81
278,3,4:58.0,N. Powell misses 3-pt jump shot from 25 ft,,58,81
279,3,4:56.0,Offensive rebound by P. Siakam,,58,81
280,3,4:47.0,Turnover by D. DeRozan (lost ball; steal by W. Barton),,58,81
281,3,4:42.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by P. Millsap),58,84
282,3,4:38.0,Toronto full timeout,,58,84
283,3,4:38.0,D. Wright enters the game for K. Lowry,,58,84
284,3,4:38.0,C. Miles enters the game for D. DeRozan,,58,84
285,3,4:24.0,Turnover by D. Wright (lost ball; steal by P. Millsap),,58,84
286,3,4:17.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by M. Plumlee),58,87
287,3,4:01.0,Turnover by C. Miles (lost ball; steal by W. Barton),,58,87
288,3,3:55.0,,J. Murray makes 2-pt layup from 3 ft (assist by G. Harris),58,89
289,3,3:37.0,N. Powell makes 2-pt dunk from 2 ft (assist by P. Siakam),,60,89
290,3,3:22.0,,Personal foul by P. Siakam (drawn by P. Millsap),60,89
291,3,3:22.0,,P. Millsap makes free throw 1 of 2,60,90
292,3,3:22.0,,W. Chandler enters the game for G. Harris,60,90
293,3,3:22.0,J. Poeltl enters the game for L. Nogueira,,60,90
294,3,3:22.0,,P. Millsap misses free throw 2 of 2,60,90
295,3,3:20.0,Defensive rebound by P. Siakam,,60,90
296,3,3:10.0,C. Miles misses 2-pt layup from 7 ft,,60,90
297,3,3:08.0,,Defensive rebound by P. Millsap,60,90
298,3,2:57.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by P. Millsap),60,93
299,3,2:46.0,P. Siakam misses 2-pt layup from 3 ft,,60,93
300,3,2:43.0,,Defensive rebound by M. Plumlee,60,93
301,3,2:36.0,,W. Chandler misses 3-pt jump shot from 24 ft,60,93
302,3,2:33.0,Defensive rebound by J. Poeltl,,60,93
303,3,2:32.0,N. Powell makes 2-pt dunk from 2 ft,,62,93
304,3,2:32.0,Shooting foul by W. Barton (drawn by N. Powell),,62,93
305,3,2:32.0,N. Powell misses free throw 1 of 1,,62,93
306,3,2:28.0,,Defensive rebound by W. Chandler,62,93
307,3,2:14.0,,P. Millsap misses 2-pt jump shot from 13 ft,62,93
308,3,2:12.0,,Offensive rebound by M. Plumlee,62,93
309,3,2:10.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by W. Chandler),62,96
310,3,1:58.0,Turnover by C. Miles (lost ball; steal by M. Plumlee),,62,96
311,3,1:57.0,,Personal foul by C. Miles (drawn by M. Plumlee),62,96
312,3,1:57.0,,M. Plumlee misses free throw 1 of 2,62,96
313,3,1:57.0,,Offensive rebound by Team,62,96
314,3,1:57.0,,E. Mudiay enters the game for P. Millsap,62,96
315,3,1:57.0,,N. Jokić enters the game for J. Murray,62,96
316,3,1:57.0,,M. Plumlee misses free throw 2 of 2,62,96
317,3,1:55.0,Defensive rebound by P. Siakam,,62,96
318,3,1:41.0,N. Powell misses 3-pt jump shot from 25 ft,,62,96
319,3,1:37.0,,Defensive rebound by M. Plumlee,62,96
320,3,1:33.0,,Shooting foul by J. Poeltl (drawn by M. Plumlee),62,96
321,3,1:33.0,,M. Plumlee makes free throw 1 of 2,62,97
322,3,1:33.0,,M. Plumlee makes free throw 2 of 2,62,98
323,3,1:22.0,P. Siakam makes 2-pt layup from 3 ft (assist by N. Powell),,64,98
324,3,0:54.0,,M. Plumlee makes 2-pt layup from 3 ft (assist by W. Chandler),64,100
325,3,0:46.0,Personal foul by N. Jokić (drawn by D. Wright),,64,100
326,3,0:46.0,D. Wright makes free throw 1 of 2,,65,100
327,3,0:46.0,D. Wright makes free throw 2 of 2,,66,100
328,3,0:41.0,,Turnover by E. Mudiay (traveling),66,100
329,3,0:37.0,D. Wright makes 3-pt jump shot from 25 ft,,69,100
330,3,0:23.0,,W. Barton makes 3-pt jump shot from 22 ft (assist by W. Chandler),69,103
331,3,0:03.0,N. Powell makes 2-pt layup from 4 ft,,71,103
332,3,0:00.0,,E. Mudiay misses 3-pt jump shot from 32 ft,71,103
333,3,0:00.0,,Offensive rebound by Team,71,103
334,4,11:41.0,P. Siakam misses 2-pt layup from 4 ft,,71,103
335,4,11:34.0,Offensive rebound by J. Poeltl,,71,103
336,4,11:34.0,J. Poeltl makes 2-pt layup at rim,,73,103
337,4,11:20.0,,W. Barton misses 2-pt jump shot from 12 ft,73,103
338,4,11:17.0,Defensive rebound by J. Poeltl,,73,103
339,4,11:09.0,P. Siakam misses 3-pt jump shot from 25 ft,,73,103
340,4,11:06.0,,Defensive rebound by N. Jokić,73,103
341,4,10:44.0,,W. Chandler misses 3-pt jump shot from 23 ft,73,103
342,4,10:41.0,Defensive rebound by P. Siakam,,73,103
343,4,10:28.0,Turnover by D. Wright (bad pass; steal by E. Mudiay),,73,103
344,4,10:28.0,,Personal foul by O. Anunoby (drawn by E. Mudiay),73,103
345,4,10:28.0,,E. Mudiay makes free throw 2 of 2,73,104
346,4,10:28.0,,E. Mudiay misses free throw 1 of 2,73,104
347,4,10:28.0,,Offensive rebound by Team,73,104
348,4,10:13.0,,N. Jokić makes 2-pt jump shot from 21 ft (assist by E. Mudiay),73,106
349,4,10:03.0,F. VanVleet misses 3-pt jump shot from 25 ft,,73,106
350,4,10:03.0,,Defensive rebound by E. Mudiay,73,106
351,4,9:54.0,,E. Mudiay makes 2-pt layup from 4 ft,73,108
352,4,9:41.0,D. Wright misses 3-pt jump shot from 27 ft,,73,108
353,4,9:37.0,,Defensive rebound by M. Plumlee,73,108
354,4,9:29.0,,Turnover by M. Plumlee (lost ball; steal by O. Anunoby),73,108
355,4,9:20.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by D. Wright),,76,108
356,4,8:58.0,,Turnover by W. Barton (turnover),76,108
357,4,8:58.0,A. McKinnie enters the game for P. Siakam,,76,108
358,4,8:37.0,F. VanVleet misses 2-pt layup from 3 ft,,76,108
359,4,8:35.0,Offensive rebound by J. Poeltl,,76,108
360,4,8:35.0,J. Poeltl makes 2-pt layup from 3 ft,,78,108
361,4,8:35.0,,Denver full timeout,78,108
362,4,8:24.0,,N. Jokić misses 2-pt layup from 3 ft (block by F. VanVleet),78,108
363,4,8:18.0,,Offensive rebound by N. Jokić,78,108
364,4,8:17.0,,N. Jokić makes 2-pt layup from 1 ft,78,110
365,4,8:07.0,Turnover by D. Wright (lost ball; steal by N. Jokić),,78,110
366,4,8:02.0,,E. Mudiay makes 2-pt layup from 3 ft,78,112
367,4,7:41.0,Shooting foul by N. Jokić (drawn by A. McKinnie),,78,112
368,4,7:41.0,A. McKinnie makes free throw 1 of 2,,79,112
369,4,7:41.0,,K. Faried enters the game for N. Jokić,79,112
370,4,7:41.0,A. McKinnie makes free throw 2 of 2,,80,112
371,4,7:23.0,,W. Chandler misses 2-pt jump shot from 17 ft,80,112
372,4,7:20.0,Defensive rebound by O. Anunoby,,80,112
373,4,7:11.0,A. McKinnie makes 2-pt jump shot from 6 ft (assist by O. Anunoby),,82,112
374,4,6:51.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by W. Chandler),82,115
375,4,6:35.0,F. VanVleet misses 2-pt layup from 4 ft,,82,115
376,4,6:33.0,,Defensive rebound by M. Plumlee,82,115
377,4,6:31.0,,W. Barton misses 3-pt jump shot from 27 ft,82,115
378,4,6:31.0,Defensive rebound by A. McKinnie,,82,115
379,4,6:22.0,J. Poeltl misses 2-pt layup from 3 ft,,82,115
380,4,6:20.0,,Defensive rebound by W. Barton,82,115
