,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CLEVELAND_ACTION,OKLAHOMA CITY_SCORE,CLEVELAND_SCORE
39,1,8:09.0,Defensive rebound by C. Anthony,,15,9
40,1,8:01.0,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),,18,9
41,1,7:41.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by L. James),18,12
42,1,7:31.0,S. Adams makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,20,12
43,1,7:20.0,,J. Crowder misses 3-pt jump shot from 24 ft,20,12
44,1,7:17.0,Defensive rebound by C. Anthony,,20,12
45,1,7:11.0,C. Anthony misses 2-pt jump shot from 21 ft,,20,12
46,1,7:09.0,,Defensive rebound by J. Crowder,20,12
47,1,6:58.0,,Turnover by I. Thomas (out of bounds lost ball),20,12
48,1,6:58.0,Oklahoma City full timeout,,20,12
49,1,6:45.0,Shooting foul by I. Thomas (drawn by R. Westbrook),,20,12
50,1,6:45.0,R. Westbrook makes free throw 1 of 2,,21,12
51,1,6:45.0,R. Westbrook makes free throw 2 of 2,,22,12
52,1,6:29.0,,Turnover by J. Crowder (bad pass; steal by R. Westbrook),22,12
53,1,6:26.0,R. Westbrook makes 2-pt dunk from 1 ft,,24,12
54,1,6:11.0,,I. Thomas misses 3-pt jump shot from 26 ft,24,12
55,1,6:10.0,Defensive rebound by P. George,,24,12
56,1,6:08.0,Offensive foul by S. Adams (drawn by L. James),,24,12
57,1,6:08.0,Turnover by S. Adams (offensive foul),,24,12
58,1,5:53.0,,J. Smith makes 2-pt layup from 2 ft,24,14
59,1,5:36.0,C. Anthony makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,26,14
60,1,5:24.0,,I. Thomas misses 2-pt layup from 5 ft (block by S. Adams),26,14
61,1,5:20.0,Defensive rebound by C. Anthony,,26,14
62,1,5:18.0,R. Westbrook makes 2-pt layup from 1 ft (assist by C. Anthony),,28,14
63,1,5:06.0,,J. Crowder misses 2-pt jump shot from 18 ft,28,14
64,1,5:06.0,Defensive rebound by A. Roberson,,28,14
65,1,4:58.0,J. Grant enters the game for S. Adams,,28,14
66,1,4:53.0,C. Anthony makes 2-pt jump shot from 10 ft (assist by R. Westbrook),,30,14
67,1,4:40.0,,J. Smith misses 3-pt jump shot from 24 ft,30,14
68,1,4:37.0,Defensive rebound by C. Anthony,,30,14
69,1,4:28.0,P. George makes 3-pt jump shot from 23 ft (assist by J. Grant),,33,14
70,1,4:27.0,,Cleveland full timeout,33,14
71,1,4:27.0,,D. Wade enters the game for I. Thomas,33,14
72,1,4:27.0,,J. Green enters the game for J. Crowder,33,14
73,1,4:07.0,,J. Green misses 2-pt jump shot from 22 ft,33,14
74,1,4:07.0,,Offensive rebound by Team,33,14
75,1,4:07.0,Loose ball foul by C. Anthony (drawn by T. Thompson),,33,14
76,1,4:00.0,,L. James makes 2-pt layup from 1 ft,33,16
77,1,3:35.0,C. Anthony makes 2-pt layup at rim,,35,16
78,1,3:24.0,,J. Green makes 2-pt jump shot from 19 ft (assist by L. James),35,18
79,1,3:13.0,R. Westbrook misses 2-pt dunk from 1 ft,,35,18
80,1,3:13.0,,Defensive rebound by Team,35,18
81,1,3:13.0,P. Patterson enters the game for C. Anthony,,35,18
82,1,3:04.0,,L. James misses 2-pt layup from 2 ft,35,18
83,1,3:02.0,Defensive rebound by R. Westbrook,,35,18
84,1,2:57.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,37,18
85,1,2:46.0,,J. Green misses 2-pt dunk from 1 ft,37,18
86,1,2:43.0,Defensive rebound by J. Grant,,37,18
87,1,2:28.0,P. Patterson misses 3-pt jump shot from 26 ft,,37,18
88,1,2:27.0,,Defensive rebound by Team,37,18
89,1,2:27.0,J. Huestis enters the game for A. Roberson,,37,18
90,1,2:12.0,,Shooting foul by P. George (drawn by T. Thompson),37,18
91,1,2:12.0,,T. Thompson makes free throw 1 of 2,37,19
92,1,2:12.0,,K. Korver enters the game for J. Smith,37,19
93,1,2:12.0,,T. Thompson makes free throw 2 of 2,37,20
94,1,2:01.0,P. George misses 3-pt jump shot from 29 ft,,37,20
95,1,1:57.0,Offensive rebound by J. Huestis,,37,20
96,1,1:57.0,R. Felton enters the game for R. Westbrook,,37,20
97,1,1:46.0,P. George misses 2-pt jump shot from 8 ft,,37,20
98,1,1:43.0,,Defensive rebound by T. Thompson,37,20
99,1,1:38.0,,L. James misses 2-pt layup from 1 ft,37,20
100,1,1:36.0,Defensive rebound by P. George,,37,20
101,1,1:24.0,P. Patterson makes 3-pt jump shot from 22 ft (assist by P. George),,40,20
102,1,1:10.0,Violation by J. Grant (kicked ball),,40,20
103,1,1:10.0,T. Ferguson enters the game for P. George,,40,20
104,1,1:05.0,,T. Thompson makes 2-pt dunk from 1 ft (assist by L. James),40,22
105,1,0:45.0,R. Felton misses 3-pt jump shot from 25 ft,,40,22
106,1,0:42.0,,Defensive rebound by L. James,40,22
107,1,0:35.0,,D. Wade makes 2-pt layup at rim (assist by L. James),40,24
108,1,0:23.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by J. Grant),,43,24
109,1,0:02.0,,Turnover by L. James (bad pass; steal by T. Ferguson),43,24
110,1,0:00.0,T. Ferguson misses 3-pt jump shot from 34 ft,,43,24
111,1,0:00.0,Offensive rebound by Team,,43,24
112,2,11:45.0,,Shooting foul by J. Huestis (drawn by D. Wade),43,24
113,2,11:45.0,,D. Wade makes free throw 1 of 2,43,25
114,2,11:45.0,,D. Wade makes free throw 2 of 2,43,26
115,2,11:32.0,Personal foul by D. Wade (drawn by R. Felton),,43,26
116,2,11:21.0,J. Grant misses 2-pt jump shot from 7 ft,,43,26
117,2,11:20.0,,Defensive rebound by T. Thompson,43,26
118,2,11:11.0,,D. Wade makes 2-pt jump shot from 15 ft,43,28
119,2,10:59.0,P. Patterson misses 2-pt jump shot from 13 ft,,43,28
120,2,10:54.0,,Defensive rebound by T. Thompson,43,28
121,2,10:54.0,,J. Green makes 2-pt layup from 2 ft,43,30
122,2,10:54.0,,Shooting foul by J. Huestis (drawn by J. Green),43,30
123,2,10:54.0,,J. Green makes free throw 1 of 1,43,31
124,2,10:54.0,S. Adams enters the game for P. Patterson,,43,31
125,2,10:44.0,R. Felton misses 2-pt jump shot from 6 ft,,43,31
126,2,10:40.0,,Defensive rebound by T. Thompson,43,31
127,2,10:37.0,,K. Korver misses 3-pt jump shot from 23 ft,43,31
128,2,10:37.0,Defensive rebound by R. Felton,,43,31
129,2,10:26.0,J. Grant misses 3-pt jump shot from 26 ft,,43,31
130,2,10:26.0,Offensive rebound by J. Huestis,,43,31
131,2,10:18.0,J. Huestis misses 2-pt layup at rim,,43,31
132,2,10:18.0,,Defensive rebound by T. Thompson,43,31
133,2,10:12.0,,Personal foul by T. Ferguson (drawn by D. Wade),43,31
134,2,10:12.0,A. Roberson enters the game for J. Huestis,,43,31
135,2,10:06.0,,Shooting foul by J. Grant (drawn by T. Thompson),43,31
136,2,10:06.0,,T. Thompson misses free throw 1 of 2,43,31
137,2,10:06.0,,Offensive rebound by Team,43,31
138,2,10:06.0,,T. Thompson makes free throw 2 of 2,43,32
139,2,9:50.0,R. Felton misses 2-pt jump shot from 18 ft,,43,32
140,2,9:45.0,Offensive rebound by R. Felton,,43,32
141,2,9:35.0,Turnover by R. Felton (turnover),,43,32
142,2,9:26.0,,D. Rose makes 2-pt jump shot from 12 ft,43,34
143,2,9:15.0,Shooting foul by K. Korver (drawn by J. Grant),,43,34
144,2,9:15.0,J. Grant makes free throw 1 of 2,,44,34
145,2,9:15.0,P. George enters the game for R. Felton,,44,34
146,2,9:15.0,R. Westbrook enters the game for T. Ferguson,,44,34
147,2,9:15.0,J. Grant makes free throw 2 of 2,,45,34
148,2,9:06.0,,Turnover by D. Wade (out of bounds lost ball),45,34
149,2,8:59.0,,L. James enters the game for T. Thompson,45,34
150,2,8:52.0,Shooting foul by L. James (drawn by S. Adams),,45,34
151,2,8:52.0,S. Adams misses free throw 1 of 2,,45,34
152,2,8:52.0,Offensive rebound by Team,,45,34
153,2,8:52.0,C. Anthony enters the game for J. Grant,,45,34
154,2,8:52.0,S. Adams makes free throw 2 of 2,,46,34
155,2,8:43.0,,Turnover by D. Wade (lost ball; steal by C. Anthony),46,34
156,2,8:36.0,R. Westbrook makes 2-pt layup from 1 ft,,48,34
157,2,8:36.0,,Cleveland full timeout,48,34
158,2,8:26.0,,L. James misses 2-pt jump shot from 8 ft,48,34
159,2,8:23.0,Defensive rebound by P. George,,48,34
160,2,8:05.0,C. Anthony misses 3-pt jump shot from 25 ft,,48,34
161,2,7:59.0,,Defensive rebound by J. Green,48,34
162,2,7:57.0,,D. Rose makes 2-pt layup at rim (assist by L. James),48,36
163,2,7:49.0,P. George makes 2-pt jump shot from 14 ft,,50,36
164,2,7:37.0,,Shooting foul by S. Adams (drawn by J. Green),50,36
165,2,7:37.0,,J. Green makes free throw 1 of 2,50,37
166,2,7:37.0,,I. Thomas enters the game for D. Wade,50,37
167,2,7:37.0,P. Patterson enters the game for S. Adams,,50,37
168,2,7:37.0,,J. Green makes free throw 2 of 2,50,38
169,2,7:28.0,C. Anthony misses 2-pt jump shot from 15 ft,,50,38
170,2,7:23.0,,Defensive rebound by D. Rose,50,38
171,2,7:17.0,,Shooting foul by A. Roberson (drawn by I. Thomas),50,38
172,2,7:17.0,,I. Thomas makes free throw 1 of 2,50,39
173,2,7:17.0,,J. Smith enters the game for K. Korver,50,39
174,2,7:17.0,,J. Crowder enters the game for J. Green,50,39
175,2,7:17.0,,I. Thomas makes free throw 2 of 2,50,40
176,2,7:07.0,R. Westbrook misses 2-pt layup from 1 ft,,50,40
177,2,7:05.0,,Defensive rebound by L. James,50,40
178,2,6:57.0,,D. Rose makes 2-pt layup at rim (assist by J. Smith),50,42
179,2,6:57.0,Oklahoma City full timeout,,50,42
180,2,6:57.0,,I. Thomas misses technical free throw,50,42
181,2,6:57.0,Defensive rebound by Team,,50,42
182,2,6:45.0,P. George misses 3-pt jump shot from 23 ft,,50,42
183,2,6:40.0,Offensive rebound by R. Westbrook,,50,42
184,2,6:37.0,R. Westbrook makes 2-pt jump shot from 17 ft,,52,42
185,2,6:17.0,,L. James makes 2-pt layup from 1 ft,52,44
186,2,6:08.0,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,55,44
187,2,5:47.0,,I. Thomas makes 2-pt jump shot from 17 ft (assist by J. Crowder),55,46
188,2,5:35.0,C. Anthony misses 2-pt layup from 2 ft,,55,46
189,2,5:34.0,Offensive rebound by C. Anthony,,55,46
190,2,5:33.0,C. Anthony misses 2-pt layup at rim,,55,46
191,2,5:32.0,Offensive rebound by C. Anthony,,55,46
192,2,5:31.0,C. Anthony makes 2-pt layup from 1 ft,,57,46
193,2,5:20.0,,Personal foul by P. Patterson (drawn by I. Thomas),57,46
194,2,5:20.0,,I. Thomas makes free throw 1 of 2,57,47
195,2,5:20.0,,I. Thomas makes free throw 2 of 2,57,48
196,2,5:10.0,A. Roberson misses 2-pt layup at rim (block by L. James),,57,48
197,2,5:10.0,Offensive rebound by A. Roberson,,57,48
198,2,5:03.0,C. Anthony misses 3-pt jump shot from 25 ft,,57,48
199,2,5:03.0,,Defensive rebound by J. Crowder,57,48
200,2,4:53.0,,I. Thomas misses 3-pt jump shot from 24 ft,57,48
201,2,4:53.0,Defensive rebound by R. Westbrook,,57,48
202,2,4:45.0,R. Westbrook makes 2-pt layup at rim,,59,48
203,2,4:26.0,,D. Rose misses 2-pt jump shot from 16 ft,59,48
204,2,4:24.0,Defensive rebound by R. Westbrook,,59,48
205,2,4:17.0,Shooting foul by D. Rose (drawn by C. Anthony),,59,48
206,2,4:17.0,C. Anthony makes free throw 1 of 2,,60,48
207,2,4:17.0,,D. Wade enters the game for D. Rose,60,48
208,2,4:17.0,J. Grant enters the game for P. Patterson,,60,48
209,2,4:17.0,C. Anthony makes free throw 2 of 2,,61,48
210,2,4:05.0,,J. Crowder makes 2-pt layup from 2 ft (assist by I. Thomas),61,50
211,2,3:48.0,R. Westbrook makes 2-pt layup from 1 ft,,63,50
212,2,3:33.0,,J. Smith misses 3-pt jump shot from 22 ft,63,50
213,2,3:30.0,Defensive rebound by C. Anthony,,63,50
214,2,3:11.0,P. George makes 2-pt jump shot from 19 ft,,65,50
215,2,2:56.0,,Turnover by I. Thomas (bad pass; steal by A. Roberson),65,50
216,2,2:52.0,Shooting foul by I. Thomas (drawn by A. Roberson),,65,50
217,2,2:52.0,A. Roberson misses free throw 1 of 2,,65,50
218,2,2:52.0,Offensive rebound by Team,,65,50
219,2,2:52.0,A. Roberson misses free throw 2 of 2,,65,50
220,2,2:52.0,Offensive rebound by A. Roberson,,65,50
221,2,2:52.0,Shooting foul by D. Wade (drawn by A. Roberson),,65,50
222,2,2:52.0,A. Roberson misses free throw 1 of 2,,65,50
223,2,2:52.0,Offensive rebound by Team,,65,50
224,2,2:52.0,A. Roberson misses free throw 2 of 2,,65,50
225,2,2:49.0,,Defensive rebound by D. Wade,65,50
226,2,2:46.0,,D. Wade makes 2-pt layup from 1 ft (assist by J. Smith),65,52
227,2,2:46.0,,Shooting foul by A. Roberson (drawn by D. Wade),65,52
228,2,2:46.0,J. Huestis enters the game for A. Roberson,,65,52
229,2,2:46.0,,D. Wade makes free throw 1 of 1,65,53
230,2,2:39.0,Turnover by R. Westbrook (lost ball; steal by D. Wade),,65,53
231,2,2:33.0,,L. James makes 2-pt dunk from 1 ft (assist by D. Wade),65,55
232,2,2:23.0,Shooting foul by D. Wade (drawn by P. George),,65,55
233,2,2:23.0,P. George makes free throw 1 of 2,,66,55
234,2,2:23.0,P. George makes free throw 2 of 2,,67,55
235,2,1:57.0,,J. Smith misses 3-pt jump shot from 23 ft,67,55
236,2,1:55.0,Defensive rebound by C. Anthony,,67,55
237,2,1:47.0,C. Anthony makes 2-pt layup at rim (assist by R. Westbrook),,69,55
238,2,1:35.0,,Turnover by I. Thomas (palming),69,55
239,2,1:35.0,,J. Green enters the game for D. Wade,69,55
240,2,1:21.0,R. Westbrook misses 2-pt jump shot from 19 ft,,69,55
241,2,1:17.0,,Defensive rebound by L. James,69,55
242,2,1:15.0,,L. James makes 2-pt layup from 1 ft,69,57
243,2,1:15.0,,Shooting foul by J. Grant (drawn by L. James),69,57
244,2,1:15.0,,L. James misses free throw 1 of 1,69,57
245,2,1:14.0,,Offensive rebound by Team,69,57
246,2,1:14.0,Loose ball foul by C. Anthony (drawn by J. Green),,69,57
247,2,1:14.0,,J. Green misses free throw 1 of 2,69,57
248,2,1:14.0,,Offensive rebound by Team,69,57
249,2,1:14.0,,J. Green makes free throw 2 of 2,69,58
250,2,0:59.0,P. George makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,72,58
251,2,0:45.0,,L. James misses 3-pt jump shot from 26 ft,72,58
252,2,0:42.0,,Offensive rebound by J. Green,72,58
253,2,0:39.0,,J. Crowder misses 3-pt jump shot from 23 ft,72,58
254,2,0:39.0,Defensive rebound by R. Westbrook,,72,58
255,2,0:30.0,C. Anthony makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,75,58
256,2,0:10.0,,J. Green makes 2-pt layup from 1 ft (assist by J. Crowder),75,60
257,2,0:04.0,Personal foul by J. Green (drawn by R. Westbrook),,75,60
258,2,0:04.0,R. Westbrook misses free throw 1 of 2,,75,60
259,2,0:04.0,Offensive rebound by Team,,75,60
260,2,0:04.0,R. Westbrook makes free throw 2 of 2,,76,60
261,2,0:00.0,,J. Smith misses 3-pt jump shot from 32 ft,76,60
262,2,0:00.0,,Offensive rebound by Team,76,60
263,3,11:44.0,,J. Crowder misses 3-pt jump shot from 25 ft,76,60
264,3,11:41.0,Defensive rebound by P. George,,76,60
265,3,11:30.0,S. Adams makes 2-pt jump shot from 10 ft (assist by R. Westbrook),,78,60
266,3,11:19.0,,I. Thomas misses 3-pt jump shot from 25 ft,78,60
267,3,11:16.0,Defensive rebound by R. Westbrook,,78,60
268,3,11:11.0,P. George misses 3-pt jump shot from 23 ft,,78,60
269,3,11:11.0,Offensive rebound by Team,,78,60
270,3,11:11.0,,Loose ball foul by T. Thompson (drawn by S. Adams),78,60
271,3,11:02.0,C. Anthony makes 2-pt jump shot from 14 ft,,80,60
272,3,10:48.0,,J. Crowder makes 2-pt layup at rim (assist by L. James),80,62
273,3,10:38.0,P. George misses 3-pt jump shot from 24 ft,,80,62
274,3,10:35.0,,Defensive rebound by J. Smith,80,62
275,3,10:21.0,,T. Thompson misses 2-pt jump shot from 5 ft,80,62
276,3,10:18.0,Defensive rebound by P. George,,80,62
277,3,10:10.0,C. Anthony makes 3-pt jump shot from 28 ft (assist by R. Westbrook),,83,62
278,3,9:54.0,,Personal foul by A. Roberson (drawn by J. Smith),83,62
279,3,9:43.0,,J. Crowder makes 2-pt jump shot from 19 ft (assist by T. Thompson),83,64
280,3,9:28.0,P. George makes 2-pt layup from 7 ft (assist by R. Westbrook),,85,64
281,3,9:09.0,,I. Thomas makes 2-pt jump shot from 9 ft (assist by J. Crowder),85,66
282,3,9:01.0,Offensive foul by A. Roberson (drawn by I. Thomas),,85,66
283,3,9:01.0,Turnover by A. Roberson (offensive foul),,85,66
284,3,8:42.0,,I. Thomas makes 2-pt jump shot from 9 ft (assist by T. Thompson),85,68
285,3,8:26.0,C. Anthony misses 3-pt jump shot from 26 ft,,85,68
286,3,8:24.0,S. Adams makes 2-pt layup at rim,,87,68
287,3,8:24.0,Offensive rebound by S. Adams,,87,68
288,3,8:24.0,Shooting foul by T. Thompson (drawn by S. Adams),,87,68
289,3,8:24.0,J. Grant enters the game for A. Roberson,,87,68
290,3,8:24.0,S. Adams misses free throw 1 of 2,,87,68
291,3,8:19.0,,Defensive rebound by J. Smith,87,68
292,3,8:08.0,,J. Crowder misses 2-pt layup from 1 ft,87,68
293,3,8:08.0,Defensive rebound by S. Adams,,87,68
294,3,8:02.0,Turnover by R. Westbrook (bad pass; steal by J. Smith),,87,68
295,3,7:55.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Crowder),87,71
296,3,7:36.0,P. George makes 2-pt jump shot from 21 ft (assist by R. Westbrook),,89,71
297,3,7:28.0,,Personal foul by R. Westbrook (drawn by I. Thomas),89,71
298,3,7:14.0,,J. Smith misses 2-pt jump shot from 11 ft,89,71
299,3,7:12.0,Defensive rebound by P. George,,89,71
300,3,6:54.0,Turnover by R. Westbrook (lost ball; steal by I. Thomas),,89,71
301,3,6:41.0,,J. Smith misses 3-pt jump shot from 25 ft,89,71
302,3,6:38.0,Defensive rebound by R. Westbrook,,89,71
303,3,6:33.0,J. Grant misses 2-pt jump shot from 10 ft (block by T. Thompson),,89,71
304,3,6:33.0,,Defensive rebound by J. Smith,89,71
305,3,6:20.0,,L. James misses 2-pt jump shot from 6 ft,89,71
306,3,6:20.0,Defensive rebound by Team,,89,71
307,3,6:20.0,,Cleveland full timeout,89,71
308,3,6:04.0,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),,91,71
309,3,6:04.0,Shooting foul by J. Crowder (drawn by R. Westbrook),,91,71
310,3,6:04.0,R. Westbrook makes free throw 1 of 1,,92,71
311,3,5:48.0,,L. James misses 3-pt jump shot from 25 ft,92,71
312,3,5:45.0,Defensive rebound by S. Adams,,92,71
313,3,5:42.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,95,71
314,3,5:24.0,,J. Smith misses 3-pt jump shot from 23 ft,95,71
315,3,5:21.0,,Offensive rebound by T. Thompson,95,71
316,3,5:18.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by T. Thompson),95,74
317,3,5:04.0,C. Anthony makes 2-pt jump shot from 15 ft (assist by R. Westbrook),,97,74
318,3,4:53.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by I. Thomas),97,77
319,3,4:38.0,Shooting foul by J. Smith (drawn by C. Anthony),,97,77
320,3,4:38.0,C. Anthony makes free throw 1 of 2,,98,77
321,3,4:38.0,,C. Frye enters the game for T. Thompson,98,77
322,3,4:38.0,C. Anthony makes free throw 2 of 2,,99,77
323,3,4:18.0,,L. James makes 2-pt layup at rim,99,79
324,3,4:18.0,Violation by J. Grant (def goaltending),,99,79
325,3,3:57.0,P. George misses 3-pt jump shot from 23 ft,,99,79
326,3,3:54.0,,Defensive rebound by J. Smith,99,79
327,3,3:53.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Smith),99,82
328,3,3:40.0,P. George makes 2-pt layup from 2 ft (assist by C. Anthony),,101,82
329,3,3:40.0,Shooting foul by J. Crowder (drawn by P. George),,101,82
330,3,3:40.0,J. Huestis enters the game for S. Adams,,101,82
331,3,3:40.0,P. George makes free throw 1 of 1,,102,82
332,3,3:25.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. Smith),102,85
333,3,3:11.0,Turnover by R. Westbrook (bad pass; steal by C. Frye),,102,85
334,3,3:09.0,,L. James makes 2-pt layup at rim (assist by J. Smith),102,87
335,3,3:09.0,,Shooting foul by P. George (drawn by L. James),102,87
336,3,3:09.0,,J. Green enters the game for J. Smith,102,87
337,3,3:09.0,,D. Wade enters the game for J. Crowder,102,87
338,3,3:09.0,,L. James makes free throw 1 of 1,102,88
339,3,2:47.0,C. Anthony makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,104,88
340,3,2:38.0,,I. Thomas makes 2-pt layup at rim,104,90
341,3,2:17.0,J. Huestis misses 3-pt jump shot from 24 ft,,104,90
342,3,2:15.0,,Defensive rebound by D. Wade,104,90
343,3,2:12.0,,L. James makes 2-pt layup at rim (assist by I. Thomas),104,92
344,3,2:12.0,Oklahoma City full timeout,,104,92
345,3,2:04.0,Personal foul by C. Frye (drawn by P. George),,104,92
346,3,2:04.0,P. George makes free throw 1 of 2,,105,92
347,3,2:04.0,S. Adams enters the game for J. Grant,,105,92
348,3,2:04.0,P. George makes free throw 2 of 2,,106,92
349,3,1:47.0,,I. Thomas misses 3-pt jump shot from 22 ft,106,92
350,3,1:44.0,Defensive rebound by C. Anthony,,106,92
351,3,1:36.0,R. Westbrook makes 3-pt jump shot from 25 ft,,109,92
352,3,1:27.0,,Turnover by C. Frye (bad pass),109,92
353,3,1:27.0,,D. Rose enters the game for I. Thomas,109,92
354,3,1:27.0,R. Felton enters the game for R. Westbrook,,109,92
355,3,1:27.0,P. Patterson enters the game for C. Anthony,,109,92
356,3,1:10.0,P. George misses 3-pt jump shot from 26 ft,,109,92
357,3,1:08.0,,Defensive rebound by D. Wade,109,92
358,3,1:01.0,,L. James makes 2-pt layup from 1 ft (assist by D. Wade),109,94
359,3,0:43.0,P. George makes 2-pt jump shot from 20 ft,,111,94
360,3,0:32.0,,Turnover by D. Wade (traveling),111,94
361,3,0:27.0,R. Felton makes 3-pt jump shot from 31 ft,,114,94
362,3,0:08.0,,D. Rose misses 3-pt jump shot from 24 ft,114,94
363,3,0:05.0,Defensive rebound by R. Felton,,114,94
364,3,0:05.0,Turnover by P. George (palming),,114,94
365,3,0:01.0,Offensive charge foul by L. James (drawn by P. George),,114,94
366,3,0:01.0,,Turnover by L. James (offensive foul),114,94
367,3,0:00.0,S. Adams misses 3-pt jump shot from 59 ft,,114,94
368,3,0:00.0,Offensive rebound by Team,,114,94
369,4,11:51.0,R. Felton makes 2-pt jump shot from 19 ft,,116,94
370,4,11:31.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by D. Wade),116,97
371,4,11:12.0,Turnover by J. Huestis (lost ball; steal by D. Wade),,116,97
372,4,11:07.0,,Turnover by D. Wade (bad pass; steal by P. Patterson),116,97
373,4,11:02.0,A. Roberson enters the game for J. Huestis,,116,97
374,4,10:58.0,Offensive foul by P. Patterson (drawn by L. James),,116,97
375,4,10:58.0,Turnover by P. Patterson (offensive foul),,116,97
376,4,10:44.0,,Turnover by D. Wade (bad pass; steal by P. Patterson),116,97
377,4,10:34.0,S. Adams makes 2-pt jump shot from 5 ft (assist by A. Roberson),,118,97
378,4,10:23.0,,D. Rose makes 2-pt layup from 1 ft,118,99
379,4,9:58.0,P. Patterson misses 2-pt jump shot from 17 ft,,118,99
380,4,9:53.0,,Defensive rebound by D. Rose,118,99
381,4,9:51.0,,D. Rose misses 2-pt layup from 4 ft (block by R. Felton),118,99
382,4,9:51.0,,Offensive rebound by Team,118,99
383,4,9:48.0,,L. James misses 3-pt jump shot from 25 ft,118,99
384,4,9:45.0,Defensive rebound by S. Adams,,118,99
385,4,9:36.0,R. Felton misses 2-pt layup from 2 ft (block by J. Green),,118,99
386,4,9:31.0,,Defensive rebound by J. Green,118,99
387,4,9:17.0,,D. Wade misses 3-pt jump shot from 23 ft,118,99
388,4,9:17.0,Defensive rebound by S. Adams,,118,99
389,4,8:52.0,T. Ferguson makes 2-pt jump shot from 22 ft (assist by P. Patterson),,120,99
390,4,8:30.0,,J. Green misses 3-pt jump shot from 24 ft,120,99
