,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
42,1,5:31.0,Turnover by J. Valančiūnas (offensive foul),,9,15
43,1,5:20.0,,K. Dunn misses 3-pt jump shot from 25 ft,9,15
44,1,5:18.0,Defensive rebound by J. Valančiūnas,,9,15
45,1,5:11.0,K. Lowry misses 2-pt jump shot from 14 ft,,9,15
46,1,5:08.0,Offensive rebound by K. Lowry,,9,15
47,1,5:04.0,Turnover by K. Lowry (bad pass; steal by K. Dunn),,9,15
48,1,5:02.0,,K. Dunn misses 2-pt layup from 1 ft,9,15
49,1,5:01.0,,Offensive rebound by L. Markkanen,9,15
50,1,5:00.0,,L. Markkanen makes 2-pt layup at rim,9,17
51,1,4:42.0,Shooting foul by J. Holiday (drawn by D. DeRozan),,9,17
52,1,4:42.0,D. DeRozan makes free throw 1 of 2,,10,17
53,1,4:42.0,J. Poeltl enters the game for S. Ibaka,,10,17
54,1,4:42.0,P. Siakam enters the game for J. Valančiūnas,,10,17
55,1,4:42.0,D. DeRozan makes free throw 2 of 2,,11,17
56,1,4:23.0,,L. Markkanen misses 3-pt jump shot from 25 ft,11,17
57,1,4:23.0,,Offensive rebound by D. Valentine,11,17
58,1,4:18.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by D. Valentine),11,20
59,1,4:00.0,D. DeRozan misses 2-pt jump shot from 10 ft,,11,20
60,1,4:00.0,Offensive rebound by Team,,11,20
61,1,3:59.0,C. Miles enters the game for O. Anunoby,,11,20
62,1,3:50.0,D. DeRozan misses 3-pt jump shot from 24 ft,,11,20
63,1,3:46.0,,Defensive rebound by D. Valentine,11,20
64,1,3:42.0,,K. Dunn misses 3-pt jump shot from 24 ft,11,20
65,1,3:36.0,,Offensive rebound by R. Lopez,11,20
66,1,3:36.0,,R. Lopez misses 2-pt layup at rim,11,20
67,1,3:35.0,Defensive rebound by D. DeRozan,,11,20
68,1,3:33.0,C. Miles makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,14,20
69,1,3:10.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by J. Holiday),14,22
70,1,3:01.0,K. Lowry makes 2-pt jump shot from 2 ft (assist by P. Siakam),,16,22
71,1,2:49.0,,Turnover by K. Dunn (lost ball; steal by K. Lowry),16,22
72,1,2:38.0,C. Miles misses 3-pt jump shot from 26 ft,,16,22
73,1,2:36.0,,Defensive rebound by L. Markkanen,16,22
74,1,2:36.0,,Shooting foul by P. Siakam (drawn by L. Markkanen),16,22
75,1,2:36.0,,Chicago full timeout,16,22
76,1,2:36.0,,N. Mirotić enters the game for R. Lopez,16,22
77,1,2:36.0,,D. Nwaba enters the game for D. Valentine,16,22
78,1,2:36.0,D. Wright enters the game for K. Lowry,,16,22
79,1,2:36.0,,L. Markkanen makes free throw 1 of 2,16,23
80,1,2:36.0,,J. Grant enters the game for K. Dunn,16,23
81,1,2:36.0,,L. Markkanen makes free throw 2 of 2,16,24
82,1,2:28.0,D. DeRozan misses 2-pt jump shot from 21 ft,,16,24
83,1,2:25.0,,Defensive rebound by D. Nwaba,16,24
84,1,2:15.0,,Personal foul by J. Poeltl (drawn by N. Mirotić),16,24
85,1,2:15.0,,B. Portis enters the game for L. Markkanen,16,24
86,1,2:04.0,,B. Portis misses 2-pt layup from 2 ft,16,24
87,1,2:01.0,Defensive rebound by J. Poeltl,,16,24
88,1,1:46.0,C. Miles misses 3-pt jump shot from 25 ft,,16,24
89,1,1:42.0,Offensive rebound by P. Siakam,,16,24
90,1,1:39.0,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Siakam),,18,24
91,1,1:23.0,,D. Nwaba makes 2-pt jump shot from 3 ft (assist by J. Grant),18,26
92,1,1:00.0,P. Siakam misses 2-pt jump shot from 4 ft,,18,26
93,1,0:58.0,,Defensive rebound by J. Holiday,18,26
94,1,0:55.0,,J. Grant makes 2-pt layup from 2 ft,18,28
95,1,0:36.0,D. DeRozan misses 2-pt jump shot from 3 ft,,18,28
96,1,0:36.0,Offensive rebound by Team,,18,28
97,1,0:36.0,,Loose ball foul by B. Portis (drawn by J. Poeltl),18,28
98,1,0:36.0,F. VanVleet enters the game for D. DeRozan,,18,28
99,1,0:24.0,D. Wright misses 2-pt jump shot from 2 ft,,18,28
100,1,0:24.0,Offensive rebound by D. Wright,,18,28
101,1,0:24.0,D. Wright misses 2-pt layup from 2 ft,,18,28
102,1,0:24.0,Offensive rebound by D. Wright,,18,28
103,1,0:24.0,D. Wright makes 2-pt layup from 2 ft,,20,28
104,1,0:24.0,Shooting foul by N. Mirotić (drawn by D. Wright),,20,28
105,1,0:24.0,D. Wright makes free throw 1 of 1,,21,28
106,1,0:04.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),21,31
107,2,11:43.0,,P. Zipser misses 2-pt jump shot from 19 ft,21,31
108,2,11:39.0,Defensive rebound by C. Miles,,21,31
109,2,11:35.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by D. Wright),,24,31
110,2,11:20.0,,N. Mirotić misses 2-pt jump shot from 20 ft,24,31
111,2,11:17.0,Defensive rebound by P. Siakam,,24,31
112,2,11:07.0,J. Poeltl misses 2-pt layup from 1 ft,,24,31
113,2,11:05.0,,Defensive rebound by B. Portis,24,31
114,2,11:03.0,,Personal foul by C. Miles (drawn by D. Nwaba),24,31
115,2,10:47.0,,B. Portis misses 2-pt jump shot from 4 ft,24,31
116,2,10:45.0,Defensive rebound by C. Miles,,24,31
117,2,10:40.0,F. VanVleet misses 3-pt jump shot from 26 ft,,24,31
118,2,10:37.0,,Defensive rebound by B. Portis,24,31
119,2,10:18.0,,N. Mirotić misses 2-pt jump shot from 12 ft,24,31
120,2,10:14.0,Defensive rebound by C. Miles,,24,31
121,2,10:09.0,Turnover by D. Wright (bad pass),,24,31
122,2,10:00.0,,B. Portis misses 3-pt jump shot from 25 ft,24,31
123,2,9:54.0,Defensive rebound by P. Siakam,,24,31
124,2,9:49.0,D. Wright makes 2-pt layup from 1 ft,,26,31
125,2,9:36.0,,J. Grant makes 2-pt jump shot from 8 ft,26,33
126,2,9:16.0,F. VanVleet makes 2-pt layup from 1 ft (assist by D. Wright),,28,33
127,2,9:09.0,,Offensive foul by B. Portis (drawn by F. VanVleet),28,33
128,2,9:09.0,,Turnover by B. Portis (offensive foul),28,33
129,2,8:54.0,F. VanVleet makes 2-pt layup from 1 ft,,30,33
130,2,8:54.0,,Chicago full timeout,30,33
131,2,8:36.0,,J. Grant misses 2-pt jump shot from 11 ft,30,33
132,2,8:32.0,Defensive rebound by J. Poeltl,,30,33
133,2,8:18.0,D. Wright makes 3-pt jump shot from 26 ft,,33,33
134,2,7:51.0,,B. Portis makes 2-pt hook shot from 4 ft,33,35
135,2,7:42.0,Personal foul by P. Zipser (drawn by C. Miles),,33,35
136,2,7:42.0,,K. Dunn enters the game for J. Grant,33,35
137,2,7:29.0,D. Wright makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,36,35
138,2,7:10.0,,P. Zipser makes 2-pt layup at rim (assist by N. Mirotić),36,37
139,2,6:58.0,D. Wright misses 3-pt jump shot from 25 ft,,36,37
140,2,6:56.0,,Defensive rebound by K. Dunn,36,37
141,2,6:48.0,,D. Nwaba misses 2-pt jump shot from 6 ft,36,37
142,2,6:46.0,Defensive rebound by F. VanVleet,,36,37
143,2,6:37.0,F. VanVleet makes 2-pt layup from 2 ft,,38,37
144,2,6:20.0,,P. Zipser makes 2-pt dunk at rim (assist by K. Dunn),38,39
145,2,6:02.0,Turnover by F. VanVleet (bad pass; steal by K. Dunn),,38,39
146,2,6:02.0,,Personal foul by D. Wright (drawn by D. Nwaba),38,39
147,2,6:02.0,,D. Valentine enters the game for B. Portis,38,39
148,2,6:02.0,,J. Holiday enters the game for D. Nwaba,38,39
149,2,6:02.0,,L. Markkanen enters the game for P. Zipser,38,39
150,2,6:02.0,,R. Lopez enters the game for N. Mirotić,38,39
151,2,6:02.0,K. Lowry enters the game for C. Miles,,38,39
152,2,6:02.0,S. Ibaka enters the game for P. Siakam,,38,39
153,2,5:47.0,,D. Valentine misses 2-pt layup from 1 ft,38,39
154,2,5:45.0,Defensive rebound by D. Wright,,38,39
155,2,5:41.0,K. Lowry misses 3-pt jump shot from 25 ft,,38,39
156,2,5:37.0,,Defensive rebound by L. Markkanen,38,39
157,2,5:29.0,,Turnover by J. Holiday (bad pass; steal by D. Wright),38,39
158,2,5:27.0,S. Ibaka makes 2-pt layup from 1 ft,,40,39
159,2,5:27.0,Shooting foul by L. Markkanen (drawn by S. Ibaka),,40,39
160,2,5:27.0,D. DeRozan enters the game for F. VanVleet,,40,39
161,2,5:27.0,J. Valančiūnas enters the game for J. Poeltl,,40,39
162,2,5:27.0,S. Ibaka makes free throw 1 of 1,,41,39
163,2,5:17.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by K. Dunn),41,42
164,2,5:17.0,,Shooting foul by S. Ibaka (drawn by J. Holiday),41,42
165,2,5:17.0,,J. Holiday makes free throw 1 of 1,41,43
166,2,4:58.0,S. Ibaka misses 2-pt jump shot from 20 ft,,41,43
167,2,4:52.0,Offensive rebound by D. Wright,,41,43
168,2,4:51.0,D. Wright makes 2-pt jump shot from 1 ft,,43,43
169,2,4:37.0,,Personal foul by K. Lowry (drawn by L. Markkanen),43,43
170,2,4:25.0,,L. Markkanen misses 3-pt jump shot from 25 ft,43,43
171,2,4:22.0,Defensive rebound by D. Wright,,43,43
172,2,4:14.0,D. Wright makes 2-pt jump shot from 3 ft,,45,43
173,2,3:59.0,,D. Valentine makes 2-pt layup from 2 ft (assist by R. Lopez),45,45
174,2,3:50.0,Shooting foul by L. Markkanen (drawn by D. DeRozan),,45,45
175,2,3:50.0,D. DeRozan makes free throw 1 of 2,,46,45
176,2,3:50.0,D. DeRozan makes free throw 2 of 2,,47,45
177,2,3:38.0,,D. Valentine makes 2-pt jump shot from 17 ft (assist by R. Lopez),47,47
178,2,3:20.0,S. Ibaka makes 2-pt hook shot from 14 ft (assist by D. DeRozan),,49,47
179,2,3:12.0,,Turnover by R. Lopez (bad pass; steal by D. DeRozan),49,47
180,2,3:10.0,Personal foul by R. Lopez (drawn by D. DeRozan),,49,47
181,2,3:10.0,Toronto full timeout,,49,47
182,2,3:10.0,,N. Mirotić enters the game for R. Lopez,49,47
183,2,3:10.0,O. Anunoby enters the game for D. Wright,,49,47
184,2,3:00.0,O. Anunoby misses 3-pt jump shot from 25 ft,,49,47
185,2,2:56.0,,Defensive rebound by D. Valentine,49,47
186,2,2:45.0,,Personal foul by J. Valančiūnas (drawn by N. Mirotić),49,47
187,2,2:45.0,,N. Mirotić makes free throw 1 of 2,49,48
188,2,2:45.0,,N. Mirotić makes free throw 2 of 2,49,49
189,2,2:30.0,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,52,49
190,2,2:05.0,,L. Markkanen makes 2-pt jump shot from 10 ft,52,51
191,2,1:56.0,Personal foul by K. Dunn (drawn by K. Lowry),,52,51
192,2,1:56.0,N. Powell enters the game for J. Valančiūnas,,52,51
193,2,1:56.0,K. Lowry makes free throw 1 of 2,,53,51
194,2,1:56.0,K. Lowry makes free throw 2 of 2,,54,51
195,2,1:56.0,,J. Grant enters the game for K. Dunn,54,51
196,2,1:41.0,K. Lowry misses 3-pt jump shot from 26 ft,,54,51
197,2,1:38.0,,N. Mirotić misses 2-pt layup from 2 ft (block by S. Ibaka),54,51
198,2,1:38.0,,Offensive rebound by D. Valentine,54,51
199,2,1:34.0,Defensive rebound by K. Lowry,,54,51
200,2,1:34.0,,Turnover by D. Valentine (bad pass; steal by D. DeRozan),54,51
201,2,1:23.0,D. DeRozan makes 2-pt layup at rim,,56,51
202,2,1:03.0,,N. Mirotić makes 3-pt jump shot from 22 ft (assist by D. Valentine),56,54
203,2,0:56.0,S. Ibaka misses 3-pt jump shot from 25 ft,,56,54
204,2,0:56.0,,Defensive rebound by Team,56,54
205,2,0:56.0,,B. Portis enters the game for L. Markkanen,56,54
206,2,0:50.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),56,57
207,2,0:29.0,N. Powell misses 3-pt jump shot from 23 ft,,56,57
208,2,0:29.0,,Defensive rebound by B. Portis,56,57
209,2,0:10.0,,J. Grant makes 2-pt layup from 1 ft,56,59
210,3,11:55.0,,Turnover by D. Valentine (out of bounds lost ball),56,59
211,3,11:41.0,S. Ibaka makes 2-pt jump shot from 4 ft (assist by D. DeRozan),,58,59
212,3,11:23.0,,D. Valentine misses 3-pt jump shot from 26 ft,58,59
213,3,11:18.0,Defensive rebound by K. Lowry,,58,59
214,3,11:09.0,O. Anunoby makes 2-pt jump shot from 2 ft (assist by S. Ibaka),,60,59
215,3,11:09.0,Shooting foul by R. Lopez (drawn by O. Anunoby),,60,59
216,3,11:09.0,O. Anunoby makes free throw 1 of 1,,61,59
217,3,10:55.0,,J. Holiday misses 3-pt jump shot from 24 ft,61,59
218,3,10:55.0,Defensive rebound by S. Ibaka,,61,59
219,3,10:47.0,K. Lowry misses 2-pt jump shot from 8 ft,,61,59
220,3,10:47.0,,Defensive rebound by J. Holiday,61,59
221,3,10:36.0,,D. Valentine makes 2-pt jump shot from 10 ft,61,61
222,3,10:17.0,J. Valančiūnas misses 2-pt jump shot from 11 ft,,61,61
223,3,10:14.0,,Defensive rebound by K. Dunn,61,61
224,3,10:09.0,,K. Dunn makes 2-pt jump shot from 22 ft,61,63
225,3,9:56.0,D. DeRozan misses 2-pt jump shot from 6 ft,,61,63
226,3,9:54.0,,Defensive rebound by L. Markkanen,61,63
227,3,9:50.0,,J. Holiday misses 3-pt jump shot from 24 ft,61,63
228,3,9:50.0,Defensive rebound by J. Valančiūnas,,61,63
229,3,9:35.0,Personal foul by D. Valentine (drawn by D. DeRozan),,61,63
230,3,9:26.0,D. DeRozan makes 2-pt jump shot from 14 ft,,63,63
231,3,9:26.0,Shooting foul by K. Dunn (drawn by D. DeRozan),,63,63
232,3,9:26.0,D. DeRozan makes free throw 1 of 1,,64,63
233,3,9:11.0,,Shooting foul by D. DeRozan (drawn by J. Holiday),64,63
234,3,9:11.0,,J. Holiday makes free throw 1 of 3,64,64
235,3,9:11.0,,J. Holiday makes free throw 2 of 3,64,65
236,3,9:11.0,,J. Holiday makes free throw 3 of 3,64,66
237,3,8:58.0,O. Anunoby misses 3-pt jump shot from 25 ft,,64,66
238,3,8:54.0,,Defensive rebound by K. Dunn,64,66
239,3,8:45.0,,K. Dunn misses 2-pt jump shot from 18 ft,64,66
240,3,8:42.0,Defensive rebound by O. Anunoby,,64,66
241,3,8:40.0,Turnover by K. Lowry (bad pass),,64,66
242,3,8:25.0,,K. Dunn misses 3-pt jump shot from 25 ft,64,66
243,3,8:23.0,Defensive rebound by D. DeRozan,,64,66
244,3,8:17.0,D. DeRozan makes 3-pt jump shot from 25 ft,,67,66
245,3,7:58.0,,J. Holiday makes 2-pt jump shot from 13 ft (assist by R. Lopez),67,68
246,3,7:46.0,D. DeRozan misses 2-pt jump shot from 17 ft,,67,68
247,3,7:43.0,,Defensive rebound by L. Markkanen,67,68
248,3,7:36.0,,R. Lopez makes 2-pt jump shot from 15 ft (assist by K. Dunn),67,70
249,3,7:18.0,K. Lowry misses 3-pt jump shot from 23 ft,,67,70
250,3,7:14.0,,Defensive rebound by K. Dunn,67,70
251,3,7:14.0,,Personal foul by D. DeRozan (drawn by K. Dunn),67,70
252,3,7:14.0,D. Wright enters the game for O. Anunoby,,67,70
253,3,7:06.0,,R. Lopez misses 2-pt jump shot from 17 ft,67,70
254,3,7:04.0,Defensive rebound by S. Ibaka,,67,70
255,3,7:01.0,Shooting foul by K. Dunn (drawn by K. Lowry),,67,70
256,3,7:01.0,K. Lowry makes free throw 1 of 2,,68,70
257,3,7:01.0,,J. Grant enters the game for K. Dunn,68,70
258,3,7:01.0,K. Lowry makes free throw 2 of 2,,69,70
259,3,6:43.0,,D. Valentine misses 2-pt jump shot from 5 ft (block by J. Valančiūnas),69,70
260,3,6:43.0,,Offensive rebound by Team,69,70
261,3,6:43.0,,Chicago full timeout,69,70
262,3,6:39.0,,R. Lopez misses 2-pt jump shot from 20 ft,69,70
263,3,6:36.0,,Offensive rebound by D. Valentine,69,70
264,3,6:28.0,,J. Grant misses 2-pt jump shot from 14 ft (block by D. Wright),69,70
265,3,6:28.0,,Offensive rebound by J. Holiday,69,70
266,3,6:20.0,,L. Markkanen misses 2-pt layup from 4 ft (block by S. Ibaka),69,70
267,3,6:20.0,,Offensive rebound by L. Markkanen,69,70
268,3,6:15.0,,L. Markkanen makes 2-pt jump shot from 8 ft,69,72
269,3,6:08.0,Offensive foul by S. Ibaka (drawn by J. Grant),,69,72
270,3,6:08.0,Turnover by S. Ibaka (offensive foul),,69,72
271,3,5:54.0,,D. Valentine misses 2-pt jump shot from 14 ft,69,72
272,3,5:54.0,Defensive rebound by S. Ibaka,,69,72
273,3,5:43.0,Personal foul by D. Valentine (drawn by D. DeRozan),,69,72
274,3,5:43.0,D. DeRozan makes free throw 1 of 2,,70,72
275,3,5:43.0,D. DeRozan makes free throw 2 of 2,,71,72
276,3,5:30.0,,Turnover by R. Lopez (turnover),71,72
277,3,5:17.0,K. Lowry misses 2-pt jump shot from 22 ft,,71,72
278,3,5:15.0,,Defensive rebound by L. Markkanen,71,72
279,3,5:08.0,,L. Markkanen makes 2-pt layup from 3 ft,71,74
280,3,4:56.0,K. Lowry misses 2-pt jump shot from 20 ft,,71,74
281,3,4:55.0,,Defensive rebound by J. Holiday,71,74
282,3,4:52.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by J. Grant),71,77
283,3,4:47.0,Toronto full timeout,,71,77
284,3,4:47.0,,N. Mirotić enters the game for R. Lopez,71,77
285,3,4:47.0,,D. Nwaba enters the game for D. Valentine,71,77
286,3,4:47.0,J. Poeltl enters the game for J. Valančiūnas,,71,77
287,3,4:34.0,K. Lowry misses 3-pt jump shot from 22 ft,,71,77
288,3,4:30.0,,Defensive rebound by J. Grant,71,77
289,3,4:18.0,,L. Markkanen makes 3-pt jump shot from 24 ft (assist by J. Holiday),71,80
290,3,4:01.0,J. Poeltl makes 2-pt layup from 2 ft (assist by K. Lowry),,73,80
291,3,3:38.0,,J. Grant misses 2-pt layup from 2 ft (block by S. Ibaka),73,80
292,3,3:36.0,Defensive rebound by D. Wright,,73,80
293,3,3:36.0,Shooting foul by D. Nwaba (drawn by D. DeRozan),,73,80
294,3,3:36.0,D. DeRozan makes free throw 1 of 2,,74,80
295,3,3:36.0,D. DeRozan makes free throw 2 of 2,,75,80
296,3,3:29.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Grant),75,82
297,3,3:29.0,,Shooting foul by J. Poeltl (drawn by N. Mirotić),75,82
298,3,3:29.0,,N. Mirotić misses free throw 1 of 1,75,82
299,3,3:26.0,Defensive rebound by S. Ibaka,,75,82
300,3,3:18.0,D. DeRozan makes 2-pt jump shot from 17 ft,,77,82
301,3,2:54.0,,N. Mirotić misses 2-pt jump shot from 20 ft,77,82
302,3,2:52.0,Defensive rebound by S. Ibaka,,77,82
303,3,2:46.0,D. DeRozan makes 2-pt jump shot from 5 ft,,79,82
304,3,2:46.0,Shooting foul by J. Holiday (drawn by D. DeRozan),,79,82
305,3,2:46.0,F. VanVleet enters the game for K. Lowry,,79,82
306,3,2:46.0,C. Miles enters the game for S. Ibaka,,79,82
307,3,2:46.0,D. DeRozan makes free throw 1 of 1,,80,82
308,3,2:29.0,,Turnover by L. Markkanen (lost ball; steal by D. Wright),80,82
309,3,2:17.0,D. Wright misses 2-pt jump shot from 5 ft,,80,82
310,3,2:15.0,,Defensive rebound by L. Markkanen,80,82
311,3,1:57.0,,L. Markkanen misses 3-pt jump shot from 22 ft,80,82
312,3,1:55.0,Defensive rebound by C. Miles,,80,82
313,3,1:51.0,D. DeRozan makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,83,82
314,3,1:35.0,,Personal foul by C. Miles (drawn by L. Markkanen),83,82
315,3,1:35.0,,B. Portis enters the game for L. Markkanen,83,82
316,3,1:28.0,,N. Mirotić misses 3-pt jump shot from 25 ft,83,82
317,3,1:23.0,Defensive rebound by D. Wright,,83,82
318,3,1:19.0,D. Wright makes 2-pt layup from 1 ft,,85,82
319,3,1:04.0,,J. Grant makes 2-pt layup from 2 ft,85,84
320,3,0:51.0,D. DeRozan misses 2-pt jump shot from 15 ft,,85,84
321,3,0:48.0,,Defensive rebound by D. Nwaba,85,84
322,3,0:43.0,,B. Portis misses 2-pt jump shot from 15 ft,85,84
323,3,0:40.0,Defensive rebound by D. Wright,,85,84
324,3,0:34.0,F. VanVleet makes 2-pt layup from 2 ft,,87,84
325,3,0:30.0,,Shooting foul by J. Poeltl (drawn by J. Grant),87,84
326,3,0:30.0,,J. Grant makes free throw 1 of 2,87,85
327,3,0:30.0,,J. Grant misses free throw 2 of 2,87,85
328,3,0:28.0,,Offensive rebound by N. Mirotić,87,85
329,3,0:28.0,,N. Mirotić makes 2-pt layup at rim,87,87
330,3,0:19.0,C. Miles makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,90,87
331,3,0:02.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by J. Grant),90,90
332,3,0:00.0,C. Miles misses 3-pt jump shot from 43 ft,,90,90
333,3,0:00.0,Offensive rebound by Team,,90,90
334,4,11:36.0,F. VanVleet misses 2-pt layup from 1 ft,,90,90
335,4,11:34.0,,Defensive rebound by B. Portis,90,90
336,4,11:16.0,,Shooting foul by P. Siakam (drawn by J. Grant),90,90
337,4,11:16.0,,J. Grant makes free throw 1 of 2,90,91
338,4,11:16.0,,J. Grant makes free throw 2 of 2,90,92
339,4,10:55.0,C. Miles misses 3-pt jump shot from 25 ft,,90,92
340,4,10:51.0,,Defensive rebound by N. Mirotić,90,92
341,4,10:46.0,,D. Nwaba misses 2-pt layup from 2 ft,90,92
342,4,10:44.0,Defensive rebound by P. Siakam,,90,92
343,4,10:30.0,D. Wright makes 3-pt jump shot from 23 ft (assist by J. Poeltl),,93,92
344,4,10:13.0,,B. Portis misses 2-pt jump shot from 21 ft,93,92
345,4,10:09.0,,Offensive rebound by D. Nwaba,93,92
346,4,9:57.0,,N. Mirotić misses 2-pt jump shot from 11 ft,93,92
347,4,9:56.0,Defensive rebound by D. Wright,,93,92
348,4,9:56.0,Personal foul by N. Mirotić (drawn by D. Wright),,93,92
349,4,9:46.0,C. Miles misses 3-pt jump shot from 24 ft,,93,92
350,4,9:42.0,Offensive rebound by P. Siakam,,93,92
351,4,9:41.0,P. Siakam makes 2-pt hook shot from 2 ft,,95,92
352,4,9:20.0,,N. Mirotić misses 2-pt jump shot from 11 ft,95,92
353,4,9:17.0,Defensive rebound by F. VanVleet,,95,92
354,4,9:03.0,J. Poeltl misses 2-pt layup from 1 ft (block by N. Mirotić),,95,92
355,4,8:59.0,,Defensive rebound by B. Portis,95,92
356,4,8:49.0,,B. Portis misses 2-pt layup from 3 ft,95,92
357,4,8:46.0,Defensive rebound by D. Wright,,95,92
358,4,8:42.0,D. Wright makes 2-pt layup from 1 ft,,97,92
359,4,8:42.0,,Chicago full timeout,97,92
360,4,8:42.0,,R. Lopez enters the game for J. Grant,97,92
361,4,8:42.0,,D. Valentine enters the game for B. Portis,97,92
362,4,8:42.0,,J. Holiday enters the game for D. Nwaba,97,92
363,4,8:42.0,,K. Dunn enters the game for P. Zipser,97,92
364,4,8:19.0,,Turnover by K. Dunn (bad pass; steal by D. Wright),97,92
365,4,8:13.0,P. Siakam makes 2-pt hook shot from 2 ft (assist by D. Wright),,99,92
366,4,8:00.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Lopez),99,94
367,4,7:37.0,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),,101,94
368,4,7:26.0,,N. Mirotić misses 3-pt jump shot from 28 ft,101,94
369,4,7:23.0,Defensive rebound by D. Wright,,101,94
370,4,7:11.0,Shooting foul by D. Valentine (drawn by F. VanVleet),,101,94
371,4,7:11.0,F. VanVleet makes free throw 1 of 2,,102,94
372,4,7:11.0,,L. Markkanen enters the game for N. Mirotić,102,94
373,4,7:11.0,K. Lowry enters the game for C. Miles,,102,94
374,4,7:11.0,F. VanVleet makes free throw 2 of 2,,103,94
375,4,6:48.0,,L. Markkanen misses 3-pt jump shot from 24 ft,103,94
