,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
61,1,2:19.0,,J. Crawford enters the game for J. Butler,22,21
62,1,2:19.0,,N. Bjelica enters the game for T. Gibson,22,21
63,1,2:03.0,,G. Dieng misses 2-pt jump shot from 14 ft,22,21
64,1,2:01.0,Defensive rebound by F. Kaminsky,,22,21
65,1,1:56.0,Turnover by K. Walker (bad pass),,22,21
66,1,1:56.0,M. Monk enters the game for D. Bacon,,22,21
67,1,1:56.0,J. Lamb enters the game for K. Walker,,22,21
68,1,1:42.0,,G. Dieng misses 2-pt jump shot from 19 ft,22,21
69,1,1:38.0,Defensive rebound by M. Monk,,22,21
70,1,1:31.0,F. Kaminsky makes 2-pt jump shot from 7 ft (assist by M. Monk),,24,21
71,1,1:22.0,,J. Teague makes 2-pt layup at rim,24,23
72,1,1:02.0,C. Zeller misses 2-pt layup from 5 ft,,24,23
73,1,1:00.0,,Defensive rebound by G. Dieng,24,23
74,1,0:47.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Teague),24,25
75,1,0:41.0,Shooting foul by J. Teague (drawn by M. Monk),,24,25
76,1,0:41.0,M. Monk misses free throw 1 of 2,,24,25
77,1,0:41.0,Offensive rebound by Team,,24,25
78,1,0:41.0,,T. Jones enters the game for J. Teague,24,25
79,1,0:41.0,M. Monk makes free throw 2 of 2,,25,25
80,1,0:26.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by T. Jones),25,28
81,1,0:05.0,T. Graham makes 3-pt jump shot from 23 ft (assist by M. Monk),,28,28
82,1,0:01.0,,J. Crawford misses 3-pt jump shot from 31 ft,28,28
83,1,0:01.0,Defensive rebound by F. Kaminsky,,28,28
84,2,11:43.0,J. Lamb makes 2-pt jump shot from 20 ft,,30,28
85,2,11:27.0,,S. Muhammad misses 3-pt jump shot from 24 ft,30,28
86,2,11:27.0,Defensive rebound by J. Lamb,,30,28
87,2,11:17.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,30,28
88,2,11:13.0,,Defensive rebound by S. Muhammad,30,28
89,2,11:06.0,,J. Crawford misses 2-pt jump shot from 18 ft,30,28
90,2,11:02.0,Defensive rebound by C. Zeller,,30,28
91,2,10:55.0,C. Zeller makes 2-pt layup at rim (assist by M. Monk),,32,28
92,2,10:33.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by N. Bjelica),32,31
93,2,10:33.0,,Shooting foul by J. Lamb (drawn by J. Crawford),32,31
94,2,10:33.0,,J. Crawford makes free throw 1 of 1,32,32
95,2,10:17.0,M. Monk misses 2-pt jump shot from 21 ft,,32,32
96,2,10:14.0,,Defensive rebound by N. Bjelica,32,32
97,2,10:05.0,,T. Jones misses 2-pt jump shot from 7 ft,32,32
98,2,10:05.0,,Offensive rebound by G. Dieng,32,32
99,2,10:05.0,,Shooting foul by T. Graham (drawn by G. Dieng),32,32
100,2,10:05.0,,G. Dieng makes free throw 1 of 2,32,33
101,2,10:05.0,,G. Dieng makes free throw 2 of 2,32,34
102,2,9:50.0,F. Kaminsky misses 2-pt jump shot from 5 ft,,32,34
103,2,9:46.0,,Defensive rebound by T. Jones,32,34
104,2,9:40.0,,G. Dieng misses 2-pt jump shot from 7 ft,32,34
105,2,9:38.0,Defensive rebound by C. Zeller,,32,34
106,2,9:34.0,Personal foul by T. Jones (drawn by M. Monk),,32,34
107,2,9:27.0,C. Zeller makes 2-pt jump shot from 6 ft (assist by M. Monk),,34,34
108,2,9:04.0,,Personal foul by M. Monk (drawn by T. Jones),34,34
109,2,9:00.0,,J. Crawford makes 2-pt jump shot from 22 ft,34,36
110,2,8:46.0,Personal foul by J. Crawford (drawn by C. Zeller),,34,36
111,2,8:41.0,J. Lamb misses 2-pt jump shot from 21 ft,,34,36
112,2,8:38.0,,Defensive rebound by G. Dieng,34,36
113,2,8:31.0,,Shooting block foul by T. Graham (drawn by G. Dieng),34,36
114,2,8:31.0,,G. Dieng makes free throw 1 of 2,34,37
115,2,8:31.0,K. Walker enters the game for T. Graham,,34,37
116,2,8:31.0,,J. Teague enters the game for T. Jones,34,37
117,2,8:31.0,,G. Dieng makes free throw 2 of 2,34,38
118,2,8:17.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,34,38
119,2,8:13.0,,Defensive rebound by N. Bjelica,34,38
120,2,8:11.0,,S. Muhammad misses 2-pt jump shot from 5 ft,34,38
121,2,8:11.0,,Offensive rebound by G. Dieng,34,38
122,2,8:08.0,,Shooting foul by K. Walker (drawn by G. Dieng),34,38
123,2,8:08.0,,G. Dieng makes free throw 1 of 2,34,39
124,2,8:08.0,,G. Dieng makes free throw 2 of 2,34,40
125,2,7:56.0,M. Monk makes 2-pt jump shot from 11 ft (assist by K. Walker),,36,40
126,2,7:42.0,,J. Crawford misses 3-pt jump shot from 26 ft,36,40
127,2,7:39.0,Defensive rebound by K. Walker,,36,40
128,2,7:31.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Walker),,38,40
129,2,7:16.0,,K. Towns enters the game for G. Dieng,38,40
130,2,7:16.0,,J. Butler enters the game for S. Muhammad,38,40
131,2,7:16.0,D. Howard enters the game for C. Zeller,,38,40
132,2,7:07.0,,J. Crawford makes 2-pt jump shot from 21 ft,38,42
133,2,6:46.0,Shooting foul by J. Butler (drawn by J. Lamb),,38,42
134,2,6:46.0,,Minnesota full timeout,38,42
135,2,6:46.0,,T. Gibson enters the game for N. Bjelica,38,42
136,2,6:46.0,J. Lamb misses free throw 1 of 2,,38,42
137,2,6:46.0,Offensive rebound by Team,,38,42
138,2,6:46.0,J. Lamb makes free throw 2 of 2,,39,42
139,2,6:33.0,,Turnover by J. Crawford (bad pass; steal by K. Walker),39,42
140,2,6:27.0,Turnover by J. Lamb (bad pass; steal by J. Crawford),,39,42
141,2,6:14.0,,J. Crawford misses 3-pt jump shot from 22 ft,39,42
142,2,6:10.0,Defensive rebound by M. Monk,,39,42
143,2,6:02.0,D. Howard makes 2-pt dunk at rim (assist by M. Monk),,41,42
144,2,5:48.0,,Personal foul by J. Lamb (drawn by J. Butler),41,42
145,2,5:48.0,,J. Butler makes free throw 1 of 2,41,43
146,2,5:48.0,,A. Wiggins enters the game for J. Crawford,41,43
147,2,5:48.0,M. Williams enters the game for J. Lamb,,41,43
148,2,5:48.0,,J. Butler makes free throw 2 of 2,41,44
149,2,5:30.0,M. Monk misses 3-pt jump shot from 26 ft,,41,44
150,2,5:27.0,,Defensive rebound by J. Butler,41,44
151,2,5:17.0,,Shooting foul by M. Monk (drawn by A. Wiggins),41,44
152,2,5:17.0,,A. Wiggins makes free throw 1 of 2,41,45
153,2,5:17.0,D. Bacon enters the game for M. Monk,,41,45
154,2,5:17.0,,A. Wiggins misses free throw 2 of 2,41,45
155,2,5:14.0,Defensive rebound by D. Howard,,41,45
156,2,5:03.0,Turnover by D. Howard (turnover),,41,45
157,2,4:52.0,,K. Towns misses 2-pt layup from 3 ft (block by D. Howard),41,45
158,2,4:50.0,Defensive rebound by M. Williams,,41,45
159,2,4:48.0,M. Williams misses 3-pt jump shot from 25 ft,,41,45
160,2,4:46.0,,Defensive rebound by T. Gibson,41,45
161,2,4:38.0,,J. Teague makes 3-pt jump shot from 25 ft,41,48
162,2,4:20.0,K. Walker makes 2-pt layup from 1 ft,,43,48
163,2,4:13.0,,J. Teague makes 3-pt jump shot from 24 ft,43,51
164,2,4:00.0,K. Walker misses 3-pt jump shot from 26 ft,,43,51
165,2,3:55.0,,Defensive rebound by A. Wiggins,43,51
166,2,3:42.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by J. Teague),43,54
167,2,3:35.0,Charlotte full timeout,,43,54
168,2,3:23.0,Shooting foul by T. Gibson (drawn by F. Kaminsky),,43,54
169,2,3:23.0,F. Kaminsky makes free throw 1 of 2,,44,54
170,2,3:23.0,M. Carter-Williams enters the game for D. Bacon,,44,54
171,2,3:23.0,F. Kaminsky misses free throw 2 of 2,,44,54
172,2,3:21.0,,Defensive rebound by T. Gibson,44,54
173,2,3:10.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Teague),44,56
174,2,3:04.0,Personal foul by K. Towns (drawn by D. Howard),,44,56
175,2,3:04.0,D. Howard makes free throw 1 of 2,,45,56
176,2,3:04.0,D. Howard misses free throw 2 of 2,,45,56
177,2,3:02.0,,Defensive rebound by K. Towns,45,56
178,2,2:53.0,,A. Wiggins makes 2-pt jump shot from 20 ft (assist by K. Towns),45,58
179,2,2:31.0,F. Kaminsky misses 2-pt layup from 3 ft (block by K. Towns),,45,58
180,2,2:31.0,,Defensive rebound by K. Towns,45,58
181,2,2:26.0,,J. Teague makes 3-pt jump shot from 25 ft,45,61
182,2,2:07.0,Offensive foul by D. Howard (drawn by K. Towns),,45,61
183,2,2:07.0,Turnover by D. Howard (offensive foul),,45,61
184,2,1:50.0,,T. Gibson misses 2-pt jump shot from 6 ft,45,61
185,2,1:48.0,,Offensive rebound by T. Gibson,45,61
186,2,1:47.0,,T. Gibson misses 2-pt layup from 1 ft,45,61
187,2,1:47.0,,Offensive rebound by K. Towns,45,61
188,2,1:43.0,,K. Towns makes 2-pt layup from 1 ft,45,63
189,2,1:21.0,D. Howard makes 2-pt layup from 1 ft,,47,63
190,2,1:15.0,Technical foul by D. Howard,,47,63
191,2,1:15.0,,J. Butler makes technical free throw,47,64
192,2,1:07.0,,J. Teague misses 3-pt jump shot from 24 ft,47,64
193,2,1:06.0,Defensive rebound by Team,,47,64
194,2,1:06.0,,Loose ball foul by K. Towns (drawn by M. Carter-Williams),47,64
195,2,1:06.0,M. Carter-Williams misses free throw 1 of 2,,47,64
196,2,1:06.0,Offensive rebound by Team,,47,64
197,2,1:06.0,M. Carter-Williams misses free throw 2 of 2,,47,64
198,2,1:02.0,,Defensive rebound by K. Towns,47,64
199,2,0:53.0,,T. Gibson misses 2-pt layup from 2 ft (block by M. Carter-Williams),47,64
200,2,0:49.0,,Offensive rebound by J. Butler,47,64
201,2,0:44.0,,Turnover by J. Butler (traveling),47,64
202,2,0:36.0,K. Walker misses 2-pt layup from 1 ft,,47,64
203,2,0:35.0,Offensive rebound by D. Howard,,47,64
204,2,0:35.0,D. Howard makes 2-pt dunk at rim,,49,64
205,2,0:29.0,,J. Teague makes 2-pt layup from 1 ft,49,66
206,2,0:10.0,K. Walker misses 2-pt layup from 2 ft (block by K. Towns),,49,66
207,2,0:09.0,,Defensive rebound by K. Towns,49,66
208,2,0:09.0,,Personal foul by K. Walker (drawn by K. Towns),49,66
209,2,0:09.0,,K. Towns makes free throw 1 of 2,49,67
210,2,0:09.0,,K. Towns makes free throw 2 of 2,49,68
211,2,0:01.0,K. Walker makes 2-pt layup from 4 ft,,51,68
212,3,11:51.0,K. Walker misses 2-pt jump shot from 18 ft,,51,68
213,3,11:46.0,,Defensive rebound by J. Butler,51,68
214,3,11:36.0,,T. Gibson misses 2-pt jump shot from 19 ft,51,68
215,3,11:35.0,,Offensive rebound by Team,51,68
216,3,11:24.0,,J. Teague misses 2-pt jump shot from 19 ft,51,68
217,3,11:22.0,Defensive rebound by D. Howard,,51,68
218,3,11:12.0,D. Bacon makes 2-pt jump shot from 16 ft,,53,68
219,3,10:46.0,,J. Teague makes 3-pt jump shot from 24 ft (assist by K. Towns),53,71
220,3,10:18.0,K. Walker makes 2-pt jump shot from 8 ft (assist by J. Lamb),,55,71
221,3,9:54.0,,K. Towns misses 3-pt jump shot from 26 ft,55,71
222,3,9:50.0,Defensive rebound by K. Walker,,55,71
223,3,9:45.0,M. Williams makes 3-pt jump shot from 23 ft (assist by K. Walker),,58,71
224,3,9:43.0,,Minnesota full timeout,58,71
225,3,9:35.0,,K. Towns makes 2-pt jump shot from 17 ft (assist by J. Teague),58,73
226,3,9:18.0,M. Williams misses 2-pt jump shot from 6 ft,,58,73
227,3,9:15.0,Offensive rebound by D. Howard,,58,73
228,3,9:06.0,D. Bacon makes 2-pt layup from 4 ft,,60,73
229,3,8:51.0,,Offensive foul by K. Towns (drawn by K. Walker),60,73
230,3,8:51.0,,Turnover by K. Towns (offensive foul),60,73
231,3,8:37.0,D. Howard misses 2-pt layup from 1 ft,,60,73
232,3,8:35.0,,Defensive rebound by T. Gibson,60,73
233,3,8:24.0,,J. Teague misses 2-pt jump shot from 16 ft,60,73
234,3,8:22.0,Defensive rebound by D. Howard,,60,73
235,3,8:13.0,Personal foul by T. Gibson (drawn by M. Williams),,60,73
236,3,8:04.0,K. Walker misses 2-pt jump shot from 10 ft,,60,73
237,3,8:00.0,,Defensive rebound by J. Teague,60,73
238,3,7:52.0,,Turnover by J. Butler (bad pass; steal by D. Howard),60,73
239,3,7:49.0,M. Williams makes 2-pt layup from 1 ft,,62,73
240,3,7:29.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by J. Teague),62,75
241,3,7:14.0,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Lamb),,65,75
242,3,6:54.0,,A. Wiggins makes 2-pt jump shot from 13 ft,65,77
243,3,6:39.0,J. Lamb makes 2-pt jump shot from 18 ft (assist by D. Howard),,67,77
244,3,6:19.0,,A. Wiggins makes 2-pt jump shot from 15 ft,67,79
245,3,6:04.0,Shooting foul by T. Gibson (drawn by K. Walker),,67,79
246,3,6:04.0,K. Walker makes free throw 1 of 2,,68,79
247,3,6:04.0,T. Graham enters the game for J. Lamb,,68,79
248,3,6:04.0,K. Walker misses free throw 2 of 2,,68,79
249,3,6:02.0,,Defensive rebound by T. Gibson,68,79
250,3,5:51.0,,K. Towns misses 3-pt jump shot from 25 ft,68,79
251,3,5:46.0,Defensive rebound by D. Bacon,,68,79
252,3,5:40.0,Turnover by D. Bacon (lost ball; steal by J. Butler),,68,79
253,3,5:31.0,,T. Gibson misses 2-pt jump shot from 15 ft,68,79
254,3,5:31.0,,Offensive rebound by Team,68,79
255,3,5:31.0,Loose ball foul by M. Williams (drawn by K. Towns),,68,79
256,3,5:22.0,,A. Wiggins makes 2-pt layup from 1 ft,68,81
257,3,5:22.0,,Shooting foul by D. Howard (drawn by A. Wiggins),68,81
258,3,5:22.0,,A. Wiggins makes free throw 1 of 1,68,82
259,3,4:59.0,K. Walker misses 3-pt jump shot from 25 ft,,68,82
260,3,4:55.0,Offensive rebound by D. Howard,,68,82
261,3,4:55.0,D. Howard misses 2-pt layup at rim,,68,82
262,3,4:55.0,Offensive rebound by Team,,68,82
263,3,4:55.0,F. Kaminsky enters the game for M. Williams,,68,82
264,3,4:48.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,68,82
265,3,4:44.0,,Defensive rebound by J. Teague,68,82
266,3,4:35.0,,J. Butler makes 3-pt jump shot from 26 ft (assist by A. Wiggins),68,85
267,3,4:13.0,F. Kaminsky misses 2-pt layup from 1 ft,,68,85
268,3,4:07.0,,Defensive rebound by J. Teague,68,85
269,3,4:06.0,,Shooting block foul by K. Walker (drawn by K. Towns),68,85
270,3,4:06.0,,K. Towns makes free throw 1 of 2,68,86
271,3,4:06.0,,K. Towns makes free throw 2 of 2,68,87
272,3,3:56.0,Shooting foul by A. Wiggins (drawn by T. Graham),,68,87
273,3,3:56.0,T. Graham makes free throw 1 of 2,,69,87
274,3,3:56.0,C. Zeller enters the game for D. Howard,,69,87
275,3,3:56.0,T. Graham makes free throw 2 of 2,,70,87
276,3,3:33.0,,J. Teague misses 2-pt jump shot from 7 ft,70,87
277,3,3:30.0,Defensive rebound by C. Zeller,,70,87
278,3,3:28.0,Shooting foul by J. Teague (drawn by C. Zeller),,70,87
279,3,3:28.0,C. Zeller makes free throw 1 of 2,,71,87
280,3,3:28.0,,G. Dieng enters the game for K. Towns,71,87
281,3,3:28.0,C. Zeller misses free throw 2 of 2,,71,87
282,3,3:26.0,,Defensive rebound by G. Dieng,71,87
283,3,3:09.0,,J. Butler misses 2-pt layup from 2 ft,71,87
284,3,3:03.0,,Offensive rebound by J. Butler,71,87
285,3,3:03.0,,J. Butler makes 2-pt layup at rim,71,89
286,3,2:51.0,D. Bacon misses 2-pt jump shot from 10 ft,,71,89
287,3,2:51.0,,Defensive rebound by Team,71,89
288,3,2:51.0,Loose ball foul by C. Zeller (drawn by T. Gibson),,71,89
289,3,2:51.0,Charlotte full timeout,,71,89
290,3,2:51.0,,N. Bjelica enters the game for J. Butler,71,89
291,3,2:51.0,,J. Crawford enters the game for T. Gibson,71,89
292,3,2:36.0,,Turnover by J. Teague (traveling),71,89
293,3,2:16.0,K. Walker makes 2-pt jump shot from 19 ft,,73,89
294,3,1:58.0,,G. Dieng makes 2-pt jump shot from 16 ft (assist by J. Teague),73,91
295,3,1:40.0,D. Bacon misses 2-pt jump shot from 19 ft,,73,91
296,3,1:37.0,,Defensive rebound by A. Wiggins,73,91
297,3,1:33.0,,Turnover by A. Wiggins (lost ball; steal by T. Graham),73,91
298,3,1:28.0,F. Kaminsky misses 2-pt layup from 2 ft (block by J. Teague),,73,91
299,3,1:26.0,Offensive rebound by F. Kaminsky,,73,91
300,3,1:15.0,T. Graham misses 3-pt jump shot from 23 ft,,73,91
301,3,1:13.0,,Defensive rebound by J. Teague,73,91
302,3,1:12.0,,Shooting foul by T. Graham (drawn by G. Dieng),73,91
303,3,1:12.0,,G. Dieng misses free throw 1 of 2,73,91
304,3,1:12.0,,Offensive rebound by Team,73,91
305,3,1:12.0,J. Lamb enters the game for D. Bacon,,73,91
306,3,1:12.0,M. Monk enters the game for K. Walker,,73,91
307,3,1:12.0,,G. Dieng makes free throw 2 of 2,73,92
308,3,0:52.0,Turnover by M. Monk (lost ball; steal by N. Bjelica),,73,92
309,3,0:47.0,,Personal foul by C. Zeller (drawn by N. Bjelica),73,92
310,3,0:47.0,,N. Bjelica makes free throw 1 of 2,73,93
311,3,0:47.0,,T. Jones enters the game for J. Teague,73,93
312,3,0:47.0,,N. Bjelica misses free throw 2 of 2,73,93
313,3,0:45.0,Defensive rebound by F. Kaminsky,,73,93
314,3,0:39.0,M. Monk makes 3-pt jump shot from 24 ft,,76,93
315,3,0:30.0,,Shooting foul by F. Kaminsky (drawn by N. Bjelica),76,93
316,3,0:30.0,,N. Bjelica makes free throw 1 of 2,76,94
317,3,0:30.0,,N. Bjelica makes free throw 2 of 2,76,95
318,3,0:09.0,J. Lamb makes 3-pt jump shot from 25 ft (assist by M. Monk),,79,95
319,3,0:03.0,,Personal foul by J. Lamb (drawn by G. Dieng),79,95
320,3,0:03.0,,G. Dieng makes free throw 1 of 2,79,96
321,3,0:03.0,,G. Dieng makes free throw 2 of 2,79,97
322,3,0:00.0,J. Lamb misses 3-pt jump shot from 42 ft,,79,97
323,3,0:00.0,Offensive rebound by Team,,79,97
324,4,11:46.0,,Turnover by J. Crawford (bad pass; steal by F. Kaminsky),79,97
325,4,11:42.0,,Offensive charge foul by C. Zeller (drawn by N. Bjelica),79,97
326,4,11:42.0,Turnover by C. Zeller (offensive foul),,79,97
327,4,11:32.0,,Turnover by J. Crawford (traveling),79,97
328,4,11:21.0,J. Lamb misses 3-pt jump shot from 25 ft,,79,97
329,4,11:18.0,,Defensive rebound by G. Dieng,79,97
330,4,11:09.0,,J. Crawford makes 3-pt jump shot from 25 ft,79,100
331,4,10:53.0,C. Zeller makes 2-pt dunk from 1 ft (assist by M. Monk),,81,100
332,4,10:25.0,,N. Bjelica makes 2-pt jump shot from 6 ft,81,102
333,4,10:08.0,J. Lamb misses 2-pt jump shot from 9 ft,,81,102
334,4,10:05.0,,Defensive rebound by S. Muhammad,81,102
335,4,9:52.0,,S. Muhammad misses 3-pt jump shot from 23 ft,81,102
336,4,9:49.0,Defensive rebound by F. Kaminsky,,81,102
337,4,9:40.0,M. Monk misses 3-pt jump shot from 25 ft,,81,102
338,4,9:36.0,,Defensive rebound by N. Bjelica,81,102
339,4,9:30.0,,G. Dieng makes 2-pt dunk from 1 ft (assist by J. Crawford),81,104
340,4,9:28.0,Charlotte full timeout,,81,104
341,4,9:05.0,M. Monk misses 2-pt layup from 4 ft,,81,104
342,4,9:02.0,,Defensive rebound by S. Muhammad,81,104
343,4,8:58.0,,Offensive foul by T. Jones (drawn by J. Lamb),81,104
344,4,8:58.0,,Turnover by T. Jones (offensive foul),81,104
345,4,8:44.0,T. Graham misses 2-pt jump shot from 8 ft,,81,104
346,4,8:41.0,,Defensive rebound by S. Muhammad,81,104
347,4,8:32.0,,J. Crawford misses 2-pt jump shot from 15 ft,81,104
348,4,8:29.0,Defensive rebound by C. Zeller,,81,104
349,4,8:19.0,Personal foul by J. Crawford (drawn by J. Lamb),,81,104
350,4,8:19.0,D. Howard enters the game for T. Graham,,81,104
351,4,8:19.0,D. Bacon enters the game for F. Kaminsky,,81,104
352,4,8:13.0,M. Monk misses 2-pt jump shot from 20 ft,,81,104
353,4,8:12.0,Offensive rebound by Team,,81,104
354,4,8:12.0,,Loose ball foul by N. Bjelica (drawn by D. Howard),81,104
355,4,8:04.0,J. Lamb misses 2-pt jump shot from 16 ft,,81,104
356,4,7:58.0,,Defensive rebound by G. Dieng,81,104
357,4,7:54.0,,S. Muhammad misses 2-pt jump shot from 6 ft (block by C. Zeller),81,104
358,4,7:54.0,,Offensive rebound by Team,81,104
359,4,7:43.0,,Turnover by N. Bjelica (lost ball; steal by D. Bacon),81,104
360,4,7:40.0,Turnover by J. Lamb (traveling),,81,104
361,4,7:28.0,,G. Dieng misses 2-pt jump shot from 8 ft,81,104
362,4,7:27.0,Defensive rebound by C. Zeller,,81,104
363,4,7:21.0,C. Zeller makes 2-pt jump shot from 20 ft (assist by M. Monk),,83,104
364,4,7:03.0,,Def 3 sec tech foul by M. Monk,83,104
365,4,7:03.0,,J. Crawford makes technical free throw,83,105
366,4,7:03.0,,K. Towns enters the game for G. Dieng,83,105
367,4,7:03.0,,J. Butler enters the game for S. Muhammad,83,105
368,4,6:59.0,,Turnover by K. Towns (bad pass),83,105
369,4,6:48.0,D. Howard makes 2-pt dunk at rim (assist by J. Lamb),,85,105
370,4,6:29.0,,Turnover by N. Bjelica (lost ball; steal by D. Bacon),85,105
371,4,6:15.0,M. Monk misses 2-pt jump shot from 18 ft,,85,105
372,4,6:13.0,Offensive rebound by D. Howard,,85,105
373,4,6:12.0,D. Howard makes 2-pt dunk from 1 ft,,87,105
374,4,6:08.0,,Minnesota full timeout,87,105
375,4,6:08.0,,J. Teague enters the game for T. Jones,87,105
376,4,6:08.0,,T. Gibson enters the game for N. Bjelica,87,105
377,4,6:08.0,,A. Wiggins enters the game for J. Crawford,87,105
378,4,6:08.0,M. Williams enters the game for M. Monk,,87,105
379,4,6:08.0,K. Walker enters the game for C. Zeller,,87,105
380,4,5:53.0,,A. Wiggins misses 2-pt jump shot from 20 ft,87,105
381,4,5:49.0,,Offensive rebound by T. Gibson,87,105
382,4,5:43.0,,K. Towns misses 3-pt jump shot from 26 ft,87,105
383,4,5:40.0,Defensive rebound by D. Bacon,,87,105
384,4,5:39.0,Personal foul by K. Towns (drawn by D. Howard),,87,105
385,4,5:31.0,K. Walker misses 3-pt jump shot from 25 ft,,87,105
386,4,5:27.0,,Defensive rebound by K. Towns,87,105
