,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
378,4,9:28.0,,Loose ball foul by N. Jokić (drawn by T. Zeller),97,83
379,4,9:16.0,J. Parker misses 3-pt jump shot from 24 ft,,97,83
380,4,9:14.0,,Defensive rebound by N. Jokić,97,83
381,4,9:09.0,,T. Lyles misses 3-pt jump shot from 22 ft,97,83
382,4,9:07.0,Defensive rebound by Team,,97,83
383,4,9:07.0,,P. Millsap enters the game for T. Craig,97,83
384,4,8:51.0,J. Terry misses 3-pt jump shot from 25 ft,,97,83
385,4,8:50.0,,Defensive rebound by Team,97,83
386,4,8:43.0,,Personal foul by T. Zeller (drawn by N. Jokić),97,83
387,4,8:43.0,J. Henson enters the game for T. Zeller,,97,83
388,4,8:31.0,,Turnover by N. Jokić (bad pass),97,83
389,4,8:31.0,T. Snell enters the game for J. Terry,,97,83
390,4,8:14.0,T. Snell makes 3-pt jump shot from 23 ft (assist by S. Brown),,100,83
391,4,7:56.0,,Shooting foul by S. Brown (drawn by T. Lyles),100,83
392,4,7:56.0,,T. Lyles misses free throw 1 of 2,100,83
393,4,7:56.0,,Offensive rebound by Team,100,83
394,4,7:56.0,,W. Barton enters the game for J. Hernangómez,100,83
395,4,7:56.0,,T. Lyles makes free throw 2 of 2,100,84
396,4,7:34.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,102,84
397,4,7:23.0,,N. Jokić misses 2-pt layup from 1 ft,102,84
398,4,7:23.0,,Offensive rebound by Team,102,84
399,4,7:09.0,,Shooting foul by G. Antetokounmpo (drawn by J. Murray),102,84
400,4,7:09.0,,J. Murray makes free throw 1 of 2,102,85
401,4,7:09.0,,T. Craig enters the game for T. Lyles,102,85
402,4,7:09.0,K. Middleton enters the game for S. Brown,,102,85
403,4,7:09.0,E. Bledsoe enters the game for G. Antetokounmpo,,102,85
404,4,7:09.0,,J. Murray makes free throw 2 of 2,102,86
405,4,6:56.0,J. Parker misses 2-pt layup from 3 ft,,102,86
406,4,6:54.0,,Defensive rebound by P. Millsap,102,86
407,4,6:50.0,,P. Millsap makes 2-pt layup from 3 ft,102,88
408,4,6:33.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by T. Snell),,105,88
409,4,6:16.0,,J. Murray misses 2-pt jump shot from 12 ft,105,88
410,4,6:12.0,Defensive rebound by K. Middleton,,105,88
411,4,5:54.0,J. Henson misses 2-pt dunk from 2 ft,,105,88
412,4,5:50.0,,Defensive rebound by N. Jokić,105,88
413,4,5:45.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by P. Millsap),105,91
414,4,5:44.0,Milwaukee full timeout,,105,91
415,4,5:29.0,J. Parker makes 2-pt layup from 3 ft (assist by K. Middleton),,107,91
416,4,5:09.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),107,93
417,4,4:54.0,K. Middleton misses 2-pt jump shot from 10 ft,,107,93
418,4,4:53.0,,Defensive rebound by P. Millsap,107,93
419,4,4:46.0,,P. Millsap makes 2-pt layup from 1 ft,107,95
420,4,4:21.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,107,95
421,4,4:19.0,,Defensive rebound by N. Jokić,107,95
422,4,4:07.0,,J. Murray misses 3-pt jump shot from 24 ft,107,95
423,4,4:04.0,,Offensive rebound by T. Craig,107,95
424,4,4:04.0,,T. Craig makes 2-pt layup from 1 ft,107,97
425,4,3:53.0,Milwaukee full timeout,,107,97
426,4,3:53.0,G. Antetokounmpo enters the game for J. Parker,,107,97
427,4,3:43.0,,Offensive charge foul by G. Antetokounmpo,107,97
428,4,3:43.0,Turnover by G. Antetokounmpo (offensive foul),,107,97
429,4,3:43.0,Technical foul by G. Antetokounmpo,,107,97
430,4,3:43.0,,J. Murray makes technical free throw,107,98
431,4,3:43.0,J. Parker enters the game for G. Antetokounmpo,,107,98
432,4,3:26.0,,Personal foul by E. Bledsoe (drawn by J. Murray),107,98
433,4,3:26.0,,J. Murray makes free throw 1 of 2,107,99
434,4,3:26.0,,J. Murray makes free throw 2 of 2,107,100
435,4,3:13.0,K. Middleton makes 2-pt jump shot from 11 ft (assist by J. Henson),,109,100
436,4,2:57.0,,J. Murray misses 3-pt jump shot from 24 ft,109,100
437,4,2:56.0,,Offensive rebound by N. Jokić,109,100
438,4,2:56.0,,N. Jokić makes 2-pt layup from 1 ft,109,102
439,4,2:56.0,,Shooting foul by T. Snell (drawn by N. Jokić),109,102
440,4,2:56.0,,N. Jokić makes free throw 1 of 1,109,103
441,4,2:35.0,K. Middleton misses 3-pt jump shot from 25 ft,,109,103
442,4,2:29.0,,Defensive rebound by N. Jokić,109,103
443,4,2:24.0,,W. Barton misses 2-pt layup from 2 ft (block by J. Henson),109,103
444,4,2:19.0,Defensive rebound by J. Parker,,109,103
445,4,2:08.0,E. Bledsoe makes 2-pt jump shot from 11 ft,,111,103
446,4,1:48.0,,Turnover by J. Murray (traveling),111,103
447,4,1:33.0,E. Bledsoe misses 2-pt jump shot from 15 ft,,111,103
448,4,1:31.0,,Defensive rebound by N. Jokić,111,103
449,4,1:26.0,,T. Craig misses 2-pt layup from 2 ft,111,103
450,4,1:26.0,Defensive rebound by K. Middleton,,111,103
451,4,1:07.0,J. Parker misses 2-pt jump shot from 11 ft,,111,103
452,4,1:06.0,,Defensive rebound by P. Millsap,111,103
453,4,1:06.0,,Denver full timeout,111,103
454,4,1:06.0,,J. Hernangómez enters the game for T. Craig,111,103
455,4,0:58.0,,J. Murray makes 2-pt layup from 2 ft,111,105
456,4,0:58.0,,Shooting foul by E. Bledsoe (drawn by J. Murray),111,105
457,4,0:58.0,,T. Craig enters the game for J. Hernangómez,111,105
458,4,0:58.0,,J. Murray makes free throw 1 of 1,111,106
459,4,0:43.0,K. Middleton misses 3-pt jump shot from 25 ft,,111,106
460,4,0:40.0,,Defensive rebound by W. Barton,111,106
461,4,0:35.0,,J. Murray misses 2-pt layup from 2 ft (block by E. Bledsoe),111,106
462,4,0:33.0,,Offensive rebound by P. Millsap,111,106
463,4,0:30.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by P. Millsap),111,108
464,4,0:07.0,J. Parker misses 2-pt jump shot from 9 ft,,111,108
465,4,0:06.0,,Defensive rebound by W. Barton,111,108
466,4,0:06.0,,J. Hernangómez enters the game for T. Craig,111,108
467,4,0:05.0,,Denver full timeout,111,108
468,4,0:04.0,,Turnover by P. Millsap (out of bounds lost ball),111,108
469,4,0:04.0,Milwaukee full timeout,,111,108
470,4,0:04.0,,M. Beasley enters the game for N. Jokić,111,108
471,4,0:04.0,,T. Craig enters the game for J. Hernangómez,111,108
472,4,0:04.0,J. Terry enters the game for J. Henson,,111,108
473,4,0:04.0,Personal take foul by T. Craig (drawn by E. Bledsoe),,111,108
474,4,0:02.0,Turnover by K. Middleton (bad pass; steal by J. Murray),,111,108
475,4,0:02.0,,Shooting foul by J. Terry (drawn by J. Murray),111,108
476,4,0:02.0,,J. Murray makes free throw 1 of 3,111,109
477,4,0:02.0,,J. Murray makes free throw 2 of 3,111,110
478,4,0:02.0,,N. Jokić enters the game for M. Beasley,111,110
479,4,0:02.0,T. Zeller enters the game for T. Snell,,111,110
480,4,0:02.0,,J. Murray makes free throw 3 of 3,111,111
481,4,0:02.0,Milwaukee full timeout,,111,111
482,4,0:02.0,,D. Harris enters the game for J. Murray,111,111
483,4,0:02.0,,J. Hernangómez enters the game for N. Jokić,111,111
484,4,0:02.0,T. Snell enters the game for T. Zeller,,111,111
485,4,0:02.0,,N. Jokić enters the game for T. Craig,111,111
486,4,0:02.0,,J. Murray enters the game for D. Harris,111,111
487,4,0:02.0,J. Henson enters the game for J. Terry,,111,111
488,4,0:02.0,T. Zeller enters the game for T. Snell,,111,111
489,4,0:01.0,Turnover by E. Bledsoe (bad pass),,111,111
490,4,0:00.0,,N. Jokić misses 3-pt jump shot from 26 ft,111,111
491,4,0:00.0,,Offensive rebound by Team,111,111
492,1OT,4:43.0,,J. Murray makes 2-pt jump shot from 11 ft (assist by W. Barton),111,113
493,1OT,4:22.0,Turnover by J. Parker (lost ball; steal by P. Millsap),,111,113
494,1OT,4:22.0,,Personal foul by J. Parker (drawn by J. Murray),111,113
495,1OT,4:10.0,,T. Craig makes 3-pt jump shot from 23 ft (assist by N. Jokić),111,116
496,1OT,3:52.0,Def 3 sec tech foul by T. Craig,,111,116
497,1OT,3:52.0,K. Middleton makes technical free throw,,112,116
498,1OT,3:38.0,T. Snell misses 3-pt jump shot from 22 ft,,112,116
499,1OT,3:34.0,,Defensive rebound by P. Millsap,112,116
500,1OT,3:27.0,,Turnover by P. Millsap (traveling),112,116
501,1OT,3:16.0,K. Middleton misses 2-pt jump shot from 8 ft,,112,116
502,1OT,3:14.0,Offensive rebound by Team,,112,116
503,1OT,3:07.0,J. Parker misses 3-pt jump shot from 22 ft,,112,116
504,1OT,3:03.0,,Defensive rebound by W. Barton,112,116
505,1OT,2:42.0,,P. Millsap misses 2-pt jump shot from 18 ft,112,116
506,1OT,2:40.0,,Offensive rebound by T. Craig,112,116
507,1OT,2:19.0,,P. Millsap makes 2-pt jump shot from 10 ft (assist by J. Murray),112,118
508,1OT,2:08.0,Shooting foul by J. Murray (drawn by K. Middleton),,112,118
509,1OT,2:08.0,K. Middleton makes free throw 1 of 2,,113,118
510,1OT,2:08.0,K. Middleton makes free throw 2 of 2,,114,118
511,1OT,1:48.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by J. Murray),114,121
512,1OT,1:47.0,Milwaukee full timeout,,114,121
513,1OT,1:37.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,114,121
514,1OT,1:34.0,,Defensive rebound by N. Jokić,114,121
515,1OT,1:27.0,,Personal foul by K. Middleton (drawn by W. Barton),114,121
516,1OT,1:14.0,,J. Murray misses 2-pt jump shot from 17 ft,114,121
517,1OT,1:11.0,,Offensive rebound by J. Murray,114,121
518,1OT,1:01.0,,Turnover by J. Murray (bad pass; steal by J. Henson),114,121
519,1OT,0:54.0,J. Parker makes 2-pt dunk from 1 ft (assist by J. Henson),,116,121
520,1OT,0:47.0,,P. Millsap makes 2-pt dunk from 1 ft (assist by T. Craig),116,123
521,1OT,0:44.0,K. Middleton misses 3-pt jump shot from 27 ft,,116,123
522,1OT,0:44.0,Offensive rebound by J. Henson,,116,123
523,1OT,0:40.0,J. Henson misses 3-pt jump shot from 23 ft,,116,123
524,1OT,0:37.0,Offensive rebound by J. Parker,,116,123
525,1OT,0:37.0,J. Parker makes 2-pt layup from 1 ft,,118,123
526,1OT,0:35.0,,Personal take foul by J. Parker (drawn by W. Barton),118,123
527,1OT,0:35.0,,W. Barton makes free throw 1 of 2,118,124
528,1OT,0:35.0,,J. Hernangómez enters the game for N. Jokić,118,124
529,1OT,0:35.0,,M. Beasley enters the game for J. Murray,118,124
530,1OT,0:35.0,,W. Barton makes free throw 2 of 2,118,125
531,1OT,0:35.0,Milwaukee full timeout,,118,125
532,1OT,0:35.0,J. Terry enters the game for J. Henson,,118,125
533,1OT,0:29.0,J. Parker makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,121,125
534,1OT,0:29.0,,Denver full timeout,121,125
535,1OT,0:29.0,,D. Harris enters the game for T. Craig,121,125
536,1OT,0:29.0,,J. Murray enters the game for M. Beasley,121,125
537,1OT,0:29.0,,N. Jokić enters the game for J. Hernangómez,121,125
538,1OT,0:29.0,S. Brown enters the game for J. Terry,,121,125
539,1OT,0:29.0,,Denver full timeout,121,125
540,1OT,0:28.0,,Personal take foul by E. Bledsoe (drawn by P. Millsap),121,125
541,1OT,0:28.0,,P. Millsap makes free throw 1 of 2,121,126
542,1OT,0:28.0,,T. Craig enters the game for J. Murray,121,126
543,1OT,0:28.0,,M. Beasley enters the game for N. Jokić,121,126
544,1OT,0:28.0,J. Terry enters the game for S. Brown,,121,126
545,1OT,0:28.0,,P. Millsap misses free throw 2 of 2,121,126
546,1OT,0:27.0,Defensive rebound by K. Middleton,,121,126
547,1OT,0:27.0,Personal foul by P. Millsap (drawn by K. Middleton),,121,126
548,1OT,0:19.0,E. Bledsoe makes 2-pt layup from 2 ft,,123,126
549,1OT,0:16.0,,Personal take foul by E. Bledsoe (drawn by M. Beasley),123,126
550,1OT,0:16.0,,M. Beasley misses free throw 1 of 2,123,126
551,1OT,0:16.0,,Offensive rebound by Team,123,126
552,1OT,0:16.0,,J. Murray enters the game for D. Harris,123,126
553,1OT,0:16.0,,N. Jokić enters the game for T. Craig,123,126
554,1OT,0:16.0,J. Henson enters the game for T. Snell,,123,126
555,1OT,0:16.0,,M. Beasley misses free throw 2 of 2,123,126
556,1OT,0:15.0,Defensive rebound by J. Parker,,123,126
557,1OT,0:07.0,E. Bledsoe makes 2-pt layup from 3 ft (assist by J. Parker),,125,126
558,1OT,0:07.0,,Personal take foul by E. Bledsoe (drawn by M. Beasley),125,126
559,1OT,0:07.0,S. Brown enters the game for E. Bledsoe,,125,126
560,1OT,0:07.0,,M. Beasley makes free throw 1 of 2,125,127
561,1OT,0:07.0,,T. Craig enters the game for N. Jokić,125,127
562,1OT,0:07.0,,M. Beasley makes free throw 2 of 2,125,128
563,1OT,0:02.0,J. Parker misses 3-pt jump shot from 26 ft,,125,128
564,1OT,0:01.0,,Defensive rebound by Team,125,128
565,1OT,0:01.0,,N. Jokić enters the game for M. Beasley,125,128
566,1OT,0:01.0,,D. Harris enters the game for T. Craig,125,128
