,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
383,4,8:39.0,,Toronto full timeout,96,82
384,4,8:39.0,,D. DeRozan enters the game for F. VanVleet,96,82
385,4,8:39.0,,J. Valančiūnas enters the game for P. Siakam,96,82
386,4,8:39.0,,K. Lowry enters the game for D. Wright,96,82
387,4,8:28.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Lowry),96,84
388,4,8:12.0,M. Harrell misses 2-pt layup from 7 ft,,96,84
389,4,8:11.0,,Defensive rebound by Team,96,84
390,4,8:02.0,,K. Lowry makes 3-pt jump shot from 25 ft,96,87
391,4,7:46.0,L. Williams misses 2-pt jump shot from 15 ft,,96,87
392,4,7:43.0,Offensive rebound by L. Williams,,96,87
393,4,7:36.0,M. Teodosić makes 2-pt jump shot from 5 ft,,98,87
394,4,7:20.0,,Turnover by C. Miles (bad pass; steal by S. Thornwell),98,87
395,4,7:13.0,L. Williams misses 2-pt layup from 4 ft (block by J. Valančiūnas),,98,87
396,4,7:08.0,Offensive rebound by B. Marjanović,,98,87
397,4,7:07.0,B. Marjanović misses 2-pt hook shot from 2 ft,,98,87
398,4,7:07.0,,Defensive rebound by C. Miles,98,87
399,4,6:59.0,,Shooting foul by M. Harrell (drawn by D. DeRozan),98,87
400,4,6:59.0,,D. DeRozan makes free throw 1 of 2,98,88
401,4,6:59.0,,D. DeRozan makes free throw 2 of 2,98,89
402,4,6:41.0,M. Teodosić misses 3-pt jump shot from 22 ft,,98,89
403,4,6:37.0,,Defensive rebound by K. Lowry,98,89
404,4,6:36.0,,Personal take foul by M. Teodosić (drawn by K. Lowry),98,89
405,4,6:36.0,A. Rivers enters the game for M. Teodosić,,98,89
406,4,6:36.0,D. Jordan enters the game for B. Marjanović,,98,89
407,4,6:36.0,T. Harris enters the game for M. Harrell,,98,89
408,4,6:21.0,,K. Lowry makes 2-pt layup at rim,98,91
409,4,6:12.0,S. Thornwell makes 2-pt layup from 1 ft (assist by L. Williams),,100,91
410,4,5:51.0,,D. DeRozan makes 2-pt jump shot from 10 ft,100,93
411,4,5:28.0,L. Williams makes 3-pt jump shot from 25 ft,,103,93
412,4,5:18.0,,Personal foul by A. Rivers (drawn by K. Lowry),103,93
413,4,5:18.0,,F. VanVleet enters the game for C. Miles,103,93
414,4,5:04.0,,D. DeRozan misses 2-pt jump shot from 20 ft,103,93
415,4,5:00.0,Defensive rebound by D. Jordan,,103,93
416,4,4:52.0,A. Rivers misses 2-pt jump shot from 8 ft,,103,93
417,4,4:52.0,,Defensive rebound by J. Valančiūnas,103,93
418,4,4:42.0,Offensive charge foul by D. DeRozan (drawn by A. Rivers),,103,93
419,4,4:42.0,,Turnover by D. DeRozan (offensive foul),103,93
420,4,4:30.0,L. Williams makes 2-pt jump shot from 17 ft,,105,93
421,4,4:13.0,,D. DeRozan makes 2-pt layup from 1 ft,105,95
422,4,3:53.0,L. Williams misses 2-pt jump shot from 21 ft,,105,95
423,4,3:48.0,,Defensive rebound by S. Ibaka,105,95
424,4,3:32.0,,J. Valančiūnas misses 2-pt layup from 1 ft,105,95
425,4,3:24.0,,Offensive rebound by J. Valančiūnas,105,95
426,4,3:24.0,,J. Valančiūnas makes 2-pt layup at rim,105,97
427,4,3:13.0,A. Rivers misses 2-pt jump shot from 5 ft,,105,97
428,4,3:03.0,Offensive rebound by D. Jordan,,105,97
429,4,3:03.0,D. Jordan misses 2-pt layup at rim,,105,97
430,4,3:03.0,,Defensive rebound by J. Valančiūnas,105,97
431,4,2:58.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by D. DeRozan),105,100
432,4,2:57.0,LA Clippers full timeout,,105,100
433,4,2:47.0,L. Williams makes 2-pt jump shot from 10 ft,,107,100
434,4,2:47.0,Shooting foul by F. VanVleet (drawn by L. Williams),,107,100
435,4,2:47.0,L. Williams makes free throw 1 of 1,,108,100
436,4,2:36.0,,F. VanVleet makes 3-pt jump shot from 22 ft (assist by D. DeRozan),108,103
437,4,2:10.0,L. Williams makes 2-pt jump shot from 13 ft,,110,103
438,4,1:54.0,,J. Valančiūnas misses 2-pt hook shot from 4 ft,110,103
439,4,1:50.0,Defensive rebound by D. Jordan,,110,103
440,4,1:30.0,L. Williams makes 2-pt jump shot from 21 ft,,112,103
441,4,1:29.0,,Toronto full timeout,112,103
442,4,1:29.0,,C. Miles enters the game for J. Valančiūnas,112,103
443,4,1:20.0,,Turnover by K. Lowry (bad pass; steal by A. Rivers),112,103
444,4,1:00.0,Shooting foul by S. Ibaka (drawn by D. Jordan),,112,103
445,4,1:00.0,D. Jordan makes free throw 1 of 2,,113,103
446,4,1:00.0,D. Jordan misses free throw 2 of 2,,113,103
447,4,0:57.0,,Defensive rebound by S. Ibaka,113,103
448,4,0:47.0,,C. Miles misses 3-pt jump shot from 24 ft,113,103
449,4,0:43.0,Defensive rebound by S. Thornwell,,113,103
450,4,0:28.0,T. Harris makes 2-pt jump shot from 9 ft (assist by A. Rivers),,115,103
451,4,0:23.0,,K. Lowry misses 3-pt jump shot from 30 ft,115,103
452,4,0:18.0,Defensive rebound by T. Harris,,115,103
453,4,0:14.0,Personal foul by F. VanVleet (drawn by T. Harris),,115,103
454,4,0:14.0,T. Harris makes free throw 1 of 2,,116,103
455,4,0:14.0,T. Harris makes free throw 2 of 2,,117,103
456,4,0:10.0,,F. VanVleet makes 3-pt jump shot from 26 ft,117,106
