,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
381,4,3:32.0,K. Olynyk makes free throw 2 of 2,,107,89
382,4,3:20.0,,K. Towns makes 2-pt jump shot from 11 ft (assist by T. Jones),107,91
383,4,2:52.0,Turnover by Team (shot clock),,107,91
384,4,2:40.0,,J. Butler misses 2-pt jump shot from 18 ft,107,91
385,4,2:37.0,Defensive rebound by J. Richardson,,107,91
386,4,2:20.0,J. Richardson misses 3-pt jump shot from 24 ft,,107,91
387,4,2:15.0,,Defensive rebound by K. Towns,107,91
388,4,2:02.0,,K. Towns makes 2-pt layup from 5 ft (assist by J. Butler),107,93
389,4,1:44.0,J. Richardson misses 2-pt layup from 8 ft,,107,93
390,4,1:40.0,,Defensive rebound by K. Towns,107,93
391,4,1:37.0,Offensive charge foul by K. Towns (drawn by K. Olynyk),,107,93
392,4,1:37.0,,Turnover by K. Towns (offensive foul),107,93
393,4,1:15.0,G. Dragić misses 2-pt jump shot from 17 ft,,107,93
394,4,1:10.0,,Defensive rebound by K. Towns,107,93
395,4,1:07.0,,K. Towns makes 2-pt layup at rim (assist by T. Jones),107,95
396,4,1:07.0,,Shooting foul by J. Johnson (drawn by K. Towns),107,95
397,4,1:07.0,,K. Towns makes free throw 1 of 1,107,96
398,4,0:45.0,J. Johnson misses 2-pt layup from 10 ft (block by K. Towns),,107,96
399,4,0:39.0,,Defensive rebound by T. Gibson,107,96
400,4,0:36.0,,T. Jones misses 2-pt jump shot from 8 ft,107,96
401,4,0:32.0,,Offensive rebound by T. Jones,107,96
402,4,0:31.0,,T. Jones misses 3-pt jump shot from 22 ft,107,96
403,4,0:31.0,,Offensive rebound by K. Towns,107,96
404,4,0:31.0,,Personal foul by J. Richardson (drawn by K. Towns),107,96
405,4,0:31.0,,K. Towns misses free throw 1 of 2,107,96
406,4,0:31.0,,Offensive rebound by Team,107,96
407,4,0:31.0,,K. Towns makes free throw 2 of 2,107,97
408,4,0:14.0,K. Olynyk makes 2-pt dunk at rim (assist by J. Johnson),,109,97
409,4,0:10.0,,T. Jones misses 2-pt jump shot from 11 ft,109,97
410,4,0:06.0,Defensive rebound by J. Johnson,,109,97
