,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
25,1,8:30.0,B. Lopez misses 3-pt jump shot from 25 ft,,9,10
26,1,8:28.0,Offensive rebound by Team,,9,10
27,1,8:28.0,,Loose ball foul by M. Williams (drawn by L. Nance),9,10
28,1,8:22.0,Turnover by B. Ingram (traveling),,9,10
29,1,8:04.0,,D. Howard misses 2-pt layup from 1 ft,9,10
30,1,8:02.0,Defensive rebound by B. Lopez,,9,10
31,1,7:56.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),,11,10
32,1,7:46.0,,K. Walker makes 3-pt jump shot from 25 ft,11,13
33,1,7:36.0,B. Lopez makes 2-pt hook shot from 9 ft (assist by L. Ball),,13,13
34,1,7:24.0,,K. Walker makes 2-pt jump shot from 16 ft,13,15
35,1,7:08.0,B. Lopez misses 2-pt layup from 1 ft,,13,15
36,1,7:06.0,,Defensive rebound by M. Kidd-Gilchrist,13,15
37,1,6:52.0,,M. Williams misses 3-pt jump shot from 24 ft,13,15
38,1,6:50.0,,Offensive rebound by M. Kidd-Gilchrist,13,15
39,1,6:47.0,,K. Walker misses 3-pt jump shot from 25 ft,13,15
40,1,6:43.0,Defensive rebound by L. Ball,,13,15
41,1,6:40.0,K. Caldwell-Pope makes 2-pt jump shot from 20 ft (assist by L. Ball),,15,15
42,1,6:29.0,,Charlotte full timeout,15,15
43,1,6:29.0,,D. Bacon enters the game for M. Williams,15,15
44,1,6:29.0,,T. Graham enters the game for N. Batum,15,15
45,1,6:11.0,,D. Bacon makes 2-pt jump shot from 20 ft (assist by K. Walker),15,17
46,1,5:55.0,B. Lopez makes 3-pt jump shot from 24 ft (assist by K. Caldwell-Pope),,18,17
47,1,5:46.0,,Personal foul by L. Ball (drawn by K. Walker),18,17
48,1,5:37.0,,D. Howard makes 2-pt hook shot from 9 ft (assist by M. Kidd-Gilchrist),18,19
49,1,5:24.0,L. Ball misses 3-pt jump shot from 26 ft,,18,19
50,1,5:21.0,,Defensive rebound by M. Kidd-Gilchrist,18,19
51,1,5:15.0,,Personal foul by L. Nance (drawn by D. Bacon),18,19
52,1,5:09.0,,D. Howard makes 2-pt hook shot from 3 ft (assist by T. Graham),18,21
53,1,4:59.0,Personal foul by M. Kidd-Gilchrist (drawn by B. Ingram),,18,21
54,1,4:59.0,,M. Carter-Williams enters the game for M. Kidd-Gilchrist,18,21
55,1,4:59.0,,M. Monk enters the game for K. Walker,18,21
56,1,4:48.0,K. Caldwell-Pope misses 2-pt jump shot from 13 ft,,18,21
57,1,4:45.0,,Defensive rebound by D. Howard,18,21
58,1,4:37.0,,D. Howard makes 2-pt dunk at rim (assist by M. Monk),18,23
59,1,4:31.0,L. Nance makes 2-pt dunk at rim (assist by L. Ball),,20,23
60,1,4:11.0,,T. Graham misses 3-pt jump shot from 25 ft,20,23
61,1,4:08.0,Defensive rebound by L. Ball,,20,23
62,1,4:05.0,Offensive foul by L. Nance (drawn by M. Carter-Williams),,20,23
63,1,4:05.0,Turnover by L. Nance (offensive foul),,20,23
64,1,4:05.0,K. Kuzma enters the game for L. Nance,,20,23
65,1,4:05.0,J. Randle enters the game for B. Lopez,,20,23
66,1,3:41.0,,D. Howard misses 2-pt hook shot from 7 ft,20,23
67,1,3:40.0,,Offensive rebound by Team,20,23
68,1,3:40.0,,J. O'Bryant enters the game for D. Howard,20,23
69,1,3:40.0,J. Clarkson enters the game for K. Caldwell-Pope,,20,23
70,1,3:36.0,,M. Monk misses 2-pt jump shot from 7 ft,20,23
71,1,3:34.0,Defensive rebound by J. Randle,,20,23
72,1,3:27.0,K. Kuzma makes 2-pt layup from 1 ft,,22,23
73,1,3:10.0,,T. Graham misses 3-pt jump shot from 23 ft,22,23
74,1,3:08.0,,Offensive rebound by J. O'Bryant,22,23
75,1,3:06.0,,J. O'Bryant misses 2-pt layup from 2 ft (block by L. Ball),22,23
76,1,3:06.0,,Offensive rebound by T. Graham,22,23
77,1,3:02.0,,J. O'Bryant makes 2-pt hook shot from 4 ft (assist by T. Graham),22,25
78,1,3:02.0,LA Lakers full timeout,,22,25
79,1,2:43.0,J. Randle misses 2-pt jump shot from 6 ft (block by J. O'Bryant),,22,25
80,1,2:42.0,Offensive rebound by Team,,22,25
81,1,2:39.0,Turnover by B. Ingram (bad pass; steal by M. Monk),,22,25
82,1,2:34.0,,T. Graham makes 2-pt layup from 2 ft (assist by M. Monk),22,27
83,1,2:19.0,,Offensive charge foul by L. Ball (drawn by J. O'Bryant),22,27
84,1,2:19.0,Turnover by L. Ball (offensive foul),,22,27
85,1,2:19.0,T. Ennis enters the game for L. Ball,,22,27
86,1,2:09.0,,J. O'Bryant makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),22,29
87,1,1:54.0,B. Ingram makes 2-pt dunk at rim,,24,29
88,1,1:33.0,,J. O'Bryant misses 2-pt layup from 3 ft,24,29
89,1,1:29.0,Defensive rebound by J. Clarkson,,24,29
90,1,1:26.0,J. Randle makes 2-pt layup from 1 ft (assist by J. Clarkson),,26,29
91,1,1:09.0,,J. O'Bryant misses 3-pt jump shot from 25 ft,26,29
92,1,1:06.0,Defensive rebound by J. Clarkson,,26,29
93,1,1:02.0,T. Ennis misses 3-pt jump shot from 24 ft,,26,29
94,1,0:59.0,,Defensive rebound by T. Graham,26,29
95,1,0:48.0,,M. Monk misses 2-pt jump shot from 20 ft,26,29
96,1,0:46.0,Defensive rebound by K. Kuzma,,26,29
97,1,0:36.0,J. Clarkson makes 2-pt jump shot from 20 ft,,28,29
98,1,0:22.0,,M. Carter-Williams misses 2-pt layup from 2 ft (block by J. Randle),28,29
99,1,0:19.0,Defensive rebound by K. Kuzma,,28,29
100,1,0:02.0,B. Ingram misses 2-pt layup from 3 ft,,28,29
101,1,0:01.0,,Defensive rebound by J. O'Bryant,28,29
102,1,0:00.0,,J. O'Bryant misses 3-pt jump shot from 63 ft,28,29
103,1,0:00.0,,Offensive rebound by Team,28,29
104,1,0:00.0,,Technical foul by Team,28,29
105,2,11:45.0,K. Kuzma misses 2-pt jump shot from 4 ft,,28,29
106,2,11:45.0,,Defensive rebound by M. Carter-Williams,28,29
107,2,11:37.0,,Turnover by M. Monk (bad pass; steal by J. Randle),28,29
108,2,11:26.0,,Offensive charge foul by J. Randle (drawn by J. O'Bryant),28,29
109,2,11:26.0,Turnover by J. Randle (offensive foul),,28,29
110,2,11:07.0,,M. Monk misses 2-pt jump shot from 1 ft,28,29
111,2,11:06.0,Defensive rebound by J. Randle,,28,29
112,2,11:01.0,K. Kuzma misses 2-pt jump shot from 1 ft,,28,29
113,2,11:01.0,,Defensive rebound by J. O'Bryant,28,29
114,2,10:52.0,,J. O'Bryant misses 2-pt jump shot from 17 ft,28,29
115,2,10:52.0,Defensive rebound by T. Ennis,,28,29
116,2,10:44.0,Personal foul by M. Monk (drawn by T. Ennis),,28,29
117,2,10:44.0,,M. Williams enters the game for D. Bacon,28,29
118,2,10:39.0,J. Clarkson misses 3-pt jump shot from 24 ft,,28,29
119,2,10:34.0,,Defensive rebound by T. Graham,28,29
120,2,10:21.0,,J. O'Bryant misses 2-pt hook shot from 5 ft,28,29
121,2,10:19.0,Defensive rebound by K. Kuzma,,28,29
122,2,10:12.0,J. Randle misses 2-pt hook shot from 7 ft,,28,29
123,2,10:06.0,Offensive rebound by K. Kuzma,,28,29
124,2,10:06.0,K. Kuzma makes 2-pt layup at rim,,30,29
125,2,9:58.0,,Personal foul by T. Ennis (drawn by J. O'Bryant),30,29
126,2,9:48.0,,Personal foul by T. Ennis (drawn by M. Williams),30,29
127,2,9:36.0,,J. O'Bryant makes 3-pt jump shot from 26 ft (assist by M. Monk),30,32
128,2,9:23.0,K. Kuzma misses 3-pt jump shot from 26 ft,,30,32
129,2,9:17.0,,Defensive rebound by J. O'Bryant,30,32
130,2,9:04.0,,M. Williams misses 2-pt layup from 2 ft,30,32
131,2,9:02.0,Defensive rebound by J. Randle,,30,32
132,2,8:59.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by J. Clarkson),,32,32
133,2,8:40.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft,32,34
134,2,8:23.0,K. Kuzma makes 2-pt dunk from 2 ft (assist by J. Clarkson),,34,34
135,2,8:09.0,,M. Monk misses 2-pt jump shot from 21 ft,34,34
136,2,8:06.0,Defensive rebound by J. Hart,,34,34
137,2,7:58.0,J. Clarkson makes 2-pt jump shot from 2 ft,,36,34
138,2,7:51.0,,Charlotte full timeout,36,34
139,2,7:51.0,,K. Walker enters the game for M. Monk,36,34
140,2,7:51.0,,D. Howard enters the game for J. O'Bryant,36,34
141,2,7:51.0,,N. Batum enters the game for M. Carter-Williams,36,34
142,2,7:51.0,K. Caldwell-Pope enters the game for T. Ennis,,36,34
143,2,7:34.0,,K. Walker misses 2-pt jump shot from 19 ft,36,34
144,2,7:34.0,Defensive rebound by J. Hart,,36,34
145,2,7:29.0,Turnover by J. Hart (bad pass; steal by K. Walker),,36,34
146,2,7:24.0,,D. Howard makes 2-pt layup from 1 ft (assist by K. Walker),36,36
147,2,7:08.0,J. Clarkson makes 2-pt jump shot from 17 ft (assist by J. Randle),,38,36
148,2,6:50.0,,Turnover by K. Walker (bad pass; steal by J. Clarkson),38,36
149,2,6:41.0,Turnover by J. Clarkson (bad pass; steal by N. Batum),,38,36
150,2,6:38.0,,K. Walker makes 2-pt layup from 1 ft,38,38
151,2,6:38.0,,Technical foul by K. Walker,38,38
152,2,6:38.0,J. Clarkson makes technical free throw,,39,38
153,2,6:38.0,,M. Kidd-Gilchrist enters the game for M. Williams,39,38
154,2,6:19.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,39,38
155,2,6:15.0,,Defensive rebound by D. Howard,39,38
156,2,6:00.0,,K. Walker makes 2-pt layup from 1 ft,39,40
157,2,5:49.0,K. Kuzma misses 3-pt jump shot from 26 ft,,39,40
158,2,5:46.0,,Defensive rebound by K. Walker,39,40
159,2,5:40.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,39,40
160,2,5:38.0,Defensive rebound by J. Clarkson,,39,40
161,2,5:35.0,J. Hart makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,42,40
162,2,5:13.0,,D. Howard misses 2-pt hook shot from 6 ft,42,40
163,2,5:05.0,Defensive rebound by J. Clarkson,,42,40
164,2,4:56.0,Turnover by J. Clarkson (lost ball; steal by M. Kidd-Gilchrist),,42,40
165,2,4:50.0,,Turnover by T. Graham (traveling),42,40
166,2,4:50.0,L. Nance enters the game for J. Hart,,42,40
167,2,4:50.0,L. Ball enters the game for J. Clarkson,,42,40
168,2,4:50.0,B. Ingram enters the game for J. Randle,,42,40
169,2,4:37.0,Personal foul by M. Kidd-Gilchrist (drawn by L. Nance),,42,40
170,2,4:37.0,,M. Williams enters the game for T. Graham,42,40
171,2,4:37.0,J. Clarkson enters the game for K. Kuzma,,42,40
172,2,4:26.0,L. Nance misses 2-pt jump shot from 19 ft,,42,40
173,2,4:21.0,,Defensive rebound by D. Howard,42,40
174,2,4:08.0,,Turnover by N. Batum (bad pass; steal by L. Nance),42,40
175,2,4:02.0,J. Clarkson misses 3-pt jump shot from 25 ft,,42,40
176,2,3:57.0,,Defensive rebound by D. Howard,42,40
177,2,3:51.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by N. Batum),42,43
178,2,3:32.0,B. Ingram misses 2-pt layup from 3 ft (block by D. Howard),,42,43
179,2,3:32.0,Offensive rebound by Team,,42,43
180,2,3:32.0,J. Hart enters the game for J. Clarkson,,42,43
181,2,3:28.0,L. Nance misses 2-pt jump shot from 18 ft,,42,43
182,2,3:25.0,,Defensive rebound by D. Howard,42,43
183,2,3:14.0,,N. Batum makes 2-pt jump shot from 14 ft,42,45
184,2,3:01.0,L. Nance makes 2-pt jump shot from 12 ft (assist by L. Ball),,44,45
185,2,2:40.0,,K. Walker misses 2-pt layup from 1 ft,44,45
186,2,2:36.0,,Offensive rebound by D. Howard,44,45
187,2,2:36.0,,D. Howard makes 2-pt layup at rim,44,47
188,2,2:29.0,B. Ingram misses 2-pt jump shot from 20 ft,,44,47
189,2,2:26.0,,Defensive rebound by M. Kidd-Gilchrist,44,47
190,2,2:23.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),44,49
191,2,2:23.0,,Shooting foul by L. Nance (drawn by M. Kidd-Gilchrist),44,49
192,2,2:23.0,LA Lakers full timeout,,44,49
193,2,2:23.0,B. Lopez enters the game for L. Nance,,44,49
194,2,2:23.0,K. Kuzma enters the game for J. Hart,,44,49
195,2,2:23.0,,M. Kidd-Gilchrist makes free throw 1 of 1,44,50
196,2,2:07.0,K. Caldwell-Pope makes 2-pt jump shot from 13 ft,,46,50
197,2,1:47.0,,M. Williams makes 2-pt hook shot from 6 ft,46,52
198,2,1:25.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),,49,52
199,2,1:08.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by M. Williams),49,55
200,2,0:51.0,L. Ball misses 2-pt layup from 2 ft (block by D. Howard),,49,55
201,2,0:51.0,Offensive rebound by Team,,49,55
202,2,0:51.0,,D. Bacon enters the game for M. Kidd-Gilchrist,49,55
203,2,0:47.0,B. Lopez misses 3-pt jump shot from 24 ft,,49,55
204,2,0:44.0,,Defensive rebound by D. Bacon,49,55
205,2,0:38.0,,Shooting foul by B. Ingram (drawn by D. Howard),49,55
206,2,0:38.0,,D. Howard makes free throw 1 of 2,49,56
207,2,0:38.0,,D. Howard misses free throw 2 of 2,49,56
208,2,0:36.0,Defensive rebound by K. Kuzma,,49,56
209,2,0:30.0,L. Ball misses 3-pt jump shot from 30 ft,,49,56
210,2,0:26.0,,Defensive rebound by M. Williams,49,56
211,2,0:08.0,,K. Walker misses 2-pt jump shot from 19 ft,49,56
212,2,0:04.0,Defensive rebound by K. Kuzma,,49,56
213,2,0:00.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,52,56
214,3,11:39.0,B. Lopez misses 2-pt layup from 6 ft,,52,56
215,3,11:37.0,,Defensive rebound by K. Walker,52,56
216,3,11:23.0,,K. Walker makes 2-pt jump shot from 19 ft,52,58
217,3,11:11.0,B. Lopez makes 2-pt layup at rim (assist by L. Ball),,54,58
218,3,10:50.0,,K. Walker misses 3-pt jump shot from 26 ft,54,58
219,3,10:47.0,Defensive rebound by B. Ingram,,54,58
220,3,10:39.0,B. Ingram makes 2-pt layup from 1 ft,,56,58
221,3,10:18.0,,D. Howard makes 2-pt layup from 1 ft,56,60
222,3,10:07.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,56,60
223,3,10:02.0,,Defensive rebound by M. Williams,56,60
224,3,9:54.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),56,62
225,3,9:38.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,56,62
226,3,9:35.0,,Defensive rebound by N. Batum,56,62
227,3,9:31.0,,M. Kidd-Gilchrist misses 2-pt dunk from 1 ft (block by B. Lopez),56,62
228,3,9:27.0,Defensive rebound by B. Lopez,,56,62
229,3,9:27.0,Shooting foul by D. Howard (drawn by B. Ingram),,56,62
230,3,9:27.0,B. Ingram misses free throw 1 of 2,,56,62
231,3,9:27.0,Offensive rebound by Team,,56,62
232,3,9:27.0,B. Ingram makes free throw 2 of 2,,57,62
233,3,9:13.0,,Turnover by D. Howard (bad pass; steal by K. Caldwell-Pope),57,62
234,3,9:08.0,K. Caldwell-Pope makes 2-pt dunk from 1 ft,,59,62
235,3,8:55.0,,N. Batum misses 3-pt jump shot from 25 ft,59,62
236,3,8:52.0,Defensive rebound by L. Ball,,59,62
237,3,8:50.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,59,62
238,3,8:46.0,,Defensive rebound by D. Howard,59,62
239,3,8:38.0,,K. Walker misses 2-pt jump shot from 15 ft,59,62
240,3,8:34.0,,Offensive rebound by M. Kidd-Gilchrist,59,62
241,3,8:33.0,,Shooting foul by B. Lopez (drawn by M. Williams),59,62
242,3,8:33.0,,M. Williams misses free throw 1 of 2,59,62
243,3,8:33.0,,Offensive rebound by Team,59,62
244,3,8:33.0,,M. Williams makes free throw 2 of 2,59,63
245,3,8:09.0,B. Ingram misses 2-pt layup from 1 ft,,59,63
246,3,8:09.0,,Defensive rebound by Team,59,63
247,3,8:00.0,,Personal foul by B. Lopez (drawn by D. Howard),59,63
248,3,7:53.0,,M. Williams misses 3-pt jump shot from 24 ft,59,63
249,3,7:50.0,Defensive rebound by L. Ball,,59,63
250,3,7:40.0,L. Nance misses 2-pt jump shot from 20 ft,,59,63
251,3,7:37.0,,Defensive rebound by D. Howard,59,63
252,3,7:21.0,,M. Williams misses 3-pt jump shot from 24 ft,59,63
253,3,7:16.0,Defensive rebound by B. Lopez,,59,63
254,3,7:08.0,B. Lopez makes 3-pt jump shot from 26 ft (assist by L. Ball),,62,63
255,3,6:49.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by K. Walker),62,65
256,3,6:36.0,B. Ingram misses 3-pt jump shot from 25 ft,,62,65
257,3,6:31.0,,Defensive rebound by N. Batum,62,65
258,3,6:25.0,,Offensive foul by D. Howard (drawn by B. Lopez),62,65
259,3,6:25.0,,Turnover by D. Howard (offensive foul),62,65
260,3,6:25.0,,Charlotte full timeout,62,65
261,3,6:25.0,,D. Bacon enters the game for M. Williams,62,65
262,3,6:25.0,,T. Graham enters the game for N. Batum,62,65
263,3,6:15.0,L. Nance misses 2-pt dunk from 2 ft,,62,65
264,3,6:12.0,,Defensive rebound by D. Bacon,62,65
265,3,6:05.0,,Personal foul by L. Nance (drawn by D. Howard),62,65
266,3,6:05.0,K. Kuzma enters the game for L. Nance,,62,65
267,3,5:52.0,,K. Walker misses 3-pt jump shot from 25 ft,62,65
268,3,5:50.0,,Offensive rebound by D. Howard,62,65
269,3,5:50.0,,Shooting foul by B. Ingram (drawn by D. Howard),62,65
270,3,5:50.0,,D. Howard makes free throw 1 of 2,62,66
271,3,5:50.0,,D. Howard misses free throw 2 of 2,62,66
272,3,5:42.0,Defensive rebound by K. Kuzma,,62,66
273,3,5:40.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by L. Ball),,65,66
274,3,5:16.0,,Turnover by D. Howard (lost ball; steal by B. Lopez),65,66
275,3,5:06.0,B. Ingram misses 2-pt layup from 1 ft,,65,66
276,3,5:03.0,,Defensive rebound by D. Howard,65,66
277,3,4:48.0,,Turnover by D. Howard (turnover),65,66
278,3,4:48.0,,M. Carter-Williams enters the game for M. Kidd-Gilchrist,65,66
279,3,4:48.0,,M. Monk enters the game for K. Walker,65,66
280,3,4:35.0,B. Lopez misses 3-pt jump shot from 26 ft,,65,66
281,3,4:31.0,,Defensive rebound by M. Monk,65,66
282,3,4:21.0,,D. Howard misses 2-pt hook shot from 9 ft,65,66
283,3,4:19.0,,Offensive rebound by M. Carter-Williams,65,66
284,3,4:17.0,,D. Bacon misses 2-pt jump shot from 9 ft,65,66
285,3,4:12.0,Defensive rebound by B. Lopez,,65,66
286,3,4:01.0,B. Ingram misses 2-pt layup from 1 ft,,65,66
287,3,3:59.0,,Defensive rebound by D. Bacon,65,66
288,3,3:55.0,,T. Graham makes 3-pt jump shot from 25 ft (assist by D. Bacon),65,69
289,3,3:40.0,B. Ingram makes 2-pt jump shot from 18 ft,,67,69
290,3,3:22.0,,Turnover by M. Carter-Williams (bad pass; steal by B. Ingram),67,69
291,3,3:18.0,B. Ingram makes 2-pt layup from 1 ft,,69,69
292,3,3:03.0,,T. Graham misses 2-pt layup from 4 ft,69,69
293,3,3:03.0,Defensive rebound by Team,,69,69
294,3,3:03.0,,Loose ball foul by D. Howard,69,69
295,3,3:03.0,,J. O'Bryant enters the game for D. Howard,69,69
296,3,3:03.0,J. Randle enters the game for B. Lopez,,69,69
297,3,3:03.0,,Technical foul by D. Howard,69,69
298,3,3:03.0,J. Clarkson makes technical free throw,,70,69
299,3,3:03.0,J. Clarkson enters the game for K. Caldwell-Pope,,70,69
300,3,2:57.0,Personal foul by D. Bacon (drawn by K. Kuzma),,70,69
301,3,2:57.0,LA Lakers full timeout,,70,69
302,3,2:52.0,Personal foul by D. Bacon (drawn by B. Ingram),,70,69
303,3,2:48.0,Personal foul by D. Bacon (drawn by B. Ingram),,70,69
304,3,2:48.0,B. Ingram makes free throw 1 of 2,,71,69
305,3,2:48.0,B. Ingram makes free throw 2 of 2,,72,69
306,3,2:36.0,,M. Monk misses 2-pt jump shot from 18 ft,72,69
307,3,2:33.0,Defensive rebound by B. Ingram,,72,69
308,3,2:31.0,,Offensive charge foul by B. Ingram (drawn by T. Graham),72,69
309,3,2:31.0,Turnover by B. Ingram (offensive foul),,72,69
310,3,2:17.0,,J. O'Bryant makes 2-pt jump shot from 11 ft (assist by M. Carter-Williams),72,71
311,3,2:05.0,J. Randle makes 2-pt jump shot from 14 ft (assist by L. Ball),,74,71
312,3,1:43.0,,J. O'Bryant misses 2-pt jump shot from 10 ft,74,71
313,3,1:40.0,Defensive rebound by L. Ball,,74,71
314,3,1:25.0,Turnover by J. Randle (lost ball; steal by J. O'Bryant),,74,71
315,3,1:25.0,,Personal foul by L. Ball (drawn by M. Carter-Williams),74,71
316,3,1:25.0,,M. Carter-Williams makes free throw 1 of 2,74,72
317,3,1:25.0,,M. Carter-Williams makes free throw 2 of 2,74,73
318,3,1:10.0,Turnover by B. Ingram (lost ball; steal by T. Graham),,74,73
319,3,1:05.0,,J. O'Bryant misses 2-pt jump shot from 14 ft,74,73
320,3,1:01.0,Defensive rebound by K. Kuzma,,74,73
321,3,0:53.0,J. Clarkson misses 2-pt jump shot from 19 ft,,74,73
322,3,0:51.0,Offensive rebound by K. Kuzma,,74,73
323,3,0:51.0,K. Kuzma makes 2-pt jump shot from 9 ft,,76,73
324,3,0:36.0,,D. Bacon misses 2-pt jump shot from 18 ft,76,73
325,3,0:32.0,Defensive rebound by J. Randle,,76,73
326,3,0:27.0,K. Kuzma misses 3-pt jump shot from 27 ft,,76,73
327,3,0:23.0,,Defensive rebound by J. O'Bryant,76,73
328,3,0:02.0,,Shooting foul by L. Ball (drawn by T. Graham),76,73
329,3,0:02.0,,T. Graham makes free throw 1 of 2,76,74
330,3,0:02.0,,T. Graham makes free throw 2 of 2,76,75
331,3,0:00.0,Turnover by L. Ball (bad pass; steal by D. Bacon),,76,75
332,4,11:43.0,,M. Carter-Williams makes 2-pt jump shot from 18 ft,76,77
333,4,11:20.0,J. Clarkson misses 2-pt jump shot from 15 ft,,76,77
334,4,11:14.0,Offensive rebound by K. Kuzma,,76,77
335,4,11:12.0,C. Brewer makes 2-pt dunk from 1 ft (assist by K. Kuzma),,78,77
336,4,10:59.0,,Personal foul by C. Brewer (drawn by M. Carter-Williams),78,77
337,4,10:46.0,,M. Monk makes 2-pt jump shot from 19 ft,78,79
338,4,10:22.0,J. Hart makes 2-pt layup from 1 ft,,80,79
339,4,10:02.0,,T. Graham misses 3-pt jump shot from 23 ft,80,79
340,4,9:58.0,Defensive rebound by C. Brewer,,80,79
341,4,9:54.0,Personal foul by M. Carter-Williams (drawn by J. Clarkson),,80,79
342,4,9:46.0,Shooting foul by M. Carter-Williams (drawn by J. Clarkson),,80,79
343,4,9:46.0,J. Clarkson makes free throw 1 of 2,,81,79
344,4,9:46.0,J. Clarkson misses free throw 2 of 2,,81,79
345,4,9:43.0,,Defensive rebound by J. O'Bryant,81,79
346,4,9:31.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by T. Graham),81,82
347,4,9:17.0,Offensive foul by J. Randle (drawn by M. Carter-Williams),,81,82
348,4,9:17.0,Turnover by J. Randle (offensive foul),,81,82
349,4,9:02.0,,J. O'Bryant makes 2-pt hook shot from 8 ft,81,84
350,4,8:42.0,K. Kuzma makes 2-pt layup from 8 ft (assist by J. Clarkson),,83,84
351,4,8:24.0,,J. O'Bryant misses 2-pt jump shot from 9 ft,83,84
352,4,8:22.0,Defensive rebound by J. Randle,,83,84
353,4,8:17.0,J. Randle makes 2-pt layup from 1 ft,,85,84
354,4,8:02.0,,J. O'Bryant misses 2-pt layup from 2 ft (block by K. Kuzma),85,84
355,4,8:00.0,Defensive rebound by J. Clarkson,,85,84
356,4,8:00.0,Personal foul by M. Carter-Williams (drawn by K. Kuzma),,85,84
357,4,8:00.0,,M. Williams enters the game for D. Bacon,85,84
358,4,7:49.0,Shooting foul by T. Graham (drawn by J. Randle),,85,84
359,4,7:49.0,J. Randle makes free throw 1 of 2,,86,84
360,4,7:49.0,J. Randle misses free throw 2 of 2,,86,84
361,4,7:46.0,,Defensive rebound by J. O'Bryant,86,84
362,4,7:37.0,,M. Monk misses 3-pt jump shot from 25 ft,86,84
363,4,7:34.0,Defensive rebound by K. Kuzma,,86,84
364,4,7:20.0,Shooting foul by J. O'Bryant (drawn by J. Clarkson),,86,84
365,4,7:20.0,J. Clarkson makes free throw 1 of 2,,87,84
366,4,7:20.0,J. Clarkson makes free throw 2 of 2,,88,84
367,4,7:04.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by J. O'Bryant),88,87
368,4,6:51.0,Personal foul by M. Carter-Williams (drawn by J. Clarkson),,88,87
369,4,6:51.0,,Charlotte full timeout,88,87
370,4,6:51.0,,D. Howard enters the game for J. O'Bryant,88,87
371,4,6:51.0,,K. Walker enters the game for M. Carter-Williams,88,87
372,4,6:51.0,K. Caldwell-Pope enters the game for C. Brewer,,88,87
373,4,6:51.0,B. Ingram enters the game for J. Hart,,88,87
374,4,6:51.0,J. Clarkson makes free throw 1 of 2,,89,87
375,4,6:51.0,J. Clarkson makes free throw 2 of 2,,90,87
