,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHILADELPHIA_ACTION,ORLANDO_SCORE,PHILADELPHIA_SCORE
84,1,2:45.0,,J. Embiid makes 2-pt jump shot from 12 ft,23,24
85,1,2:27.0,Shooting foul by J. Embiid (drawn by A. Gordon),,23,24
86,1,2:27.0,A. Gordon makes free throw 1 of 2,,24,24
87,1,2:27.0,A. Gordon makes free throw 2 of 2,,25,24
88,1,2:12.0,,Shooting foul by B. Biyombo (drawn by D. Šarić),25,24
89,1,2:12.0,,D. Šarić makes free throw 1 of 2,25,25
90,1,2:12.0,,D. Šarić makes free throw 2 of 2,25,26
91,1,1:58.0,J. Simmons misses 2-pt jump shot from 7 ft,,25,26
92,1,1:54.0,,Defensive rebound by T. Luwawu-Cabarrot,25,26
93,1,1:44.0,,J. Bayless makes 2-pt jump shot from 20 ft (assist by J. Embiid),25,28
94,1,1:34.0,D. Augustin misses 2-pt layup from 1 ft,,25,28
95,1,1:33.0,,Defensive rebound by Team,25,28
96,1,1:20.0,,J. Redick misses 2-pt jump shot from 16 ft (block by B. Biyombo),25,28
97,1,1:16.0,Defensive rebound by A. Gordon,,25,28
98,1,1:12.0,Shooting foul by T. Luwawu-Cabarrot (drawn by B. Biyombo),,25,28
99,1,1:12.0,B. Biyombo makes free throw 1 of 2,,26,28
100,1,1:12.0,A. Afflalo enters the game for T. Ross,,26,28
101,1,1:12.0,B. Biyombo misses free throw 2 of 2,,26,28
102,1,1:10.0,,Defensive rebound by D. Šarić,26,28
103,1,0:48.0,,J. Embiid misses 2-pt jump shot from 11 ft,26,28
104,1,0:47.0,Defensive rebound by A. Gordon,,26,28
105,1,0:44.0,B. Biyombo makes 2-pt layup from 1 ft (assist by A. Gordon),,28,28
106,1,0:31.0,,Personal foul by A. Afflalo (drawn by D. Šarić),28,28
107,1,0:31.0,,A. Johnson enters the game for J. Embiid,28,28
108,1,0:30.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by J. Redick),28,31
109,1,0:07.0,B. Biyombo misses 2-pt jump shot from 16 ft,,28,31
110,1,0:05.0,,Defensive rebound by J. Bayless,28,31
111,1,0:00.0,,J. Bayless misses 2-pt layup from 2 ft,28,31
112,1,0:00.0,,Offensive rebound by Team,28,31
113,2,11:42.0,J. Simmons misses 2-pt jump shot from 15 ft,,28,31
114,2,11:38.0,,Defensive rebound by J. Embiid,28,31
115,2,11:32.0,,J. Embiid makes 2-pt jump shot from 22 ft (assist by T. McConnell),28,33
116,2,11:15.0,J. Simmons misses 3-pt jump shot from 26 ft,,28,33
117,2,11:12.0,,Defensive rebound by J. Embiid,28,33
118,2,11:08.0,,J. Redick misses 3-pt jump shot from 26 ft,28,33
119,2,11:04.0,,Offensive rebound by J. Redick,28,33
120,2,11:03.0,,J. Redick misses 3-pt jump shot from 28 ft,28,33
121,2,11:03.0,Defensive rebound by B. Biyombo,,28,33
122,2,10:39.0,A. Gordon makes 3-pt jump shot from 25 ft,,31,33
123,2,10:25.0,,J. Embiid makes 3-pt jump shot from 25 ft (assist by R. Holmes),31,36
124,2,10:09.0,E. Payton misses 2-pt jump shot from 5 ft,,31,36
125,2,10:07.0,Offensive rebound by E. Payton,,31,36
126,2,10:06.0,E. Payton misses 2-pt jump shot from 9 ft,,31,36
127,2,10:05.0,Offensive rebound by E. Payton,,31,36
128,2,10:05.0,Personal foul by R. Holmes (drawn by E. Payton),,31,36
129,2,9:51.0,J. Simmons makes 2-pt jump shot from 10 ft,,33,36
130,2,9:36.0,,J. Embiid makes 2-pt layup from 2 ft,33,38
131,2,9:36.0,,Shooting foul by B. Biyombo (drawn by J. Embiid),33,38
132,2,9:36.0,N. Vučević enters the game for B. Biyombo,,33,38
133,2,9:36.0,,J. Embiid misses free throw 1 of 1,33,38
134,2,9:34.0,Defensive rebound by N. Vučević,,33,38
135,2,9:25.0,A. Gordon misses 2-pt jump shot from 20 ft,,33,38
136,2,9:22.0,,Defensive rebound by J. Embiid,33,38
137,2,9:13.0,,J. Embiid makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),33,40
138,2,9:13.0,,Shooting foul by N. Vučević (drawn by J. Embiid),33,40
139,2,9:13.0,Orlando full timeout,,33,40
140,2,9:13.0,,J. Bayless enters the game for J. Redick,33,40
141,2,9:13.0,,J. Embiid makes free throw 1 of 1,33,41
142,2,8:51.0,N. Vučević misses 3-pt jump shot from 25 ft,,33,41
143,2,8:46.0,Offensive rebound by E. Payton,,33,41
144,2,8:34.0,N. Vučević misses 2-pt hook shot from 10 ft,,33,41
145,2,8:31.0,,Defensive rebound by T. McConnell,33,41
146,2,8:26.0,,J. Bayless misses 3-pt jump shot from 26 ft,33,41
147,2,8:23.0,,Offensive rebound by J. Embiid,33,41
148,2,8:20.0,,J. Bayless misses 3-pt jump shot from 26 ft,33,41
149,2,8:16.0,Defensive rebound by N. Vučević,,33,41
150,2,8:05.0,Shooting foul by R. Holmes (drawn by J. Simmons),,33,41
151,2,8:05.0,J. Simmons misses free throw 1 of 2,,33,41
152,2,8:05.0,Offensive rebound by Team,,33,41
153,2,8:05.0,,R. Covington enters the game for R. Holmes,33,41
154,2,8:05.0,J. Simmons makes free throw 2 of 2,,34,41
155,2,7:48.0,,J. Embiid makes 2-pt jump shot from 13 ft,34,43
156,2,7:26.0,J. Simmons makes 2-pt dunk from 1 ft (assist by N. Vučević),,36,43
157,2,7:05.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 27 ft,36,43
158,2,7:02.0,Defensive rebound by A. Gordon,,36,43
159,2,6:57.0,Personal foul by J. Bayless (drawn by A. Gordon),,36,43
160,2,6:57.0,E. Fournier enters the game for A. Afflalo,,36,43
161,2,6:48.0,J. Simmons misses 2-pt jump shot from 12 ft,,36,43
162,2,6:46.0,,Defensive rebound by T. Luwawu-Cabarrot,36,43
163,2,6:40.0,,T. McConnell makes 2-pt layup from 1 ft,36,45
164,2,6:31.0,E. Payton misses 2-pt layup from 1 ft,,36,45
165,2,6:29.0,,Defensive rebound by R. Covington,36,45
166,2,6:26.0,,J. Bayless makes 3-pt jump shot from 23 ft (assist by T. McConnell),36,48
167,2,6:25.0,Orlando full timeout,,36,48
168,2,6:25.0,,D. Šarić enters the game for T. McConnell,36,48
169,2,6:16.0,N. Vučević makes 2-pt layup from 1 ft,,38,48
170,2,6:00.0,,J. Embiid misses 2-pt layup from 3 ft (block by A. Gordon),38,48
171,2,5:55.0,Defensive rebound by E. Payton,,38,48
172,2,5:52.0,Personal foul by J. Bayless (drawn by N. Vučević),,38,48
173,2,5:52.0,,A. Johnson enters the game for T. Luwawu-Cabarrot,38,48
174,2,5:52.0,,J. Redick enters the game for J. Embiid,38,48
175,2,5:45.0,E. Payton misses 3-pt jump shot from 26 ft,,38,48
176,2,5:42.0,Offensive rebound by E. Payton,,38,48
177,2,5:40.0,E. Payton makes 3-pt jump shot from 26 ft,,41,48
178,2,5:22.0,,R. Covington makes 2-pt layup from 3 ft (assist by D. Šarić),41,50
179,2,5:10.0,J. Simmons makes 2-pt layup from 1 ft,,43,50
180,2,5:01.0,,Turnover by J. Bayless (bad pass; steal by N. Vučević),43,50
181,2,4:55.0,E. Payton makes 2-pt layup from 1 ft,,45,50
182,2,4:55.0,,Philadelphia full timeout,45,50
183,2,4:40.0,,R. Covington makes 2-pt jump shot from 19 ft (assist by J. Bayless),45,52
184,2,4:19.0,N. Vučević misses 3-pt jump shot from 26 ft,,45,52
185,2,4:16.0,,Defensive rebound by R. Covington,45,52
186,2,4:01.0,,J. Bayless misses 3-pt jump shot from 23 ft,45,52
187,2,3:56.0,,Offensive rebound by D. Šarić,45,52
188,2,3:53.0,,A. Johnson misses 2-pt layup from 5 ft,45,52
189,2,3:50.0,Defensive rebound by N. Vučević,,45,52
190,2,3:45.0,Turnover by N. Vučević (bad pass; steal by J. Bayless),,45,52
191,2,3:42.0,,D. Šarić makes 2-pt layup from 2 ft (assist by J. Bayless),45,54
192,2,3:31.0,E. Payton misses 2-pt jump shot from 19 ft,,45,54
193,2,3:29.0,,Defensive rebound by D. Šarić,45,54
194,2,3:11.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Šarić),45,57
195,2,2:58.0,E. Payton makes 3-pt jump shot from 25 ft,,48,57
196,2,2:36.0,,J. Redick misses 2-pt jump shot from 14 ft,48,57
197,2,2:34.0,Defensive rebound by A. Gordon,,48,57
198,2,2:32.0,E. Fournier misses 2-pt layup from 10 ft,,48,57
199,2,2:31.0,Offensive rebound by E. Payton,,48,57
200,2,2:28.0,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),,50,57
201,2,2:18.0,,Personal foul by J. Simmons (drawn by J. Redick),50,57
202,2,2:18.0,,T. McConnell enters the game for J. Bayless,50,57
203,2,2:18.0,,J. Embiid enters the game for A. Johnson,50,57
204,2,2:18.0,T. Ross enters the game for J. Simmons,,50,57
205,2,2:04.0,,J. Embiid misses 2-pt jump shot from 11 ft,50,57
206,2,1:59.0,,Offensive rebound by D. Šarić,50,57
207,2,1:57.0,,D. Šarić makes 2-pt layup from 3 ft,50,59
208,2,1:51.0,M. Speights enters the game for A. Gordon,,50,59
209,2,1:46.0,E. Payton makes 3-pt jump shot from 25 ft,,53,59
210,2,1:22.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),53,62
211,2,1:10.0,E. Payton misses 2-pt layup at rim,,53,62
212,2,1:07.0,,Defensive rebound by J. Embiid,53,62
213,2,1:04.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by T. McConnell),53,65
214,2,1:04.0,Orlando full timeout,,53,65
215,2,1:04.0,,A. Johnson enters the game for J. Embiid,53,65
216,2,0:57.0,E. Fournier misses 3-pt jump shot from 24 ft,,53,65
217,2,0:54.0,,Defensive rebound by T. McConnell,53,65
218,2,0:51.0,,Turnover by T. McConnell (bad pass; steal by E. Fournier),53,65
219,2,0:38.0,T. Ross misses 2-pt jump shot from 10 ft,,53,65
220,2,0:34.0,,Defensive rebound by T. McConnell,53,65
221,2,0:29.0,,J. Redick makes 3-pt jump shot from 26 ft,53,68
222,2,0:08.0,E. Payton makes 2-pt jump shot from 20 ft,,55,68
223,2,0:01.0,,T. McConnell makes 2-pt jump shot from 19 ft,55,70
224,2,0:00.0,E. Fournier misses 3-pt jump shot from 73 ft,,55,70
225,2,0:00.0,Offensive rebound by Team,,55,70
226,3,11:45.0,N. Vučević misses 2-pt jump shot from 17 ft,,55,70
227,3,11:43.0,,Defensive rebound by R. Covington,55,70
228,3,11:22.0,,D. Šarić misses 2-pt hook shot from 2 ft,55,70
229,3,11:20.0,Defensive rebound by T. Ross,,55,70
230,3,11:13.0,A. Gordon makes 2-pt layup from 1 ft (assist by E. Payton),,57,70
231,3,10:58.0,,T. McConnell misses 2-pt layup from 1 ft,57,70
232,3,10:56.0,Defensive rebound by N. Vučević,,57,70
233,3,10:52.0,A. Gordon misses 3-pt jump shot from 25 ft,,57,70
234,3,10:49.0,,Defensive rebound by J. Embiid,57,70
235,3,10:31.0,,J. Embiid misses 2-pt hook shot from 9 ft,57,70
236,3,10:29.0,Defensive rebound by N. Vučević,,57,70
237,3,10:25.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,59,70
238,3,10:10.0,,D. Šarić misses 3-pt jump shot from 27 ft,59,70
239,3,10:08.0,,Offensive rebound by J. Embiid,59,70
240,3,10:05.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Embiid),59,73
241,3,9:50.0,Shooting foul by R. Covington (drawn by E. Fournier),,59,73
242,3,9:50.0,E. Fournier makes free throw 1 of 2,,60,73
243,3,9:50.0,E. Fournier makes free throw 2 of 2,,61,73
244,3,9:33.0,,J. Embiid misses 2-pt jump shot from 13 ft,61,73
245,3,9:31.0,Defensive rebound by E. Payton,,61,73
246,3,9:18.0,E. Fournier makes 2-pt jump shot from 20 ft (assist by E. Payton),,63,73
247,3,9:05.0,,R. Covington misses 3-pt jump shot from 26 ft,63,73
248,3,9:03.0,Defensive rebound by N. Vučević,,63,73
249,3,8:59.0,E. Payton makes 2-pt layup from 2 ft,,65,73
250,3,8:59.0,,Philadelphia full timeout,65,73
251,3,8:47.0,,J. Redick misses 3-pt jump shot from 26 ft,65,73
252,3,8:42.0,,Offensive rebound by J. Embiid,65,73
253,3,8:40.0,,T. McConnell makes 3-pt jump shot from 26 ft (assist by J. Embiid),65,76
254,3,8:25.0,Turnover by E. Payton (bad pass; steal by T. McConnell),,65,76
255,3,8:20.0,,D. Šarić makes 2-pt layup at rim (assist by R. Covington),65,78
256,3,8:20.0,Orlando full timeout,,65,78
257,3,8:09.0,Personal foul by T. McConnell (drawn by E. Fournier),,65,78
258,3,7:59.0,E. Payton misses 2-pt jump shot from 23 ft,,65,78
259,3,7:56.0,,Defensive rebound by J. Redick,65,78
260,3,7:48.0,,Turnover by J. Embiid (lost ball; steal by E. Payton),65,78
261,3,7:38.0,Turnover by E. Fournier (bad pass),,65,78
262,3,7:26.0,,Turnover by J. Redick (traveling),65,78
263,3,7:26.0,,A. Johnson enters the game for J. Embiid,65,78
264,3,7:11.0,E. Fournier makes 2-pt jump shot from 19 ft (assist by E. Payton),,67,78
265,3,6:53.0,,Turnover by D. Šarić (bad pass; steal by T. Ross),67,78
266,3,6:48.0,E. Payton makes 2-pt layup from 1 ft (assist by T. Ross),,69,78
267,3,6:29.0,,T. McConnell misses 2-pt jump shot from 7 ft,69,78
268,3,6:25.0,Defensive rebound by E. Fournier,,69,78
269,3,6:21.0,E. Fournier makes 3-pt jump shot from 26 ft,,72,78
270,3,6:05.0,,T. Luwawu-Cabarrot enters the game for D. Šarić,72,78
271,3,6:05.0,,J. Bayless enters the game for J. Redick,72,78
272,3,6:03.0,,J. Bayless misses 2-pt layup at rim (block by T. Ross),72,78
273,3,6:01.0,Defensive rebound by E. Payton,,72,78
274,3,5:56.0,N. Vučević misses 2-pt jump shot from 20 ft,,72,78
275,3,5:56.0,,Defensive rebound by R. Covington,72,78
276,3,5:45.0,,T. McConnell makes 2-pt layup at rim,72,80
277,3,5:35.0,Personal foul by A. Johnson (drawn by E. Fournier),,72,80
278,3,5:35.0,J. Simmons enters the game for T. Ross,,72,80
279,3,5:28.0,Turnover by E. Payton (bad pass; steal by R. Covington),,72,80
280,3,5:22.0,,R. Covington misses 3-pt jump shot from 27 ft,72,80
281,3,5:20.0,Defensive rebound by E. Fournier,,72,80
282,3,5:16.0,E. Fournier misses 3-pt jump shot from 26 ft,,72,80
283,3,5:12.0,Offensive rebound by N. Vučević,,72,80
284,3,5:12.0,Shooting foul by T. Luwawu-Cabarrot (drawn by N. Vučević),,72,80
285,3,5:12.0,N. Vučević makes free throw 1 of 2,,73,80
286,3,5:12.0,,D. Šarić enters the game for R. Covington,73,80
287,3,5:12.0,N. Vučević misses free throw 2 of 2,,73,80
288,3,5:10.0,,Defensive rebound by D. Šarić,73,80
289,3,5:00.0,,Shooting foul by J. Simmons (drawn by T. Luwawu-Cabarrot),73,80
290,3,5:00.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,73,81
291,3,5:00.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,73,82
292,3,4:48.0,Shooting foul by D. Šarić (drawn by A. Gordon),,73,82
293,3,4:48.0,A. Gordon makes free throw 1 of 2,,74,82
294,3,4:48.0,A. Gordon makes free throw 2 of 2,,75,82
295,3,4:35.0,,D. Šarić makes 2-pt layup at rim,75,84
296,3,4:24.0,N. Vučević misses 3-pt jump shot from 27 ft,,75,84
297,3,4:21.0,,Defensive rebound by A. Johnson,75,84
298,3,4:17.0,,Shooting foul by E. Fournier (drawn by T. Luwawu-Cabarrot),75,84
299,3,4:17.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,75,85
300,3,4:17.0,D. Augustin enters the game for E. Payton,,75,85
301,3,4:17.0,B. Biyombo enters the game for N. Vučević,,75,85
302,3,4:17.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,75,86
303,3,3:57.0,J. Simmons makes 2-pt layup from 3 ft (assist by A. Gordon),,77,86
304,3,3:47.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,77,86
305,3,3:43.0,Defensive rebound by A. Gordon,,77,86
306,3,3:32.0,Turnover by J. Simmons (bad pass; steal by J. Bayless),,77,86
307,3,3:28.0,,T. McConnell makes 2-pt layup from 1 ft (assist by T. Luwawu-Cabarrot),77,88
308,3,3:06.0,Turnover by D. Augustin (bad pass; steal by T. McConnell),,77,88
309,3,3:03.0,,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft (block by A. Gordon),77,88
310,3,3:00.0,Defensive rebound by J. Simmons,,77,88
311,3,2:54.0,D. Augustin makes 3-pt jump shot from 23 ft (assist by E. Fournier),,80,88
312,3,2:40.0,,A. Johnson makes 2-pt layup from 2 ft,80,90
313,3,2:24.0,D. Augustin makes 2-pt jump shot from 19 ft,,82,90
314,3,2:13.0,,D. Šarić makes 2-pt jump shot from 16 ft (assist by T. McConnell),82,92
315,3,1:59.0,Turnover by B. Biyombo (traveling),,82,92
316,3,1:59.0,,J. Embiid enters the game for A. Johnson,82,92
317,3,1:59.0,M. Speights enters the game for A. Gordon,,82,92
318,3,1:59.0,,J. Redick enters the game for T. McConnell,82,92
319,3,1:44.0,,J. Redick misses 2-pt jump shot from 22 ft,82,92
320,3,1:42.0,Defensive rebound by B. Biyombo,,82,92
321,3,1:34.0,D. Augustin misses 3-pt jump shot from 27 ft,,82,92
322,3,1:30.0,,Defensive rebound by J. Redick,82,92
323,3,1:26.0,,D. Šarić makes 2-pt jump shot from 8 ft (assist by J. Bayless),82,94
324,3,1:14.0,J. Simmons makes 2-pt jump shot from 17 ft,,84,94
325,3,0:59.0,,J. Bayless makes 3-pt jump shot from 25 ft (assist by D. Šarić),84,97
326,3,0:43.0,Personal foul by T. Luwawu-Cabarrot (drawn by M. Speights),,84,97
327,3,0:43.0,M. Speights misses free throw 1 of 2,,84,97
328,3,0:43.0,Offensive rebound by Team,,84,97
329,3,0:43.0,M. Speights makes free throw 2 of 2,,85,97
330,3,0:35.0,,Shooting foul by M. Speights (drawn by J. Bayless),85,97
331,3,0:35.0,,J. Bayless makes free throw 1 of 2,85,98
332,3,0:35.0,,J. Bayless makes free throw 2 of 2,85,99
333,3,0:27.0,D. Augustin misses 2-pt layup from 1 ft,,85,99
334,3,0:25.0,,Defensive rebound by J. Redick,85,99
335,3,0:05.0,,J. Bayless makes 2-pt layup at rim,85,101
336,3,0:00.0,D. Augustin misses 3-pt jump shot from 25 ft,,85,101
337,3,0:00.0,Offensive rebound by Team,,85,101
338,4,11:50.0,,Personal foul by T. Ross (drawn by J. Embiid),85,101
339,4,11:41.0,,Personal foul by T. Ross (drawn by J. Embiid),85,101
340,4,11:41.0,,R. Holmes enters the game for D. Šarić,85,101
341,4,11:29.0,,Turnover by J. Embiid (lost ball; steal by J. Simmons),85,101
342,4,11:12.0,Turnover by Team (shot clock),,85,101
343,4,10:54.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,85,101
344,4,10:51.0,Defensive rebound by T. Ross,,85,101
345,4,10:45.0,Shooting foul by T. Luwawu-Cabarrot (drawn by J. Simmons),,85,101
346,4,10:45.0,J. Simmons misses free throw 1 of 2,,85,101
347,4,10:45.0,Offensive rebound by Team,,85,101
348,4,10:45.0,J. Simmons misses free throw 2 of 2,,85,101
349,4,10:43.0,,Defensive rebound by J. Embiid,85,101
350,4,10:35.0,,J. Redick makes 2-pt jump shot from 21 ft (assist by J. Embiid),85,103
351,4,10:35.0,,Shooting foul by T. Ross (drawn by J. Redick),85,103
352,4,10:35.0,,J. Redick makes free throw 1 of 1,85,104
353,4,10:14.0,D. Augustin makes 3-pt jump shot from 27 ft (assist by T. Ross),,88,104
354,4,9:59.0,,J. Embiid misses 2-pt layup from 2 ft (block by B. Biyombo),88,104
355,4,9:58.0,,Offensive rebound by J. Embiid,88,104
356,4,9:54.0,,J. Embiid misses 2-pt jump shot from 10 ft,88,104
357,4,9:54.0,Defensive rebound by T. Ross,,88,104
358,4,9:48.0,J. Simmons makes 2-pt dunk at rim (assist by T. Ross),,90,104
359,4,9:44.0,,Personal foul by M. Speights (drawn by J. Redick),90,104
360,4,9:44.0,,A. Johnson enters the game for J. Embiid,90,104
361,4,9:44.0,,Personal foul by J. Simmons (drawn by T. Luwawu-Cabarrot),90,104
362,4,9:44.0,,T. Luwawu-Cabarrot makes free throw 1 of 2,90,105
363,4,9:44.0,,T. Luwawu-Cabarrot makes free throw 2 of 2,90,106
364,4,9:38.0,M. Speights misses 3-pt jump shot from 25 ft,,90,106
365,4,9:33.0,,Defensive rebound by A. Johnson,90,106
366,4,9:22.0,,A. Johnson makes 2-pt jump shot from 9 ft (assist by T. McConnell),90,108
367,4,9:14.0,Shooting foul by J. Redick (drawn by T. Ross),,90,108
368,4,9:14.0,T. Ross makes free throw 1 of 2,,91,108
369,4,9:14.0,,J. Bayless enters the game for J. Redick,91,108
370,4,9:14.0,N. Vučević enters the game for M. Speights,,91,108
371,4,9:14.0,A. Gordon enters the game for B. Biyombo,,91,108
372,4,9:14.0,T. Ross misses free throw 2 of 2,,91,108
373,4,9:12.0,,Defensive rebound by T. McConnell,91,108
374,4,9:00.0,,R. Holmes makes 2-pt dunk at rim (assist by J. Bayless),91,110
375,4,8:42.0,J. Simmons misses 2-pt jump shot from 19 ft,,91,110
376,4,8:39.0,,Defensive rebound by A. Johnson,91,110
377,4,8:26.0,,A. Johnson misses 3-pt jump shot from 25 ft,91,110
