,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA CLIPPERS_ACTION,MILWAUKEE_SCORE,LA CLIPPERS_SCORE
376,4,7:53.0,,LA Clippers full timeout,88,83
377,4,7:53.0,,W. Johnson enters the game for B. Marjanović,88,83
378,4,7:33.0,,L. Williams misses 2-pt layup from 1 ft,88,83
379,4,7:29.0,Defensive rebound by K. Middleton,,88,83
380,4,7:27.0,Turnover by G. Antetokounmpo (bad pass),,88,83
381,4,7:13.0,,A. Rivers makes 2-pt jump shot from 5 ft,88,85
382,4,7:13.0,,Shooting foul by K. Middleton (drawn by A. Rivers),88,85
383,4,7:13.0,,D. Jordan enters the game for M. Harrell,88,85
384,4,7:13.0,E. Bledsoe enters the game for J. Parker,,88,85
385,4,7:13.0,,A. Rivers misses free throw 1 of 1,88,85
386,4,7:13.0,Defensive rebound by G. Antetokounmpo,,88,85
387,4,6:53.0,K. Middleton misses 2-pt jump shot from 8 ft,,88,85
388,4,6:48.0,,Defensive rebound by D. Jordan,88,85
389,4,6:41.0,J. Henson enters the game for T. Zeller,,88,85
390,4,6:35.0,,W. Johnson misses 3-pt jump shot from 23 ft,88,85
391,4,6:32.0,Defensive rebound by E. Bledsoe,,88,85
392,4,6:23.0,J. Henson misses 2-pt jump shot from 17 ft,,88,85
393,4,6:18.0,,Defensive rebound by D. Jordan,88,85
394,4,6:05.0,,A. Rivers makes 3-pt jump shot from 25 ft,88,88
395,4,5:51.0,Turnover by E. Bledsoe (lost ball; steal by A. Rivers),,88,88
396,4,5:32.0,,T. Harris makes 3-pt jump shot from 22 ft (assist by A. Rivers),88,91
397,4,5:31.0,Milwaukee full timeout,,88,91
398,4,5:10.0,E. Bledsoe misses 2-pt layup from 2 ft,,88,91
399,4,5:06.0,,Defensive rebound by W. Johnson,88,91
400,4,5:02.0,,L. Williams misses 2-pt layup from 1 ft,88,91
401,4,4:59.0,Defensive rebound by J. Henson,,88,91
402,4,4:56.0,J. Terry misses 3-pt jump shot from 23 ft,,88,91
403,4,4:50.0,,Defensive rebound by D. Jordan,88,91
404,4,4:39.0,,A. Rivers makes 2-pt layup from 1 ft,88,93
405,4,4:31.0,Turnover by G. Antetokounmpo (lost ball; steal by W. Johnson),,88,93
406,4,4:12.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by T. Harris),88,96
407,4,4:12.0,Milwaukee full timeout,,88,96
408,4,4:12.0,S. Brown enters the game for J. Terry,,88,96
409,4,3:53.0,K. Middleton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,91,96
410,4,3:34.0,,A. Rivers misses 3-pt jump shot from 26 ft,91,96
411,4,3:34.0,,Offensive rebound by Team,91,96
412,4,3:34.0,Loose ball foul by J. Henson (drawn by D. Jordan),,91,96
413,4,3:17.0,,A. Rivers misses 2-pt hook shot from 5 ft,91,96
414,4,3:14.0,Defensive rebound by K. Middleton,,91,96
415,4,3:07.0,J. Henson makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,93,96
416,4,2:44.0,,L. Williams makes 3-pt jump shot from 25 ft,93,99
417,4,2:22.0,Shooting foul by W. Johnson (drawn by K. Middleton),,93,99
418,4,2:22.0,K. Middleton misses free throw 1 of 2,,93,99
419,4,2:22.0,Offensive rebound by Team,,93,99
420,4,2:22.0,K. Middleton makes free throw 2 of 2,,94,99
421,4,2:10.0,,T. Harris makes 3-pt jump shot from 22 ft (assist by D. Jordan),94,102
422,4,1:55.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft,,96,102
423,4,1:34.0,,A. Rivers makes 3-pt jump shot from 25 ft,96,105
424,4,1:26.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,98,105
425,4,1:00.0,,L. Williams misses 2-pt jump shot from 6 ft,98,105
426,4,0:57.0,Defensive rebound by J. Henson,,98,105
427,4,0:51.0,K. Middleton misses 3-pt jump shot from 24 ft (block by W. Johnson),,98,105
428,4,0:49.0,Offensive rebound by G. Antetokounmpo,,98,105
429,4,0:49.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,98,105
430,4,0:46.0,Offensive rebound by Team,,98,105
431,4,0:46.0,,S. Thornwell enters the game for L. Williams,98,105
432,4,0:46.0,J. Terry enters the game for S. Brown,,98,105
433,4,0:45.0,Turnover by K. Middleton (traveling),,98,105
434,4,0:45.0,,LA Clippers full timeout,98,105
435,4,0:45.0,,L. Williams enters the game for S. Thornwell,98,105
436,4,0:41.0,,Turnover by L. Williams (bad pass; steal by J. Terry),98,105
437,4,0:34.0,K. Middleton misses 3-pt jump shot from 23 ft,,98,105
438,4,0:29.0,Offensive rebound by G. Antetokounmpo,,98,105
439,4,0:24.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,98,105
440,4,0:17.0,Offensive rebound by J. Terry,,98,105
441,4,0:17.0,Turnover by J. Terry (bad pass),,98,105
