,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
379,4,7:10.0,,Personal foul by D. DeRozan (drawn by A. Wiggins),92,100
380,4,7:10.0,,A. Wiggins makes free throw 1 of 2,92,101
381,4,7:10.0,,A. Wiggins makes free throw 2 of 2,92,102
382,4,6:46.0,K. Lowry misses 2-pt jump shot from 8 ft,,92,102
383,4,6:44.0,Offensive rebound by S. Ibaka,,92,102
384,4,6:44.0,S. Ibaka misses 2-pt jump shot from 4 ft (block by K. Towns),,92,102
385,4,6:44.0,,Defensive rebound by A. Wiggins,92,102
386,4,6:39.0,,M. Georges-Hunt misses 3-pt jump shot from 22 ft,92,102
387,4,6:33.0,Defensive rebound by K. Lowry,,92,102
388,4,6:29.0,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),,94,102
389,4,6:03.0,,Turnover by A. Wiggins (lost ball; steal by D. DeRozan),94,102
390,4,5:45.0,Personal foul by A. Wiggins (drawn by D. DeRozan),,94,102
391,4,5:40.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by J. Valančiūnas),,97,102
392,4,5:16.0,,A. Wiggins misses 3-pt jump shot from 27 ft,97,102
393,4,5:12.0,Defensive rebound by J. Valančiūnas,,97,102
394,4,5:05.0,Shooting foul by K. Towns (drawn by D. DeRozan),,97,102
395,4,5:05.0,D. DeRozan makes free throw 1 of 2,,98,102
396,4,5:05.0,D. DeRozan makes free throw 2 of 2,,99,102
397,4,4:52.0,,Turnover by T. Jones (lost ball; steal by D. Wright),99,102
398,4,4:49.0,Shooting foul by M. Georges-Hunt (drawn by D. Wright),,99,102
399,4,4:49.0,D. Wright makes free throw 1 of 2,,100,102
400,4,4:49.0,,J. Teague enters the game for T. Jones,100,102
401,4,4:49.0,D. Wright makes free throw 2 of 2,,101,102
402,4,4:31.0,,Turnover by A. Wiggins (bad pass; steal by D. DeRozan),101,102
403,4,4:27.0,S. Ibaka misses 3-pt jump shot from 25 ft,,101,102
404,4,4:23.0,,Defensive rebound by T. Gibson,101,102
405,4,4:05.0,,J. Teague misses 2-pt jump shot from 12 ft,101,102
406,4,4:04.0,Defensive rebound by J. Valančiūnas,,101,102
407,4,3:55.0,K. Lowry makes 2-pt jump shot from 14 ft,,103,102
408,4,3:54.0,,Minnesota full timeout,103,102
409,4,3:36.0,,J. Teague makes 2-pt jump shot from 14 ft,103,104
410,4,3:12.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by D. Wright),,106,104
411,4,2:47.0,,A. Wiggins misses 2-pt jump shot from 13 ft,106,104
412,4,2:44.0,,Offensive rebound by M. Georges-Hunt,106,104
413,4,2:25.0,,A. Wiggins makes 3-pt jump shot from 25 ft,106,107
414,4,2:00.0,J. Valančiūnas misses 2-pt layup from 3 ft (block by T. Gibson),,106,107
415,4,2:00.0,,Defensive rebound by Team,106,107
416,4,1:43.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by J. Teague),106,110
417,4,1:23.0,Shooting foul by K. Towns (drawn by K. Lowry),,106,110
418,4,1:23.0,K. Lowry makes free throw 1 of 2,,107,110
419,4,1:23.0,K. Lowry makes free throw 2 of 2,,108,110
420,4,1:23.0,,Minnesota full timeout,108,110
421,4,1:07.0,,Shooting foul by K. Lowry (drawn by M. Georges-Hunt),108,110
422,4,1:07.0,,M. Georges-Hunt misses free throw 1 of 2,108,110
423,4,1:07.0,,Offensive rebound by Team,108,110
424,4,1:07.0,,M. Georges-Hunt makes free throw 2 of 2,108,111
425,4,0:55.0,K. Lowry misses 2-pt jump shot from 15 ft,,108,111
426,4,0:51.0,,Defensive rebound by A. Wiggins,108,111
427,4,0:29.0,,M. Georges-Hunt misses 2-pt jump shot from 20 ft,108,111
428,4,0:27.0,,Offensive rebound by A. Wiggins,108,111
429,4,0:24.0,,Personal foul by K. Lowry (drawn by M. Georges-Hunt),108,111
430,4,0:24.0,,M. Georges-Hunt makes free throw 1 of 2,108,112
431,4,0:24.0,,M. Georges-Hunt makes free throw 2 of 2,108,113
432,4,0:24.0,Toronto full timeout,,108,113
433,4,0:24.0,C. Miles enters the game for D. Wright,,108,113
434,4,0:22.0,,Offensive charge foul by D. DeRozan (drawn by M. Georges-Hunt),108,113
435,4,0:22.0,Turnover by D. DeRozan (offensive foul),,108,113
436,4,0:22.0,D. Wright enters the game for J. Valančiūnas,,108,113
437,4,0:22.0,P. Siakam enters the game for C. Miles,,108,113
438,4,0:22.0,,N. Bjelica enters the game for T. Gibson,108,113
439,4,0:15.0,,Personal take foul by D. Wright (drawn by M. Georges-Hunt),108,113
440,4,0:15.0,,M. Georges-Hunt misses free throw 1 of 2,108,113
441,4,0:15.0,,Offensive rebound by Team,108,113
442,4,0:15.0,,T. Gibson enters the game for N. Bjelica,108,113
443,4,0:15.0,C. Miles enters the game for P. Siakam,,108,113
444,4,0:15.0,,M. Georges-Hunt makes free throw 2 of 2,108,114
445,4,0:09.0,S. Ibaka misses 3-pt jump shot from 27 ft,,108,114
446,4,0:08.0,Offensive rebound by Team,,108,114
447,4,0:08.0,,Loose ball foul by J. Teague (drawn by K. Lowry),108,114
448,4,0:08.0,K. Lowry misses free throw 1 of 2,,108,114
449,4,0:08.0,Offensive rebound by Team,,108,114
450,4,0:08.0,,T. Jones enters the game for M. Georges-Hunt,108,114
451,4,0:08.0,P. Siakam enters the game for C. Miles,,108,114
452,4,0:08.0,K. Lowry makes free throw 2 of 2,,109,114
453,4,0:07.0,,Personal take foul by P. Siakam (drawn by J. Teague),109,114
454,4,0:07.0,,J. Teague misses free throw 1 of 2,109,114
455,4,0:07.0,,Offensive rebound by Team,109,114
456,4,0:07.0,,M. Georges-Hunt enters the game for T. Jones,109,114
457,4,0:07.0,,J. Teague makes free throw 2 of 2,109,115
458,4,0:07.0,Toronto full timeout,,109,115
459,4,0:07.0,C. Miles enters the game for P. Siakam,,109,115
460,4,0:07.0,J. Valančiūnas enters the game for D. Wright,,109,115
461,4,0:04.0,K. Lowry misses 3-pt jump shot from 25 ft,,109,115
462,4,0:04.0,,Defensive rebound by K. Towns,109,115
