,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
385,4,5:00.0,,Golden State full timeout,84,102
386,4,5:00.0,,P. McCaw enters the game for D. West,84,102
387,4,5:00.0,,Q. Cook enters the game for A. Iguodala,84,102
388,4,5:00.0,,K. Looney enters the game for D. Green,84,102
389,4,5:00.0,S. Mack enters the game for A. Gordon,,84,102
390,4,5:00.0,M. Speights enters the game for T. Ross,,84,102
391,4,5:00.0,A. Afflalo enters the game for E. Payton,,84,102
392,4,5:00.0,B. Biyombo enters the game for E. Fournier,,84,102
393,4,5:00.0,M. Hezonja enters the game for N. Vučević,,84,102
394,4,4:53.0,,K. Looney makes 2-pt dunk at rim (assist by K. Thompson),84,104
395,4,4:39.0,Personal take foul by K. Durant (drawn by M. Speights),,84,104
396,4,4:39.0,,O. Casspi enters the game for K. Thompson,84,104
397,4,4:39.0,,N. Young enters the game for K. Durant,84,104
398,4,4:26.0,M. Speights misses 2-pt layup from 2 ft (block by N. Young),,84,104
399,4,4:20.0,,Defensive rebound by K. Looney,84,104
400,4,4:14.0,,Personal foul by B. Biyombo (drawn by K. Looney),84,104
401,4,4:05.0,,P. McCaw misses 3-pt jump shot from 25 ft,84,104
402,4,4:01.0,Defensive rebound by M. Speights,,84,104
403,4,3:57.0,M. Hezonja makes 2-pt layup from 2 ft,,86,104
404,4,3:40.0,,Turnover by P. McCaw (bad pass),86,104
405,4,3:25.0,B. Biyombo makes 2-pt dunk from 2 ft (assist by M. Hezonja),,88,104
406,4,3:08.0,,N. Young misses 3-pt jump shot from 26 ft,88,104
407,4,3:03.0,Defensive rebound by B. Biyombo,,88,104
408,4,2:50.0,A. Afflalo makes 3-pt jump shot from 23 ft (assist by S. Mack),,91,104
409,4,2:37.0,,Turnover by O. Casspi (offensive goaltending),91,104
410,4,2:37.0,,J. McGee enters the game for O. Casspi,91,104
411,4,2:18.0,B. Biyombo makes 2-pt hook shot from 8 ft (assist by M. Hezonja),,93,104
412,4,2:04.0,,Shooting foul by M. Hezonja (drawn by N. Young),93,104
413,4,2:04.0,,N. Young makes free throw 1 of 2,93,105
414,4,2:04.0,,N. Young makes free throw 2 of 2,93,106
415,4,1:43.0,M. Speights misses 2-pt jump shot from 15 ft,,93,106
416,4,1:41.0,Offensive rebound by Team,,93,106
417,4,1:41.0,,Loose ball foul by K. Looney (drawn by B. Biyombo),93,106
418,4,1:35.0,S. Mack makes 3-pt jump shot from 25 ft,,96,106
419,4,1:14.0,,K. Looney misses 2-pt layup from 1 ft (block by M. Speights),96,106
420,4,1:11.0,,Offensive rebound by K. Looney,96,106
421,4,1:07.0,,K. Looney makes 2-pt jump shot from 15 ft,96,108
422,4,1:00.0,M. Speights makes 3-pt jump shot from 29 ft (assist by S. Mack),,99,108
423,4,0:50.0,,N. Young misses 3-pt jump shot from 22 ft,99,108
424,4,0:46.0,Defensive rebound by M. Speights,,99,108
425,4,0:44.0,A. Afflalo misses 3-pt jump shot from 26 ft,,99,108
426,4,0:41.0,,Defensive rebound by Team,99,108
427,4,0:26.0,,Personal foul by M. Speights (drawn by J. McGee),99,108
428,4,0:26.0,,J. McGee makes free throw 1 of 2,99,109
429,4,0:26.0,,J. McGee makes free throw 2 of 2,99,110
430,4,0:21.0,Personal foul by Q. Cook (drawn by S. Mack),,99,110
431,4,0:21.0,S. Mack misses free throw 1 of 2,,99,110
432,4,0:21.0,Offensive rebound by Team,,99,110
433,4,0:21.0,S. Mack makes free throw 2 of 2,,100,110
