,QUARTER,TIME_REMAINING,ORLANDO_ACTION,INDIANA_ACTION,ORLANDO_SCORE,INDIANA_SCORE
44,1,5:41.0,J. Simmons misses 3-pt jump shot from 26 ft,,13,12
45,1,5:37.0,Offensive rebound by A. Gordon,,13,12
46,1,5:37.0,A. Gordon misses 2-pt layup at rim,,13,12
47,1,5:36.0,,Defensive rebound by Team,13,12
48,1,5:24.0,,V. Oladipo makes 2-pt jump shot from 18 ft (assist by D. Sabonis),13,14
49,1,5:10.0,E. Fournier makes 2-pt layup from 1 ft,,15,14
50,1,4:54.0,,D. Sabonis makes 3-pt jump shot from 28 ft (assist by D. Collison),15,17
51,1,4:30.0,Turnover by N. Vučević (bad pass),,15,17
52,1,4:13.0,,D. Sabonis makes 2-pt hook shot from 7 ft (assist by V. Oladipo),15,19
53,1,4:10.0,Orlando full timeout,,15,19
54,1,4:03.0,Turnover by E. Payton (lost ball; steal by V. Oladipo),,15,19
55,1,4:00.0,,V. Oladipo makes 2-pt dunk at rim,15,21
56,1,3:40.0,E. Fournier misses 3-pt jump shot from 27 ft,,15,21
57,1,3:37.0,,Defensive rebound by D. Collison,15,21
58,1,3:27.0,,T. Young makes 2-pt hook shot from 9 ft,15,23
59,1,3:08.0,N. Vučević makes 3-pt jump shot from 26 ft (assist by E. Payton),,18,23
60,1,2:54.0,,Shooting foul by E. Fournier (drawn by B. Bogdanović),18,23
61,1,2:54.0,,B. Bogdanović makes free throw 1 of 2,18,24
62,1,2:54.0,,C. Joseph enters the game for D. Collison,18,24
63,1,2:54.0,D. Augustin enters the game for E. Payton,,18,24
64,1,2:54.0,T. Ross enters the game for E. Fournier,,18,24
65,1,2:54.0,,B. Bogdanović makes free throw 2 of 2,18,25
66,1,2:44.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by J. Simmons),,21,25
67,1,2:23.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by N. Vučević),21,25
68,1,2:22.0,,Offensive rebound by D. Sabonis,21,25
69,1,2:21.0,,Shooting foul by J. Simmons (drawn by D. Sabonis),21,25
70,1,2:21.0,,D. Sabonis makes free throw 1 of 2,21,26
71,1,2:21.0,,L. Stephenson enters the game for B. Bogdanović,21,26
72,1,2:21.0,,D. Sabonis makes free throw 2 of 2,21,27
73,1,2:09.0,N. Vučević misses 3-pt jump shot from 26 ft,,21,27
74,1,2:05.0,,Defensive rebound by C. Joseph,21,27
75,1,1:47.0,,L. Stephenson misses 2-pt jump shot from 18 ft,21,27
76,1,1:43.0,Defensive rebound by T. Ross,,21,27
77,1,1:43.0,Turnover by T. Ross (bad pass),,21,27
78,1,1:43.0,,M. Turner enters the game for T. Young,21,27
79,1,1:43.0,M. Speights enters the game for A. Gordon,,21,27
80,1,1:43.0,B. Biyombo enters the game for N. Vučević,,21,27
81,1,1:32.0,,V. Oladipo makes 2-pt jump shot from 15 ft,21,29
82,1,1:08.0,T. Ross makes 2-pt jump shot from 13 ft,,23,29
83,1,0:53.0,,M. Turner makes 2-pt jump shot from 16 ft,23,31
84,1,0:42.0,B. Biyombo misses 2-pt layup from 1 ft (block by V. Oladipo),,23,31
85,1,0:42.0,,Defensive rebound by Team,23,31
86,1,0:26.0,,M. Turner misses 2-pt dunk from 2 ft (block by B. Biyombo),23,31
87,1,0:22.0,,Offensive rebound by M. Turner,23,31
88,1,0:22.0,,Shooting foul by B. Biyombo (drawn by M. Turner),23,31
89,1,0:22.0,,M. Turner makes free throw 1 of 2,23,32
90,1,0:22.0,,B. Bogdanović enters the game for V. Oladipo,23,32
91,1,0:22.0,,M. Turner makes free throw 2 of 2,23,33
92,1,0:03.0,J. Simmons makes 2-pt jump shot from 3 ft,,25,33
93,2,11:49.0,,M. Turner misses 3-pt jump shot from 29 ft,25,33
94,2,11:46.0,Defensive rebound by Team,,25,33
95,2,11:31.0,B. Biyombo makes 2-pt dunk at rim (assist by T. Ross),,27,33
96,2,11:19.0,,Turnover by L. Stephenson (bad pass; steal by T. Ross),27,33
97,2,11:07.0,B. Biyombo misses 2-pt hook shot from 9 ft,,27,33
98,2,11:04.0,,Defensive rebound by L. Stephenson,27,33
99,2,10:59.0,,Personal foul by T. Ross (drawn by M. Turner),27,33
100,2,10:54.0,,B. Bogdanović misses 2-pt jump shot from 8 ft,27,33
101,2,10:51.0,Defensive rebound by B. Biyombo,,27,33
102,2,10:43.0,D. Augustin makes 2-pt layup from 2 ft,,29,33
103,2,10:27.0,,L. Stephenson misses 2-pt jump shot from 15 ft,29,33
104,2,10:25.0,,Offensive rebound by Team,29,33
105,2,10:11.0,,L. Stephenson misses 3-pt jump shot from 27 ft,29,33
106,2,10:10.0,Defensive rebound by Team,,29,33
107,2,9:59.0,T. Ross makes 2-pt jump shot from 17 ft (assist by D. Augustin),,31,33
108,2,9:42.0,,Turnover by B. Bogdanović (lost ball; steal by M. Speights),31,33
109,2,9:39.0,E. Fournier misses 2-pt layup from 4 ft,,31,33
110,2,9:35.0,,Defensive rebound by M. Turner,31,33
111,2,9:32.0,,L. Stephenson makes 2-pt layup at rim (assist by C. Joseph),31,35
112,2,9:15.0,M. Speights makes 3-pt jump shot from 26 ft (assist by D. Augustin),,34,35
113,2,9:01.0,,Personal block foul by M. Speights (drawn by D. Sabonis),34,35
114,2,8:54.0,,Turnover by L. Stephenson (step out of bounds),34,35
115,2,8:45.0,Personal foul by C. Joseph (drawn by T. Ross),,34,35
116,2,8:45.0,,V. Oladipo enters the game for B. Bogdanović,34,35
117,2,8:40.0,T. Ross misses 2-pt jump shot from 15 ft,,34,35
118,2,8:36.0,Offensive rebound by M. Speights,,34,35
119,2,8:36.0,M. Speights makes 2-pt layup from 2 ft,,36,35
120,2,8:36.0,Shooting foul by D. Sabonis (drawn by M. Speights),,36,35
121,2,8:36.0,M. Speights makes free throw 1 of 1,,37,35
122,2,8:27.0,,Turnover by V. Oladipo (traveling),37,35
123,2,8:14.0,B. Biyombo misses 2-pt dunk at rim (block by M. Turner),,37,35
124,2,8:12.0,,Defensive rebound by D. Sabonis,37,35
125,2,8:09.0,,C. Joseph misses 3-pt jump shot from 25 ft,37,35
126,2,8:06.0,Defensive rebound by T. Ross,,37,35
127,2,7:48.0,D. Augustin misses 3-pt jump shot from 25 ft,,37,35
128,2,7:47.0,Offensive rebound by Team,,37,35
129,2,7:47.0,,Loose ball foul by D. Sabonis (drawn by B. Biyombo),37,35
130,2,7:35.0,M. Speights misses 3-pt jump shot from 26 ft,,37,35
131,2,7:32.0,,Defensive rebound by C. Joseph,37,35
132,2,7:23.0,,V. Oladipo makes 2-pt jump shot from 19 ft (assist by L. Stephenson),37,37
133,2,7:09.0,T. Ross misses 2-pt jump shot from 21 ft,,37,37
134,2,7:08.0,,Defensive rebound by D. Sabonis,37,37
135,2,7:00.0,,L. Stephenson makes 2-pt jump shot from 18 ft,37,39
136,2,6:42.0,T. Ross misses 3-pt jump shot from 23 ft,,37,39
137,2,6:39.0,Offensive rebound by B. Biyombo,,37,39
138,2,6:30.0,T. Ross misses 3-pt jump shot from 23 ft,,37,39
139,2,6:26.0,,Defensive rebound by V. Oladipo,37,39
140,2,6:12.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by D. Sabonis),37,41
141,2,6:11.0,Orlando full timeout,,37,41
142,2,6:11.0,,D. Collison enters the game for L. Stephenson,37,41
143,2,6:11.0,N. Vučević enters the game for M. Speights,,37,41
144,2,6:11.0,A. Gordon enters the game for B. Biyombo,,37,41
145,2,5:48.0,E. Fournier misses 3-pt jump shot from 26 ft,,37,41
146,2,5:45.0,,Defensive rebound by C. Joseph,37,41
147,2,5:29.0,,D. Sabonis misses 2-pt layup from 3 ft (block by T. Ross),37,41
148,2,5:27.0,Defensive rebound by N. Vučević,,37,41
149,2,5:19.0,T. Ross misses 3-pt jump shot from 27 ft,,37,41
150,2,5:16.0,,Defensive rebound by D. Sabonis,37,41
151,2,5:07.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by D. Sabonis),37,44
152,2,4:46.0,N. Vučević makes 2-pt dunk from 1 ft (assist by D. Augustin),,39,44
153,2,4:39.0,,Indiana full timeout,39,44
154,2,4:39.0,,T. Young enters the game for D. Sabonis,39,44
155,2,4:39.0,J. Simmons enters the game for E. Fournier,,39,44
156,2,4:30.0,,V. Oladipo makes 2-pt jump shot from 19 ft,39,46
157,2,4:15.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by D. Augustin),,42,46
158,2,3:56.0,,M. Turner misses 2-pt jump shot from 19 ft,42,46
159,2,3:53.0,Defensive rebound by A. Gordon,,42,46
160,2,3:43.0,J. Simmons misses 3-pt jump shot from 22 ft,,42,46
161,2,3:40.0,,Defensive rebound by C. Joseph,42,46
162,2,3:36.0,,D. Collison makes 2-pt jump shot from 18 ft (assist by C. Joseph),42,48
163,2,3:24.0,,Offensive charge foul by N. Vučević (drawn by T. Young),42,48
164,2,3:24.0,Turnover by N. Vučević (offensive foul),,42,48
165,2,3:24.0,E. Payton enters the game for D. Augustin,,42,48
166,2,3:24.0,E. Fournier enters the game for T. Ross,,42,48
167,2,3:14.0,,Personal foul by E. Fournier (drawn by V. Oladipo),42,48
168,2,3:09.0,,V. Oladipo makes 3-pt jump shot from 27 ft,42,51
169,2,3:08.0,Orlando full timeout,,42,51
170,2,2:52.0,Personal foul by V. Oladipo (drawn by E. Fournier),,42,51
171,2,2:43.0,N. Vučević makes 2-pt jump shot from 8 ft,,44,51
172,2,2:29.0,,V. Oladipo makes 3-pt jump shot from 29 ft,44,54
173,2,2:14.0,Personal foul by V. Oladipo (drawn by E. Fournier),,44,54
174,2,2:14.0,E. Fournier makes free throw 1 of 2,,45,54
175,2,2:14.0,E. Fournier misses free throw 2 of 2,,45,54
176,2,2:12.0,,Defensive rebound by T. Young,45,54
177,2,1:56.0,,T. Young misses 2-pt jump shot from 11 ft,45,54
178,2,1:53.0,Defensive rebound by A. Gordon,,45,54
179,2,1:45.0,E. Payton misses 3-pt jump shot from 25 ft,,45,54
180,2,1:41.0,,Defensive rebound by M. Turner,45,54
181,2,1:29.0,,T. Young misses 2-pt layup from 7 ft,45,54
182,2,1:27.0,Defensive rebound by N. Vučević,,45,54
183,2,1:18.0,E. Payton misses 2-pt layup from 2 ft,,45,54
184,2,1:17.0,,Defensive rebound by Team,45,54
185,2,1:17.0,,B. Bogdanović enters the game for V. Oladipo,45,54
186,2,1:17.0,T. Ross enters the game for N. Vučević,,45,54
187,2,1:17.0,M. Speights enters the game for E. Fournier,,45,54
188,2,1:03.0,,Turnover by M. Turner (traveling),45,54
189,2,0:51.0,M. Speights misses 2-pt jump shot from 13 ft,,45,54
190,2,0:49.0,,Defensive rebound by T. Young,45,54
191,2,0:43.0,,D. Collison misses 2-pt jump shot from 18 ft,45,54
192,2,0:39.0,Defensive rebound by T. Ross,,45,54
193,2,0:31.0,M. Speights makes 3-pt jump shot from 26 ft (assist by T. Ross),,48,54
194,2,0:11.0,,M. Turner makes 3-pt jump shot from 29 ft (assist by C. Joseph),48,57
195,2,0:04.0,Shooting foul by M. Turner (drawn by J. Simmons),,48,57
196,2,0:04.0,J. Simmons makes free throw 1 of 2,,49,57
197,2,0:04.0,D. Augustin enters the game for M. Speights,,49,57
198,2,0:04.0,J. Simmons makes free throw 2 of 2,,50,57
199,2,0:02.0,,Personal take foul by E. Payton (drawn by D. Collison),50,57
200,2,0:00.0,,B. Bogdanović misses 2-pt jump shot from 13 ft,50,57
201,2,0:00.0,,Offensive rebound by Team,50,57
202,3,11:39.0,,Shooting foul by A. Gordon (drawn by M. Turner),50,57
203,3,11:39.0,,M. Turner makes free throw 1 of 2,50,58
204,3,11:39.0,,M. Turner misses free throw 2 of 2,50,58
205,3,11:37.0,Defensive rebound by N. Vučević,,50,58
206,3,11:27.0,Personal foul by D. Collison (drawn by N. Vučević),,50,58
207,3,11:16.0,N. Vučević misses 2-pt jump shot from 11 ft,,50,58
208,3,11:13.0,,Defensive rebound by V. Oladipo,50,58
209,3,11:07.0,,T. Young misses 3-pt jump shot from 26 ft,50,58
210,3,11:04.0,Defensive rebound by J. Simmons,,50,58
211,3,10:57.0,N. Vučević misses 2-pt jump shot from 9 ft (block by D. Collison),,50,58
212,3,10:55.0,,Defensive rebound by V. Oladipo,50,58
213,3,10:52.0,,Turnover by D. Collison (bad pass),50,58
214,3,10:36.0,A. Gordon makes 3-pt jump shot from 27 ft (assist by E. Payton),,53,58
215,3,10:16.0,,T. Young misses 2-pt hook shot from 5 ft,53,58
216,3,10:15.0,Defensive rebound by N. Vučević,,53,58
217,3,10:12.0,A. Gordon misses 3-pt jump shot from 26 ft,,53,58
218,3,10:08.0,,Defensive rebound by M. Turner,53,58
219,3,10:02.0,,V. Oladipo makes 2-pt jump shot from 20 ft,53,60
220,3,9:53.0,Turnover by E. Payton (turnover),,53,60
221,3,9:53.0,Loose ball foul by E. Payton (drawn by V. Oladipo),,53,60
222,3,9:43.0,,Personal foul by J. Simmons (drawn by V. Oladipo),53,60
223,3,9:37.0,,B. Bogdanović makes 2-pt layup at rim (assist by T. Young),53,62
224,3,9:23.0,Personal foul by B. Bogdanović (drawn by A. Gordon),,53,62
225,3,9:10.0,E. Fournier misses 2-pt jump shot from 14 ft,,53,62
226,3,9:09.0,Offensive rebound by Team,,53,62
227,3,9:09.0,Turnover by Team (shot clock),,53,62
228,3,8:48.0,,M. Turner misses 2-pt layup from 2 ft (block by N. Vučević),53,62
229,3,8:48.0,Defensive rebound by Team,,53,62
230,3,8:36.0,Turnover by J. Simmons (traveling),,53,62
231,3,8:18.0,,M. Turner makes 3-pt jump shot from 28 ft (assist by D. Collison),53,65
232,3,8:03.0,J. Simmons misses 3-pt jump shot from 23 ft (block by V. Oladipo),,53,65
233,3,8:03.0,Offensive rebound by Team,,53,65
234,3,7:58.0,E. Fournier misses 2-pt layup from 1 ft (block by V. Oladipo),,53,65
235,3,7:54.0,Offensive rebound by E. Payton,,53,65
236,3,7:50.0,J. Simmons makes 3-pt jump shot from 23 ft (assist by A. Gordon),,56,65
237,3,7:36.0,,D. Collison misses 2-pt jump shot from 19 ft,56,65
238,3,7:33.0,Defensive rebound by E. Fournier,,56,65
239,3,7:28.0,N. Vučević makes 3-pt jump shot from 27 ft (assist by E. Fournier),,59,65
240,3,7:01.0,,T. Young misses 2-pt layup from 1 ft (block by A. Gordon),59,65
241,3,7:00.0,,Offensive rebound by T. Young,59,65
242,3,6:58.0,,Turnover by Team (shot clock),59,65
243,3,6:58.0,,Indiana full timeout,59,65
244,3,6:38.0,J. Simmons makes 3-pt jump shot from 24 ft (assist by E. Payton),,62,65
245,3,6:22.0,,D. Collison makes 3-pt jump shot from 23 ft (assist by V. Oladipo),62,68
246,3,6:05.0,E. Fournier misses 3-pt jump shot from 28 ft,,62,68
247,3,6:03.0,,Defensive rebound by V. Oladipo,62,68
248,3,5:52.0,,V. Oladipo makes 3-pt jump shot from 25 ft,62,71
249,3,5:31.0,E. Payton makes 2-pt jump shot from 7 ft,,64,71
250,3,5:16.0,,Shooting foul by N. Vučević (drawn by D. Collison),64,71
251,3,5:16.0,,D. Collison makes free throw 1 of 2,64,72
252,3,5:16.0,,D. Collison makes free throw 2 of 2,64,73
253,3,5:02.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),,66,73
254,3,4:48.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by V. Oladipo),66,76
255,3,4:47.0,Orlando full timeout,,66,76
256,3,4:32.0,Shooting foul by V. Oladipo (drawn by J. Simmons),,66,76
257,3,4:32.0,J. Simmons makes free throw 1 of 2,,67,76
258,3,4:32.0,T. Ross enters the game for E. Fournier,,67,76
259,3,4:32.0,J. Simmons makes free throw 2 of 2,,68,76
260,3,4:20.0,,B. Bogdanović makes 2-pt jump shot from 15 ft,68,78
261,3,3:59.0,J. Simmons misses 2-pt layup from 2 ft (block by M. Turner),,68,78
262,3,3:59.0,Offensive rebound by Team,,68,78
263,3,3:59.0,D. Augustin enters the game for E. Payton,,68,78
264,3,3:59.0,,C. Joseph enters the game for D. Collison,68,78
265,3,3:52.0,A. Gordon misses 3-pt jump shot from 27 ft,,68,78
266,3,3:49.0,Offensive rebound by J. Simmons,,68,78
267,3,3:49.0,Personal foul by V. Oladipo (drawn by J. Simmons),,68,78
268,3,3:49.0,,L. Stephenson enters the game for V. Oladipo,68,78
269,3,3:36.0,T. Ross misses 2-pt jump shot from 19 ft,,68,78
270,3,3:32.0,Offensive rebound by N. Vučević,,68,78
271,3,3:32.0,N. Vučević makes 2-pt layup from 2 ft,,70,78
272,3,3:20.0,,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by T. Young),70,80
273,3,3:09.0,J. Simmons misses 2-pt layup from 6 ft (block by L. Stephenson),,70,80
274,3,3:07.0,,Defensive rebound by C. Joseph,70,80
275,3,3:05.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,70,80
276,3,3:03.0,,Offensive rebound by T. Young,70,80
277,3,2:49.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by A. Gordon),70,80
278,3,2:45.0,Defensive rebound by J. Simmons,,70,80
279,3,2:42.0,Turnover by J. Simmons (lost ball; steal by T. Young),,70,80
280,3,2:39.0,,L. Stephenson makes 2-pt layup at rim (assist by T. Young),70,82
281,3,2:25.0,D. Augustin makes 2-pt jump shot from 19 ft,,72,82
282,3,2:08.0,,T. Young misses 2-pt jump shot from 17 ft,72,82
283,3,2:06.0,Defensive rebound by N. Vučević,,72,82
284,3,1:58.0,J. Simmons makes 3-pt jump shot from 28 ft (assist by N. Vučević),,75,82
285,3,1:45.0,,M. Turner misses 2-pt jump shot from 20 ft,75,82
286,3,1:42.0,Defensive rebound by D. Augustin,,75,82
287,3,1:31.0,T. Ross misses 3-pt jump shot from 26 ft,,75,82
288,3,1:28.0,,Defensive rebound by C. Joseph,75,82
289,3,1:20.0,,Shooting foul by J. Simmons (drawn by L. Stephenson),75,82
290,3,1:20.0,,L. Stephenson misses free throw 1 of 2,75,82
291,3,1:20.0,,Offensive rebound by Team,75,82
292,3,1:20.0,,D. Collison enters the game for M. Turner,75,82
293,3,1:20.0,,D. Sabonis enters the game for B. Bogdanović,75,82
294,3,1:20.0,M. Speights enters the game for A. Gordon,,75,82
295,3,1:20.0,,L. Stephenson makes free throw 2 of 2,75,83
296,3,1:09.0,D. Augustin misses 2-pt layup from 6 ft,,75,83
297,3,1:06.0,Offensive rebound by N. Vučević,,75,83
298,3,1:06.0,N. Vučević misses 2-pt layup at rim,,75,83
299,3,1:05.0,Offensive rebound by N. Vučević,,75,83
300,3,1:05.0,N. Vučević makes 2-pt layup at rim,,77,83
301,3,0:59.0,,Turnover by D. Sabonis (bad pass),77,83
302,3,0:55.0,D. Augustin makes 3-pt jump shot from 27 ft,,80,83
303,3,0:42.0,Offensive charge foul by L. Stephenson (drawn by J. Simmons),,80,83
304,3,0:42.0,,Turnover by L. Stephenson (offensive foul),80,83
305,3,0:34.0,D. Augustin makes 2-pt layup from 1 ft,,82,83
306,3,0:15.0,,D. Collison misses 2-pt jump shot from 9 ft,82,83
307,3,0:13.0,,Offensive rebound by D. Sabonis,82,83
308,3,0:13.0,,Shooting foul by N. Vučević (drawn by D. Sabonis),82,83
309,3,0:13.0,,D. Sabonis makes free throw 1 of 2,82,84
310,3,0:13.0,E. Fournier enters the game for N. Vučević,,82,84
311,3,0:13.0,,D. Sabonis makes free throw 2 of 2,82,85
312,3,0:00.0,Shooting foul by D. Collison (drawn by D. Augustin),,82,85
313,3,0:00.0,D. Augustin makes free throw 1 of 3,,83,85
314,3,0:00.0,D. Augustin makes free throw 2 of 3,,84,85
315,3,0:00.0,D. Augustin misses free throw 3 of 3,,84,85
316,3,0:00.0,,Defensive rebound by L. Stephenson,84,85
317,4,11:45.0,E. Fournier makes 2-pt layup from 5 ft,,86,85
318,4,11:30.0,,D. Sabonis makes 2-pt jump shot at rim (assist by L. Stephenson),86,87
319,4,11:30.0,,Shooting block foul by M. Speights (drawn by D. Sabonis),86,87
320,4,11:30.0,,D. Sabonis makes free throw 1 of 1,86,88
321,4,11:14.0,M. Speights misses 2-pt hook shot from 4 ft,,86,88
322,4,11:13.0,,Defensive rebound by L. Stephenson,86,88
323,4,11:07.0,,L. Stephenson makes 2-pt jump shot from 13 ft,86,90
324,4,10:53.0,M. Speights misses 3-pt jump shot from 27 ft,,86,90
325,4,10:53.0,,Defensive rebound by L. Stephenson,86,90
326,4,10:49.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by L. Stephenson),86,92
327,4,10:48.0,Orlando full timeout,,86,92
328,4,10:28.0,Turnover by D. Augustin (lost ball; steal by D. Collison),,86,92
329,4,10:22.0,,Shooting block foul by A. Gordon (drawn by L. Stephenson),86,92
330,4,10:22.0,,L. Stephenson makes free throw 1 of 2,86,93
331,4,10:22.0,,L. Stephenson makes free throw 2 of 2,86,94
332,4,10:04.0,E. Fournier makes 3-pt jump shot from 27 ft,,89,94
333,4,9:46.0,,Shooting foul by D. Augustin (drawn by D. Sabonis),89,94
334,4,9:46.0,,D. Sabonis misses free throw 1 of 2,89,94
335,4,9:46.0,,Offensive rebound by Team,89,94
336,4,9:46.0,N. Vučević enters the game for M. Speights,,89,94
337,4,9:46.0,,D. Sabonis makes free throw 2 of 2,89,95
338,4,9:36.0,N. Vučević misses 2-pt hook shot from 6 ft,,89,95
339,4,9:33.0,,Defensive rebound by C. Joseph,89,95
340,4,9:28.0,,L. Stephenson misses 2-pt layup at rim,89,95
341,4,9:26.0,Defensive rebound by E. Fournier,,89,95
342,4,9:22.0,T. Ross misses 3-pt jump shot from 28 ft,,89,95
343,4,9:18.0,Offensive rebound by A. Gordon,,89,95
344,4,9:11.0,Turnover by A. Gordon (turnover; steal by L. Stephenson),,89,95
345,4,9:11.0,Loose ball foul by D. Augustin (drawn by D. Collison),,89,95
346,4,9:02.0,,B. Bogdanović misses 3-pt jump shot from 26 ft (block by A. Gordon),89,95
347,4,8:59.0,Defensive rebound by T. Ross,,89,95
348,4,8:59.0,A. Gordon makes 2-pt dunk from 1 ft (assist by T. Ross),,91,95
349,4,8:42.0,,Turnover by D. Sabonis (lost ball; steal by A. Gordon),91,95
350,4,8:41.0,Personal foul by L. Stephenson (drawn by A. Gordon),,91,95
351,4,8:41.0,,V. Oladipo enters the game for D. Collison,91,95
352,4,8:32.0,Turnover by D. Augustin (bad pass),,91,95
353,4,8:13.0,,V. Oladipo makes 3-pt jump shot from 26 ft,91,98
354,4,7:59.0,E. Fournier misses 2-pt jump shot from 15 ft,,91,98
355,4,7:57.0,,Defensive rebound by V. Oladipo,91,98
356,4,7:43.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by L. Stephenson),91,100
357,4,7:43.0,Orlando full timeout,,91,100
358,4,7:19.0,N. Vučević misses 2-pt jump shot from 17 ft,,91,100
359,4,7:16.0,,Defensive rebound by L. Stephenson,91,100
360,4,7:00.0,,Shooting foul by T. Ross (drawn by D. Sabonis),91,100
361,4,7:00.0,,D. Sabonis makes free throw 1 of 2,91,101
362,4,7:00.0,,D. Sabonis makes free throw 2 of 2,91,102
363,4,6:44.0,E. Fournier misses 3-pt jump shot from 27 ft,,91,102
364,4,6:42.0,,Defensive rebound by D. Sabonis,91,102
365,4,6:26.0,,V. Oladipo misses 3-pt jump shot from 27 ft,91,102
366,4,6:23.0,,Offensive rebound by D. Sabonis,91,102
367,4,6:09.0,,L. Stephenson makes 3-pt jump shot from 27 ft (assist by D. Sabonis),91,105
368,4,5:54.0,N. Vučević misses 3-pt jump shot from 28 ft,,91,105
369,4,5:50.0,,Defensive rebound by L. Stephenson,91,105
370,4,5:47.0,,C. Joseph makes 3-pt jump shot from 23 ft (assist by L. Stephenson),91,108
371,4,5:46.0,Orlando full timeout,,91,108
372,4,5:46.0,J. Simmons enters the game for E. Fournier,,91,108
373,4,5:46.0,E. Payton enters the game for D. Augustin,,91,108
374,4,5:34.0,Personal foul by L. Stephenson (drawn by N. Vučević),,91,108
375,4,5:29.0,J. Simmons makes 2-pt jump shot from 20 ft (assist by N. Vučević),,93,108
376,4,5:16.0,,V. Oladipo misses 3-pt jump shot from 27 ft,93,108
377,4,5:11.0,Defensive rebound by T. Ross,,93,108
378,4,5:06.0,T. Ross makes 3-pt jump shot from 28 ft (assist by E. Payton),,96,108
379,4,4:48.0,,D. Sabonis misses 2-pt jump shot from 18 ft,96,108
