,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
108,2,10:17.0,Detroit full timeout,,28,29
109,2,10:17.0,A. Drummond enters the game for E. Moreland,,28,29
110,2,10:05.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by L. Galloway),,31,29
111,2,9:46.0,,D. Nowitzki misses 3-pt jump shot from 22 ft,31,29
112,2,9:43.0,Defensive rebound by A. Drummond,,31,29
113,2,9:38.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by L. Kennard),,34,29
114,2,9:18.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Barea),34,31
115,2,9:04.0,L. Kennard misses 3-pt jump shot from 22 ft,,34,31
116,2,9:01.0,,Defensive rebound by D. Nowitzki,34,31
117,2,8:47.0,,Shooting foul by L. Galloway (drawn by D. Nowitzki),34,31
118,2,8:47.0,,D. Nowitzki makes free throw 1 of 2,34,32
119,2,8:47.0,,D. Nowitzki makes free throw 2 of 2,34,33
120,2,8:29.0,L. Galloway misses 3-pt jump shot from 25 ft,,34,33
121,2,8:25.0,,Defensive rebound by Team,34,33
122,2,8:13.0,,D. Nowitzki misses 2-pt jump shot from 18 ft,34,33
123,2,8:06.0,Defensive rebound by L. Galloway,,34,33
124,2,8:02.0,I. Smith makes 2-pt layup from 1 ft,,36,33
125,2,7:52.0,,J. Barea makes 2-pt layup from 1 ft,36,35
126,2,7:32.0,A. Drummond makes 2-pt hook shot from 3 ft,,38,35
127,2,7:20.0,,K. Collinsworth makes 3-pt jump shot from 26 ft (assist by J. Barea),38,38
128,2,6:57.0,Turnover by I. Smith (lost ball; steal by Y. Ferrell),,38,38
129,2,6:49.0,,D. Nowitzki misses 3-pt jump shot from 27 ft,38,38
130,2,6:47.0,Defensive rebound by A. Drummond,,38,38
131,2,6:41.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by A. Tolliver),,41,38
132,2,6:35.0,,Dallas full timeout,41,38
133,2,6:35.0,,D. Harris enters the game for D. Powell,41,38
134,2,6:35.0,,H. Barnes enters the game for K. Collinsworth,41,38
135,2,6:35.0,,S. Mejri enters the game for Y. Ferrell,41,38
136,2,6:35.0,,W. Matthews enters the game for D. Nowitzki,41,38
137,2,6:35.0,S. Johnson enters the game for L. Kennard,,41,38
138,2,6:35.0,R. Bullock enters the game for L. Galloway,,41,38
139,2,6:35.0,R. Jackson enters the game for I. Smith,,41,38
140,2,6:19.0,,J. Barea makes 3-pt jump shot from 25 ft (assist by H. Barnes),41,41
141,2,5:59.0,Turnover by A. Drummond (lost ball; steal by D. Harris),,41,41
142,2,5:54.0,,J. Barea makes 2-pt layup from 2 ft (assist by D. Harris),41,43
143,2,5:32.0,,D. Smith enters the game for J. Barea,41,43
144,2,5:32.0,T. Harris enters the game for A. Tolliver,,41,43
145,2,5:30.0,T. Harris misses 2-pt jump shot from 16 ft,,41,43
146,2,5:25.0,,Defensive rebound by H. Barnes,41,43
147,2,5:12.0,,H. Barnes makes 2-pt layup from 1 ft,41,45
148,2,4:53.0,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),,43,45
149,2,4:53.0,,Violation by S. Mejri (def goaltending),43,45
150,2,4:38.0,,Shooting foul by A. Drummond (drawn by D. Smith),43,45
151,2,4:38.0,,D. Smith makes free throw 1 of 2,43,46
152,2,4:38.0,,D. Smith misses free throw 2 of 2,43,46
153,2,4:36.0,Defensive rebound by A. Drummond,,43,46
154,2,4:27.0,R. Bullock misses 2-pt layup from 1 ft (block by S. Mejri),,43,46
155,2,4:24.0,Offensive rebound by A. Drummond,,43,46
156,2,4:22.0,A. Drummond makes 2-pt layup at rim,,45,46
157,2,4:08.0,,D. Smith makes 2-pt jump shot from 21 ft,45,48
158,2,3:50.0,Shooting foul by S. Mejri (drawn by S. Johnson),,45,48
159,2,3:50.0,S. Johnson makes free throw 1 of 2,,46,48
160,2,3:50.0,S. Johnson makes free throw 2 of 2,,47,48
161,2,3:34.0,,Shooting foul by A. Drummond (drawn by S. Mejri),47,48
162,2,3:34.0,,S. Mejri misses free throw 1 of 2,47,48
163,2,3:34.0,,Offensive rebound by Team,47,48
164,2,3:34.0,B. Marjanović enters the game for A. Drummond,,47,48
165,2,3:34.0,,S. Mejri misses free throw 2 of 2,47,48
166,2,3:31.0,Defensive rebound by T. Harris,,47,48
167,2,3:21.0,Offensive foul by B. Marjanović (drawn by S. Mejri),,47,48
168,2,3:21.0,Turnover by B. Marjanović (offensive foul),,47,48
169,2,3:21.0,,D. Nowitzki enters the game for S. Mejri,47,48
170,2,3:13.0,,D. Smith misses 2-pt layup from 1 ft,47,48
171,2,3:10.0,Defensive rebound by B. Marjanović,,47,48
172,2,3:07.0,S. Johnson makes 2-pt layup at rim (assist by R. Jackson),,49,48
173,2,3:06.0,,Dallas full timeout,49,48
174,2,3:06.0,A. Tolliver enters the game for B. Marjanović,,49,48
175,2,2:45.0,,W. Matthews makes 2-pt layup from 2 ft (assist by D. Smith),49,50
176,2,2:25.0,S. Johnson misses 2-pt jump shot from 22 ft,,49,50
177,2,2:22.0,,Defensive rebound by W. Matthews,49,50
178,2,2:06.0,,Shooting block foul by A. Tolliver (drawn by H. Barnes),49,50
179,2,2:06.0,,H. Barnes makes free throw 1 of 2,49,51
180,2,2:06.0,,M. Kleber enters the game for D. Harris,49,51
181,2,2:06.0,,H. Barnes makes free throw 2 of 2,49,52
182,2,1:53.0,T. Harris misses 2-pt layup from 1 ft (block by M. Kleber),,49,52
183,2,1:51.0,,Defensive rebound by D. Smith,49,52
184,2,1:50.0,,Shooting foul by S. Johnson (drawn by D. Smith),49,52
185,2,1:50.0,B. Marjanović enters the game for S. Johnson,,49,52
186,2,1:50.0,,D. Smith makes free throw 1 of 2,49,53
187,2,1:50.0,,J. Barea enters the game for M. Kleber,49,53
188,2,1:50.0,,D. Smith makes free throw 2 of 2,49,54
189,2,1:39.0,R. Bullock misses 3-pt jump shot from 25 ft,,49,54
190,2,1:35.0,,Defensive rebound by H. Barnes,49,54
191,2,1:26.0,,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by D. Smith),49,56
192,2,1:10.0,Personal foul by W. Matthews (drawn by T. Harris),,49,56
193,2,1:06.0,,Offensive charge foul by R. Jackson (drawn by J. Barea),49,56
194,2,1:06.0,Turnover by R. Jackson (offensive foul),,49,56
195,2,1:06.0,S. Johnson enters the game for B. Marjanović,,49,56
196,2,1:06.0,,M. Kleber enters the game for J. Barea,49,56
197,2,1:06.0,B. Marjanović enters the game for S. Johnson,,49,56
198,2,0:52.0,,H. Barnes makes 3-pt jump shot from 22 ft (assist by D. Smith),49,59
199,2,0:39.0,R. Jackson makes 2-pt jump shot from 2 ft,,51,59
200,2,0:32.0,,D. Smith makes 3-pt jump shot from 25 ft,51,62
201,2,0:19.0,Personal foul by D. Smith (drawn by B. Marjanović),,51,62
202,2,0:19.0,B. Marjanović makes free throw 1 of 2,,52,62
203,2,0:19.0,,J. Barea enters the game for M. Kleber,52,62
204,2,0:19.0,B. Marjanović makes free throw 2 of 2,,53,62
205,2,0:08.0,,D. Smith makes 2-pt jump shot from 19 ft,53,64
206,2,0:08.0,,Shooting foul by R. Jackson (drawn by D. Smith),53,64
207,2,0:08.0,,M. Kleber enters the game for D. Nowitzki,53,64
208,2,0:08.0,,Y. Ferrell enters the game for J. Barea,53,64
209,2,0:08.0,,D. Smith makes free throw 1 of 1,53,65
210,2,0:00.0,A. Tolliver misses 3-pt jump shot from 26 ft,,53,65
211,2,0:00.0,Offensive rebound by Team,,53,65
212,3,11:50.0,,Turnover by M. Kleber (bad pass; steal by T. Harris),53,65
213,3,11:39.0,T. Harris misses 2-pt jump shot from 11 ft,,53,65
214,3,11:30.0,Offensive rebound by A. Drummond,,53,65
215,3,11:30.0,A. Drummond makes 2-pt layup at rim,,55,65
216,3,11:22.0,,H. Barnes misses 2-pt jump shot from 17 ft,55,65
217,3,11:19.0,Defensive rebound by A. Tolliver,,55,65
218,3,11:14.0,Turnover by T. Harris (lost ball; steal by H. Barnes),,55,65
219,3,11:00.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,55,65
220,3,11:00.0,Defensive rebound by A. Drummond,,55,65
221,3,10:52.0,T. Harris misses 3-pt jump shot from 25 ft,,55,65
222,3,10:49.0,,Defensive rebound by M. Kleber,55,65
223,3,10:31.0,,W. Matthews misses 3-pt jump shot from 26 ft,55,65
224,3,10:28.0,Defensive rebound by A. Drummond,,55,65
225,3,10:11.0,A. Drummond makes 2-pt dunk from 1 ft (assist by R. Bullock),,57,65
226,3,9:57.0,,D. Smith misses 2-pt jump shot from 18 ft,57,65
227,3,9:56.0,Defensive rebound by T. Harris,,57,65
228,3,9:56.0,,Technical foul by D. Smith,57,65
229,3,9:56.0,,Dallas full timeout,57,65
230,3,9:56.0,T. Harris makes technical free throw,,58,65
231,3,9:42.0,R. Jackson misses 2-pt layup from 1 ft,,58,65
232,3,9:40.0,,Defensive rebound by D. Nowitzki,58,65
233,3,9:33.0,,Turnover by D. Smith (bad pass),58,65
234,3,9:09.0,R. Jackson misses 3-pt jump shot from 26 ft,,58,65
235,3,9:07.0,,Defensive rebound by D. Nowitzki,58,65
236,3,8:48.0,,H. Barnes misses 2-pt jump shot from 3 ft,58,65
237,3,8:45.0,Defensive rebound by A. Drummond,,58,65
238,3,8:43.0,R. Jackson misses 3-pt jump shot from 27 ft,,58,65
239,3,8:39.0,,Defensive rebound by M. Kleber,58,65
240,3,8:24.0,,W. Matthews makes 2-pt jump shot from 4 ft,58,67
241,3,8:07.0,Shooting foul by M. Kleber (drawn by A. Tolliver),,58,67
242,3,8:07.0,A. Tolliver makes free throw 1 of 3,,59,67
243,3,8:07.0,A. Tolliver makes free throw 2 of 3,,60,67
244,3,8:07.0,A. Tolliver makes free throw 3 of 3,,61,67
245,3,7:48.0,,H. Barnes misses 2-pt jump shot from 6 ft,61,67
246,3,7:44.0,Defensive rebound by R. Jackson,,61,67
247,3,7:35.0,T. Harris misses 2-pt jump shot from 14 ft,,61,67
248,3,7:32.0,,Defensive rebound by D. Smith,61,67
249,3,7:25.0,,Y. Ferrell enters the game for D. Smith,61,67
250,3,7:25.0,,S. Mejri enters the game for D. Nowitzki,61,67
251,3,7:24.0,,D. Harris enters the game for M. Kleber,61,67
252,3,7:14.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by Y. Ferrell),61,70
253,3,7:02.0,Offensive foul by A. Drummond (drawn by Y. Ferrell),,61,70
254,3,7:02.0,Turnover by A. Drummond (offensive foul),,61,70
255,3,7:02.0,S. Johnson enters the game for A. Drummond,,61,70
256,3,7:02.0,E. Moreland enters the game for A. Tolliver,,61,70
257,3,6:50.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by S. Mejri),61,73
258,3,6:47.0,Detroit full timeout,,61,73
259,3,6:23.0,R. Jackson misses 2-pt jump shot from 22 ft,,61,73
260,3,6:20.0,,Defensive rebound by S. Mejri,61,73
261,3,6:04.0,,Turnover by W. Matthews (out of bounds lost ball),61,73
262,3,6:04.0,I. Smith enters the game for R. Jackson,,61,73
263,3,5:47.0,R. Bullock misses 2-pt layup from 2 ft (block by S. Mejri),,61,73
264,3,5:43.0,,Defensive rebound by Y. Ferrell,61,73
265,3,5:23.0,,H. Barnes misses 3-pt jump shot from 23 ft,61,73
266,3,5:22.0,Defensive rebound by Team,,61,73
267,3,5:22.0,,Loose ball foul by S. Mejri (drawn by T. Harris),61,73
268,3,5:06.0,R. Bullock misses 3-pt jump shot from 25 ft,,61,73
269,3,5:02.0,,Defensive rebound by H. Barnes,61,73
270,3,4:50.0,,W. Matthews makes 3-pt jump shot from 29 ft (assist by H. Barnes),61,76
271,3,4:31.0,T. Harris misses 2-pt jump shot from 19 ft,,61,76
272,3,4:28.0,,Defensive rebound by H. Barnes,61,76
273,3,4:13.0,,D. Harris makes 2-pt layup from 1 ft,61,78
274,3,3:56.0,S. Johnson makes 2-pt jump shot from 15 ft (assist by E. Moreland),,63,78
275,3,3:29.0,,W. Matthews misses 2-pt jump shot from 19 ft,63,78
276,3,3:26.0,Defensive rebound by E. Moreland,,63,78
277,3,3:13.0,S. Johnson misses 2-pt layup from 1 ft (block by S. Mejri),,63,78
278,3,3:10.0,,Defensive rebound by H. Barnes,63,78
279,3,2:56.0,,Y. Ferrell makes 3-pt jump shot from 27 ft,63,81
280,3,2:46.0,Detroit full timeout,,63,81
281,3,2:46.0,,J. Barea enters the game for D. Harris,63,81
282,3,2:46.0,L. Galloway enters the game for R. Bullock,,63,81
283,3,2:30.0,Turnover by I. Smith (lost ball; steal by J. Barea),,63,81
284,3,2:15.0,,Turnover by Y. Ferrell (out of bounds lost ball),63,81
285,3,2:04.0,Shooting foul by S. Mejri (drawn by T. Harris),,63,81
286,3,2:04.0,T. Harris makes free throw 1 of 2,,64,81
287,3,2:04.0,T. Harris misses free throw 2 of 2,,64,81
288,3,2:01.0,,Defensive rebound by Y. Ferrell,64,81
289,3,1:49.0,,W. Matthews misses 2-pt jump shot from 10 ft,64,81
290,3,1:47.0,,Offensive rebound by S. Mejri,64,81
291,3,1:47.0,,S. Mejri misses 2-pt layup at rim,64,81
292,3,1:45.0,,Offensive rebound by S. Mejri,64,81
293,3,1:44.0,,S. Mejri makes 2-pt layup from 1 ft,64,83
294,3,1:25.0,I. Smith misses 2-pt jump shot from 20 ft,,64,83
295,3,1:25.0,,Defensive rebound by H. Barnes,64,83
296,3,1:15.0,,Shooting block foul by E. Moreland (drawn by H. Barnes),64,83
297,3,1:15.0,,H. Barnes makes free throw 1 of 2,64,84
298,3,1:15.0,,D. Powell enters the game for S. Mejri,64,84
299,3,1:15.0,A. Tolliver enters the game for T. Harris,,64,84
300,3,1:15.0,,H. Barnes makes free throw 2 of 2,64,85
301,3,1:03.0,I. Smith makes 2-pt layup from 1 ft,,66,85
302,3,0:44.0,,H. Barnes makes 2-pt layup from 2 ft,66,87
303,3,0:34.0,I. Smith misses 2-pt jump shot from 6 ft,,66,87
304,3,0:31.0,,Defensive rebound by W. Matthews,66,87
305,3,0:07.0,,D. Powell makes 2-pt hook shot from 2 ft (assist by J. Barea),66,89
306,3,0:01.0,Personal foul by D. Powell (drawn by I. Smith),,66,89
307,3,0:01.0,,D. Harris enters the game for J. Barea,66,89
308,3,0:01.0,B. Marjanović enters the game for E. Moreland,,66,89
309,3,0:01.0,,M. Kleber enters the game for D. Powell,66,89
310,3,0:00.0,L. Galloway misses 3-pt jump shot from 28 ft (block by D. Harris),,66,89
311,3,0:00.0,Offensive rebound by Team,,66,89
312,3,0:00.0,,J. Barea enters the game for W. Matthews,66,89
313,3,0:00.0,,D. Powell enters the game for H. Barnes,66,89
314,4,11:45.0,B. Marjanović misses 2-pt hook shot from 6 ft,,66,89
315,4,11:45.0,Offensive rebound by L. Galloway,,66,89
316,4,11:41.0,B. Marjanović misses 2-pt jump shot from 18 ft,,66,89
317,4,11:40.0,,Defensive rebound by Y. Ferrell,66,89
318,4,11:26.0,,J. Barea misses 2-pt jump shot from 18 ft,66,89
319,4,11:23.0,Defensive rebound by I. Smith,,66,89
320,4,11:19.0,I. Smith makes 2-pt layup from 1 ft,,68,89
321,4,11:19.0,Shooting foul by Y. Ferrell (drawn by I. Smith),,68,89
322,4,11:19.0,I. Smith makes free throw 1 of 1,,69,89
323,4,10:57.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by J. Barea),69,92
324,4,10:36.0,A. Tolliver makes 3-pt jump shot from 25 ft (assist by I. Smith),,72,92
325,4,10:17.0,,D. Harris misses 3-pt jump shot from 26 ft,72,92
326,4,10:13.0,Defensive rebound by I. Smith,,72,92
327,4,10:08.0,A. Tolliver misses 3-pt jump shot from 26 ft,,72,92
328,4,10:05.0,,Defensive rebound by J. Barea,72,92
329,4,9:46.0,,D. Powell makes 2-pt jump shot from 14 ft (assist by J. Barea),72,94
330,4,9:37.0,Personal foul by Y. Ferrell (drawn by I. Smith),,72,94
331,4,9:27.0,L. Galloway misses 3-pt jump shot from 26 ft,,72,94
332,4,9:27.0,Offensive rebound by S. Johnson,,72,94
333,4,9:27.0,Shooting block foul by D. Harris (drawn by S. Johnson),,72,94
334,4,9:27.0,S. Johnson makes free throw 1 of 2,,73,94
335,4,9:27.0,S. Johnson makes free throw 2 of 2,,74,94
336,4,9:15.0,,Shooting foul by A. Tolliver (drawn by D. Powell),74,94
337,4,9:15.0,,D. Powell makes free throw 1 of 2,74,95
338,4,9:15.0,,D. Powell makes free throw 2 of 2,74,96
339,4,8:57.0,L. Galloway misses 2-pt jump shot from 18 ft,,74,96
340,4,8:57.0,,Defensive rebound by Y. Ferrell,74,96
341,4,8:45.0,,Turnover by D. Harris (bad pass),74,96
342,4,8:36.0,B. Marjanović misses 2-pt jump shot from 7 ft,,74,96
343,4,8:36.0,,Defensive rebound by D. Powell,74,96
344,4,8:15.0,,Turnover by D. Powell (lost ball; steal by S. Johnson),74,96
345,4,8:06.0,Personal foul by D. Powell (drawn by B. Marjanović),,74,96
346,4,8:06.0,,K. Collinsworth enters the game for D. Harris,74,96
347,4,8:06.0,L. Kennard enters the game for L. Galloway,,74,96
348,4,7:53.0,S. Johnson misses 3-pt jump shot from 25 ft,,74,96
349,4,7:50.0,,Defensive rebound by Team,74,96
350,4,7:37.0,,Turnover by J. Barea (lost ball; steal by L. Kennard),74,96
351,4,7:27.0,I. Smith makes 2-pt jump shot from 1 ft,,76,96
352,4,7:26.0,,Dallas full timeout,76,96
353,4,7:09.0,,Turnover by K. Collinsworth (bad pass),76,96
354,4,6:51.0,I. Smith makes 2-pt jump shot from 3 ft,,78,96
355,4,6:38.0,,J. Barea makes 2-pt jump shot from 5 ft,78,98
356,4,6:24.0,Turnover by B. Marjanović (bad pass; steal by K. Collinsworth),,78,98
357,4,6:16.0,,Y. Ferrell makes 2-pt jump shot from 9 ft,78,100
358,4,6:14.0,Detroit full timeout,,78,100
359,4,6:00.0,L. Kennard makes 2-pt jump shot from 14 ft (assist by B. Marjanović),,80,100
360,4,5:45.0,,Y. Ferrell misses 3-pt jump shot from 23 ft,80,100
361,4,5:42.0,Defensive rebound by S. Johnson,,80,100
362,4,5:35.0,B. Marjanović misses 2-pt hook shot from 4 ft (block by D. Nowitzki),,80,100
363,4,5:35.0,,Defensive rebound by Team,80,100
364,4,5:22.0,,Personal foul by A. Tolliver (drawn by J. Barea),80,100
365,4,5:22.0,,H. Barnes enters the game for D. Nowitzki,80,100
366,4,5:22.0,,D. Smith enters the game for J. Barea,80,100
367,4,5:10.0,,H. Barnes makes 2-pt jump shot from 21 ft,80,102
368,4,4:41.0,Turnover by Team (shot clock),,80,102
369,4,4:27.0,,K. Collinsworth misses 2-pt jump shot from 2 ft (block by L. Kennard),80,102
370,4,4:24.0,Defensive rebound by I. Smith,,80,102
371,4,4:19.0,I. Smith makes 2-pt jump shot from 1 ft,,82,102
372,4,3:58.0,,H. Barnes misses 2-pt hook shot from 7 ft,82,102
373,4,3:55.0,Defensive rebound by B. Marjanović,,82,102
374,4,3:52.0,Turnover by A. Tolliver (out of bounds lost ball),,82,102
375,4,3:52.0,L. Galloway enters the game for I. Smith,,82,102
376,4,3:52.0,H. Ellenson enters the game for A. Tolliver,,82,102
377,4,3:38.0,,D. Smith makes 2-pt layup from 1 ft,82,104
378,4,3:22.0,Personal foul by D. Powell (drawn by B. Marjanović),,82,104
379,4,3:22.0,B. Marjanović makes free throw 1 of 2,,83,104
380,4,3:22.0,B. Marjanović makes free throw 2 of 2,,84,104
381,4,3:10.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),84,107
382,4,3:06.0,Detroit full timeout,,84,107
383,4,3:06.0,,M. Kleber enters the game for H. Barnes,84,107
384,4,2:47.0,H. Ellenson misses 2-pt jump shot from 7 ft,,84,107
