,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
381,4,2:09.0,K. Felder enters the game for J. Grant,,91,126
382,4,2:09.0,,San Antonio full timeout,91,126
383,4,2:09.0,B. Portis makes free throw 2 of 2,,92,126
384,4,1:59.0,,M. Costello makes 2-pt dunk at rim (assist by D. Bertāns),92,128
385,4,1:45.0,K. Felder misses 3-pt jump shot from 26 ft,,92,128
386,4,1:40.0,,Defensive rebound by D. Murray,92,128
387,4,1:32.0,,D. Bertāns makes 3-pt jump shot from 22 ft (assist by D. Murray),92,131
388,4,1:24.0,B. Portis misses 2-pt dunk from 2 ft (block by M. Costello),,92,131
389,4,1:20.0,,Defensive rebound by D. Hilliard,92,131
390,4,1:07.0,,D. Hilliard misses 3-pt jump shot from 24 ft,92,131
391,4,1:02.0,Defensive rebound by B. Portis,,92,131
392,4,0:50.0,Q. Pondexter misses 2-pt jump shot from 6 ft,,92,131
393,4,0:47.0,,Defensive rebound by M. Costello,92,131
394,4,0:33.0,,D. Murray misses 2-pt jump shot from 14 ft,92,131
395,4,0:30.0,,Offensive rebound by D. Murray,92,131
396,4,0:29.0,,D. Murray makes 2-pt jump shot from 1 ft,92,133
397,4,0:23.0,K. Dunn makes 2-pt jump shot from 11 ft,,94,133
