,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW ORLEANS_ACTION,BROOKLYN_SCORE,NEW ORLEANS_SCORE
372,4,6:15.0,Offensive rebound by C. LeVert,,83,110
373,4,6:12.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by Q. Acy),,86,110
374,4,6:02.0,,J. Holiday makes 2-pt layup from 5 ft (assist by R. Rondo),86,112
375,4,5:58.0,Brooklyn full timeout,,86,112
376,4,5:49.0,T. Mozgov misses 2-pt layup from 2 ft (block by J. Holiday),,86,112
377,4,5:45.0,,Defensive rebound by E. Moore,86,112
378,4,5:38.0,,J. Holiday makes 2-pt jump shot from 3 ft (assist by R. Rondo),86,114
379,4,5:19.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by M. Doyle),,89,114
380,4,5:00.0,,Turnover by R. Rondo (bad pass),89,114
381,4,5:00.0,,D. Cunningham enters the game for D. Cousins,89,114
382,4,5:00.0,,C. Diallo enters the game for A. Davis,89,114
383,4,4:49.0,C. LeVert makes 2-pt layup from 1 ft,,91,114
384,4,4:49.0,Away from play foul by C. Diallo (drawn by T. Mozgov),,91,114
385,4,4:49.0,,I. Clark enters the game for J. Holiday,91,114
386,4,4:49.0,T. Mozgov makes free throw 1 of 1,,92,114
387,4,4:39.0,,E. Moore makes 2-pt jump shot from 12 ft (assist by R. Rondo),92,116
388,4,4:24.0,Turnover by C. LeVert (bad pass; steal by R. Rondo),,92,116
389,4,4:18.0,,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),92,118
390,4,3:59.0,Away from play foul by R. Rondo (drawn by C. LeVert),,92,118
391,4,3:59.0,C. LeVert misses free throw 1 of 1,,92,118
392,4,3:59.0,Offensive rebound by Team,,92,118
393,4,3:49.0,T. Mozgov makes 2-pt dunk from 1 ft (assist by M. Doyle),,94,118
394,4,3:38.0,,E. Moore misses 3-pt jump shot from 24 ft,94,118
395,4,3:33.0,Defensive rebound by C. LeVert,,94,118
396,4,3:23.0,Q. Acy makes 2-pt jump shot from 19 ft (assist by C. LeVert),,96,118
397,4,3:14.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by R. Rondo),96,121
398,4,3:13.0,Personal foul by C. Diallo (drawn by T. Mozgov),,96,121
399,4,3:06.0,Turnover by C. LeVert (lost ball; steal by D. Cunningham),,96,121
400,4,2:51.0,,C. Diallo makes 2-pt jump shot from 10 ft (assist by R. Rondo),96,123
401,4,2:42.0,C. LeVert makes 3-pt jump shot from 26 ft (assist by N. Stauskas),,99,123
402,4,2:42.0,Shooting foul by R. Rondo (drawn by C. LeVert),,99,123
403,4,2:42.0,C. LeVert makes free throw 1 of 1,,100,123
404,4,2:30.0,,E. Moore misses 2-pt jump shot from 11 ft,100,123
405,4,2:25.0,Defensive rebound by N. Stauskas,,100,123
406,4,2:20.0,N. Stauskas misses 2-pt layup from 1 ft,,100,123
407,4,2:20.0,,Defensive rebound by Team,100,123
408,4,2:06.0,,Turnover by E. Moore (bad pass; steal by M. Doyle),100,123
409,4,2:00.0,M. Doyle makes 2-pt jump shot from 6 ft,,102,123
410,4,1:45.0,,C. Diallo misses 2-pt layup from 1 ft,102,123
411,4,1:40.0,Defensive rebound by M. Doyle,,102,123
412,4,1:39.0,,J. Nelson enters the game for R. Rondo,102,123
413,4,1:34.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by C. LeVert),,105,123
414,4,1:23.0,,I. Clark makes 2-pt jump shot from 10 ft (assist by C. Diallo),105,125
415,4,1:06.0,T. Mozgov makes 2-pt hook shot from 6 ft,,107,125
416,4,0:59.0,,C. Diallo misses 2-pt jump shot from 14 ft,107,125
417,4,0:55.0,Defensive rebound by Q. Acy,,107,125
418,4,0:38.0,N. Stauskas makes 3-pt jump shot from 23 ft (assist by T. Mozgov),,110,125
419,4,0:20.0,,I. Clark makes 3-pt jump shot from 26 ft,110,128
420,4,0:09.0,M. Doyle makes 3-pt jump shot from 25 ft (assist by T. Mozgov),,113,128
