,QUARTER,TIME_REMAINING,UTAH_ACTION,TORONTO_ACTION,UTAH_SCORE,TORONTO_SCORE
281,3,5:36.0,,Personal foul by R. Rubio (drawn by J. Poeltl),60,61
282,3,5:26.0,,D. DeRozan misses 2-pt jump shot from 2 ft,60,61
283,3,5:25.0,,Offensive rebound by D. DeRozan,60,61
284,3,5:25.0,,Toronto full timeout,60,61
285,3,5:16.0,,D. DeRozan misses 3-pt jump shot from 23 ft,60,61
286,3,5:13.0,Defensive rebound by R. Gobert,,60,61
287,3,5:04.0,Shooting foul by F. VanVleet (drawn by D. Mitchell),,60,61
288,3,5:04.0,D. Mitchell misses free throw 1 of 2,,60,61
289,3,5:04.0,Offensive rebound by Team,,60,61
290,3,5:04.0,D. Mitchell makes free throw 2 of 2,,61,61
291,3,4:50.0,,Personal foul by R. Rubio (drawn by K. Lowry),61,61
292,3,4:45.0,,D. DeRozan makes 2-pt layup from 1 ft,61,63
293,3,4:35.0,Personal foul by S. Ibaka (drawn by J. Jerebko),,61,63
294,3,4:35.0,J. Jerebko makes free throw 1 of 2,,62,63
295,3,4:35.0,A. Burks enters the game for R. Rubio,,62,63
296,3,4:35.0,J. Jerebko misses free throw 2 of 2,,62,63
297,3,4:33.0,,Defensive rebound by D. DeRozan,62,63
298,3,4:24.0,,D. DeRozan makes 2-pt jump shot from 14 ft,62,65
299,3,4:06.0,D. Mitchell makes 3-pt jump shot from 26 ft,,65,65
300,3,3:48.0,,D. DeRozan misses 2-pt layup from 1 ft,65,65
301,3,3:45.0,,Offensive rebound by J. Poeltl,65,65
302,3,3:37.0,,J. Poeltl makes 2-pt layup from 1 ft (assist by K. Lowry),65,67
303,3,3:22.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,67,67
304,3,3:08.0,,K. Lowry misses 2-pt layup from 2 ft,67,67
305,3,3:06.0,Defensive rebound by A. Burks,,67,67
306,3,3:02.0,J. Jerebko misses 2-pt layup from 1 ft (block by S. Ibaka),,67,67
307,3,3:02.0,Offensive rebound by Team,,67,67
308,3,3:02.0,,P. Siakam enters the game for S. Ibaka,67,67
309,3,3:02.0,J. Johnson enters the game for J. Jerebko,,67,67
310,3,2:49.0,J. Johnson misses 2-pt jump shot from 5 ft,,67,67
311,3,2:46.0,,Defensive rebound by D. DeRozan,67,67
312,3,2:28.0,,P. Siakam misses 3-pt jump shot from 27 ft,67,67
313,3,2:25.0,Defensive rebound by R. Gobert,,67,67
314,3,2:14.0,Personal foul by F. VanVleet (drawn by D. Mitchell),,67,67
315,3,2:14.0,D. Mitchell makes free throw 1 of 2,,68,67
316,3,2:14.0,D. Favors enters the game for J. Ingles,,68,67
317,3,2:14.0,R. O'Neale enters the game for R. Gobert,,68,67
318,3,2:14.0,D. Mitchell misses free throw 2 of 2,,68,67
319,3,2:14.0,,C. Miles enters the game for K. Lowry,68,67
320,3,2:12.0,,Offensive rebound by P. Siakam,68,67
321,3,1:55.0,,J. Poeltl misses 2-pt layup from 1 ft,68,67
322,3,1:53.0,Defensive rebound by A. Burks,,68,67
323,3,1:40.0,D. Mitchell makes 3-pt jump shot from 26 ft (assist by A. Burks),,71,67
324,3,1:17.0,,F. VanVleet misses 2-pt layup from 5 ft (block by R. O'Neale),71,67
325,3,1:17.0,,Offensive rebound by Team,71,67
326,3,1:12.0,,D. DeRozan misses 2-pt jump shot from 13 ft,71,67
327,3,1:12.0,Defensive rebound by Team,,71,67
328,3,0:58.0,D. Mitchell misses 2-pt layup from 2 ft (block by J. Poeltl),,71,67
329,3,0:55.0,,Defensive rebound by F. VanVleet,71,67
330,3,0:50.0,,C. Miles misses 3-pt jump shot from 24 ft,71,67
331,3,0:46.0,Defensive rebound by R. O'Neale,,71,67
332,3,0:38.0,D. Favors misses 2-pt layup at rim,,71,67
333,3,0:37.0,Offensive rebound by D. Favors,,71,67
334,3,0:37.0,D. Favors makes 2-pt dunk at rim,,73,67
335,3,0:34.0,,F. VanVleet misses 3-pt jump shot from 28 ft,73,67
336,3,0:30.0,Defensive rebound by J. Johnson,,73,67
337,3,0:09.0,J. Johnson makes 2-pt jump shot from 13 ft,,75,67
338,3,0:02.0,,D. DeRozan makes 2-pt layup from 1 ft,75,69
339,3,0:00.0,D. Mitchell misses 3-pt jump shot from 59 ft,,75,69
340,3,0:00.0,Offensive rebound by Team,,75,69
341,4,11:44.0,,P. Siakam misses 2-pt layup from 2 ft,75,69
342,4,11:42.0,Defensive rebound by J. Johnson,,75,69
343,4,11:27.0,J. Johnson misses 2-pt jump shot from 15 ft,,75,69
344,4,11:21.0,,Defensive rebound by D. Wright,75,69
345,4,11:19.0,,P. Siakam makes 2-pt dunk at rim (assist by D. Wright),75,71
346,4,10:50.0,R. Neto misses 2-pt layup from 5 ft (block by J. Poeltl),,75,71
347,4,10:46.0,Offensive rebound by R. Neto,,75,71
348,4,10:46.0,Turnover by R. Neto (bad pass; steal by C. Miles),,75,71
349,4,10:31.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by F. VanVleet),75,74
350,4,10:11.0,J. Johnson misses 2-pt jump shot from 9 ft,,75,74
351,4,10:08.0,,Defensive rebound by J. Poeltl,75,74
352,4,10:02.0,,D. Wright misses 2-pt layup from 3 ft,75,74
353,4,10:00.0,Defensive rebound by D. Favors,,75,74
354,4,9:51.0,R. Neto misses 2-pt jump shot from 22 ft,,75,74
355,4,9:47.0,,Defensive rebound by C. Miles,75,74
356,4,9:38.0,,F. VanVleet misses 2-pt jump shot from 19 ft,75,74
357,4,9:38.0,,Offensive rebound by P. Siakam,75,74
358,4,9:33.0,,Turnover by P. Siakam (bad pass; steal by J. Johnson),75,74
359,4,9:27.0,J. Johnson misses 3-pt jump shot from 25 ft,,75,74
360,4,9:22.0,,Defensive rebound by F. VanVleet,75,74
361,4,9:10.0,,Shooting foul by D. Favors (drawn by J. Poeltl),75,74
362,4,9:10.0,,J. Poeltl makes free throw 1 of 2,75,75
363,4,9:10.0,,J. Poeltl makes free throw 2 of 2,75,76
364,4,8:47.0,A. Burks makes 3-pt jump shot from 25 ft,,78,76
365,4,8:21.0,,F. VanVleet makes 3-pt jump shot from 28 ft,78,79
366,4,8:02.0,D. Favors makes 2-pt dunk at rim (assist by R. Neto),,80,79
367,4,7:44.0,,C. Miles misses 3-pt jump shot from 25 ft,80,79
368,4,7:42.0,,Offensive rebound by D. Wright,80,79
369,4,7:40.0,,D. Wright makes 2-pt hook shot from 1 ft,80,81
370,4,7:39.0,Utah full timeout,,80,81
371,4,7:39.0,,J. Valančiūnas enters the game for F. VanVleet,80,81
372,4,7:39.0,,K. Lowry enters the game for J. Poeltl,80,81
373,4,7:39.0,D. Mitchell enters the game for A. Burks,,80,81
374,4,7:39.0,R. Rubio enters the game for R. Neto,,80,81
375,4,7:22.0,R. Rubio misses 2-pt jump shot from 15 ft,,80,81
376,4,7:19.0,Offensive rebound by D. Favors,,80,81
377,4,7:15.0,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. O'Neale),,83,81
378,4,6:56.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),83,84
379,4,6:43.0,D. Mitchell misses 3-pt jump shot from 25 ft,,83,84
