,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
389,4,5:49.0,,G. Harris misses 3-pt jump shot from 24 ft,97,93
390,4,5:46.0,Defensive rebound by K. Irving,,97,93
391,4,5:41.0,K. Irving makes 2-pt layup from 3 ft,,99,93
392,4,5:23.0,,W. Barton makes 2-pt dunk from 1 ft (assist by N. Jokić),99,95
393,4,5:23.0,Boston full timeout,,99,95
394,4,5:23.0,J. Tatum enters the game for D. Theis,,99,95
395,4,5:23.0,J. Brown enters the game for S. Ojeleye,,99,95
396,4,5:02.0,A. Horford makes 2-pt layup from 3 ft (assist by J. Tatum),,101,95
397,4,4:47.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Harris),101,98
398,4,4:26.0,A. Horford misses 3-pt jump shot from 24 ft,,101,98
399,4,4:24.0,,Defensive rebound by Team,101,98
400,4,4:17.0,,Personal foul by K. Irving (drawn by N. Jokić),101,98
401,4,4:17.0,,N. Jokić makes free throw 1 of 2,101,99
402,4,4:17.0,,N. Jokić makes free throw 2 of 2,101,100
403,4,4:03.0,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier),,103,100
404,4,3:40.0,,G. Harris misses 3-pt jump shot from 22 ft,103,100
405,4,3:38.0,Defensive rebound by A. Horford,,103,100
406,4,3:15.0,Turnover by Team (shot clock),,103,100
407,4,2:59.0,,N. Jokić misses 2-pt layup from 2 ft,103,100
408,4,2:57.0,Defensive rebound by T. Rozier,,103,100
409,4,2:46.0,K. Irving makes 2-pt layup from 1 ft,,105,100
410,4,2:37.0,,T. Lyles makes 2-pt layup from 2 ft (assist by W. Barton),105,102
411,4,2:12.0,A. Horford makes 3-pt jump shot from 24 ft (assist by T. Rozier),,108,102
412,4,1:50.0,,G. Harris makes 2-pt jump shot from 17 ft (assist by N. Jokić),108,104
413,4,1:35.0,Turnover by K. Irving (lost ball; steal by W. Barton),,108,104
414,4,1:23.0,,W. Barton misses 2-pt layup from 3 ft,108,104
415,4,1:23.0,,Offensive rebound by T. Lyles,108,104
416,4,1:23.0,,T. Lyles makes 2-pt layup at rim,108,106
417,4,0:59.0,Turnover by Team (shot clock),,108,106
418,4,0:59.0,S. Ojeleye enters the game for K. Irving,,108,106
419,4,0:43.0,,J. Murray makes 2-pt jump shot from 8 ft (assist by G. Harris),108,108
420,4,0:43.0,Boston full timeout,,108,108
421,4,0:43.0,K. Irving enters the game for S. Ojeleye,,108,108
422,4,0:34.0,J. Brown makes 3-pt jump shot from 22 ft (assist by A. Horford),,111,108
423,4,0:33.0,,Denver full timeout,111,108
424,4,0:33.0,S. Ojeleye enters the game for K. Irving,,111,108
425,4,0:28.0,,J. Murray makes 2-pt layup from 2 ft (assist by T. Lyles),111,110
426,4,0:17.0,Boston full timeout,,111,110
427,4,0:17.0,,T. Craig enters the game for N. Jokić,111,110
428,4,0:17.0,K. Irving enters the game for S. Ojeleye,,111,110
429,4,0:07.0,K. Irving misses 2-pt jump shot from 9 ft,,111,110
430,4,0:04.0,,Defensive rebound by T. Lyles,111,110
431,4,0:00.0,,W. Barton misses 3-pt jump shot from 33 ft,111,110
432,4,0:00.0,,Offensive rebound by Team,111,110
