,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
77,1,3:11.0,Defensive rebound by N. Noel,,18,14
78,1,2:58.0,D. Smith misses 2-pt layup from 1 ft,,18,14
79,1,2:55.0,,Defensive rebound by R. Hood,18,14
80,1,2:49.0,,Turnover by R. Hood (bad pass; steal by M. Kleber),18,14
81,1,2:45.0,Turnover by D. Smith (bad pass; steal by J. Clarkson),,18,14
82,1,2:43.0,Violation by A. Harrison (kicked ball),,18,14
83,1,2:43.0,Dallas full timeout,,18,14
84,1,2:43.0,,J. Smith enters the game for R. Hood,18,14
85,1,2:43.0,,T. Thompson enters the game for L. Nance,18,14
86,1,2:28.0,,Turnover by J. Green (traveling),18,14
87,1,2:16.0,H. Barnes misses 3-pt jump shot from 25 ft,,18,14
88,1,2:12.0,,Defensive rebound by J. Green,18,14
89,1,2:07.0,,L. James misses 2-pt jump shot from 7 ft,18,14
90,1,2:04.0,Defensive rebound by M. Kleber,,18,14
91,1,2:00.0,H. Barnes makes 2-pt layup from 2 ft (assist by D. Smith),,20,14
92,1,1:34.0,,L. James makes 2-pt layup from 1 ft,20,16
93,1,1:18.0,D. Smith makes 2-pt jump shot from 17 ft,,22,16
94,1,1:04.0,,Shooting foul by D. Smith (drawn by J. Clarkson),22,16
95,1,1:04.0,,J. Clarkson makes free throw 1 of 2,22,17
96,1,1:04.0,D. McDermott enters the game for D. Smith,,22,17
97,1,1:04.0,D. Nowitzki enters the game for H. Barnes,,22,17
98,1,1:04.0,Y. Ferrell enters the game for N. Noel,,22,17
99,1,1:04.0,,J. Clarkson makes free throw 2 of 2,22,18
100,1,0:43.0,M. Kleber misses 2-pt layup from 2 ft,,22,18
101,1,0:37.0,,Defensive rebound by T. Thompson,22,18
102,1,0:34.0,,L. James misses 2-pt layup from 2 ft,22,18
103,1,0:30.0,Defensive rebound by D. Nowitzki,,22,18
104,1,0:27.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,22,18
105,1,0:23.0,,Defensive rebound by T. Thompson,22,18
106,1,0:04.0,,Turnover by L. James (lost ball; steal by A. Harrison),22,18
107,1,0:00.0,Y. Ferrell makes 3-pt jump shot from 27 ft,,25,18
108,2,11:45.0,,J. Clarkson misses 3-pt jump shot from 25 ft,25,18
109,2,11:42.0,Defensive rebound by A. Harrison,,25,18
110,2,11:30.0,D. McDermott makes 2-pt dunk from 1 ft (assist by Y. Ferrell),,27,18
111,2,11:12.0,,J. Smith makes 2-pt jump shot from 16 ft,27,20
112,2,10:47.0,A. Harrison misses 3-pt jump shot from 26 ft,,27,20
113,2,10:44.0,,Defensive rebound by K. Love,27,20
114,2,10:41.0,,Offensive foul by T. Thompson (drawn by A. Harrison),27,20
115,2,10:41.0,,Turnover by T. Thompson (offensive foul),27,20
116,2,10:34.0,Personal foul by J. Smith (drawn by M. Kleber),,27,20
117,2,10:26.0,D. McDermott misses 2-pt jump shot from 13 ft,,27,20
118,2,10:24.0,,Defensive rebound by K. Love,27,20
119,2,10:13.0,,K. Love misses 2-pt jump shot from 20 ft,27,20
120,2,10:06.0,,Offensive rebound by J. Green,27,20
121,2,10:06.0,,J. Green makes 2-pt layup at rim,27,22
122,2,9:58.0,Y. Ferrell makes 3-pt jump shot from 26 ft,,30,22
123,2,9:40.0,,Shooting foul by D. McDermott (drawn by K. Love),30,22
124,2,9:40.0,,K. Love makes free throw 1 of 2,30,23
125,2,9:40.0,,K. Love makes free throw 2 of 2,30,24
126,2,9:23.0,A. Harrison makes 2-pt jump shot from 15 ft,,32,24
127,2,9:02.0,,J. Green makes 2-pt layup from 1 ft,32,26
128,2,8:51.0,Y. Ferrell misses 2-pt jump shot from 14 ft,,32,26
129,2,8:50.0,,Defensive rebound by J. Clarkson,32,26
130,2,8:50.0,,Personal foul by D. Nowitzki (drawn by J. Clarkson),32,26
131,2,8:43.0,,J. Clarkson makes 2-pt jump shot from 10 ft (assist by T. Thompson),32,28
132,2,8:24.0,Y. Ferrell misses 2-pt layup from 2 ft,,32,28
133,2,8:21.0,,Defensive rebound by K. Love,32,28
134,2,8:12.0,,T. Thompson misses 2-pt jump shot from 9 ft,32,28
135,2,8:10.0,Defensive rebound by D. Nowitzki,,32,28
136,2,8:05.0,A. Harrison misses 2-pt jump shot from 16 ft,,32,28
137,2,8:02.0,,Defensive rebound by K. Love,32,28
138,2,7:51.0,,K. Love misses 2-pt jump shot from 17 ft,32,28
139,2,7:49.0,,Offensive rebound by T. Thompson,32,28
140,2,7:47.0,,T. Thompson misses 2-pt layup at rim,32,28
141,2,7:45.0,Defensive rebound by D. McDermott,,32,28
142,2,7:40.0,Y. Ferrell makes 2-pt jump shot from 19 ft,,34,28
143,2,7:29.0,,Cleveland full timeout,34,28
144,2,7:29.0,,R. Hood enters the game for J. Clarkson,34,28
145,2,7:29.0,,L. James enters the game for J. Green,34,28
146,2,7:29.0,,J. Calderón enters the game for T. Thompson,34,28
147,2,7:29.0,H. Barnes enters the game for D. Nowitzki,,34,28
148,2,7:14.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by L. James),34,31
149,2,6:58.0,M. Kleber makes 2-pt dunk at rim (assist by H. Barnes),,36,31
150,2,6:48.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by R. Hood),36,34
151,2,6:25.0,H. Barnes misses 2-pt jump shot at rim,,36,34
152,2,6:23.0,,Defensive rebound by L. James,36,34
153,2,6:16.0,,J. Smith misses 3-pt jump shot from 23 ft,36,34
154,2,6:13.0,Defensive rebound by A. Harrison,,36,34
155,2,6:11.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,36,34
156,2,6:07.0,,Defensive rebound by K. Love,36,34
157,2,6:05.0,,Turnover by K. Love (bad pass; steal by Y. Ferrell),36,34
158,2,5:56.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by H. Barnes),,39,34
159,2,5:47.0,,Personal foul by D. McDermott (drawn by J. Smith),39,34
160,2,5:47.0,D. Smith enters the game for A. Harrison,,39,34
161,2,5:47.0,D. Finney-Smith enters the game for Y. Ferrell,,39,34
162,2,5:41.0,,K. Love misses 2-pt layup from 2 ft,39,34
163,2,5:41.0,Defensive rebound by M. Kleber,,39,34
164,2,5:29.0,D. McDermott makes 2-pt jump shot from 14 ft,,41,34
165,2,5:05.0,,R. Hood misses 2-pt jump shot from 10 ft,41,34
166,2,5:03.0,,Offensive rebound by K. Love,41,34
167,2,5:01.0,,J. Smith misses 3-pt jump shot from 27 ft,41,34
168,2,4:58.0,Defensive rebound by Team,,41,34
169,2,4:58.0,,L. Nance enters the game for J. Smith,41,34
170,2,4:48.0,H. Barnes misses 2-pt jump shot from 5 ft,,41,34
171,2,4:45.0,,Defensive rebound by K. Love,41,34
172,2,4:44.0,,Shooting foul by M. Kleber (drawn by L. James),41,34
173,2,4:44.0,,L. James makes free throw 1 of 2,41,35
174,2,4:44.0,D. Nowitzki enters the game for D. McDermott,,41,35
175,2,4:44.0,D. Powell enters the game for M. Kleber,,41,35
176,2,4:44.0,,L. James makes free throw 2 of 2,41,36
177,2,4:31.0,Shooting foul by L. James (drawn by H. Barnes),,41,36
178,2,4:31.0,H. Barnes makes free throw 1 of 2,,42,36
179,2,4:31.0,H. Barnes makes free throw 2 of 2,,43,36
180,2,4:10.0,,K. Love misses 2-pt layup from 1 ft,43,36
181,2,4:10.0,Defensive rebound by Team,,43,36
182,2,4:07.0,,Loose ball foul by L. Nance (drawn by D. Finney-Smith),43,36
183,2,3:48.0,D. Finney-Smith misses 3-pt jump shot from 23 ft (block by K. Love),,43,36
184,2,3:48.0,,Defensive rebound by J. Calderón,43,36
185,2,3:38.0,,L. James misses 2-pt layup at rim,43,36
186,2,3:34.0,Defensive rebound by H. Barnes,,43,36
187,2,3:24.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,43,36
188,2,3:21.0,,Defensive rebound by L. Nance,43,36
189,2,3:11.0,,J. Calderón misses 3-pt jump shot from 26 ft,43,36
190,2,3:10.0,Defensive rebound by Team,,43,36
191,2,2:53.0,H. Barnes misses 2-pt jump shot from 9 ft,,43,36
192,2,2:49.0,,Defensive rebound by L. Nance,43,36
193,2,2:44.0,,R. Hood makes 2-pt jump shot from 6 ft (assist by L. James),43,38
194,2,2:21.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,43,38
195,2,2:18.0,,Defensive rebound by L. Nance,43,38
196,2,2:11.0,,L. Nance makes 2-pt layup at rim (assist by L. James),43,40
197,2,2:11.0,,Shooting foul by D. Powell (drawn by L. Nance),43,40
198,2,2:11.0,Dallas full timeout,,43,40
199,2,2:11.0,,L. Nance makes free throw 1 of 1,43,41
200,2,2:01.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by H. Barnes),,45,41
201,2,1:45.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by L. James),45,44
202,2,1:20.0,Turnover by H. Barnes (bad pass; steal by R. Hood),,45,44
203,2,1:14.0,,R. Hood makes 2-pt layup at rim,45,46
204,2,1:02.0,D. Nowitzki makes 2-pt jump shot from 21 ft (assist by D. Smith),,47,46
205,2,0:42.0,,K. Love misses 2-pt jump shot from 13 ft,47,46
206,2,0:40.0,,Offensive rebound by L. Nance,47,46
207,2,0:30.0,,C. Osman enters the game for L. Nance,47,46
208,2,0:21.0,,C. Osman makes 2-pt jump shot from 19 ft (assist by L. James),47,48
209,2,0:07.0,Personal foul by J. Calderón (drawn by D. Smith),,47,48
210,2,0:07.0,,J. Green enters the game for J. Calderón,47,48
211,2,0:07.0,,J. Smith enters the game for K. Love,47,48
212,2,0:07.0,D. McDermott enters the game for D. Powell,,47,48
213,2,0:00.0,D. Smith misses 3-pt jump shot from 27 ft,,47,48
214,2,0:00.0,Offensive rebound by Team,,47,48
215,3,11:40.0,,R. Hood misses 3-pt jump shot from 25 ft,47,48
216,3,11:36.0,Defensive rebound by D. Nowitzki,,47,48
217,3,11:19.0,H. Barnes misses 3-pt jump shot from 27 ft,,47,48
218,3,11:16.0,,Defensive rebound by L. James,47,48
219,3,11:10.0,,L. James misses 2-pt layup from 2 ft,47,48
220,3,11:06.0,Defensive rebound by D. Powell,,47,48
221,3,11:03.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),,50,48
222,3,10:43.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by L. James),50,50
223,3,10:30.0,D. Smith misses 2-pt layup from 1 ft,,50,50
224,3,10:30.0,,Defensive rebound by K. Love,50,50
225,3,10:30.0,,Personal foul by D. Finney-Smith (drawn by K. Love),50,50
226,3,10:08.0,,J. Calderón misses 3-pt jump shot from 24 ft,50,50
227,3,10:06.0,,Offensive rebound by L. Nance,50,50
228,3,10:06.0,,Turnover by L. Nance (step out of bounds),50,50
229,3,9:52.0,D. Powell makes 3-pt jump shot from 27 ft (assist by D. Smith),,53,50
230,3,9:26.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by R. Hood),53,53
231,3,9:11.0,D. Finney-Smith misses 3-pt jump shot from 29 ft,,53,53
232,3,9:08.0,,Defensive rebound by K. Love,53,53
233,3,9:00.0,,Personal foul by D. Powell (drawn by L. James),53,53
234,3,9:00.0,,T. Thompson enters the game for L. Nance,53,53
235,3,8:49.0,,Personal foul by D. Smith (drawn by R. Hood),53,53
236,3,8:41.0,,L. James makes 2-pt dunk at rim (assist by J. Calderón),53,55
237,3,8:21.0,Shooting foul by J. Calderón (drawn by H. Barnes),,53,55
238,3,8:21.0,H. Barnes makes free throw 1 of 2,,54,55
239,3,8:21.0,H. Barnes makes free throw 2 of 2,,55,55
240,3,7:59.0,,T. Thompson misses 2-pt hook shot from 5 ft,55,55
241,3,7:57.0,Defensive rebound by D. Nowitzki,,55,55
242,3,7:45.0,H. Barnes makes 3-pt jump shot from 26 ft,,58,55
243,3,7:30.0,,L. James misses 2-pt jump shot from 13 ft,58,55
244,3,7:28.0,Defensive rebound by H. Barnes,,58,55
245,3,7:19.0,D. Nowitzki misses 3-pt jump shot from 30 ft,,58,55
246,3,7:15.0,Offensive rebound by D. Smith,,58,55
247,3,7:12.0,Turnover by D. Smith (bad pass),,58,55
248,3,6:57.0,,J. Calderón makes 2-pt jump shot from 20 ft (assist by L. James),58,57
249,3,6:43.0,Personal foul by J. Calderón (drawn by D. Smith),,58,57
250,3,6:43.0,,Cleveland full timeout,58,57
251,3,6:43.0,M. Kleber enters the game for D. Powell,,58,57
252,3,6:43.0,N. Noel enters the game for D. Nowitzki,,58,57
253,3,6:33.0,H. Barnes makes 3-pt jump shot from 25 ft (assist by D. Smith),,61,57
254,3,6:16.0,,Turnover by J. Calderón (bad pass; steal by D. Finney-Smith),61,57
255,3,5:53.0,D. Smith makes 2-pt jump shot from 8 ft,,63,57
256,3,5:40.0,,J. Calderón makes 3-pt jump shot from 25 ft (assist by L. James),63,60
257,3,5:19.0,D. Smith misses 2-pt jump shot from 21 ft,,63,60
258,3,5:16.0,,Defensive rebound by L. James,63,60
259,3,5:07.0,,R. Hood misses 2-pt layup from 1 ft,63,60
260,3,5:05.0,Defensive rebound by D. Finney-Smith,,63,60
261,3,4:59.0,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Smith),,66,60
262,3,4:44.0,,K. Love misses 2-pt hook shot from 8 ft,66,60
263,3,4:42.0,Defensive rebound by N. Noel,,66,60
264,3,4:32.0,D. Smith misses 2-pt jump shot from 7 ft,,66,60
265,3,4:27.0,Offensive rebound by D. Finney-Smith,,66,60
266,3,4:27.0,D. Finney-Smith makes 2-pt layup at rim,,68,60
267,3,4:21.0,,Cleveland full timeout,68,60
268,3,4:21.0,,J. Smith enters the game for K. Love,68,60
269,3,4:21.0,,J. Clarkson enters the game for R. Hood,68,60
270,3,4:21.0,,C. Osman enters the game for T. Thompson,68,60
271,3,4:21.0,,J. Green enters the game for J. Calderón,68,60
272,3,4:13.0,,J. Clarkson makes 2-pt jump shot from 1 ft,68,62
273,3,4:13.0,Violation by D. Finney-Smith (def goaltending),,68,62
274,3,3:54.0,M. Kleber misses 3-pt jump shot from 26 ft,,68,62
275,3,3:54.0,Offensive rebound by N. Noel,,68,62
276,3,3:54.0,Turnover by N. Noel (bad pass; steal by C. Osman),,68,62
277,3,3:54.0,,Shooting foul by D. Smith (drawn by C. Osman),68,62
278,3,3:54.0,,C. Osman misses free throw 1 of 2,68,62
279,3,3:54.0,,Offensive rebound by Team,68,62
280,3,3:54.0,,C. Osman makes free throw 2 of 2,68,63
281,3,3:39.0,D. Smith makes 3-pt jump shot from 29 ft (assist by N. Noel),,71,63
282,3,3:18.0,,J. Smith makes 3-pt jump shot from 22 ft (assist by L. James),71,66
283,3,3:03.0,Turnover by D. Smith (lost ball; steal by J. Clarkson),,71,66
284,3,2:57.0,,C. Osman misses 3-pt jump shot from 25 ft,71,66
285,3,2:54.0,Defensive rebound by D. Smith,,71,66
286,3,2:39.0,H. Barnes misses 2-pt layup at rim,,71,66
287,3,2:36.0,,Defensive rebound by J. Green,71,66
288,3,2:36.0,Violation by D. Smith (kicked ball),,71,66
289,3,2:25.0,,J. Green misses 2-pt layup from 1 ft (block by N. Noel),71,66
290,3,2:25.0,,Offensive rebound by Team,71,66
291,3,2:12.0,,J. Clarkson misses 2-pt jump shot from 10 ft,71,66
292,3,2:10.0,Defensive rebound by N. Noel,,71,66
293,3,1:59.0,D. Smith misses 3-pt jump shot from 30 ft,,71,66
294,3,1:54.0,,Defensive rebound by J. Smith,71,66
295,3,1:51.0,,C. Osman makes 3-pt jump shot from 24 ft (assist by J. Smith),71,69
296,3,1:49.0,Dallas full timeout,,71,69
297,3,1:49.0,Y. Ferrell enters the game for D. Smith,,71,69
298,3,1:32.0,H. Barnes makes 3-pt jump shot from 29 ft,,74,69
299,3,1:21.0,,Shooting foul by M. Kleber (drawn by J. Clarkson),74,69
300,3,1:21.0,,J. Clarkson makes free throw 1 of 2,74,70
301,3,1:21.0,,J. Clarkson makes free throw 2 of 2,74,71
302,3,1:04.0,H. Barnes misses 3-pt jump shot from 25 ft,,74,71
303,3,1:03.0,,Defensive rebound by Team,74,71
304,3,0:53.0,,L. James misses 3-pt jump shot from 24 ft,74,71
305,3,0:50.0,Defensive rebound by Y. Ferrell,,74,71
306,3,0:48.0,,T. Thompson enters the game for L. James,74,71
307,3,0:33.0,H. Barnes makes 3-pt jump shot from 25 ft,,77,71
308,3,0:07.0,,J. Green misses 2-pt jump shot from 16 ft,77,71
309,3,0:06.0,,Offensive rebound by Team,77,71
310,3,0:04.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by C. Osman),77,73
311,3,0:00.0,Y. Ferrell misses 2-pt layup from 1 ft,,77,73
312,3,0:00.0,Offensive rebound by Team,,77,73
313,4,11:37.0,Turnover by M. Kleber (lost ball; steal by J. Clarkson),,77,73
314,4,11:29.0,,J. Clarkson makes 2-pt jump shot from 14 ft,77,75
315,4,11:09.0,Shooting foul by C. Osman (drawn by A. Harrison),,77,75
316,4,11:09.0,A. Harrison makes free throw 1 of 2,,78,75
317,4,11:09.0,A. Harrison makes free throw 2 of 2,,79,75
318,4,10:55.0,,Turnover by J. Smith (lost ball; steal by N. Noel),79,75
319,4,10:40.0,N. Noel misses 2-pt jump shot from 11 ft,,79,75
320,4,10:37.0,,Defensive rebound by T. Thompson,79,75
321,4,10:27.0,,Shooting foul by N. Noel (drawn by T. Thompson),79,75
322,4,10:27.0,,T. Thompson makes free throw 1 of 2,79,76
323,4,10:27.0,,K. Love enters the game for C. Osman,79,76
324,4,10:27.0,,T. Thompson makes free throw 2 of 2,79,77
325,4,10:13.0,D. McDermott makes 2-pt jump shot from 5 ft (assist by N. Noel),,81,77
326,4,10:02.0,,J. Smith makes 2-pt jump shot from 15 ft,81,79
327,4,9:53.0,Offensive foul by N. Noel (drawn by J. Green),,81,79
328,4,9:53.0,Turnover by N. Noel (offensive foul),,81,79
329,4,9:36.0,,J. Smith misses 2-pt jump shot from 18 ft,81,79
330,4,9:34.0,Defensive rebound by N. Noel,,81,79
331,4,9:15.0,D. McDermott misses 2-pt jump shot from 17 ft,,81,79
332,4,9:11.0,,Defensive rebound by T. Thompson,81,79
333,4,9:03.0,,Shooting foul by M. Kleber (drawn by J. Clarkson),81,79
334,4,9:03.0,,J. Clarkson makes free throw 1 of 2,81,80
335,4,9:03.0,,J. Clarkson misses free throw 2 of 2,81,80
336,4,9:01.0,Defensive rebound by N. Noel,,81,80
337,4,8:50.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,81,80
338,4,8:47.0,,Defensive rebound by K. Love,81,80
339,4,8:37.0,,J. Clarkson makes 2-pt jump shot from 10 ft,81,82
340,4,8:37.0,,Shooting foul by Y. Ferrell (drawn by J. Clarkson),81,82
341,4,8:37.0,,L. James enters the game for J. Green,81,82
342,4,8:37.0,,J. Clarkson makes free throw 1 of 1,81,83
343,4,8:22.0,A. Harrison misses 3-pt jump shot from 26 ft,,81,83
344,4,8:18.0,Offensive rebound by N. Noel,,81,83
345,4,8:17.0,Turnover by N. Noel (bad pass),,81,83
346,4,7:59.0,,Shooting foul by A. Harrison (drawn by L. James),81,83
347,4,7:59.0,,L. James makes free throw 1 of 2,81,84
348,4,7:59.0,,L. James makes free throw 2 of 2,81,85
349,4,7:44.0,Turnover by D. McDermott (traveling),,81,85
350,4,7:44.0,Dallas full timeout,,81,85
351,4,7:44.0,D. Finney-Smith enters the game for A. Harrison,,81,85
352,4,7:30.0,,J. Smith misses 3-pt jump shot from 26 ft,81,85
353,4,7:30.0,Defensive rebound by Team,,81,85
354,4,7:16.0,D. Finney-Smith misses 2-pt layup from 1 ft,,81,85
355,4,7:16.0,Offensive rebound by Team,,81,85
356,4,7:14.0,Y. Ferrell misses 2-pt layup from 1 ft,,81,85
357,4,7:11.0,,Defensive rebound by J. Smith,81,85
358,4,7:05.0,,T. Thompson misses 2-pt hook shot from 2 ft,81,85
359,4,7:05.0,Defensive rebound by Team,,81,85
360,4,6:49.0,D. McDermott misses 3-pt jump shot from 25 ft,,81,85
361,4,6:45.0,,Defensive rebound by K. Love,81,85
362,4,6:39.0,,L. James misses 2-pt jump shot from 11 ft,81,85
363,4,6:36.0,Defensive rebound by M. Kleber,,81,85
364,4,6:29.0,N. Noel misses 2-pt layup from 2 ft,,81,85
365,4,6:26.0,,Defensive rebound by T. Thompson,81,85
366,4,6:20.0,,L. James misses 2-pt layup from 2 ft,81,85
367,4,6:13.0,,Offensive rebound by L. James,81,85
368,4,6:13.0,,L. James misses 2-pt layup at rim,81,85
369,4,6:11.0,,Offensive rebound by T. Thompson,81,85
370,4,6:11.0,,T. Thompson makes 2-pt layup at rim,81,87
371,4,6:04.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,81,87
372,4,6:00.0,,Defensive rebound by K. Love,81,87
373,4,5:48.0,,L. James makes 3-pt jump shot from 23 ft,81,90
374,4,5:47.0,Dallas full timeout,,81,90
375,4,5:47.0,,L. Nance enters the game for T. Thompson,81,90
376,4,5:47.0,D. Smith enters the game for N. Noel,,81,90
377,4,5:47.0,D. Powell enters the game for Y. Ferrell,,81,90
378,4,5:47.0,H. Barnes enters the game for M. Kleber,,81,90
379,4,5:30.0,Turnover by D. Smith (bad pass),,81,90
380,4,5:21.0,,K. Love misses 2-pt jump shot from 6 ft,81,90
381,4,5:18.0,Defensive rebound by D. Powell,,81,90
382,4,5:05.0,H. Barnes makes 2-pt layup from 1 ft,,83,90
383,4,4:50.0,,K. Love misses 3-pt jump shot from 24 ft,83,90
384,4,4:47.0,Defensive rebound by D. Finney-Smith,,83,90
385,4,4:40.0,H. Barnes misses 3-pt jump shot from 24 ft,,83,90
386,4,4:37.0,,Defensive rebound by L. James,83,90
387,4,4:21.0,,L. James makes 3-pt jump shot from 27 ft,83,93
388,4,4:09.0,Personal foul by J. Clarkson (drawn by D. Powell),,83,93
389,4,3:52.0,D. Smith misses 2-pt layup from 1 ft,,83,93
390,4,3:50.0,,Defensive rebound by L. James,83,93
391,4,3:31.0,,K. Love makes 3-pt jump shot from 25 ft (assist by J. Clarkson),83,96
392,4,3:06.0,H. Barnes makes 2-pt jump shot from 3 ft,,85,96
393,4,2:39.0,,J. Smith misses 2-pt jump shot from 18 ft,85,96
394,4,2:32.0,,Offensive rebound by J. Smith,85,96
