,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,WASHINGTON_ACTION,MEMPHIS_SCORE,WASHINGTON_SCORE
390,4,3:28.0,,Turnover by J. Smith (offensive foul),76,83
391,4,3:28.0,,M. Gortat enters the game for J. Smith,76,83
392,4,3:28.0,M. Chalmers enters the game for D. Brooks,,76,83
393,4,3:11.0,Personal foul by K. Oubre (drawn by C. Parsons),,76,83
394,4,3:11.0,C. Parsons makes free throw 1 of 2,,77,83
395,4,3:11.0,C. Parsons makes free throw 2 of 2,,78,83
396,4,3:01.0,,J. Wall misses 2-pt layup from 2 ft,78,83
397,4,2:45.0,Defensive rebound by C. Parsons,,78,83
398,4,2:45.0,A. Harrison misses 2-pt jump shot from 20 ft,,78,83
399,4,2:42.0,Offensive rebound by M. Gasol,,78,83
400,4,2:34.0,M. Gasol makes 2-pt layup at rim (assist by C. Parsons),,80,83
401,4,2:34.0,,Washington full timeout,80,83
402,4,2:22.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by J. Wall),80,86
403,4,2:01.0,M. Gasol misses 2-pt layup from 1 ft (block by K. Oubre),,80,86
404,4,1:58.0,,Defensive rebound by K. Oubre,80,86
405,4,1:38.0,,J. Wall misses 2-pt jump shot from 19 ft,80,86
406,4,1:34.0,Defensive rebound by C. Parsons,,80,86
407,4,1:27.0,Turnover by C. Parsons (bad pass),,80,86
408,4,1:13.0,,B. Beal misses 2-pt jump shot from 2 ft,80,86
409,4,1:11.0,,Offensive rebound by B. Beal,80,86
410,4,1:10.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by B. Beal),80,89
411,4,1:10.0,Memphis full timeout,,80,89
412,4,1:03.0,C. Parsons misses 2-pt layup from 2 ft (block by J. Wall),,80,89
413,4,1:03.0,,Defensive rebound by Team,80,89
414,4,1:00.0,,Personal take foul by M. Chalmers (drawn by B. Beal),80,89
415,4,1:00.0,,B. Beal makes free throw 1 of 2,80,90
416,4,1:00.0,,B. Beal makes free throw 2 of 2,80,91
417,4,0:51.0,A. Harrison makes 2-pt layup at rim,,82,91
418,4,0:51.0,Shooting foul by J. Wall (drawn by A. Harrison),,82,91
419,4,0:51.0,A. Harrison makes free throw 1 of 1,,83,91
420,4,0:36.0,,Personal take foul by J. Green (drawn by J. Wall),83,91
421,4,0:36.0,,J. Wall misses free throw 1 of 2,83,91
422,4,0:36.0,,Offensive rebound by Team,83,91
423,4,0:36.0,,J. Wall misses free throw 2 of 2,83,91
424,4,0:36.0,Defensive rebound by J. Green,,83,91
425,4,0:36.0,Memphis full timeout,,83,91
426,4,0:36.0,,M. Scott enters the game for M. Gortat,83,91
427,4,0:29.0,J. Green makes 2-pt dunk from 2 ft (assist by A. Harrison),,85,91
428,4,0:25.0,,Personal take foul by J. Green (drawn by O. Porter),85,91
429,4,0:25.0,,O. Porter makes free throw 1 of 2,85,92
430,4,0:25.0,,O. Porter makes free throw 2 of 2,85,93
431,4,0:18.0,A. Harrison makes 2-pt layup from 1 ft,,87,93
