,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,SAN ANTONIO_ACTION,WASHINGTON_SCORE,SAN ANTONIO_SCORE
180,2,2:51.0,M. Gortat makes free throw 1 of 2,,38,43
181,2,2:51.0,T. Satoranský enters the game for M. Morris,,38,43
182,2,2:51.0,M. Gortat makes free throw 2 of 2,,39,43
183,2,2:35.0,,M. Ginóbili makes 2-pt jump shot from 6 ft,39,45
184,2,2:16.0,Personal foul by L. Aldridge (drawn by B. Beal),,39,45
185,2,2:12.0,B. Beal makes 2-pt jump shot from 19 ft (assist by K. Oubre),,41,45
186,2,1:58.0,,M. Ginóbili misses 2-pt jump shot from 18 ft,41,45
187,2,1:55.0,Defensive rebound by K. Oubre,,41,45
188,2,1:52.0,Shooting foul by M. Ginóbili (drawn by M. Gortat),,41,45
189,2,1:52.0,M. Gortat misses free throw 1 of 2,,41,45
190,2,1:52.0,Offensive rebound by Team,,41,45
191,2,1:52.0,,T. Parker enters the game for D. Murray,41,45
192,2,1:52.0,,K. Anderson enters the game for R. Gay,41,45
193,2,1:52.0,M. Gortat makes free throw 2 of 2,,42,45
194,2,1:36.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by P. Mills),42,48
195,2,1:18.0,B. Beal misses 2-pt jump shot from 7 ft (block by L. Aldridge),,42,48
196,2,1:18.0,Offensive rebound by Team,,42,48
197,2,1:16.0,O. Porter misses 2-pt jump shot from 16 ft,,42,48
198,2,1:12.0,,Defensive rebound by T. Parker,42,48
199,2,0:58.0,,M. Ginóbili makes 2-pt jump shot from 9 ft,42,50
200,2,0:41.0,K. Oubre misses 3-pt jump shot from 23 ft,,42,50
201,2,0:38.0,,Defensive rebound by L. Aldridge,42,50
202,2,0:29.0,,L. Aldridge misses 2-pt layup from 1 ft (block by K. Oubre),42,50
203,2,0:24.0,Defensive rebound by O. Porter,,42,50
204,2,0:08.0,M. Gortat makes 2-pt jump shot from 12 ft (assist by T. Satoranský),,44,50
205,2,0:02.0,,P. Mills misses 3-pt jump shot from 26 ft,44,50
206,2,0:02.0,Defensive rebound by M. Gortat,,44,50
207,3,11:46.0,,L. Aldridge misses 2-pt jump shot from 11 ft,44,50
208,3,11:42.0,Defensive rebound by M. Morris,,44,50
209,3,11:27.0,Turnover by T. Satoranský (bad pass; steal by P. Mills),,44,50
210,3,11:26.0,,Personal foul by T. Satoranský (drawn by P. Mills),44,50
211,3,11:15.0,,Turnover by P. Mills (bad pass; steal by O. Porter),44,50
212,3,11:09.0,T. Satoranský misses 2-pt layup from 5 ft,,44,50
213,3,11:06.0,Offensive rebound by T. Satoranský,,44,50
214,3,11:06.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,46,50
215,3,11:06.0,Shooting foul by K. Anderson (drawn by B. Beal),,46,50
216,3,11:06.0,B. Beal makes free throw 1 of 1,,47,50
217,3,10:41.0,,D. Green misses 3-pt jump shot from 25 ft,47,50
218,3,10:38.0,Defensive rebound by M. Gortat,,47,50
219,3,10:27.0,M. Morris misses 2-pt jump shot from 11 ft,,47,50
220,3,10:23.0,,Defensive rebound by D. Murray,47,50
221,3,10:06.0,,K. Anderson makes 2-pt dunk from 1 ft (assist by D. Murray),47,52
222,3,9:51.0,M. Morris makes 2-pt dunk at rim (assist by O. Porter),,49,52
223,3,9:31.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by L. Aldridge),49,55
224,3,9:03.0,Turnover by M. Gortat (traveling),,49,55
225,3,8:45.0,,L. Aldridge misses 2-pt jump shot from 10 ft,49,55
226,3,8:41.0,,Offensive rebound by D. Murray,49,55
227,3,8:40.0,,P. Mills misses 3-pt jump shot from 25 ft,49,55
228,3,8:35.0,,Offensive rebound by D. Murray,49,55
229,3,8:34.0,,D. Green misses 3-pt jump shot from 24 ft,49,55
230,3,8:30.0,,Offensive rebound by D. Murray,49,55
231,3,8:21.0,,Shooting foul by M. Gortat (drawn by L. Aldridge),49,55
232,3,8:21.0,,L. Aldridge makes free throw 1 of 2,49,56
233,3,8:21.0,,L. Aldridge makes free throw 2 of 2,49,57
234,3,8:08.0,B. Beal makes 3-pt jump shot from 26 ft (assist by O. Porter),,52,57
235,3,7:52.0,,Turnover by K. Anderson (traveling),52,57
236,3,7:36.0,Turnover by B. Beal (traveling),,52,57
237,3,7:18.0,,L. Aldridge makes 2-pt jump shot from 9 ft,52,59
238,3,7:18.0,,Shooting foul by M. Gortat (drawn by L. Aldridge),52,59
239,3,7:18.0,Washington full timeout,,52,59
240,3,7:18.0,,L. Aldridge makes free throw 1 of 1,52,60
241,3,7:07.0,T. Satoranský misses 2-pt jump shot from 11 ft,,52,60
242,3,7:04.0,,Defensive rebound by L. Aldridge,52,60
243,3,6:48.0,,P. Mills makes 3-pt jump shot from 23 ft (assist by K. Anderson),52,63
244,3,6:32.0,Turnover by M. Gortat (bad pass),,52,63
245,3,6:16.0,,L. Aldridge misses 2-pt hook shot from 4 ft,52,63
246,3,6:10.0,,Offensive rebound by D. Murray,52,63
247,3,6:10.0,,D. Murray makes 2-pt layup at rim,52,65
248,3,5:59.0,M. Gortat makes 2-pt jump shot from 7 ft (assist by O. Porter),,54,65
249,3,5:39.0,,L. Aldridge makes 2-pt jump shot from 10 ft,54,67
250,3,5:26.0,O. Porter misses 2-pt layup from 3 ft,,54,67
251,3,5:23.0,,Defensive rebound by D. Murray,54,67
252,3,5:05.0,,L. Aldridge makes 2-pt jump shot from 14 ft (assist by K. Anderson),54,69
253,3,5:05.0,Washington full timeout,,54,69
254,3,5:05.0,K. Oubre enters the game for M. Gortat,,54,69
255,3,4:47.0,B. Beal makes 2-pt jump shot from 17 ft,,56,69
256,3,4:23.0,,D. Green makes 2-pt layup from 2 ft (assist by D. Murray),56,71
257,3,4:06.0,K. Oubre misses 2-pt layup from 3 ft (block by D. Green),,56,71
258,3,4:06.0,Offensive rebound by Team,,56,71
259,3,4:06.0,,M. Ginóbili enters the game for P. Mills,56,71
260,3,4:06.0,R. Sessions enters the game for T. Satoranský,,56,71
261,3,4:02.0,O. Porter misses 3-pt jump shot from 26 ft,,56,71
262,3,3:58.0,,Defensive rebound by L. Aldridge,56,71
263,3,3:53.0,,D. Murray misses 2-pt jump shot from 13 ft,56,71
264,3,3:48.0,,Offensive rebound by L. Aldridge,56,71
265,3,3:41.0,,K. Anderson makes 2-pt layup from 3 ft (assist by M. Ginóbili),56,73
266,3,3:19.0,R. Sessions misses 3-pt jump shot from 25 ft,,56,73
267,3,3:19.0,Offensive rebound by Team,,56,73
268,3,3:19.0,,Loose ball foul by K. Anderson (drawn by M. Morris),56,73
269,3,3:19.0,,T. Parker enters the game for K. Anderson,56,73
270,3,3:19.0,,R. Gay enters the game for D. Murray,56,73
271,3,3:19.0,I. Mahinmi enters the game for M. Morris,,56,73
272,3,3:02.0,K. Oubre misses 3-pt jump shot from 26 ft,,56,73
273,3,2:58.0,,Defensive rebound by D. Green,56,73
274,3,2:53.0,,Offensive foul by D. Green (drawn by B. Beal),56,73
275,3,2:53.0,,Turnover by D. Green (offensive foul),56,73
276,3,2:40.0,O. Porter misses 3-pt jump shot from 26 ft,,56,73
277,3,2:37.0,,Defensive rebound by T. Parker,56,73
278,3,2:31.0,,M. Ginóbili misses 2-pt jump shot from 14 ft,56,73
279,3,2:27.0,Defensive rebound by O. Porter,,56,73
280,3,2:24.0,B. Beal misses 3-pt jump shot from 26 ft,,56,73
281,3,2:24.0,,Defensive rebound by Team,56,73
282,3,2:22.0,,P. Gasol enters the game for L. Aldridge,56,73
283,3,2:22.0,,San Antonio full timeout,56,73
284,3,2:10.0,,M. Ginóbili misses 2-pt layup from 1 ft,56,73
285,3,2:07.0,Defensive rebound by K. Oubre,,56,73
286,3,1:54.0,K. Oubre misses 2-pt layup from 2 ft (block by P. Gasol),,56,73
287,3,1:50.0,,Defensive rebound by R. Gay,56,73
288,3,1:39.0,,R. Gay misses 3-pt jump shot from 24 ft,56,73
289,3,1:35.0,Defensive rebound by R. Sessions,,56,73
290,3,1:22.0,K. Oubre makes 2-pt jump shot from 17 ft (assist by B. Beal),,58,73
291,3,1:02.0,,Shooting foul by I. Mahinmi (drawn by P. Gasol),58,73
292,3,1:02.0,,P. Gasol makes free throw 1 of 2,58,74
293,3,1:02.0,,B. Forbes enters the game for D. Green,58,74
294,3,1:02.0,T. Frazier enters the game for I. Mahinmi,,58,74
295,3,1:02.0,,P. Gasol misses free throw 2 of 2,58,74
296,3,0:58.0,Defensive rebound by T. Frazier,,58,74
297,3,0:40.0,O. Porter makes 2-pt jump shot from 9 ft (assist by K. Oubre),,60,74
298,3,0:24.0,,R. Gay makes 3-pt jump shot from 25 ft (assist by T. Parker),60,77
299,3,0:04.0,Personal foul by T. Parker (drawn by R. Sessions),,60,77
300,3,0:04.0,,D. Green enters the game for P. Gasol,60,77
301,3,0:00.0,R. Sessions misses 2-pt layup from 7 ft (block by D. Green),,60,77
302,3,0:00.0,Offensive rebound by Team,,60,77
303,4,11:37.0,T. Frazier misses 2-pt jump shot from 20 ft,,60,77
304,4,11:33.0,,Defensive rebound by B. Forbes,60,77
305,4,11:19.0,,Turnover by R. Gay (bad pass),60,77
306,4,11:09.0,O. Porter misses 2-pt jump shot from 7 ft,,60,77
307,4,11:05.0,,Defensive rebound by T. Parker,60,77
308,4,10:58.0,,Shooting foul by I. Mahinmi (drawn by R. Gay),60,77
309,4,10:58.0,,R. Gay misses free throw 1 of 2,60,77
310,4,10:58.0,,Offensive rebound by Team,60,77
311,4,10:58.0,,R. Gay makes free throw 2 of 2,60,78
312,4,10:48.0,R. Sessions misses 2-pt jump shot from 9 ft,,60,78
313,4,10:45.0,,Defensive rebound by R. Gay,60,78
314,4,10:37.0,,Shooting foul by T. Frazier (drawn by R. Gay),60,78
315,4,10:37.0,,R. Gay makes free throw 1 of 2,60,79
316,4,10:37.0,,R. Gay makes free throw 2 of 2,60,80
317,4,10:28.0,I. Mahinmi misses 2-pt layup from 3 ft,,60,80
318,4,10:25.0,,Defensive rebound by R. Gay,60,80
319,4,10:17.0,,B. Forbes makes 2-pt jump shot from 18 ft (assist by P. Gasol),60,82
320,4,9:53.0,K. Oubre misses 2-pt jump shot from 7 ft (block by R. Gay),,60,82
321,4,9:49.0,Offensive rebound by K. Oubre,,60,82
322,4,9:47.0,O. Porter makes 3-pt jump shot from 26 ft (assist by K. Oubre),,63,82
323,4,9:31.0,,P. Gasol makes 2-pt layup at rim (assist by M. Ginóbili),63,84
324,4,9:30.0,Washington full timeout,,63,84
325,4,9:30.0,,P. Mills enters the game for M. Ginóbili,63,84
326,4,9:30.0,T. Satoranský enters the game for O. Porter,,63,84
327,4,9:17.0,I. Mahinmi makes 2-pt hook shot from 5 ft (assist by R. Sessions),,65,84
328,4,9:17.0,Shooting foul by P. Gasol (drawn by I. Mahinmi),,65,84
329,4,9:17.0,I. Mahinmi makes free throw 1 of 1,,66,84
330,4,9:01.0,,P. Gasol makes 2-pt layup from 3 ft (assist by T. Parker),66,86
331,4,8:48.0,T. Frazier makes 2-pt jump shot from 13 ft (assist by I. Mahinmi),,68,86
332,4,8:38.0,,P. Mills misses 3-pt jump shot from 25 ft,68,86
333,4,8:35.0,Defensive rebound by K. Oubre,,68,86
334,4,8:26.0,K. Oubre makes 3-pt jump shot from 29 ft (assist by R. Sessions),,71,86
335,4,7:56.0,,Turnover by P. Gasol (lost ball; steal by K. Oubre),71,86
336,4,7:51.0,T. Frazier misses 3-pt jump shot from 26 ft,,71,86
337,4,7:47.0,,Defensive rebound by R. Gay,71,86
338,4,7:33.0,,D. Murray enters the game for T. Parker,71,86
339,4,7:33.0,,D. Green enters the game for B. Forbes,71,86
340,4,7:33.0,Loose ball foul by I. Mahinmi (drawn by P. Gasol),,71,86
341,4,7:28.0,,P. Gasol misses 2-pt layup from 3 ft,71,86
342,4,7:28.0,Defensive rebound by Team,,71,86
343,4,7:21.0,Turnover by R. Sessions (traveling),,71,86
344,4,6:56.0,,P. Mills misses 3-pt jump shot from 23 ft,71,86
345,4,6:52.0,Defensive rebound by T. Satoranský,,71,86
346,4,6:49.0,T. Satoranský misses 2-pt layup from 4 ft (block by D. Green),,71,86
347,4,6:46.0,Offensive rebound by R. Sessions,,71,86
348,4,6:46.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by R. Sessions),,74,86
349,4,6:46.0,,San Antonio full timeout,74,86
350,4,6:46.0,,K. Anderson enters the game for P. Gasol,74,86
351,4,6:46.0,,L. Aldridge enters the game for R. Gay,74,86
352,4,6:27.0,,Turnover by D. Green (bad pass; steal by I. Mahinmi),74,86
353,4,6:20.0,I. Mahinmi misses 2-pt layup from 3 ft,,74,86
354,4,6:18.0,,Defensive rebound by D. Green,74,86
355,4,6:11.0,,Turnover by K. Anderson (bad pass; steal by T. Satoranský),74,86
356,4,6:03.0,R. Sessions misses 3-pt jump shot from 26 ft,,74,86
357,4,5:57.0,,Defensive rebound by D. Murray,74,86
358,4,5:39.0,,L. Aldridge makes 2-pt jump shot from 9 ft,74,88
359,4,5:20.0,R. Sessions misses 2-pt layup from 2 ft (block by K. Anderson),,74,88
360,4,5:20.0,Offensive rebound by T. Satoranský,,74,88
361,4,5:19.0,T. Satoranský misses 2-pt layup at rim,,74,88
362,4,5:18.0,Offensive rebound by T. Satoranský,,74,88
363,4,5:17.0,T. Satoranský misses 2-pt layup from 2 ft,,74,88
364,4,5:16.0,,Defensive rebound by K. Anderson,74,88
365,4,5:11.0,,Personal foul by T. Frazier (drawn by D. Murray),74,88
366,4,5:03.0,,D. Murray makes 3-pt jump shot from 23 ft (assist by L. Aldridge),74,91
367,4,4:47.0,T. Frazier misses 2-pt jump shot from 15 ft,,74,91
368,4,4:45.0,,Defensive rebound by D. Murray,74,91
369,4,4:33.0,,L. Aldridge makes 2-pt jump shot from 11 ft,74,93
370,4,4:12.0,Personal foul by P. Mills (drawn by R. Sessions),,74,93
371,4,4:12.0,,J. Lauvergne enters the game for L. Aldridge,74,93
372,4,4:12.0,J. Smith enters the game for T. Satoranský,,74,93
373,4,3:58.0,Turnover by Team (shot clock),,74,93
374,4,3:44.0,,K. Anderson makes 2-pt layup from 3 ft,74,95
375,4,3:25.0,I. Mahinmi makes 2-pt dunk at rim (assist by T. Frazier),,76,95
376,4,3:25.0,,San Antonio full timeout,76,95
377,4,3:25.0,,B. Forbes enters the game for K. Anderson,76,95
378,4,3:25.0,,D. Bertāns enters the game for P. Mills,76,95
379,4,3:25.0,,B. Paul enters the game for D. Green,76,95
380,4,3:09.0,,Turnover by D. Bertāns (bad pass; steal by I. Mahinmi),76,95
381,4,3:00.0,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by R. Sessions),,78,95
382,4,2:44.0,,Turnover by B. Paul (bad pass; steal by R. Sessions),78,95
