,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
119,2,10:12.0,,Defensive rebound by A. Len,32,19
120,2,10:09.0,,Turnover by A. Len (bad pass; steal by A. Jefferson),32,19
121,2,9:56.0,J. Young makes 2-pt layup from 7 ft (assist by C. Joseph),,34,19
122,2,9:42.0,,Turnover by T. Daniels (lost ball; steal by C. Joseph),34,19
123,2,9:38.0,J. Young makes 2-pt layup at rim (assist by C. Joseph),,36,19
124,2,9:37.0,,Phoenix full timeout,36,19
125,2,9:37.0,,D. Booker enters the game for A. Len,36,19
126,2,9:37.0,,G. Monroe enters the game for D. House,36,19
127,2,9:37.0,,J. Jackson enters the game for T. Daniels,36,19
128,2,9:20.0,,Turnover by I. Canaan (bad pass; steal by L. Stephenson),36,19
129,2,9:18.0,Shooting foul by J. Jackson (drawn by L. Stephenson),,36,19
130,2,9:18.0,L. Stephenson makes free throw 1 of 2,,37,19
131,2,9:18.0,L. Stephenson makes free throw 2 of 2,,38,19
132,2,9:04.0,,J. Jackson makes 2-pt hook shot from 4 ft,38,21
133,2,8:44.0,A. Jefferson makes 2-pt hook shot from 6 ft,,40,21
134,2,8:25.0,,D. Bender misses 3-pt jump shot from 25 ft,40,21
135,2,8:22.0,Defensive rebound by L. Stephenson,,40,21
136,2,8:20.0,T. Leaf makes 2-pt dunk from 1 ft (assist by L. Stephenson),,42,21
137,2,7:56.0,,I. Canaan makes 3-pt jump shot from 23 ft,42,24
138,2,7:49.0,,T. Ulis enters the game for I. Canaan,42,24
139,2,7:42.0,C. Joseph makes 2-pt layup from 2 ft,,44,24
140,2,7:27.0,,Offensive foul by D. Bender (drawn by C. Joseph),44,24
141,2,7:27.0,,Turnover by D. Bender (offensive foul),44,24
142,2,7:09.0,A. Jefferson makes 2-pt layup from 1 ft,,46,24
143,2,6:56.0,,T. Ulis makes 2-pt layup from 1 ft (assist by G. Monroe),46,26
144,2,6:47.0,J. Young misses 2-pt layup from 2 ft,,46,26
145,2,6:45.0,,Defensive rebound by D. Booker,46,26
146,2,6:28.0,,T. Ulis makes 2-pt jump shot from 20 ft,46,28
147,2,6:21.0,Indiana full timeout,,46,28
148,2,6:21.0,,T. Chandler enters the game for G. Monroe,46,28
149,2,6:21.0,T. Young enters the game for J. Young,,46,28
150,2,6:21.0,D. Sabonis enters the game for T. Leaf,,46,28
151,2,6:21.0,B. Bogdanović enters the game for A. Jefferson,,46,28
152,2,6:21.0,Personal foul by T. Ulis (drawn by C. Joseph),,46,28
153,2,6:10.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,46,28
154,2,6:07.0,,Defensive rebound by J. Jackson,46,28
155,2,6:05.0,,D. Booker makes 2-pt dunk from 1 ft (assist by J. Jackson),46,30
156,2,5:47.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by C. Joseph),,49,30
157,2,5:34.0,,Personal foul by L. Stephenson (drawn by J. Jackson),49,30
158,2,5:34.0,V. Oladipo enters the game for L. Stephenson,,49,30
159,2,5:25.0,,J. Jackson makes 2-pt jump shot from 19 ft,49,32
160,2,5:14.0,Personal foul by D. Bender (drawn by T. Young),,49,32
161,2,5:08.0,C. Joseph makes 2-pt jump shot from 18 ft,,51,32
162,2,4:59.0,,T. Chandler misses 2-pt dunk from 1 ft,51,32
163,2,4:56.0,Defensive rebound by D. Sabonis,,51,32
164,2,4:54.0,B. Bogdanović misses 2-pt layup from 2 ft,,51,32
165,2,4:51.0,,Defensive rebound by J. Jackson,51,32
166,2,4:48.0,,T. Ulis misses 2-pt jump shot from 14 ft,51,32
167,2,4:44.0,Defensive rebound by V. Oladipo,,51,32
168,2,4:23.0,V. Oladipo misses 2-pt jump shot from 19 ft,,51,32
169,2,4:19.0,,Defensive rebound by D. Bender,51,32
170,2,4:10.0,,Shooting foul by C. Joseph (drawn by T. Chandler),51,32
171,2,4:10.0,,T. Chandler makes free throw 1 of 2,51,33
172,2,4:10.0,,T. Chandler makes free throw 2 of 2,51,34
173,2,3:58.0,T. Young misses 2-pt jump shot from 12 ft,,51,34
174,2,3:56.0,,Defensive rebound by T. Chandler,51,34
175,2,3:47.0,,D. Booker misses 2-pt jump shot from 16 ft,51,34
176,2,3:43.0,,Offensive rebound by T. Chandler,51,34
177,2,3:34.0,,J. Jackson misses 3-pt jump shot from 27 ft,51,34
178,2,3:30.0,Defensive rebound by V. Oladipo,,51,34
179,2,3:28.0,Shooting block foul by T. Ulis (drawn by V. Oladipo),,51,34
180,2,3:28.0,V. Oladipo makes free throw 1 of 2,,52,34
181,2,3:28.0,D. Collison enters the game for C. Joseph,,52,34
182,2,3:28.0,V. Oladipo makes free throw 2 of 2,,53,34
183,2,3:26.0,,Turnover by D. Bender (bad pass; steal by V. Oladipo),53,34
184,2,3:25.0,Shooting foul by D. Booker (drawn by D. Collison),,53,34
185,2,3:25.0,D. Collison makes free throw 1 of 2,,54,34
186,2,3:25.0,,T. Daniels enters the game for T. Ulis,54,34
187,2,3:25.0,D. Collison makes free throw 2 of 2,,55,34
188,2,3:08.0,,Turnover by J. Jackson (bad pass; steal by D. Collison),55,34
189,2,3:04.0,V. Oladipo misses 3-pt jump shot from 25 ft,,55,34
190,2,3:00.0,Offensive rebound by T. Young,,55,34
191,2,2:59.0,T. Young makes 2-pt layup at rim,,57,34
192,2,2:59.0,,Phoenix full timeout,57,34
193,2,2:59.0,,J. Dudley enters the game for D. Bender,57,34
194,2,2:36.0,,J. Dudley misses 3-pt jump shot from 27 ft,57,34
195,2,2:36.0,,Offensive rebound by Team,57,34
196,2,2:36.0,,Turnover by Team (shot clock),57,34
197,2,2:23.0,Shooting foul by T. Daniels (drawn by B. Bogdanović),,57,34
198,2,2:23.0,B. Bogdanović makes free throw 1 of 2,,58,34
199,2,2:23.0,B. Bogdanović makes free throw 2 of 2,,59,34
200,2,2:10.0,,Personal foul by V. Oladipo (drawn by D. Booker),59,34
201,2,2:10.0,C. Joseph enters the game for V. Oladipo,,59,34
202,2,1:56.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Dudley),59,37
203,2,1:42.0,B. Bogdanović makes 2-pt layup from 6 ft,,61,37
204,2,1:42.0,Shooting foul by T. Chandler (drawn by B. Bogdanović),,61,37
205,2,1:42.0,B. Bogdanović makes free throw 1 of 1,,62,37
206,2,1:24.0,,D. Booker makes 2-pt jump shot from 15 ft,62,39
207,2,1:05.0,Turnover by B. Bogdanović (traveling),,62,39
208,2,0:50.0,,Shooting foul by T. Young (drawn by D. Booker),62,39
209,2,0:50.0,,D. Booker makes free throw 1 of 2,62,40
210,2,0:50.0,,D. Booker makes free throw 2 of 2,62,41
211,2,0:35.0,D. Collison misses 2-pt jump shot from 19 ft,,62,41
212,2,0:31.0,,Defensive rebound by Team,62,41
213,2,0:09.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by J. Jackson),62,44
214,2,0:00.0,D. Collison makes 2-pt jump shot from 9 ft (assist by C. Joseph),,64,44
215,3,11:45.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,64,44
216,3,11:42.0,,Defensive rebound by D. Booker,64,44
217,3,11:22.0,,D. Booker misses 2-pt layup from 2 ft,64,44
218,3,11:20.0,Defensive rebound by D. Collison,,64,44
219,3,11:17.0,D. Collison makes 2-pt layup at rim,,66,44
220,3,10:59.0,,J. Jackson makes 3-pt jump shot from 26 ft (assist by D. Booker),66,47
221,3,10:44.0,Offensive foul by V. Oladipo (drawn by D. Bender),,66,47
222,3,10:44.0,Turnover by V. Oladipo (offensive foul),,66,47
223,3,10:25.0,,D. Bender misses 3-pt jump shot from 25 ft,66,47
224,3,10:22.0,Defensive rebound by D. Sabonis,,66,47
225,3,10:07.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by D. Collison),,69,47
226,3,9:53.0,,T. Chandler makes 2-pt layup from 1 ft (assist by D. Booker),69,49
227,3,9:40.0,V. Oladipo misses 2-pt jump shot from 13 ft,,69,49
228,3,9:37.0,,Defensive rebound by T. Chandler,69,49
229,3,9:31.0,,Shooting foul by D. Sabonis (drawn by D. Booker),69,49
230,3,9:31.0,,D. Booker makes free throw 1 of 2,69,50
231,3,9:31.0,,D. Booker makes free throw 2 of 2,69,51
232,3,9:19.0,T. Young misses 3-pt jump shot from 26 ft,,69,51
233,3,9:15.0,,Defensive rebound by T. Chandler,69,51
234,3,9:00.0,,D. Bender misses 3-pt jump shot from 26 ft,69,51
235,3,8:57.0,Defensive rebound by D. Sabonis,,69,51
236,3,8:48.0,T. Young makes 2-pt jump shot from 21 ft,,71,51
237,3,8:27.0,,D. Bender misses 3-pt jump shot from 26 ft,71,51
238,3,8:25.0,Defensive rebound by D. Sabonis,,71,51
239,3,8:07.0,D. Collison makes 2-pt jump shot from 15 ft,,73,51
240,3,7:52.0,,D. Booker misses 3-pt jump shot from 25 ft,73,51
241,3,7:50.0,Defensive rebound by T. Young,,73,51
242,3,7:41.0,D. Sabonis misses 2-pt jump shot from 21 ft,,73,51
243,3,7:38.0,,Defensive rebound by D. Booker,73,51
244,3,7:33.0,,J. Jackson misses 2-pt layup at rim,73,51
245,3,7:31.0,,Offensive rebound by J. Jackson,73,51
246,3,7:30.0,,J. Jackson misses 2-pt dunk from 2 ft,73,51
247,3,7:30.0,,Offensive rebound by J. Jackson,73,51
248,3,7:25.0,,T. Chandler makes 2-pt dunk from 1 ft (assist by J. Jackson),73,53
249,3,7:05.0,V. Oladipo makes 2-pt jump shot from 20 ft,,75,53
250,3,7:00.0,,Offensive foul by D. Booker (drawn by V. Oladipo),75,53
251,3,7:00.0,,Turnover by D. Booker (offensive foul),75,53
252,3,7:00.0,,A. Peters enters the game for D. Bender,75,53
253,3,6:44.0,Personal foul by D. Booker,,75,53
254,3,6:44.0,,Technical foul by D. Booker,75,53
255,3,6:44.0,,Phoenix full timeout,75,53
256,3,6:44.0,,I. Canaan enters the game for D. Booker,75,53
257,3,6:44.0,,T. Daniels enters the game for T. Ulis,75,53
258,3,6:44.0,B. Bogdanović makes technical free throw,,76,53
259,3,6:30.0,T. Young makes 3-pt jump shot from 25 ft,,79,53
260,3,6:11.0,,T. Daniels makes 3-pt jump shot from 26 ft (assist by I. Canaan),79,56
261,3,5:58.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,79,56
262,3,5:55.0,,Defensive rebound by T. Chandler,79,56
263,3,5:49.0,,J. Jackson misses 2-pt layup at rim,79,56
264,3,5:49.0,Defensive rebound by Team,,79,56
265,3,5:37.0,D. Collison makes 2-pt jump shot from 16 ft,,81,56
266,3,5:16.0,,I. Canaan makes 2-pt jump shot from 9 ft,81,58
267,3,5:00.0,B. Bogdanović makes 2-pt layup at rim (assist by V. Oladipo),,83,58
268,3,4:42.0,,A. Peters misses 3-pt jump shot from 25 ft,83,58
269,3,4:39.0,Defensive rebound by D. Sabonis,,83,58
270,3,4:31.0,,A. Len enters the game for T. Chandler,83,58
271,3,4:31.0,C. Joseph enters the game for B. Bogdanović,,83,58
272,3,4:26.0,V. Oladipo misses 2-pt jump shot from 17 ft,,83,58
273,3,4:20.0,Offensive rebound by D. Sabonis,,83,58
274,3,4:20.0,D. Sabonis misses 2-pt layup at rim,,83,58
275,3,4:20.0,Offensive rebound by D. Sabonis,,83,58
276,3,4:18.0,D. Collison misses 3-pt jump shot from 24 ft,,83,58
277,3,4:16.0,,Defensive rebound by J. Jackson,83,58
278,3,4:04.0,,Personal block foul by T. Young (drawn by A. Len),83,58
279,3,3:56.0,,Turnover by I. Canaan (bad pass; steal by V. Oladipo),83,58
280,3,3:49.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by T. Young),,85,58
281,3,3:43.0,,J. Jackson misses 3-pt jump shot from 28 ft,85,58
282,3,3:38.0,Defensive rebound by V. Oladipo,,85,58
283,3,3:31.0,D. Collison makes 2-pt jump shot from 17 ft,,87,58
284,3,3:18.0,,T. Daniels misses 3-pt jump shot from 25 ft,87,58
285,3,3:14.0,Defensive rebound by D. Sabonis,,87,58
286,3,3:05.0,Offensive foul by D. Sabonis (drawn by I. Canaan),,87,58
287,3,3:05.0,Turnover by D. Sabonis (offensive foul),,87,58
288,3,3:05.0,,D. House enters the game for J. Jackson,87,58
289,3,3:05.0,A. Jefferson enters the game for V. Oladipo,,87,58
290,3,3:05.0,L. Stephenson enters the game for D. Sabonis,,87,58
291,3,2:47.0,,Shooting foul by T. Young (drawn by I. Canaan),87,58
292,3,2:47.0,Indiana full timeout,,87,58
293,3,2:47.0,T. Leaf enters the game for T. Young,,87,58
294,3,2:47.0,,I. Canaan makes free throw 1 of 2,87,59
295,3,2:47.0,,I. Canaan misses free throw 2 of 2,87,59
296,3,2:45.0,Defensive rebound by A. Jefferson,,87,59
297,3,2:23.0,A. Jefferson misses 2-pt jump shot from 10 ft,,87,59
298,3,2:19.0,Offensive rebound by D. Collison,,87,59
299,3,2:19.0,D. Collison makes 2-pt layup at rim,,89,59
300,3,2:08.0,,T. Daniels misses 3-pt jump shot from 26 ft,89,59
301,3,2:04.0,Defensive rebound by T. Leaf,,89,59
302,3,1:55.0,T. Leaf makes 3-pt jump shot from 26 ft (assist by L. Stephenson),,92,59
303,3,1:38.0,,A. Peters makes 3-pt jump shot from 25 ft (assist by I. Canaan),92,62
304,3,1:21.0,D. Collison misses 3-pt jump shot from 23 ft,,92,62
305,3,1:17.0,,Defensive rebound by D. House,92,62
306,3,1:06.0,,T. Daniels makes 2-pt jump shot from 14 ft,92,64
307,3,0:53.0,A. Jefferson makes 2-pt jump shot from 14 ft (assist by C. Joseph),,94,64
308,3,0:30.0,,D. House misses 2-pt layup from 7 ft,94,64
309,3,0:28.0,Defensive rebound by A. Jefferson,,94,64
310,3,0:10.0,C. Joseph makes 2-pt jump shot from 11 ft,,96,64
311,3,0:00.0,,Shooting foul by T. Leaf (drawn by I. Canaan),96,64
312,3,0:00.0,,I. Canaan makes free throw 1 of 2,96,65
313,3,0:00.0,,I. Canaan makes free throw 2 of 2,96,66
314,4,11:45.0,,D. Booker makes 2-pt jump shot from 8 ft (assist by A. Peters),96,68
315,4,11:29.0,T. Leaf makes 2-pt layup from 1 ft (assist by L. Stephenson),,98,68
316,4,11:06.0,,I. Canaan makes 3-pt jump shot from 23 ft (assist by A. Len),98,71
317,4,10:52.0,A. Jefferson misses 2-pt layup at rim,,98,71
318,4,10:51.0,,Defensive rebound by A. Len,98,71
319,4,10:42.0,,T. Daniels misses 2-pt layup from 1 ft,98,71
320,4,10:41.0,Defensive rebound by A. Jefferson,,98,71
321,4,10:41.0,Personal foul by T. Daniels (drawn by A. Jefferson),,98,71
322,4,10:41.0,,T. Chandler enters the game for A. Len,98,71
323,4,10:25.0,T. Leaf makes 2-pt layup at rim,,100,71
324,4,10:11.0,,D. Bender enters the game for A. Peters,100,71
325,4,10:10.0,,Shooting foul by J. Young (drawn by I. Canaan),100,71
326,4,10:10.0,,I. Canaan misses free throw 1 of 3,100,71
327,4,10:10.0,,Offensive rebound by Team,100,71
328,4,10:10.0,,I. Canaan makes free throw 2 of 3,100,72
329,4,10:10.0,,I. Canaan makes free throw 3 of 3,100,73
330,4,9:49.0,A. Jefferson misses 2-pt hook shot from 7 ft,,100,73
331,4,9:47.0,,Defensive rebound by T. Chandler,100,73
332,4,9:47.0,,Personal foul by L. Stephenson (drawn by T. Chandler),100,73
333,4,9:32.0,,T. Chandler makes 2-pt layup at rim (assist by D. Booker),100,75
334,4,9:22.0,Personal foul by I. Canaan (drawn by C. Joseph),,100,75
335,4,9:11.0,C. Joseph misses 2-pt jump shot from 17 ft,,100,75
336,4,9:08.0,Offensive rebound by A. Jefferson,,100,75
337,4,9:06.0,C. Joseph makes 3-pt jump shot from 27 ft (assist by A. Jefferson),,103,75
338,4,8:50.0,,D. Booker misses 2-pt layup from 14 ft,103,75
339,4,8:48.0,,Offensive rebound by T. Chandler,103,75
340,4,8:44.0,,I. Canaan misses 3-pt jump shot from 26 ft,103,75
341,4,8:43.0,Defensive rebound by Team,,103,75
342,4,8:43.0,,J. Jackson enters the game for T. Daniels,103,75
343,4,8:26.0,J. Young misses 2-pt layup at rim,,103,75
344,4,8:23.0,,Defensive rebound by D. Bender,103,75
345,4,8:17.0,,J. Jackson misses 3-pt jump shot from 24 ft,103,75
346,4,8:14.0,,Offensive rebound by T. Chandler,103,75
347,4,8:08.0,,J. Jackson misses 2-pt layup from 1 ft,103,75
348,4,8:06.0,,Offensive rebound by T. Chandler,103,75
349,4,8:01.0,,Personal foul by L. Stephenson (drawn by T. Chandler),103,75
350,4,7:56.0,,Personal foul by T. Leaf (drawn by D. Booker),103,75
351,4,7:47.0,,D. Booker makes 2-pt layup from 1 ft,103,77
352,4,7:26.0,C. Joseph misses 3-pt jump shot from 25 ft,,103,77
353,4,7:24.0,,Defensive rebound by D. Bender,103,77
354,4,7:15.0,,T. Ulis enters the game for I. Canaan,103,77
355,4,7:08.0,,T. Ulis misses 2-pt jump shot from 13 ft,103,77
356,4,7:05.0,Defensive rebound by A. Jefferson,,103,77
357,4,6:58.0,L. Stephenson misses 3-pt jump shot from 28 ft,,103,77
358,4,6:54.0,,Defensive rebound by T. Chandler,103,77
359,4,6:49.0,,D. Booker misses 2-pt jump shot from 10 ft,103,77
360,4,6:45.0,Defensive rebound by C. Joseph,,103,77
361,4,6:30.0,C. Joseph makes 2-pt jump shot from 20 ft,,105,77
362,4,6:29.0,,Phoenix full timeout,105,77
363,4,6:29.0,,A. Len enters the game for T. Chandler,105,77
364,4,6:20.0,,Personal foul by L. Stephenson (drawn by J. Jackson),105,77
365,4,6:20.0,,J. Jackson makes free throw 1 of 2,105,78
366,4,6:20.0,,J. Jackson makes free throw 2 of 2,105,79
367,4,5:57.0,C. Joseph makes 2-pt jump shot from 21 ft,,107,79
368,4,5:37.0,,A. Len makes 2-pt jump shot from 10 ft (assist by D. Booker),107,81
369,4,5:21.0,L. Stephenson makes 2-pt jump shot from 20 ft,,109,81
370,4,5:01.0,,J. Jackson misses 2-pt jump shot from 18 ft,109,81
371,4,4:58.0,Defensive rebound by A. Jefferson,,109,81
372,4,4:53.0,J. Young makes 2-pt jump shot from 20 ft,,111,81
373,4,4:50.0,,Phoenix full timeout,111,81
374,4,4:50.0,,D. Reed enters the game for D. Booker,111,81
375,4,4:50.0,I. Anigbogu enters the game for L. Stephenson,,111,81
376,4,4:50.0,A. Poythress enters the game for A. Jefferson,,111,81
377,4,4:35.0,,T. Ulis makes 2-pt jump shot from 10 ft,111,83
378,4,4:14.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by T. Leaf),,114,83
379,4,3:49.0,,D. Reed misses 3-pt jump shot from 25 ft,114,83
380,4,3:46.0,Defensive rebound by J. Young,,114,83
381,4,3:36.0,J. Young misses 3-pt jump shot from 26 ft,,114,83
382,4,3:33.0,,Defensive rebound by A. Len,114,83
383,4,3:26.0,,Personal foul by J. Young (drawn by A. Len),114,83
384,4,3:26.0,,A. Len misses free throw 1 of 2,114,83
385,4,3:26.0,,Offensive rebound by Team,114,83
386,4,3:26.0,,A. Len misses free throw 2 of 2,114,83
387,4,3:24.0,Defensive rebound by I. Anigbogu,,114,83
388,4,3:06.0,T. Leaf misses 2-pt hook shot from 1 ft,,114,83
