,QUARTER,TIME_REMAINING,PHOENIX_ACTION,MINNESOTA_ACTION,PHOENIX_SCORE,MINNESOTA_SCORE
208,2,1:26.0,,Turnover by A. Wiggins (offensive foul),37,50
209,2,1:21.0,T. Warren misses 2-pt jump shot from 21 ft,,37,50
210,2,1:18.0,,Defensive rebound by J. Teague,37,50
211,2,1:08.0,,J. Teague misses 2-pt jump shot from 18 ft,37,50
212,2,1:05.0,Defensive rebound by J. Jackson,,37,50
213,2,1:03.0,Shooting foul by A. Wiggins (drawn by J. Jackson),,37,50
214,2,1:03.0,J. Jackson makes free throw 1 of 2,,38,50
215,2,1:03.0,A. Len enters the game for T. Chandler,,38,50
216,2,1:03.0,J. Jackson makes free throw 2 of 2,,39,50
217,2,0:57.0,,J. Butler misses 2-pt layup at rim,39,50
218,2,0:54.0,Defensive rebound by J. Dudley,,39,50
219,2,0:51.0,Personal block foul by K. Towns (drawn by J. Jackson),,39,50
220,2,0:51.0,J. Jackson misses free throw 1 of 2,,39,50
221,2,0:51.0,Offensive rebound by Team,,39,50
222,2,0:51.0,J. Jackson makes free throw 2 of 2,,40,50
223,2,0:28.0,,K. Towns misses 2-pt hook shot from 5 ft,40,50
224,2,0:25.0,Defensive rebound by J. Jackson,,40,50
225,2,0:02.0,T. Ulis misses 2-pt layup from 3 ft (block by T. Gibson),,40,50
226,2,0:02.0,Offensive rebound by A. Len,,40,50
227,2,0:01.0,A. Len makes 2-pt layup at rim,,42,50
228,2,0:00.0,,J. Butler misses 3-pt jump shot from 57 ft,42,50
229,2,0:00.0,,Offensive rebound by Team,42,50
230,3,11:43.0,M. Chriss makes 2-pt jump shot from 11 ft (assist by T. Chandler),,44,50
231,3,11:33.0,,Personal foul by T. Ulis (drawn by J. Teague),44,50
232,3,11:33.0,,Technical foul by J. Teague,44,50
233,3,11:33.0,T. Warren makes technical free throw,,45,50
234,3,11:23.0,,T. Gibson misses 2-pt jump shot from 19 ft,45,50
235,3,11:20.0,Defensive rebound by J. Jackson,,45,50
236,3,11:16.0,Shooting foul by A. Wiggins (drawn by T. Warren),,45,50
237,3,11:16.0,T. Warren makes free throw 1 of 2,,46,50
238,3,11:16.0,T. Warren misses free throw 2 of 2,,46,50
239,3,11:14.0,,Defensive rebound by T. Gibson,46,50
240,3,10:57.0,,J. Teague misses 2-pt layup from 2 ft (block by T. Chandler),46,50
241,3,10:57.0,,Offensive rebound by Team,46,50
242,3,10:51.0,,A. Wiggins misses 3-pt jump shot from 25 ft,46,50
243,3,10:49.0,Defensive rebound by T. Chandler,,46,50
244,3,10:44.0,T. Warren misses 2-pt jump shot from 15 ft,,46,50
245,3,10:42.0,,Defensive rebound by T. Gibson,46,50
246,3,10:33.0,,J. Teague makes 2-pt jump shot from 4 ft,46,52
247,3,10:13.0,J. Jackson misses 2-pt layup from 1 ft,,46,52
248,3,10:11.0,,Defensive rebound by T. Gibson,46,52
249,3,10:01.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),46,55
250,3,9:36.0,M. Chriss misses 3-pt jump shot from 22 ft,,46,55
251,3,9:34.0,Offensive rebound by T. Chandler,,46,55
252,3,9:28.0,Personal foul by T. Gibson (drawn by M. Chriss),,46,55
253,3,9:20.0,M. Chriss misses 3-pt jump shot from 22 ft,,46,55
254,3,9:15.0,,Defensive rebound by J. Butler,46,55
255,3,9:06.0,,Personal foul by T. Chandler (drawn by K. Towns),46,55
256,3,8:51.0,,J. Butler misses 2-pt jump shot from 12 ft,46,55
257,3,8:50.0,Defensive rebound by Team,,46,55
258,3,8:39.0,Shooting foul by T. Gibson (drawn by M. Chriss),,46,55
259,3,8:39.0,M. Chriss makes free throw 1 of 2,,47,55
260,3,8:39.0,M. Chriss misses free throw 2 of 2,,47,55
261,3,8:37.0,,Defensive rebound by J. Butler,47,55
262,3,8:23.0,,J. Teague makes 3-pt jump shot from 24 ft,47,58
263,3,8:12.0,Shooting foul by K. Towns (drawn by T. Chandler),,47,58
264,3,8:12.0,T. Chandler makes free throw 1 of 2,,48,58
265,3,8:12.0,T. Chandler makes free throw 2 of 2,,49,58
266,3,8:05.0,,Shooting foul by T. Chandler (drawn by K. Towns),49,58
267,3,8:05.0,,K. Towns makes free throw 1 of 2,49,59
268,3,8:05.0,A. Len enters the game for T. Chandler,,49,59
269,3,8:05.0,,K. Towns makes free throw 2 of 2,49,60
270,3,7:46.0,J. Jackson misses 3-pt jump shot from 24 ft,,49,60
271,3,7:41.0,Offensive rebound by T. Warren,,49,60
272,3,7:39.0,T. Warren misses 2-pt layup from 2 ft,,49,60
273,3,7:34.0,Offensive rebound by J. Jackson,,49,60
274,3,7:34.0,J. Jackson makes 2-pt dunk at rim,,51,60
275,3,7:27.0,,K. Towns makes 3-pt jump shot from 24 ft (assist by J. Teague),51,63
276,3,7:11.0,,Offensive charge foul by M. Chriss (drawn by J. Butler),51,63
277,3,7:11.0,Turnover by M. Chriss (offensive foul),,51,63
278,3,7:11.0,,Technical foul by J. Butler,51,63
279,3,7:11.0,T. Warren makes technical free throw,,52,63
280,3,6:57.0,,Shooting foul by M. Chriss (drawn by K. Towns),52,63
281,3,6:57.0,,Minnesota full timeout,52,63
282,3,6:57.0,I. Canaan enters the game for M. Chriss,,52,63
283,3,6:57.0,D. Bender enters the game for T. Ulis,,52,63
284,3,6:57.0,,K. Towns makes free throw 1 of 2,52,64
285,3,6:57.0,,K. Towns makes free throw 2 of 2,52,65
286,3,6:39.0,Turnover by A. Len (traveling),,52,65
287,3,6:18.0,,T. Gibson misses 2-pt jump shot from 5 ft,52,65
288,3,6:16.0,,Offensive rebound by K. Towns,52,65
289,3,6:09.0,,K. Towns misses 3-pt jump shot from 25 ft,52,65
290,3,6:06.0,Defensive rebound by I. Canaan,,52,65
291,3,6:00.0,T. Warren misses 2-pt jump shot from 5 ft (block by K. Towns),,52,65
292,3,5:56.0,Offensive rebound by J. Jackson,,52,65
293,3,5:56.0,A. Len makes 2-pt jump shot from 6 ft (assist by J. Jackson),,54,65
294,3,5:46.0,,T. Gibson makes 2-pt jump shot from 14 ft (assist by J. Teague),54,67
295,3,5:28.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by T. Warren),,57,67
296,3,5:21.0,,J. Teague makes 2-pt layup from 1 ft,57,69
297,3,5:21.0,,Shooting foul by I. Canaan (drawn by J. Teague),57,69
298,3,5:21.0,T. Daniels enters the game for J. Jackson,,57,69
299,3,5:21.0,,J. Teague misses free throw 1 of 1,57,69
300,3,5:18.0,Defensive rebound by T. Warren,,57,69
301,3,5:14.0,T. Warren makes 2-pt layup from 1 ft,,59,69
302,3,5:02.0,,A. Wiggins misses 2-pt jump shot from 3 ft,59,69
303,3,5:00.0,Defensive rebound by A. Len,,59,69
304,3,4:53.0,T. Warren misses 3-pt jump shot from 24 ft,,59,69
305,3,4:50.0,,Defensive rebound by J. Butler,59,69
306,3,4:34.0,,J. Butler misses 3-pt jump shot from 24 ft,59,69
307,3,4:27.0,,Offensive rebound by A. Wiggins,59,69
308,3,4:27.0,,A. Wiggins makes 2-pt dunk at rim,59,71
309,3,4:02.0,T. Daniels makes 3-pt jump shot from 23 ft (assist by A. Len),,62,71
310,3,3:52.0,,J. Teague misses 2-pt jump shot from 10 ft,62,71
311,3,3:50.0,,Offensive rebound by T. Gibson,62,71
312,3,3:48.0,,T. Gibson makes 2-pt layup from 1 ft,62,73
313,3,3:29.0,I. Canaan makes 2-pt layup from 1 ft (assist by A. Len),,64,73
314,3,3:16.0,,Shooting foul by A. Len (drawn by K. Towns),64,73
315,3,3:16.0,,K. Towns makes free throw 1 of 2,64,74
316,3,3:16.0,,J. Crawford enters the game for J. Butler,64,74
317,3,3:16.0,,K. Towns makes free throw 2 of 2,64,75
318,3,2:53.0,A. Len misses 2-pt jump shot from 14 ft (block by T. Gibson),,64,75
319,3,2:52.0,Offensive rebound by Team,,64,75
320,3,2:52.0,Turnover by Team (shot clock),,64,75
321,3,2:52.0,Phoenix full timeout,,64,75
322,3,2:52.0,,G. Dieng enters the game for K. Towns,64,75
323,3,2:52.0,D. House enters the game for T. Warren,,64,75
324,3,2:36.0,,A. Wiggins misses 2-pt jump shot from 5 ft,64,75
325,3,2:34.0,Defensive rebound by A. Len,,64,75
326,3,2:18.0,T. Daniels makes 2-pt jump shot from 9 ft,,66,75
327,3,1:58.0,,J. Crawford misses 3-pt jump shot from 24 ft,66,75
328,3,1:55.0,Defensive rebound by A. Len,,66,75
329,3,1:47.0,A. Len makes 2-pt layup from 1 ft (assist by I. Canaan),,68,75
330,3,1:24.0,,A. Wiggins makes 2-pt jump shot from 19 ft (assist by J. Crawford),68,77
331,3,1:00.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by A. Len),,71,77
332,3,0:46.0,,J. Teague makes 2-pt jump shot from 8 ft,71,79
333,3,0:37.0,D. Bender makes 3-pt jump shot from 22 ft (assist by I. Canaan),,74,79
334,3,0:19.0,,J. Crawford makes 2-pt jump shot from 20 ft,74,81
335,3,0:03.0,Shooting foul by J. Teague (drawn by I. Canaan),,74,81
336,3,0:03.0,I. Canaan makes free throw 1 of 3,,75,81
337,3,0:03.0,I. Canaan makes free throw 2 of 3,,76,81
338,3,0:03.0,,K. Towns enters the game for J. Teague,76,81
339,3,0:03.0,,T. Jones enters the game for G. Dieng,76,81
340,3,0:03.0,I. Canaan makes free throw 3 of 3,,77,81
341,3,0:00.0,,A. Wiggins misses 3-pt jump shot from 27 ft,77,81
342,3,0:00.0,,Offensive rebound by Team,77,81
343,4,11:41.0,,K. Towns misses 2-pt layup from 1 ft,77,81
344,4,11:37.0,Defensive rebound by I. Canaan,,77,81
345,4,11:35.0,Shooting foul by M. Georges-Hunt (drawn by I. Canaan),,77,81
346,4,11:35.0,I. Canaan makes free throw 1 of 2,,78,81
347,4,11:35.0,I. Canaan makes free throw 2 of 2,,79,81
348,4,11:19.0,,T. Jones makes 3-pt jump shot from 23 ft (assist by J. Crawford),79,84
349,4,11:05.0,A. Len makes 2-pt dunk at rim (assist by I. Canaan),,81,84
350,4,10:46.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by K. Towns),81,87
351,4,10:27.0,A. Len misses 2-pt layup from 1 ft,,81,87
352,4,10:25.0,Offensive rebound by A. Len,,81,87
353,4,10:24.0,A. Len misses 2-pt layup from 1 ft,,81,87
354,4,10:24.0,Offensive rebound by A. Len,,81,87
355,4,10:19.0,D. House makes 2-pt layup from 2 ft (assist by A. Len),,83,87
356,4,10:19.0,Shooting foul by K. Towns (drawn by D. House),,83,87
357,4,10:19.0,D. House makes free throw 1 of 1,,84,87
358,4,10:05.0,,Shooting foul by I. Canaan (drawn by T. Jones),84,87
359,4,10:05.0,,T. Jones makes free throw 1 of 2,84,88
360,4,10:05.0,,J. Butler enters the game for M. Georges-Hunt,84,88
361,4,10:05.0,,T. Jones makes free throw 2 of 2,84,89
362,4,9:44.0,I. Canaan misses 3-pt jump shot from 25 ft,,84,89
363,4,9:41.0,,Defensive rebound by J. Butler,84,89
364,4,9:37.0,,Turnover by J. Crawford (bad pass; steal by A. Len),84,89
365,4,9:28.0,D. House makes 3-pt jump shot from 22 ft (assist by I. Canaan),,87,89
366,4,9:09.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),87,91
367,4,8:52.0,D. Bender makes 3-pt jump shot from 25 ft (assist by D. House),,90,91
368,4,8:32.0,,Offensive foul by G. Dieng (drawn by D. Bender),90,91
369,4,8:32.0,,Turnover by G. Dieng (offensive foul),90,91
370,4,8:32.0,,T. Gibson enters the game for G. Dieng,90,91
371,4,8:19.0,Turnover by I. Canaan (bad pass; steal by K. Towns),,90,91
372,4,8:09.0,,Turnover by J. Butler (bad pass; steal by A. Len),90,91
373,4,7:52.0,D. Bender misses 3-pt jump shot from 23 ft,,90,91
374,4,7:51.0,Offensive rebound by A. Len,,90,91
375,4,7:51.0,A. Len makes 2-pt layup at rim,,92,91
376,4,7:28.0,,J. Crawford misses 2-pt jump shot from 20 ft,92,91
377,4,7:26.0,Defensive rebound by A. Len,,92,91
378,4,7:18.0,T. Daniels misses 3-pt jump shot from 24 ft,,92,91
379,4,7:14.0,,Defensive rebound by K. Towns,92,91
380,4,7:10.0,,J. Butler misses 2-pt jump shot from 13 ft,92,91
381,4,7:07.0,Defensive rebound by A. Len,,92,91
382,4,6:48.0,Turnover by T. Daniels (bad pass; steal by T. Jones),,92,91
383,4,6:42.0,,K. Towns makes 2-pt layup at rim (assist by J. Crawford),92,93
384,4,6:24.0,D. Bender makes 3-pt jump shot from 22 ft (assist by A. Len),,95,93
385,4,6:15.0,,Minnesota full timeout,95,93
386,4,6:15.0,,J. Teague enters the game for T. Jones,95,93
387,4,6:15.0,,A. Wiggins enters the game for J. Crawford,95,93
388,4,6:15.0,T. Ulis enters the game for I. Canaan,,95,93
389,4,6:06.0,,Shooting foul by D. Bender (drawn by K. Towns),95,93
390,4,6:06.0,,K. Towns misses free throw 1 of 2,95,93
