,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
26,1,8:37.0,,K. Walker misses 3-pt jump shot from 26 ft,9,5
27,1,8:33.0,Defensive rebound by B. Simmons,,9,5
28,1,8:31.0,A. Johnson misses 2-pt layup from 2 ft (block by D. Howard),,9,5
29,1,8:31.0,,Defensive rebound by Team,9,5
30,1,8:22.0,,K. Walker misses 2-pt layup from 4 ft (block by E. İlyasova),9,5
31,1,8:22.0,,Offensive rebound by Team,9,5
32,1,8:09.0,,N. Batum misses 3-pt jump shot from 23 ft,9,5
33,1,8:08.0,,Offensive rebound by Team,9,5
34,1,8:04.0,,M. Williams misses 2-pt jump shot from 6 ft,9,5
35,1,8:01.0,Defensive rebound by B. Simmons,,9,5
36,1,7:58.0,E. İlyasova misses 3-pt jump shot from 25 ft,,9,5
37,1,7:56.0,,Defensive rebound by N. Batum,9,5
38,1,7:42.0,,D. Howard makes 2-pt hook shot from 7 ft,9,7
39,1,7:32.0,B. Simmons misses 2-pt jump shot from 9 ft,,9,7
40,1,7:32.0,Offensive rebound by Team,,9,7
41,1,7:32.0,T. McConnell enters the game for E. İlyasova,,9,7
42,1,7:32.0,M. Belinelli enters the game for J. Redick,,9,7
43,1,7:29.0,B. Simmons makes 2-pt layup from 2 ft,,11,7
44,1,7:11.0,,N. Batum makes 2-pt jump shot from 15 ft (assist by K. Walker),11,9
45,1,7:00.0,R. Covington misses 3-pt jump shot from 25 ft,,11,9
46,1,6:58.0,,Defensive rebound by D. Howard,11,9
47,1,6:53.0,,Turnover by N. Batum (bad pass; steal by R. Covington),11,9
48,1,6:50.0,T. McConnell makes 2-pt layup at rim (assist by R. Covington),,13,9
49,1,6:22.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by M. Williams),13,11
50,1,6:22.0,,Charlotte full timeout,13,11
51,1,6:07.0,M. Belinelli makes 2-pt layup at rim (assist by A. Johnson),,15,11
52,1,5:44.0,,D. Howard misses 2-pt layup from 4 ft,15,11
53,1,5:41.0,Defensive rebound by B. Simmons,,15,11
54,1,5:33.0,R. Covington misses 3-pt jump shot from 22 ft,,15,11
55,1,5:30.0,,Defensive rebound by M. Kidd-Gilchrist,15,11
56,1,5:25.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft,15,13
57,1,5:07.0,B. Simmons misses 2-pt layup from 1 ft,,15,13
58,1,5:05.0,,Defensive rebound by M. Williams,15,13
59,1,5:01.0,,Turnover by N. Batum (lost ball; steal by B. Simmons),15,13
60,1,4:51.0,Turnover by M. Belinelli (bad pass; steal by M. Kidd-Gilchrist),,15,13
61,1,4:49.0,,Shooting foul by M. Belinelli (drawn by M. Kidd-Gilchrist),15,13
62,1,4:49.0,,M. Kidd-Gilchrist makes free throw 1 of 2,15,14
63,1,4:49.0,R. Holmes enters the game for A. Johnson,,15,14
64,1,4:49.0,,M. Kidd-Gilchrist makes free throw 2 of 2,15,15
65,1,4:38.0,Personal foul by N. Batum (drawn by M. Belinelli),,15,15
66,1,4:28.0,T. McConnell misses 2-pt jump shot from 10 ft,,15,15
67,1,4:25.0,,Defensive rebound by D. Howard,15,15
68,1,4:13.0,,M. Williams misses 3-pt jump shot from 22 ft,15,15
69,1,4:09.0,Defensive rebound by R. Covington,,15,15
70,1,4:05.0,R. Covington misses 3-pt jump shot from 25 ft,,15,15
71,1,4:00.0,Offensive rebound by T. McConnell,,15,15
72,1,3:55.0,T. McConnell misses 2-pt layup from 1 ft,,15,15
73,1,3:55.0,Offensive rebound by R. Holmes,,15,15
74,1,3:49.0,R. Holmes makes 2-pt dunk at rim,,17,15
75,1,3:48.0,,N. Batum misses 3-pt jump shot from 25 ft,17,15
76,1,3:45.0,Defensive rebound by T. McConnell,,17,15
77,1,3:40.0,R. Holmes makes 2-pt dunk from 1 ft (assist by T. McConnell),,19,15
78,1,3:20.0,,Shooting foul by R. Holmes (drawn by D. Howard),19,15
79,1,3:20.0,,D. Howard makes free throw 1 of 2,19,16
80,1,3:20.0,,J. Lamb enters the game for M. Williams,19,16
81,1,3:20.0,,F. Kaminsky enters the game for N. Batum,19,16
82,1,3:20.0,E. İlyasova enters the game for T. McConnell,,19,16
83,1,3:20.0,M. Fultz enters the game for B. Simmons,,19,16
84,1,3:20.0,J. Redick enters the game for R. Covington,,19,16
85,1,3:20.0,,D. Howard misses free throw 2 of 2,19,16
86,1,3:15.0,Defensive rebound by R. Holmes,,19,16
87,1,3:05.0,J. Redick misses 2-pt jump shot from 18 ft,,19,16
88,1,3:01.0,,Defensive rebound by D. Howard,19,16
89,1,2:56.0,,K. Walker misses 3-pt jump shot from 26 ft,19,16
90,1,2:56.0,,Offensive rebound by Team,19,16
91,1,2:56.0,Loose ball foul by R. Holmes (drawn by D. Howard),,19,16
92,1,2:56.0,Philadelphia full timeout,,19,16
93,1,2:56.0,,M. Monk enters the game for M. Kidd-Gilchrist,19,16
94,1,2:56.0,,J. Stone enters the game for K. Walker,19,16
95,1,2:48.0,,D. Howard makes 2-pt hook shot from 3 ft (assist by M. Monk),19,18
96,1,2:36.0,J. Redick makes 3-pt jump shot from 22 ft (assist by M. Fultz),,22,18
97,1,2:10.0,,J. Lamb makes 2-pt hook shot from 6 ft,22,20
98,1,2:04.0,Shooting foul by D. Howard (drawn by E. İlyasova),,22,20
99,1,2:04.0,E. İlyasova makes free throw 1 of 2,,23,20
100,1,2:04.0,,W. Hernangómez enters the game for D. Howard,23,20
101,1,2:04.0,E. İlyasova makes free throw 2 of 2,,24,20
102,1,1:48.0,,Turnover by M. Monk (bad pass; steal by M. Fultz),24,20
103,1,1:42.0,M. Fultz makes 2-pt layup from 1 ft,,26,20
104,1,1:27.0,,J. Lamb makes 3-pt jump shot from 28 ft,26,23
105,1,1:14.0,R. Holmes makes 2-pt dunk from 1 ft (assist by J. Redick),,28,23
106,1,0:54.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),28,26
107,1,0:35.0,Turnover by J. Redick (bad pass; steal by J. Lamb),,28,26
108,1,0:30.0,,M. Monk makes 3-pt jump shot from 26 ft (assist by J. Lamb),28,29
109,1,0:11.0,Turnover by E. İlyasova (traveling),,28,29
110,1,0:07.0,,M. Monk misses 3-pt jump shot from 26 ft,28,29
111,1,0:02.0,Defensive rebound by R. Holmes,,28,29
112,2,11:50.0,,J. Lamb makes 2-pt jump shot from 13 ft (assist by F. Kaminsky),28,31
113,2,11:34.0,Turnover by J. Redick (bad pass; steal by J. Lamb),,28,31
114,2,11:15.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,28,31
115,2,11:13.0,,Offensive rebound by W. Hernangómez,28,31
116,2,11:13.0,,Shooting foul by E. İlyasova (drawn by W. Hernangómez),28,31
117,2,11:13.0,,W. Hernangómez makes free throw 1 of 2,28,32
118,2,11:13.0,,W. Hernangómez makes free throw 2 of 2,28,33
119,2,11:00.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by J. Redick),,31,33
120,2,10:32.0,,J. Lamb misses 3-pt jump shot from 24 ft,31,33
121,2,10:29.0,Defensive rebound by J. Redick,,31,33
122,2,10:25.0,M. Fultz misses 2-pt layup from 3 ft (block by M. Monk),,31,33
123,2,10:25.0,,Defensive rebound by M. Monk,31,33
124,2,10:25.0,,Turnover by M. Monk (step out of bounds),31,33
125,2,10:17.0,Turnover by R. Covington (bad pass),,31,33
126,2,10:04.0,,Turnover by M. Monk (lost ball; steal by R. Covington),31,33
127,2,9:57.0,J. Redick misses 2-pt jump shot from 19 ft,,31,33
128,2,9:55.0,,Defensive rebound by F. Kaminsky,31,33
129,2,9:40.0,,M. Monk misses 3-pt jump shot from 25 ft,31,33
130,2,9:37.0,Defensive rebound by R. Holmes,,31,33
131,2,9:29.0,R. Covington misses 2-pt layup from 5 ft (block by J. Stone),,31,33
132,2,9:24.0,Offensive rebound by R. Covington,,31,33
133,2,9:20.0,J. Redick makes 2-pt layup from 3 ft,,33,33
134,2,9:01.0,,Shooting foul by E. İlyasova (drawn by W. Hernangómez),33,33
135,2,9:01.0,,W. Hernangómez makes free throw 1 of 2,33,34
136,2,9:01.0,M. Belinelli enters the game for J. Redick,,33,34
137,2,9:01.0,A. Johnson enters the game for R. Holmes,,33,34
138,2,9:01.0,,W. Hernangómez misses free throw 2 of 2,33,34
139,2,8:57.0,Defensive rebound by A. Johnson,,33,34
140,2,8:49.0,R. Covington misses 2-pt layup from 2 ft,,33,34
141,2,8:46.0,,Defensive rebound by W. Hernangómez,33,34
142,2,8:38.0,,Turnover by M. Monk (bad pass; steal by R. Covington),33,34
143,2,8:34.0,R. Covington misses 2-pt dunk from 1 ft (block by M. Monk),,33,34
144,2,8:31.0,,Defensive rebound by W. Hernangómez,33,34
145,2,8:28.0,,J. Lamb misses 2-pt layup from 2 ft (block by A. Johnson),33,34
146,2,8:28.0,Defensive rebound by M. Fultz,,33,34
147,2,8:16.0,R. Covington misses 3-pt jump shot from 23 ft,,33,34
148,2,8:13.0,Offensive rebound by R. Covington,,33,34
149,2,8:03.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by M. Fultz),,36,34
150,2,7:40.0,,F. Kaminsky misses 2-pt layup from 2 ft,36,34
151,2,7:40.0,Defensive rebound by Team,,36,34
152,2,7:40.0,,M. Kidd-Gilchrist enters the game for J. Stone,36,34
153,2,7:40.0,B. Simmons enters the game for M. Fultz,,36,34
154,2,7:33.0,,Violation by W. Hernangómez (kicked ball),36,34
155,2,7:33.0,T. McConnell enters the game for E. İlyasova,,36,34
156,2,7:25.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by T. McConnell),,39,34
157,2,7:06.0,,M. Monk misses 2-pt jump shot from 6 ft (block by T. McConnell),39,34
158,2,7:03.0,Defensive rebound by B. Simmons,,39,34
159,2,7:01.0,M. Belinelli makes 2-pt layup from 1 ft (assist by B. Simmons),,41,34
160,2,6:54.0,,Charlotte full timeout,41,34
161,2,6:54.0,,K. Walker enters the game for J. Lamb,41,34
162,2,6:51.0,,Shooting foul by A. Johnson (drawn by W. Hernangómez),41,34
163,2,6:51.0,,W. Hernangómez makes free throw 1 of 2,41,35
164,2,6:51.0,,W. Hernangómez makes free throw 2 of 2,41,36
165,2,6:36.0,R. Covington makes 2-pt layup from 1 ft (assist by B. Simmons),,43,36
166,2,6:18.0,,M. Monk makes 2-pt jump shot from 12 ft,43,38
167,2,6:00.0,A. Johnson misses 3-pt jump shot from 24 ft,,43,38
168,2,5:57.0,,Defensive rebound by F. Kaminsky,43,38
169,2,5:40.0,,Turnover by F. Kaminsky (lost ball; steal by T. McConnell),43,38
170,2,5:36.0,Turnover by M. Belinelli (bad pass; steal by M. Kidd-Gilchrist),,43,38
171,2,5:34.0,,Shooting foul by R. Covington (drawn by F. Kaminsky),43,38
172,2,5:34.0,,F. Kaminsky makes free throw 1 of 2,43,39
173,2,5:34.0,,N. Batum enters the game for M. Monk,43,39
174,2,5:34.0,,D. Howard enters the game for W. Hernangómez,43,39
175,2,5:34.0,,F. Kaminsky makes free throw 2 of 2,43,40
176,2,5:25.0,Personal foul by N. Batum (drawn by M. Belinelli),,43,40
177,2,5:25.0,,M. Williams enters the game for F. Kaminsky,43,40
178,2,5:18.0,B. Simmons makes 2-pt layup from 1 ft,,45,40
179,2,5:01.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by N. Batum),45,42
180,2,4:47.0,B. Simmons makes 2-pt jump shot from 7 ft (assist by A. Johnson),,47,42
181,2,4:38.0,,Shooting foul by T. McConnell (drawn by K. Walker),47,42
182,2,4:38.0,,K. Walker makes free throw 1 of 2,47,43
183,2,4:38.0,J. Redick enters the game for T. McConnell,,47,43
184,2,4:38.0,,K. Walker makes free throw 2 of 2,47,44
185,2,4:30.0,J. Redick makes 3-pt jump shot from 23 ft (assist by B. Simmons),,50,44
186,2,4:09.0,,M. Kidd-Gilchrist misses 2-pt layup from 7 ft,50,44
187,2,4:08.0,,Offensive rebound by D. Howard,50,44
188,2,4:08.0,,D. Howard makes 2-pt layup at rim,50,46
189,2,4:08.0,Philadelphia full timeout,,50,46
190,2,4:08.0,E. İlyasova enters the game for R. Covington,,50,46
191,2,4:01.0,Personal foul by M. Kidd-Gilchrist (drawn by B. Simmons),,50,46
192,2,3:44.0,J. Redick misses 3-pt jump shot from 29 ft,,50,46
193,2,3:41.0,,Defensive rebound by M. Kidd-Gilchrist,50,46
194,2,3:31.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft (block by B. Simmons),50,46
195,2,3:31.0,Defensive rebound by Team,,50,46
196,2,3:13.0,B. Simmons misses 2-pt jump shot from 7 ft,,50,46
197,2,3:11.0,,Defensive rebound by D. Howard,50,46
198,2,2:53.0,,N. Batum misses 2-pt jump shot from 13 ft,50,46
199,2,2:51.0,Defensive rebound by E. İlyasova,,50,46
200,2,2:43.0,E. İlyasova makes 2-pt layup from 1 ft (assist by B. Simmons),,52,46
201,2,2:34.0,,Shooting foul by J. Redick (drawn by K. Walker),52,46
202,2,2:34.0,,K. Walker makes free throw 1 of 3,52,47
203,2,2:34.0,,K. Walker makes free throw 2 of 3,52,48
204,2,2:34.0,,K. Walker makes free throw 3 of 3,52,49
205,2,2:23.0,J. Redick makes 2-pt jump shot from 17 ft (assist by B. Simmons),,54,49
206,2,2:00.0,,M. Williams misses 3-pt jump shot from 26 ft,54,49
207,2,1:55.0,,Offensive rebound by M. Kidd-Gilchrist,54,49
208,2,1:47.0,,M. Kidd-Gilchrist misses 2-pt layup from 4 ft,54,49
209,2,1:45.0,Defensive rebound by E. İlyasova,,54,49
210,2,1:32.0,M. Belinelli makes 2-pt jump shot from 16 ft,,56,49
211,2,1:17.0,,K. Walker makes 2-pt jump shot from 21 ft,56,51
212,2,0:59.0,M. Belinelli makes 2-pt jump shot from 17 ft (assist by B. Simmons),,58,51
213,2,0:45.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,58,51
214,2,0:42.0,Defensive rebound by E. İlyasova,,58,51
215,2,0:33.0,J. Redick misses 2-pt layup from 1 ft (block by K. Walker),,58,51
216,2,0:28.0,,Defensive rebound by D. Howard,58,51
217,2,0:27.0,,Turnover by K. Walker (lost ball; steal by B. Simmons),58,51
218,2,0:27.0,B. Simmons makes 2-pt dunk from 1 ft,,60,51
219,2,0:05.0,,K. Walker misses 3-pt jump shot from 25 ft,60,51
220,2,0:01.0,Defensive rebound by B. Simmons,,60,51
221,2,0:00.0,M. Belinelli misses 3-pt jump shot from 33 ft,,60,51
222,2,0:00.0,Offensive rebound by Team,,60,51
223,3,11:47.0,,M. Williams makes 2-pt jump shot from 7 ft (assist by K. Walker),60,53
224,3,11:25.0,R. Covington makes 2-pt jump shot from 7 ft (assist by B. Simmons),,62,53
225,3,11:16.0,,Personal block foul by E. İlyasova (drawn by K. Walker),62,53
226,3,11:05.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 16 ft (assist by K. Walker),62,55
227,3,10:50.0,Away from play foul by N. Batum (drawn by J. Redick),,62,55
228,3,10:50.0,J. Redick makes free throw 1 of 1,,63,55
229,3,10:43.0,B. Simmons makes 2-pt jump shot from 10 ft (assist by E. İlyasova),,65,55
230,3,10:28.0,,D. Howard misses 2-pt jump shot from 19 ft,65,55
231,3,10:25.0,Defensive rebound by A. Johnson,,65,55
232,3,10:21.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,68,55
233,3,10:21.0,,Charlotte full timeout,68,55
234,3,10:08.0,,Turnover by N. Batum (bad pass; steal by A. Johnson),68,55
235,3,9:59.0,Offensive foul by A. Johnson (drawn by M. Kidd-Gilchrist),,68,55
236,3,9:59.0,Turnover by A. Johnson (offensive foul),,68,55
237,3,9:44.0,,Shooting foul by R. Covington (drawn by N. Batum),68,55
238,3,9:44.0,,N. Batum makes free throw 1 of 2,68,56
239,3,9:44.0,,N. Batum makes free throw 2 of 2,68,57
240,3,9:31.0,J. Redick misses 2-pt jump shot from 11 ft (block by N. Batum),,68,57
241,3,9:23.0,,Defensive rebound by N. Batum,68,57
242,3,9:18.0,,N. Batum makes 2-pt jump shot from 19 ft,68,59
243,3,8:58.0,R. Covington misses 2-pt layup from 8 ft,,68,59
244,3,8:55.0,,Defensive rebound by D. Howard,68,59
245,3,8:47.0,,K. Walker makes 3-pt jump shot from 24 ft,68,62
246,3,8:34.0,B. Simmons makes 2-pt hook shot from 2 ft,,70,62
247,3,8:13.0,,M. Kidd-Gilchrist makes 2-pt dunk at rim,70,64
248,3,8:06.0,R. Covington misses 3-pt jump shot from 25 ft,,70,64
249,3,8:02.0,,Defensive rebound by D. Howard,70,64
250,3,7:54.0,,M. Williams misses 2-pt layup from 2 ft,70,64
251,3,7:52.0,Defensive rebound by A. Johnson,,70,64
252,3,7:47.0,B. Simmons makes 2-pt layup from 2 ft,,72,64
253,3,7:47.0,,Violation by D. Howard (def goaltending),72,64
254,3,7:34.0,,N. Batum makes 2-pt layup from 1 ft (assist by K. Walker),72,66
255,3,7:25.0,J. Redick misses 3-pt jump shot from 25 ft,,72,66
256,3,7:23.0,,Defensive rebound by M. Williams,72,66
257,3,7:13.0,,M. Williams misses 2-pt layup from 1 ft,72,66
258,3,7:09.0,Defensive rebound by R. Covington,,72,66
259,3,7:02.0,R. Covington misses 3-pt jump shot from 24 ft,,72,66
260,3,6:59.0,,Defensive rebound by K. Walker,72,66
261,3,6:54.0,,M. Williams misses 2-pt jump shot from 21 ft,72,66
262,3,6:51.0,Defensive rebound by B. Simmons,,72,66
263,3,6:39.0,B. Simmons misses 2-pt jump shot from 6 ft,,72,66
264,3,6:34.0,,Defensive rebound by N. Batum,72,66
265,3,6:30.0,,N. Batum misses 2-pt jump shot from 4 ft,72,66
266,3,6:30.0,,Offensive rebound by Team,72,66
267,3,6:30.0,R. Holmes enters the game for A. Johnson,,72,66
268,3,6:30.0,T. McConnell enters the game for J. Redick,,72,66
269,3,6:30.0,M. Belinelli enters the game for E. İlyasova,,72,66
270,3,6:25.0,,D. Howard makes 2-pt layup from 2 ft,72,68
271,3,6:25.0,,Shooting foul by R. Covington (drawn by D. Howard),72,68
272,3,6:25.0,,D. Howard makes free throw 1 of 1,72,69
273,3,6:03.0,B. Simmons misses 2-pt layup from 6 ft,,72,69
274,3,6:01.0,,Defensive rebound by M. Kidd-Gilchrist,72,69
275,3,6:00.0,,Shooting foul by M. Belinelli (drawn by M. Kidd-Gilchrist),72,69
276,3,6:00.0,,M. Kidd-Gilchrist makes free throw 1 of 2,72,70
277,3,6:00.0,,M. Kidd-Gilchrist makes free throw 2 of 2,72,71
278,3,5:50.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by R. Holmes),,74,71
279,3,5:30.0,,M. Williams misses 2-pt jump shot from 7 ft,74,71
280,3,5:27.0,,Offensive rebound by N. Batum,74,71
281,3,5:27.0,,N. Batum misses 3-pt jump shot from 22 ft,74,71
282,3,5:24.0,Defensive rebound by R. Holmes,,74,71
283,3,5:18.0,R. Covington makes 2-pt layup from 1 ft (assist by B. Simmons),,76,71
284,3,5:02.0,,K. Walker misses 3-pt jump shot from 25 ft,76,71
285,3,4:59.0,Defensive rebound by R. Covington,,76,71
286,3,4:48.0,T. McConnell makes 2-pt jump shot from 7 ft,,78,71
287,3,4:29.0,,Personal foul by R. Holmes (drawn by D. Howard),78,71
288,3,4:29.0,,D. Howard misses free throw 1 of 2,78,71
289,3,4:29.0,,Offensive rebound by Team,78,71
290,3,4:29.0,,D. Howard misses free throw 2 of 2,78,71
291,3,4:25.0,Defensive rebound by R. Holmes,,78,71
292,3,4:18.0,R. Covington makes 2-pt layup from 6 ft (assist by B. Simmons),,80,71
293,3,4:06.0,,Turnover by K. Walker (bad pass; steal by B. Simmons),80,71
294,3,3:55.0,T. McConnell makes 2-pt layup from 1 ft (assist by B. Simmons),,82,71
295,3,3:55.0,,Charlotte full timeout,82,71
296,3,3:55.0,,J. Lamb enters the game for M. Williams,82,71
297,3,3:55.0,,F. Kaminsky enters the game for N. Batum,82,71
298,3,3:43.0,,Turnover by D. Howard (lost ball; steal by T. McConnell),82,71
299,3,3:24.0,R. Covington misses 3-pt jump shot from 30 ft,,82,71
300,3,3:19.0,,Defensive rebound by D. Howard,82,71
301,3,2:58.0,,Turnover by K. Walker (lost ball; steal by R. Covington),82,71
302,3,2:54.0,R. Covington misses 2-pt layup from 3 ft (block by J. Lamb),,82,71
303,3,2:54.0,Offensive rebound by Team,,82,71
304,3,2:54.0,Philadelphia full timeout,,82,71
305,3,2:54.0,,M. Monk enters the game for K. Walker,82,71
306,3,2:51.0,R. Covington makes 2-pt dunk from 1 ft (assist by B. Simmons),,84,71
307,3,2:31.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by B. Simmons),84,71
308,3,2:28.0,Defensive rebound by R. Covington,,84,71
309,3,2:24.0,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),,86,71
310,3,2:08.0,,J. Lamb misses 2-pt jump shot from 2 ft,86,71
311,3,2:06.0,Defensive rebound by R. Covington,,86,71
312,3,1:59.0,Turnover by M. Belinelli (bad pass; steal by D. Howard),,86,71
313,3,1:51.0,,M. Monk makes 3-pt jump shot from 22 ft (assist by F. Kaminsky),86,74
314,3,1:38.0,Personal foul by J. Lamb (drawn by B. Simmons),,86,74
315,3,1:38.0,,W. Hernangómez enters the game for D. Howard,86,74
316,3,1:38.0,E. İlyasova enters the game for R. Covington,,86,74
317,3,1:31.0,M. Belinelli makes 3-pt jump shot from 26 ft (assist by B. Simmons),,89,74
318,3,1:15.0,,J. Lamb misses 2-pt jump shot from 19 ft,89,74
319,3,1:13.0,Defensive rebound by T. McConnell,,89,74
320,3,1:02.0,,J. Stone enters the game for M. Kidd-Gilchrist,89,74
321,3,1:02.0,M. Fultz enters the game for B. Simmons,,89,74
322,3,0:58.0,Turnover by M. Belinelli (bad pass),,89,74
323,3,0:41.0,,Personal foul by R. Holmes (drawn by W. Hernangómez),89,74
324,3,0:41.0,,W. Hernangómez makes free throw 1 of 2,89,75
325,3,0:41.0,J. Redick enters the game for T. McConnell,,89,75
326,3,0:41.0,,W. Hernangómez makes free throw 2 of 2,89,76
327,3,0:28.0,M. Fultz makes 2-pt jump shot from 12 ft,,91,76
328,3,0:05.0,,M. Monk makes 2-pt layup from 3 ft,91,78
329,3,0:00.0,M. Fultz misses 2-pt jump shot from 21 ft,,91,78
330,3,0:00.0,Offensive rebound by Team,,91,78
331,4,11:43.0,E. İlyasova misses 3-pt jump shot from 26 ft,,91,78
332,4,11:41.0,Offensive rebound by Team,,91,78
333,4,11:33.0,Turnover by M. Fultz (bad pass; steal by W. Hernangómez),,91,78
334,4,11:28.0,,M. Monk misses 2-pt layup from 1 ft,91,78
335,4,11:25.0,Defensive rebound by J. Redick,,91,78
336,4,11:19.0,E. İlyasova makes 3-pt jump shot from 22 ft (assist by M. Belinelli),,94,78
337,4,11:04.0,,Shooting foul by J. Redick (drawn by W. Hernangómez),94,78
338,4,11:04.0,,W. Hernangómez makes free throw 1 of 2,94,79
339,4,11:04.0,,W. Hernangómez makes free throw 2 of 2,94,80
340,4,10:54.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by A. Johnson),,97,80
341,4,10:33.0,,J. Lamb misses 3-pt jump shot from 23 ft,97,80
342,4,10:30.0,Defensive rebound by A. Johnson,,97,80
343,4,10:27.0,J. Redick makes 3-pt jump shot from 26 ft (assist by M. Fultz),,100,80
344,4,10:26.0,,Charlotte full timeout,100,80
345,4,10:11.0,,Personal foul by E. İlyasova (drawn by W. Hernangómez),100,80
346,4,10:01.0,,M. Monk misses 3-pt jump shot from 26 ft,100,80
347,4,9:56.0,Defensive rebound by M. Belinelli,,100,80
348,4,9:44.0,Personal foul by J. Lamb (drawn by J. Redick),,100,80
349,4,9:44.0,R. Covington enters the game for M. Belinelli,,100,80
350,4,9:38.0,E. İlyasova misses 3-pt jump shot from 25 ft,,100,80
351,4,9:35.0,,Defensive rebound by M. Monk,100,80
352,4,9:27.0,,W. Hernangómez makes 2-pt layup from 1 ft (assist by M. Monk),100,82
353,4,9:27.0,Violation by M. Fultz (def goaltending),,100,82
354,4,9:16.0,Personal foul by J. Stone (drawn by J. Redick),,100,82
355,4,9:03.0,J. Redick misses 3-pt jump shot from 26 ft,,100,82
356,4,8:58.0,,Defensive rebound by W. Hernangómez,100,82
357,4,8:52.0,,J. Lamb makes 2-pt jump shot from 11 ft,100,84
358,4,8:52.0,Philadelphia full timeout,,100,84
359,4,8:40.0,Offensive foul by E. İlyasova (drawn by J. Stone),,100,84
360,4,8:40.0,Turnover by E. İlyasova (offensive foul),,100,84
361,4,8:40.0,M. Belinelli enters the game for E. İlyasova,,100,84
362,4,8:27.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by J. Stone),100,87
363,4,8:07.0,Turnover by J. Redick (lost ball; steal by W. Hernangómez),,100,87
364,4,7:59.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,100,87
365,4,7:56.0,Defensive rebound by Team,,100,87
366,4,7:56.0,,M. Kidd-Gilchrist enters the game for J. Stone,100,87
367,4,7:56.0,B. Simmons enters the game for M. Fultz,,100,87
368,4,7:42.0,A. Johnson makes 2-pt layup from 2 ft (assist by M. Belinelli),,102,87
369,4,7:29.0,,J. Lamb misses 2-pt jump shot from 12 ft,102,87
370,4,7:27.0,,Offensive rebound by W. Hernangómez,102,87
371,4,7:25.0,,Turnover by F. Kaminsky (bad pass; steal by M. Belinelli),102,87
372,4,7:16.0,R. Covington makes 2-pt layup from 2 ft (assist by M. Belinelli),,104,87
