,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW YORK_ACTION,LA CLIPPERS_SCORE,NEW YORK_SCORE
378,4,7:17.0,Offensive rebound by D. Jordan,,71,90
379,4,7:14.0,Shooting foul by L. Thomas (drawn by W. Johnson),,71,90
380,4,7:14.0,,T. Hardaway enters the game for D. Dotson,71,90
381,4,7:14.0,,K. Porziņģis enters the game for L. Thomas,71,90
382,4,7:14.0,W. Johnson misses free throw 1 of 2,,71,90
383,4,7:14.0,Offensive rebound by Team,,71,90
384,4,7:14.0,W. Johnson makes free throw 2 of 2,,72,90
385,4,6:57.0,,Personal foul by B. Griffin (drawn by K. Porziņģis),72,90
386,4,6:56.0,,Offensive foul by K. O'Quinn (drawn by B. Griffin),72,90
387,4,6:56.0,,Turnover by K. O'Quinn (offensive foul),72,90
388,4,6:56.0,,New York full timeout,72,90
389,4,6:35.0,J. Evans misses 3-pt jump shot from 24 ft,,72,90
390,4,6:34.0,Offensive rebound by Team,,72,90
391,4,6:31.0,Personal foul by K. Porziņģis (drawn by B. Griffin),,72,90
392,4,6:31.0,B. Griffin makes free throw 1 of 2,,73,90
393,4,6:31.0,B. Griffin makes free throw 2 of 2,,74,90
394,4,6:19.0,,Personal foul by B. Griffin,74,90
395,4,6:19.0,Technical foul by B. Griffin,,74,90
396,4,6:19.0,A. Rivers enters the game for P. Beverley,,74,90
397,4,6:19.0,,K. Porziņģis makes technical free throw,74,91
398,4,6:06.0,,R. Sessions misses 3-pt jump shot from 25 ft,74,91
399,4,6:05.0,Defensive rebound by D. Jordan,,74,91
400,4,5:47.0,J. Evans misses 2-pt jump shot from 21 ft,,74,91
401,4,5:46.0,,Defensive rebound by Team,74,91
402,4,5:46.0,,E. Freedom enters the game for K. O'Quinn,74,91
403,4,5:28.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by K. Porziņģis),74,94
404,4,5:17.0,Personal foul by E. Freedom (drawn by B. Griffin),,74,94
405,4,5:17.0,L. Williams enters the game for A. Rivers,,74,94
406,4,5:17.0,B. Griffin makes free throw 1 of 2,,75,94
407,4,5:17.0,B. Griffin makes free throw 2 of 2,,76,94
408,4,5:00.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,76,94
409,4,4:56.0,Defensive rebound by J. Evans,,76,94
410,4,4:51.0,B. Griffin misses 2-pt layup from 1 ft,,76,94
411,4,4:49.0,,Defensive rebound by E. Freedom,76,94
412,4,4:46.0,,Personal foul by B. Griffin (drawn by K. Porziņģis),76,94
413,4,4:46.0,C. Williams enters the game for B. Griffin,,76,94
414,4,4:46.0,S. Dekker enters the game for W. Johnson,,76,94
415,4,4:46.0,,K. Porziņģis makes free throw 1 of 2,76,95
416,4,4:46.0,,D. Dotson enters the game for T. Hardaway,76,95
417,4,4:46.0,,K. Porziņģis makes free throw 2 of 2,76,96
418,4,4:26.0,J. Evans misses 2-pt jump shot from 14 ft,,76,96
419,4,4:23.0,Offensive rebound by D. Jordan,,76,96
420,4,4:23.0,D. Jordan makes 2-pt dunk at rim,,78,96
421,4,4:11.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,78,96
422,4,4:07.0,,Offensive rebound by E. Freedom,78,96
423,4,3:58.0,,Shooting foul by D. Jordan (drawn by R. Sessions),78,96
424,4,3:58.0,,W. Hernangómez enters the game for E. Freedom,78,96
425,4,3:58.0,W. Reed enters the game for D. Jordan,,78,96
426,4,3:58.0,S. Thornwell enters the game for L. Williams,,78,96
427,4,3:58.0,,R. Sessions makes free throw 1 of 2,78,97
428,4,3:58.0,,R. Sessions makes free throw 2 of 2,78,98
429,4,3:58.0,,M. Beasley enters the game for K. Porziņģis,78,98
430,4,3:52.0,Personal foul by M. Beasley (drawn by W. Reed),,78,98
431,4,3:52.0,W. Reed makes free throw 1 of 2,,79,98
432,4,3:52.0,W. Reed makes free throw 2 of 2,,80,98
433,4,3:32.0,,M. Beasley makes 2-pt jump shot from 12 ft,80,100
434,4,3:22.0,Personal foul by W. Hernangómez (drawn by W. Reed),,80,100
435,4,3:22.0,W. Reed misses free throw 1 of 2,,80,100
436,4,3:22.0,Offensive rebound by Team,,80,100
437,4,3:22.0,W. Reed makes free throw 2 of 2,,81,100
438,4,2:59.0,,W. Hernangómez makes 3-pt jump shot from 25 ft (assist by D. Dotson),81,103
439,4,2:39.0,S. Dekker misses 3-pt jump shot from 26 ft,,81,103
440,4,2:37.0,,Defensive rebound by D. McDermott,81,103
441,4,2:22.0,,M. Beasley makes 2-pt layup from 1 ft (assist by R. Sessions),81,105
442,4,2:08.0,Turnover by J. Evans (bad pass; steal by R. Sessions),,81,105
443,4,2:03.0,,Turnover by M. Beasley (bad pass; steal by C. Williams),81,105
444,4,1:56.0,C. Williams misses 2-pt jump shot from 21 ft,,81,105
445,4,1:55.0,,Defensive rebound by M. Beasley,81,105
446,4,1:39.0,,Shooting foul by J. Evans (drawn by R. Sessions),81,105
447,4,1:39.0,LA Clippers full timeout,,81,105
448,4,1:39.0,,K. O'Quinn enters the game for D. McDermott,81,105
449,4,1:39.0,J. Wilson enters the game for S. Dekker,,81,105
450,4,1:39.0,,R. Sessions makes free throw 1 of 2,81,106
451,4,1:39.0,,R. Sessions makes free throw 2 of 2,81,107
452,4,1:29.0,S. Thornwell misses 2-pt jump shot from 22 ft,,81,107
453,4,1:28.0,Offensive rebound by S. Thornwell,,81,107
454,4,1:24.0,C. Williams misses 3-pt jump shot from 24 ft,,81,107
455,4,1:23.0,,Defensive rebound by K. O'Quinn,81,107
456,4,1:02.0,,Turnover by M. Beasley (traveling),81,107
457,4,0:52.0,J. Evans makes 2-pt layup from 1 ft,,83,107
458,4,0:35.0,,M. Beasley misses 2-pt jump shot from 12 ft,83,107
459,4,0:34.0,Defensive rebound by J. Wilson,,83,107
460,4,0:21.0,W. Reed makes 2-pt jump shot from 13 ft (assist by C. Williams),,85,107
