,QUARTER,TIME_REMAINING,INDIANA_ACTION,PORTLAND_ACTION,INDIANA_SCORE,PORTLAND_SCORE
386,4,4:43.0,,D. Lillard makes free throw 1 of 1,77,92
387,4,4:32.0,V. Oladipo makes 2-pt jump shot from 10 ft,,79,92
388,4,4:17.0,,D. Lillard misses 3-pt jump shot from 25 ft,79,92
389,4,4:14.0,Defensive rebound by T. Young,,79,92
390,4,4:05.0,V. Oladipo misses 3-pt jump shot from 25 ft,,79,92
391,4,4:03.0,,Defensive rebound by S. Napier,79,92
392,4,3:51.0,,Turnover by J. Nurkić (traveling),79,92
393,4,3:40.0,D. Collison misses 2-pt jump shot from 15 ft (block by S. Napier),,79,92
394,4,3:33.0,,Defensive rebound by S. Napier,79,92
395,4,3:33.0,,Personal foul by D. Collison (drawn by S. Napier),79,92
396,4,3:33.0,,Portland full timeout,79,92
397,4,3:19.0,,A. Aminu misses 3-pt jump shot from 25 ft,79,92
398,4,3:16.0,Defensive rebound by V. Oladipo,,79,92
399,4,3:06.0,D. Collison makes 3-pt jump shot from 23 ft (assist by C. Joseph),,82,92
400,4,2:48.0,,C. McCollum misses 3-pt jump shot from 25 ft,82,92
401,4,2:46.0,Defensive rebound by T. Young,,82,92
402,4,2:36.0,V. Oladipo makes 2-pt jump shot from 17 ft,,84,92
403,4,2:10.0,,Turnover by D. Lillard (out of bounds lost ball),84,92
404,4,2:03.0,V. Oladipo misses 2-pt layup from 2 ft (block by J. Nurkić),,84,92
405,4,2:02.0,,Defensive rebound by A. Aminu,84,92
406,4,1:42.0,,J. Nurkić makes 2-pt dunk from 1 ft (assist by D. Lillard),84,94
407,4,1:42.0,,Shooting foul by D. Collison (drawn by J. Nurkić),84,94
408,4,1:42.0,,J. Nurkić makes free throw 1 of 1,84,95
409,4,1:32.0,V. Oladipo misses 3-pt jump shot from 25 ft,,84,95
410,4,1:29.0,,Defensive rebound by J. Nurkić,84,95
411,4,1:10.0,,C. McCollum misses 2-pt jump shot from 18 ft,84,95
412,4,1:07.0,Defensive rebound by D. Sabonis,,84,95
413,4,1:04.0,Shooting foul by C. McCollum (drawn by V. Oladipo),,84,95
414,4,1:04.0,V. Oladipo makes free throw 1 of 2,,85,95
415,4,1:04.0,V. Oladipo makes free throw 2 of 2,,86,95
416,4,0:45.0,,Shooting foul by C. Joseph (drawn by D. Lillard),86,95
417,4,0:45.0,,D. Lillard makes free throw 1 of 2,86,96
418,4,0:45.0,,Z. Collins enters the game for J. Nurkić,86,96
419,4,0:45.0,,D. Lillard makes free throw 2 of 2,86,97
420,4,0:45.0,Indiana full timeout,,86,97
421,4,0:45.0,,P. Connaughton enters the game for D. Lillard,86,97
422,4,0:45.0,I. Anigbogu enters the game for D. Collison,,86,97
423,4,0:45.0,T. Leaf enters the game for V. Oladipo,,86,97
424,4,0:45.0,A. Poythress enters the game for D. Sabonis,,86,97
425,4,0:45.0,J. Young enters the game for T. Young,,86,97
426,4,0:38.0,Personal foul by C. McCollum (drawn by C. Joseph),,86,97
427,4,0:38.0,C. Joseph misses free throw 1 of 2,,86,97
428,4,0:38.0,Offensive rebound by Team,,86,97
429,4,0:38.0,C. Joseph misses free throw 2 of 2,,86,97
430,4,0:35.0,,Defensive rebound by Z. Collins,86,97
431,4,0:19.0,,C. McCollum makes 3-pt jump shot from 25 ft,86,100
432,4,0:08.0,Turnover by J. Young (lost ball; steal by S. Napier),,86,100
