,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
113,2,11:27.0,,T. Cavanaugh makes 3-pt jump shot from 25 ft (assist by M. Belinelli),26,27
114,2,11:10.0,Personal foul by I. Taylor (drawn by S. Napier),,26,27
115,2,11:10.0,Technical foul by S. Napier,,26,27
116,2,11:10.0,,M. Belinelli misses technical free throw,26,27
117,2,11:10.0,Defensive rebound by Team,,26,27
118,2,10:59.0,S. Napier makes 2-pt layup from 1 ft,,28,27
119,2,10:47.0,,J. Collins misses 2-pt jump shot from 17 ft,28,27
120,2,10:44.0,Defensive rebound by E. Davis,,28,27
121,2,10:34.0,P. Connaughton makes 3-pt jump shot from 29 ft (assist by S. Napier),,31,27
122,2,10:15.0,,M. Belinelli makes 3-pt jump shot from 28 ft (assist by J. Collins),31,30
123,2,9:56.0,E. Davis misses 2-pt layup from 1 ft,,31,30
124,2,9:52.0,Offensive rebound by Z. Collins,,31,30
125,2,9:46.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by S. Napier),,34,30
126,2,9:35.0,,Personal foul by M. Harkless (drawn by M. Delaney),34,30
127,2,9:35.0,,M. Plumlee enters the game for J. Collins,34,30
128,2,9:28.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by I. Taylor),34,32
129,2,9:10.0,S. Napier misses 2-pt layup from 11 ft,,34,32
130,2,9:07.0,Offensive rebound by E. Davis,,34,32
131,2,9:06.0,E. Davis makes 2-pt layup from 1 ft,,36,32
132,2,8:54.0,,M. Delaney misses 2-pt layup from 1 ft,36,32
133,2,8:54.0,Defensive rebound by S. Napier,,36,32
134,2,8:47.0,P. Connaughton misses 3-pt jump shot from 25 ft,,36,32
135,2,8:47.0,Offensive rebound by P. Connaughton,,36,32
136,2,8:42.0,Turnover by S. Napier (bad pass),,36,32
137,2,8:42.0,,E. İlyasova enters the game for M. Delaney,36,32
138,2,8:42.0,,K. Bazemore enters the game for T. Cavanaugh,36,32
139,2,8:27.0,,M. Belinelli misses 2-pt jump shot from 17 ft,36,32
140,2,8:22.0,Defensive rebound by M. Harkless,,36,32
141,2,8:11.0,,D. Schröder enters the game for M. Belinelli,36,32
142,2,8:11.0,,T. Prince enters the game for I. Taylor,36,32
143,2,8:10.0,Turnover by M. Harkless (bad pass),,36,32
144,2,7:58.0,,E. İlyasova misses 2-pt jump shot from 12 ft,36,32
145,2,7:54.0,Defensive rebound by P. Connaughton,,36,32
146,2,7:41.0,P. Connaughton misses 3-pt jump shot from 23 ft,,36,32
147,2,7:39.0,Offensive rebound by Z. Collins,,36,32
148,2,7:25.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by S. Napier),,39,32
149,2,7:21.0,,Atlanta full timeout,39,32
150,2,7:21.0,E. Turner enters the game for P. Connaughton,,39,32
151,2,7:21.0,C. McCollum enters the game for S. Napier,,39,32
152,2,7:21.0,A. Aminu enters the game for Z. Collins,,39,32
153,2,7:11.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),39,35
154,2,6:53.0,Turnover by M. Harkless (traveling),,39,35
155,2,6:42.0,,Personal foul by M. Harkless (drawn by K. Bazemore),39,35
156,2,6:35.0,,Turnover by K. Bazemore (bad pass),39,35
157,2,6:17.0,E. Turner makes 3-pt jump shot from 25 ft (assist by A. Aminu),,42,35
158,2,5:54.0,,K. Bazemore misses 2-pt layup from 3 ft (block by C. McCollum),42,35
159,2,5:49.0,Defensive rebound by E. Turner,,42,35
160,2,5:43.0,A. Aminu makes 2-pt layup from 1 ft (assist by E. Turner),,44,35
161,2,5:43.0,,Violation by E. İlyasova (def goaltending),44,35
162,2,5:26.0,,D. Schröder makes 2-pt jump shot from 16 ft (assist by M. Plumlee),44,37
163,2,5:14.0,C. McCollum misses 2-pt jump shot from 19 ft,,44,37
164,2,5:11.0,,Defensive rebound by M. Plumlee,44,37
165,2,5:03.0,,D. Schröder misses 2-pt jump shot from 15 ft,44,37
166,2,5:02.0,,Offensive rebound by Team,44,37
167,2,5:02.0,,Turnover by D. Schröder (traveling),44,37
168,2,5:02.0,J. Nurkić enters the game for E. Davis,,44,37
169,2,4:47.0,A. Aminu misses 3-pt jump shot from 24 ft,,44,37
170,2,4:43.0,,Defensive rebound by T. Prince,44,37
171,2,4:35.0,,K. Bazemore makes 2-pt jump shot from 11 ft,44,39
172,2,4:18.0,Offensive foul by J. Nurkić (drawn by K. Bazemore),,44,39
173,2,4:18.0,Turnover by J. Nurkić (offensive foul),,44,39
174,2,4:03.0,,K. Bazemore misses 2-pt jump shot from 17 ft,44,39
175,2,4:00.0,Defensive rebound by J. Nurkić,,44,39
176,2,3:53.0,C. McCollum misses 2-pt jump shot from 13 ft,,44,39
177,2,3:49.0,,Defensive rebound by T. Prince,44,39
178,2,3:47.0,,T. Prince misses 2-pt layup from 2 ft (block by A. Aminu),44,39
179,2,3:47.0,,Offensive rebound by Team,44,39
180,2,3:47.0,,J. Collins enters the game for M. Plumlee,44,39
181,2,3:47.0,S. Napier enters the game for M. Harkless,,44,39
182,2,3:37.0,,Turnover by T. Prince (lost ball; steal by A. Aminu),44,39
183,2,3:31.0,S. Napier makes 2-pt layup from 2 ft (assist by A. Aminu),,46,39
184,2,3:16.0,,E. İlyasova misses 2-pt jump shot from 20 ft,46,39
185,2,3:13.0,Defensive rebound by S. Napier,,46,39
186,2,2:56.0,S. Napier makes 2-pt layup from 1 ft (assist by J. Nurkić),,48,39
187,2,2:56.0,,Atlanta full timeout,48,39
188,2,2:56.0,,M. Belinelli enters the game for E. İlyasova,48,39
189,2,2:56.0,,T. Cavanaugh enters the game for K. Bazemore,48,39
190,2,2:43.0,,D. Schröder misses 2-pt jump shot from 14 ft,48,39
191,2,2:40.0,Defensive rebound by J. Nurkić,,48,39
192,2,2:38.0,Turnover by J. Nurkić (lost ball; steal by M. Belinelli),,48,39
193,2,2:34.0,,M. Belinelli makes 3-pt jump shot from 25 ft,48,42
194,2,2:13.0,C. McCollum makes 2-pt jump shot from 11 ft (assist by E. Turner),,50,42
195,2,2:00.0,,T. Prince misses 3-pt jump shot from 24 ft,50,42
196,2,1:58.0,,Offensive rebound by J. Collins,50,42
197,2,1:56.0,,J. Collins misses 2-pt layup from 1 ft,50,42
198,2,1:56.0,Defensive rebound by C. McCollum,,50,42
199,2,1:47.0,J. Nurkić misses 2-pt layup from 4 ft,,50,42
200,2,1:43.0,,Defensive rebound by J. Collins,50,42
201,2,1:32.0,,J. Collins makes 2-pt layup from 1 ft (assist by D. Schröder),50,44
202,2,1:11.0,Turnover by A. Aminu (lost ball; steal by T. Cavanaugh),,50,44
203,2,1:01.0,,J. Collins misses 2-pt jump shot from 14 ft,50,44
204,2,0:58.0,Defensive rebound by A. Aminu,,50,44
205,2,0:39.0,Shooting foul by T. Cavanaugh (drawn by S. Napier),,50,44
206,2,0:39.0,S. Napier makes free throw 1 of 2,,51,44
207,2,0:39.0,E. Davis enters the game for J. Nurkić,,51,44
208,2,0:39.0,S. Napier makes free throw 2 of 2,,52,44
209,2,0:26.0,,T. Cavanaugh misses 2-pt layup from 5 ft,52,44
210,2,0:23.0,,Offensive rebound by J. Collins,52,44
211,2,0:16.0,,T. Cavanaugh makes 2-pt jump shot from 9 ft (assist by D. Schröder),52,46
212,2,0:02.0,E. Turner misses 3-pt jump shot from 23 ft,,52,46
213,2,0:02.0,,Defensive rebound by T. Prince,52,46
214,3,11:41.0,C. McCollum makes 2-pt layup from 1 ft,,54,46
215,3,11:28.0,,Turnover by K. Bazemore (bad pass; steal by J. Nurkić),54,46
216,3,11:23.0,C. McCollum misses 2-pt jump shot from 11 ft,,54,46
217,3,11:20.0,,Defensive rebound by K. Bazemore,54,46
218,3,11:09.0,,E. İlyasova misses 2-pt layup from 2 ft,54,46
219,3,11:04.0,Defensive rebound by E. Turner,,54,46
220,3,11:02.0,A. Aminu misses 3-pt jump shot from 25 ft,,54,46
221,3,10:59.0,Offensive rebound by S. Napier,,54,46
222,3,10:56.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by S. Napier),,57,46
223,3,10:34.0,,E. İlyasova misses 2-pt jump shot from 12 ft,57,46
224,3,10:31.0,Defensive rebound by S. Napier,,57,46
225,3,10:20.0,E. Turner misses 2-pt jump shot from 15 ft,,57,46
226,3,10:17.0,,Defensive rebound by T. Prince,57,46
227,3,9:59.0,,Shooting foul by J. Nurkić (drawn by K. Bazemore),57,46
228,3,9:59.0,,K. Bazemore makes free throw 1 of 2,57,47
229,3,9:59.0,,K. Bazemore makes free throw 2 of 2,57,48
230,3,9:43.0,E. Turner misses 3-pt jump shot from 25 ft,,57,48
231,3,9:37.0,,Defensive rebound by E. İlyasova,57,48
232,3,9:32.0,,K. Bazemore misses 2-pt layup from 2 ft,57,48
233,3,9:29.0,Defensive rebound by J. Nurkić,,57,48
234,3,9:18.0,C. McCollum misses 2-pt jump shot from 12 ft,,57,48
235,3,9:14.0,,Defensive rebound by T. Prince,57,48
236,3,9:04.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by M. Plumlee),57,50
237,3,8:44.0,J. Nurkić misses 2-pt jump shot from 5 ft,,57,50
238,3,8:40.0,,Defensive rebound by T. Prince,57,50
239,3,8:38.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by T. Prince),57,52
240,3,8:16.0,E. Turner misses 2-pt jump shot from 15 ft,,57,52
241,3,8:13.0,,Defensive rebound by E. İlyasova,57,52
242,3,8:04.0,,E. İlyasova misses 2-pt jump shot from 17 ft,57,52
243,3,8:01.0,Defensive rebound by J. Nurkić,,57,52
244,3,7:54.0,S. Napier makes 2-pt jump shot from 12 ft,,59,52
245,3,7:36.0,,D. Schröder makes 2-pt jump shot from 18 ft (assist by K. Bazemore),59,54
246,3,7:24.0,C. McCollum makes 2-pt jump shot from 13 ft,,61,54
247,3,7:08.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by E. İlyasova),61,57
248,3,6:53.0,Turnover by S. Napier (lost ball; steal by M. Plumlee),,61,57
249,3,6:50.0,,Shooting foul by C. McCollum (drawn by K. Bazemore),61,57
250,3,6:50.0,,Atlanta full timeout,61,57
251,3,6:50.0,,K. Bazemore misses free throw 1 of 2,61,57
252,3,6:50.0,,Offensive rebound by Team,61,57
253,3,6:50.0,,K. Bazemore makes free throw 2 of 2,61,58
254,3,6:38.0,C. McCollum misses 2-pt jump shot from 18 ft (block by K. Bazemore),,61,58
255,3,6:35.0,,Defensive rebound by M. Plumlee,61,58
256,3,6:28.0,,E. İlyasova misses 3-pt jump shot from 25 ft,61,58
257,3,6:26.0,Defensive rebound by C. McCollum,,61,58
258,3,6:19.0,J. Nurkić misses 2-pt layup from 4 ft,,61,58
259,3,6:15.0,,Defensive rebound by K. Bazemore,61,58
260,3,6:12.0,,K. Bazemore makes 2-pt dunk from 1 ft,61,60
261,3,5:54.0,E. Turner makes 2-pt jump shot from 19 ft (assist by A. Aminu),,63,60
262,3,5:33.0,,K. Bazemore misses 3-pt jump shot from 23 ft,63,60
263,3,5:30.0,Defensive rebound by J. Nurkić,,63,60
264,3,5:21.0,C. McCollum misses 2-pt jump shot from 12 ft,,63,60
265,3,5:19.0,Offensive rebound by J. Nurkić,,63,60
266,3,5:19.0,J. Nurkić makes 2-pt layup at rim,,65,60
267,3,5:19.0,Shooting foul by D. Schröder (drawn by J. Nurkić),,65,60
268,3,5:19.0,,M. Belinelli enters the game for M. Plumlee,65,60
269,3,5:19.0,,J. Collins enters the game for K. Bazemore,65,60
270,3,5:19.0,P. Connaughton enters the game for S. Napier,,65,60
271,3,5:19.0,J. Nurkić makes free throw 1 of 1,,66,60
272,3,5:01.0,,E. İlyasova misses 2-pt layup from 2 ft (block by J. Nurkić),66,60
273,3,4:58.0,,Offensive rebound by E. İlyasova,66,60
274,3,4:57.0,,E. İlyasova misses 2-pt layup from 1 ft (block by J. Nurkić),66,60
275,3,4:57.0,Defensive rebound by C. McCollum,,66,60
276,3,4:50.0,Turnover by J. Nurkić (bad pass; steal by E. İlyasova),,66,60
277,3,4:42.0,,Shooting foul by J. Nurkić (drawn by D. Schröder),66,60
278,3,4:42.0,,D. Schröder makes free throw 1 of 2,66,61
279,3,4:42.0,E. Davis enters the game for J. Nurkić,,66,61
280,3,4:42.0,,D. Schröder makes free throw 2 of 2,66,62
281,3,4:27.0,A. Aminu misses 3-pt jump shot from 24 ft,,66,62
282,3,4:24.0,,Defensive rebound by D. Schröder,66,62
283,3,4:20.0,,D. Schröder makes 2-pt layup from 1 ft,66,64
284,3,4:03.0,Offensive foul by E. Davis (drawn by D. Schröder),,66,64
285,3,4:03.0,Turnover by E. Davis (offensive foul),,66,64
286,3,4:03.0,,T. Cavanaugh enters the game for E. İlyasova,66,64
287,3,3:49.0,,D. Schröder makes 3-pt jump shot from 26 ft,66,67
288,3,3:47.0,Portland full timeout,,66,67
289,3,3:47.0,Z. Collins enters the game for A. Aminu,,66,67
290,3,3:33.0,Personal foul by T. Cavanaugh (drawn by Z. Collins),,66,67
291,3,3:27.0,Personal foul by T. Cavanaugh (drawn by C. McCollum),,66,67
292,3,3:19.0,Turnover by P. Connaughton (bad pass; steal by M. Belinelli),,66,67
293,3,3:19.0,,Personal take foul by C. McCollum (drawn by T. Prince),66,67
294,3,3:08.0,,Shooting foul by P. Connaughton (drawn by M. Belinelli),66,67
295,3,3:08.0,,M. Belinelli makes free throw 1 of 2,66,68
296,3,3:08.0,,M. Belinelli makes free throw 2 of 2,66,69
297,3,2:51.0,Z. Collins makes 2-pt layup from 1 ft (assist by C. McCollum),,68,69
298,3,2:37.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),68,72
299,3,2:22.0,C. McCollum misses 2-pt jump shot from 14 ft,,68,72
300,3,2:17.0,,Defensive rebound by T. Cavanaugh,68,72
301,3,2:13.0,,Turnover by M. Belinelli (bad pass; steal by E. Davis),68,72
302,3,2:05.0,P. Connaughton misses 3-pt jump shot from 25 ft,,68,72
303,3,2:04.0,Offensive rebound by Team,,68,72
304,3,2:04.0,,Loose ball foul by J. Collins (drawn by E. Davis),68,72
305,3,2:04.0,M. Harkless enters the game for E. Turner,,68,72
306,3,2:04.0,S. Napier enters the game for C. McCollum,,68,72
307,3,1:53.0,Z. Collins misses 3-pt jump shot from 23 ft,,68,72
308,3,1:51.0,,Defensive rebound by Team,68,72
309,3,1:40.0,,T. Prince misses 3-pt jump shot from 25 ft,68,72
310,3,1:35.0,,Offensive rebound by T. Cavanaugh,68,72
311,3,1:31.0,,M. Belinelli misses 2-pt dunk from 1 ft,68,72
312,3,1:31.0,Defensive rebound by Team,,68,72
313,3,1:28.0,,I. Taylor enters the game for D. Schröder,68,72
314,3,1:28.0,,M. Delaney enters the game for T. Prince,68,72
315,3,1:25.0,S. Napier makes technical free throw,,69,72
316,3,1:10.0,Offensive foul by E. Davis (drawn by M. Delaney),,69,72
317,3,1:10.0,Turnover by E. Davis (offensive foul),,69,72
318,3,0:52.0,,M. Delaney misses 3-pt jump shot from 23 ft,69,72
319,3,0:48.0,Defensive rebound by S. Napier,,69,72
320,3,0:40.0,S. Napier misses 2-pt jump shot from 17 ft,,69,72
321,3,0:38.0,Offensive rebound by E. Davis,,69,72
322,3,0:37.0,M. Harkless misses 3-pt jump shot from 24 ft,,69,72
323,3,0:37.0,,Defensive rebound by J. Collins,69,72
324,3,0:27.0,,M. Belinelli misses 3-pt jump shot from 26 ft,69,72
325,3,0:23.0,Defensive rebound by E. Davis,,69,72
326,3,0:05.0,Turnover by S. Napier (lost ball; steal by M. Delaney),,69,72
327,3,0:00.0,,J. Collins misses 2-pt layup from 2 ft (block by P. Connaughton),69,72
328,3,0:00.0,,Turnover by I. Taylor (bad pass; steal by Z. Collins),69,72
329,3,0:00.0,,Offensive rebound by I. Taylor,69,72
330,4,11:46.0,,T. Cavanaugh makes 3-pt jump shot from 24 ft (assist by J. Collins),69,75
331,4,11:18.0,Z. Collins misses 3-pt jump shot from 25 ft,,69,75
332,4,11:13.0,Offensive rebound by E. Davis,,69,75
333,4,11:07.0,Personal block foul by I. Taylor (drawn by S. Napier),,69,75
334,4,10:52.0,Z. Collins misses 2-pt jump shot from 17 ft,,69,75
335,4,10:50.0,Offensive rebound by Team,,69,75
336,4,10:50.0,,Loose ball foul by J. Collins (drawn by E. Davis),69,75
337,4,10:38.0,Turnover by C. McCollum (bad pass; steal by J. Collins),,69,75
338,4,10:34.0,,M. Belinelli misses 2-pt dunk from 1 ft,69,75
339,4,10:30.0,,Offensive rebound by T. Cavanaugh,69,75
340,4,10:29.0,,Turnover by T. Cavanaugh (bad pass; steal by Z. Collins),69,75
341,4,10:29.0,Turnover by Z. Collins (bad pass; steal by J. Collins),,69,75
342,4,10:29.0,,Personal foul by Z. Collins (drawn by J. Collins),69,75
343,4,10:29.0,A. Aminu enters the game for Z. Collins,,69,75
344,4,10:22.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by J. Collins),69,77
345,4,10:19.0,Portland full timeout,,69,77
346,4,10:01.0,S. Napier misses 3-pt jump shot from 24 ft,,69,77
347,4,9:56.0,,Defensive rebound by M. Delaney,69,77
348,4,9:40.0,,M. Delaney makes 2-pt layup from 1 ft (assist by I. Taylor),69,79
349,4,9:21.0,E. Davis makes 2-pt jump shot from 10 ft (assist by C. McCollum),,71,79
350,4,9:03.0,,M. Delaney makes 3-pt jump shot from 25 ft (assist by M. Belinelli),71,82
351,4,8:50.0,C. McCollum misses 2-pt layup at rim,,71,82
352,4,8:49.0,Offensive rebound by E. Davis,,71,82
353,4,8:49.0,E. Davis makes 2-pt dunk at rim,,73,82
354,4,8:22.0,,J. Collins misses 2-pt jump shot from 10 ft,73,82
355,4,8:19.0,Defensive rebound by E. Davis,,73,82
356,4,8:14.0,C. McCollum misses 3-pt jump shot from 24 ft,,73,82
357,4,8:10.0,,Defensive rebound by T. Cavanaugh,73,82
358,4,7:53.0,,I. Taylor makes 2-pt layup from 1 ft (assist by J. Collins),73,84
359,4,7:37.0,Personal foul by I. Taylor (drawn by S. Napier),,73,84
360,4,7:37.0,,D. Schröder enters the game for M. Belinelli,73,84
361,4,7:37.0,,E. İlyasova enters the game for T. Cavanaugh,73,84
362,4,7:37.0,E. Turner enters the game for M. Harkless,,73,84
363,4,7:37.0,P. Connaughton enters the game for S. Napier,,73,84
364,4,7:37.0,J. Nurkić enters the game for E. Davis,,73,84
365,4,7:37.0,,K. Bazemore enters the game for I. Taylor,73,84
366,4,7:24.0,P. Connaughton misses 2-pt jump shot from 17 ft,,73,84
367,4,7:22.0,Offensive rebound by A. Aminu,,73,84
368,4,7:20.0,C. McCollum misses 3-pt jump shot from 24 ft,,73,84
369,4,7:16.0,Offensive rebound by C. McCollum,,73,84
370,4,7:14.0,C. McCollum makes 2-pt layup from 6 ft,,75,84
371,4,6:58.0,,J. Collins makes 2-pt layup from 1 ft (assist by E. İlyasova),75,86
372,4,6:58.0,,Shooting foul by J. Nurkić (drawn by J. Collins),75,86
373,4,6:58.0,,J. Collins makes free throw 1 of 1,75,87
374,4,6:39.0,C. McCollum makes 2-pt layup from 1 ft (assist by J. Nurkić),,77,87
375,4,6:21.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),77,89
376,4,6:10.0,Turnover by C. McCollum (lost ball; steal by K. Bazemore),,77,89
377,4,6:06.0,,M. Delaney misses 3-pt jump shot from 24 ft,77,89
378,4,6:01.0,Defensive rebound by J. Nurkić,,77,89
