,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MINNESOTA_ACTION,BROOKLYN_SCORE,MINNESOTA_SCORE
51,1,5:54.0,Brooklyn full timeout,,8,13
52,1,5:54.0,N. Stauskas enters the game for Q. Acy,,8,13
53,1,5:54.0,J. Harris enters the game for A. Crabbe,,8,13
54,1,5:34.0,D. Carroll misses 3-pt jump shot from 24 ft,,8,13
55,1,5:31.0,,Defensive rebound by J. Butler,8,13
56,1,5:12.0,,T. Gibson misses 2-pt jump shot from 16 ft,8,13
57,1,5:09.0,,Offensive rebound by T. Gibson,8,13
58,1,5:04.0,,J. Butler makes 3-pt jump shot from 22 ft (assist by J. Teague),8,16
59,1,4:43.0,Turnover by D. Carroll (traveling),,8,16
60,1,4:43.0,,T. Jones enters the game for J. Teague,8,16
61,1,4:43.0,,G. Dieng enters the game for K. Towns,8,16
62,1,4:21.0,,A. Wiggins makes 2-pt jump shot from 19 ft,8,18
63,1,4:07.0,J. Harris misses 2-pt jump shot from 23 ft,,8,18
64,1,4:05.0,,Defensive rebound by G. Dieng,8,18
65,1,3:57.0,,T. Gibson misses 2-pt jump shot from 12 ft,8,18
66,1,3:53.0,Defensive rebound by D. Carroll,,8,18
67,1,3:45.0,N. Stauskas misses 2-pt jump shot from 19 ft,,8,18
68,1,3:43.0,,Defensive rebound by T. Jones,8,18
69,1,3:32.0,,J. Butler misses 2-pt layup from 4 ft (block by J. Allen),8,18
70,1,3:32.0,,Offensive rebound by Team,8,18
71,1,3:32.0,,J. Crawford enters the game for J. Butler,8,18
72,1,3:22.0,,T. Jones makes 2-pt jump shot from 15 ft (assist by G. Dieng),8,20
73,1,3:09.0,D. Carroll makes 2-pt layup at rim (assist by S. Dinwiddie),,10,20
74,1,2:49.0,,G. Dieng misses 2-pt jump shot from 19 ft,10,20
75,1,2:46.0,Defensive rebound by D. Carroll,,10,20
76,1,2:43.0,Shooting foul by T. Gibson (drawn by D. Carroll),,10,20
77,1,2:43.0,,Minnesota full timeout,10,20
78,1,2:43.0,A. Crabbe enters the game for S. Dinwiddie,,10,20
79,1,2:43.0,D. Carroll makes free throw 1 of 2,,11,20
80,1,2:43.0,D. Carroll misses free throw 2 of 2,,11,20
81,1,2:41.0,,Defensive rebound by G. Dieng,11,20
82,1,2:30.0,,A. Wiggins misses 2-pt jump shot from 20 ft,11,20
83,1,2:27.0,Defensive rebound by D. Carroll,,11,20
84,1,2:17.0,N. Stauskas misses 2-pt layup from 2 ft (block by T. Jones),,11,20
85,1,2:15.0,,Defensive rebound by Team,11,20
86,1,2:15.0,J. Okafor enters the game for D. Carroll,,11,20
87,1,2:03.0,,J. Crawford makes 2-pt jump shot from 17 ft,11,22
88,1,1:48.0,Turnover by N. Stauskas (out of bounds lost ball),,11,22
89,1,1:35.0,,J. Crawford makes 2-pt jump shot from 17 ft,11,24
90,1,1:15.0,Turnover by J. Allen (bad pass),,11,24
91,1,1:15.0,,N. Bjelica enters the game for T. Gibson,11,24
92,1,1:06.0,,Personal foul by J. Allen (drawn by G. Dieng),11,24
93,1,1:06.0,,G. Dieng makes free throw 1 of 2,11,25
94,1,1:06.0,,G. Dieng makes free throw 2 of 2,11,26
95,1,0:47.0,J. Okafor misses 2-pt jump shot from 6 ft,,11,26
96,1,0:44.0,,Defensive rebound by A. Wiggins,11,26
97,1,0:37.0,,A. Wiggins makes 2-pt jump shot from 11 ft,11,28
98,1,0:22.0,J. Okafor misses 2-pt jump shot from 9 ft,,11,28
99,1,0:19.0,,Defensive rebound by N. Bjelica,11,28
100,1,0:02.0,,Shooting foul by A. Crabbe (drawn by J. Crawford),11,28
101,1,0:02.0,,J. Crawford makes free throw 1 of 2,11,29
102,1,0:02.0,,M. Georges-Hunt enters the game for A. Wiggins,11,29
103,1,0:02.0,,J. Crawford makes free throw 2 of 2,11,30
104,1,0:01.0,Turnover by J. Allen (bad pass; steal by G. Dieng),,11,30
105,1,0:00.0,,G. Dieng misses 3-pt jump shot from 33 ft,11,30
106,1,0:00.0,,Offensive rebound by Team,11,30
107,2,11:49.0,Turnover by Q. Acy (lost ball; steal by N. Bjelica),,11,30
108,2,11:32.0,,J. Crawford makes 3-pt jump shot from 25 ft,11,33
109,2,11:20.0,Turnover by Q. Acy (bad pass; steal by T. Jones),,11,33
110,2,11:15.0,,N. Bjelica makes 2-pt layup at rim (assist by T. Jones),11,35
111,2,10:51.0,N. Stauskas misses 3-pt jump shot from 24 ft,,11,35
112,2,10:49.0,,Defensive rebound by N. Bjelica,11,35
113,2,10:39.0,,J. Crawford misses 3-pt jump shot from 27 ft,11,35
114,2,10:36.0,Defensive rebound by N. Stauskas,,11,35
115,2,10:29.0,Q. Acy misses 3-pt jump shot from 25 ft,,11,35
116,2,10:27.0,,Defensive rebound by J. Crawford,11,35
117,2,10:19.0,,J. Crawford makes 2-pt jump shot from 12 ft,11,37
118,2,10:06.0,J. Okafor makes 2-pt layup from 1 ft (assist by N. Stauskas),,13,37
119,2,10:06.0,Shooting foul by M. Georges-Hunt (drawn by J. Okafor),,13,37
120,2,10:06.0,S. Dinwiddie enters the game for J. Harris,,13,37
121,2,10:06.0,J. Okafor makes free throw 1 of 1,,14,37
122,2,9:55.0,,Turnover by J. Crawford (bad pass; steal by N. Stauskas),14,37
123,2,9:48.0,N. Stauskas makes 2-pt jump shot from 16 ft,,16,37
124,2,9:29.0,,N. Bjelica misses 2-pt jump shot from 16 ft,16,37
125,2,9:27.0,Defensive rebound by Team,,16,37
126,2,9:14.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),,19,37
127,2,9:14.0,,Minnesota full timeout,19,37
128,2,9:14.0,,J. Teague enters the game for T. Jones,19,37
129,2,9:14.0,,J. Butler enters the game for G. Dieng,19,37
130,2,9:14.0,,K. Towns enters the game for M. Georges-Hunt,19,37
131,2,8:57.0,,J. Crawford makes 2-pt jump shot from 21 ft,19,39
132,2,8:32.0,J. Okafor makes 2-pt jump shot from 10 ft (assist by Q. Acy),,21,39
133,2,8:19.0,,K. Towns misses 3-pt jump shot from 25 ft,21,39
134,2,8:19.0,Defensive rebound by Q. Acy,,21,39
135,2,8:06.0,Q. Acy misses 3-pt jump shot from 21 ft,,21,39
136,2,8:03.0,,Defensive rebound by J. Butler,21,39
137,2,7:56.0,,Shooting foul by J. Okafor (drawn by J. Butler),21,39
138,2,7:56.0,,J. Butler makes free throw 1 of 2,21,40
139,2,7:56.0,,J. Butler makes free throw 2 of 2,21,41
140,2,7:42.0,Q. Acy misses 3-pt jump shot from 23 ft,,21,41
141,2,7:38.0,,Defensive rebound by K. Towns,21,41
142,2,7:29.0,,J. Teague misses 2-pt jump shot from 21 ft,21,41
143,2,7:28.0,Defensive rebound by A. Crabbe,,21,41
144,2,7:19.0,J. Okafor makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,23,41
145,2,7:04.0,,K. Towns misses 2-pt jump shot from 5 ft (block by J. Okafor),23,41
146,2,7:00.0,,Offensive rebound by N. Bjelica,23,41
147,2,7:00.0,,N. Bjelica makes 2-pt layup at rim,23,43
148,2,6:42.0,J. Okafor misses 2-pt hook shot from 6 ft,,23,43
149,2,6:41.0,,Defensive rebound by N. Bjelica,23,43
150,2,6:33.0,,J. Crawford misses 2-pt jump shot from 10 ft,23,43
151,2,6:30.0,Defensive rebound by J. Okafor,,23,43
152,2,6:21.0,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,26,43
153,2,6:02.0,,A. Wiggins enters the game for J. Crawford,26,43
154,2,6:02.0,D. Carroll enters the game for N. Stauskas,,26,43
155,2,6:02.0,,T. Gibson enters the game for N. Bjelica,26,43
156,2,6:02.0,J. Harris enters the game for A. Crabbe,,26,43
157,2,5:50.0,,T. Gibson misses 3-pt jump shot from 23 ft,26,43
158,2,5:48.0,,Offensive rebound by Team,26,43
159,2,5:48.0,,Turnover by Team (shot clock),26,43
160,2,5:27.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,26,43
161,2,5:24.0,,Defensive rebound by K. Towns,26,43
162,2,5:04.0,,J. Butler misses 2-pt jump shot from 8 ft,26,43
163,2,5:01.0,Defensive rebound by J. Okafor,,26,43
164,2,4:51.0,D. Carroll misses 3-pt jump shot from 25 ft,,26,43
165,2,4:48.0,,Defensive rebound by K. Towns,26,43
166,2,4:39.0,,J. Butler makes 2-pt jump shot from 5 ft,26,45
167,2,4:36.0,Brooklyn full timeout,,26,45
168,2,4:36.0,N. Stauskas enters the game for J. Okafor,,26,45
169,2,4:36.0,T. Zeller enters the game for Q. Acy,,26,45
170,2,4:11.0,T. Zeller makes 2-pt layup from 3 ft (assist by J. Harris),,28,45
171,2,3:49.0,,J. Butler misses 2-pt jump shot from 9 ft,28,45
172,2,3:46.0,,Offensive rebound by K. Towns,28,45
173,2,3:46.0,,K. Towns makes 2-pt hook shot from 4 ft,28,47
174,2,3:23.0,J. Harris misses 2-pt layup from 4 ft,,28,47
175,2,3:20.0,,Defensive rebound by K. Towns,28,47
176,2,3:15.0,,Turnover by J. Teague (step out of bounds),28,47
177,2,3:06.0,T. Zeller makes 2-pt layup from 3 ft (assist by S. Dinwiddie),,30,47
178,2,3:06.0,Shooting foul by J. Butler (drawn by T. Zeller),,30,47
179,2,3:06.0,T. Zeller misses free throw 1 of 1,,30,47
180,2,3:03.0,,Defensive rebound by T. Gibson,30,47
181,2,2:57.0,,Shooting foul by N. Stauskas (drawn by A. Wiggins),30,47
182,2,2:57.0,,A. Wiggins misses free throw 1 of 2,30,47
183,2,2:57.0,,Offensive rebound by Team,30,47
184,2,2:57.0,,A. Wiggins makes free throw 2 of 2,30,48
185,2,2:39.0,D. Carroll misses 2-pt jump shot from 5 ft,,30,48
186,2,2:37.0,,Defensive rebound by J. Teague,30,48
187,2,2:30.0,,K. Towns misses 2-pt dunk from 1 ft,30,48
188,2,2:28.0,,Offensive rebound by K. Towns,30,48
189,2,2:26.0,,K. Towns misses 2-pt layup from 2 ft (block by D. Carroll),30,48
190,2,2:26.0,Defensive rebound by N. Stauskas,,30,48
191,2,2:18.0,J. Harris makes 2-pt dunk at rim (assist by D. Carroll),,32,48
192,2,2:10.0,,A. Wiggins misses 2-pt layup from 4 ft,32,48
193,2,2:08.0,Defensive rebound by D. Carroll,,32,48
194,2,2:05.0,Shooting foul by T. Gibson (drawn by D. Carroll),,32,48
195,2,2:05.0,D. Carroll makes free throw 1 of 2,,33,48
196,2,2:05.0,D. Carroll makes free throw 2 of 2,,34,48
197,2,1:57.0,,A. Wiggins misses 3-pt jump shot from 25 ft,34,48
198,2,1:54.0,,Offensive rebound by K. Towns,34,48
199,2,1:50.0,,K. Towns makes 2-pt hook shot from 3 ft,34,50
200,2,1:37.0,Turnover by D. Carroll (bad pass; steal by T. Gibson),,34,50
201,2,1:30.0,,T. Gibson misses 2-pt jump shot from 18 ft,34,50
202,2,1:28.0,Defensive rebound by T. Zeller,,34,50
203,2,1:23.0,N. Stauskas makes 3-pt jump shot from 25 ft,,37,50
204,2,1:04.0,,T. Gibson makes 2-pt jump shot from 14 ft (assist by K. Towns),37,52
205,2,0:50.0,D. Carroll makes 2-pt jump shot from 7 ft (assist by S. Dinwiddie),,39,52
206,2,0:34.0,,T. Gibson makes 2-pt jump shot from 13 ft (assist by J. Butler),39,54
207,2,0:19.0,N. Stauskas makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,42,54
208,2,0:01.0,,J. Butler misses 2-pt jump shot from 21 ft,42,54
209,2,0:01.0,,Offensive rebound by Team,42,54
210,3,11:41.0,D. Carroll misses 2-pt jump shot from 9 ft,,42,54
211,3,11:37.0,,Defensive rebound by K. Towns,42,54
212,3,11:20.0,,Personal foul by S. Dinwiddie (drawn by J. Teague),42,54
213,3,11:14.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Butler),42,56
214,3,11:02.0,S. Dinwiddie makes 2-pt layup from 2 ft,,44,56
215,3,10:40.0,,T. Gibson misses 2-pt jump shot from 18 ft,44,56
216,3,10:37.0,,Offensive rebound by A. Wiggins,44,56
217,3,10:33.0,,Turnover by A. Wiggins (bad pass; steal by Q. Acy),44,56
218,3,10:29.0,A. Crabbe misses 3-pt jump shot from 24 ft,,44,56
219,3,10:29.0,,Defensive rebound by Team,44,56
220,3,10:11.0,,K. Towns misses 2-pt dunk from 2 ft (block by Q. Acy),44,56
221,3,10:08.0,Defensive rebound by Q. Acy,,44,56
222,3,10:04.0,J. Allen makes 2-pt dunk from 2 ft (assist by A. Crabbe),,46,56
223,3,9:51.0,,Turnover by K. Towns (lost ball; steal by Q. Acy),46,56
224,3,9:43.0,Turnover by A. Crabbe (bad pass; steal by A. Wiggins),,46,56
225,3,9:37.0,,T. Gibson makes 2-pt jump shot from 12 ft (assist by A. Wiggins),46,58
226,3,9:23.0,Shooting foul by J. Teague (drawn by J. Allen),,46,58
227,3,9:23.0,J. Allen makes free throw 1 of 2,,47,58
228,3,9:23.0,J. Allen makes free throw 2 of 2,,48,58
229,3,9:03.0,,J. Butler misses 3-pt jump shot from 24 ft,48,58
230,3,9:00.0,Defensive rebound by J. Allen,,48,58
231,3,8:53.0,Q. Acy misses 3-pt jump shot from 26 ft,,48,58
232,3,8:50.0,Offensive rebound by J. Allen,,48,58
233,3,8:48.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,48,58
234,3,8:44.0,Offensive rebound by A. Crabbe,,48,58
235,3,8:39.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),,51,58
236,3,8:19.0,,J. Butler misses 2-pt jump shot from 13 ft,51,58
237,3,8:17.0,Defensive rebound by A. Crabbe,,51,58
238,3,8:11.0,A. Crabbe misses 3-pt jump shot from 28 ft,,51,58
239,3,8:06.0,Offensive rebound by Q. Acy,,51,58
240,3,7:59.0,S. Dinwiddie makes 2-pt layup at rim,,53,58
241,3,7:45.0,,A. Wiggins makes 2-pt jump shot from 10 ft (assist by J. Teague),53,60
242,3,7:18.0,S. Dinwiddie misses 2-pt jump shot from 6 ft,,53,60
243,3,7:16.0,,Defensive rebound by A. Wiggins,53,60
244,3,6:58.0,,A. Wiggins makes 2-pt jump shot from 21 ft,53,62
245,3,6:40.0,Turnover by A. Crabbe (lost ball; steal by J. Butler),,53,62
246,3,6:30.0,,J. Butler misses 3-pt jump shot from 22 ft,53,62
247,3,6:28.0,,Offensive rebound by K. Towns,53,62
248,3,6:27.0,,K. Towns makes 2-pt layup at rim,53,64
249,3,6:26.0,Brooklyn full timeout,,53,64
250,3,6:26.0,N. Stauskas enters the game for Q. Acy,,53,64
251,3,6:26.0,J. Harris enters the game for A. Crabbe,,53,64
252,3,6:11.0,D. Carroll makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,55,64
253,3,5:45.0,,J. Teague misses 2-pt jump shot from 20 ft,55,64
254,3,5:42.0,,Offensive rebound by K. Towns,55,64
255,3,5:42.0,,K. Towns makes 2-pt layup at rim,55,66
256,3,5:30.0,D. Carroll misses 3-pt jump shot from 25 ft,,55,66
257,3,5:30.0,,Defensive rebound by J. Butler,55,66
258,3,5:21.0,,A. Wiggins misses 2-pt jump shot from 5 ft,55,66
259,3,5:21.0,,Offensive rebound by K. Towns,55,66
260,3,5:16.0,,T. Gibson misses 2-pt jump shot from 19 ft,55,66
261,3,5:16.0,,Offensive rebound by K. Towns,55,66
262,3,5:13.0,,Personal foul by D. Carroll (drawn by K. Towns),55,66
263,3,5:13.0,Q. Acy enters the game for D. Carroll,,55,66
264,3,5:12.0,Violation by Q. Acy (kicked ball),,55,66
265,3,5:01.0,,A. Wiggins misses 2-pt jump shot from 15 ft,55,66
266,3,4:59.0,,Offensive rebound by K. Towns,55,66
267,3,4:59.0,,K. Towns makes 2-pt dunk from 1 ft,55,68
268,3,4:44.0,Q. Acy misses 3-pt jump shot from 23 ft,,55,68
269,3,4:41.0,,Defensive rebound by K. Towns,55,68
270,3,4:35.0,,K. Towns misses 3-pt jump shot from 24 ft,55,68
271,3,4:32.0,Defensive rebound by J. Allen,,55,68
272,3,4:27.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,55,68
273,3,4:25.0,,Defensive rebound by K. Towns,55,68
274,3,4:10.0,,K. Towns makes 2-pt hook shot from 5 ft (assist by A. Wiggins),55,70
275,3,4:05.0,Personal foul by J. Butler (drawn by S. Dinwiddie),,55,70
276,3,4:05.0,,G. Dieng enters the game for K. Towns,55,70
277,3,4:05.0,,N. Bjelica enters the game for T. Gibson,55,70
278,3,4:05.0,J. Okafor enters the game for S. Dinwiddie,,55,70
279,3,4:05.0,I. Whitehead enters the game for J. Allen,,55,70
280,3,4:05.0,,T. Jones enters the game for J. Teague,55,70
281,3,3:55.0,Offensive foul by I. Whitehead (drawn by T. Jones),,55,70
282,3,3:55.0,Turnover by I. Whitehead (offensive foul),,55,70
283,3,3:55.0,,J. Crawford enters the game for J. Butler,55,70
284,3,3:45.0,,A. Wiggins makes 2-pt jump shot from 8 ft,55,72
285,3,3:32.0,N. Stauskas misses 3-pt jump shot from 24 ft,,55,72
286,3,3:30.0,,Defensive rebound by G. Dieng,55,72
287,3,3:12.0,,A. Wiggins misses 2-pt jump shot from 8 ft,55,72
288,3,3:12.0,Defensive rebound by J. Okafor,,55,72
289,3,2:51.0,J. Harris makes 2-pt layup at rim (assist by Q. Acy),,57,72
290,3,2:51.0,,Violation by A. Wiggins (def goaltending),57,72
291,3,2:51.0,,Minnesota full timeout,57,72
292,3,2:40.0,,A. Wiggins misses 2-pt jump shot from 4 ft,57,72
293,3,2:38.0,,Offensive rebound by A. Wiggins,57,72
294,3,2:38.0,,A. Wiggins makes 2-pt layup at rim,57,74
295,3,2:34.0,Turnover by Q. Acy (bad pass),,57,74
296,3,2:24.0,,J. Crawford misses 3-pt jump shot from 23 ft,57,74
297,3,2:24.0,Defensive rebound by J. Harris,,57,74
298,3,2:16.0,Shooting foul by G. Dieng (drawn by N. Stauskas),,57,74
299,3,2:16.0,N. Stauskas makes free throw 1 of 2,,58,74
300,3,2:16.0,N. Stauskas makes free throw 2 of 2,,59,74
301,3,2:06.0,,J. Crawford misses 2-pt jump shot from 14 ft,59,74
302,3,2:03.0,Defensive rebound by N. Stauskas,,59,74
303,3,1:56.0,,Violation by G. Dieng (kicked ball),59,74
304,3,1:45.0,I. Whitehead makes 2-pt jump shot from 16 ft,,61,74
305,3,1:24.0,,G. Dieng makes 2-pt jump shot from 17 ft (assist by T. Jones),61,76
306,3,1:02.0,J. Okafor makes 2-pt layup from 2 ft (assist by J. Harris),,63,76
307,3,0:55.0,,Personal foul by I. Whitehead (drawn by J. Crawford),63,76
308,3,0:43.0,,A. Wiggins makes 2-pt jump shot from 5 ft,63,78
309,3,0:34.0,N. Stauskas makes 2-pt layup from 1 ft,,65,78
310,3,0:26.0,,T. Jones misses 2-pt jump shot from 2 ft (block by N. Stauskas),65,78
311,3,0:26.0,,Offensive rebound by Team,65,78
312,3,0:24.0,,J. Crawford misses 3-pt jump shot from 23 ft,65,78
313,3,0:21.0,Defensive rebound by Q. Acy,,65,78
314,3,0:04.0,Personal take foul by T. Jones (drawn by N. Stauskas),,65,78
315,3,0:04.0,,M. Georges-Hunt enters the game for T. Jones,65,78
316,3,0:04.0,,T. Gibson enters the game for N. Bjelica,65,78
317,3,0:01.0,J. Okafor misses 3-pt jump shot from 25 ft,,65,78
318,3,0:00.0,,Defensive rebound by T. Gibson,65,78
319,4,11:49.0,,A. Wiggins misses 2-pt hook shot from 9 ft,65,78
320,4,11:44.0,Defensive rebound by J. Okafor,,65,78
321,4,11:25.0,N. Stauskas misses 3-pt jump shot from 26 ft,,65,78
322,4,11:22.0,Offensive rebound by J. Harris,,65,78
323,4,11:20.0,J. Harris makes 2-pt layup from 1 ft,,67,78
324,4,10:58.0,,J. Crawford makes 3-pt jump shot from 30 ft (assist by G. Dieng),67,81
325,4,10:36.0,J. Okafor makes 2-pt hook shot from 1 ft,,69,81
326,4,10:22.0,,T. Jones makes 2-pt jump shot from 18 ft (assist by G. Dieng),69,83
327,4,10:09.0,S. Dinwiddie misses 2-pt layup from 1 ft,,69,83
328,4,10:05.0,Offensive rebound by J. Okafor,,69,83
329,4,10:04.0,J. Okafor misses 2-pt layup from 2 ft,,69,83
330,4,10:04.0,,Defensive rebound by G. Dieng,69,83
331,4,10:00.0,,J. Crawford misses 2-pt jump shot from 19 ft,69,83
332,4,9:55.0,Defensive rebound by N. Stauskas,,69,83
333,4,9:51.0,N. Stauskas makes 3-pt jump shot from 25 ft,,72,83
334,4,9:35.0,,T. Jones makes 3-pt jump shot from 25 ft,72,86
335,4,9:26.0,J. Harris makes 2-pt layup from 2 ft (assist by S. Dinwiddie),,74,86
336,4,9:26.0,Shooting foul by A. Wiggins (drawn by J. Harris),,74,86
337,4,9:26.0,,K. Towns enters the game for G. Dieng,74,86
338,4,9:26.0,,J. Butler enters the game for A. Wiggins,74,86
339,4,9:26.0,A. Crabbe enters the game for N. Stauskas,,74,86
340,4,9:26.0,J. Harris makes free throw 1 of 1,,75,86
341,4,9:08.0,,N. Bjelica misses 3-pt jump shot from 24 ft,75,86
342,4,9:05.0,Defensive rebound by J. Okafor,,75,86
343,4,8:55.0,J. Okafor makes 2-pt hook shot from 5 ft,,77,86
344,4,8:47.0,,Minnesota full timeout,77,86
345,4,8:47.0,,T. Gibson enters the game for N. Bjelica,77,86
346,4,8:47.0,N. Stauskas enters the game for J. Harris,,77,86
347,4,8:41.0,,J. Butler makes 2-pt layup from 2 ft,77,88
348,4,8:16.0,Shooting foul by K. Towns (drawn by J. Okafor),,77,88
349,4,8:16.0,J. Okafor makes free throw 1 of 2,,78,88
350,4,8:16.0,J. Okafor makes free throw 2 of 2,,79,88
351,4,8:08.0,,Personal foul by A. Crabbe (drawn by J. Butler),79,88
352,4,8:00.0,,K. Towns makes 2-pt jump shot from 19 ft (assist by T. Jones),79,90
353,4,7:40.0,D. Carroll misses 2-pt jump shot from 9 ft (block by J. Butler),,79,90
354,4,7:37.0,Offensive rebound by D. Carroll,,79,90
355,4,7:35.0,Brooklyn full timeout,,79,90
356,4,7:35.0,J. Harris enters the game for N. Stauskas,,79,90
357,4,7:33.0,Turnover by Team (shot clock),,79,90
358,4,7:23.0,,T. Jones makes 2-pt jump shot from 13 ft,79,92
359,4,7:12.0,A. Crabbe misses 3-pt jump shot from 27 ft,,79,92
360,4,7:09.0,,Defensive rebound by K. Towns,79,92
361,4,6:56.0,,K. Towns misses 3-pt jump shot from 25 ft,79,92
362,4,6:53.0,Defensive rebound by S. Dinwiddie,,79,92
363,4,6:42.0,D. Carroll misses 3-pt jump shot from 24 ft,,79,92
364,4,6:39.0,,Defensive rebound by J. Crawford,79,92
365,4,6:31.0,,Personal foul by J. Harris (drawn by J. Butler),79,92
366,4,6:31.0,J. Allen enters the game for J. Okafor,,79,92
367,4,6:24.0,,T. Jones makes 2-pt jump shot from 10 ft,79,94
368,4,6:06.0,J. Harris misses 2-pt layup from 3 ft (block by K. Towns),,79,94
369,4,6:03.0,Offensive rebound by J. Harris,,79,94
370,4,6:03.0,J. Harris misses 2-pt layup from 3 ft,,79,94
371,4,6:01.0,,Defensive rebound by T. Gibson,79,94
372,4,5:56.0,,J. Crawford misses 2-pt jump shot from 6 ft,79,94
373,4,5:55.0,,Offensive rebound by K. Towns,79,94
374,4,5:55.0,,Shooting foul by D. Carroll (drawn by K. Towns),79,94
375,4,5:55.0,,J. Butler makes technical free throw,79,95
376,4,5:55.0,,J. Butler makes technical free throw,79,96
377,4,5:55.0,,K. Towns makes free throw 1 of 2,79,97
378,4,5:55.0,I. Whitehead enters the game for S. Dinwiddie,,79,97
379,4,5:55.0,,K. Towns makes free throw 2 of 2,79,98
380,4,5:52.0,Brooklyn full timeout,,79,98
381,4,5:52.0,N. Stauskas enters the game for A. Crabbe,,79,98
382,4,5:42.0,J. Harris misses 2-pt layup from 5 ft (block by K. Towns),,79,98
