,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
119,2,10:56.0,,Defensive rebound by L. Nance,25,22
120,2,10:49.0,,J. Clarkson makes 2-pt layup at rim (assist by L. Nance),25,24
121,2,10:35.0,D. Green misses 3-pt jump shot from 24 ft,,25,24
122,2,10:34.0,Offensive rebound by Team,,25,24
123,2,10:17.0,J. Lauvergne misses 2-pt layup from 4 ft,,25,24
124,2,10:14.0,Offensive rebound by D. Murray,,25,24
125,2,10:11.0,P. Mills misses 2-pt jump shot from 11 ft (block by L. Nance),,25,24
126,2,10:10.0,Offensive rebound by Team,,25,24
127,2,10:10.0,,L. James enters the game for J. Green,25,24
128,2,10:10.0,Turnover by Team (shot clock),,25,24
129,2,10:00.0,,Personal foul by D. Green (drawn by L. Nance),25,24
130,2,10:00.0,K. Anderson enters the game for D. Green,,25,24
131,2,10:00.0,L. Aldridge enters the game for J. Lauvergne,,25,24
132,2,9:48.0,,Turnover by L. James (bad pass; steal by P. Mills),25,24
133,2,9:37.0,Shooting foul by L. James (drawn by D. Murray),,25,24
134,2,9:37.0,D. Murray misses free throw 1 of 2,,25,24
135,2,9:37.0,Offensive rebound by Team,,25,24
136,2,9:37.0,D. Murray makes free throw 2 of 2,,26,24
137,2,9:26.0,,J. Clarkson makes 2-pt jump shot from 17 ft (assist by L. Nance),26,26
138,2,9:08.0,Turnover by L. Aldridge (lost ball; steal by L. Nance),,26,26
139,2,9:02.0,,L. James makes 2-pt layup at rim (assist by L. Nance),26,28
140,2,8:45.0,L. Aldridge misses 2-pt hook shot from 9 ft,,26,28
141,2,8:43.0,,Defensive rebound by K. Korver,26,28
142,2,8:38.0,,Turnover by L. James (turnover),26,28
143,2,8:24.0,Shooting foul by L. Nance (drawn by L. Aldridge),,26,28
144,2,8:24.0,L. Aldridge makes free throw 1 of 2,,27,28
145,2,8:24.0,L. Aldridge makes free throw 2 of 2,,28,28
146,2,8:11.0,,K. Korver misses 3-pt jump shot from 25 ft,28,28
147,2,8:08.0,Defensive rebound by K. Anderson,,28,28
148,2,8:00.0,B. Forbes misses 3-pt jump shot from 23 ft,,28,28
149,2,7:57.0,,Defensive rebound by J. Clarkson,28,28
150,2,7:48.0,,L. Nance makes 2-pt jump shot from 19 ft (assist by R. Hood),28,30
151,2,7:36.0,D. Murray misses 2-pt jump shot from 15 ft,,28,30
152,2,7:34.0,,Defensive rebound by L. Nance,28,30
153,2,7:27.0,,Turnover by J. Clarkson (bad pass; steal by K. Anderson),28,30
154,2,7:22.0,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. Murray),,31,30
155,2,7:21.0,,Cleveland full timeout,31,30
156,2,7:21.0,,C. Osman enters the game for J. Clarkson,31,30
157,2,7:21.0,,G. Hill enters the game for K. Korver,31,30
158,2,7:21.0,R. Gay enters the game for P. Mills,,31,30
159,2,6:59.0,,Shooting foul by D. Murray (drawn by C. Osman),31,30
160,2,6:59.0,,C. Osman misses free throw 1 of 3,31,30
161,2,6:59.0,,Offensive rebound by Team,31,30
162,2,6:59.0,,C. Osman makes free throw 2 of 3,31,31
163,2,6:59.0,,J. Smith enters the game for R. Hood,31,31
164,2,6:59.0,,C. Osman makes free throw 3 of 3,31,32
165,2,6:51.0,Shooting foul by C. Osman (drawn by L. Aldridge),,31,32
166,2,6:51.0,L. Aldridge makes free throw 1 of 2,,32,32
167,2,6:51.0,L. Aldridge makes free throw 2 of 2,,33,32
168,2,6:35.0,,L. James misses 2-pt jump shot from 6 ft (block by D. Murray),33,32
169,2,6:31.0,,Offensive rebound by G. Hill,33,32
170,2,6:24.0,,L. James makes 2-pt jump shot from 12 ft,33,34
171,2,6:05.0,K. Anderson misses 2-pt jump shot from 19 ft,,33,34
172,2,6:02.0,,Defensive rebound by L. James,33,34
173,2,5:59.0,,L. James makes 2-pt layup at rim,33,36
174,2,5:59.0,,Shooting foul by R. Gay (drawn by L. James),33,36
175,2,5:59.0,,L. James makes free throw 1 of 1,33,37
176,2,5:41.0,B. Forbes makes 2-pt jump shot from 6 ft (assist by D. Murray),,35,37
177,2,5:27.0,,J. Smith misses 3-pt jump shot from 25 ft,35,37
178,2,5:24.0,Defensive rebound by L. Aldridge,,35,37
179,2,5:19.0,D. Murray misses 2-pt jump shot from 8 ft,,35,37
180,2,5:19.0,Offensive rebound by Team,,35,37
181,2,5:19.0,,Loose ball foul by L. Nance (drawn by L. Aldridge),35,37
182,2,5:19.0,,T. Thompson enters the game for L. Nance,35,37
183,2,5:19.0,T. Parker enters the game for D. Murray,,35,37
184,2,5:09.0,Shooting block foul by C. Osman (drawn by L. Aldridge),,35,37
185,2,5:09.0,L. Aldridge makes free throw 1 of 2,,36,37
186,2,5:09.0,,J. Green enters the game for C. Osman,36,37
187,2,5:09.0,P. Gasol enters the game for B. Forbes,,36,37
188,2,5:09.0,P. Mills enters the game for R. Gay,,36,37
189,2,5:09.0,L. Aldridge makes free throw 2 of 2,,37,37
190,2,4:59.0,,Offensive foul by J. Smith (drawn by P. Mills),37,37
191,2,4:59.0,,Turnover by J. Smith (offensive foul),37,37
192,2,4:40.0,L. Aldridge misses 2-pt jump shot from 15 ft,,37,37
193,2,4:35.0,Offensive rebound by P. Gasol,,37,37
194,2,4:35.0,P. Gasol misses 2-pt layup at rim,,37,37
195,2,4:34.0,,Defensive rebound by L. James,37,37
196,2,4:30.0,,J. Green makes 2-pt jump shot from 1 ft (assist by G. Hill),37,39
197,2,4:03.0,L. Aldridge misses 2-pt jump shot from 14 ft,,37,39
198,2,4:01.0,,Defensive rebound by J. Smith,37,39
199,2,3:56.0,,J. Smith makes 2-pt jump shot from 19 ft,37,41
200,2,3:54.0,San Antonio full timeout,,37,41
201,2,3:38.0,P. Mills misses 3-pt jump shot from 26 ft,,37,41
202,2,3:35.0,,Defensive rebound by L. James,37,41
203,2,3:31.0,,J. Green makes 2-pt dunk from 1 ft (assist by L. James),37,43
204,2,3:17.0,K. Anderson misses 2-pt hook shot at rim,,37,43
205,2,3:17.0,,Defensive rebound by L. James,37,43
206,2,3:17.0,,Personal foul by P. Gasol (drawn by L. James),37,43
207,2,3:17.0,D. Green enters the game for K. Anderson,,37,43
208,2,3:07.0,,J. Smith misses 3-pt jump shot from 25 ft,37,43
209,2,3:03.0,Defensive rebound by D. Green,,37,43
210,2,2:55.0,Turnover by D. Green (bad pass; steal by T. Thompson),,37,43
211,2,2:52.0,,L. James makes 2-pt layup at rim,37,45
212,2,2:52.0,,Shooting foul by P. Gasol (drawn by L. James),37,45
213,2,2:52.0,,L. James misses free throw 1 of 1,37,45
214,2,2:49.0,Defensive rebound by P. Gasol,,37,45
215,2,2:40.0,D. Green makes 2-pt jump shot from 20 ft (assist by P. Gasol),,39,45
216,2,2:14.0,,J. Green makes 3-pt jump shot from 23 ft (assist by L. James),39,48
217,2,2:09.0,Shooting foul by J. Smith (drawn by D. Green),,39,48
218,2,2:09.0,D. Green misses free throw 1 of 3,,39,48
219,2,2:09.0,Offensive rebound by Team,,39,48
220,2,2:09.0,D. Green makes free throw 2 of 3,,40,48
221,2,2:09.0,D. Green makes free throw 3 of 3,,41,48
222,2,1:54.0,,Turnover by J. Smith (bad pass; steal by D. Green),41,48
223,2,1:48.0,D. Green makes 3-pt jump shot from 24 ft (assist by P. Mills),,44,48
224,2,1:34.0,,G. Hill misses 2-pt jump shot from 20 ft,44,48
225,2,1:32.0,Defensive rebound by P. Gasol,,44,48
226,2,1:20.0,Shooting foul by G. Hill (drawn by P. Gasol),,44,48
227,2,1:20.0,P. Gasol misses free throw 1 of 2,,44,48
228,2,1:20.0,Offensive rebound by Team,,44,48
229,2,1:20.0,P. Gasol makes free throw 2 of 2,,45,48
230,2,1:03.0,,L. James misses 2-pt jump shot from 15 ft,45,48
231,2,1:03.0,Defensive rebound by P. Mills,,45,48
232,2,0:56.0,D. Green makes 3-pt jump shot from 26 ft (assist by P. Mills),,48,48
233,2,0:33.0,,J. Green misses 2-pt jump shot from 13 ft,48,48
234,2,0:29.0,,Offensive rebound by T. Thompson,48,48
235,2,0:26.0,,T. Thompson misses 2-pt layup from 9 ft,48,48
236,2,0:24.0,,Offensive rebound by G. Hill,48,48
237,2,0:24.0,,G. Hill makes 2-pt layup at rim,48,50
238,2,0:07.0,L. Aldridge makes 2-pt jump shot from 15 ft,,50,50
239,2,0:01.0,,L. James makes 3-pt jump shot from 24 ft,50,53
240,3,11:46.0,,C. Osman misses 3-pt jump shot from 22 ft,50,53
241,3,11:43.0,Defensive rebound by K. Anderson,,50,53
242,3,11:34.0,P. Gasol misses 2-pt jump shot from 23 ft,,50,53
243,3,11:31.0,,Defensive rebound by L. James,50,53
244,3,11:23.0,,J. Smith misses 2-pt jump shot from 20 ft,50,53
245,3,11:21.0,,Offensive rebound by T. Thompson,50,53
246,3,11:14.0,,C. Osman misses 2-pt jump shot from 20 ft,50,53
247,3,11:09.0,Defensive rebound by D. Murray,,50,53
248,3,11:04.0,D. Murray misses 2-pt layup from 2 ft,,50,53
249,3,11:02.0,,Defensive rebound by T. Thompson,50,53
250,3,10:58.0,,J. Smith misses 3-pt jump shot from 26 ft,50,53
251,3,10:53.0,Defensive rebound by L. Aldridge,,50,53
252,3,10:36.0,L. Aldridge makes 2-pt jump shot from 10 ft,,52,53
253,3,10:14.0,,C. Osman misses 2-pt jump shot from 15 ft,52,53
254,3,10:12.0,Defensive rebound by D. Murray,,52,53
255,3,9:58.0,L. Aldridge makes 2-pt jump shot from 7 ft,,54,53
256,3,9:31.0,,L. James makes 2-pt jump shot from 1 ft,54,55
257,3,9:21.0,P. Gasol makes 2-pt layup from 1 ft (assist by P. Mills),,56,55
258,3,8:55.0,,L. James misses 2-pt jump shot from 9 ft,56,55
259,3,8:51.0,Defensive rebound by K. Anderson,,56,55
260,3,8:46.0,Shooting foul by G. Hill (drawn by L. Aldridge),,56,55
261,3,8:46.0,L. Aldridge makes free throw 1 of 2,,57,55
262,3,8:46.0,L. Aldridge misses free throw 2 of 2,,57,55
263,3,8:43.0,,Defensive rebound by C. Osman,57,55
264,3,8:22.0,,T. Thompson misses 2-pt layup from 3 ft (block by D. Murray),57,55
265,3,8:21.0,,Offensive rebound by T. Thompson,57,55
266,3,8:21.0,,Turnover by Team (shot clock),57,55
267,3,8:03.0,P. Gasol makes 2-pt dunk from 1 ft (assist by P. Mills),,59,55
268,3,8:02.0,,Cleveland full timeout,59,55
269,3,7:41.0,,L. James makes 2-pt layup from 1 ft,59,57
270,3,7:21.0,L. Aldridge misses 2-pt jump shot from 12 ft,,59,57
271,3,7:19.0,,Defensive rebound by J. Smith,59,57
272,3,7:11.0,,C. Osman misses 3-pt jump shot from 23 ft,59,57
273,3,7:08.0,Defensive rebound by L. Aldridge,,59,57
274,3,7:02.0,,Violation by C. Osman (kicked ball),59,57
275,3,6:52.0,K. Anderson makes 2-pt hook shot from 10 ft,,61,57
276,3,6:43.0,,R. Hood enters the game for C. Osman,61,57
277,3,6:37.0,,R. Hood misses 3-pt jump shot from 25 ft,61,57
278,3,6:34.0,Defensive rebound by D. Murray,,61,57
279,3,6:28.0,D. Murray makes 2-pt layup at rim (assist by P. Gasol),,63,57
280,3,6:16.0,,L. James makes 2-pt jump shot from 3 ft,63,59
281,3,5:57.0,L. Aldridge makes 2-pt hook shot from 11 ft,,65,59
282,3,5:42.0,,J. Smith misses 3-pt jump shot from 22 ft,65,59
283,3,5:39.0,Defensive rebound by P. Gasol,,65,59
284,3,5:31.0,Personal foul by T. Thompson (drawn by L. Aldridge),,65,59
285,3,5:31.0,,K. Korver enters the game for J. Smith,65,59
286,3,5:31.0,D. Green enters the game for K. Anderson,,65,59
287,3,5:21.0,L. Aldridge misses 2-pt jump shot from 11 ft,,65,59
288,3,5:19.0,,Defensive rebound by L. James,65,59
289,3,5:13.0,,L. James makes 2-pt layup from 1 ft,65,61
290,3,5:12.0,San Antonio full timeout,,65,61
291,3,5:12.0,R. Gay enters the game for P. Gasol,,65,61
292,3,4:56.0,Turnover by D. Green (bad pass; steal by L. James),,65,61
293,3,4:50.0,,Turnover by K. Korver (bad pass; steal by D. Murray),65,61
294,3,4:45.0,R. Gay makes 2-pt layup from 1 ft (assist by D. Murray),,67,61
295,3,4:25.0,,R. Hood makes 2-pt dunk from 1 ft (assist by L. James),67,63
296,3,3:57.0,R. Gay misses 2-pt jump shot from 11 ft,,67,63
297,3,3:57.0,Offensive rebound by Team,,67,63
298,3,3:57.0,Personal foul by T. Thompson (drawn by L. Aldridge),,67,63
299,3,3:40.0,L. Aldridge misses 2-pt jump shot from 14 ft,,67,63
300,3,3:38.0,,Defensive rebound by K. Korver,67,63
301,3,3:35.0,,Personal foul by D. Green (drawn by L. James),67,63
302,3,3:35.0,,L. Nance enters the game for T. Thompson,67,63
303,3,3:35.0,B. Forbes enters the game for P. Mills,,67,63
304,3,3:35.0,T. Parker enters the game for D. Murray,,67,63
305,3,3:35.0,P. Gasol enters the game for L. Aldridge,,67,63
306,3,3:27.0,,G. Hill misses 3-pt jump shot from 23 ft,67,63
307,3,3:24.0,Defensive rebound by R. Gay,,67,63
308,3,3:12.0,P. Gasol makes 2-pt jump shot from 10 ft,,69,63
309,3,3:03.0,,L. James misses 2-pt layup from 6 ft (block by R. Gay),69,63
310,3,3:02.0,Defensive rebound by R. Gay,,69,63
311,3,3:02.0,Personal foul by L. Nance (drawn by R. Gay),,69,63
312,3,3:02.0,,J. Clarkson enters the game for G. Hill,69,63
313,3,2:45.0,P. Gasol misses 2-pt jump shot from 14 ft,,69,63
314,3,2:43.0,,Defensive rebound by L. Nance,69,63
315,3,2:37.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. James),69,66
316,3,2:17.0,P. Gasol misses 2-pt layup from 9 ft (block by L. Nance),,69,66
317,3,2:17.0,Offensive rebound by Team,,69,66
318,3,2:11.0,R. Gay makes 2-pt jump shot from 12 ft,,71,66
319,3,1:56.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. James),71,69
320,3,1:36.0,Turnover by T. Parker (bad pass),,71,69
321,3,1:25.0,,L. James makes 2-pt layup at rim,71,71
322,3,1:05.0,R. Gay misses 2-pt hook shot from 9 ft,,71,71
323,3,1:02.0,,Defensive rebound by K. Korver,71,71
324,3,0:58.0,,J. Clarkson makes 3-pt jump shot from 23 ft (assist by K. Korver),71,74
325,3,0:39.0,R. Gay misses 2-pt jump shot from 11 ft,,71,74
326,3,0:36.0,Offensive rebound by P. Gasol,,71,74
327,3,0:34.0,D. Green makes 3-pt jump shot from 24 ft (assist by P. Gasol),,74,74
328,3,0:14.0,,Turnover by L. James (bad pass; steal by B. Forbes),74,74
329,3,0:04.0,B. Forbes makes 2-pt jump shot from 17 ft,,76,74
330,3,0:00.0,,J. Clarkson misses 3-pt jump shot from 25 ft,76,74
331,3,0:00.0,,Offensive rebound by Team,76,74
332,4,11:40.0,R. Gay misses 2-pt jump shot from 13 ft,,76,74
333,4,11:38.0,,Defensive rebound by R. Hood,76,74
334,4,11:32.0,,R. Hood misses 2-pt layup at rim,76,74
335,4,11:30.0,Defensive rebound by B. Forbes,,76,74
336,4,11:21.0,Shooting foul by J. Clarkson (drawn by D. Green),,76,74
337,4,11:21.0,D. Green makes free throw 1 of 3,,77,74
338,4,11:21.0,D. Green makes free throw 2 of 3,,78,74
339,4,11:21.0,D. Green makes free throw 3 of 3,,79,74
340,4,11:08.0,,Turnover by J. Clarkson (bad pass; steal by D. Murray),79,74
341,4,11:02.0,D. Murray makes 2-pt layup from 1 ft,,81,74
342,4,10:48.0,,J. Clarkson misses 2-pt jump shot from 19 ft,81,74
343,4,10:46.0,Defensive rebound by D. Murray,,81,74
344,4,10:37.0,Personal foul by L. Nance (drawn by P. Gasol),,81,74
345,4,10:26.0,D. Murray makes 2-pt jump shot from 10 ft,,83,74
346,4,10:20.0,,Cleveland full timeout,83,74
347,4,10:10.0,,Turnover by K. Korver (bad pass; steal by R. Gay),83,74
348,4,10:05.0,D. Murray makes 2-pt layup from 2 ft,,85,74
349,4,9:54.0,,L. James enters the game for L. Nance,85,74
350,4,9:54.0,K. Anderson enters the game for B. Forbes,,85,74
351,4,9:46.0,,J. Green misses 3-pt jump shot from 25 ft,85,74
352,4,9:42.0,Defensive rebound by P. Gasol,,85,74
353,4,9:35.0,D. Murray misses 2-pt layup from 1 ft,,85,74
354,4,9:35.0,Offensive rebound by P. Gasol,,85,74
355,4,9:22.0,P. Gasol makes 2-pt jump shot from 20 ft (assist by K. Anderson),,87,74
356,4,9:11.0,,K. Korver misses 3-pt jump shot from 22 ft (block by K. Anderson),87,74
357,4,9:11.0,,Offensive rebound by Team,87,74
358,4,9:11.0,P. Mills enters the game for P. Gasol,,87,74
359,4,9:11.0,L. Aldridge enters the game for R. Gay,,87,74
360,4,9:07.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by R. Hood),87,77
361,4,8:46.0,L. Aldridge misses 2-pt jump shot from 15 ft,,87,77
362,4,8:45.0,,Defensive rebound by L. James,87,77
363,4,8:39.0,,L. James misses 2-pt layup at rim,87,77
364,4,8:34.0,,Offensive rebound by L. James,87,77
365,4,8:34.0,,L. James misses 2-pt layup at rim,87,77
366,4,8:32.0,,Offensive rebound by J. Clarkson,87,77
367,4,8:31.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by L. Aldridge),87,77
368,4,8:26.0,Defensive rebound by D. Murray,,87,77
369,4,8:25.0,K. Anderson makes 2-pt layup from 1 ft (assist by P. Mills),,89,77
370,4,8:05.0,,L. James makes 2-pt dunk at rim,89,79
371,4,8:05.0,San Antonio full timeout,,89,79
372,4,8:05.0,B. Forbes enters the game for D. Green,,89,79
373,4,7:49.0,P. Mills misses 2-pt jump shot from 22 ft,,89,79
374,4,7:44.0,Offensive rebound by D. Murray,,89,79
375,4,7:38.0,Shooting foul by K. Korver (drawn by B. Forbes),,89,79
376,4,7:38.0,B. Forbes misses free throw 1 of 3,,89,79
377,4,7:38.0,Offensive rebound by Team,,89,79
378,4,7:38.0,B. Forbes makes free throw 2 of 3,,90,79
379,4,7:38.0,B. Forbes makes free throw 3 of 3,,91,79
380,4,7:30.0,,Def 3 sec tech foul by P. Mills,91,79
381,4,7:30.0,,K. Korver misses technical free throw,91,79
382,4,7:30.0,,Offensive rebound by Team,91,79
383,4,7:25.0,,Turnover by L. James (traveling),91,79
384,4,7:03.0,D. Murray misses 2-pt jump shot from 11 ft,,91,79
385,4,7:00.0,,Defensive rebound by K. Korver,91,79
386,4,6:57.0,,L. James misses 2-pt layup from 4 ft (block by K. Anderson),91,79
387,4,6:57.0,,Offensive rebound by Team,91,79
388,4,6:57.0,,Technical foul by L. James,91,79
389,4,6:57.0,P. Mills makes technical free throw,,92,79
390,4,6:45.0,,L. James misses 3-pt jump shot from 24 ft,92,79
391,4,6:44.0,Defensive rebound by Team,,92,79
392,4,6:28.0,L. Aldridge misses 2-pt hook shot from 10 ft,,92,79
393,4,6:25.0,,Defensive rebound by K. Korver,92,79
394,4,6:20.0,,J. Green makes 2-pt layup from 1 ft,92,81
395,4,6:09.0,Personal foul by R. Hood (drawn by P. Mills),,92,81
396,4,6:02.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Murray),,94,81
397,4,5:57.0,,Shooting foul by D. Murray (drawn by L. James),94,81
