,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
36,1,6:35.0,K. Dunn misses 2-pt jump shot from 14 ft,,3,11
37,1,6:32.0,,Defensive rebound by P. George,3,11
38,1,6:27.0,,Shooting foul by R. Lopez (drawn by D. Johnson),3,11
39,1,6:27.0,,D. Johnson makes free throw 1 of 2,3,12
40,1,6:27.0,B. Portis enters the game for R. Lopez,,3,12
41,1,6:27.0,,D. Johnson misses free throw 2 of 2,3,12
42,1,6:24.0,Defensive rebound by L. Markkanen,,3,12
43,1,6:12.0,D. Valentine makes 2-pt layup from 1 ft,,5,12
44,1,6:00.0,,Turnover by P. George (lost ball; steal by L. Markkanen),5,12
45,1,5:56.0,Shooting foul by A. Roberson (drawn by Q. Pondexter),,5,12
46,1,5:56.0,Q. Pondexter makes free throw 1 of 2,,6,12
47,1,5:56.0,,J. Grant enters the game for D. Johnson,6,12
48,1,5:56.0,Q. Pondexter misses free throw 2 of 2,,6,12
49,1,5:54.0,,Defensive rebound by C. Anthony,6,12
50,1,5:36.0,,C. Anthony misses 2-pt jump shot from 14 ft,6,12
51,1,5:34.0,Defensive rebound by Team,,6,12
52,1,5:13.0,L. Markkanen misses 2-pt layup from 1 ft,,6,12
53,1,5:11.0,,Defensive rebound by J. Grant,6,12
54,1,4:57.0,,R. Westbrook misses 2-pt layup at rim,6,12
55,1,4:55.0,Defensive rebound by B. Portis,,6,12
56,1,4:48.0,K. Dunn misses 2-pt jump shot from 13 ft,,6,12
57,1,4:46.0,,Defensive rebound by C. Anthony,6,12
58,1,4:28.0,,C. Anthony makes 2-pt jump shot from 13 ft (assist by R. Westbrook),6,14
59,1,4:05.0,B. Portis misses 2-pt jump shot from 10 ft (block by P. George),,6,14
60,1,4:03.0,,Defensive rebound by C. Anthony,6,14
61,1,3:49.0,,P. George makes 2-pt layup at rim,6,16
62,1,3:33.0,,Offensive charge foul by K. Dunn (drawn by J. Grant),6,16
63,1,3:33.0,Turnover by K. Dunn (offensive foul),,6,16
64,1,3:33.0,,Oklahoma City full timeout,6,16
65,1,3:33.0,,Á. Abrines enters the game for A. Roberson,6,16
66,1,3:33.0,A. Blakeney enters the game for Q. Pondexter,,6,16
67,1,3:33.0,P. Zipser enters the game for L. Markkanen,,6,16
68,1,3:19.0,,Personal foul by D. Valentine (drawn by J. Grant),6,16
69,1,3:19.0,,J. Huestis enters the game for C. Anthony,6,16
70,1,3:19.0,,P. Patterson enters the game for P. George,6,16
71,1,3:08.0,,R. Westbrook misses 3-pt jump shot from 25 ft,6,16
72,1,3:05.0,Defensive rebound by K. Dunn,,6,16
73,1,2:50.0,K. Dunn misses 2-pt jump shot from 9 ft,,6,16
74,1,2:47.0,,Defensive rebound by Á. Abrines,6,16
75,1,2:42.0,,R. Westbrook misses 2-pt jump shot from 3 ft,6,16
76,1,2:40.0,Defensive rebound by K. Dunn,,6,16
77,1,2:31.0,Turnover by A. Blakeney (bad pass; steal by J. Huestis),,6,16
78,1,2:14.0,,J. Huestis misses 2-pt layup at rim (block by B. Portis),6,16
79,1,2:13.0,,Offensive rebound by J. Grant,6,16
80,1,2:13.0,,Shooting foul by D. Valentine (drawn by J. Grant),6,16
81,1,2:13.0,,J. Grant makes free throw 1 of 2,6,17
82,1,2:13.0,,R. Felton enters the game for R. Westbrook,6,17
83,1,2:13.0,J. Grant enters the game for K. Dunn,,6,17
84,1,2:13.0,,J. Grant makes free throw 2 of 2,6,18
85,1,1:54.0,P. Zipser misses 2-pt jump shot from 2 ft,,6,18
86,1,1:52.0,,Defensive rebound by J. Grant,6,18
87,1,1:44.0,,J. Huestis makes 2-pt dunk at rim (assist by P. Patterson),6,20
88,1,1:35.0,Turnover by J. Grant (bad pass),,6,20
89,1,1:21.0,,R. Felton makes 2-pt layup at rim,6,22
90,1,1:06.0,Shooting foul by J. Huestis (drawn by A. Blakeney),,6,22
91,1,1:06.0,A. Blakeney misses free throw 1 of 2,,6,22
92,1,1:06.0,Offensive rebound by Team,,6,22
93,1,1:06.0,A. Blakeney makes free throw 2 of 2,,7,22
94,1,0:46.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by J. Grant),7,25
95,1,0:30.0,B. Portis misses 2-pt hook shot from 6 ft (block by J. Grant),,7,25
96,1,0:30.0,Offensive rebound by Team,,7,25
97,1,0:22.0,B. Portis misses 2-pt jump shot from 14 ft,,7,25
98,1,0:22.0,Offensive rebound by Team,,7,25
99,1,0:22.0,Turnover by Team (shot clock),,7,25
100,1,0:02.0,,R. Felton misses 2-pt jump shot at rim,7,25
101,1,0:01.0,,Offensive rebound by R. Felton,7,25
102,1,0:01.0,,R. Felton misses 2-pt layup at rim,7,25
103,1,0:01.0,,Offensive rebound by J. Grant,7,25
104,1,0:01.0,,J. Grant makes 2-pt layup at rim,7,27
105,2,11:43.0,,J. Grant misses 2-pt layup from 2 ft,7,27
106,2,11:42.0,Defensive rebound by C. Felício,,7,27
107,2,11:32.0,D. Valentine makes 2-pt jump shot from 5 ft,,9,27
108,2,11:08.0,,P. George misses 2-pt jump shot from 13 ft,9,27
109,2,11:05.0,Defensive rebound by A. Blakeney,,9,27
110,2,10:59.0,Turnover by A. Blakeney (out of bounds lost ball),,9,27
111,2,10:48.0,,P. George makes 2-pt jump shot from 16 ft (assist by R. Felton),9,29
112,2,10:35.0,Personal foul by P. Patterson (drawn by J. Grant),,9,29
113,2,10:29.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by B. Portis),,12,29
114,2,10:13.0,,Á. Abrines misses 3-pt jump shot from 24 ft,12,29
115,2,10:11.0,Defensive rebound by B. Portis,,12,29
116,2,9:50.0,B. Portis misses 3-pt jump shot from 26 ft,,12,29
117,2,9:48.0,,Defensive rebound by Á. Abrines,12,29
118,2,9:42.0,,Turnover by R. Felton (bad pass),12,29
119,2,9:32.0,Turnover by B. Portis (traveling),,12,29
120,2,9:21.0,,Shooting foul by B. Portis (drawn by P. George),12,29
121,2,9:21.0,,P. George makes free throw 1 of 2,12,30
122,2,9:21.0,,R. Westbrook enters the game for R. Felton,12,30
123,2,9:21.0,,P. George makes free throw 2 of 2,12,31
124,2,9:11.0,B. Portis misses 2-pt jump shot from 18 ft,,12,31
125,2,9:08.0,,Defensive rebound by P. George,12,31
126,2,9:05.0,,Personal block foul by C. Felício (drawn by P. George),12,31
127,2,8:55.0,,Shooting foul by A. Blakeney (drawn by P. George),12,31
128,2,8:55.0,,P. George misses free throw 1 of 2,12,31
129,2,8:55.0,,Offensive rebound by Team,12,31
130,2,8:55.0,,P. George makes free throw 2 of 2,12,32
131,2,8:41.0,C. Felício makes 2-pt hook shot from 6 ft,,14,32
132,2,8:23.0,,P. George misses 3-pt jump shot from 24 ft,14,32
133,2,8:23.0,,Offensive rebound by Team,14,32
134,2,8:23.0,Loose ball foul by A. Blakeney (drawn by Á. Abrines),,14,32
135,2,8:23.0,L. Markkanen enters the game for B. Portis,,14,32
136,2,8:12.0,K. Dunn enters the game for A. Blakeney,,14,32
137,2,8:12.0,,Oklahoma City full timeout,14,32
138,2,8:06.0,,Turnover by P. George (bad pass; steal by C. Felício),14,32
139,2,8:02.0,D. Valentine makes 3-pt jump shot from 24 ft,,17,32
140,2,7:52.0,,J. Grant makes 2-pt layup at rim (assist by R. Westbrook),17,34
141,2,7:35.0,Turnover by C. Felício (bad pass; steal by R. Westbrook),,17,34
142,2,7:29.0,,Á. Abrines misses 3-pt jump shot from 24 ft,17,34
143,2,7:25.0,,Offensive rebound by J. Grant,17,34
144,2,7:16.0,,Shooting foul by J. Grant (drawn by J. Grant),17,34
145,2,7:16.0,,J. Grant makes free throw 1 of 2,17,35
146,2,7:16.0,Q. Pondexter enters the game for C. Felício,,17,35
147,2,7:16.0,R. Lopez enters the game for D. Valentine,,17,35
148,2,7:16.0,,J. Grant makes free throw 2 of 2,17,36
149,2,7:07.0,L. Markkanen makes 2-pt jump shot from 4 ft,,19,36
150,2,6:43.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by P. Patterson),19,39
151,2,6:41.0,Chicago full timeout,,19,39
152,2,6:41.0,,C. Anthony enters the game for J. Grant,19,39
153,2,6:20.0,K. Dunn misses 2-pt jump shot from 6 ft,,19,39
154,2,6:14.0,Offensive rebound by R. Lopez,,19,39
155,2,6:14.0,R. Lopez makes 2-pt layup at rim,,21,39
156,2,5:58.0,,R. Westbrook makes 2-pt dunk at rim,21,41
157,2,5:50.0,J. Grant makes 2-pt jump shot from 14 ft (assist by K. Dunn),,23,41
158,2,5:29.0,,Shooting foul by K. Dunn (drawn by R. Westbrook),23,41
159,2,5:29.0,,R. Westbrook makes free throw 1 of 2,23,42
160,2,5:29.0,D. Valentine enters the game for J. Grant,,23,42
161,2,5:29.0,B. Portis enters the game for R. Lopez,,23,42
162,2,5:29.0,,R. Westbrook makes free throw 2 of 2,23,43
163,2,5:20.0,D. Valentine misses 3-pt jump shot from 25 ft,,23,43
164,2,5:15.0,Offensive rebound by B. Portis,,23,43
165,2,5:15.0,Turnover by B. Portis (bad pass; steal by R. Westbrook),,23,43
166,2,5:15.0,,J. Grant enters the game for P. Patterson,23,43
167,2,5:08.0,,R. Westbrook makes 2-pt dunk at rim,23,45
168,2,4:44.0,L. Markkanen misses 3-pt jump shot from 23 ft,,23,45
169,2,4:44.0,Offensive rebound by B. Portis,,23,45
170,2,4:44.0,Turnover by Team (shot clock),,23,45
171,2,4:23.0,,C. Anthony misses 2-pt jump shot from 13 ft (block by L. Markkanen),23,45
172,2,4:19.0,Defensive rebound by B. Portis,,23,45
173,2,4:11.0,L. Markkanen misses 2-pt jump shot from 13 ft,,23,45
174,2,4:09.0,,Defensive rebound by J. Grant,23,45
175,2,3:56.0,,Shooting foul by L. Markkanen (drawn by C. Anthony),23,45
176,2,3:56.0,,C. Anthony makes free throw 1 of 2,23,46
177,2,3:56.0,R. Lopez enters the game for B. Portis,,23,46
178,2,3:56.0,,C. Anthony misses free throw 2 of 2,23,46
179,2,3:54.0,Defensive rebound by L. Markkanen,,23,46
180,2,3:45.0,Personal foul by R. Westbrook (drawn by L. Markkanen),,23,46
181,2,3:43.0,Turnover by Q. Pondexter (bad pass; steal by R. Westbrook),,23,46
182,2,3:42.0,,R. Westbrook makes 2-pt dunk at rim,23,48
183,2,3:42.0,,Shooting foul by K. Dunn (drawn by R. Westbrook),23,48
184,2,3:42.0,J. Grant enters the game for K. Dunn,,23,48
185,2,3:42.0,,R. Westbrook makes free throw 1 of 1,23,49
186,2,3:39.0,Chicago full timeout,,23,49
187,2,3:39.0,A. Blakeney enters the game for Q. Pondexter,,23,49
188,2,3:23.0,A. Blakeney makes 3-pt jump shot from 27 ft,,26,49
189,2,3:00.0,,J. Grant misses 2-pt layup at rim,26,49
190,2,2:52.0,Defensive rebound by R. Lopez,,26,49
191,2,2:38.0,A. Blakeney misses 3-pt jump shot from 25 ft,,26,49
192,2,2:29.0,,Defensive rebound by P. George,26,49
193,2,2:27.0,,C. Anthony misses 2-pt jump shot from 18 ft,26,49
194,2,2:16.0,Defensive rebound by A. Blakeney,,26,49
195,2,2:12.0,A. Blakeney misses 2-pt layup from 1 ft,,26,49
196,2,2:08.0,,Defensive rebound by R. Westbrook,26,49
197,2,2:08.0,,Shooting foul by L. Markkanen (drawn by R. Westbrook),26,49
198,2,2:08.0,,R. Westbrook makes free throw 1 of 2,26,50
199,2,2:08.0,,A. Roberson enters the game for Á. Abrines,26,50
200,2,2:08.0,,R. Westbrook makes free throw 2 of 2,26,51
201,2,1:49.0,R. Lopez makes 2-pt dunk at rim (assist by J. Grant),,28,51
202,2,1:33.0,,J. Grant misses 3-pt jump shot from 23 ft,28,51
203,2,1:29.0,,Offensive rebound by A. Roberson,28,51
204,2,1:28.0,,J. Grant makes 2-pt dunk at rim (assist by A. Roberson),28,53
205,2,1:05.0,R. Lopez misses 2-pt jump shot from 19 ft,,28,53
206,2,1:02.0,,Defensive rebound by C. Anthony,28,53
207,2,0:59.0,,P. George misses 3-pt jump shot from 25 ft,28,53
208,2,0:58.0,Defensive rebound by Team,,28,53
209,2,0:52.0,Personal foul by P. George (drawn by J. Grant),,28,53
210,2,0:46.0,Shooting foul by J. Grant (drawn by R. Lopez),,28,53
211,2,0:46.0,R. Lopez makes free throw 1 of 2,,29,53
212,2,0:46.0,B. Portis enters the game for L. Markkanen,,29,53
213,2,0:46.0,R. Lopez makes free throw 2 of 2,,30,53
214,2,0:39.0,,Turnover by R. Westbrook (lost ball; steal by J. Grant),30,53
215,2,0:35.0,Shooting foul by P. George (drawn by J. Grant),,30,53
216,2,0:35.0,J. Grant makes free throw 1 of 2,,31,53
217,2,0:35.0,C. Felício enters the game for R. Lopez,,31,53
218,2,0:35.0,J. Grant makes free throw 2 of 2,,32,53
219,2,0:28.0,,R. Westbrook makes 3-pt jump shot from 24 ft,32,56
220,2,0:08.0,J. Grant misses 2-pt layup from 2 ft,,32,56
221,2,0:05.0,Offensive rebound by C. Felício,,32,56
222,2,0:05.0,Shooting foul by A. Roberson (drawn by C. Felício),,32,56
223,2,0:05.0,C. Felício makes free throw 1 of 2,,33,56
224,2,0:05.0,,Á. Abrines enters the game for A. Roberson,33,56
225,2,0:05.0,P. Zipser enters the game for D. Valentine,,33,56
226,2,0:05.0,C. Felício makes free throw 2 of 2,,34,56
227,2,0:00.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),34,58
228,3,11:36.0,,P. George misses 3-pt jump shot from 22 ft,34,58
229,3,11:32.0,Defensive rebound by D. Valentine,,34,58
230,3,11:21.0,L. Markkanen makes 2-pt jump shot from 4 ft (assist by K. Dunn),,36,58
231,3,11:21.0,Shooting foul by D. Johnson (drawn by L. Markkanen),,36,58
232,3,11:21.0,L. Markkanen makes free throw 1 of 1,,37,58
233,3,11:06.0,,D. Johnson misses 2-pt jump shot from 11 ft,37,58
234,3,11:03.0,Defensive rebound by L. Markkanen,,37,58
235,3,10:47.0,L. Markkanen misses 2-pt jump shot from 13 ft,,37,58
236,3,10:45.0,Offensive rebound by Q. Pondexter,,37,58
237,3,10:45.0,Shooting foul by R. Westbrook (drawn by Q. Pondexter),,37,58
238,3,10:45.0,Q. Pondexter makes free throw 1 of 2,,38,58
239,3,10:45.0,Q. Pondexter makes free throw 2 of 2,,39,58
240,3,10:30.0,,P. George misses 2-pt jump shot from 14 ft,39,58
241,3,10:30.0,,Offensive rebound by Team,39,58
242,3,10:30.0,,Personal foul by Q. Pondexter (drawn by D. Johnson),39,58
243,3,10:16.0,,R. Westbrook misses 3-pt jump shot from 24 ft,39,58
244,3,10:13.0,Defensive rebound by L. Markkanen,,39,58
245,3,9:53.0,R. Lopez misses 3-pt jump shot from 24 ft,,39,58
246,3,9:50.0,,Defensive rebound by P. George,39,58
247,3,9:41.0,,C. Anthony misses 2-pt jump shot from 11 ft,39,58
248,3,9:38.0,,Offensive rebound by A. Roberson,39,58
249,3,9:38.0,,A. Roberson makes 2-pt layup at rim,39,60
250,3,9:16.0,L. Markkanen misses 3-pt jump shot from 22 ft,,39,60
251,3,9:11.0,,Defensive rebound by C. Anthony,39,60
252,3,9:07.0,,Shooting foul by L. Markkanen (drawn by C. Anthony),39,60
253,3,9:07.0,,C. Anthony makes free throw 1 of 2,39,61
254,3,9:07.0,,C. Anthony makes free throw 2 of 2,39,62
255,3,8:55.0,K. Dunn misses 3-pt jump shot from 23 ft,,39,62
256,3,8:52.0,,Defensive rebound by P. George,39,62
257,3,8:41.0,,Turnover by P. George (bad pass; steal by K. Dunn),39,62
258,3,8:21.0,D. Valentine misses 2-pt jump shot from 18 ft,,39,62
259,3,8:19.0,,Defensive rebound by R. Westbrook,39,62
260,3,8:14.0,,Shooting foul by R. Lopez (drawn by D. Johnson),39,62
261,3,8:14.0,,D. Johnson makes free throw 1 of 2,39,63
262,3,8:14.0,,D. Johnson makes free throw 2 of 2,39,64
263,3,7:52.0,K. Dunn misses 2-pt layup at rim,,39,64
264,3,7:50.0,,Defensive rebound by A. Roberson,39,64
265,3,7:50.0,,Turnover by A. Roberson (bad pass; steal by Q. Pondexter),39,64
266,3,7:46.0,Q. Pondexter misses 2-pt jump shot from 1 ft,,39,64
267,3,7:46.0,,Defensive rebound by Team,39,64
268,3,7:29.0,,R. Westbrook misses 3-pt jump shot from 25 ft,39,64
269,3,7:29.0,Defensive rebound by L. Markkanen,,39,64
270,3,7:03.0,Q. Pondexter misses 2-pt jump shot from 6 ft,,39,64
271,3,7:01.0,,Defensive rebound by D. Johnson,39,64
272,3,6:55.0,,Turnover by R. Westbrook (lost ball; steal by D. Valentine),39,64
273,3,6:49.0,L. Markkanen makes 2-pt dunk at rim (assist by D. Valentine),,41,64
274,3,6:29.0,,C. Anthony misses 2-pt jump shot from 12 ft,41,64
275,3,6:29.0,,Offensive rebound by A. Roberson,41,64
276,3,6:23.0,,Turnover by R. Westbrook (bad pass; steal by L. Markkanen),41,64
277,3,6:05.0,D. Valentine makes 3-pt jump shot from 24 ft (assist by R. Lopez),,44,64
278,3,6:04.0,,Oklahoma City full timeout,44,64
279,3,6:04.0,,J. Grant enters the game for D. Johnson,44,64
280,3,5:52.0,,R. Westbrook makes 2-pt layup from 1 ft,44,66
281,3,5:30.0,K. Dunn misses 2-pt jump shot from 17 ft,,44,66
282,3,5:26.0,,Defensive rebound by C. Anthony,44,66
283,3,5:12.0,,R. Westbrook misses 2-pt jump shot from 12 ft,44,66
284,3,5:09.0,Defensive rebound by D. Valentine,,44,66
285,3,4:53.0,L. Markkanen makes 3-pt jump shot from 24 ft (assist by D. Valentine),,47,66
286,3,4:36.0,,P. George misses 2-pt jump shot from 17 ft,47,66
287,3,4:31.0,Defensive rebound by L. Markkanen,,47,66
288,3,4:27.0,Shooting foul by P. George (drawn by Q. Pondexter),,47,66
289,3,4:27.0,Q. Pondexter makes free throw 1 of 2,,48,66
290,3,4:27.0,,J. Huestis enters the game for P. George,48,66
291,3,4:27.0,J. Grant enters the game for K. Dunn,,48,66
292,3,4:27.0,Q. Pondexter misses free throw 2 of 2,,48,66
293,3,4:24.0,,Defensive rebound by A. Roberson,48,66
294,3,4:10.0,,Personal foul by Q. Pondexter (drawn by R. Westbrook),48,66
295,3,4:07.0,,Personal foul by Q. Pondexter (drawn by C. Anthony),48,66
296,3,4:07.0,,C. Anthony makes free throw 1 of 2,48,67
297,3,4:07.0,,C. Anthony makes free throw 2 of 2,48,68
298,3,3:54.0,D. Valentine misses 3-pt jump shot from 24 ft,,48,68
299,3,3:52.0,,Defensive rebound by C. Anthony,48,68
300,3,3:47.0,,Shooting foul by D. Valentine (drawn by R. Westbrook),48,68
301,3,3:47.0,,R. Westbrook makes free throw 1 of 2,48,69
302,3,3:47.0,,R. Westbrook makes free throw 2 of 2,48,70
303,3,3:31.0,Q. Pondexter misses 3-pt jump shot from 22 ft,,48,70
304,3,3:30.0,Offensive rebound by Team,,48,70
305,3,3:30.0,,Á. Abrines enters the game for A. Roberson,48,70
306,3,3:29.0,Personal foul by Á. Abrines (drawn by L. Markkanen),,48,70
307,3,3:29.0,B. Portis enters the game for L. Markkanen,,48,70
308,3,3:16.0,J. Grant misses 2-pt jump shot from 17 ft,,48,70
309,3,3:14.0,,Defensive rebound by C. Anthony,48,70
310,3,3:08.0,,Personal foul by Q. Pondexter (drawn by C. Anthony),48,70
311,3,3:08.0,,C. Anthony makes free throw 1 of 2,48,71
312,3,3:08.0,A. Blakeney enters the game for Q. Pondexter,,48,71
313,3,3:08.0,,C. Anthony makes free throw 2 of 2,48,72
314,3,3:05.0,Chicago full timeout,,48,72
315,3,3:05.0,,R. Felton enters the game for R. Westbrook,48,72
316,3,3:05.0,,P. Patterson enters the game for C. Anthony,48,72
317,3,2:49.0,A. Blakeney misses 2-pt jump shot from 14 ft,,48,72
318,3,2:45.0,,Defensive rebound by J. Grant,48,72
319,3,2:35.0,,P. Patterson misses 3-pt jump shot from 25 ft,48,72
320,3,2:32.0,,Offensive rebound by P. Patterson,48,72
321,3,2:29.0,,Á. Abrines makes 3-pt jump shot from 26 ft (assist by J. Huestis),48,75
322,3,2:06.0,D. Valentine misses 3-pt jump shot from 24 ft,,48,75
323,3,2:02.0,Offensive rebound by Team,,48,75
324,3,2:02.0,Turnover by J. Grant (bad pass),,48,75
325,3,1:50.0,Offensive charge foul by J. Grant (drawn by J. Grant),,48,75
326,3,1:50.0,,Turnover by J. Grant (offensive foul),48,75
327,3,1:50.0,P. Zipser enters the game for D. Valentine,,48,75
328,3,1:31.0,B. Portis makes 3-pt jump shot from 22 ft (assist by J. Grant),,51,75
329,3,1:15.0,,J. Grant misses 3-pt jump shot from 24 ft,51,75
330,3,1:12.0,Defensive rebound by B. Portis,,51,75
331,3,1:07.0,A. Blakeney makes 2-pt jump shot from 13 ft,,53,75
332,3,1:07.0,Shooting foul by J. Grant (drawn by A. Blakeney),,53,75
333,3,1:07.0,,P. George enters the game for J. Huestis,53,75
334,3,1:07.0,A. Blakeney makes free throw 1 of 1,,54,75
335,3,0:56.0,,Personal foul by B. Portis (drawn by P. Patterson),54,75
336,3,0:56.0,,P. Patterson makes free throw 1 of 2,54,76
337,3,0:56.0,,P. Patterson makes free throw 2 of 2,54,77
338,3,0:41.0,P. Zipser misses 3-pt jump shot from 25 ft,,54,77
339,3,0:37.0,,Defensive rebound by Á. Abrines,54,77
340,3,0:32.0,,P. George misses 3-pt jump shot from 25 ft,54,77
341,3,0:31.0,Defensive rebound by Team,,54,77
342,3,0:26.0,Shooting block foul by R. Felton (drawn by J. Grant),,54,77
343,3,0:26.0,J. Grant makes free throw 1 of 2,,55,77
344,3,0:26.0,C. Felício enters the game for R. Lopez,,55,77
345,3,0:26.0,J. Grant makes free throw 2 of 2,,56,77
346,3,0:06.0,,Offensive foul by P. George (drawn by J. Grant),56,77
347,3,0:06.0,,Turnover by P. George (offensive foul),56,77
348,3,0:03.0,Offensive foul by J. Grant (drawn by P. Patterson),,56,77
349,3,0:03.0,Turnover by J. Grant (offensive foul),,56,77
350,3,0:00.0,,P. George misses 3-pt jump shot from 46 ft,56,77
351,3,0:00.0,,Offensive rebound by Team,56,77
352,4,11:46.0,A. Blakeney makes 3-pt jump shot from 24 ft,,59,77
353,4,11:30.0,,Personal foul by P. Zipser (drawn by P. Patterson),59,77
354,4,11:16.0,,P. George misses 3-pt jump shot from 25 ft,59,77
355,4,11:12.0,,Offensive rebound by J. Grant,59,77
356,4,11:03.0,,Á. Abrines misses 3-pt jump shot from 23 ft,59,77
357,4,11:01.0,Defensive rebound by J. Grant,,59,77
358,4,10:52.0,J. Grant misses 3-pt jump shot from 24 ft,,59,77
359,4,10:48.0,,Defensive rebound by Á. Abrines,59,77
360,4,10:40.0,,R. Felton makes 3-pt jump shot from 24 ft,59,80
361,4,10:21.0,P. Zipser misses 2-pt jump shot from 16 ft,,59,80
362,4,10:20.0,,Defensive rebound by Team,59,80
363,4,10:09.0,,R. Felton misses 3-pt jump shot from 25 ft,59,80
364,4,10:04.0,Defensive rebound by B. Portis,,59,80
365,4,9:53.0,B. Portis makes 2-pt layup from 1 ft,,61,80
366,4,9:33.0,,Turnover by P. George (bad pass),61,80
367,4,9:23.0,B. Portis misses 3-pt jump shot from 23 ft,,61,80
368,4,9:21.0,,Defensive rebound by R. Felton,61,80
369,4,8:58.0,,Á. Abrines misses 3-pt jump shot from 22 ft,61,80
370,4,8:53.0,Defensive rebound by J. Grant,,61,80
371,4,8:39.0,A. Blakeney makes 2-pt jump shot from 18 ft (assist by B. Portis),,63,80
372,4,8:23.0,,P. George misses 2-pt jump shot from 18 ft,63,80
373,4,8:21.0,Defensive rebound by B. Portis,,63,80
374,4,8:01.0,A. Blakeney misses 2-pt jump shot from 9 ft,,63,80
375,4,7:59.0,,Defensive rebound by R. Felton,63,80
376,4,7:39.0,,P. Patterson misses 3-pt jump shot from 23 ft,63,80
377,4,7:36.0,Defensive rebound by B. Portis,,63,80
378,4,7:31.0,Turnover by B. Portis (lost ball; steal by J. Grant),,63,80
379,4,7:27.0,,Shooting foul by P. Zipser (drawn by Á. Abrines),63,80
380,4,7:27.0,,Á. Abrines makes free throw 1 of 2,63,81
381,4,7:27.0,,R. Westbrook enters the game for R. Felton,63,81
382,4,7:27.0,,C. Anthony enters the game for P. Patterson,63,81
383,4,7:27.0,K. Dunn enters the game for J. Grant,,63,81
384,4,7:27.0,L. Markkanen enters the game for B. Portis,,63,81
385,4,7:27.0,,Á. Abrines misses free throw 2 of 2,63,81
386,4,7:25.0,Defensive rebound by P. Zipser,,63,81
387,4,7:09.0,K. Dunn misses 2-pt jump shot from 10 ft,,63,81
388,4,7:05.0,,Defensive rebound by J. Grant,63,81
389,4,6:57.0,,Shooting foul by A. Blakeney (drawn by J. Grant),63,81
390,4,6:57.0,,Oklahoma City full timeout,63,81
391,4,6:57.0,,R. Felton enters the game for P. George,63,81
392,4,6:57.0,,J. Grant misses free throw 1 of 2,63,81
393,4,6:57.0,,Offensive rebound by Team,63,81
