,QUARTER,TIME_REMAINING,INDIANA_ACTION,MINNESOTA_ACTION,INDIANA_SCORE,MINNESOTA_SCORE
44,1,6:49.0,Defensive rebound by D. Sabonis,,17,9
45,1,6:38.0,B. Bogdanović makes 2-pt jump shot from 15 ft,,19,9
46,1,6:16.0,,Turnover by K. Towns (lost ball; steal by T. Young),19,9
47,1,6:11.0,B. Bogdanović misses 2-pt jump shot from 7 ft,,19,9
48,1,6:07.0,,Defensive rebound by A. Wiggins,19,9
49,1,6:03.0,,S. Muhammad misses 2-pt layup from 2 ft,19,9
50,1,6:00.0,Defensive rebound by B. Bogdanović,,19,9
51,1,5:51.0,Shooting foul by K. Towns (drawn by D. Sabonis),,19,9
52,1,5:51.0,D. Sabonis misses free throw 1 of 2,,19,9
53,1,5:51.0,Offensive rebound by Team,,19,9
54,1,5:51.0,D. Sabonis makes free throw 2 of 2,,20,9
55,1,5:42.0,,Shooting foul by T. Young (drawn by A. Wiggins),20,9
56,1,5:42.0,,A. Wiggins misses free throw 1 of 2,20,9
57,1,5:42.0,,Offensive rebound by Team,20,9
58,1,5:42.0,,A. Wiggins makes free throw 2 of 2,20,10
59,1,5:31.0,Offensive foul by D. Sabonis (drawn by A. Wiggins),,20,10
60,1,5:31.0,Turnover by D. Sabonis (offensive foul),,20,10
61,1,5:31.0,A. Jefferson enters the game for D. Sabonis,,20,10
62,1,5:17.0,,Personal foul by A. Jefferson (drawn by K. Towns),20,10
63,1,5:08.0,,K. Towns makes 2-pt jump shot from 10 ft (assist by J. Teague),20,12
64,1,4:44.0,V. Oladipo makes 2-pt jump shot from 20 ft,,22,12
65,1,4:33.0,,S. Muhammad misses 2-pt jump shot from 10 ft,22,12
66,1,4:30.0,Defensive rebound by T. Young,,22,12
67,1,4:25.0,B. Bogdanović makes 2-pt jump shot from 9 ft,,24,12
68,1,4:06.0,,A. Wiggins misses 2-pt jump shot from 3 ft,24,12
69,1,4:03.0,Defensive rebound by A. Jefferson,,24,12
70,1,3:54.0,D. Collison makes 2-pt layup from 1 ft,,26,12
71,1,3:46.0,,Minnesota full timeout,26,12
72,1,3:46.0,,G. Dieng enters the game for S. Muhammad,26,12
73,1,3:46.0,,N. Bjelica enters the game for K. Towns,26,12
74,1,3:46.0,,J. Crawford enters the game for T. Gibson,26,12
75,1,3:46.0,L. Stephenson enters the game for B. Bogdanović,,26,12
76,1,3:31.0,,G. Dieng misses 2-pt jump shot from 17 ft,26,12
77,1,3:29.0,Defensive rebound by D. Collison,,26,12
78,1,3:25.0,V. Oladipo makes 2-pt layup from 1 ft (assist by D. Collison),,28,12
79,1,3:15.0,,J. Teague makes 2-pt layup at rim,28,14
80,1,3:01.0,Turnover by T. Young (traveling),,28,14
81,1,3:01.0,C. Joseph enters the game for D. Collison,,28,14
82,1,3:01.0,T. Leaf enters the game for T. Young,,28,14
83,1,2:49.0,,Turnover by J. Crawford (bad pass; steal by C. Joseph),28,14
84,1,2:42.0,T. Leaf makes 2-pt jump shot from 10 ft (assist by L. Stephenson),,30,14
85,1,2:23.0,Offensive charge foul by A. Wiggins (drawn by A. Jefferson),,30,14
86,1,2:23.0,,Turnover by A. Wiggins (offensive foul),30,14
87,1,2:23.0,,T. Jones enters the game for J. Teague,30,14
88,1,2:08.0,T. Leaf misses 2-pt layup from 1 ft,,30,14
89,1,2:05.0,,Defensive rebound by G. Dieng,30,14
90,1,2:01.0,,J. Crawford makes 2-pt layup from 1 ft,30,16
91,1,1:38.0,,Violation by G. Dieng (kicked ball),30,16
92,1,1:25.0,L. Stephenson misses 2-pt jump shot from 22 ft,,30,16
93,1,1:24.0,,Defensive rebound by Team,30,16
94,1,1:07.0,,G. Dieng makes 2-pt dunk at rim (assist by J. Crawford),30,18
95,1,0:41.0,T. Leaf makes 3-pt jump shot from 22 ft (assist by C. Joseph),,33,18
96,1,0:29.0,,J. Crawford misses 3-pt jump shot from 25 ft,33,18
97,1,0:27.0,,Offensive rebound by G. Dieng,33,18
98,1,0:06.0,,Shooting foul by T. Leaf (drawn by J. Crawford),33,18
99,1,0:06.0,,J. Crawford makes free throw 1 of 2,33,19
100,1,0:06.0,,J. Crawford makes free throw 2 of 2,33,20
101,1,0:03.0,Personal take foul by A. Wiggins (drawn by V. Oladipo),,33,20
102,1,0:00.0,C. Joseph misses 2-pt jump shot from 7 ft,,33,20
103,1,0:00.0,Offensive rebound by Team,,33,20
104,2,11:40.0,L. Stephenson misses 2-pt jump shot from 10 ft,,33,20
105,2,11:37.0,,Defensive rebound by T. Jones,33,20
106,2,11:28.0,,Shooting foul by C. Joseph (drawn by T. Jones),33,20
107,2,11:28.0,,T. Jones makes free throw 1 of 3,33,21
108,2,11:28.0,,T. Jones makes free throw 2 of 3,33,22
109,2,11:28.0,,T. Jones makes free throw 3 of 3,33,23
110,2,11:07.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by D. Collison),,36,23
111,2,10:51.0,,G. Dieng makes 2-pt layup from 1 ft (assist by J. Crawford),36,25
112,2,10:45.0,Violation by A. Jefferson (def goaltending),,36,25
113,2,10:39.0,T. Leaf makes 2-pt layup from 2 ft,,38,25
114,2,10:17.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by S. Muhammad),38,27
115,2,9:50.0,D. Collison misses 3-pt jump shot from 26 ft,,38,27
116,2,9:46.0,,Defensive rebound by G. Dieng,38,27
117,2,9:43.0,,J. Crawford misses 2-pt jump shot from 10 ft,38,27
118,2,9:42.0,,Offensive rebound by T. Jones,38,27
119,2,9:39.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by T. Jones),38,30
120,2,9:37.0,Indiana full timeout,,38,30
121,2,9:20.0,Turnover by A. Jefferson (traveling),,38,30
122,2,9:03.0,,N. Bjelica misses 3-pt jump shot from 25 ft,38,30
123,2,9:00.0,Defensive rebound by A. Jefferson,,38,30
124,2,8:49.0,,Violation by G. Dieng (kicked ball),38,30
125,2,8:36.0,T. Leaf makes 2-pt jump shot from 5 ft (assist by D. Collison),,40,30
126,2,8:16.0,,N. Bjelica makes 3-pt jump shot from 24 ft (assist by G. Dieng),40,33
127,2,8:03.0,,Violation by G. Dieng (kicked ball),40,33
128,2,8:03.0,,K. Towns enters the game for G. Dieng,40,33
129,2,8:03.0,D. Sabonis enters the game for A. Jefferson,,40,33
130,2,7:56.0,D. Collison misses 3-pt jump shot from 23 ft,,40,33
131,2,7:52.0,,Defensive rebound by T. Jones,40,33
132,2,7:50.0,,Shooting foul by D. Collison (drawn by J. Crawford),40,33
133,2,7:50.0,,J. Crawford makes free throw 1 of 2,40,34
134,2,7:50.0,B. Bogdanović enters the game for D. Collison,,40,34
135,2,7:50.0,,J. Crawford makes free throw 2 of 2,40,35
136,2,7:38.0,L. Stephenson misses 2-pt layup from 2 ft (block by K. Towns),,40,35
137,2,7:38.0,Offensive rebound by D. Sabonis,,40,35
138,2,7:31.0,D. Sabonis makes 2-pt layup from 1 ft,,42,35
139,2,7:27.0,,K. Towns makes 2-pt dunk from 2 ft (assist by J. Crawford),42,37
140,2,7:27.0,,Shooting foul by T. Leaf (drawn by K. Towns),42,37
141,2,7:27.0,,K. Towns makes free throw 1 of 1,42,38
142,2,7:13.0,Turnover by C. Joseph (lost ball; steal by J. Crawford),,42,38
143,2,7:08.0,,S. Muhammad makes 2-pt dunk from 1 ft (assist by T. Jones),42,40
144,2,6:49.0,T. Leaf misses 2-pt layup from 1 ft,,42,40
145,2,6:47.0,Offensive rebound by D. Sabonis,,42,40
146,2,6:41.0,Turnover by B. Bogdanović (bad pass; steal by J. Crawford),,42,40
147,2,6:37.0,,S. Muhammad makes 2-pt dunk at rim (assist by J. Crawford),42,42
148,2,6:25.0,Indiana full timeout,,42,42
149,2,6:25.0,V. Oladipo enters the game for L. Stephenson,,42,42
150,2,6:25.0,T. Young enters the game for T. Leaf,,42,42
151,2,6:09.0,C. Joseph makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,45,42
152,2,5:48.0,,N. Bjelica misses 3-pt jump shot from 25 ft,45,42
153,2,5:47.0,Defensive rebound by Team,,45,42
154,2,5:47.0,,Loose ball foul by K. Towns (drawn by D. Sabonis),45,42
155,2,5:47.0,,J. Teague enters the game for T. Jones,45,42
156,2,5:47.0,,T. Gibson enters the game for N. Bjelica,45,42
157,2,5:47.0,,A. Wiggins enters the game for S. Muhammad,45,42
158,2,5:35.0,V. Oladipo makes 2-pt jump shot from 20 ft (assist by D. Sabonis),,47,42
159,2,5:22.0,,Turnover by J. Teague (bad pass),47,42
160,2,5:16.0,V. Oladipo makes 3-pt jump shot from 24 ft,,50,42
161,2,5:06.0,,Minnesota full timeout,50,42
162,2,4:52.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by K. Towns),50,45
163,2,4:36.0,V. Oladipo misses 2-pt layup from 1 ft (block by T. Gibson),,50,45
164,2,4:32.0,,Defensive rebound by T. Gibson,50,45
165,2,4:23.0,,J. Crawford misses 2-pt jump shot from 14 ft,50,45
166,2,4:21.0,Defensive rebound by D. Sabonis,,50,45
167,2,4:11.0,C. Joseph makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,53,45
168,2,3:53.0,,J. Crawford misses 3-pt jump shot from 23 ft,53,45
169,2,3:48.0,,Offensive rebound by K. Towns,53,45
170,2,3:46.0,,K. Towns makes 2-pt layup from 1 ft,53,47
171,2,3:39.0,V. Oladipo misses 2-pt layup at rim (block by K. Towns),,53,47
172,2,3:36.0,,Defensive rebound by J. Teague,53,47
173,2,3:34.0,,J. Teague misses 2-pt jump shot from 3 ft,53,47
174,2,3:31.0,,Offensive rebound by T. Gibson,53,47
175,2,3:30.0,,T. Gibson makes 2-pt layup at rim,53,49
176,2,3:15.0,V. Oladipo misses 2-pt jump shot from 16 ft,,53,49
177,2,3:12.0,,Defensive rebound by J. Teague,53,49
178,2,3:00.0,,K. Towns makes 2-pt jump shot from 18 ft,53,51
179,2,2:40.0,C. Joseph misses 3-pt jump shot from 25 ft,,53,51
180,2,2:37.0,,Defensive rebound by K. Towns,53,51
181,2,2:33.0,D. Collison enters the game for C. Joseph,,53,51
182,2,2:30.0,,K. Towns makes 2-pt hook shot from 7 ft (assist by A. Wiggins),53,53
183,2,2:30.0,,Shooting foul by D. Sabonis (drawn by K. Towns),53,53
184,2,2:30.0,A. Jefferson enters the game for D. Sabonis,,53,53
185,2,2:30.0,,K. Towns makes free throw 1 of 1,53,54
186,2,2:23.0,Shooting foul by A. Wiggins (drawn by V. Oladipo),,53,54
187,2,2:23.0,V. Oladipo makes free throw 1 of 2,,54,54
188,2,2:23.0,,S. Muhammad enters the game for A. Wiggins,54,54
189,2,2:23.0,V. Oladipo makes free throw 2 of 2,,55,54
190,2,2:13.0,,K. Towns makes 2-pt jump shot from 11 ft (assist by J. Teague),55,56
191,2,2:09.0,Turnover by V. Oladipo (turnover),,55,56
192,2,1:58.0,,K. Towns misses 2-pt jump shot from 11 ft,55,56
193,2,1:55.0,Defensive rebound by V. Oladipo,,55,56
194,2,1:49.0,Turnover by T. Young (bad pass; steal by S. Muhammad),,55,56
195,2,1:46.0,,Personal foul by V. Oladipo (drawn by J. Crawford),55,56
196,2,1:46.0,,J. Crawford misses free throw 1 of 1,55,56
197,2,1:46.0,,Offensive rebound by Team,55,56
198,2,1:44.0,,Turnover by J. Teague (bad pass; steal by V. Oladipo),55,56
199,2,1:32.0,V. Oladipo misses 3-pt jump shot from 24 ft,,55,56
200,2,1:27.0,Offensive rebound by B. Bogdanović,,55,56
201,2,1:25.0,D. Collison misses 3-pt jump shot from 23 ft,,55,56
202,2,1:25.0,Offensive rebound by D. Collison,,55,56
203,2,1:06.0,T. Young makes 2-pt hook shot from 10 ft (assist by A. Jefferson),,57,56
204,2,0:57.0,,J. Crawford makes 3-pt jump shot from 24 ft,57,59
205,2,0:44.0,Offensive foul by B. Bogdanović (drawn by J. Teague),,57,59
206,2,0:44.0,Turnover by B. Bogdanović (offensive foul),,57,59
207,2,0:39.0,,J. Teague misses 2-pt layup at rim,57,59
208,2,0:35.0,Defensive rebound by V. Oladipo,,57,59
209,2,0:32.0,V. Oladipo makes 2-pt dunk from 1 ft (assist by D. Collison),,59,59
210,2,0:12.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by J. Crawford),59,61
211,2,0:01.0,D. Collison misses 2-pt jump shot from 18 ft,,59,61
212,2,0:01.0,Offensive rebound by A. Jefferson,,59,61
213,2,0:00.0,A. Jefferson makes 2-pt layup from 1 ft,,61,61
214,3,11:51.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Collison),,63,61
215,3,11:31.0,,K. Towns makes 2-pt jump shot from 6 ft,63,63
216,3,11:21.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,63,63
217,3,11:18.0,,Defensive rebound by K. Towns,63,63
218,3,11:08.0,,S. Muhammad makes 2-pt jump shot from 7 ft,63,65
219,3,10:53.0,V. Oladipo makes 2-pt jump shot from 20 ft (assist by D. Collison),,65,65
220,3,10:36.0,,K. Towns makes 2-pt layup at rim,65,67
221,3,10:19.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by D. Sabonis),,67,67
222,3,9:58.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by J. Teague),67,69
223,3,9:53.0,Personal foul by K. Towns (drawn by D. Sabonis),,67,69
224,3,9:45.0,Shooting foul by A. Wiggins (drawn by V. Oladipo),,67,69
225,3,9:45.0,V. Oladipo makes free throw 1 of 2,,68,69
226,3,9:45.0,V. Oladipo makes free throw 2 of 2,,69,69
227,3,9:36.0,,Personal foul by V. Oladipo (drawn by A. Wiggins),69,69
228,3,9:32.0,,K. Towns makes 2-pt dunk from 1 ft,69,71
229,3,9:18.0,V. Oladipo makes 3-pt jump shot from 24 ft,,72,71
230,3,9:04.0,,J. Teague misses 2-pt jump shot from 11 ft,72,71
231,3,9:02.0,,Offensive rebound by A. Wiggins,72,71
232,3,9:02.0,,A. Wiggins makes 2-pt dunk at rim,72,73
233,3,8:45.0,Turnover by V. Oladipo (bad pass; steal by J. Teague),,72,73
234,3,8:33.0,,S. Muhammad makes 2-pt layup from 1 ft (assist by K. Towns),72,75
235,3,8:33.0,Indiana full timeout,,72,75
236,3,8:22.0,D. Sabonis makes 2-pt layup from 2 ft (assist by V. Oladipo),,74,75
237,3,8:03.0,,A. Wiggins makes 2-pt jump shot from 7 ft,74,77
238,3,7:56.0,Offensive foul by V. Oladipo (drawn by A. Wiggins),,74,77
239,3,7:56.0,Turnover by V. Oladipo (offensive foul),,74,77
240,3,7:40.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Teague),74,79
241,3,7:23.0,T. Young makes 2-pt jump shot from 12 ft,,76,79
242,3,7:09.0,,Personal foul by T. Young (drawn by K. Towns),76,79
243,3,7:03.0,,A. Wiggins misses 3-pt jump shot from 24 ft,76,79
244,3,7:01.0,Defensive rebound by T. Young,,76,79
245,3,6:54.0,,Violation by J. Teague (kicked ball),76,79
246,3,6:40.0,V. Oladipo makes 2-pt jump shot from 20 ft,,78,79
247,3,6:28.0,,Offensive foul by T. Gibson (drawn by D. Collison),78,79
248,3,6:28.0,,Turnover by T. Gibson (offensive foul),78,79
249,3,6:10.0,D. Sabonis makes 2-pt jump shot from 11 ft (assist by D. Collison),,80,79
250,3,5:53.0,,Shooting foul by V. Oladipo (drawn by A. Wiggins),80,79
251,3,5:53.0,,A. Wiggins misses free throw 1 of 2,80,79
252,3,5:53.0,,Offensive rebound by Team,80,79
253,3,5:53.0,C. Joseph enters the game for V. Oladipo,,80,79
254,3,5:53.0,,A. Wiggins misses free throw 2 of 2,80,79
255,3,5:51.0,Defensive rebound by D. Sabonis,,80,79
256,3,5:34.0,C. Joseph misses 2-pt jump shot from 4 ft,,80,79
257,3,5:31.0,,Defensive rebound by A. Wiggins,80,79
258,3,5:19.0,,Personal foul by B. Bogdanović (drawn by J. Teague),80,79
259,3,5:09.0,,K. Towns misses 2-pt jump shot from 8 ft,80,79
260,3,5:01.0,Defensive rebound by T. Young,,80,79
261,3,4:58.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by T. Young),,82,79
262,3,4:55.0,Technical foul by Team,,82,79
263,3,4:55.0,,K. Towns makes technical free throw,82,80
264,3,4:36.0,,J. Teague misses 2-pt jump shot from 12 ft,82,80
265,3,4:35.0,Personal block foul by J. Teague (drawn by D. Collison),,82,80
266,3,4:34.0,Defensive rebound by D. Sabonis,,82,80
267,3,4:23.0,D. Sabonis makes 2-pt jump shot from 21 ft (assist by D. Collison),,84,80
268,3,4:04.0,,S. Muhammad misses 2-pt layup from 1 ft,84,80
269,3,4:01.0,Defensive rebound by C. Joseph,,84,80
270,3,4:00.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Collison),,86,80
271,3,3:56.0,,Minnesota full timeout,86,80
272,3,3:56.0,,T. Jones enters the game for J. Teague,86,80
273,3,3:56.0,,N. Bjelica enters the game for A. Wiggins,86,80
274,3,3:56.0,,J. Crawford enters the game for T. Gibson,86,80
275,3,3:35.0,,J. Crawford misses 3-pt jump shot from 26 ft,86,80
276,3,3:33.0,Defensive rebound by B. Bogdanović,,86,80
277,3,3:22.0,T. Leaf enters the game for D. Sabonis,,86,80
278,3,3:18.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by D. Collison),,88,80
279,3,3:03.0,,Offensive foul by K. Towns (drawn by D. Collison),88,80
280,3,3:03.0,,Turnover by K. Towns (offensive foul),88,80
281,3,3:03.0,,G. Dieng enters the game for K. Towns,88,80
282,3,2:41.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,88,80
283,3,2:37.0,,Defensive rebound by N. Bjelica,88,80
284,3,2:29.0,,S. Muhammad makes 2-pt jump shot from 8 ft (assist by N. Bjelica),88,82
285,3,2:13.0,T. Leaf misses 3-pt jump shot from 23 ft,,88,82
286,3,2:11.0,,Defensive rebound by G. Dieng,88,82
287,3,1:55.0,,S. Muhammad misses 3-pt jump shot from 23 ft,88,82
288,3,1:53.0,Defensive rebound by B. Bogdanović,,88,82
289,3,1:50.0,C. Joseph makes 2-pt layup at rim (assist by D. Collison),,90,82
290,3,1:27.0,,Turnover by N. Bjelica (lost ball; steal by D. Collison),90,82
291,3,1:24.0,D. Collison makes 2-pt layup from 1 ft,,92,82
292,3,1:06.0,,N. Bjelica misses 3-pt jump shot from 23 ft,92,82
293,3,1:03.0,Defensive rebound by B. Bogdanović,,92,82
294,3,0:55.0,Shooting foul by T. Jones (drawn by T. Young),,92,82
295,3,0:55.0,T. Young misses free throw 1 of 2,,92,82
296,3,0:55.0,Offensive rebound by Team,,92,82
297,3,0:55.0,L. Stephenson enters the game for B. Bogdanović,,92,82
298,3,0:55.0,T. Young makes free throw 2 of 2,,93,82
299,3,0:48.0,,Shooting foul by L. Stephenson (drawn by N. Bjelica),93,82
300,3,0:48.0,,N. Bjelica makes free throw 1 of 2,93,83
301,3,0:48.0,A. Jefferson enters the game for T. Young,,93,83
302,3,0:48.0,,N. Bjelica makes free throw 2 of 2,93,84
303,3,0:30.0,A. Jefferson makes 2-pt layup from 2 ft (assist by D. Collison),,95,84
304,3,0:10.0,,J. Crawford misses 2-pt jump shot from 10 ft,95,84
305,3,0:07.0,Defensive rebound by L. Stephenson,,95,84
306,3,0:03.0,D. Collison makes 3-pt jump shot from 25 ft,,98,84
307,3,0:00.0,,T. Jones misses 3-pt jump shot from 25 ft,98,84
308,3,0:00.0,,Offensive rebound by Team,98,84
309,4,11:42.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by J. Crawford),98,87
310,4,11:21.0,A. Jefferson makes 2-pt jump shot from 7 ft,,100,87
311,4,11:21.0,Shooting foul by G. Dieng (drawn by A. Jefferson),,100,87
312,4,11:21.0,A. Jefferson misses free throw 1 of 1,,100,87
313,4,11:18.0,,Defensive rebound by G. Dieng,100,87
314,4,11:10.0,,Personal foul by L. Stephenson (drawn by A. Wiggins),100,87
315,4,10:59.0,,Shooting foul by L. Stephenson (drawn by A. Wiggins),100,87
316,4,10:59.0,,A. Wiggins misses free throw 1 of 2,100,87
317,4,10:59.0,,Offensive rebound by Team,100,87
318,4,10:59.0,,A. Wiggins misses free throw 2 of 2,100,87
319,4,10:56.0,Defensive rebound by L. Stephenson,,100,87
320,4,10:48.0,L. Stephenson makes 2-pt jump shot from 19 ft,,102,87
321,4,10:29.0,,A. Wiggins misses 2-pt jump shot from 20 ft,102,87
322,4,10:27.0,Defensive rebound by T. Leaf,,102,87
323,4,10:08.0,Shooting foul by A. Wiggins (drawn by D. Collison),,102,87
324,4,10:08.0,D. Collison makes free throw 1 of 2,,103,87
325,4,10:08.0,,K. Towns enters the game for G. Dieng,103,87
326,4,10:08.0,D. Collison makes free throw 2 of 2,,104,87
327,4,9:58.0,,A. Wiggins misses 2-pt layup from 5 ft,104,87
328,4,9:57.0,,Offensive rebound by K. Towns,104,87
329,4,9:57.0,,K. Towns misses 2-pt dunk from 1 ft,104,87
330,4,9:56.0,Defensive rebound by C. Joseph,,104,87
331,4,9:52.0,L. Stephenson misses 2-pt jump shot from 4 ft,,104,87
332,4,9:52.0,Offensive rebound by C. Joseph,,104,87
333,4,9:39.0,T. Leaf misses 2-pt layup from 1 ft,,104,87
334,4,9:39.0,,Defensive rebound by K. Towns,104,87
335,4,9:24.0,,K. Towns misses 2-pt jump shot from 11 ft,104,87
336,4,9:20.0,Defensive rebound by L. Stephenson,,104,87
337,4,9:08.0,D. Collison makes 2-pt jump shot from 19 ft,,106,87
338,4,9:06.0,,Minnesota full timeout,106,87
339,4,8:48.0,,Turnover by T. Jones (lost ball; steal by D. Collison),106,87
340,4,8:27.0,D. Collison makes 2-pt layup from 3 ft,,108,87
341,4,8:06.0,,K. Towns makes 2-pt layup from 1 ft (assist by J. Crawford),108,89
342,4,7:51.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by L. Stephenson),,110,89
343,4,7:34.0,,Turnover by K. Towns (lost ball; steal by C. Joseph),110,89
344,4,7:29.0,C. Joseph makes 2-pt layup at rim,,112,89
345,4,7:15.0,,J. Crawford makes 3-pt jump shot from 22 ft (assist by A. Wiggins),112,92
346,4,6:55.0,T. Leaf misses 2-pt layup from 1 ft (block by N. Bjelica),,112,92
347,4,6:54.0,,Defensive rebound by Team,112,92
348,4,6:54.0,,J. Teague enters the game for T. Jones,112,92
349,4,6:54.0,D. Sabonis enters the game for A. Jefferson,,112,92
350,4,6:53.0,T. Young enters the game for T. Leaf,,112,92
351,4,6:44.0,,N. Bjelica makes 2-pt layup at rim (assist by J. Crawford),112,94
352,4,6:36.0,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),,114,94
353,4,6:27.0,,Turnover by N. Bjelica (out of bounds lost ball),114,94
354,4,6:16.0,Turnover by T. Young (lost ball; steal by A. Wiggins),,114,94
355,4,6:04.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by N. Bjelica),114,97
356,4,6:03.0,Indiana full timeout,,114,97
357,4,6:03.0,V. Oladipo enters the game for L. Stephenson,,114,97
358,4,6:03.0,B. Bogdanović enters the game for D. Collison,,114,97
359,4,5:47.0,V. Oladipo makes 2-pt jump shot from 12 ft,,116,97
360,4,5:23.0,,J. Crawford misses 3-pt jump shot from 22 ft,116,97
361,4,5:20.0,Defensive rebound by C. Joseph,,116,97
362,4,5:09.0,V. Oladipo misses 3-pt jump shot from 24 ft,,116,97
363,4,5:06.0,,Defensive rebound by K. Towns,116,97
364,4,5:01.0,,J. Crawford misses 2-pt layup from 5 ft (block by T. Young),116,97
365,4,5:01.0,Defensive rebound by Team,,116,97
366,4,4:59.0,,N. Bjelica makes 3-pt jump shot from 26 ft (assist by J. Teague),116,100
367,4,4:40.0,D. Sabonis makes 2-pt layup from 1 ft,,118,100
368,4,4:39.0,,Minnesota full timeout,118,100
369,4,4:39.0,,C. Aldrich enters the game for J. Teague,118,100
370,4,4:39.0,,M. Georges-Hunt enters the game for A. Wiggins,118,100
371,4,4:39.0,,A. Brooks enters the game for K. Towns,118,100
372,4,4:19.0,,J. Crawford misses 2-pt jump shot from 21 ft,118,100
373,4,4:17.0,Defensive rebound by Team,,118,100
374,4,4:07.0,Turnover by D. Sabonis (lost ball; steal by N. Bjelica),,118,100
375,4,4:02.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Crawford),118,103
376,4,3:46.0,Turnover by T. Young (bad pass; steal by C. Aldrich),,118,103
