,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ATLANTA_ACTION,LA LAKERS_SCORE,ATLANTA_SCORE
57,1,5:49.0,,T. Dorsey enters the game for K. Bazemore,13,12
58,1,5:35.0,K. Caldwell-Pope makes 2-pt jump shot from 10 ft (assist by B. Lopez),,15,12
59,1,5:19.0,,M. Muscala makes 2-pt jump shot from 1 ft (assist by D. Schröder),15,14
60,1,4:55.0,B. Lopez misses 3-pt jump shot from 25 ft,,15,14
61,1,4:53.0,Offensive rebound by J. Randle,,15,14
62,1,4:53.0,Personal foul by J. Collins (drawn by J. Randle),,15,14
63,1,4:53.0,,M. Plumlee enters the game for T. Prince,15,14
64,1,4:53.0,,A. White enters the game for J. Collins,15,14
65,1,4:53.0,K. Kuzma enters the game for K. Caldwell-Pope,,15,14
66,1,4:53.0,L. Ball enters the game for B. Lopez,,15,14
67,1,4:43.0,I. Thomas misses 2-pt jump shot from 12 ft,,15,14
68,1,4:41.0,,Defensive rebound by T. Dorsey,15,14
69,1,4:36.0,,Shooting foul by L. Ball (drawn by D. Schröder),15,14
70,1,4:36.0,,D. Schröder makes free throw 1 of 2,15,15
71,1,4:36.0,,I. Taylor enters the game for T. Dorsey,15,15
72,1,4:36.0,,D. Schröder makes free throw 2 of 2,15,16
73,1,4:24.0,Turnover by J. Randle (traveling),,15,16
74,1,4:24.0,,T. Dorsey enters the game for D. Schröder,15,16
75,1,4:14.0,,Shooting foul by I. Thomas (drawn by I. Taylor),15,16
76,1,4:14.0,,I. Taylor makes free throw 1 of 2,15,17
77,1,4:14.0,,I. Taylor makes free throw 2 of 2,15,18
78,1,3:59.0,J. Randle makes 2-pt layup from 1 ft (assist by I. Thomas),,17,18
79,1,3:50.0,,Personal block foul by K. Kuzma (drawn by M. Plumlee),17,18
80,1,3:50.0,,M. Plumlee misses free throw 1 of 2,17,18
81,1,3:50.0,,Offensive rebound by Team,17,18
82,1,3:50.0,,M. Plumlee misses free throw 2 of 2,17,18
83,1,3:48.0,Defensive rebound by K. Kuzma,,17,18
84,1,3:45.0,Shooting foul by M. Plumlee (drawn by K. Kuzma),,17,18
85,1,3:45.0,K. Kuzma misses free throw 1 of 2,,17,18
86,1,3:45.0,Offensive rebound by Team,,17,18
87,1,3:45.0,K. Kuzma makes free throw 2 of 2,,18,18
88,1,3:33.0,,T. Dorsey misses 3-pt jump shot from 24 ft,18,18
89,1,3:27.0,,Offensive rebound by M. Plumlee,18,18
90,1,3:25.0,,I. Taylor makes 2-pt layup from 1 ft (assist by M. Plumlee),18,20
91,1,3:14.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by B. Ingram),,21,20
92,1,3:03.0,,Turnover by I. Taylor (bad pass; steal by L. Ball),21,20
93,1,2:57.0,Turnover by L. Ball (bad pass; steal by T. Dorsey),,21,20
94,1,2:41.0,,A. White misses 3-pt jump shot from 24 ft,21,20
95,1,2:38.0,Defensive rebound by L. Ball,,21,20
96,1,2:36.0,I. Thomas misses 3-pt jump shot from 24 ft,,21,20
97,1,2:32.0,,Defensive rebound by M. Plumlee,21,20
98,1,2:17.0,,T. Dorsey misses 2-pt jump shot from 8 ft,21,20
99,1,2:14.0,Defensive rebound by B. Ingram,,21,20
100,1,2:10.0,B. Ingram misses 2-pt layup from 8 ft,,21,20
101,1,2:08.0,Offensive rebound by J. Randle,,21,20
102,1,2:08.0,Shooting foul by M. Muscala (drawn by J. Randle),,21,20
103,1,2:08.0,LA Lakers full timeout,,21,20
104,1,2:08.0,K. Caldwell-Pope enters the game for B. Ingram,,21,20
105,1,2:08.0,J. Randle makes free throw 1 of 2,,22,20
106,1,2:08.0,J. Randle makes free throw 2 of 2,,23,20
107,1,1:57.0,,T. Dorsey misses 2-pt jump shot from 21 ft,23,20
108,1,1:54.0,Defensive rebound by K. Caldwell-Pope,,23,20
109,1,1:47.0,Personal foul by I. Taylor (drawn by I. Thomas),,23,20
110,1,1:40.0,J. Randle misses 2-pt layup from 1 ft,,23,20
111,1,1:35.0,,Defensive rebound by M. Plumlee,23,20
112,1,1:26.0,,Turnover by I. Taylor (bad pass; steal by K. Caldwell-Pope),23,20
113,1,1:18.0,J. Randle makes 2-pt layup at rim (assist by I. Thomas),,25,20
114,1,1:07.0,,T. Dorsey misses 2-pt layup from 1 ft (block by J. Randle),25,20
115,1,1:04.0,Defensive rebound by L. Ball,,25,20
116,1,1:02.0,I. Thomas makes 3-pt jump shot from 22 ft (assist by K. Caldwell-Pope),,28,20
117,1,0:48.0,,I. Taylor misses 2-pt layup from 1 ft,28,20
118,1,0:44.0,,Offensive rebound by M. Muscala,28,20
119,1,0:31.0,,Shooting foul by L. Ball (drawn by T. Dorsey),28,20
120,1,0:31.0,,T. Dorsey makes free throw 1 of 3,28,21
121,1,0:31.0,,T. Dorsey makes free throw 2 of 3,28,22
122,1,0:31.0,,T. Dorsey misses free throw 3 of 3,28,22
123,1,0:28.0,Defensive rebound by K. Caldwell-Pope,,28,22
124,1,0:06.0,Turnover by I. Thomas (bad pass; steal by M. Muscala),,28,22
125,1,0:01.0,,M. Muscala misses 2-pt jump shot from 20 ft,28,22
126,1,0:01.0,Defensive rebound by K. Kuzma,,28,22
127,2,11:48.0,K. Kuzma makes 3-pt jump shot from 22 ft (assist by L. Ball),,31,22
128,2,11:32.0,,J. Collins misses 2-pt jump shot from 12 ft,31,22
129,2,11:30.0,Defensive rebound by L. Ball,,31,22
130,2,11:26.0,Shooting foul by J. Collins (drawn by I. Zubac),,31,22
131,2,11:26.0,I. Zubac misses free throw 1 of 2,,31,22
132,2,11:26.0,Offensive rebound by Team,,31,22
133,2,11:26.0,I. Zubac misses free throw 2 of 2,,31,22
134,2,11:24.0,,Defensive rebound by J. Collins,31,22
135,2,11:08.0,,I. Taylor misses 3-pt jump shot from 25 ft,31,22
136,2,11:04.0,,Offensive rebound by J. Collins,31,22
137,2,11:03.0,,J. Collins misses 2-pt layup from 2 ft,31,22
138,2,11:03.0,,Offensive rebound by J. Collins,31,22
139,2,11:00.0,,J. Collins makes 2-pt layup from 2 ft,31,24
140,2,10:46.0,J. Hart makes 3-pt jump shot from 24 ft (assist by K. Kuzma),,34,24
141,2,10:36.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by I. Taylor),34,27
142,2,10:36.0,,Shooting foul by K. Kuzma (drawn by T. Prince),34,27
143,2,10:36.0,,T. Prince makes free throw 1 of 1,34,28
144,2,10:26.0,I. Zubac misses 2-pt jump shot from 9 ft,,34,28
145,2,10:22.0,,Defensive rebound by J. Collins,34,28
146,2,10:19.0,,I. Taylor misses 2-pt layup from 1 ft,34,28
147,2,10:19.0,Defensive rebound by J. Hart,,34,28
148,2,10:16.0,Personal foul by T. Prince (drawn by L. Ball),,34,28
149,2,10:16.0,,D. Schröder enters the game for I. Taylor,34,28
150,2,10:05.0,J. Hart makes 2-pt layup from 2 ft (assist by K. Kuzma),,36,28
151,2,10:05.0,Shooting foul by J. Collins (drawn by J. Hart),,36,28
152,2,10:05.0,J. Hart makes free throw 1 of 1,,37,28
153,2,9:48.0,,D. Schröder makes 2-pt layup from 2 ft,37,30
154,2,9:33.0,I. Zubac makes 2-pt layup from 3 ft (assist by L. Ball),,39,30
155,2,9:24.0,,T. Prince misses 3-pt jump shot from 24 ft,39,30
156,2,9:23.0,,Offensive rebound by Team,39,30
157,2,9:23.0,Loose ball foul by I. Zubac (drawn by J. Collins),,39,30
158,2,9:16.0,,T. Dorsey misses 2-pt jump shot from 13 ft,39,30
159,2,9:14.0,,Offensive rebound by Team,39,30
160,2,9:14.0,,D. Dedmon enters the game for T. Dorsey,39,30
161,2,9:14.0,B. Ingram enters the game for L. Ball,,39,30
162,2,9:02.0,,T. Prince misses 2-pt layup from 1 ft,39,30
163,2,8:57.0,Defensive rebound by K. Kuzma,,39,30
164,2,8:54.0,K. Kuzma misses 3-pt jump shot from 24 ft,,39,30
165,2,8:51.0,,Defensive rebound by J. Collins,39,30
166,2,8:43.0,,Shooting foul by I. Zubac (drawn by K. Bazemore),39,30
167,2,8:43.0,,K. Bazemore makes free throw 1 of 2,39,31
168,2,8:43.0,,K. Bazemore makes free throw 2 of 2,39,32
169,2,8:33.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by I. Thomas),,42,32
170,2,8:12.0,,D. Schröder misses 2-pt jump shot from 18 ft,42,32
171,2,8:09.0,Defensive rebound by K. Kuzma,,42,32
172,2,8:03.0,LA Lakers full timeout,,42,32
173,2,7:56.0,Turnover by K. Kuzma (step out of bounds),,42,32
174,2,7:42.0,,K. Bazemore misses 3-pt jump shot from 25 ft,42,32
175,2,7:38.0,Defensive rebound by K. Kuzma,,42,32
176,2,7:36.0,Turnover by B. Ingram (bad pass; steal by T. Prince),,42,32
177,2,7:23.0,,Shooting block foul by J. Hart (drawn by T. Prince),42,32
178,2,7:23.0,,T. Prince makes free throw 1 of 2,42,33
179,2,7:23.0,,M. Plumlee enters the game for J. Collins,42,33
180,2,7:23.0,K. Caldwell-Pope enters the game for J. Hart,,42,33
181,2,7:23.0,B. Lopez enters the game for I. Zubac,,42,33
182,2,7:23.0,,T. Prince makes free throw 2 of 2,42,34
183,2,7:12.0,Turnover by B. Ingram (out of bounds lost ball),,42,34
184,2,7:02.0,Violation by K. Kuzma (kicked ball),,42,34
185,2,7:02.0,L. Ball enters the game for I. Thomas,,42,34
186,2,6:55.0,,D. Dedmon misses 2-pt jump shot from 8 ft,42,34
187,2,6:53.0,Defensive rebound by B. Lopez,,42,34
188,2,6:38.0,L. Ball makes 3-pt jump shot from 24 ft (assist by B. Ingram),,45,34
189,2,6:21.0,,T. Prince makes 2-pt layup from 1 ft (assist by D. Schröder),45,36
190,2,6:11.0,Turnover by L. Ball (lost ball; steal by M. Plumlee),,45,36
191,2,6:06.0,,D. Schröder misses 3-pt jump shot from 25 ft,45,36
192,2,6:02.0,Defensive rebound by B. Lopez,,45,36
193,2,5:56.0,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Kuzma),,48,36
194,2,5:37.0,,Turnover by M. Plumlee (offensive goaltending),48,36
195,2,5:37.0,,T. Dorsey enters the game for K. Bazemore,48,36
196,2,5:37.0,J. Randle enters the game for K. Kuzma,,48,36
197,2,5:24.0,J. Randle makes 2-pt hook shot from 2 ft (assist by B. Lopez),,50,36
198,2,4:58.0,,D. Schröder makes 2-pt jump shot from 12 ft (assist by T. Prince),50,38
199,2,4:49.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by L. Ball),,53,38
200,2,4:37.0,,D. Schröder makes 2-pt jump shot from 20 ft,53,40
201,2,4:29.0,B. Lopez misses 3-pt jump shot from 25 ft,,53,40
202,2,4:26.0,,Defensive rebound by D. Dedmon,53,40
203,2,4:20.0,,T. Prince misses 3-pt jump shot from 25 ft,53,40
204,2,4:16.0,Defensive rebound by J. Randle,,53,40
205,2,4:01.0,B. Lopez makes 2-pt hook shot from 5 ft,,55,40
206,2,3:59.0,,Atlanta full timeout,55,40
207,2,3:59.0,,M. Muscala enters the game for D. Dedmon,55,40
208,2,3:59.0,,A. White enters the game for M. Plumlee,55,40
209,2,3:45.0,,D. Schröder makes 2-pt layup from 1 ft (assist by T. Prince),55,42
210,2,3:25.0,Turnover by K. Caldwell-Pope (lost ball; steal by T. Prince),,55,42
211,2,3:21.0,,T. Prince misses 2-pt layup from 2 ft (block by B. Lopez),55,42
212,2,3:21.0,,Offensive rebound by Team,55,42
213,2,3:12.0,,T. Dorsey misses 3-pt jump shot from 25 ft,55,42
214,2,3:08.0,Defensive rebound by B. Lopez,,55,42
215,2,3:00.0,Turnover by B. Ingram (bad pass; steal by T. Prince),,55,42
216,2,2:53.0,,M. Muscala misses 2-pt layup from 1 ft,55,42
217,2,2:51.0,Defensive rebound by J. Randle,,55,42
218,2,2:46.0,L. Ball makes 2-pt layup from 1 ft,,57,42
219,2,2:36.0,,D. Schröder misses 2-pt layup from 2 ft (block by B. Ingram),57,42
220,2,2:33.0,Defensive rebound by Team,,57,42
221,2,2:33.0,,I. Taylor enters the game for T. Prince,57,42
222,2,2:33.0,,D. Dedmon enters the game for D. Schröder,57,42
223,2,2:33.0,I. Thomas enters the game for L. Ball,,57,42
224,2,2:25.0,Personal block foul by T. Dorsey (drawn by K. Caldwell-Pope),,57,42
225,2,2:23.0,Offensive foul by B. Lopez (drawn by A. White),,57,42
226,2,2:23.0,Turnover by B. Lopez (offensive foul),,57,42
227,2,2:12.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by I. Taylor),57,45
228,2,1:54.0,B. Lopez makes 3-pt jump shot from 25 ft (assist by B. Ingram),,60,45
229,2,1:43.0,,T. Dorsey misses 2-pt layup from 2 ft (block by B. Ingram),60,45
230,2,1:43.0,,Offensive rebound by Team,60,45
231,2,1:35.0,,T. Dorsey misses 2-pt layup from 1 ft,60,45
232,2,1:32.0,Defensive rebound by B. Ingram,,60,45
233,2,1:28.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,60,45
234,2,1:24.0,Offensive rebound by J. Randle,,60,45
235,2,1:14.0,B. Ingram misses 3-pt jump shot from 25 ft,,60,45
236,2,1:11.0,,Defensive rebound by D. Dedmon,60,45
237,2,1:10.0,,Shooting foul by I. Thomas (drawn by I. Taylor),60,45
238,2,1:10.0,,I. Taylor misses free throw 1 of 2,60,45
239,2,1:10.0,,Offensive rebound by Team,60,45
240,2,1:10.0,,I. Taylor makes free throw 2 of 2,60,46
241,2,0:56.0,B. Ingram makes 2-pt jump shot from 17 ft,,62,46
242,2,0:40.0,,I. Taylor misses 2-pt layup from 4 ft,62,46
243,2,0:37.0,Defensive rebound by K. Caldwell-Pope,,62,46
244,2,0:36.0,Turnover by K. Caldwell-Pope (out of bounds lost ball),,62,46
245,2,0:25.0,,D. Dedmon misses 3-pt jump shot from 25 ft,62,46
246,2,0:21.0,,Offensive rebound by A. White,62,46
247,2,0:20.0,,A. White misses 2-pt layup from 3 ft,62,46
248,2,0:18.0,Defensive rebound by K. Caldwell-Pope,,62,46
249,2,0:05.0,Shooting foul by I. Taylor (drawn by I. Thomas),,62,46
250,2,0:05.0,I. Thomas makes free throw 1 of 2,,63,46
251,2,0:05.0,K. Kuzma enters the game for B. Lopez,,63,46
252,2,0:05.0,I. Thomas makes free throw 2 of 2,,64,46
253,2,0:00.0,,M. Muscala misses 3-pt jump shot from 26 ft,64,46
254,2,0:00.0,,Offensive rebound by Team,64,46
255,3,11:51.0,B. Ingram makes 2-pt layup from 4 ft,,66,46
256,3,11:37.0,,J. Collins misses 2-pt jump shot from 18 ft,66,46
257,3,11:35.0,Defensive rebound by B. Ingram,,66,46
258,3,11:18.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by J. Randle),,69,46
259,3,11:07.0,,T. Prince misses 3-pt jump shot from 24 ft,69,46
260,3,11:04.0,Defensive rebound by J. Randle,,69,46
261,3,10:49.0,B. Ingram makes 2-pt jump shot from 21 ft,,71,46
262,3,10:35.0,,Shooting foul by B. Lopez (drawn by K. Bazemore),71,46
263,3,10:35.0,,K. Bazemore makes free throw 1 of 2,71,47
264,3,10:35.0,,K. Bazemore misses free throw 2 of 2,71,47
265,3,10:32.0,Defensive rebound by J. Randle,,71,47
266,3,10:23.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,71,47
267,3,10:18.0,,Defensive rebound by K. Bazemore,71,47
268,3,10:13.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by D. Dedmon),71,50
269,3,9:58.0,J. Randle misses 2-pt layup from 2 ft,,71,50
270,3,9:52.0,Offensive rebound by K. Caldwell-Pope,,71,50
271,3,9:52.0,K. Caldwell-Pope misses 2-pt layup at rim,,71,50
272,3,9:51.0,,Defensive rebound by K. Bazemore,71,50
273,3,9:46.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by K. Bazemore),71,53
274,3,9:34.0,B. Lopez misses 2-pt jump shot from 18 ft,,71,53
275,3,9:31.0,,Defensive rebound by Team,71,53
276,3,9:12.0,,J. Collins makes 2-pt layup from 6 ft (assist by K. Bazemore),71,55
277,3,8:56.0,B. Ingram misses 2-pt layup from 3 ft (block by J. Collins),,71,55
278,3,8:56.0,Offensive rebound by Team,,71,55
279,3,8:45.0,B. Ingram misses 2-pt jump shot from 20 ft,,71,55
280,3,8:41.0,,Defensive rebound by T. Prince,71,55
281,3,8:38.0,,K. Bazemore misses 3-pt jump shot from 25 ft,71,55
282,3,8:35.0,Defensive rebound by B. Ingram,,71,55
283,3,8:29.0,K. Caldwell-Pope misses 2-pt jump shot from 8 ft (block by D. Schröder),,71,55
284,3,8:28.0,Offensive rebound by K. Caldwell-Pope,,71,55
285,3,8:27.0,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,,71,55
286,3,8:25.0,,Defensive rebound by D. Dedmon,71,55
287,3,8:17.0,,Personal foul by J. Randle (drawn by D. Schröder),71,55
288,3,8:09.0,,D. Dedmon makes 2-pt jump shot from 15 ft (assist by T. Prince),71,57
289,3,8:07.0,LA Lakers full timeout,,71,57
290,3,7:53.0,,Violation by K. Bazemore (kicked ball),71,57
291,3,7:41.0,J. Hart misses 3-pt jump shot from 24 ft,,71,57
292,3,7:39.0,,Defensive rebound by T. Prince,71,57
293,3,7:31.0,,T. Prince misses 3-pt jump shot from 24 ft,71,57
294,3,7:27.0,Defensive rebound by K. Caldwell-Pope,,71,57
295,3,7:20.0,B. Lopez misses 3-pt jump shot from 25 ft,,71,57
296,3,7:17.0,,Defensive rebound by K. Bazemore,71,57
297,3,7:12.0,,M. Muscala enters the game for J. Collins,71,57
298,3,7:10.0,,D. Schröder misses 2-pt jump shot from 12 ft,71,57
299,3,7:05.0,Defensive rebound by K. Caldwell-Pope,,71,57
300,3,6:59.0,B. Ingram makes 2-pt jump shot from 16 ft,,73,57
301,3,6:49.0,,Shooting foul by K. Caldwell-Pope (drawn by K. Bazemore),73,57
302,3,6:49.0,,K. Bazemore makes free throw 1 of 2,73,58
303,3,6:49.0,,K. Bazemore makes free throw 2 of 2,73,59
304,3,6:36.0,J. Randle misses 2-pt jump shot from 10 ft,,73,59
305,3,6:32.0,,Defensive rebound by D. Schröder,73,59
306,3,6:21.0,,M. Muscala makes 2-pt jump shot from 14 ft (assist by D. Dedmon),73,61
307,3,6:07.0,J. Hart makes 2-pt layup from 1 ft,,75,61
308,3,6:07.0,Shooting foul by D. Dedmon (drawn by J. Hart),,75,61
309,3,6:07.0,,T. Dorsey enters the game for K. Bazemore,75,61
310,3,6:07.0,J. Hart misses free throw 1 of 1,,75,61
311,3,6:05.0,,Defensive rebound by D. Dedmon,75,61
312,3,5:54.0,,D. Schröder makes 2-pt layup from 1 ft,75,63
313,3,5:42.0,B. Ingram makes 2-pt layup from 2 ft,,77,63
314,3,5:26.0,,T. Prince misses 2-pt jump shot from 18 ft,77,63
315,3,5:23.0,Defensive rebound by B. Ingram,,77,63
316,3,5:15.0,B. Ingram makes 2-pt layup from 1 ft,,79,63
317,3,4:57.0,,Turnover by D. Dedmon (bad pass; steal by B. Ingram),79,63
318,3,4:55.0,B. Ingram makes 2-pt layup from 1 ft,,81,63
319,3,4:55.0,Shooting foul by T. Prince (drawn by B. Ingram),,81,63
320,3,4:55.0,,J. Collins enters the game for D. Dedmon,81,63
321,3,4:55.0,K. Kuzma enters the game for K. Caldwell-Pope,,81,63
322,3,4:55.0,L. Ball enters the game for J. Hart,,81,63
323,3,4:55.0,I. Thomas enters the game for B. Lopez,,81,63
324,3,4:55.0,,Atlanta full timeout,81,63
325,3,4:55.0,,A. White enters the game for T. Prince,81,63
326,3,4:55.0,B. Ingram misses free throw 1 of 1,,81,63
327,3,4:53.0,,Defensive rebound by J. Collins,81,63
328,3,4:38.0,,D. Schröder misses 2-pt jump shot from 21 ft,81,63
329,3,4:34.0,Defensive rebound by B. Ingram,,81,63
330,3,4:22.0,J. Randle makes 2-pt layup from 1 ft,,83,63
331,3,4:01.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Dorsey),83,66
332,3,3:41.0,I. Thomas misses 2-pt jump shot from 17 ft,,83,66
333,3,3:39.0,,Defensive rebound by T. Dorsey,83,66
334,3,3:35.0,,D. Schröder misses 3-pt jump shot from 24 ft,83,66
335,3,3:29.0,Defensive rebound by B. Ingram,,83,66
336,3,3:22.0,L. Ball makes 3-pt jump shot from 25 ft (assist by B. Ingram),,86,66
337,3,3:02.0,,T. Dorsey misses 3-pt jump shot from 24 ft,86,66
338,3,3:00.0,Defensive rebound by K. Kuzma,,86,66
339,3,2:56.0,J. Randle misses 2-pt jump shot from 2 ft,,86,66
340,3,2:51.0,Offensive rebound by J. Randle,,86,66
341,3,2:48.0,B. Ingram makes 2-pt dunk at rim (assist by J. Randle),,88,66
342,3,2:48.0,Shooting foul by M. Muscala (drawn by B. Ingram),,88,66
343,3,2:48.0,,I. Taylor enters the game for T. Dorsey,88,66
344,3,2:48.0,B. Ingram makes free throw 1 of 1,,89,66
345,3,2:38.0,,M. Muscala misses 3-pt jump shot from 25 ft,89,66
346,3,2:35.0,Defensive rebound by I. Thomas,,89,66
347,3,2:25.0,Shooting block foul by A. White (drawn by I. Thomas),,89,66
348,3,2:25.0,I. Thomas makes free throw 1 of 2,,90,66
349,3,2:25.0,,T. Dorsey enters the game for A. White,90,66
350,3,2:25.0,K. Caldwell-Pope enters the game for B. Ingram,,90,66
351,3,2:25.0,I. Thomas makes free throw 2 of 2,,91,66
352,3,2:08.0,,J. Collins misses 2-pt layup from 1 ft,91,66
353,3,2:04.0,,Offensive rebound by J. Collins,91,66
354,3,2:04.0,,J. Collins makes 2-pt layup at rim,91,68
355,3,1:53.0,K. Kuzma misses 3-pt jump shot from 24 ft,,91,68
356,3,1:50.0,,Defensive rebound by I. Taylor,91,68
357,3,1:43.0,,D. Schröder misses 3-pt jump shot from 25 ft,91,68
358,3,1:41.0,Defensive rebound by L. Ball,,91,68
359,3,1:33.0,Turnover by K. Kuzma (bad pass; steal by D. Schröder),,91,68
360,3,1:21.0,,J. Collins misses 2-pt hook shot from 13 ft,91,68
361,3,1:17.0,Defensive rebound by J. Randle,,91,68
362,3,1:16.0,Turnover by J. Randle (lost ball; steal by I. Taylor),,91,68
363,3,1:12.0,,D. Schröder makes 2-pt layup from 1 ft,91,70
364,3,1:00.0,I. Thomas makes 2-pt layup from 3 ft,,93,70
365,3,0:48.0,,T. Dorsey makes 2-pt layup at rim,93,72
366,3,0:34.0,K. Kuzma misses 3-pt jump shot from 24 ft,,93,72
367,3,0:30.0,,Defensive rebound by D. Schröder,93,72
368,3,0:26.0,,Shooting foul by J. Randle (drawn by I. Taylor),93,72
369,3,0:26.0,,I. Taylor misses free throw 1 of 2,93,72
370,3,0:26.0,,Offensive rebound by Team,93,72
371,3,0:26.0,,A. White enters the game for D. Schröder,93,72
372,3,0:26.0,,I. Taylor makes free throw 2 of 2,93,73
373,3,0:04.0,J. Randle makes 2-pt layup from 1 ft (assist by L. Ball),,95,73
374,3,0:04.0,Shooting foul by M. Muscala (drawn by J. Randle),,95,73
375,3,0:04.0,J. Randle makes free throw 1 of 1,,96,73
376,3,0:00.0,,I. Taylor makes 2-pt layup from 3 ft,96,75
377,4,11:43.0,,Turnover by I. Taylor (traveling),96,75
378,4,11:34.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,96,75
379,4,11:31.0,,Defensive rebound by T. Prince,96,75
