,QUARTER,TIME_REMAINING,DENVER_ACTION,MEMPHIS_ACTION,DENVER_SCORE,MEMPHIS_SCORE
69,1,3:30.0,N. Jokić makes 2-pt jump shot from 20 ft (assist by J. Murray),,27,20
70,1,3:12.0,,B. Johnson enters the game for D. Brooks,27,20
71,1,3:12.0,,W. Selden enters the game for M. Gasol,27,20
72,1,3:02.0,,W. Selden misses 2-pt jump shot from 20 ft,27,20
73,1,3:00.0,Defensive rebound by W. Barton,,27,20
74,1,2:55.0,Turnover by W. Barton (lost ball; steal by I. Rabb),,27,20
75,1,2:40.0,Denver full timeout,,27,20
76,1,2:40.0,W. Chandler enters the game for G. Harris,,27,20
77,1,2:40.0,T. Lyles enters the game for N. Jokić,,27,20
78,1,2:40.0,D. Harris enters the game for J. Murray,,27,20
79,1,2:36.0,,B. Johnson misses 2-pt jump shot from 15 ft,27,20
80,1,2:31.0,,Offensive rebound by M. Henry,27,20
81,1,2:31.0,,M. Henry makes 2-pt layup at rim,27,22
82,1,2:21.0,W. Barton makes 2-pt layup at rim,,29,22
83,1,2:06.0,,W. Selden misses 3-pt jump shot from 23 ft,29,22
84,1,2:03.0,Defensive rebound by M. Plumlee,,29,22
85,1,1:58.0,D. Harris misses 2-pt layup from 1 ft,,29,22
86,1,1:53.0,Offensive rebound by M. Plumlee,,29,22
87,1,1:53.0,M. Plumlee makes 2-pt dunk at rim,,31,22
88,1,1:39.0,,B. Johnson makes 2-pt jump shot from 15 ft (assist by K. Simmons),31,24
89,1,1:25.0,Turnover by W. Barton (bad pass; steal by M. Henry),,31,24
90,1,1:21.0,,K. Simmons makes 2-pt dunk at rim (assist by I. Rabb),31,26
91,1,1:01.0,W. Barton makes 2-pt jump shot at rim,,33,26
92,1,0:51.0,,M. Henry makes 3-pt jump shot from 23 ft,33,29
93,1,0:38.0,T. Lyles makes 2-pt jump shot from 8 ft,,35,29
94,1,0:32.0,,K. Simmons misses 2-pt layup from 4 ft (block by W. Chandler),35,29
95,1,0:32.0,,Offensive rebound by Team,35,29
96,1,0:30.0,,M. Henry misses 3-pt jump shot from 22 ft,35,29
97,1,0:27.0,Defensive rebound by M. Plumlee,,35,29
98,1,0:08.0,D. Harris misses 2-pt jump shot from 8 ft,,35,29
99,1,0:05.0,,Defensive rebound by B. Johnson,35,29
100,1,0:02.0,,Personal take foul by M. Plumlee (drawn by W. Selden),35,29
101,1,0:02.0,D. Arthur enters the game for M. Plumlee,,35,29
102,1,0:01.0,,W. Selden misses 3-pt jump shot from 25 ft (block by T. Lyles),35,29
103,1,0:01.0,,Offensive rebound by Team,35,29
104,2,11:47.0,,K. Simmons misses 2-pt layup at rim,35,29
105,2,11:45.0,Defensive rebound by W. Barton,,35,29
106,2,11:41.0,W. Barton makes 3-pt jump shot from 26 ft (assist by T. Lyles),,38,29
107,2,11:19.0,,Turnover by J. Martin (out of bounds lost ball),38,29
108,2,11:08.0,Personal foul by W. Selden (drawn by W. Chandler),,38,29
109,2,11:01.0,M. Plumlee makes 2-pt dunk at rim (assist by W. Barton),,40,29
110,2,10:46.0,,J. Martin makes 2-pt layup at rim (assist by W. Selden),40,31
111,2,10:35.0,Turnover by W. Barton (lost ball; steal by M. Henry),,40,31
112,2,10:35.0,,Personal take foul by D. Harris (drawn by W. Selden),40,31
113,2,10:15.0,,W. Selden makes 3-pt jump shot from 25 ft,40,34
114,2,10:13.0,Denver full timeout,,40,34
115,2,9:55.0,D. Harris makes 2-pt layup at rim (assist by M. Plumlee),,42,34
116,2,9:38.0,,W. Selden misses 3-pt jump shot from 25 ft,42,34
117,2,9:36.0,Defensive rebound by W. Chandler,,42,34
118,2,9:27.0,D. Harris makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,45,34
119,2,9:13.0,,Turnover by M. Henry (bad pass; steal by T. Lyles),45,34
120,2,9:09.0,,B. McLemore enters the game for M. Henry,45,34
121,2,9:09.0,,D. Brooks enters the game for W. Selden,45,34
122,2,9:04.0,Shooting foul by K. Simmons (drawn by D. Harris),,45,34
123,2,9:04.0,D. Harris makes free throw 1 of 3,,46,34
124,2,9:04.0,D. Harris makes free throw 2 of 3,,47,34
125,2,9:04.0,D. Harris makes free throw 3 of 3,,48,34
126,2,8:44.0,,Shooting foul by D. Harris (drawn by D. Brooks),48,34
127,2,8:44.0,,D. Brooks misses free throw 1 of 2,48,34
128,2,8:44.0,,Offensive rebound by Team,48,34
129,2,8:44.0,,M. Gasol enters the game for K. Simmons,48,34
130,2,8:44.0,,M. Chalmers enters the game for B. Johnson,48,34
131,2,8:44.0,,D. Brooks misses free throw 2 of 2,48,34
132,2,8:42.0,Defensive rebound by M. Plumlee,,48,34
133,2,8:33.0,Personal foul by B. McLemore (drawn by W. Barton),,48,34
134,2,8:30.0,,Violation by M. Gasol (kicked ball),48,34
135,2,8:22.0,Turnover by D. Harris (bad pass),,48,34
136,2,8:10.0,,M. Gasol misses 2-pt layup from 1 ft,48,34
137,2,8:08.0,,Offensive rebound by J. Martin,48,34
138,2,8:08.0,,J. Martin makes 2-pt layup at rim,48,36
139,2,7:53.0,Turnover by W. Chandler (bad pass; steal by B. McLemore),,48,36
140,2,7:48.0,,J. Martin makes 2-pt layup at rim (assist by B. McLemore),48,38
141,2,7:36.0,T. Lyles misses 3-pt jump shot from 26 ft,,48,38
142,2,7:32.0,,Defensive rebound by M. Gasol,48,38
143,2,7:23.0,,J. Martin makes 2-pt jump shot from 18 ft,48,40
144,2,7:06.0,W. Barton makes 2-pt jump shot from 11 ft,,50,40
145,2,6:55.0,,B. McLemore makes 2-pt layup at rim (assist by M. Gasol),50,42
146,2,6:55.0,Denver full timeout,,50,42
147,2,6:55.0,N. Jokić enters the game for T. Lyles,,50,42
148,2,6:55.0,J. Murray enters the game for W. Chandler,,50,42
149,2,6:55.0,P. Millsap enters the game for M. Plumlee,,50,42
150,2,6:55.0,G. Harris enters the game for D. Harris,,50,42
151,2,6:45.0,Turnover by N. Jokić (out of bounds lost ball),,50,42
152,2,6:34.0,,B. McLemore misses 2-pt jump shot from 19 ft,50,42
153,2,6:30.0,Defensive rebound by N. Jokić,,50,42
154,2,6:25.0,W. Barton makes 3-pt jump shot from 25 ft (assist by N. Jokić),,53,42
155,2,6:10.0,,Turnover by M. Gasol (lost ball; steal by P. Millsap),53,42
156,2,6:05.0,W. Barton misses 3-pt jump shot from 26 ft,,53,42
157,2,5:58.0,Offensive rebound by P. Millsap,,53,42
158,2,5:58.0,P. Millsap makes 2-pt dunk at rim,,55,42
159,2,5:41.0,,D. Brooks misses 2-pt layup from 1 ft,55,42
160,2,5:38.0,Defensive rebound by W. Barton,,55,42
161,2,5:31.0,Personal foul by J. Martin (drawn by W. Barton),,55,42
162,2,5:29.0,G. Harris misses 3-pt jump shot from 25 ft,,55,42
163,2,5:23.0,,Defensive rebound by J. Martin,55,42
164,2,5:16.0,,B. McLemore misses 3-pt jump shot from 25 ft,55,42
165,2,5:13.0,Defensive rebound by P. Millsap,,55,42
166,2,5:04.0,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),,58,42
167,2,5:02.0,,Memphis full timeout,58,42
168,2,5:02.0,,M. Henry enters the game for B. McLemore,58,42
169,2,4:48.0,,J. Martin makes 2-pt jump shot from 15 ft (assist by M. Gasol),58,44
170,2,4:28.0,Turnover by P. Millsap (bad pass; steal by M. Henry),,58,44
171,2,4:21.0,,D. Brooks misses 3-pt jump shot from 24 ft,58,44
172,2,4:17.0,Defensive rebound by J. Murray,,58,44
173,2,4:08.0,Personal foul by M. Henry (drawn by N. Jokić),,58,44
174,2,4:08.0,N. Jokić misses free throw 1 of 2,,58,44
175,2,4:08.0,Offensive rebound by Team,,58,44
176,2,4:08.0,,W. Selden enters the game for M. Henry,58,44
177,2,4:08.0,N. Jokić makes free throw 2 of 2,,59,44
178,2,3:54.0,,Turnover by J. Martin (bad pass; steal by P. Millsap),59,44
179,2,3:50.0,G. Harris misses 3-pt jump shot from 25 ft,,59,44
180,2,3:47.0,,Defensive rebound by M. Gasol,59,44
181,2,3:31.0,,M. Gasol misses 2-pt jump shot from 12 ft,59,44
182,2,3:26.0,,Offensive rebound by J. Martin,59,44
183,2,3:26.0,,J. Martin misses 2-pt layup at rim,59,44
184,2,3:26.0,,Offensive rebound by W. Selden,59,44
185,2,3:20.0,,D. Brooks misses 2-pt layup from 1 ft,59,44
186,2,3:19.0,,Offensive rebound by D. Brooks,59,44
187,2,3:18.0,,D. Brooks misses 2-pt layup at rim,59,44
188,2,3:18.0,,Offensive rebound by J. Martin,59,44
189,2,3:13.0,,J. Martin makes 2-pt layup at rim,59,46
190,2,3:10.0,Turnover by P. Millsap (bad pass; steal by D. Brooks),,59,46
191,2,2:58.0,,M. Gasol misses 2-pt layup from 1 ft (block by P. Millsap),59,46
192,2,2:54.0,Defensive rebound by P. Millsap,,59,46
193,2,2:40.0,N. Jokić misses 2-pt hook shot from 2 ft,,59,46
194,2,2:38.0,,Defensive rebound by W. Selden,59,46
195,2,2:31.0,,Personal foul by G. Harris (drawn by M. Chalmers),59,46
196,2,2:31.0,W. Chandler enters the game for W. Barton,,59,46
197,2,2:31.0,,I. Rabb enters the game for J. Martin,59,46
198,2,2:16.0,,M. Chalmers misses 3-pt jump shot from 26 ft,59,46
199,2,2:14.0,Defensive rebound by N. Jokić,,59,46
200,2,2:10.0,Offensive foul by J. Murray (drawn by M. Gasol),,59,46
201,2,2:10.0,Turnover by J. Murray (offensive foul),,59,46
202,2,1:54.0,,M. Gasol makes 2-pt jump shot from 16 ft (assist by W. Selden),59,48
203,2,1:37.0,P. Millsap makes 2-pt layup at rim (assist by J. Murray),,61,48
204,2,1:22.0,,W. Selden misses 2-pt jump shot from 9 ft,61,48
205,2,1:21.0,Defensive rebound by N. Jokić,,61,48
206,2,1:18.0,J. Murray misses 3-pt jump shot from 25 ft,,61,48
207,2,1:13.0,,Defensive rebound by I. Rabb,61,48
208,2,1:07.0,,Personal foul by N. Jokić (drawn by M. Gasol),61,48
209,2,1:07.0,W. Barton enters the game for J. Murray,,61,48
210,2,1:00.0,,Shooting foul by N. Jokić (drawn by D. Brooks),61,48
211,2,1:00.0,,D. Brooks makes free throw 1 of 2,61,49
212,2,1:00.0,,D. Brooks makes free throw 2 of 2,61,50
213,2,0:49.0,Turnover by N. Jokić (lost ball; steal by M. Chalmers),,61,50
214,2,0:46.0,,D. Brooks makes 2-pt layup at rim (assist by M. Chalmers),61,52
215,2,0:39.0,N. Jokić misses 3-pt jump shot from 25 ft,,61,52
216,2,0:37.0,,Defensive rebound by D. Brooks,61,52
217,2,0:33.0,,Turnover by D. Brooks (out of bounds lost ball),61,52
218,2,0:22.0,P. Millsap misses 2-pt dunk at rim,,61,52
219,2,0:20.0,,Defensive rebound by W. Selden,61,52
220,2,0:06.0,,M. Chalmers makes 2-pt jump shot from 16 ft,61,54
221,2,0:00.0,W. Barton makes 2-pt jump shot from 22 ft,,63,54
222,3,11:43.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by D. Brooks),63,56
223,3,11:23.0,J. Murray misses 2-pt jump shot from 5 ft,,63,56
224,3,11:22.0,Offensive rebound by P. Millsap,,63,56
225,3,11:22.0,Shooting foul by J. Martin (drawn by P. Millsap),,63,56
226,3,11:22.0,P. Millsap makes free throw 1 of 2,,64,56
227,3,11:22.0,P. Millsap makes free throw 2 of 2,,65,56
228,3,11:09.0,,Turnover by J. Martin (lost ball; steal by G. Harris),65,56
229,3,10:59.0,P. Millsap misses 2-pt layup from 2 ft (block by M. Chalmers),,65,56
230,3,10:54.0,,Defensive rebound by D. Brooks,65,56
231,3,10:53.0,,J. Martin makes 2-pt layup at rim (assist by D. Brooks),65,58
232,3,10:43.0,Personal foul by J. Martin (drawn by P. Millsap),,65,58
233,3,10:37.0,Personal foul by J. Martin (drawn by P. Millsap),,65,58
234,3,10:37.0,,I. Rabb enters the game for J. Martin,65,58
235,3,10:28.0,G. Harris makes 2-pt jump shot from 9 ft,,67,58
236,3,10:16.0,,Turnover by M. Chalmers (bad pass; steal by P. Millsap),67,58
237,3,10:08.0,Turnover by G. Harris (lost ball; steal by B. McLemore),,67,58
238,3,9:52.0,,B. McLemore misses 2-pt jump shot from 19 ft,67,58
239,3,9:49.0,Defensive rebound by N. Jokić,,67,58
240,3,9:33.0,G. Harris misses 3-pt jump shot from 23 ft,,67,58
241,3,9:31.0,,Defensive rebound by B. McLemore,67,58
242,3,9:17.0,,Turnover by M. Gasol (lost ball; steal by J. Murray),67,58
243,3,9:12.0,J. Murray makes 2-pt layup at rim,,69,58
244,3,8:49.0,,B. McLemore makes 2-pt layup at rim (assist by I. Rabb),69,60
245,3,8:38.0,J. Murray makes 2-pt layup at rim (assist by N. Jokić),,71,60
246,3,8:34.0,,Personal foul by J. Murray (drawn by M. Chalmers),71,60
247,3,8:20.0,,I. Rabb makes 2-pt jump shot from 18 ft,71,62
248,3,8:06.0,J. Murray makes 3-pt jump shot from 25 ft,,74,62
249,3,7:54.0,,Turnover by M. Gasol (bad pass; steal by P. Millsap),74,62
250,3,7:37.0,G. Harris makes 2-pt jump shot from 8 ft (assist by N. Jokić),,76,62
251,3,7:28.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Chalmers),76,65
252,3,7:04.0,J. Murray misses 2-pt layup from 2 ft (block by B. McLemore),,76,65
253,3,7:02.0,,Defensive rebound by M. Gasol,76,65
254,3,6:57.0,,B. McLemore misses 2-pt layup from 2 ft,76,65
255,3,6:53.0,,Offensive rebound by I. Rabb,76,65
256,3,6:53.0,,I. Rabb makes 2-pt layup at rim,76,67
257,3,6:27.0,W. Chandler misses 3-pt jump shot from 22 ft,,76,67
258,3,6:25.0,,Defensive rebound by M. Gasol,76,67
259,3,6:13.0,,Turnover by M. Gasol (bad pass; steal by N. Jokić),76,67
260,3,6:08.0,,Offensive charge foul by G. Harris (drawn by M. Chalmers),76,67
261,3,6:08.0,Turnover by G. Harris (offensive foul),,76,67
262,3,6:08.0,,Memphis full timeout,76,67
263,3,6:08.0,,M. Henry enters the game for B. McLemore,76,67
264,3,5:49.0,,M. Gasol misses 2-pt jump shot from 17 ft,76,67
265,3,5:42.0,Defensive rebound by P. Millsap,,76,67
266,3,5:28.0,P. Millsap misses 2-pt jump shot from 11 ft,,76,67
267,3,5:27.0,,Defensive rebound by M. Gasol,76,67
268,3,5:23.0,,D. Brooks makes 2-pt layup from 1 ft (assist by M. Gasol),76,69
269,3,5:01.0,P. Millsap makes 2-pt jump shot at rim,,78,69
270,3,4:48.0,,I. Rabb misses 2-pt hook shot from 4 ft,78,69
271,3,4:44.0,Defensive rebound by N. Jokić,,78,69
272,3,4:35.0,G. Harris misses 2-pt jump shot from 19 ft,,78,69
273,3,4:34.0,,Defensive rebound by M. Gasol,78,69
274,3,4:26.0,,Personal foul by J. Murray (drawn by M. Chalmers),78,69
275,3,4:26.0,,K. Simmons enters the game for M. Chalmers,78,69
276,3,4:26.0,W. Barton enters the game for P. Millsap,,78,69
277,3,4:26.0,M. Plumlee enters the game for W. Chandler,,78,69
278,3,4:26.0,D. Harris enters the game for J. Murray,,78,69
279,3,4:18.0,,Offensive foul by M. Gasol (drawn by M. Plumlee),78,69
280,3,4:18.0,,Turnover by M. Gasol (offensive foul),78,69
281,3,4:06.0,G. Harris makes 2-pt dunk from 1 ft,,80,69
282,3,3:47.0,,I. Rabb makes 2-pt layup at rim (assist by M. Henry),80,71
283,3,3:38.0,Shooting foul by I. Rabb (drawn by M. Plumlee),,80,71
284,3,3:38.0,M. Plumlee misses free throw 1 of 2,,80,71
285,3,3:38.0,Offensive rebound by Team,,80,71
286,3,3:38.0,,B. Johnson enters the game for M. Gasol,80,71
287,3,3:38.0,M. Plumlee makes free throw 2 of 2,,81,71
288,3,3:23.0,,B. Johnson misses 2-pt jump shot from 18 ft,81,71
289,3,3:22.0,,Offensive rebound by I. Rabb,81,71
290,3,3:22.0,,I. Rabb misses 2-pt layup at rim,81,71
291,3,3:22.0,,Offensive rebound by I. Rabb,81,71
292,3,3:22.0,,Personal foul by N. Jokić (drawn by I. Rabb),81,71
293,3,3:22.0,,B. McLemore enters the game for D. Brooks,81,71
294,3,3:14.0,,Turnover by K. Simmons (lost ball; steal by G. Harris),81,71
295,3,3:10.0,G. Harris makes 2-pt dunk at rim,,83,71
296,3,2:48.0,,K. Simmons misses 2-pt jump shot from 10 ft,83,71
297,3,2:45.0,,Offensive rebound by I. Rabb,83,71
298,3,2:45.0,,I. Rabb misses 2-pt layup at rim,83,71
299,3,2:43.0,,Offensive rebound by I. Rabb,83,71
300,3,2:43.0,,I. Rabb misses 2-pt layup at rim,83,71
301,3,2:43.0,Defensive rebound by G. Harris,,83,71
302,3,2:39.0,Turnover by G. Harris (bad pass; steal by I. Rabb),,83,71
303,3,2:33.0,,B. Johnson makes 2-pt layup from 1 ft (assist by M. Henry),83,73
304,3,2:13.0,Shooting foul by B. Johnson (drawn by N. Jokić),,83,73
305,3,2:13.0,Denver full timeout,,83,73
306,3,2:13.0,N. Jokić makes free throw 1 of 2,,84,73
307,3,2:13.0,N. Jokić makes free throw 2 of 2,,85,73
308,3,1:51.0,,M. Henry misses 2-pt jump shot from 16 ft,85,73
309,3,1:47.0,,Offensive rebound by K. Simmons,85,73
310,3,1:44.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by K. Simmons),85,76
311,3,1:25.0,G. Harris misses 3-pt jump shot from 25 ft,,85,76
312,3,1:21.0,Offensive rebound by Team,,85,76
313,3,1:21.0,T. Lyles enters the game for N. Jokić,,85,76
314,3,1:15.0,Turnover by M. Plumlee (bad pass; steal by M. Henry),,85,76
315,3,1:04.0,,B. Johnson makes 2-pt layup from 2 ft,85,78
316,3,1:04.0,Violation by M. Plumlee (def goaltending),,85,78
317,3,0:51.0,W. Barton makes 2-pt jump shot from 15 ft,,87,78
318,3,0:38.0,,B. McLemore misses 3-pt jump shot from 25 ft,87,78
319,3,0:36.0,,Offensive rebound by B. Johnson,87,78
320,3,0:33.0,,Turnover by B. Johnson (lost ball; steal by D. Harris),87,78
321,3,0:29.0,W. Barton misses 2-pt layup from 22 ft,,87,78
322,3,0:26.0,Offensive rebound by G. Harris,,87,78
323,3,0:26.0,Personal foul by M. Henry (drawn by G. Harris),,87,78
324,3,0:26.0,G. Harris makes free throw 1 of 2,,88,78
325,3,0:26.0,G. Harris makes free throw 2 of 2,,89,78
326,3,0:08.0,,Turnover by K. Simmons (lost ball; steal by D. Harris),89,78
327,3,0:05.0,W. Barton makes 2-pt dunk at rim (assist by D. Harris),,91,78
328,3,0:04.0,,Personal take foul by D. Harris (drawn by K. Simmons),91,78
329,3,0:01.0,,K. Simmons makes 2-pt dunk at rim (assist by I. Rabb),91,80
330,4,11:50.0,Personal foul by B. Johnson (drawn by M. Plumlee),,91,80
331,4,11:39.0,W. Barton misses 3-pt jump shot from 25 ft,,91,80
332,4,11:33.0,Offensive rebound by W. Barton,,91,80
333,4,11:26.0,W. Barton makes 2-pt dunk at rim (assist by M. Plumlee),,93,80
334,4,11:08.0,,Turnover by I. Rabb (bad pass; steal by W. Barton),93,80
335,4,11:03.0,T. Lyles misses 2-pt layup at rim,,93,80
336,4,11:01.0,,Defensive rebound by B. Johnson,93,80
337,4,10:55.0,,K. Simmons misses 2-pt jump shot from 8 ft,93,80
338,4,10:53.0,Defensive rebound by T. Lyles,,93,80
339,4,10:44.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),,95,80
340,4,10:24.0,,B. Johnson misses 2-pt jump shot from 22 ft,95,80
341,4,10:22.0,Defensive rebound by Team,,95,80
342,4,10:22.0,,M. Chalmers enters the game for K. Simmons,95,80
343,4,10:22.0,,M. Gasol enters the game for B. Johnson,95,80
344,4,10:14.0,D. Harris misses 3-pt jump shot from 25 ft,,95,80
345,4,10:11.0,,Defensive rebound by M. Gasol,95,80
346,4,10:01.0,,J. Martin enters the game for I. Rabb,95,80
347,4,9:53.0,,M. Chalmers makes 3-pt jump shot from 25 ft (assist by M. Gasol),95,83
348,4,9:32.0,Turnover by T. Lyles (bad pass; steal by M. Henry),,95,83
349,4,9:28.0,,M. Chalmers misses 3-pt jump shot from 26 ft,95,83
350,4,9:22.0,Defensive rebound by T. Lyles,,95,83
351,4,9:20.0,Turnover by T. Lyles (lost ball; steal by B. McLemore),,95,83
352,4,9:15.0,,B. McLemore misses 2-pt layup from 1 ft,95,83
353,4,9:12.0,,Offensive rebound by J. Martin,95,83
354,4,8:58.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Chalmers),95,86
355,4,8:57.0,Denver full timeout,,95,86
356,4,8:37.0,Turnover by T. Lyles (bad pass; steal by B. McLemore),,95,86
357,4,8:27.0,,M. Chalmers misses 2-pt jump shot from 10 ft,95,86
358,4,8:23.0,,Offensive rebound by B. McLemore,95,86
359,4,8:23.0,,B. McLemore makes 2-pt layup at rim,95,88
360,4,8:01.0,W. Barton misses 3-pt jump shot from 25 ft,,95,88
361,4,8:00.0,,Defensive rebound by M. Henry,95,88
362,4,7:53.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Chalmers),95,91
363,4,7:23.0,W. Barton makes 2-pt jump shot from 11 ft,,97,91
364,4,7:11.0,,M. Gasol misses 3-pt jump shot from 26 ft,97,91
365,4,7:08.0,Defensive rebound by T. Lyles,,97,91
366,4,6:54.0,T. Lyles makes 2-pt jump shot from 12 ft,,99,91
367,4,6:36.0,,Shooting foul by M. Plumlee (drawn by M. Gasol),99,91
368,4,6:36.0,,M. Gasol makes free throw 1 of 2,99,92
369,4,6:36.0,,D. Brooks enters the game for B. McLemore,99,92
370,4,6:36.0,N. Jokić enters the game for T. Lyles,,99,92
371,4,6:36.0,P. Millsap enters the game for W. Chandler,,99,92
372,4,6:36.0,G. Harris enters the game for M. Plumlee,,99,92
373,4,6:36.0,J. Murray enters the game for D. Harris,,99,92
374,4,6:36.0,,M. Gasol makes free throw 2 of 2,99,93
375,4,6:15.0,Personal foul by M. Henry (drawn by W. Barton),,99,93
376,4,6:12.0,Personal foul by M. Gasol (drawn by N. Jokić),,99,93
377,4,6:00.0,J. Murray misses 3-pt jump shot from 25 ft,,99,93
378,4,5:58.0,Offensive rebound by Team,,99,93
379,4,5:58.0,Turnover by Team (shot clock),,99,93
380,4,5:47.0,,M. Gasol misses 3-pt jump shot from 26 ft,99,93
381,4,5:46.0,,Offensive rebound by Team,99,93
382,4,5:46.0,Loose ball foul by W. Barton (drawn by J. Martin),,99,93
383,4,5:35.0,,M. Chalmers misses 3-pt jump shot from 25 ft,99,93
