,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,CHICAGO_ACTION,GOLDEN STATE_SCORE,CHICAGO_SCORE
28,1,7:52.0,,J. Holiday misses 2-pt jump shot from 20 ft,12,8
29,1,7:49.0,Defensive rebound by S. Curry,,12,8
30,1,7:43.0,Shooting foul by J. Holiday (drawn by K. Durant),,12,8
31,1,7:43.0,K. Durant makes free throw 1 of 2,,13,8
32,1,7:43.0,K. Durant makes free throw 2 of 2,,14,8
33,1,7:25.0,,J. Holiday makes 3-pt jump shot from 22 ft (assist by K. Dunn),14,11
34,1,7:13.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by S. Curry),,16,11
35,1,6:55.0,,L. Markkanen makes 2-pt dunk at rim (assist by K. Dunn),16,13
36,1,6:42.0,S. Curry makes 2-pt jump shot from 20 ft,,18,13
37,1,6:28.0,,Z. LaVine misses 3-pt jump shot from 25 ft,18,13
38,1,6:28.0,Defensive rebound by Z. Pachulia,,18,13
39,1,6:21.0,Personal foul by Z. LaVine (drawn by K. Thompson),,18,13
40,1,6:21.0,,D. Valentine enters the game for Z. LaVine,18,13
41,1,6:14.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Durant),,20,13
42,1,6:06.0,,Def 3 sec tech foul by Z. Pachulia,20,13
43,1,6:06.0,,L. Markkanen makes technical free throw,20,14
44,1,6:00.0,,K. Dunn makes 2-pt jump shot from 6 ft,20,16
45,1,6:00.0,,Shooting foul by S. Curry (drawn by K. Dunn),20,16
46,1,6:00.0,,K. Dunn makes free throw 1 of 1,20,17
47,1,5:46.0,Shooting foul by D. Valentine (drawn by S. Curry),,20,17
48,1,5:46.0,S. Curry makes free throw 1 of 2,,21,17
49,1,5:46.0,S. Curry makes free throw 2 of 2,,22,17
50,1,5:34.0,,Turnover by J. Holiday (bad pass),22,17
51,1,5:23.0,Shooting foul by K. Dunn (drawn by K. Thompson),,22,17
52,1,5:23.0,K. Thompson makes free throw 1 of 2,,23,17
53,1,5:23.0,,J. Grant enters the game for K. Dunn,23,17
54,1,5:23.0,K. Thompson makes free throw 2 of 2,,24,17
55,1,5:08.0,,D. Valentine misses 2-pt jump shot from 9 ft,24,17
56,1,5:06.0,Defensive rebound by Z. Pachulia,,24,17
57,1,5:03.0,Shooting foul by J. Grant (drawn by K. Thompson),,24,17
58,1,5:03.0,K. Thompson misses free throw 1 of 2,,24,17
59,1,5:03.0,Offensive rebound by Team,,24,17
60,1,5:03.0,K. Thompson makes free throw 2 of 2,,25,17
61,1,4:49.0,,L. Markkanen misses 2-pt jump shot from 19 ft,25,17
62,1,4:47.0,Defensive rebound by S. Curry,,25,17
63,1,4:44.0,K. Looney makes 2-pt layup from 1 ft (assist by S. Curry),,27,17
64,1,4:44.0,,Chicago full timeout,27,17
65,1,4:34.0,,L. Markkanen makes 3-pt jump shot from 25 ft (assist by J. Grant),27,20
66,1,4:20.0,Z. Pachulia makes 2-pt jump shot from 16 ft,,29,20
67,1,4:05.0,,Turnover by R. Lopez (traveling),29,20
68,1,4:05.0,J. McGee enters the game for Z. Pachulia,,29,20
69,1,3:52.0,S. Curry makes 3-pt jump shot from 25 ft,,32,20
70,1,3:39.0,,R. Lopez misses 2-pt layup from 3 ft,32,20
71,1,3:36.0,Defensive rebound by S. Curry,,32,20
72,1,3:34.0,Turnover by K. Looney (out of bounds lost ball),,32,20
73,1,3:34.0,N. Young enters the game for K. Thompson,,32,20
74,1,3:17.0,,D. Valentine misses 2-pt jump shot from 7 ft,32,20
75,1,3:11.0,,Offensive rebound by R. Lopez,32,20
76,1,3:11.0,,R. Lopez makes 2-pt layup at rim,32,22
77,1,3:02.0,K. Durant misses 3-pt jump shot from 24 ft,,32,22
78,1,3:00.0,,Defensive rebound by D. Valentine,32,22
79,1,2:54.0,,D. Valentine makes 2-pt jump shot from 19 ft,32,24
80,1,2:40.0,K. Durant makes 2-pt dunk at rim (assist by S. Curry),,34,24
81,1,2:26.0,,R. Lopez makes 2-pt hook shot from 7 ft,34,26
82,1,2:21.0,Personal foul by J. Grant (drawn by S. Curry),,34,26
83,1,2:21.0,S. Curry makes free throw 1 of 2,,35,26
84,1,2:21.0,,N. Mirotić enters the game for L. Markkanen,35,26
85,1,2:21.0,O. Casspi enters the game for K. Looney,,35,26
86,1,2:21.0,P. McCaw enters the game for K. Durant,,35,26
87,1,2:21.0,S. Curry makes free throw 2 of 2,,36,26
88,1,2:05.0,,Personal foul by P. McCaw (drawn by R. Lopez),36,26
89,1,2:05.0,,D. Nwaba enters the game for J. Grant,36,26
90,1,1:51.0,,N. Mirotić makes 2-pt jump shot from 19 ft,36,28
91,1,1:37.0,P. McCaw misses 3-pt jump shot from 23 ft,,36,28
92,1,1:34.0,Offensive rebound by J. McGee,,36,28
93,1,1:32.0,J. McGee makes 2-pt dunk from 1 ft,,38,28
94,1,1:19.0,,Shooting foul by J. McGee (drawn by D. Nwaba),38,28
95,1,1:19.0,,D. Nwaba makes free throw 1 of 2,38,29
96,1,1:19.0,,D. Nwaba makes free throw 2 of 2,38,30
97,1,0:58.0,O. Casspi misses 2-pt layup from 2 ft,,38,30
98,1,0:55.0,,Defensive rebound by R. Lopez,38,30
99,1,0:49.0,,Personal foul by O. Casspi (drawn by N. Mirotić),38,30
100,1,0:49.0,,N. Mirotić makes free throw 1 of 2,38,31
101,1,0:49.0,,B. Portis enters the game for R. Lopez,38,31
102,1,0:49.0,,N. Mirotić makes free throw 2 of 2,38,32
103,1,0:39.0,K. Durant enters the game for J. McGee,,38,32
104,1,0:36.0,Turnover by S. Curry (traveling),,38,32
105,1,0:29.0,,J. Holiday makes 3-pt jump shot from 25 ft (assist by D. Valentine),38,35
106,1,0:11.0,N. Young misses 3-pt jump shot from 25 ft,,38,35
107,1,0:11.0,,Defensive rebound by D. Valentine,38,35
108,1,0:09.0,,Personal foul by O. Casspi (drawn by D. Valentine),38,35
109,1,0:09.0,,D. Valentine makes free throw 1 of 2,38,36
110,1,0:09.0,K. Thompson enters the game for P. McCaw,,38,36
111,1,0:09.0,,D. Valentine misses free throw 2 of 2,38,36
112,1,0:07.0,,Offensive rebound by D. Valentine,38,36
113,1,0:07.0,,D. Valentine makes 2-pt layup at rim,38,38
114,1,0:04.0,Turnover by S. Curry (lost ball; steal by N. Mirotić),,38,38
115,1,0:00.0,,D. Nwaba makes 2-pt dunk from 3 ft (assist by N. Mirotić),38,40
116,2,11:39.0,K. Thompson misses 3-pt jump shot from 27 ft,,38,40
117,2,11:36.0,,Defensive rebound by B. Portis,38,40
118,2,11:18.0,,Z. LaVine misses 2-pt jump shot from 8 ft,38,40
119,2,11:14.0,,Offensive rebound by B. Portis,38,40
120,2,11:14.0,,B. Portis makes 2-pt layup at rim,38,42
121,2,11:04.0,Turnover by D. West (bad pass; steal by N. Mirotić),,38,42
122,2,10:59.0,,Z. LaVine makes 2-pt jump shot from 4 ft (assist by N. Mirotić),38,44
123,2,10:59.0,,Shooting foul by N. Young (drawn by Z. LaVine),38,44
124,2,10:59.0,,Z. LaVine makes free throw 1 of 1,38,45
125,2,10:44.0,S. Livingston makes 2-pt jump shot from 21 ft (assist by D. West),,40,45
126,2,10:28.0,,Turnover by Z. LaVine (bad pass; steal by N. Young),40,45
127,2,10:24.0,D. West makes 2-pt jump shot from 16 ft (assist by K. Thompson),,42,45
128,2,10:24.0,Shooting foul by B. Portis (drawn by D. West),,42,45
129,2,10:24.0,D. West misses free throw 1 of 1,,42,45
130,2,10:20.0,,Defensive rebound by N. Mirotić,42,45
131,2,10:02.0,,Turnover by N. Mirotić (bad pass; steal by O. Casspi),42,45
132,2,9:55.0,K. Thompson makes 2-pt layup from 2 ft,,44,45
133,2,9:34.0,,Z. LaVine misses 2-pt jump shot from 20 ft (block by D. West),44,45
134,2,9:34.0,Defensive rebound by O. Casspi,,44,45
135,2,9:24.0,O. Casspi makes 2-pt layup at rim (assist by D. West),,46,45
136,2,9:24.0,,Chicago full timeout,46,45
137,2,9:24.0,,K. Dunn enters the game for D. Valentine,46,45
138,2,9:09.0,,D. Nwaba makes 2-pt layup from 1 ft,46,47
139,2,8:51.0,D. West misses 2-pt jump shot from 16 ft,,46,47
140,2,8:49.0,,Defensive rebound by N. Mirotić,46,47
141,2,8:44.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by D. Nwaba),46,50
142,2,8:22.0,K. Thompson misses 2-pt jump shot from 15 ft,,46,50
143,2,8:20.0,,Defensive rebound by D. Nwaba,46,50
144,2,8:08.0,,B. Portis misses 3-pt jump shot from 22 ft,46,50
145,2,8:08.0,Defensive rebound by S. Livingston,,46,50
146,2,7:57.0,Turnover by S. Livingston (bad pass; steal by K. Dunn),,46,50
147,2,7:52.0,,Z. LaVine makes 2-pt dunk at rim (assist by K. Dunn),46,52
148,2,7:31.0,N. Young misses 3-pt jump shot from 23 ft,,46,52
149,2,7:31.0,,Defensive rebound by D. Nwaba,46,52
150,2,7:27.0,,Personal foul by S. Livingston (drawn by D. Nwaba),46,52
151,2,7:27.0,K. Durant enters the game for O. Casspi,,46,52
152,2,7:15.0,,N. Mirotić makes 2-pt jump shot from 8 ft (assist by B. Portis),46,54
153,2,7:07.0,K. Durant misses 2-pt layup from 2 ft,,46,54
154,2,7:07.0,,Defensive rebound by B. Portis,46,54
155,2,7:01.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by B. Portis),46,57
156,2,6:37.0,S. Livingston misses 2-pt jump shot from 6 ft,,46,57
157,2,6:34.0,,Defensive rebound by Z. LaVine,46,57
158,2,6:27.0,,Z. LaVine misses 3-pt jump shot from 25 ft,46,57
159,2,6:27.0,,Offensive rebound by D. Nwaba,46,57
160,2,6:25.0,,B. Portis misses 3-pt jump shot from 24 ft,46,57
161,2,6:24.0,,Offensive rebound by Z. LaVine,46,57
162,2,6:24.0,,Z. LaVine misses 2-pt layup from 2 ft,46,57
163,2,6:22.0,,Offensive rebound by Team,46,57
164,2,6:22.0,,J. Holiday enters the game for Z. LaVine,46,57
165,2,6:22.0,P. McCaw enters the game for N. Young,,46,57
166,2,6:12.0,,K. Dunn misses 3-pt jump shot from 25 ft,46,57
167,2,6:12.0,Defensive rebound by P. McCaw,,46,57
168,2,6:01.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by K. Durant),,49,57
169,2,5:49.0,,K. Dunn misses 2-pt jump shot from 16 ft,49,57
170,2,5:49.0,Defensive rebound by K. Thompson,,49,57
171,2,5:41.0,K. Durant misses 3-pt jump shot from 25 ft,,49,57
172,2,5:41.0,Offensive rebound by D. West,,49,57
173,2,5:36.0,D. West misses 2-pt layup at rim,,49,57
174,2,5:35.0,,Defensive rebound by K. Dunn,49,57
175,2,5:33.0,,K. Dunn makes 2-pt jump shot from 16 ft,49,59
176,2,5:23.0,Golden State full timeout,,49,59
177,2,5:23.0,,L. Markkanen enters the game for B. Portis,49,59
178,2,5:23.0,K. Looney enters the game for D. West,,49,59
179,2,5:23.0,S. Curry enters the game for K. Thompson,,49,59
180,2,5:16.0,K. Durant misses 2-pt jump shot from 14 ft,,49,59
181,2,5:10.0,Offensive rebound by P. McCaw,,49,59
182,2,5:09.0,P. McCaw makes 2-pt layup from 1 ft,,51,59
183,2,4:53.0,,D. Nwaba misses 2-pt layup from 1 ft,51,59
184,2,4:46.0,Defensive rebound by K. Looney,,51,59
185,2,4:33.0,S. Livingston misses 2-pt jump shot from 11 ft,,51,59
186,2,4:29.0,,Defensive rebound by K. Dunn,51,59
187,2,4:26.0,,N. Mirotić misses 3-pt jump shot from 26 ft,51,59
188,2,4:19.0,Defensive rebound by S. Livingston,,51,59
189,2,4:17.0,Turnover by S. Livingston (bad pass; steal by N. Mirotić),,51,59
190,2,4:17.0,,Personal foul by S. Livingston (drawn by N. Mirotić),51,59
191,2,4:17.0,,D. Valentine enters the game for D. Nwaba,51,59
192,2,4:17.0,N. Young enters the game for S. Livingston,,51,59
193,2,4:04.0,,Personal foul by P. McCaw (drawn by N. Mirotić),51,59
194,2,4:00.0,,K. Dunn makes 2-pt layup at rim (assist by D. Valentine),51,61
195,2,3:50.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,54,61
196,2,3:32.0,,J. Holiday misses 3-pt jump shot from 23 ft,54,61
197,2,3:29.0,Defensive rebound by N. Young,,54,61
198,2,3:27.0,Personal foul by N. Mirotić (drawn by K. Durant),,54,61
199,2,3:22.0,S. Curry misses 3-pt jump shot from 23 ft,,54,61
200,2,3:17.0,,Defensive rebound by J. Holiday,54,61
201,2,3:13.0,,R. Lopez enters the game for N. Mirotić,54,61
202,2,3:13.0,K. Thompson enters the game for P. McCaw,,54,61
203,2,3:10.0,,D. Valentine misses 2-pt layup from 1 ft (block by N. Young),54,61
204,2,3:10.0,Defensive rebound by K. Looney,,54,61
205,2,3:03.0,N. Young misses 3-pt jump shot from 26 ft,,54,61
206,2,2:55.0,,Defensive rebound by L. Markkanen,54,61
207,2,2:53.0,,K. Dunn misses 2-pt layup from 1 ft,54,61
208,2,2:48.0,Defensive rebound by K. Durant,,54,61
209,2,2:47.0,K. Durant misses 3-pt jump shot from 25 ft,,54,61
210,2,2:40.0,,Defensive rebound by K. Dunn,54,61
211,2,2:37.0,,D. Valentine misses 3-pt jump shot from 24 ft,54,61
212,2,2:33.0,,Offensive rebound by J. Holiday,54,61
213,2,2:32.0,,K. Dunn misses 2-pt layup from 1 ft,54,61
214,2,2:28.0,Defensive rebound by K. Durant,,54,61
215,2,2:25.0,S. Curry makes 2-pt layup from 1 ft,,56,61
216,2,2:17.0,,L. Markkanen misses 3-pt jump shot from 25 ft,56,61
217,2,2:14.0,Defensive rebound by K. Thompson,,56,61
218,2,2:11.0,K. Thompson misses 3-pt jump shot from 26 ft,,56,61
219,2,2:06.0,,Defensive rebound by L. Markkanen,56,61
220,2,1:57.0,,R. Lopez makes 2-pt dunk at rim (assist by D. Valentine),56,63
221,2,1:57.0,Golden State full timeout,,56,63
222,2,1:57.0,,Z. LaVine enters the game for K. Dunn,56,63
223,2,1:57.0,Z. Pachulia enters the game for N. Young,,56,63
224,2,1:45.0,K. Durant makes 2-pt jump shot from 16 ft,,58,63
225,2,1:22.0,,J. Holiday misses 2-pt jump shot from 7 ft,58,63
226,2,1:22.0,,Offensive rebound by Team,58,63
227,2,1:13.0,,J. Holiday misses 2-pt jump shot from 13 ft,58,63
228,2,1:10.0,Defensive rebound by S. Curry,,58,63
229,2,1:03.0,Turnover by K. Thompson (lost ball; steal by Z. LaVine),,58,63
230,2,0:57.0,,D. Valentine makes 3-pt jump shot from 23 ft (assist by Z. LaVine),58,66
231,2,0:45.0,K. Durant makes 2-pt jump shot from 14 ft,,60,66
232,2,0:34.0,,Z. LaVine misses 2-pt layup from 2 ft,60,66
233,2,0:32.0,Defensive rebound by Z. Pachulia,,60,66
234,2,0:27.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,63,66
235,2,0:04.0,,L. Markkanen misses 3-pt jump shot from 23 ft,63,66
236,2,0:01.0,Defensive rebound by S. Curry,,63,66
237,2,0:00.0,S. Curry misses 3-pt jump shot from 50 ft,,63,66
238,2,0:00.0,Offensive rebound by Team,,63,66
239,3,11:49.0,S. Curry misses 3-pt jump shot from 24 ft,,63,66
240,3,11:45.0,,Defensive rebound by L. Markkanen,63,66
241,3,11:29.0,,Turnover by R. Lopez (turnover),63,66
242,3,11:17.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,66,66
243,3,11:01.0,,R. Lopez makes 2-pt hook shot from 5 ft,66,68
244,3,10:45.0,K. Looney misses 2-pt jump shot from 3 ft,,66,68
245,3,10:43.0,,Defensive rebound by Z. LaVine,66,68
246,3,10:31.0,,L. Markkanen makes 2-pt jump shot from 6 ft,66,70
247,3,10:22.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,69,70
248,3,10:07.0,,Z. LaVine misses 3-pt jump shot from 26 ft,69,70
249,3,10:05.0,Defensive rebound by Z. Pachulia,,69,70
250,3,9:59.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by Z. Pachulia),,72,70
251,3,9:40.0,,R. Lopez makes 2-pt jump shot from 19 ft (assist by K. Dunn),72,72
252,3,9:23.0,S. Curry makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),,75,72
253,3,9:03.0,,R. Lopez misses 2-pt hook shot from 10 ft,75,72
254,3,8:59.0,,Offensive rebound by J. Holiday,75,72
255,3,8:59.0,,J. Holiday misses 2-pt layup at rim,75,72
256,3,8:59.0,Defensive rebound by Z. Pachulia,,75,72
257,3,8:49.0,S. Curry misses 3-pt jump shot from 23 ft,,75,72
258,3,8:45.0,,Defensive rebound by J. Holiday,75,72
259,3,8:36.0,,K. Dunn misses 2-pt jump shot from 22 ft,75,72
260,3,8:34.0,Defensive rebound by K. Durant,,75,72
261,3,8:26.0,K. Thompson misses 2-pt jump shot from 20 ft,,75,72
262,3,8:22.0,,Defensive rebound by R. Lopez,75,72
263,3,8:14.0,,K. Dunn misses 2-pt jump shot from 18 ft,75,72
264,3,8:10.0,Defensive rebound by Z. Pachulia,,75,72
265,3,8:02.0,S. Curry makes 2-pt jump shot from 20 ft,,77,72
266,3,8:02.0,,Chicago full timeout,77,72
267,3,7:46.0,,L. Markkanen misses 2-pt jump shot from 14 ft (block by K. Thompson),77,72
268,3,7:43.0,Defensive rebound by K. Thompson,,77,72
269,3,7:39.0,K. Durant makes 2-pt jump shot from 20 ft,,79,72
270,3,7:20.0,,R. Lopez misses 2-pt jump shot from 16 ft,79,72
271,3,7:16.0,Defensive rebound by K. Durant,,79,72
272,3,7:12.0,Personal foul by K. Dunn (drawn by S. Curry),,79,72
273,3,7:06.0,S. Curry misses 2-pt jump shot from 4 ft,,79,72
274,3,7:04.0,,Defensive rebound by J. Holiday,79,72
275,3,6:56.0,,J. Holiday misses 3-pt jump shot from 25 ft,79,72
276,3,6:53.0,Defensive rebound by Z. Pachulia,,79,72
277,3,6:46.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,82,72
278,3,6:23.0,,Z. LaVine misses 3-pt jump shot from 23 ft,82,72
279,3,6:20.0,Defensive rebound by Z. Pachulia,,82,72
280,3,6:06.0,K. Durant misses 2-pt jump shot from 16 ft,,82,72
281,3,6:04.0,,Defensive rebound by L. Markkanen,82,72
282,3,5:52.0,,K. Dunn misses 2-pt layup from 2 ft,82,72
283,3,5:49.0,Defensive rebound by K. Looney,,82,72
284,3,5:47.0,K. Thompson misses 3-pt jump shot from 25 ft,,82,72
285,3,5:42.0,,Defensive rebound by L. Markkanen,82,72
286,3,5:39.0,,K. Dunn misses 3-pt jump shot from 24 ft,82,72
287,3,5:36.0,Defensive rebound by K. Thompson,,82,72
288,3,5:18.0,S. Curry makes 3-pt jump shot from 24 ft (assist by K. Durant),,85,72
289,3,5:15.0,,Chicago full timeout,85,72
290,3,5:15.0,,J. Grant enters the game for Z. LaVine,85,72
291,3,5:15.0,,D. Nwaba enters the game for K. Dunn,85,72
292,3,5:06.0,,Turnover by D. Nwaba (bad pass; steal by S. Curry),85,72
293,3,5:03.0,Turnover by S. Curry (bad pass),,85,72
294,3,4:53.0,,J. Grant misses 2-pt jump shot from 14 ft,85,72
295,3,4:49.0,,Offensive rebound by R. Lopez,85,72
296,3,4:42.0,,Personal foul by S. Curry (drawn by L. Markkanen),85,72
297,3,4:34.0,,J. Grant misses 3-pt jump shot from 25 ft,85,72
298,3,4:30.0,Defensive rebound by K. Durant,,85,72
299,3,4:18.0,Shooting foul by D. Nwaba (drawn by K. Thompson),,85,72
300,3,4:18.0,K. Thompson makes free throw 1 of 3,,86,72
301,3,4:18.0,K. Thompson makes free throw 2 of 3,,87,72
302,3,4:18.0,,N. Mirotić enters the game for R. Lopez,87,72
303,3,4:18.0,P. McCaw enters the game for K. Looney,,87,72
304,3,4:18.0,O. Casspi enters the game for Z. Pachulia,,87,72
305,3,4:18.0,K. Thompson misses free throw 3 of 3,,87,72
306,3,4:15.0,,Defensive rebound by L. Markkanen,87,72
307,3,4:05.0,,J. Holiday misses 3-pt jump shot from 24 ft,87,72
308,3,4:02.0,Defensive rebound by K. Durant,,87,72
309,3,3:52.0,S. Curry misses 3-pt jump shot from 24 ft,,87,72
310,3,3:47.0,Offensive rebound by O. Casspi,,87,72
311,3,3:43.0,P. McCaw misses 2-pt layup from 1 ft,,87,72
312,3,3:43.0,Offensive rebound by Team,,87,72
313,3,3:42.0,N. Young enters the game for K. Thompson,,87,72
314,3,3:32.0,Shooting foul by L. Markkanen (drawn by K. Durant),,87,72
315,3,3:32.0,K. Durant makes free throw 1 of 2,,88,72
316,3,3:32.0,,B. Portis enters the game for L. Markkanen,88,72
317,3,3:32.0,K. Durant makes free throw 2 of 2,,89,72
318,3,3:12.0,,Turnover by B. Portis (lost ball; steal by K. Durant),89,72
319,3,3:12.0,Personal foul by B. Portis (drawn by K. Durant),,89,72
320,3,3:12.0,,D. Valentine enters the game for J. Holiday,89,72
321,3,2:59.0,Personal foul by D. Nwaba (drawn by K. Durant),,89,72
322,3,2:59.0,K. Durant makes free throw 1 of 2,,90,72
323,3,2:59.0,K. Durant makes free throw 2 of 2,,91,72
324,3,2:47.0,,J. Grant makes 2-pt layup from 2 ft,91,74
325,3,2:27.0,P. McCaw makes 2-pt layup from 1 ft (assist by K. Durant),,93,74
326,3,2:16.0,,D. Valentine misses 2-pt jump shot from 22 ft,93,74
327,3,2:13.0,Defensive rebound by S. Curry,,93,74
328,3,2:08.0,K. Durant misses 3-pt jump shot from 24 ft,,93,74
329,3,2:03.0,,Defensive rebound by N. Mirotić,93,74
330,3,1:47.0,,B. Portis makes 2-pt jump shot from 6 ft (assist by D. Valentine),93,76
331,3,1:33.0,Turnover by P. McCaw (bad pass),,93,76
332,3,1:18.0,,B. Portis makes 2-pt jump shot from 18 ft,93,78
333,3,1:01.0,O. Casspi misses 2-pt jump shot from 8 ft,,93,78
334,3,0:59.0,,Defensive rebound by D. Valentine,93,78
335,3,0:55.0,,N. Mirotić misses 3-pt jump shot from 27 ft,93,78
336,3,0:50.0,Defensive rebound by N. Young,,93,78
337,3,0:35.0,N. Young makes 2-pt layup from 1 ft (assist by P. McCaw),,95,78
338,3,0:30.0,,J. Grant misses 2-pt jump shot from 17 ft,95,78
339,3,0:27.0,Defensive rebound by K. Durant,,95,78
340,3,0:07.0,K. Durant misses 3-pt jump shot from 27 ft,,95,78
341,3,0:03.0,,Defensive rebound by D. Nwaba,95,78
342,3,0:00.0,,N. Mirotić misses 2-pt layup from 1 ft,95,78
343,3,0:00.0,Defensive rebound by S. Curry,,95,78
344,4,11:51.0,,N. Mirotić makes 3-pt jump shot from 25 ft (assist by B. Portis),95,81
345,4,11:27.0,K. Thompson makes 2-pt jump shot from 16 ft,,97,81
346,4,11:12.0,,Turnover by N. Mirotić (bad pass),97,81
347,4,11:00.0,Turnover by S. Livingston (bad pass),,97,81
348,4,11:00.0,,Personal foul by D. West (drawn by N. Mirotić),97,81
349,4,10:50.0,,N. Mirotić makes 2-pt jump shot from 12 ft (assist by B. Portis),97,83
350,4,10:29.0,Turnover by K. Thompson (bad pass; steal by B. Portis),,97,83
351,4,10:24.0,,B. Portis makes 2-pt dunk from 1 ft,97,85
352,4,10:08.0,D. West misses 2-pt jump shot from 6 ft,,97,85
353,4,10:04.0,,Defensive rebound by N. Mirotić,97,85
354,4,9:59.0,,N. Mirotić makes 3-pt jump shot from 25 ft,97,88
355,4,9:32.0,S. Livingston misses 2-pt jump shot from 12 ft,,97,88
356,4,9:30.0,,Defensive rebound by N. Mirotić,97,88
357,4,9:23.0,,Turnover by N. Mirotić (bad pass; steal by N. Young),97,88
358,4,9:18.0,K. Thompson misses 3-pt jump shot from 24 ft,,97,88
359,4,9:16.0,Offensive rebound by O. Casspi,,97,88
360,4,9:16.0,Shooting foul by D. Valentine (drawn by O. Casspi),,97,88
361,4,9:16.0,O. Casspi makes free throw 1 of 2,,98,88
362,4,9:16.0,K. Looney enters the game for N. Young,,98,88
363,4,9:16.0,O. Casspi makes free throw 2 of 2,,99,88
364,4,8:58.0,,D. Nwaba misses 2-pt jump shot from 5 ft,99,88
365,4,8:55.0,,Offensive rebound by B. Portis,99,88
366,4,8:55.0,,B. Portis misses 2-pt layup at rim,99,88
367,4,8:55.0,,Offensive rebound by Team,99,88
368,4,8:50.0,,B. Portis misses 3-pt jump shot from 26 ft,99,88
369,4,8:46.0,Defensive rebound by K. Looney,,99,88
370,4,8:39.0,Shooting foul by B. Portis (drawn by D. West),,99,88
371,4,8:39.0,D. West makes free throw 1 of 2,,100,88
372,4,8:39.0,D. West makes free throw 2 of 2,,101,88
373,4,8:32.0,,D. Valentine misses 3-pt jump shot from 25 ft,101,88
374,4,8:28.0,Defensive rebound by O. Casspi,,101,88
375,4,8:17.0,K. Thompson makes 2-pt jump shot from 21 ft,,103,88
376,4,8:00.0,,B. Portis makes 2-pt layup from 2 ft (assist by D. Valentine),103,90
377,4,7:40.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. West),,106,90
378,4,7:32.0,,Shooting foul by O. Casspi (drawn by D. Valentine),106,90
379,4,7:32.0,,D. Valentine makes free throw 1 of 2,106,91
380,4,7:32.0,Golden State full timeout,,106,91
381,4,7:32.0,,D. Valentine makes free throw 2 of 2,106,92
382,4,7:18.0,K. Thompson misses 3-pt jump shot from 24 ft,,106,92
383,4,7:15.0,,Defensive rebound by Team,106,92
384,4,7:05.0,,K. Dunn makes 2-pt jump shot from 10 ft,106,94
