,QUARTER,TIME_REMAINING,DALLAS_ACTION,WASHINGTON_ACTION,DALLAS_SCORE,WASHINGTON_SCORE
384,4,6:09.0,W. Matthews misses 3-pt jump shot from 26 ft,,96,91
385,4,6:05.0,Offensive rebound by D. Smith,,96,91
386,4,6:05.0,D. Smith makes 2-pt layup from 1 ft,,98,91
387,4,5:50.0,,B. Beal misses 2-pt jump shot from 12 ft,98,91
388,4,5:48.0,Defensive rebound by S. Mejri,,98,91
389,4,5:45.0,H. Barnes makes 2-pt jump shot from 17 ft (assist by D. Smith),,100,91
390,4,5:43.0,,Washington full timeout,100,91
391,4,5:31.0,,J. Smith misses 2-pt jump shot from 13 ft (block by S. Mejri),100,91
392,4,5:26.0,Defensive rebound by Y. Ferrell,,100,91
393,4,5:10.0,D. Smith misses 2-pt jump shot from 11 ft,,100,91
394,4,5:05.0,Offensive rebound by S. Mejri,,100,91
395,4,5:05.0,S. Mejri makes 2-pt layup at rim,,102,91
396,4,4:54.0,,Turnover by J. Wall (bad pass; steal by W. Matthews),102,91
397,4,4:51.0,W. Matthews misses 2-pt layup from 2 ft (block by J. Wall),,102,91
398,4,4:48.0,,Defensive rebound by B. Beal,102,91
399,4,4:44.0,,B. Beal misses 3-pt jump shot from 25 ft,102,91
400,4,4:40.0,Defensive rebound by W. Matthews,,102,91
401,4,4:19.0,H. Barnes makes 2-pt jump shot from 4 ft,,104,91
402,4,4:00.0,,O. Porter makes 2-pt jump shot from 5 ft,104,93
403,4,3:38.0,Personal foul by B. Beal (drawn by W. Matthews),,104,93
404,4,3:31.0,Shooting foul by J. Smith (drawn by S. Mejri),,104,93
405,4,3:31.0,Dallas full timeout,,104,93
406,4,3:31.0,,M. Morris enters the game for J. Smith,104,93
407,4,3:31.0,S. Mejri misses free throw 1 of 2,,104,93
408,4,3:31.0,Offensive rebound by Team,,104,93
409,4,3:31.0,S. Mejri makes free throw 2 of 2,,105,93
410,4,3:27.0,,Shooting foul by S. Mejri (drawn by J. Wall),105,93
411,4,3:27.0,,J. Wall misses free throw 1 of 2,105,93
412,4,3:27.0,,Offensive rebound by Team,105,93
413,4,3:27.0,,J. Wall misses free throw 2 of 2,105,93
414,4,3:25.0,Defensive rebound by W. Matthews,,105,93
415,4,3:17.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,105,93
416,4,3:13.0,,Defensive rebound by B. Beal,105,93
417,4,3:02.0,,M. Morris misses 2-pt jump shot from 8 ft,105,93
418,4,2:59.0,Defensive rebound by S. Mejri,,105,93
419,4,2:43.0,H. Barnes misses 2-pt layup from 2 ft,,105,93
420,4,2:41.0,,Defensive rebound by M. Morris,105,93
421,4,2:35.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by J. Wall),105,96
422,4,2:20.0,Personal foul by K. Oubre (drawn by Y. Ferrell),,105,96
423,4,2:20.0,Y. Ferrell misses free throw 1 of 2,,105,96
424,4,2:20.0,Offensive rebound by Team,,105,96
425,4,2:20.0,Y. Ferrell makes free throw 2 of 2,,106,96
426,4,2:13.0,,B. Beal misses 3-pt jump shot from 26 ft,106,96
427,4,2:08.0,Defensive rebound by S. Mejri,,106,96
428,4,1:54.0,Shooting foul by J. Wall (drawn by H. Barnes),,106,96
429,4,1:54.0,H. Barnes makes free throw 1 of 2,,107,96
430,4,1:54.0,H. Barnes makes free throw 2 of 2,,108,96
431,4,1:47.0,,M. Morris misses 3-pt jump shot from 27 ft,108,96
432,4,1:43.0,Defensive rebound by D. Smith,,108,96
433,4,1:36.0,D. Smith makes 2-pt layup at rim,,110,96
434,4,1:27.0,,O. Porter misses 3-pt jump shot from 24 ft,110,96
435,4,1:21.0,Defensive rebound by D. Smith,,110,96
436,4,1:05.0,H. Barnes misses 2-pt jump shot from 14 ft,,110,96
437,4,1:02.0,,Defensive rebound by K. Oubre,110,96
438,4,0:56.0,,K. Oubre misses 3-pt jump shot from 26 ft,110,96
439,4,0:53.0,Defensive rebound by S. Mejri,,110,96
440,4,0:33.0,H. Barnes makes 3-pt jump shot from 24 ft,,113,96
441,4,0:25.0,,B. Beal misses 2-pt jump shot from 21 ft,113,96
442,4,0:24.0,,Offensive rebound by Team,113,96
443,4,0:20.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Morris),113,99
