,QUARTER,TIME_REMAINING,HOUSTON_ACTION,INDIANA_ACTION,HOUSTON_SCORE,INDIANA_SCORE
384,4,5:36.0,J. Harden misses 3-pt jump shot from 27 ft,,103,82
385,4,5:33.0,Offensive rebound by R. Anderson,,103,82
386,4,5:29.0,E. Gordon misses 3-pt jump shot from 25 ft,,103,82
387,4,5:27.0,,Defensive rebound by M. Turner,103,82
388,4,5:13.0,,M. Turner makes 2-pt jump shot from 8 ft,103,84
389,4,4:43.0,C. Capela makes 2-pt layup at rim (assist by J. Harden),,105,84
390,4,4:34.0,,Turnover by T. Young (bad pass),105,84
391,4,4:27.0,Turnover by C. Capela (discontinued dribble),,105,84
392,4,4:13.0,,M. Turner makes 2-pt layup from 1 ft (assist by D. Collison),105,86
393,4,4:00.0,T. Ariza makes 3-pt jump shot from 27 ft,,108,86
394,4,3:46.0,,Shooting foul by C. Capela (drawn by V. Oladipo),108,86
395,4,3:46.0,,V. Oladipo misses free throw 1 of 2,108,86
396,4,3:46.0,,Offensive rebound by Team,108,86
397,4,3:46.0,,V. Oladipo makes free throw 2 of 2,108,87
398,4,3:32.0,C. Capela makes 2-pt dunk from 2 ft (assist by J. Harden),,110,87
399,4,3:32.0,,Indiana full timeout,110,87
400,4,3:32.0,,J. Young enters the game for V. Oladipo,110,87
401,4,3:32.0,,C. Joseph enters the game for T. Young,110,87
402,4,3:32.0,,I. Anigbogu enters the game for D. Collison,110,87
403,4,3:32.0,,T. Leaf enters the game for M. Turner,110,87
404,4,3:32.0,,D. Wilkins enters the game for B. Bogdanović,110,87
405,4,3:32.0,D. Jackson enters the game for E. Gordon,,110,87
406,4,3:32.0,B. Brown enters the game for J. Harden,,110,87
407,4,3:32.0,Z. Qi enters the game for R. Anderson,,110,87
408,4,3:19.0,,D. Wilkins makes 2-pt layup at rim,110,89
409,4,3:05.0,C. Capela makes 2-pt layup at rim,,112,89
410,4,2:51.0,,Shooting foul by Z. Qi (drawn by T. Leaf),112,89
411,4,2:51.0,,T. Leaf makes free throw 1 of 2,112,90
412,4,2:51.0,,T. Leaf misses free throw 2 of 2,112,90
413,4,2:49.0,Defensive rebound by T. Ariza,,112,90
414,4,2:35.0,T. Ariza misses 3-pt jump shot from 27 ft,,112,90
415,4,2:31.0,,Defensive rebound by I. Anigbogu,112,90
416,4,2:24.0,,I. Anigbogu misses 2-pt dunk from 1 ft (block by Z. Qi),112,90
417,4,2:24.0,Defensive rebound by T. Ariza,,112,90
418,4,2:19.0,Turnover by T. Ariza (bad pass),,112,90
419,4,2:02.0,,J. Young misses 2-pt layup from 1 ft (block by Z. Qi),112,90
420,4,2:00.0,Defensive rebound by Z. Qi,,112,90
421,4,1:50.0,D. Jackson misses 2-pt layup at rim (block by T. Leaf),,112,90
422,4,1:46.0,,Defensive rebound by D. Wilkins,112,90
423,4,1:39.0,,J. Young makes 2-pt jump shot from 13 ft,112,92
424,4,1:22.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by C. Capela),,115,92
425,4,1:02.0,,T. Leaf makes 3-pt jump shot from 23 ft (assist by D. Wilkins),115,95
426,4,0:45.0,B. Brown misses 2-pt jump shot from 20 ft,,115,95
427,4,0:42.0,,Defensive rebound by J. Young,115,95
428,4,0:31.0,,I. Anigbogu misses 2-pt hook shot from 5 ft,115,95
429,4,0:29.0,Defensive rebound by C. Capela,,115,95
430,4,0:09.0,B. Brown makes 3-pt jump shot from 27 ft,,118,95
431,4,0:00.0,,J. Young misses 3-pt jump shot from 25 ft,118,95
432,4,0:00.0,,Offensive rebound by Team,118,95
