,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
43,1,5:56.0,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),,17,14
44,1,5:43.0,,Turnover by K. Bazemore (bad pass; steal by E. Moore),17,14
45,1,5:33.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by J. Holiday),,20,14
46,1,5:17.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),20,16
47,1,5:05.0,D. Cousins makes 3-pt jump shot from 24 ft (assist by R. Rondo),,23,16
48,1,4:52.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by D. Dedmon),23,19
49,1,4:39.0,J. Holiday makes 2-pt jump shot from 11 ft,,25,19
50,1,4:30.0,,Shooting foul by E. Moore (drawn by M. Belinelli),25,19
51,1,4:30.0,,M. Belinelli makes free throw 1 of 2,25,20
52,1,4:30.0,,T. Prince enters the game for E. İlyasova,25,20
53,1,4:30.0,,J. Collins enters the game for K. Bazemore,25,20
54,1,4:30.0,I. Clark enters the game for D. Cousins,,25,20
55,1,4:30.0,D. Cunningham enters the game for J. Holiday,,25,20
56,1,4:30.0,,M. Belinelli misses free throw 2 of 2,25,20
57,1,4:26.0,Defensive rebound by D. Cunningham,,25,20
58,1,4:16.0,Turnover by R. Rondo (bad pass; steal by D. Schröder),,25,20
59,1,4:08.0,,D. Schröder makes 3-pt jump shot from 24 ft,25,23
60,1,3:50.0,R. Rondo misses 3-pt jump shot from 23 ft,,25,23
61,1,3:47.0,Offensive rebound by A. Davis,,25,23
62,1,3:44.0,I. Clark misses 3-pt jump shot from 25 ft,,25,23
63,1,3:41.0,,Defensive rebound by D. Dedmon,25,23
64,1,3:22.0,,D. Dedmon misses 2-pt jump shot from 19 ft,25,23
65,1,3:18.0,,Offensive rebound by M. Belinelli,25,23
66,1,3:13.0,,Personal foul by E. Moore (drawn by M. Belinelli),25,23
67,1,3:13.0,D. Miller enters the game for E. Moore,,25,23
68,1,3:05.0,,D. Dedmon misses 3-pt jump shot from 24 ft,25,23
69,1,3:01.0,Defensive rebound by D. Miller,,25,23
70,1,2:54.0,D. Miller makes 2-pt jump shot from 17 ft (assist by R. Rondo),,27,23
71,1,2:39.0,,D. Dedmon misses 2-pt layup from 2 ft,27,23
72,1,2:33.0,,Offensive rebound by D. Dedmon,27,23
73,1,2:33.0,,D. Dedmon misses 2-pt layup at rim,27,23
74,1,2:31.0,Defensive rebound by A. Davis,,27,23
75,1,2:29.0,D. Miller misses 3-pt jump shot from 25 ft,,27,23
76,1,2:26.0,Offensive rebound by D. Cunningham,,27,23
77,1,2:25.0,D. Cunningham makes 2-pt layup at rim,,29,23
78,1,2:08.0,,D. Dedmon misses 2-pt jump shot from 18 ft,29,23
79,1,2:08.0,Defensive rebound by D. Miller,,29,23
80,1,1:58.0,Shooting foul by D. Dedmon (drawn by I. Clark),,29,23
81,1,1:58.0,New Orleans full timeout,,29,23
82,1,1:58.0,,M. Delaney enters the game for D. Dedmon,29,23
83,1,1:58.0,,T. Cavanaugh enters the game for D. Schröder,29,23
84,1,1:58.0,J. Nelson enters the game for R. Rondo,,29,23
85,1,1:58.0,D. Cousins enters the game for A. Davis,,29,23
86,1,1:58.0,I. Clark misses free throw 1 of 2,,29,23
87,1,1:58.0,Offensive rebound by Team,,29,23
88,1,1:58.0,I. Clark makes free throw 2 of 2,,30,23
89,1,1:47.0,,M. Belinelli misses 3-pt jump shot from 24 ft,30,23
90,1,1:43.0,Defensive rebound by D. Cunningham,,30,23
91,1,1:30.0,Personal foul by T. Cavanaugh (drawn by D. Cousins),,30,23
92,1,1:30.0,D. Cousins makes free throw 1 of 2,,31,23
93,1,1:30.0,D. Cousins makes free throw 2 of 2,,32,23
94,1,1:17.0,,T. Prince misses 2-pt jump shot from 10 ft,32,23
95,1,1:15.0,Defensive rebound by D. Cousins,,32,23
96,1,1:00.0,D. Cunningham misses 3-pt jump shot from 24 ft,,32,23
97,1,0:56.0,,Defensive rebound by T. Prince,32,23
98,1,0:53.0,,Personal foul by J. Nelson (drawn by T. Prince),32,23
99,1,0:46.0,,J. Collins makes 2-pt layup from 7 ft (assist by M. Belinelli),32,25
100,1,0:26.0,D. Cunningham misses 2-pt layup from 7 ft,,32,25
101,1,0:23.0,,Defensive rebound by T. Cavanaugh,32,25
102,1,0:04.0,,T. Cavanaugh misses 3-pt jump shot from 24 ft,32,25
103,1,0:00.0,Defensive rebound by J. Nelson,,32,25
104,1,0:00.0,J. Nelson misses 3-pt jump shot from 58 ft,,32,25
105,1,0:00.0,Offensive rebound by Team,,32,25
106,2,11:36.0,D. Cousins makes 2-pt jump shot from 12 ft,,34,25
107,2,11:23.0,,T. Prince misses 3-pt jump shot from 24 ft,34,25
108,2,11:21.0,Defensive rebound by D. Cousins,,34,25
109,2,11:13.0,D. Miller misses 2-pt jump shot from 16 ft,,34,25
110,2,11:10.0,,Defensive rebound by J. Collins,34,25
111,2,11:00.0,,M. Delaney misses 2-pt layup from 2 ft (block by D. Cousins),34,25
112,2,10:56.0,Defensive rebound by D. Cunningham,,34,25
113,2,10:52.0,J. Nelson misses 3-pt jump shot from 25 ft,,34,25
114,2,10:48.0,,Defensive rebound by T. Dorsey,34,25
115,2,10:41.0,,Turnover by T. Prince (out of bounds lost ball),34,25
116,2,10:31.0,D. Cousins misses 2-pt jump shot from 17 ft,,34,25
117,2,10:29.0,Offensive rebound by Team,,34,25
118,2,10:20.0,Offensive foul by D. Miller (drawn by T. Prince),,34,25
119,2,10:20.0,Turnover by D. Miller (offensive foul),,34,25
120,2,10:20.0,,M. Plumlee enters the game for T. Cavanaugh,34,25
121,2,10:10.0,,Personal foul by I. Clark (drawn by T. Dorsey),34,25
122,2,9:59.0,,Shooting foul by D. Cousins (drawn by M. Delaney),34,25
123,2,9:59.0,,M. Delaney misses free throw 1 of 2,34,25
124,2,9:59.0,,Offensive rebound by Team,34,25
125,2,9:59.0,,T. Cavanaugh enters the game for J. Collins,34,25
126,2,9:59.0,,M. Delaney makes free throw 2 of 2,34,26
127,2,9:59.0,J. Holiday enters the game for I. Clark,,34,26
128,2,9:44.0,J. Nelson misses 3-pt jump shot from 22 ft,,34,26
129,2,9:41.0,,Defensive rebound by M. Plumlee,34,26
130,2,9:26.0,,Turnover by M. Delaney (bad pass; steal by D. Miller),34,26
131,2,9:17.0,D. Miller makes 2-pt jump shot from 20 ft (assist by J. Nelson),,36,26
132,2,9:02.0,,T. Cavanaugh misses 3-pt jump shot from 25 ft,36,26
133,2,8:58.0,Defensive rebound by J. Nelson,,36,26
134,2,8:56.0,D. Miller makes 3-pt jump shot from 24 ft (assist by J. Nelson),,39,26
135,2,8:54.0,,Atlanta full timeout,39,26
136,2,8:54.0,,E. İlyasova enters the game for T. Prince,39,26
137,2,8:54.0,,K. Bazemore enters the game for T. Cavanaugh,39,26
138,2,8:41.0,,T. Dorsey misses 3-pt jump shot from 25 ft,39,26
139,2,8:36.0,,Offensive rebound by M. Plumlee,39,26
140,2,8:30.0,,M. Delaney misses 3-pt jump shot from 25 ft,39,26
141,2,8:27.0,Defensive rebound by J. Nelson,,39,26
142,2,8:14.0,,Violation by K. Bazemore (kicked ball),39,26
143,2,8:00.0,Turnover by Team (shot clock),,39,26
144,2,7:51.0,,Offensive foul by M. Plumlee (drawn by J. Nelson),39,26
145,2,7:51.0,,Turnover by M. Plumlee (offensive foul),39,26
146,2,7:41.0,D. Cousins misses 3-pt jump shot from 24 ft,,39,26
147,2,7:37.0,Offensive rebound by D. Cunningham,,39,26
148,2,7:25.0,J. Holiday misses 2-pt layup from 4 ft,,39,26
149,2,7:20.0,Offensive rebound by D. Cousins,,39,26
150,2,7:19.0,D. Cousins misses 2-pt layup from 2 ft,,39,26
151,2,7:19.0,,Defensive rebound by E. İlyasova,39,26
152,2,7:17.0,,T. Dorsey misses 2-pt layup from 1 ft (block by D. Cunningham),39,26
153,2,7:17.0,,Offensive rebound by Team,39,26
154,2,7:17.0,A. Davis enters the game for D. Cunningham,,39,26
155,2,7:11.0,,Personal foul by D. Miller (drawn by M. Plumlee),39,26
156,2,7:05.0,,K. Bazemore makes 2-pt jump shot from 6 ft (assist by M. Delaney),39,28
157,2,7:05.0,,Shooting foul by D. Cousins (drawn by K. Bazemore),39,28
158,2,7:05.0,,D. Schröder enters the game for M. Delaney,39,28
159,2,7:05.0,,K. Bazemore makes free throw 1 of 1,39,29
160,2,6:49.0,D. Miller makes 3-pt jump shot from 24 ft (assist by D. Cousins),,42,29
161,2,6:29.0,,K. Bazemore makes 2-pt jump shot from 12 ft,42,31
162,2,6:18.0,Shooting foul by E. İlyasova (drawn by A. Davis),,42,31
163,2,6:18.0,A. Davis misses free throw 1 of 2,,42,31
164,2,6:18.0,Offensive rebound by Team,,42,31
165,2,6:18.0,A. Davis makes free throw 2 of 2,,43,31
166,2,6:07.0,,T. Dorsey misses 3-pt jump shot from 25 ft,43,31
167,2,6:04.0,Defensive rebound by D. Cousins,,43,31
168,2,6:01.0,,Offensive charge foul by D. Cousins (drawn by E. İlyasova),43,31
169,2,6:01.0,Turnover by D. Cousins (offensive foul),,43,31
170,2,6:01.0,,M. Belinelli enters the game for T. Dorsey,43,31
171,2,6:01.0,,J. Collins enters the game for M. Plumlee,43,31
172,2,6:01.0,D. Cunningham enters the game for D. Cousins,,43,31
173,2,6:01.0,E. Moore enters the game for J. Nelson,,43,31
174,2,5:47.0,,K. Bazemore misses 3-pt jump shot from 25 ft,43,31
175,2,5:41.0,Defensive rebound by A. Davis,,43,31
176,2,5:31.0,Personal foul by K. Bazemore (drawn by A. Davis),,43,31
177,2,5:18.0,J. Holiday makes 2-pt layup from 1 ft,,45,31
178,2,5:08.0,,D. Schröder misses 3-pt jump shot from 25 ft,45,31
179,2,5:06.0,,Offensive rebound by Team,45,31
180,2,5:06.0,,D. Dedmon enters the game for E. İlyasova,45,31
181,2,5:01.0,,K. Bazemore misses 3-pt jump shot from 23 ft,45,31
182,2,4:57.0,Defensive rebound by D. Cunningham,,45,31
183,2,4:45.0,J. Holiday misses 2-pt layup from 1 ft,,45,31
184,2,4:42.0,,Defensive rebound by J. Collins,45,31
185,2,4:38.0,,J. Collins makes 2-pt layup from 1 ft (assist by K. Bazemore),45,33
186,2,4:23.0,E. Moore makes 2-pt jump shot from 11 ft,,47,33
187,2,4:08.0,,D. Schröder misses 2-pt layup from 7 ft (block by J. Holiday),47,33
188,2,4:08.0,,Offensive rebound by Team,47,33
189,2,4:08.0,,T. Prince enters the game for K. Bazemore,47,33
190,2,4:04.0,,J. Collins makes 2-pt dunk from 1 ft (assist by D. Schröder),47,35
191,2,3:48.0,J. Holiday makes 3-pt jump shot from 22 ft (assist by D. Miller),,50,35
192,2,3:35.0,,T. Prince misses 3-pt jump shot from 25 ft,50,35
193,2,3:33.0,Defensive rebound by A. Davis,,50,35
194,2,3:26.0,D. Miller makes 2-pt jump shot from 13 ft (assist by A. Davis),,52,35
195,2,3:13.0,,M. Belinelli misses 3-pt jump shot from 24 ft,52,35
196,2,3:08.0,Defensive rebound by D. Cunningham,,52,35
197,2,2:59.0,J. Holiday makes 2-pt jump shot from 13 ft (assist by A. Davis),,54,35
198,2,2:57.0,,Atlanta full timeout,54,35
199,2,2:57.0,D. Cousins enters the game for D. Cunningham,,54,35
200,2,2:39.0,,J. Collins makes 2-pt dunk at rim (assist by M. Belinelli),54,37
201,2,2:24.0,J. Holiday makes 2-pt jump shot from 7 ft (assist by D. Cousins),,56,37
202,2,2:01.0,,M. Belinelli misses 3-pt jump shot from 23 ft (block by A. Davis),56,37
203,2,2:01.0,,Offensive rebound by Team,56,37
204,2,1:58.0,,Personal foul by D. Miller (drawn by J. Collins),56,37
205,2,1:58.0,,J. Collins makes free throw 1 of 2,56,38
206,2,1:58.0,I. Clark enters the game for D. Miller,,56,38
207,2,1:58.0,,J. Collins makes free throw 2 of 2,56,39
208,2,1:36.0,D. Cousins makes 2-pt layup from 1 ft (assist by E. Moore),,58,39
209,2,1:19.0,,T. Prince makes 2-pt jump shot from 10 ft (assist by D. Schröder),58,41
210,2,1:04.0,Turnover by I. Clark (bad pass; steal by D. Schröder),,58,41
211,2,1:01.0,,Shooting foul by J. Holiday (drawn by J. Collins),58,41
212,2,1:01.0,,J. Collins makes free throw 1 of 2,58,42
213,2,1:01.0,,J. Collins makes free throw 2 of 2,58,43
214,2,0:46.0,Personal foul by D. Dedmon (drawn by A. Davis),,58,43
215,2,0:36.0,J. Holiday makes 2-pt jump shot from 19 ft (assist by D. Cousins),,60,43
216,2,0:22.0,,Shooting foul by I. Clark (drawn by D. Schröder),60,43
217,2,0:22.0,,D. Schröder makes free throw 1 of 2,60,44
218,2,0:22.0,,D. Schröder makes free throw 2 of 2,60,45
219,2,0:01.0,A. Davis misses 2-pt jump shot from 13 ft,,60,45
220,2,0:01.0,Offensive rebound by Team,,60,45
221,3,11:42.0,D. Cousins misses 2-pt layup from 11 ft (block by M. Plumlee),,60,45
222,3,11:40.0,Offensive rebound by D. Cousins,,60,45
223,3,11:36.0,R. Rondo misses 2-pt jump shot from 19 ft,,60,45
224,3,11:36.0,Offensive rebound by Team,,60,45
225,3,11:36.0,Turnover by Team (shot clock),,60,45
226,3,11:23.0,,D. Schröder makes 2-pt jump shot from 19 ft,60,47
227,3,11:12.0,Turnover by J. Holiday (traveling),,60,47
228,3,10:59.0,,K. Bazemore misses 2-pt layup from 3 ft,60,47
229,3,10:56.0,Defensive rebound by R. Rondo,,60,47
230,3,10:52.0,J. Holiday misses 3-pt jump shot from 24 ft,,60,47
231,3,10:52.0,Offensive rebound by D. Cousins,,60,47
232,3,10:45.0,D. Cousins misses 2-pt layup from 1 ft (block by T. Prince),,60,47
233,3,10:45.0,Offensive rebound by D. Cousins,,60,47
234,3,10:41.0,Offensive foul by D. Cousins (drawn by K. Bazemore),,60,47
235,3,10:41.0,Turnover by D. Cousins (offensive foul),,60,47
236,3,10:23.0,,K. Bazemore makes 3-pt jump shot from 24 ft (assist by D. Schröder),60,50
237,3,10:08.0,A. Davis misses 2-pt jump shot from 17 ft,,60,50
238,3,10:04.0,,Defensive rebound by M. Plumlee,60,50
239,3,9:58.0,,K. Bazemore misses 3-pt jump shot from 26 ft,60,50
240,3,9:56.0,Defensive rebound by E. Moore,,60,50
241,3,9:50.0,E. Moore misses 2-pt jump shot from 13 ft,,60,50
242,3,9:48.0,,Defensive rebound by E. İlyasova,60,50
243,3,9:45.0,,Turnover by E. İlyasova (out of bounds lost ball),60,50
244,3,9:45.0,D. Cunningham enters the game for D. Cousins,,60,50
245,3,9:33.0,E. Moore misses 2-pt layup from 8 ft,,60,50
246,3,9:30.0,,Defensive rebound by M. Plumlee,60,50
247,3,9:21.0,,D. Schröder misses 3-pt jump shot from 25 ft,60,50
248,3,9:18.0,Defensive rebound by J. Holiday,,60,50
249,3,9:08.0,R. Rondo misses 2-pt layup from 2 ft,,60,50
250,3,9:05.0,,Defensive rebound by E. İlyasova,60,50
251,3,8:55.0,Offensive charge foul by E. İlyasova (drawn by A. Davis),,60,50
252,3,8:55.0,,Turnover by E. İlyasova (offensive foul),60,50
253,3,8:41.0,Personal foul by K. Bazemore (drawn by J. Holiday),,60,50
254,3,8:33.0,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Holiday),,62,50
255,3,8:20.0,,Personal foul by E. Moore (drawn by T. Prince),62,50
256,3,8:06.0,,Personal foul by A. Davis (drawn by M. Plumlee),62,50
257,3,8:00.0,,Turnover by K. Bazemore (bad pass; steal by A. Davis),62,50
258,3,7:49.0,E. Moore makes 3-pt jump shot from 22 ft (assist by R. Rondo),,65,50
259,3,7:33.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Schröder),65,52
260,3,7:12.0,Shooting foul by M. Plumlee (drawn by A. Davis),,65,52
261,3,7:12.0,A. Davis makes free throw 1 of 2,,66,52
262,3,7:12.0,,M. Belinelli enters the game for T. Prince,66,52
263,3,7:12.0,A. Davis makes free throw 2 of 2,,67,52
264,3,7:05.0,,D. Schröder misses 3-pt jump shot from 25 ft,67,52
265,3,7:00.0,,Offensive rebound by M. Plumlee,67,52
266,3,6:44.0,,E. İlyasova makes 2-pt jump shot from 13 ft (assist by D. Schröder),67,54
267,3,6:27.0,,Offensive charge foul by R. Rondo (drawn by D. Schröder),67,54
268,3,6:27.0,Turnover by R. Rondo (offensive foul),,67,54
269,3,6:27.0,,Atlanta full timeout,67,54
270,3,6:27.0,,D. Dedmon enters the game for M. Plumlee,67,54
271,3,6:17.0,,E. İlyasova misses 2-pt jump shot from 15 ft,67,54
272,3,6:14.0,Defensive rebound by J. Holiday,,67,54
273,3,5:59.0,A. Davis misses 2-pt jump shot from 22 ft,,67,54
274,3,5:53.0,,Defensive rebound by K. Bazemore,67,54
275,3,5:48.0,,E. İlyasova makes 2-pt jump shot from 18 ft (assist by D. Dedmon),67,56
276,3,5:30.0,D. Cunningham misses 3-pt jump shot from 23 ft,,67,56
277,3,5:28.0,,Defensive rebound by D. Dedmon,67,56
278,3,5:22.0,,M. Belinelli makes 3-pt jump shot from 24 ft (assist by D. Schröder),67,59
279,3,5:02.0,Personal foul by D. Dedmon (drawn by A. Davis),,67,59
280,3,5:02.0,,M. Delaney enters the game for E. İlyasova,67,59
281,3,5:02.0,,J. Collins enters the game for K. Bazemore,67,59
282,3,4:52.0,J. Holiday misses 2-pt jump shot from 12 ft,,67,59
283,3,4:49.0,,Defensive rebound by D. Dedmon,67,59
284,3,4:48.0,,Personal foul by A. Davis (drawn by D. Dedmon),67,59
285,3,4:48.0,I. Clark enters the game for R. Rondo,,67,59
286,3,4:48.0,D. Miller enters the game for E. Moore,,67,59
287,3,4:29.0,,J. Collins makes 2-pt layup from 3 ft (assist by D. Dedmon),67,61
288,3,4:13.0,Shooting foul by M. Delaney (drawn by J. Holiday),,67,61
289,3,4:13.0,J. Holiday misses free throw 1 of 2,,67,61
290,3,4:13.0,Offensive rebound by Team,,67,61
291,3,4:13.0,,Violation by J. Collins (lane),67,61
292,3,4:13.0,J. Holiday makes free throw 2 of 2,,68,61
293,3,4:01.0,,D. Schröder misses 3-pt jump shot from 24 ft,68,61
294,3,3:57.0,,Offensive rebound by M. Belinelli,68,61
295,3,3:55.0,,D. Dedmon makes 2-pt jump shot from 19 ft (assist by M. Belinelli),68,63
296,3,3:39.0,Turnover by D. Miller (bad pass; steal by M. Belinelli),,68,63
297,3,3:28.0,,Personal foul by I. Clark (drawn by D. Schröder),68,63
298,3,3:17.0,,M. Delaney makes 2-pt jump shot from 21 ft (assist by D. Schröder),68,65
299,3,2:56.0,D. Cunningham misses 3-pt jump shot from 23 ft,,68,65
300,3,2:53.0,,Defensive rebound by D. Dedmon,68,65
301,3,2:44.0,,D. Schröder misses 2-pt layup from 1 ft (block by A. Davis),68,65
302,3,2:43.0,,Offensive rebound by Team,68,65
303,3,2:43.0,New Orleans full timeout,,68,65
304,3,2:43.0,,T. Prince enters the game for D. Schröder,68,65
305,3,2:43.0,D. Cousins enters the game for A. Davis,,68,65
306,3,2:31.0,,D. Dedmon makes 2-pt jump shot from 21 ft (assist by M. Delaney),68,67
307,3,2:14.0,I. Clark misses 3-pt jump shot from 24 ft,,68,67
308,3,2:11.0,,Defensive rebound by D. Dedmon,68,67
309,3,2:04.0,,Turnover by M. Delaney (bad pass; steal by I. Clark),68,67
310,3,1:51.0,J. Holiday makes 2-pt layup from 5 ft,,70,67
311,3,1:28.0,,D. Dedmon misses 3-pt jump shot from 25 ft,70,67
312,3,1:25.0,Defensive rebound by D. Miller,,70,67
313,3,1:16.0,J. Holiday misses 3-pt jump shot from 24 ft,,70,67
314,3,1:13.0,,Defensive rebound by M. Delaney,70,67
315,3,1:06.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by J. Collins),70,70
316,3,0:49.0,D. Cousins misses 2-pt layup from 1 ft,,70,70
317,3,0:46.0,,Defensive rebound by J. Collins,70,70
318,3,0:41.0,,Personal foul by J. Holiday (drawn by M. Delaney),70,70
319,3,0:41.0,J. Nelson enters the game for J. Holiday,,70,70
320,3,0:41.0,,M. Delaney makes free throw 1 of 2,70,71
321,3,0:41.0,,M. Delaney misses free throw 2 of 2,70,71
322,3,0:38.0,Defensive rebound by D. Cunningham,,70,71
323,3,0:21.0,Turnover by D. Cousins (traveling),,70,71
324,3,0:04.0,,D. Dedmon misses 3-pt jump shot from 24 ft,70,71
325,3,0:04.0,Defensive rebound by I. Clark,,70,71
326,4,11:45.0,,J. Collins makes 2-pt layup from 1 ft (assist by M. Belinelli),70,73
327,4,11:23.0,J. Nelson misses 2-pt jump shot from 23 ft,,70,73
328,4,11:23.0,,Defensive rebound by M. Belinelli,70,73
329,4,11:17.0,,M. Belinelli misses 3-pt jump shot from 24 ft,70,73
330,4,11:16.0,Defensive rebound by Team,,70,73
331,4,11:16.0,A. Davis enters the game for D. Cunningham,,70,73
332,4,11:01.0,I. Clark misses 2-pt jump shot from 12 ft,,70,73
333,4,10:58.0,Offensive rebound by Team,,70,73
334,4,10:54.0,Personal foul by E. İlyasova (drawn by D. Cousins),,70,73
335,4,10:35.0,Turnover by D. Cousins (turnover),,70,73
336,4,10:22.0,,Turnover by M. Delaney (bad pass; steal by D. Cousins),70,73
337,4,10:08.0,A. Davis misses 2-pt jump shot from 6 ft,,70,73
338,4,10:04.0,,Defensive rebound by M. Delaney,70,73
339,4,9:57.0,,M. Delaney makes 3-pt jump shot from 24 ft,70,76
340,4,9:41.0,I. Clark makes 2-pt jump shot from 17 ft (assist by J. Nelson),,72,76
341,4,9:28.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by T. Prince),72,78
342,4,9:01.0,D. Miller makes 3-pt jump shot from 24 ft (assist by D. Cousins),,75,78
343,4,8:45.0,,M. Delaney misses 2-pt jump shot from 15 ft,75,78
344,4,8:42.0,Defensive rebound by D. Cousins,,75,78
345,4,8:34.0,D. Cousins makes 2-pt layup from 3 ft (assist by J. Nelson),,77,78
346,4,8:34.0,Shooting foul by J. Collins (drawn by D. Cousins),,77,78
347,4,8:34.0,,K. Bazemore enters the game for M. Belinelli,77,78
348,4,8:34.0,,D. Dedmon enters the game for J. Collins,77,78
349,4,8:34.0,J. Holiday enters the game for J. Nelson,,77,78
350,4,8:34.0,D. Cousins misses free throw 1 of 1,,77,78
351,4,8:32.0,,Defensive rebound by D. Dedmon,77,78
352,4,8:09.0,,K. Bazemore misses 3-pt jump shot from 22 ft,77,78
353,4,8:09.0,,Offensive rebound by Team,77,78
354,4,8:09.0,,Turnover by Team (shot clock),77,78
355,4,7:49.0,I. Clark makes 2-pt jump shot from 18 ft (assist by D. Cousins),,79,78
356,4,7:30.0,,K. Bazemore misses 2-pt jump shot from 20 ft,79,78
357,4,7:30.0,Defensive rebound by Team,,79,78
358,4,7:30.0,,Loose ball foul by D. Dedmon (drawn by A. Davis),79,78
359,4,7:30.0,,D. Schröder enters the game for M. Delaney,79,78
360,4,7:16.0,D. Miller makes 2-pt jump shot from 16 ft (assist by I. Clark),,81,78
361,4,7:15.0,,Atlanta full timeout,81,78
362,4,7:03.0,,Offensive foul by D. Dedmon (drawn by A. Davis),81,78
363,4,7:03.0,,Turnover by D. Dedmon (offensive foul),81,78
364,4,6:47.0,Turnover by D. Cousins (bad pass; steal by D. Dedmon),,81,78
365,4,6:35.0,,T. Prince misses 3-pt jump shot from 24 ft,81,78
366,4,6:32.0,,Offensive rebound by D. Dedmon,81,78
367,4,6:24.0,,D. Schröder misses 2-pt jump shot from 18 ft,81,78
368,4,6:22.0,Defensive rebound by D. Cousins,,81,78
369,4,6:07.0,A. Davis misses 2-pt layup from 2 ft,,81,78
370,4,6:04.0,,Defensive rebound by D. Dedmon,81,78
371,4,5:59.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by D. Schröder),81,81
372,4,5:40.0,I. Clark misses 3-pt jump shot from 25 ft,,81,81
373,4,5:40.0,Offensive rebound by Team,,81,81
374,4,5:40.0,,Loose ball foul by D. Schröder (drawn by A. Davis),81,81
375,4,5:40.0,,J. Collins enters the game for E. İlyasova,81,81
376,4,5:34.0,I. Clark makes 3-pt jump shot from 25 ft (assist by D. Cousins),,84,81
377,4,5:12.0,,T. Prince makes 2-pt layup from 1 ft (assist by K. Bazemore),84,83
