,QUARTER,TIME_REMAINING,DENVER_ACTION,BROOKLYN_ACTION,DENVER_SCORE,BROOKLYN_SCORE
112,1,0:07.0,M. Plumlee misses 2-pt hook shot from 8 ft,,29,36
113,1,0:05.0,,Defensive rebound by S. Kilpatrick,29,36
114,1,0:00.0,,S. Kilpatrick misses 3-pt jump shot from 27 ft,29,36
115,1,0:00.0,,Offensive rebound by Team,29,36
116,2,11:39.0,M. Plumlee makes 2-pt jump shot from 15 ft (assist by E. Mudiay),,31,36
117,2,11:13.0,,S. Dinwiddie misses 2-pt jump shot from 20 ft,31,36
118,2,11:11.0,,Offensive rebound by T. Booker,31,36
119,2,11:10.0,,T. Booker misses 2-pt layup from 3 ft,31,36
120,2,11:10.0,,Offensive rebound by T. Mozgov,31,36
121,2,11:05.0,,T. Mozgov makes 2-pt layup at rim,31,38
122,2,10:56.0,M. Beasley misses 2-pt jump shot from 14 ft,,31,38
123,2,10:52.0,,Defensive rebound by T. Booker,31,38
124,2,10:36.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),31,41
125,2,10:17.0,P. Millsap misses 2-pt jump shot from 10 ft,,31,41
126,2,10:15.0,,Defensive rebound by S. Kilpatrick,31,41
127,2,10:05.0,,Shooting foul by E. Mudiay (drawn by S. Dinwiddie),31,41
128,2,10:05.0,,S. Dinwiddie makes free throw 1 of 3,31,42
129,2,10:05.0,,S. Dinwiddie makes free throw 2 of 3,31,43
130,2,10:05.0,,S. Dinwiddie misses free throw 3 of 3,31,43
131,2,10:03.0,Defensive rebound by M. Plumlee,,31,43
132,2,9:53.0,W. Barton misses 2-pt jump shot from 7 ft,,31,43
133,2,9:50.0,,Defensive rebound by S. Kilpatrick,31,43
134,2,9:50.0,,Shooting foul by M. Beasley (drawn by S. Kilpatrick),31,43
135,2,9:50.0,,S. Kilpatrick makes free throw 1 of 2,31,44
136,2,9:50.0,,S. Kilpatrick makes free throw 2 of 2,31,45
137,2,9:38.0,E. Mudiay makes 3-pt jump shot from 22 ft (assist by P. Millsap),,34,45
138,2,9:15.0,,T. Mozgov misses 3-pt jump shot from 23 ft,34,45
139,2,9:09.0,,Offensive rebound by T. Booker,34,45
140,2,9:09.0,,T. Booker misses 2-pt layup at rim,34,45
141,2,9:09.0,Defensive rebound by P. Millsap,,34,45
142,2,9:02.0,E. Mudiay makes 2-pt jump shot from 19 ft,,36,45
143,2,8:47.0,,T. Booker misses 2-pt jump shot from 9 ft,36,45
144,2,8:45.0,Defensive rebound by E. Mudiay,,36,45
145,2,8:39.0,E. Mudiay makes 3-pt jump shot from 26 ft,,39,45
146,2,8:38.0,,Brooklyn full timeout,39,45
147,2,8:38.0,,C. LeVert enters the game for S. Kilpatrick,39,45
148,2,8:27.0,,Turnover by T. Booker (bad pass),39,45
149,2,8:17.0,E. Mudiay misses 3-pt jump shot from 25 ft,,39,45
150,2,8:14.0,,Defensive rebound by C. LeVert,39,45
151,2,7:55.0,,T. Mozgov makes 3-pt jump shot from 23 ft (assist by C. LeVert),39,48
152,2,7:36.0,P. Millsap makes 2-pt hook shot from 7 ft,,41,48
153,2,7:19.0,Offensive charge foul by T. Booker (drawn by M. Beasley),,41,48
154,2,7:19.0,,Turnover by T. Booker (offensive foul),41,48
155,2,7:19.0,,A. Crabbe enters the game for J. Harris,41,48
156,2,7:19.0,G. Harris enters the game for M. Beasley,,41,48
157,2,7:05.0,Personal foul by T. Booker (drawn by P. Millsap),,41,48
158,2,7:05.0,,R. Hollis-Jefferson enters the game for T. Booker,41,48
159,2,6:53.0,P. Millsap misses 2-pt layup from 7 ft,,41,48
160,2,6:51.0,,Defensive rebound by C. LeVert,41,48
161,2,6:40.0,,C. LeVert misses 2-pt layup from 4 ft (block by P. Millsap),41,48
162,2,6:24.0,,Offensive rebound by R. Hollis-Jefferson,41,48
163,2,6:24.0,,R. Hollis-Jefferson makes 2-pt layup at rim,41,50
164,2,6:14.0,M. Plumlee makes 2-pt layup from 3 ft (assist by E. Mudiay),,43,50
165,2,5:56.0,,A. Crabbe misses 2-pt jump shot from 8 ft,43,50
166,2,5:52.0,Defensive rebound by M. Plumlee,,43,50
167,2,5:48.0,E. Mudiay makes 2-pt jump shot from 7 ft,,45,50
168,2,5:40.0,,Personal foul by M. Plumlee (drawn by T. Mozgov),45,50
169,2,5:40.0,,J. Allen enters the game for S. Dinwiddie,45,50
170,2,5:40.0,,D. Russell enters the game for T. Mozgov,45,50
171,2,5:40.0,N. Jokić enters the game for P. Millsap,,45,50
172,2,5:40.0,W. Chandler enters the game for W. Barton,,45,50
173,2,5:29.0,,Shooting foul by M. Plumlee (drawn by R. Hollis-Jefferson),45,50
174,2,5:29.0,,R. Hollis-Jefferson makes free throw 1 of 2,45,51
175,2,5:29.0,,R. Hollis-Jefferson makes free throw 2 of 2,45,52
176,2,5:15.0,,Violation by C. LeVert (kicked ball),45,52
177,2,5:06.0,E. Mudiay makes 2-pt jump shot from 14 ft,,47,52
178,2,4:52.0,,Shooting foul by E. Mudiay (drawn by D. Russell),47,52
179,2,4:52.0,,D. Russell misses free throw 1 of 2,47,52
180,2,4:52.0,,Offensive rebound by Team,47,52
181,2,4:52.0,,D. Russell makes free throw 2 of 2,47,53
182,2,4:37.0,Shooting foul by D. Russell (drawn by E. Mudiay),,47,53
183,2,4:37.0,E. Mudiay misses free throw 1 of 2,,47,53
184,2,4:37.0,Offensive rebound by Team,,47,53
185,2,4:37.0,,J. Harris enters the game for C. LeVert,47,53
186,2,4:37.0,E. Mudiay makes free throw 2 of 2,,48,53
187,2,4:24.0,,J. Harris misses 3-pt jump shot from 22 ft,48,53
188,2,4:21.0,Defensive rebound by W. Chandler,,48,53
189,2,4:12.0,N. Jokić makes 2-pt layup from 4 ft,,50,53
190,2,4:03.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),50,55
191,2,3:49.0,G. Harris makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,53,55
192,2,3:45.0,,Shooting foul by E. Mudiay (drawn by D. Russell),53,55
193,2,3:45.0,,D. Russell makes free throw 1 of 3,53,56
194,2,3:45.0,J. Murray enters the game for E. Mudiay,,53,56
195,2,3:45.0,,D. Russell makes free throw 2 of 3,53,57
196,2,3:45.0,,D. Russell makes free throw 3 of 3,53,58
197,2,3:32.0,W. Chandler makes 2-pt jump shot from 9 ft,,55,58
198,2,3:26.0,,Turnover by D. Russell (lost ball; steal by G. Harris),55,58
199,2,3:26.0,Personal foul by D. Russell (drawn by G. Harris),,55,58
200,2,3:06.0,M. Plumlee misses 2-pt layup from 3 ft,,55,58
201,2,3:04.0,,Defensive rebound by J. Allen,55,58
202,2,2:52.0,,Turnover by D. Russell (lost ball; steal by J. Murray),55,58
203,2,2:52.0,Personal foul by D. Russell (drawn by J. Murray),,55,58
204,2,2:52.0,Denver full timeout,,55,58
205,2,2:52.0,,S. Dinwiddie enters the game for D. Russell,55,58
206,2,2:52.0,P. Millsap enters the game for N. Jokić,,55,58
207,2,2:52.0,W. Barton enters the game for M. Plumlee,,55,58
208,2,2:34.0,P. Millsap misses 2-pt jump shot from 8 ft,,55,58
209,2,2:31.0,,Defensive rebound by A. Crabbe,55,58
210,2,2:22.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,55,58
211,2,2:19.0,Defensive rebound by W. Chandler,,55,58
212,2,2:10.0,W. Chandler misses 2-pt jump shot from 19 ft,,55,58
213,2,2:09.0,,Defensive rebound by Team,55,58
214,2,1:53.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by J. Allen),55,61
215,2,1:50.0,Denver full timeout,,55,61
216,2,1:27.0,P. Millsap misses 3-pt jump shot from 27 ft,,55,61
217,2,1:24.0,,Defensive rebound by R. Hollis-Jefferson,55,61
218,2,1:20.0,,R. Hollis-Jefferson misses 2-pt jump shot from 19 ft,55,61
219,2,1:17.0,Defensive rebound by P. Millsap,,55,61
220,2,1:10.0,J. Murray misses 2-pt jump shot from 11 ft,,55,61
221,2,1:07.0,Offensive rebound by J. Murray,,55,61
222,2,1:05.0,G. Harris misses 3-pt jump shot from 26 ft,,55,61
223,2,1:02.0,,Defensive rebound by R. Hollis-Jefferson,55,61
224,2,0:42.0,,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft (assist by S. Dinwiddie),55,63
225,2,0:28.0,W. Chandler makes 2-pt layup from 1 ft (assist by G. Harris),,57,63
226,2,0:03.0,,A. Crabbe misses 2-pt layup from 3 ft,57,63
227,2,0:01.0,Defensive rebound by P. Millsap,,57,63
228,2,0:00.0,W. Barton makes 3-pt jump shot from 26 ft (assist by P. Millsap),,60,63
229,3,11:42.0,G. Harris makes 2-pt jump shot from 12 ft (assist by N. Jokić),,62,63
230,3,11:20.0,,A. Crabbe misses 2-pt jump shot from 15 ft,62,63
231,3,11:16.0,Defensive rebound by N. Jokić,,62,63
232,3,11:08.0,Shooting foul by C. LeVert (drawn by W. Chandler),,62,63
233,3,11:08.0,W. Chandler makes free throw 1 of 2,,63,63
234,3,11:08.0,W. Chandler makes free throw 2 of 2,,64,63
235,3,11:02.0,,Shooting foul by J. Murray (drawn by D. Russell),64,63
236,3,11:02.0,,D. Russell makes free throw 1 of 2,64,64
237,3,11:02.0,,D. Russell misses free throw 2 of 2,64,64
238,3,10:59.0,Defensive rebound by P. Millsap,,64,64
239,3,10:44.0,J. Murray makes 2-pt jump shot from 19 ft,,66,64
240,3,10:15.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,66,64
241,3,10:11.0,Defensive rebound by W. Chandler,,66,64
242,3,10:03.0,N. Jokić makes 2-pt jump shot from 7 ft,,68,64
243,3,10:03.0,Shooting foul by A. Crabbe (drawn by N. Jokić),,68,64
244,3,10:03.0,N. Jokić makes free throw 1 of 1,,69,64
245,3,9:50.0,,C. LeVert misses 3-pt jump shot from 27 ft,69,64
246,3,9:46.0,Defensive rebound by P. Millsap,,69,64
247,3,9:32.0,W. Chandler misses 2-pt jump shot from 12 ft,,69,64
248,3,9:30.0,,Defensive rebound by T. Mozgov,69,64
249,3,9:25.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by D. Russell),69,67
250,3,9:08.0,P. Millsap misses 2-pt jump shot from 9 ft,,69,67
251,3,9:05.0,Offensive rebound by W. Chandler,,69,67
252,3,9:05.0,Shooting foul by D. Russell (drawn by J. Murray),,69,67
253,3,9:05.0,J. Murray makes free throw 1 of 3,,70,67
254,3,9:05.0,J. Murray makes free throw 2 of 3,,71,67
255,3,9:05.0,,S. Dinwiddie enters the game for D. Russell,71,67
256,3,9:05.0,J. Murray makes free throw 3 of 3,,72,67
257,3,8:56.0,,Turnover by R. Hollis-Jefferson (bad pass),72,67
258,3,8:47.0,N. Jokić misses 3-pt jump shot from 26 ft,,72,67
259,3,8:45.0,,Defensive rebound by R. Hollis-Jefferson,72,67
260,3,8:38.0,,T. Mozgov misses 3-pt jump shot from 23 ft,72,67
261,3,8:34.0,Defensive rebound by P. Millsap,,72,67
262,3,8:25.0,G. Harris misses 2-pt jump shot from 20 ft,,72,67
263,3,8:22.0,,Defensive rebound by T. Mozgov,72,67
264,3,8:16.0,,C. LeVert misses 2-pt jump shot from 6 ft,72,67
265,3,8:14.0,Defensive rebound by N. Jokić,,72,67
266,3,8:06.0,N. Jokić misses 3-pt jump shot from 26 ft,,72,67
267,3,8:03.0,,Defensive rebound by S. Dinwiddie,72,67
268,3,7:55.0,,C. LeVert misses 3-pt jump shot from 25 ft,72,67
269,3,7:55.0,Defensive rebound by N. Jokić,,72,67
270,3,7:48.0,P. Millsap makes 2-pt layup from 6 ft (assist by N. Jokić),,74,67
271,3,7:47.0,,Brooklyn full timeout,74,67
272,3,7:30.0,,Turnover by A. Crabbe (step out of bounds),74,67
273,3,7:15.0,P. Millsap makes 2-pt layup from 2 ft,,76,67
274,3,7:07.0,,Turnover by T. Mozgov (lost ball; steal by G. Harris),76,67
275,3,7:07.0,Personal foul by T. Mozgov (drawn by G. Harris),,76,67
276,3,6:53.0,P. Millsap misses 2-pt jump shot from 10 ft,,76,67
277,3,6:48.0,,Defensive rebound by C. LeVert,76,67
278,3,6:41.0,,A. Crabbe misses 3-pt jump shot from 29 ft,76,67
279,3,6:38.0,,Offensive rebound by T. Mozgov,76,67
280,3,6:31.0,,Turnover by R. Hollis-Jefferson (traveling),76,67
281,3,6:13.0,W. Chandler makes 2-pt layup from 3 ft,,78,67
282,3,6:00.0,,C. LeVert misses 3-pt jump shot from 25 ft,78,67
283,3,5:57.0,Defensive rebound by N. Jokić,,78,67
284,3,5:40.0,W. Chandler makes 2-pt jump shot from 13 ft,,80,67
285,3,5:28.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,80,67
286,3,5:23.0,,Offensive rebound by T. Mozgov,80,67
287,3,5:22.0,,C. LeVert misses 2-pt layup from 4 ft (block by P. Millsap),80,67
288,3,5:22.0,,Offensive rebound by Team,80,67
289,3,5:22.0,,J. Harris enters the game for T. Mozgov,80,67
290,3,5:22.0,,J. Allen enters the game for A. Crabbe,80,67
291,3,5:14.0,,Personal foul by J. Murray (drawn by S. Dinwiddie),80,67
292,3,5:07.0,,S. Dinwiddie misses 2-pt layup from 6 ft (block by J. Murray),80,67
293,3,5:05.0,Defensive rebound by N. Jokić,,80,67
294,3,5:01.0,J. Murray makes 2-pt layup from 3 ft,,82,67
295,3,4:53.0,,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,82,67
296,3,4:53.0,Defensive rebound by N. Jokić,,82,67
297,3,4:42.0,G. Harris misses 2-pt layup from 4 ft (block by R. Hollis-Jefferson),,82,67
298,3,4:42.0,,Defensive rebound by C. LeVert,82,67
299,3,4:34.0,,J. Harris makes 2-pt jump shot from 5 ft (assist by C. LeVert),82,69
300,3,4:32.0,Denver full timeout,,82,69
301,3,4:32.0,,D. Russell enters the game for C. LeVert,82,69
302,3,4:32.0,M. Plumlee enters the game for N. Jokić,,82,69
303,3,4:23.0,Def 3 sec tech foul by J. Allen,,82,69
304,3,4:23.0,J. Murray makes technical free throw,,83,69
305,3,4:20.0,Personal foul by J. Harris (drawn by M. Plumlee),,83,69
306,3,4:20.0,M. Plumlee makes free throw 1 of 2,,84,69
307,3,4:20.0,M. Plumlee makes free throw 2 of 2,,85,69
308,3,4:04.0,,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,85,69
309,3,4:00.0,Defensive rebound by M. Plumlee,,85,69
310,3,3:55.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by J. Murray),,88,69
311,3,3:46.0,,J. Allen misses 2-pt dunk from 1 ft,88,69
312,3,3:42.0,Defensive rebound by G. Harris,,88,69
313,3,3:39.0,W. Chandler makes 3-pt jump shot from 25 ft (assist by G. Harris),,91,69
314,3,3:39.0,,Brooklyn full timeout,91,69
315,3,3:39.0,,T. Booker enters the game for R. Hollis-Jefferson,91,69
316,3,3:39.0,W. Barton enters the game for G. Harris,,91,69
317,3,3:29.0,,D. Russell misses 2-pt jump shot from 14 ft,91,69
318,3,3:25.0,Defensive rebound by M. Plumlee,,91,69
319,3,3:19.0,W. Barton makes 3-pt jump shot from 23 ft (assist by J. Murray),,94,69
320,3,3:01.0,,S. Dinwiddie makes 3-pt jump shot from 32 ft (assist by D. Russell),94,72
321,3,2:45.0,W. Chandler makes 2-pt jump shot from 6 ft (assist by J. Murray),,96,72
322,3,2:36.0,,S. Dinwiddie makes 2-pt layup from 1 ft,96,74
323,3,2:28.0,Shooting foul by J. Harris (drawn by J. Murray),,96,74
324,3,2:28.0,J. Murray makes free throw 1 of 2,,97,74
325,3,2:28.0,J. Murray makes free throw 2 of 2,,98,74
326,3,2:17.0,,Personal foul by M. Plumlee (drawn by J. Allen),98,74
327,3,2:17.0,N. Jokić enters the game for J. Murray,,98,74
328,3,2:17.0,E. Mudiay enters the game for P. Millsap,,98,74
329,3,2:09.0,,D. Russell misses 2-pt jump shot from 10 ft,98,74
330,3,2:06.0,Defensive rebound by E. Mudiay,,98,74
331,3,2:04.0,Turnover by E. Mudiay (bad pass; steal by S. Dinwiddie),,98,74
332,3,1:51.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,98,74
333,3,1:47.0,Defensive rebound by M. Plumlee,,98,74
334,3,1:36.0,N. Jokić makes 2-pt jump shot from 18 ft (assist by E. Mudiay),,100,74
335,3,1:17.0,,J. Harris misses 2-pt layup from 3 ft,100,74
336,3,1:13.0,,Offensive rebound by J. Harris,100,74
337,3,1:10.0,,J. Harris makes 2-pt jump shot from 4 ft,100,76
338,3,0:56.0,Turnover by E. Mudiay (traveling),,100,76
339,3,0:50.0,,S. Dinwiddie makes 2-pt layup from 4 ft,100,78
340,3,0:40.0,W. Barton misses 3-pt jump shot from 26 ft,,100,78
341,3,0:37.0,,Defensive rebound by Team,100,78
342,3,0:32.0,,Shooting foul by W. Chandler (drawn by S. Dinwiddie),100,78
343,3,0:32.0,,S. Dinwiddie makes free throw 1 of 3,100,79
344,3,0:32.0,,S. Dinwiddie makes free throw 2 of 3,100,80
345,3,0:32.0,,S. Dinwiddie makes free throw 3 of 3,100,81
346,3,0:19.0,Turnover by W. Barton (bad pass; steal by S. Dinwiddie),,100,81
347,3,0:13.0,,J. Harris makes 3-pt jump shot from 23 ft (assist by D. Russell),100,84
348,3,0:03.0,E. Mudiay misses 2-pt jump shot from 13 ft,,100,84
349,3,0:00.0,,Defensive rebound by S. Dinwiddie,100,84
350,3,0:00.0,,J. Harris misses 3-pt jump shot from 45 ft (block by W. Chandler),100,84
351,3,0:00.0,,Offensive rebound by Team,100,84
352,4,11:49.0,,D. Russell makes 2-pt jump shot from 9 ft,100,86
353,4,11:35.0,N. Jokić makes 3-pt jump shot from 25 ft (assist by E. Mudiay),,103,86
354,4,11:20.0,,T. Booker makes 2-pt jump shot from 15 ft,103,88
355,4,11:02.0,G. Harris misses 2-pt layup from 4 ft,,103,88
356,4,11:00.0,,Defensive rebound by T. Booker,103,88
357,4,10:53.0,,D. Russell misses 3-pt jump shot from 27 ft,103,88
358,4,10:53.0,,Offensive rebound by T. Booker,103,88
359,4,10:45.0,,T. Booker misses 2-pt layup at rim,103,88
360,4,10:43.0,,Offensive rebound by T. Booker,103,88
361,4,10:37.0,,T. Booker misses 2-pt layup from 3 ft,103,88
362,4,10:35.0,Defensive rebound by W. Barton,,103,88
363,4,10:30.0,W. Barton misses 2-pt layup from 5 ft,,103,88
364,4,10:27.0,,Defensive rebound by T. Booker,103,88
365,4,10:23.0,,S. Dinwiddie makes 3-pt jump shot from 26 ft (assist by T. Booker),103,91
366,4,10:21.0,Denver full timeout,,103,91
367,4,10:07.0,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),,105,91
368,4,10:07.0,Shooting foul by R. Hollis-Jefferson (drawn by N. Jokić),,105,91
369,4,10:07.0,N. Jokić makes free throw 1 of 1,,106,91
370,4,9:59.0,,D. Russell makes 2-pt jump shot from 6 ft,106,93
371,4,9:36.0,E. Mudiay misses 2-pt layup from 4 ft,,106,93
372,4,9:33.0,Offensive rebound by N. Jokić,,106,93
373,4,9:33.0,N. Jokić misses 2-pt layup at rim,,106,93
374,4,9:33.0,,Defensive rebound by Team,106,93
375,4,9:33.0,Loose ball foul by M. Plumlee (drawn by T. Booker),,106,93
376,4,9:33.0,,C. LeVert enters the game for S. Dinwiddie,106,93
