,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
145,2,6:45.0,,B. Hield misses 3-pt jump shot from 24 ft,43,35
146,2,6:41.0,Defensive rebound by T. Warren,,43,35
147,2,6:30.0,T. Warren makes 2-pt jump shot from 12 ft (assist by D. Bender),,45,35
148,2,6:16.0,,B. Hield misses 2-pt jump shot from 13 ft,45,35
149,2,6:12.0,,Offensive rebound by K. Koufos,45,35
150,2,6:08.0,,F. Mason misses 2-pt layup from 5 ft (block by A. Len),45,35
151,2,6:06.0,Defensive rebound by T. Ulis,,45,35
152,2,5:44.0,D. Bender misses 2-pt layup from 4 ft,,45,35
153,2,5:42.0,,Defensive rebound by K. Koufos,45,35
154,2,5:39.0,,F. Mason makes 2-pt layup from 1 ft,45,37
155,2,5:23.0,,G. Temple enters the game for B. Bogdanović,45,37
156,2,5:23.0,T. Chandler enters the game for T. Warren,,45,37
157,2,5:23.0,D. Booker enters the game for A. Len,,45,37
158,2,5:23.0,J. Jackson enters the game for T. Daniels,,45,37
159,2,5:11.0,Turnover by Team (shot clock),,45,37
160,2,5:11.0,M. Chriss enters the game for D. Bender,,45,37
161,2,5:11.0,Technical foul by J. Jackson,,45,37
162,2,5:11.0,,B. Hield makes technical free throw,45,38
163,2,5:03.0,,B. Hield misses 2-pt jump shot from 20 ft,45,38
164,2,4:59.0,Defensive rebound by J. Jackson,,45,38
165,2,4:56.0,M. Chriss makes 2-pt dunk from 1 ft (assist by J. Jackson),,47,38
166,2,4:33.0,,Turnover by K. Koufos (lost ball; steal by J. Jackson),47,38
167,2,4:21.0,Turnover by J. Jackson (bad pass; steal by W. Cauley-Stein),,47,38
168,2,4:01.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,47,38
169,2,3:58.0,Defensive rebound by M. Chriss,,47,38
170,2,3:51.0,J. Jackson makes 2-pt dunk at rim (assist by T. Ulis),,49,38
171,2,3:50.0,,Sacramento full timeout,49,38
172,2,3:50.0,,G. Hill enters the game for B. Hield,49,38
173,2,3:50.0,,Z. Randolph enters the game for K. Koufos,49,38
174,2,3:26.0,,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by G. Temple),49,40
175,2,3:12.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by T. Ulis),,52,40
176,2,2:52.0,,G. Temple makes 2-pt layup from 1 ft (assist by Z. Randolph),52,42
177,2,2:42.0,Offensive foul by T. Chandler (drawn by G. Hill),,52,42
178,2,2:42.0,Turnover by T. Chandler (offensive foul),,52,42
179,2,2:42.0,T. Warren enters the game for J. Jackson,,52,42
180,2,2:28.0,,Personal foul by M. Chriss (drawn by Z. Randolph),52,42
181,2,2:28.0,,Personal foul by T. Ulis (drawn by F. Mason),52,42
182,2,2:28.0,,G. Hill makes free throw 1 of 1,52,43
183,2,2:21.0,,Turnover by Z. Randolph (traveling),52,43
184,2,2:01.0,T. Warren misses 2-pt jump shot from 12 ft,,52,43
185,2,1:58.0,,Defensive rebound by Z. Randolph,52,43
186,2,1:44.0,,W. Cauley-Stein misses 2-pt jump shot from 10 ft,52,43
187,2,1:41.0,Defensive rebound by T. Chandler,,52,43
188,2,1:38.0,Turnover by T. Ulis (bad pass; steal by W. Cauley-Stein),,52,43
189,2,1:33.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by F. Mason),52,46
190,2,1:32.0,Phoenix full timeout,,52,46
191,2,1:32.0,,K. Koufos enters the game for W. Cauley-Stein,52,46
192,2,1:32.0,I. Canaan enters the game for T. Ulis,,52,46
193,2,1:30.0,Personal foul by F. Mason (drawn by M. Chriss),,52,46
194,2,1:19.0,D. Booker makes 2-pt jump shot from 7 ft (assist by M. Chriss),,54,46
195,2,0:54.0,,F. Mason misses 2-pt jump shot from 7 ft,54,46
196,2,0:53.0,Defensive rebound by Team,,54,46
197,2,0:53.0,,Loose ball foul by Z. Randolph (drawn by M. Chriss),54,46
198,2,0:53.0,M. Chriss makes free throw 1 of 2,,55,46
199,2,0:53.0,M. Chriss misses free throw 2 of 2,,55,46
200,2,0:49.0,Offensive rebound by T. Warren,,55,46
201,2,0:34.0,D. Booker misses 3-pt jump shot from 24 ft,,55,46
202,2,0:30.0,,Defensive rebound by K. Koufos,55,46
203,2,0:08.0,,G. Hill misses 3-pt jump shot from 26 ft,55,46
204,2,0:04.0,Defensive rebound by D. Booker,,55,46
205,2,0:00.0,D. Booker misses 2-pt layup from 1 ft,,55,46
206,2,0:00.0,Offensive rebound by T. Warren,,55,46
207,3,11:47.0,Turnover by M. Chriss (bad pass; steal by F. Mason),,55,46
208,3,11:34.0,,S. Labissière makes 2-pt hook shot from 1 ft (assist by G. Temple),55,48
209,3,11:13.0,Turnover by D. Booker (bad pass; steal by Z. Randolph),,55,48
210,3,11:09.0,,Turnover by Z. Randolph (bad pass),55,48
211,3,10:50.0,D. Booker misses 3-pt jump shot from 24 ft,,55,48
212,3,10:47.0,,Defensive rebound by G. Hill,55,48
213,3,10:36.0,,G. Temple misses 2-pt jump shot from 19 ft,55,48
214,3,10:33.0,Defensive rebound by T. Chandler,,55,48
215,3,10:29.0,T. Warren makes 2-pt jump shot from 17 ft (assist by T. Ulis),,57,48
216,3,10:13.0,,Z. Randolph makes 2-pt hook shot from 4 ft (assist by S. Labissière),57,50
217,3,10:07.0,Personal foul by G. Hill (drawn by D. Booker),,57,50
218,3,10:01.0,D. Booker misses 3-pt jump shot from 26 ft,,57,50
219,3,9:57.0,,Defensive rebound by Z. Randolph,57,50
220,3,9:39.0,,Z. Randolph makes 2-pt jump shot from 10 ft,57,52
221,3,9:25.0,Turnover by T. Warren (bad pass; steal by G. Temple),,57,52
222,3,9:22.0,,G. Temple makes 2-pt dunk at rim,57,54
223,3,9:01.0,M. Chriss makes 3-pt jump shot from 24 ft (assist by D. Booker),,60,54
224,3,8:47.0,,Turnover by G. Temple (bad pass; steal by M. Chriss),60,54
225,3,8:44.0,M. Chriss makes 2-pt dunk at rim,,62,54
226,3,8:23.0,,Z. Randolph makes 2-pt jump shot from 20 ft,62,56
227,3,8:08.0,D. Booker makes 2-pt layup from 10 ft,,64,56
228,3,7:52.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by G. Temple),64,59
229,3,7:30.0,T. Warren misses 2-pt jump shot from 13 ft,,64,59
230,3,7:28.0,Offensive rebound by T. Warren,,64,59
231,3,7:27.0,T. Warren makes 2-pt layup from 2 ft,,66,59
232,3,7:21.0,,Shooting foul by D. Booker (drawn by G. Hill),66,59
233,3,7:21.0,,G. Hill makes free throw 1 of 2,66,60
234,3,7:21.0,,B. Bogdanović enters the game for F. Mason,66,60
235,3,7:21.0,,G. Hill makes free throw 2 of 2,66,61
236,3,7:07.0,Personal foul by G. Hill (drawn by T. Chandler),,66,61
237,3,7:03.0,Shooting foul by S. Labissière (drawn by M. Chriss),,66,61
238,3,7:03.0,M. Chriss misses free throw 1 of 2,,66,61
239,3,7:03.0,Offensive rebound by Team,,66,61
240,3,7:03.0,M. Chriss misses free throw 2 of 2,,66,61
241,3,7:01.0,,Defensive rebound by B. Bogdanović,66,61
242,3,6:47.0,,G. Hill misses 3-pt jump shot from 22 ft,66,61
243,3,6:42.0,Defensive rebound by T. Warren,,66,61
244,3,6:38.0,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Ulis),,69,61
245,3,6:28.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,69,64
246,3,6:27.0,Phoenix full timeout,,69,64
247,3,6:10.0,T. Warren makes 2-pt jump shot from 17 ft (assist by M. Chriss),,71,64
248,3,5:46.0,,Z. Randolph makes 2-pt hook shot from 4 ft,71,66
249,3,5:21.0,D. Booker misses 2-pt layup from 6 ft,,71,66
250,3,5:18.0,,Defensive rebound by G. Temple,71,66
251,3,5:18.0,,Shooting foul by T. Warren (drawn by G. Hill),71,66
252,3,5:18.0,,G. Hill makes free throw 1 of 2,71,67
253,3,5:18.0,D. Bender enters the game for M. Chriss,,71,67
254,3,5:18.0,T. Daniels enters the game for D. Booker,,71,67
255,3,5:18.0,I. Canaan enters the game for T. Ulis,,71,67
256,3,5:18.0,,G. Hill makes free throw 2 of 2,71,68
257,3,4:59.0,I. Canaan makes 3-pt jump shot from 28 ft (assist by T. Warren),,74,68
258,3,4:38.0,,Z. Randolph misses 2-pt jump shot from 16 ft,74,68
259,3,4:38.0,Defensive rebound by T. Chandler,,74,68
260,3,4:25.0,T. Daniels misses 3-pt jump shot from 26 ft,,74,68
261,3,4:21.0,,Defensive rebound by G. Temple,74,68
262,3,4:16.0,,Turnover by G. Temple (bad pass; steal by I. Canaan),74,68
263,3,4:12.0,I. Canaan makes 2-pt layup from 2 ft,,76,68
264,3,4:07.0,,Sacramento full timeout,76,68
265,3,4:07.0,,W. Cauley-Stein enters the game for S. Labissière,76,68
266,3,4:07.0,A. Len enters the game for T. Chandler,,76,68
267,3,4:03.0,,Offensive foul by G. Hill (drawn by I. Canaan),76,68
268,3,4:03.0,,Turnover by G. Hill (offensive foul),76,68
269,3,3:44.0,T. Daniels makes 3-pt jump shot from 22 ft (assist by D. Bender),,79,68
270,3,3:27.0,,Z. Randolph makes 2-pt jump shot from 17 ft,79,70
271,3,3:10.0,T. Warren makes 2-pt jump shot from 21 ft (assist by D. Bender),,81,70
272,3,2:59.0,,Shooting foul by A. Len (drawn by Z. Randolph),81,70
273,3,2:59.0,,Z. Randolph makes free throw 1 of 2,81,71
274,3,2:59.0,,B. Hield enters the game for G. Temple,81,71
275,3,2:59.0,,Z. Randolph makes free throw 2 of 2,81,72
276,3,2:41.0,A. Len makes 2-pt layup from 1 ft (assist by I. Canaan),,83,72
277,3,2:26.0,,Z. Randolph misses 3-pt jump shot from 26 ft,83,72
278,3,2:26.0,Defensive rebound by D. Bender,,83,72
279,3,2:20.0,Technical foul by T. Chandler,,83,72
280,3,2:20.0,,F. Mason enters the game for G. Hill,83,72
281,3,2:20.0,,K. Koufos enters the game for Z. Randolph,83,72
282,3,2:20.0,,B. Hield makes technical free throw,83,73
283,3,2:14.0,T. Warren misses 2-pt layup from 2 ft,,83,73
284,3,2:14.0,,Defensive rebound by B. Hield,83,73
285,3,2:01.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by W. Cauley-Stein),83,75
286,3,1:34.0,T. Daniels makes 3-pt jump shot from 23 ft,,86,75
287,3,1:20.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,86,77
288,3,1:02.0,T. Daniels misses 3-pt jump shot from 26 ft,,86,77
289,3,0:57.0,,Defensive rebound by B. Hield,86,77
290,3,0:56.0,,F. Mason misses 2-pt layup from 2 ft,86,77
291,3,0:56.0,J. Jackson enters the game for T. Warren,,86,77
292,3,0:56.0,,Defensive rebound by Team,86,77
293,3,0:56.0,,Personal foul by T. Warren (drawn by F. Mason),86,77
294,3,0:43.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by B. Hield),86,80
295,3,0:38.0,I. Canaan makes 2-pt layup from 3 ft,,88,80
296,3,0:24.0,,W. Cauley-Stein misses 2-pt layup from 5 ft (block by A. Len),88,80
297,3,0:21.0,,Offensive rebound by W. Cauley-Stein,88,80
298,3,0:19.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by K. Koufos),88,83
299,3,0:03.0,I. Canaan misses 3-pt jump shot from 25 ft,,88,83
300,3,0:03.0,Offensive rebound by A. Len,,88,83
301,3,0:00.0,T. Daniels misses 2-pt jump shot from 11 ft,,88,83
302,3,0:00.0,Offensive rebound by Team,,88,83
303,4,11:46.0,,K. Koufos makes 2-pt hook shot from 6 ft (assist by W. Cauley-Stein),88,85
304,4,11:23.0,J. Jackson makes 2-pt dunk from 1 ft (assist by I. Canaan),,90,85
305,4,11:14.0,,B. Hield makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),90,88
306,4,10:54.0,D. Bender makes 3-pt jump shot from 22 ft (assist by J. Jackson),,93,88
307,4,10:42.0,,Shooting foul by I. Canaan (drawn by W. Cauley-Stein),93,88
308,4,10:42.0,,W. Cauley-Stein makes free throw 1 of 2,93,89
309,4,10:42.0,,W. Cauley-Stein misses free throw 2 of 2,93,89
310,4,10:39.0,Defensive rebound by I. Canaan,,93,89
311,4,10:25.0,J. Jackson misses 2-pt layup from 4 ft,,93,89
312,4,10:22.0,,Defensive rebound by W. Cauley-Stein,93,89
313,4,10:17.0,,Turnover by F. Mason (lost ball; steal by J. Jackson),93,89
314,4,10:07.0,D. Bender misses 3-pt jump shot from 22 ft,,93,89
315,4,10:04.0,,Defensive rebound by B. Hield,93,89
316,4,9:47.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),93,91
317,4,9:24.0,T. Daniels misses 3-pt jump shot from 25 ft (block by B. Bogdanović),,93,91
318,4,9:23.0,,Defensive rebound by K. Koufos,93,91
319,4,9:23.0,,Personal foul by T. Daniels (drawn by K. Koufos),93,91
320,4,9:23.0,D. Booker enters the game for T. Daniels,,93,91
321,4,9:15.0,,Personal foul by D. Booker (drawn by B. Bogdanović),93,91
322,4,9:06.0,,Personal foul by J. Jackson (drawn by F. Mason),93,91
323,4,9:06.0,,Sacramento full timeout,93,91
324,4,9:06.0,T. Warren enters the game for J. Jackson,,93,91
325,4,8:53.0,,W. Cauley-Stein misses 2-pt jump shot from 3 ft (block by D. Bender),93,91
326,4,8:48.0,,Offensive rebound by W. Cauley-Stein,93,91
327,4,8:47.0,,F. Mason makes 3-pt jump shot from 26 ft (assist by W. Cauley-Stein),93,94
328,4,8:32.0,D. Booker misses 2-pt jump shot from 10 ft,,93,94
329,4,8:32.0,,Defensive rebound by W. Cauley-Stein,93,94
330,4,8:06.0,,B. Hield misses 2-pt jump shot from 22 ft,93,94
331,4,8:06.0,Defensive rebound by A. Len,,93,94
332,4,8:00.0,D. Booker misses 3-pt jump shot from 25 ft,,93,94
333,4,8:00.0,,Defensive rebound by W. Cauley-Stein,93,94
334,4,7:39.0,,Personal foul by D. Booker (drawn by B. Bogdanović),93,94
335,4,7:39.0,,B. Bogdanović misses free throw 1 of 2,93,94
336,4,7:39.0,,Offensive rebound by Team,93,94
337,4,7:39.0,M. Chriss enters the game for I. Canaan,,93,94
338,4,7:39.0,T. Chandler enters the game for A. Len,,93,94
339,4,7:39.0,T. Ulis enters the game for D. Bender,,93,94
340,4,7:39.0,,B. Bogdanović makes free throw 2 of 2,93,95
341,4,7:27.0,D. Booker misses 3-pt jump shot from 25 ft,,93,95
342,4,7:23.0,Offensive rebound by M. Chriss,,93,95
343,4,7:13.0,T. Ulis misses 2-pt jump shot from 15 ft,,93,95
344,4,7:09.0,Offensive rebound by M. Chriss,,93,95
345,4,6:57.0,T. Warren misses 3-pt jump shot from 26 ft,,93,95
346,4,6:54.0,,Defensive rebound by F. Mason,93,95
347,4,6:51.0,,B. Hield misses 2-pt layup from 3 ft (block by M. Chriss),93,95
348,4,6:51.0,Defensive rebound by T. Warren,,93,95
349,4,6:47.0,Personal foul by F. Mason (drawn by M. Chriss),,93,95
350,4,6:28.0,T. Ulis misses 2-pt layup from 1 ft,,93,95
351,4,6:26.0,Offensive rebound by T. Chandler,,93,95
352,4,6:26.0,T. Chandler misses 2-pt layup at rim,,93,95
353,4,6:26.0,Offensive rebound by Team,,93,95
354,4,6:26.0,,Loose ball foul by B. Hield (drawn by T. Chandler),93,95
355,4,6:22.0,T. Warren misses 2-pt jump shot from 13 ft,,93,95
356,4,6:19.0,,Defensive rebound by K. Koufos,93,95
357,4,6:06.0,,Personal foul by T. Ulis (drawn by W. Cauley-Stein),93,95
358,4,6:06.0,,W. Cauley-Stein makes free throw 1 of 2,93,96
359,4,6:06.0,,W. Cauley-Stein makes free throw 2 of 2,93,97
360,4,5:49.0,Personal foul by B. Bogdanović (drawn by T. Warren),,93,97
361,4,5:45.0,Personal foul by B. Hield (drawn by D. Booker),,93,97
362,4,5:34.0,M. Chriss misses 2-pt jump shot from 12 ft,,93,97
363,4,5:33.0,Offensive rebound by Team,,93,97
364,4,5:33.0,,Loose ball foul by K. Koufos (drawn by T. Chandler),93,97
365,4,5:33.0,T. Chandler makes free throw 1 of 2,,94,97
366,4,5:33.0,T. Chandler makes free throw 2 of 2,,95,97
367,4,5:13.0,,B. Bogdanović misses 2-pt layup from 3 ft,95,97
368,4,5:07.0,Defensive rebound by T. Warren,,95,97
369,4,4:59.0,D. Booker makes 2-pt layup from 2 ft,,97,97
370,4,4:38.0,,B. Hield misses 3-pt jump shot from 24 ft,97,97
371,4,4:36.0,Defensive rebound by Team,,97,97
372,4,4:36.0,T. Daniels enters the game for T. Ulis,,97,97
373,4,4:28.0,Shooting foul by B. Hield (drawn by D. Booker),,97,97
374,4,4:28.0,D. Booker misses free throw 1 of 2,,97,97
375,4,4:28.0,Offensive rebound by Team,,97,97
376,4,4:28.0,,G. Hill enters the game for F. Mason,97,97
377,4,4:28.0,,G. Temple enters the game for B. Hield,97,97
378,4,4:28.0,,Z. Randolph enters the game for K. Koufos,97,97
379,4,4:28.0,D. Booker makes free throw 2 of 2,,98,97
380,4,4:14.0,,Personal foul by D. Booker (drawn by G. Hill),98,97
381,4,4:14.0,,G. Hill makes free throw 1 of 2,98,98
