,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
390,4,5:53.0,,Offensive rebound by J. Nurkić,90,93
391,4,5:52.0,,Shooting foul by D. Šarić (drawn by J. Nurkić),90,93
392,4,5:52.0,,J. Nurkić makes free throw 1 of 2,90,94
393,4,5:52.0,,J. Nurkić makes free throw 2 of 2,90,95
394,4,5:41.0,Turnover by J. Embiid (bad pass; steal by S. Napier),,90,95
395,4,5:38.0,,S. Napier makes 2-pt layup at rim,90,97
396,4,5:38.0,Philadelphia full timeout,,90,97
397,4,5:23.0,J. Embiid misses 2-pt jump shot from 16 ft,,90,97
398,4,5:20.0,Offensive rebound by Team,,90,97
399,4,5:09.0,J. Redick misses 2-pt jump shot from 20 ft,,90,97
400,4,5:08.0,,Defensive rebound by Team,90,97
401,4,4:53.0,,Turnover by A. Aminu (turnover),90,97
402,4,4:44.0,J. Embiid misses 2-pt layup from 1 ft (block by J. Nurkić),,90,97
403,4,4:38.0,,Defensive rebound by A. Aminu,90,97
404,4,4:33.0,,Turnover by C. McCollum (lost ball; steal by T. McConnell),90,97
405,4,4:24.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by J. Redick),,93,97
406,4,4:06.0,,M. Harkless makes 3-pt jump shot from 22 ft (assist by S. Napier),93,100
407,4,3:46.0,B. Simmons misses 2-pt layup from 1 ft (block by M. Harkless),,93,100
408,4,3:44.0,,Defensive rebound by C. McCollum,93,100
409,4,3:42.0,,C. McCollum misses 2-pt jump shot from 15 ft,93,100
410,4,3:41.0,,Offensive rebound by A. Aminu,93,100
411,4,3:41.0,,Personal foul by J. Embiid (drawn by A. Aminu),93,100
412,4,3:41.0,,A. Aminu misses free throw 1 of 2,93,100
413,4,3:41.0,,Offensive rebound by Team,93,100
414,4,3:41.0,,A. Aminu misses free throw 2 of 2,93,100
415,4,3:38.0,Defensive rebound by B. Simmons,,93,100
416,4,3:25.0,J. Embiid misses 2-pt hook shot from 4 ft,,93,100
417,4,3:23.0,,Defensive rebound by M. Harkless,93,100
418,4,3:23.0,,Portland full timeout,93,100
419,4,3:09.0,,M. Harkless makes 3-pt jump shot from 23 ft (assist by C. McCollum),93,103
420,4,2:43.0,J. Redick makes 3-pt jump shot from 28 ft (assist by J. Embiid),,96,103
421,4,2:24.0,,C. McCollum misses 2-pt jump shot from 16 ft,96,103
422,4,2:22.0,Defensive rebound by D. Šarić,,96,103
423,4,2:17.0,J. Redick misses 3-pt jump shot from 25 ft,,96,103
424,4,2:14.0,Offensive rebound by D. Šarić,,96,103
425,4,2:06.0,J. Embiid makes 3-pt jump shot from 22 ft (assist by D. Šarić),,99,103
426,4,1:44.0,,Shooting foul by D. Šarić (drawn by J. Nurkić),99,103
427,4,1:44.0,,J. Nurkić makes free throw 1 of 2,99,104
428,4,1:44.0,,J. Nurkić makes free throw 2 of 2,99,105
429,4,1:25.0,J. Embiid misses 2-pt layup from 1 ft,,99,105
430,4,1:22.0,,Defensive rebound by S. Napier,99,105
431,4,1:07.0,,C. McCollum makes 2-pt jump shot from 8 ft,99,107
432,4,1:07.0,Philadelphia full timeout,,99,107
433,4,1:00.0,Turnover by B. Simmons (lost ball; steal by M. Harkless),,99,107
434,4,0:35.0,,A. Aminu misses 3-pt jump shot from 27 ft,99,107
435,4,0:32.0,Defensive rebound by J. Embiid,,99,107
436,4,0:24.0,D. Šarić makes 3-pt jump shot from 26 ft (assist by B. Simmons),,102,107
437,4,0:19.0,,Personal take foul by J. Redick (drawn by C. McCollum),102,107
438,4,0:19.0,,C. McCollum makes free throw 1 of 2,102,108
439,4,0:19.0,,C. McCollum makes free throw 2 of 2,102,109
440,4,0:16.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by B. Simmons),,105,109
441,4,0:15.0,,Turnover by S. Napier (bad pass),105,109
442,4,0:14.0,Turnover by B. Simmons (bad pass; steal by C. McCollum),,105,109
443,4,0:14.0,,Personal take foul by J. Redick (drawn by C. McCollum),105,109
444,4,0:14.0,,C. McCollum makes free throw 1 of 2,105,110
445,4,0:14.0,,C. McCollum makes free throw 2 of 2,105,111
446,4,0:09.0,J. Embiid makes 3-pt jump shot from 32 ft (assist by D. Šarić),,108,111
447,4,0:09.0,,C. McCollum makes technical free throw,108,112
448,4,0:09.0,,Portland full timeout,108,112
449,4,0:09.0,,E. Turner enters the game for M. Harkless,108,112
450,4,0:09.0,,P. Connaughton enters the game for J. Nurkić,108,112
451,4,0:05.0,,Personal take foul by B. Simmons (drawn by P. Connaughton),108,112
452,4,0:05.0,,P. Connaughton makes free throw 1 of 2,108,113
453,4,0:05.0,,P. Connaughton makes free throw 2 of 2,108,114
454,4,0:00.0,J. Redick makes 2-pt layup at rim (assist by B. Simmons),,110,114
