,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
58,1,4:51.0,C. LeVert enters the game for A. Crabbe,,13,16
59,1,4:37.0,Shooting foul by J. Jerebko (drawn by D. Carroll),,13,16
60,1,4:37.0,D. Carroll makes free throw 1 of 2,,14,16
61,1,4:37.0,,R. Hood enters the game for D. Mitchell,14,16
62,1,4:37.0,D. Carroll makes free throw 2 of 2,,15,16
63,1,4:16.0,,D. Favors makes 2-pt dunk from 2 ft (assist by J. Ingles),15,18
64,1,4:14.0,Personal foul by R. Neto (drawn by D. Russell),,15,18
65,1,4:14.0,D. Russell makes free throw 1 of 2,,16,18
66,1,4:14.0,J. Harris enters the game for D. Carroll,,16,18
67,1,4:14.0,D. Russell makes free throw 2 of 2,,17,18
68,1,3:59.0,,J. Ingles misses 3-pt jump shot from 26 ft,17,18
69,1,3:54.0,Defensive rebound by C. LeVert,,17,18
70,1,3:51.0,Q. Acy misses 3-pt jump shot from 27 ft,,17,18
71,1,3:50.0,,Defensive rebound by Team,17,18
72,1,3:46.0,,Utah full timeout,17,18
73,1,3:46.0,,A. Burks enters the game for J. Ingles,17,18
74,1,3:46.0,,E. Udoh enters the game for D. Favors,17,18
75,1,3:40.0,,Turnover by E. Udoh (bad pass),17,18
76,1,3:25.0,T. Booker makes 2-pt layup from 2 ft,,19,18
77,1,3:17.0,,R. Rubio enters the game for R. Neto,19,18
78,1,3:17.0,I. Whitehead enters the game for D. Russell,,19,18
79,1,3:14.0,,Personal foul by C. LeVert (drawn by R. Hood),19,18
80,1,3:01.0,,A. Burks makes 2-pt jump shot from 15 ft,19,20
81,1,2:42.0,T. Booker misses 2-pt layup from 2 ft (block by E. Udoh),,19,20
82,1,2:39.0,Offensive rebound by T. Booker,,19,20
83,1,2:35.0,T. Booker makes 2-pt jump shot from 7 ft,,21,20
84,1,2:17.0,,Turnover by E. Udoh (lost ball; steal by C. LeVert),21,20
85,1,2:14.0,Personal foul by E. Udoh (drawn by T. Booker),,21,20
86,1,2:14.0,T. Booker makes free throw 1 of 2,,22,20
87,1,2:14.0,T. Booker makes free throw 2 of 2,,23,20
88,1,2:05.0,,R. Hood misses 3-pt jump shot from 24 ft,23,20
89,1,2:05.0,Defensive rebound by Team,,23,20
90,1,2:05.0,,Loose ball foul by E. Udoh (drawn by Q. Acy),23,20
91,1,2:05.0,Q. Acy makes free throw 1 of 2,,24,20
92,1,2:05.0,Q. Acy makes free throw 2 of 2,,25,20
93,1,1:46.0,,E. Udoh misses 2-pt jump shot from 15 ft (block by T. Booker),25,20
94,1,1:43.0,Defensive rebound by Q. Acy,,25,20
95,1,1:33.0,T. Booker misses 2-pt jump shot from 15 ft,,25,20
96,1,1:31.0,,Defensive rebound by R. Rubio,25,20
97,1,1:23.0,,J. Jerebko misses 3-pt jump shot from 24 ft,25,20
98,1,1:19.0,Defensive rebound by T. Booker,,25,20
99,1,1:01.0,Turnover by I. Whitehead (lost ball; steal by J. Jerebko),,25,20
100,1,0:56.0,,R. Rubio makes 2-pt jump shot from 18 ft,25,22
101,1,0:44.0,I. Whitehead misses 3-pt jump shot from 25 ft,,25,22
102,1,0:42.0,,Defensive rebound by R. Rubio,25,22
103,1,0:22.0,,A. Burks misses 3-pt jump shot from 25 ft,25,22
104,1,0:19.0,,Offensive rebound by E. Udoh,25,22
105,1,0:02.0,,Personal foul by J. Harris (drawn by R. Rubio),25,22
106,1,0:00.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),25,25
107,2,11:42.0,C. LeVert misses 2-pt jump shot from 11 ft,,25,25
108,2,11:38.0,,Defensive rebound by R. Rubio,25,25
109,2,11:20.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by R. Rubio),25,28
110,2,11:04.0,Shooting block foul by E. Udoh (drawn by I. Whitehead),,25,28
111,2,11:04.0,I. Whitehead makes free throw 1 of 2,,26,28
112,2,11:04.0,,D. Favors enters the game for E. Udoh,26,28
113,2,11:04.0,I. Whitehead makes free throw 2 of 2,,27,28
114,2,10:42.0,,D. Favors makes 2-pt hook shot from 4 ft,27,30
115,2,10:35.0,T. Mozgov makes 2-pt hook shot from 5 ft (assist by I. Whitehead),,29,30
116,2,10:21.0,,D. Favors makes 2-pt layup from 2 ft (assist by R. Rubio),29,32
117,2,10:21.0,,Shooting foul by R. Hollis-Jefferson (drawn by D. Favors),29,32
118,2,10:21.0,,D. Favors makes free throw 1 of 1,29,33
119,2,10:05.0,Turnover by I. Whitehead (bad pass; steal by T. Sefolosha),,29,33
120,2,9:58.0,,R. Hood makes 2-pt jump shot from 18 ft,29,35
121,2,9:43.0,Turnover by C. LeVert (bad pass; steal by T. Sefolosha),,29,35
122,2,9:37.0,,Shooting foul by I. Whitehead (drawn by T. Sefolosha),29,35
123,2,9:37.0,,T. Sefolosha makes free throw 1 of 2,29,36
124,2,9:37.0,,D. Mitchell enters the game for R. Rubio,29,36
125,2,9:37.0,,R. O'Neale enters the game for A. Burks,29,36
126,2,9:37.0,,T. Sefolosha makes free throw 2 of 2,29,37
127,2,9:30.0,Shooting foul by D. Mitchell (drawn by I. Whitehead),,29,37
128,2,9:30.0,I. Whitehead misses free throw 1 of 2,,29,37
129,2,9:30.0,Offensive rebound by Team,,29,37
130,2,9:30.0,I. Whitehead misses free throw 2 of 2,,29,37
131,2,9:27.0,,Defensive rebound by R. O'Neale,29,37
132,2,9:17.0,,D. Mitchell misses 2-pt layup from 3 ft,29,37
133,2,9:11.0,,Offensive rebound by D. Mitchell,29,37
134,2,9:11.0,,D. Mitchell makes 2-pt layup at rim,29,39
135,2,9:05.0,A. Crabbe enters the game for J. Harris,,29,39
136,2,9:05.0,Q. Acy enters the game for T. Mozgov,,29,39
137,2,8:51.0,C. LeVert misses 2-pt jump shot from 15 ft,,29,39
138,2,8:51.0,,Defensive rebound by Team,29,39
139,2,8:37.0,,R. Hood makes 3-pt jump shot from 25 ft,29,42
140,2,8:35.0,Brooklyn full timeout,,29,42
141,2,8:35.0,D. Russell enters the game for I. Whitehead,,29,42
142,2,8:23.0,Q. Acy misses 3-pt jump shot from 24 ft,,29,42
143,2,8:18.0,Offensive rebound by R. Hollis-Jefferson,,29,42
144,2,8:17.0,R. Hollis-Jefferson misses 2-pt jump shot from 5 ft (block by D. Favors),,29,42
145,2,8:14.0,,Defensive rebound by T. Sefolosha,29,42
146,2,7:58.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by D. Mitchell),29,45
147,2,7:37.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by C. LeVert),,32,45
148,2,7:14.0,,Personal foul by Q. Acy (drawn by D. Favors),32,45
149,2,7:14.0,,J. Ingles enters the game for R. Hood,32,45
150,2,7:14.0,,R. Rubio enters the game for R. O'Neale,32,45
151,2,7:14.0,D. Carroll enters the game for Q. Acy,,32,45
152,2,7:14.0,T. Booker enters the game for C. LeVert,,32,45
153,2,7:07.0,,D. Mitchell makes 2-pt layup from 1 ft,32,47
154,2,6:58.0,A. Crabbe misses 3-pt jump shot from 24 ft,,32,47
155,2,6:57.0,,Defensive rebound by D. Favors,32,47
156,2,6:44.0,,D. Favors misses 2-pt jump shot from 20 ft,32,47
157,2,6:41.0,Defensive rebound by D. Russell,,32,47
158,2,6:32.0,D. Russell makes 2-pt layup from 2 ft,,34,47
159,2,6:11.0,,D. Favors misses 2-pt layup from 2 ft,34,47
160,2,6:09.0,Defensive rebound by A. Crabbe,,34,47
161,2,6:01.0,Turnover by T. Booker (traveling),,34,47
162,2,6:01.0,,E. Udoh enters the game for D. Favors,34,47
163,2,5:45.0,,D. Mitchell makes 2-pt layup from 2 ft,34,49
164,2,5:34.0,D. Carroll misses 3-pt jump shot from 25 ft,,34,49
165,2,5:32.0,Offensive rebound by R. Hollis-Jefferson,,34,49
166,2,5:23.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,37,49
167,2,4:59.0,,R. Rubio misses 3-pt jump shot from 24 ft,37,49
168,2,4:57.0,Defensive rebound by D. Russell,,37,49
169,2,4:54.0,Personal foul by J. Ingles (drawn by T. Booker),,37,49
170,2,4:51.0,Shooting foul by T. Sefolosha (drawn by D. Russell),,37,49
171,2,4:51.0,D. Russell misses free throw 1 of 2,,37,49
172,2,4:51.0,Offensive rebound by Team,,37,49
173,2,4:51.0,D. Russell makes free throw 2 of 2,,38,49
174,2,4:41.0,,D. Mitchell makes 2-pt jump shot from 14 ft,38,51
175,2,4:28.0,Turnover by A. Crabbe (bad pass; steal by T. Sefolosha),,38,51
176,2,4:25.0,,T. Sefolosha makes 3-pt jump shot from 23 ft,38,54
177,2,4:24.0,Brooklyn full timeout,,38,54
178,2,4:24.0,,D. Favors enters the game for E. Udoh,38,54
179,2,4:24.0,Q. Acy enters the game for R. Hollis-Jefferson,,38,54
180,2,4:10.0,A. Crabbe misses 2-pt jump shot from 10 ft,,38,54
181,2,4:08.0,,Defensive rebound by J. Ingles,38,54
182,2,3:54.0,,T. Sefolosha misses 2-pt jump shot from 5 ft (block by A. Crabbe),38,54
183,2,3:51.0,Defensive rebound by D. Russell,,38,54
184,2,3:48.0,A. Crabbe misses 3-pt jump shot from 24 ft,,38,54
185,2,3:44.0,,Defensive rebound by D. Mitchell,38,54
186,2,3:29.0,,Turnover by J. Ingles (lost ball; steal by Q. Acy),38,54
187,2,3:24.0,Shooting foul by R. Rubio (drawn by D. Russell),,38,54
188,2,3:24.0,D. Russell makes free throw 1 of 2,,39,54
189,2,3:24.0,,R. Hood enters the game for T. Sefolosha,39,54
190,2,3:24.0,D. Russell misses free throw 2 of 2,,39,54
191,2,3:22.0,,Defensive rebound by J. Ingles,39,54
192,2,3:10.0,,J. Ingles makes 3-pt jump shot from 23 ft (assist by R. Hood),39,57
193,2,2:42.0,D. Carroll misses 3-pt jump shot from 23 ft,,39,57
194,2,2:42.0,,Defensive rebound by Team,39,57
195,2,2:42.0,Loose ball foul by T. Booker,,39,57
196,2,2:42.0,Technical foul by T. Booker,,39,57
197,2,2:42.0,,R. Rubio misses technical free throw,39,57
198,2,2:42.0,,Offensive rebound by Team,39,57
199,2,2:42.0,R. Hollis-Jefferson enters the game for T. Booker,,39,57
200,2,2:31.0,,D. Mitchell misses 2-pt jump shot from 19 ft,39,57
201,2,2:26.0,Defensive rebound by A. Crabbe,,39,57
202,2,2:14.0,Shooting foul by R. Hood (drawn by R. Hollis-Jefferson),,39,57
203,2,2:14.0,R. Hollis-Jefferson makes free throw 1 of 2,,40,57
204,2,2:14.0,R. Hollis-Jefferson makes free throw 2 of 2,,41,57
205,2,2:01.0,,R. Hood misses 2-pt jump shot from 9 ft,41,57
206,2,1:57.0,,Offensive rebound by D. Favors,41,57
207,2,1:56.0,,D. Favors makes 2-pt layup from 2 ft,41,59
208,2,1:48.0,D. Russell makes 2-pt jump shot from 5 ft,,43,59
209,2,1:30.0,,Shooting foul by A. Crabbe (drawn by D. Favors),43,59
210,2,1:30.0,,D. Favors makes free throw 1 of 2,43,60
211,2,1:30.0,,D. Favors makes free throw 2 of 2,43,61
212,2,1:18.0,Shooting foul by J. Ingles (drawn by R. Hollis-Jefferson),,43,61
213,2,1:18.0,R. Hollis-Jefferson makes free throw 1 of 2,,44,61
214,2,1:18.0,R. Hollis-Jefferson makes free throw 2 of 2,,45,61
215,2,0:59.0,,R. Hood misses 2-pt jump shot from 5 ft,45,61
216,2,0:57.0,,Offensive rebound by D. Favors,45,61
217,2,0:56.0,,J. Ingles misses 3-pt jump shot from 25 ft,45,61
218,2,0:56.0,Defensive rebound by Q. Acy,,45,61
219,2,0:46.0,D. Russell misses 2-pt jump shot from 13 ft,,45,61
220,2,0:43.0,,Defensive rebound by R. Hood,45,61
221,2,0:38.0,,Offensive foul by D. Mitchell (drawn by Q. Acy),45,61
222,2,0:38.0,,Turnover by D. Mitchell (offensive foul),45,61
223,2,0:38.0,,T. Sefolosha enters the game for D. Mitchell,45,61
224,2,0:27.0,D. Russell misses 3-pt jump shot from 25 ft,,45,61
225,2,0:24.0,,Defensive rebound by J. Ingles,45,61
226,2,0:02.0,,R. Hood misses 2-pt jump shot from 15 ft,45,61
227,2,0:02.0,Defensive rebound by D. Carroll,,45,61
228,3,11:44.0,Turnover by D. Russell (lost ball; steal by R. Rubio),,45,61
229,3,11:37.0,,Turnover by R. Rubio (bad pass),45,61
230,3,11:32.0,Offensive foul by D. Carroll (drawn by D. Mitchell),,45,61
231,3,11:32.0,Turnover by D. Carroll (offensive foul),,45,61
232,3,11:19.0,,Turnover by J. Ingles (traveling),45,61
233,3,11:08.0,Shooting foul by T. Sefolosha (drawn by R. Hollis-Jefferson),,45,61
234,3,11:08.0,R. Hollis-Jefferson misses free throw 1 of 2,,45,61
235,3,11:08.0,Offensive rebound by Team,,45,61
236,3,11:08.0,R. Hollis-Jefferson makes free throw 2 of 2,,46,61
237,3,10:50.0,,R. Rubio makes 2-pt jump shot from 12 ft,46,63
238,3,10:40.0,Shooting foul by D. Mitchell (drawn by T. Mozgov),,46,63
239,3,10:40.0,T. Mozgov makes free throw 1 of 2,,47,63
240,3,10:40.0,,R. Hood enters the game for D. Mitchell,47,63
241,3,10:40.0,T. Mozgov misses free throw 2 of 2,,47,63
242,3,10:38.0,Offensive rebound by Team,,47,63
243,3,10:29.0,Turnover by T. Mozgov (lost ball; steal by D. Favors),,47,63
244,3,10:14.0,,D. Favors misses 2-pt jump shot from 14 ft,47,63
245,3,10:11.0,Defensive rebound by D. Russell,,47,63
246,3,10:05.0,Turnover by D. Carroll (bad pass),,47,63
247,3,9:56.0,,J. Ingles makes 2-pt layup from 2 ft (assist by T. Sefolosha),47,65
248,3,9:49.0,Personal foul by R. Rubio (drawn by D. Russell),,47,65
249,3,9:49.0,Q. Acy enters the game for T. Mozgov,,47,65
250,3,9:40.0,D. Russell makes 2-pt layup from 1 ft,,49,65
251,3,9:23.0,,T. Sefolosha makes 2-pt jump shot from 10 ft (assist by J. Ingles),49,67
252,3,9:05.0,D. Carroll misses 3-pt jump shot from 24 ft,,49,67
253,3,9:00.0,,Defensive rebound by R. Rubio,49,67
254,3,8:54.0,,T. Sefolosha misses 3-pt jump shot from 23 ft,49,67
255,3,8:48.0,Defensive rebound by A. Crabbe,,49,67
256,3,8:46.0,D. Russell misses 2-pt layup from 2 ft,,49,67
257,3,8:43.0,,Defensive rebound by D. Favors,49,67
258,3,8:37.0,,Personal foul by A. Crabbe (drawn by D. Favors),49,67
259,3,8:21.0,,T. Sefolosha misses 2-pt layup from 1 ft,49,67
260,3,8:19.0,,Offensive rebound by D. Favors,49,67
261,3,8:17.0,,R. Hood misses 3-pt jump shot from 25 ft,49,67
262,3,8:14.0,Defensive rebound by D. Carroll,,49,67
263,3,8:06.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by Q. Acy),,52,67
264,3,8:04.0,,Utah full timeout,52,67
265,3,7:43.0,,R. Hood misses 2-pt jump shot from 22 ft,52,67
266,3,7:40.0,,Offensive rebound by J. Ingles,52,67
267,3,7:33.0,,Shooting foul by Q. Acy (drawn by D. Favors),52,67
268,3,7:33.0,,D. Favors makes free throw 1 of 2,52,68
269,3,7:33.0,,D. Favors misses free throw 2 of 2,52,68
270,3,7:30.0,Defensive rebound by R. Hollis-Jefferson,,52,68
271,3,7:14.0,D. Russell makes 2-pt jump shot from 17 ft,,54,68
272,3,7:02.0,,Shooting foul by D. Carroll (drawn by J. Ingles),54,68
273,3,7:02.0,,J. Ingles makes free throw 1 of 2,54,69
274,3,7:02.0,,J. Ingles makes free throw 2 of 2,54,70
275,3,6:47.0,A. Crabbe makes 2-pt jump shot from 21 ft,,56,70
276,3,6:26.0,,D. Favors misses 2-pt jump shot from 2 ft (block by R. Hollis-Jefferson),56,70
277,3,6:22.0,Defensive rebound by D. Russell,,56,70
278,3,6:21.0,Q. Acy makes 2-pt dunk from 1 ft (assist by D. Russell),,58,70
279,3,6:05.0,,Personal foul by D. Russell (drawn by D. Favors),58,70
280,3,6:05.0,,E. Udoh enters the game for R. Rubio,58,70
281,3,6:05.0,,R. Neto enters the game for D. Favors,58,70
282,3,6:05.0,C. LeVert enters the game for D. Carroll,,58,70
283,3,6:05.0,J. Harris enters the game for A. Crabbe,,58,70
284,3,5:56.0,,E. Udoh misses 2-pt layup from 1 ft,58,70
285,3,5:55.0,Defensive rebound by Q. Acy,,58,70
286,3,5:52.0,Personal foul by T. Sefolosha (drawn by R. Hollis-Jefferson),,58,70
287,3,5:43.0,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by Q. Acy),,60,70
288,3,5:27.0,,Turnover by J. Ingles (bad pass),60,70
289,3,5:15.0,Q. Acy misses 2-pt jump shot from 10 ft,,60,70
290,3,5:15.0,,Defensive rebound by Team,60,70
291,3,5:15.0,,J. Jerebko enters the game for T. Sefolosha,60,70
292,3,5:05.0,,R. Hood makes 2-pt dunk from 2 ft (assist by E. Udoh),60,72
293,3,4:51.0,D. Russell makes 2-pt jump shot from 10 ft,,62,72
294,3,4:33.0,,R. Hood misses 2-pt jump shot from 19 ft,62,72
295,3,4:32.0,Defensive rebound by Team,,62,72
296,3,4:32.0,T. Booker enters the game for R. Hollis-Jefferson,,62,72
297,3,4:22.0,D. Russell makes 2-pt jump shot from 15 ft,,64,72
298,3,3:59.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by J. Ingles),64,75
299,3,3:38.0,Q. Acy misses 3-pt jump shot from 25 ft,,64,75
300,3,3:35.0,,Defensive rebound by E. Udoh,64,75
301,3,3:18.0,,J. Ingles makes 3-pt jump shot from 24 ft,64,78
302,3,3:16.0,Brooklyn full timeout,,64,78
303,3,3:16.0,,A. Burks enters the game for R. Neto,64,78
304,3,3:16.0,D. Carroll enters the game for Q. Acy,,64,78
305,3,2:57.0,Personal foul by J. Jerebko (drawn by D. Carroll),,64,78
306,3,2:57.0,D. Carroll makes free throw 1 of 2,,65,78
307,3,2:57.0,,R. Rubio enters the game for J. Ingles,65,78
308,3,2:57.0,I. Whitehead enters the game for D. Russell,,65,78
309,3,2:57.0,D. Carroll misses free throw 2 of 2,,65,78
310,3,2:53.0,,Defensive rebound by E. Udoh,65,78
311,3,2:42.0,,A. Burks misses 3-pt jump shot from 25 ft,65,78
312,3,2:37.0,Defensive rebound by I. Whitehead,,65,78
313,3,2:32.0,I. Whitehead misses 2-pt layup from 2 ft,,65,78
314,3,2:30.0,,Defensive rebound by R. Hood,65,78
315,3,2:27.0,,Turnover by R. Hood (lost ball; steal by D. Carroll),65,78
316,3,2:23.0,Shooting foul by E. Udoh (drawn by C. LeVert),,65,78
317,3,2:23.0,C. LeVert makes free throw 1 of 2,,66,78
318,3,2:23.0,C. LeVert makes free throw 2 of 2,,67,78
319,3,2:13.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by R. Rubio),67,81
320,3,1:54.0,D. Carroll misses 2-pt jump shot from 7 ft,,67,81
321,3,1:52.0,,Defensive rebound by R. Rubio,67,81
322,3,1:42.0,,A. Burks makes 2-pt layup from 2 ft (assist by R. Rubio),67,83
323,3,1:27.0,I. Whitehead makes 2-pt layup from 1 ft,,69,83
324,3,1:09.0,,R. Rubio misses 2-pt jump shot from 14 ft,69,83
325,3,1:05.0,Defensive rebound by I. Whitehead,,69,83
326,3,1:00.0,I. Whitehead makes 2-pt layup from 1 ft,,71,83
327,3,0:51.0,,Utah full timeout,71,83
328,3,0:51.0,,D. Mitchell enters the game for R. Hood,71,83
329,3,0:44.0,,Turnover by A. Burks (bad pass; steal by J. Harris),71,83
330,3,0:38.0,J. Harris misses 3-pt jump shot from 24 ft,,71,83
331,3,0:35.0,Offensive rebound by T. Booker,,71,83
332,3,0:31.0,T. Booker misses 2-pt layup from 1 ft,,71,83
333,3,0:30.0,Offensive rebound by C. LeVert,,71,83
334,3,0:30.0,C. LeVert makes 2-pt layup from 1 ft,,73,83
335,3,0:08.0,,D. Mitchell makes 2-pt jump shot from 7 ft,73,85
336,3,0:01.0,I. Whitehead makes 2-pt layup from 1 ft,,75,85
337,4,11:48.0,,D. Mitchell misses 3-pt jump shot from 25 ft,75,85
338,4,11:44.0,Defensive rebound by Q. Acy,,75,85
339,4,11:37.0,I. Whitehead misses 2-pt jump shot from 9 ft,,75,85
340,4,11:34.0,,Defensive rebound by A. Burks,75,85
341,4,11:26.0,,A. Burks misses 2-pt jump shot from 17 ft,75,85
342,4,11:23.0,Defensive rebound by C. LeVert,,75,85
343,4,11:12.0,T. Booker makes 2-pt jump shot from 6 ft (assist by C. LeVert),,77,85
344,4,10:57.0,,R. Rubio makes 2-pt layup from 2 ft (assist by D. Mitchell),77,87
345,4,10:39.0,C. LeVert makes 2-pt layup from 1 ft,,79,87
346,4,10:24.0,,D. Mitchell makes 2-pt jump shot from 13 ft,79,89
347,4,10:08.0,J. Harris misses 3-pt jump shot from 24 ft,,79,89
348,4,10:04.0,Offensive rebound by T. Booker,,79,89
349,4,10:03.0,T. Booker misses 2-pt layup from 1 ft,,79,89
350,4,10:00.0,,Defensive rebound by D. Favors,79,89
351,4,9:54.0,,Shooting foul by J. Harris (drawn by A. Burks),79,89
352,4,9:54.0,,A. Burks makes free throw 1 of 2,79,90
353,4,9:54.0,,J. Ingles enters the game for R. Rubio,79,90
354,4,9:54.0,,A. Burks makes free throw 2 of 2,79,91
355,4,9:45.0,Shooting foul by A. Burks (drawn by Q. Acy),,79,91
356,4,9:45.0,Q. Acy makes free throw 1 of 2,,80,91
357,4,9:45.0,Q. Acy misses free throw 2 of 2,,80,91
358,4,9:43.0,,Defensive rebound by D. Favors,80,91
359,4,9:29.0,,D. Mitchell misses 2-pt jump shot from 11 ft,80,91
360,4,9:28.0,Defensive rebound by Team,,80,91
361,4,9:28.0,,Loose ball foul by D. Favors (drawn by C. LeVert),80,91
362,4,9:12.0,T. Booker misses 3-pt jump shot from 25 ft,,80,91
363,4,9:10.0,,Defensive rebound by Team,80,91
364,4,9:10.0,Loose ball foul by Q. Acy (drawn by T. Sefolosha),,80,91
365,4,9:00.0,,D. Mitchell makes 2-pt layup from 3 ft,80,93
366,4,9:00.0,,Shooting foul by C. LeVert (drawn by D. Mitchell),80,93
367,4,9:00.0,D. Russell enters the game for I. Whitehead,,80,93
368,4,9:00.0,A. Crabbe enters the game for C. LeVert,,80,93
369,4,9:00.0,,D. Mitchell makes free throw 1 of 1,80,94
370,4,8:45.0,T. Booker makes 2-pt hook shot from 5 ft,,82,94
371,4,8:31.0,,D. Mitchell misses 3-pt jump shot from 25 ft,82,94
372,4,8:29.0,,Offensive rebound by D. Favors,82,94
373,4,8:28.0,,D. Favors makes 2-pt layup from 2 ft,82,96
374,4,8:16.0,D. Russell makes 3-pt jump shot from 24 ft,,85,96
375,4,7:59.0,,D. Mitchell misses 2-pt layup from 2 ft,85,96
376,4,7:57.0,Defensive rebound by Q. Acy,,85,96
377,4,7:49.0,Q. Acy misses 3-pt jump shot from 24 ft,,85,96
378,4,7:46.0,,Defensive rebound by D. Favors,85,96
379,4,7:38.0,,Shooting foul by J. Harris (drawn by D. Favors),85,96
380,4,7:38.0,,D. Favors makes free throw 1 of 2,85,97
381,4,7:38.0,,R. Rubio enters the game for A. Burks,85,97
