,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
25,1,7:57.0,Defensive rebound by M. Hezonja,,2,9
26,1,7:53.0,Orlando full timeout,,2,9
27,1,7:53.0,,F. Mason enters the game for G. Temple,2,9
28,1,7:42.0,N. Vučević misses 2-pt jump shot from 11 ft,,2,9
29,1,7:38.0,,Defensive rebound by F. Mason,2,9
30,1,7:24.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,2,9
31,1,7:24.0,Defensive rebound by J. Simmons,,2,9
32,1,7:02.0,J. Isaac misses 3-pt jump shot from 25 ft,,2,9
33,1,6:59.0,,Defensive rebound by K. Koufos,2,9
34,1,6:53.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by F. Mason),2,11
35,1,6:37.0,J. Simmons makes 2-pt jump shot from 7 ft,,4,11
36,1,6:19.0,,S. Labissière misses 2-pt hook shot from 9 ft,4,11
37,1,6:13.0,Defensive rebound by M. Hezonja,,4,11
38,1,6:07.0,Personal foul by B. Bogdanović (drawn by J. Simmons),,4,11
39,1,6:07.0,,V. Carter enters the game for K. Koufos,4,11
40,1,6:00.0,J. Isaac misses 3-pt jump shot from 22 ft,,4,11
41,1,5:59.0,,Defensive rebound by Team,4,11
42,1,5:45.0,,S. Labissière misses 2-pt jump shot from 12 ft,4,11
43,1,5:40.0,Defensive rebound by J. Simmons,,4,11
44,1,5:36.0,Shooting foul by B. Bogdanović (drawn by J. Simmons),,4,11
45,1,5:36.0,J. Simmons makes free throw 1 of 2,,5,11
46,1,5:36.0,,B. Hield enters the game for B. Bogdanović,5,11
47,1,5:36.0,W. Iwundu enters the game for J. Isaac,,5,11
48,1,5:36.0,S. Mack enters the game for D. Augustin,,5,11
49,1,5:36.0,J. Simmons makes free throw 2 of 2,,6,11
50,1,5:14.0,,Turnover by J. Jackson (step out of bounds),6,11
51,1,4:52.0,Turnover by S. Mack (bad pass; steal by V. Carter),,6,11
52,1,4:50.0,,Shooting foul by J. Simmons (drawn by S. Labissière),6,11
53,1,4:50.0,,S. Labissière makes free throw 1 of 2,6,12
54,1,4:50.0,,S. Labissière makes free throw 2 of 2,6,13
55,1,4:38.0,J. Simmons makes 2-pt jump shot from 19 ft (assist by N. Vučević),,8,13
56,1,4:31.0,,Sacramento full timeout,8,13
57,1,4:31.0,,K. Koufos enters the game for S. Labissière,8,13
58,1,4:20.0,,V. Carter misses 3-pt jump shot from 26 ft,8,13
59,1,4:17.0,Defensive rebound by J. Simmons,,8,13
60,1,4:06.0,Offensive foul by S. Mack (drawn by K. Koufos),,8,13
61,1,4:06.0,Turnover by S. Mack (offensive foul),,8,13
62,1,4:06.0,K. Birch enters the game for M. Hezonja,,8,13
63,1,3:48.0,,F. Mason misses 2-pt jump shot from 20 ft,8,13
64,1,3:45.0,,Offensive rebound by K. Koufos,8,13
65,1,3:43.0,,F. Mason misses 2-pt jump shot from 18 ft,8,13
66,1,3:43.0,Defensive rebound by N. Vučević,,8,13
67,1,3:34.0,N. Vučević misses 3-pt jump shot from 25 ft,,8,13
68,1,3:31.0,,Defensive rebound by J. Jackson,8,13
69,1,3:21.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by J. Jackson),8,15
70,1,3:13.0,Personal foul by F. Mason (drawn by S. Mack),,8,15
71,1,3:13.0,,G. Temple enters the game for J. Jackson,8,15
72,1,3:02.0,N. Vučević makes 2-pt jump shot from 13 ft,,10,15
73,1,2:51.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by F. Mason),10,18
74,1,2:32.0,J. Simmons makes 2-pt jump shot from 9 ft,,12,18
75,1,2:12.0,,Offensive foul by B. Hield (drawn by J. Simmons),12,18
76,1,2:12.0,,Turnover by B. Hield (offensive foul),12,18
77,1,1:57.0,Turnover by S. Mack (traveling),,12,18
78,1,1:41.0,,B. Hield misses 2-pt jump shot from 19 ft,12,18
79,1,1:35.0,Defensive rebound by S. Mack,,12,18
80,1,1:22.0,J. Simmons misses 3-pt jump shot from 25 ft,,12,18
81,1,1:18.0,,Defensive rebound by K. Koufos,12,18
82,1,1:09.0,,F. Mason misses 2-pt jump shot from 5 ft,12,18
83,1,1:07.0,Defensive rebound by J. Simmons,,12,18
84,1,1:01.0,W. Iwundu misses 2-pt layup from 1 ft (block by V. Carter),,12,18
85,1,0:58.0,,Defensive rebound by F. Mason,12,18
86,1,0:58.0,,Turnover by F. Mason (bad pass),12,18
87,1,0:58.0,R. Purvis enters the game for J. Simmons,,12,18
88,1,0:42.0,S. Mack makes 2-pt jump shot from 21 ft,,14,18
89,1,0:28.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by F. Mason),14,21
90,1,0:28.0,,Shooting foul by R. Purvis (drawn by G. Temple),14,21
91,1,0:28.0,,J. Cooley enters the game for K. Koufos,14,21
92,1,0:28.0,,G. Temple makes free throw 1 of 1,14,22
93,1,0:09.0,S. Mack misses 2-pt jump shot from 18 ft,,14,22
94,1,0:04.0,,Defensive rebound by V. Carter,14,22
95,1,0:00.0,,B. Hield misses 2-pt jump shot from 12 ft (block by S. Mack),14,22
96,1,0:00.0,Defensive rebound by R. Purvis,,14,22
97,2,11:38.0,S. Mack misses 3-pt jump shot from 27 ft,,14,22
98,2,11:36.0,,Defensive rebound by Team,14,22
99,2,11:19.0,,F. Mason misses 2-pt jump shot from 16 ft,14,22
100,2,11:16.0,Defensive rebound by B. Biyombo,,14,22
101,2,11:08.0,R. Purvis misses 3-pt jump shot from 25 ft,,14,22
102,2,11:05.0,,Defensive rebound by V. Carter,14,22
103,2,10:55.0,,J. Cooley makes 2-pt hook shot from 7 ft,14,24
104,2,10:42.0,W. Iwundu misses 2-pt jump shot from 18 ft,,14,24
105,2,10:39.0,,Defensive rebound by G. Temple,14,24
106,2,10:26.0,,B. Hield misses 2-pt jump shot from 19 ft,14,24
107,2,10:23.0,Defensive rebound by S. Mack,,14,24
108,2,10:01.0,R. Purvis makes 2-pt jump shot from 19 ft (assist by B. Biyombo),,16,24
109,2,9:41.0,,F. Mason makes 2-pt layup from 1 ft (assist by J. Cooley),16,26
110,2,9:29.0,Turnover by B. Biyombo (bad pass; steal by B. Hield),,16,26
111,2,9:25.0,,B. Hield misses 3-pt jump shot from 24 ft,16,26
112,2,9:24.0,Defensive rebound by K. Birch,,16,26
113,2,9:24.0,Personal foul by J. Cooley (drawn by W. Iwundu),,16,26
114,2,9:24.0,,B. Bogdanović enters the game for F. Mason,16,26
115,2,9:20.0,S. Mack misses 3-pt jump shot from 24 ft,,16,26
116,2,9:16.0,Offensive rebound by K. Birch,,16,26
117,2,9:14.0,K. Birch makes 2-pt layup from 2 ft,,18,26
118,2,8:58.0,,Turnover by G. Temple (bad pass; steal by W. Iwundu),18,26
119,2,8:55.0,W. Iwundu makes 2-pt layup from 3 ft,,20,26
120,2,8:55.0,Shooting foul by B. Hield (drawn by W. Iwundu),,20,26
121,2,8:55.0,W. Iwundu makes free throw 1 of 1,,21,26
122,2,8:36.0,,J. Cooley misses 2-pt jump shot from 12 ft (block by K. Birch),21,26
123,2,8:34.0,,Offensive rebound by J. Cooley,21,26
124,2,8:33.0,,J. Cooley misses 2-pt hook shot from 8 ft,21,26
125,2,8:33.0,Defensive rebound by B. Biyombo,,21,26
126,2,8:13.0,S. Mack misses 2-pt hook shot from 3 ft,,21,26
127,2,8:13.0,,Defensive rebound by Team,21,26
128,2,8:12.0,,S. Labissière enters the game for J. Cooley,21,26
129,2,8:12.0,M. Hezonja enters the game for K. Birch,,21,26
130,2,8:12.0,,K. Koufos enters the game for V. Carter,21,26
131,2,8:09.0,,Sacramento full timeout,21,26
132,2,7:56.0,,K. Koufos makes 2-pt jump shot from 11 ft (assist by G. Temple),21,28
133,2,7:30.0,W. Iwundu misses 2-pt jump shot from 8 ft,,21,28
134,2,7:27.0,,Defensive rebound by S. Labissière,21,28
135,2,7:19.0,Offensive charge foul by B. Bogdanović (drawn by W. Iwundu),,21,28
136,2,7:19.0,,Turnover by B. Bogdanović (offensive foul),21,28
137,2,7:08.0,Offensive foul by B. Biyombo (drawn by B. Hield),,21,28
138,2,7:08.0,Turnover by B. Biyombo (offensive foul),,21,28
139,2,7:08.0,,J. Jackson enters the game for B. Bogdanović,21,28
140,2,6:55.0,,Turnover by S. Labissière (traveling),21,28
141,2,6:34.0,R. Purvis misses 3-pt jump shot from 24 ft,,21,28
142,2,6:32.0,,Defensive rebound by Team,21,28
143,2,6:23.0,,B. Hield misses 3-pt jump shot from 25 ft,21,28
144,2,6:20.0,Defensive rebound by B. Biyombo,,21,28
145,2,5:59.0,S. Mack misses 2-pt jump shot from 14 ft,,21,28
146,2,5:55.0,Offensive rebound by B. Biyombo,,21,28
147,2,5:52.0,S. Mack makes 3-pt jump shot from 25 ft (assist by B. Biyombo),,24,28
148,2,5:43.0,,Shooting foul by R. Purvis (drawn by G. Temple),24,28
149,2,5:43.0,,G. Temple makes free throw 1 of 2,24,29
150,2,5:43.0,,G. Temple makes free throw 2 of 2,24,30
151,2,5:43.0,D. Augustin enters the game for R. Purvis,,24,30
152,2,5:23.0,M. Hezonja misses 3-pt jump shot from 26 ft,,24,30
153,2,5:18.0,,Defensive rebound by K. Koufos,24,30
154,2,5:10.0,,K. Koufos misses 2-pt hook shot from 9 ft,24,30
155,2,5:07.0,Defensive rebound by B. Biyombo,,24,30
156,2,5:01.0,Turnover by S. Mack (traveling),,24,30
157,2,4:47.0,,Turnover by B. Hield (lost ball; steal by S. Mack),24,30
158,2,4:43.0,S. Mack misses 2-pt layup at rim,,24,30
159,2,4:40.0,,Defensive rebound by J. Jackson,24,30
160,2,4:33.0,,K. Koufos makes 2-pt layup from 2 ft (assist by B. Hield),24,32
161,2,4:33.0,Orlando full timeout,,24,32
162,2,4:33.0,,F. Mason enters the game for G. Temple,24,32
163,2,4:33.0,J. Isaac enters the game for S. Mack,,24,32
164,2,4:33.0,N. Vučević enters the game for B. Biyombo,,24,32
165,2,4:33.0,J. Simmons enters the game for W. Iwundu,,24,32
166,2,4:08.0,J. Simmons makes 2-pt jump shot from 9 ft,,26,32
167,2,3:52.0,,Turnover by F. Mason (bad pass; steal by J. Simmons),26,32
168,2,3:42.0,J. Isaac misses 2-pt hook shot from 14 ft,,26,32
169,2,3:38.0,,Defensive rebound by B. Hield,26,32
170,2,3:24.0,,Turnover by S. Labissière (bad pass; steal by M. Hezonja),26,32
171,2,3:22.0,M. Hezonja makes 2-pt dunk at rim,,28,32
172,2,3:12.0,,J. Jackson misses 3-pt jump shot from 25 ft,28,32
173,2,3:12.0,,Offensive rebound by S. Labissière,28,32
174,2,3:06.0,,S. Labissière makes 2-pt hook shot from 1 ft,28,34
175,2,2:54.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by D. Augustin),,30,34
176,2,2:40.0,,Turnover by F. Mason (step out of bounds),30,34
177,2,2:22.0,Personal foul by J. Jackson (drawn by N. Vučević),,30,34
178,2,2:19.0,M. Hezonja misses 2-pt jump shot from 20 ft,,30,34
179,2,2:15.0,,Defensive rebound by K. Koufos,30,34
180,2,2:08.0,,Personal foul by D. Augustin (drawn by F. Mason),30,34
181,2,1:59.0,,K. Koufos makes 2-pt layup from 1 ft (assist by F. Mason),30,36
182,2,1:48.0,D. Augustin makes 3-pt jump shot from 25 ft,,33,36
183,2,1:35.0,,F. Mason misses 2-pt layup from 2 ft (block by J. Isaac),33,36
184,2,1:31.0,,Offensive rebound by B. Hield,33,36
185,2,1:28.0,,B. Hield misses 2-pt jump shot from 18 ft,33,36
186,2,1:23.0,,Offensive rebound by K. Koufos,33,36
187,2,1:23.0,,K. Koufos misses 2-pt layup at rim,33,36
188,2,1:23.0,Defensive rebound by J. Isaac,,33,36
189,2,1:22.0,Turnover by N. Vučević (bad pass; steal by F. Mason),,33,36
190,2,1:22.0,,Personal foul by D. Augustin (drawn by F. Mason),33,36
191,2,1:09.0,,Shooting foul by D. Augustin (drawn by F. Mason),33,36
192,2,1:09.0,,F. Mason makes free throw 1 of 2,33,37
193,2,1:09.0,,V. Carter enters the game for S. Labissière,33,37
194,2,1:09.0,S. Mack enters the game for D. Augustin,,33,37
195,2,1:09.0,,F. Mason makes free throw 2 of 2,33,38
196,2,0:58.0,J. Isaac misses 2-pt jump shot from 15 ft,,33,38
197,2,0:55.0,,Defensive rebound by F. Mason,33,38
198,2,0:39.0,,F. Mason misses 2-pt jump shot from 4 ft (block by N. Vučević),33,38
199,2,0:38.0,,Offensive rebound by F. Mason,33,38
200,2,0:38.0,,F. Mason makes 2-pt jump shot from 4 ft,33,40
201,2,0:38.0,,Shooting foul by N. Vučević (drawn by F. Mason),33,40
202,2,0:38.0,,F. Mason makes free throw 1 of 1,33,41
203,2,0:32.0,Turnover by N. Vučević (out of bounds lost ball),,33,41
204,2,0:28.0,,Turnover by F. Mason (out of bounds lost ball),33,41
205,2,0:04.0,J. Isaac makes 3-pt jump shot from 24 ft (assist by J. Simmons),,36,41
206,2,0:00.0,,V. Carter misses 3-pt jump shot from 26 ft,36,41
207,2,0:00.0,,Offensive rebound by Team,36,41
208,3,11:41.0,N. Vučević misses 2-pt jump shot from 13 ft,,36,41
209,3,11:39.0,,Defensive rebound by J. Jackson,36,41
210,3,11:22.0,,G. Temple makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),36,44
211,3,11:07.0,D. Augustin misses 3-pt jump shot from 24 ft,,36,44
212,3,11:04.0,,Defensive rebound by S. Labissière,36,44
213,3,10:53.0,,B. Bogdanović misses 2-pt jump shot from 7 ft,36,44
214,3,10:48.0,Defensive rebound by J. Isaac,,36,44
215,3,10:42.0,J. Isaac misses 3-pt jump shot from 25 ft,,36,44
216,3,10:39.0,,Defensive rebound by K. Koufos,36,44
217,3,10:29.0,,J. Jackson makes 2-pt layup at rim (assist by G. Temple),36,46
218,3,10:14.0,Turnover by J. Simmons (lost ball; steal by G. Temple),,36,46
219,3,10:12.0,,Shooting foul by M. Hezonja (drawn by G. Temple),36,46
220,3,10:12.0,,G. Temple makes free throw 1 of 2,36,47
221,3,10:12.0,,G. Temple makes free throw 2 of 2,36,48
222,3,9:53.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,39,48
223,3,9:41.0,,G. Temple makes 2-pt jump shot from 7 ft,39,50
224,3,9:23.0,M. Hezonja misses 2-pt jump shot from 6 ft,,39,50
225,3,9:20.0,,Defensive rebound by J. Jackson,39,50
226,3,9:12.0,,G. Temple misses 3-pt jump shot from 23 ft,39,50
227,3,9:09.0,Defensive rebound by N. Vučević,,39,50
228,3,9:01.0,J. Simmons misses 2-pt layup from 5 ft,,39,50
229,3,8:58.0,Offensive rebound by J. Simmons,,39,50
230,3,8:48.0,N. Vučević makes 2-pt hook shot from 9 ft,,41,50
231,3,8:32.0,,B. Bogdanović makes 2-pt jump shot from 18 ft,41,52
232,3,8:14.0,N. Vučević misses 2-pt jump shot from 21 ft,,41,52
233,3,8:10.0,,Defensive rebound by J. Jackson,41,52
234,3,8:04.0,,K. Koufos makes 2-pt hook shot from 8 ft (assist by B. Bogdanović),41,54
235,3,8:04.0,Orlando full timeout,,41,54
236,3,7:45.0,D. Augustin misses 3-pt jump shot from 25 ft,,41,54
237,3,7:41.0,,Defensive rebound by K. Koufos,41,54
238,3,7:23.0,,K. Koufos makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),41,56
239,3,7:07.0,J. Simmons makes 2-pt layup from 1 ft,,43,56
240,3,6:53.0,,K. Koufos makes 2-pt jump shot from 11 ft (assist by B. Bogdanović),43,58
241,3,6:30.0,J. Isaac makes 3-pt jump shot from 22 ft (assist by D. Augustin),,46,58
242,3,6:16.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,46,58
243,3,6:13.0,Defensive rebound by N. Vučević,,46,58
244,3,5:57.0,Personal foul by G. Temple (drawn by N. Vučević),,46,58
245,3,5:53.0,J. Isaac misses 2-pt jump shot from 13 ft,,46,58
246,3,5:49.0,,Defensive rebound by K. Koufos,46,58
247,3,5:38.0,,S. Labissière misses 2-pt jump shot from 10 ft,46,58
248,3,5:36.0,Defensive rebound by D. Augustin,,46,58
249,3,5:34.0,M. Hezonja makes 2-pt dunk at rim (assist by D. Augustin),,48,58
250,3,5:14.0,,B. Bogdanović makes 3-pt jump shot from 25 ft,48,61
251,3,4:58.0,J. Simmons misses 3-pt jump shot from 25 ft,,48,61
252,3,4:54.0,,Defensive rebound by G. Temple,48,61
253,3,4:50.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,48,61
254,3,4:48.0,,Offensive rebound by S. Labissière,48,61
255,3,4:45.0,,J. Jackson misses 3-pt jump shot from 22 ft,48,61
256,3,4:45.0,Defensive rebound by Team,,48,61
257,3,4:44.0,,Loose ball foul by B. Bogdanović (drawn by D. Augustin),48,61
258,3,4:44.0,,V. Carter enters the game for S. Labissière,48,61
259,3,4:44.0,W. Iwundu enters the game for M. Hezonja,,48,61
260,3,4:33.0,D. Augustin makes 3-pt jump shot from 25 ft,,51,61
261,3,4:14.0,,Shooting foul by W. Iwundu (drawn by V. Carter),51,61
262,3,4:14.0,,V. Carter misses free throw 1 of 3,51,61
263,3,4:14.0,,Offensive rebound by Team,51,61
264,3,4:14.0,,V. Carter makes free throw 2 of 3,51,62
265,3,4:14.0,,V. Carter makes free throw 3 of 3,51,63
266,3,4:01.0,J. Simmons makes 2-pt layup from 4 ft (assist by D. Augustin),,53,63
267,3,4:01.0,Shooting foul by J. Jackson (drawn by J. Simmons),,53,63
268,3,4:01.0,,F. Mason enters the game for B. Bogdanović,53,63
269,3,4:01.0,J. Simmons misses free throw 1 of 1,,53,63
270,3,3:59.0,,Defensive rebound by K. Koufos,53,63
271,3,3:37.0,,Turnover by Team (shot clock),53,63
272,3,3:37.0,S. Mack enters the game for J. Isaac,,53,63
273,3,3:37.0,K. Birch enters the game for D. Augustin,,53,63
274,3,3:28.0,Shooting foul by F. Mason (drawn by J. Simmons),,53,63
275,3,3:28.0,J. Simmons makes free throw 1 of 2,,54,63
276,3,3:28.0,J. Simmons misses free throw 2 of 2,,54,63
277,3,3:25.0,,Defensive rebound by K. Koufos,54,63
278,3,3:10.0,,Personal foul by W. Iwundu (drawn by J. Jackson),54,63
279,3,3:10.0,,Sacramento full timeout,54,63
280,3,2:57.0,,V. Carter misses 2-pt jump shot from 18 ft,54,63
281,3,2:54.0,Defensive rebound by W. Iwundu,,54,63
282,3,2:41.0,N. Vučević misses 3-pt jump shot from 24 ft,,54,63
283,3,2:37.0,,Defensive rebound by J. Jackson,54,63
284,3,2:26.0,,G. Temple makes 2-pt jump shot from 13 ft,54,65
285,3,2:06.0,Personal foul by K. Koufos (drawn by N. Vučević),,54,65
286,3,2:06.0,N. Vučević misses free throw 1 of 2,,54,65
287,3,2:06.0,Offensive rebound by Team,,54,65
288,3,2:06.0,N. Vučević makes free throw 2 of 2,,55,65
289,3,1:58.0,,Shooting foul by K. Birch (drawn by V. Carter),55,65
290,3,1:58.0,,V. Carter misses free throw 1 of 2,55,65
291,3,1:58.0,,Offensive rebound by Team,55,65
292,3,1:58.0,,V. Carter makes free throw 2 of 2,55,66
293,3,1:46.0,J. Simmons makes 2-pt dunk at rim,,57,66
294,3,1:46.0,Shooting foul by V. Carter (drawn by J. Simmons),,57,66
295,3,1:46.0,J. Simmons makes free throw 1 of 1,,58,66
296,3,1:32.0,,J. Jackson makes 3-pt jump shot from 22 ft (assist by F. Mason),58,69
297,3,1:12.0,J. Simmons makes 2-pt jump shot from 18 ft,,60,69
298,3,0:59.0,,G. Temple misses 2-pt jump shot from 19 ft,60,69
299,3,0:56.0,Defensive rebound by W. Iwundu,,60,69
300,3,0:51.0,Shooting foul by K. Koufos (drawn by N. Vučević),,60,69
301,3,0:51.0,N. Vučević makes free throw 1 of 2,,61,69
302,3,0:51.0,N. Vučević makes free throw 2 of 2,,62,69
303,3,0:37.0,,G. Temple makes 2-pt jump shot from 11 ft,62,71
304,3,0:14.0,S. Mack misses 3-pt jump shot from 24 ft,,62,71
305,3,0:12.0,,Defensive rebound by F. Mason,62,71
306,3,0:01.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by F. Mason),62,74
307,3,0:00.0,J. Simmons misses 3-pt jump shot from 67 ft,,62,74
308,3,0:00.0,Offensive rebound by Team,,62,74
309,4,11:36.0,,B. Hield misses 2-pt jump shot from 10 ft,62,74
310,4,11:34.0,Defensive rebound by Team,,62,74
311,4,11:34.0,,Loose ball foul by B. Hield (drawn by S. Mack),62,74
312,4,11:14.0,M. Hezonja misses 2-pt layup from 3 ft,,62,74
313,4,11:11.0,,Defensive rebound by V. Carter,62,74
314,4,11:05.0,,F. Mason misses 2-pt layup from 1 ft,62,74
315,4,11:01.0,,Offensive rebound by J. Cooley,62,74
316,4,11:01.0,,J. Cooley makes 2-pt layup from 2 ft,62,76
317,4,10:47.0,M. Hezonja makes 2-pt jump shot from 20 ft (assist by S. Mack),,64,76
318,4,10:24.0,,F. Mason misses 2-pt jump shot from 7 ft,64,76
319,4,10:24.0,,Offensive rebound by Team,64,76
320,4,10:24.0,Loose ball foul by S. Mack (drawn by F. Mason),,64,76
321,4,10:24.0,,B. Bogdanović enters the game for J. Jackson,64,76
322,4,10:12.0,,F. Mason misses 2-pt jump shot from 15 ft,64,76
323,4,10:11.0,,Offensive rebound by J. Cooley,64,76
324,4,10:11.0,,Personal foul by B. Biyombo (drawn by J. Cooley),64,76
325,4,10:00.0,,Turnover by B. Bogdanović (lost ball; steal by S. Mack),64,76
326,4,9:56.0,R. Purvis misses 3-pt jump shot from 25 ft,,64,76
327,4,9:52.0,,Defensive rebound by F. Mason,64,76
328,4,9:42.0,,J. Cooley makes 2-pt hook shot from 5 ft,64,78
329,4,9:29.0,Shooting foul by J. Cooley (drawn by W. Iwundu),,64,78
330,4,9:29.0,W. Iwundu makes free throw 1 of 2,,65,78
331,4,9:29.0,W. Iwundu makes free throw 2 of 2,,66,78
332,4,9:06.0,,J. Cooley makes 2-pt layup from 5 ft (assist by B. Bogdanović),66,80
333,4,8:57.0,Personal foul by F. Mason (drawn by S. Mack),,66,80
334,4,8:57.0,D. Augustin enters the game for R. Purvis,,66,80
335,4,8:46.0,D. Augustin misses 3-pt jump shot from 26 ft,,66,80
336,4,8:43.0,Offensive rebound by W. Iwundu,,66,80
337,4,8:31.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by W. Iwundu),,69,80
338,4,8:06.0,,Personal foul by W. Iwundu (drawn by B. Hield),69,80
339,4,8:06.0,,Sacramento full timeout,69,80
340,4,8:06.0,,K. Koufos enters the game for J. Cooley,69,80
341,4,7:58.0,,Turnover by K. Koufos (bad pass),69,80
342,4,7:36.0,D. Augustin misses 3-pt jump shot from 22 ft,,69,80
343,4,7:34.0,,Defensive rebound by F. Mason,69,80
344,4,7:18.0,,V. Carter misses 3-pt jump shot from 24 ft,69,80
345,4,7:16.0,Defensive rebound by Team,,69,80
346,4,7:16.0,J. Simmons enters the game for W. Iwundu,,69,80
347,4,7:03.0,Turnover by D. Augustin (bad pass; steal by B. Bogdanović),,69,80
348,4,6:58.0,,V. Carter makes 2-pt layup from 2 ft (assist by B. Hield),69,82
349,4,6:36.0,B. Biyombo misses 2-pt layup from 4 ft,,69,82
350,4,6:35.0,Offensive rebound by B. Biyombo,,69,82
351,4,6:33.0,B. Biyombo makes 2-pt hook shot from 1 ft,,71,82
352,4,6:22.0,,Personal foul by S. Mack (drawn by B. Bogdanović),71,82
353,4,6:22.0,J. Isaac enters the game for M. Hezonja,,71,82
354,4,6:14.0,,K. Koufos makes 2-pt layup from 2 ft (assist by B. Bogdanović),71,84
355,4,5:50.0,S. Mack makes 3-pt jump shot from 22 ft (assist by B. Biyombo),,74,84
356,4,5:30.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,74,84
357,4,5:24.0,,Offensive rebound by F. Mason,74,84
358,4,5:24.0,,Turnover by F. Mason (bad pass; steal by J. Isaac),74,84
359,4,5:20.0,B. Biyombo makes 2-pt layup from 1 ft (assist by D. Augustin),,76,84
360,4,4:59.0,,V. Carter makes 2-pt layup from 1 ft (assist by B. Bogdanović),76,86
361,4,4:54.0,Turnover by B. Biyombo (bad pass; steal by F. Mason),,76,86
362,4,4:49.0,,F. Mason misses 2-pt layup from 2 ft,76,86
363,4,4:47.0,,Offensive rebound by F. Mason,76,86
364,4,4:46.0,,B. Hield misses 2-pt layup from 2 ft,76,86
365,4,4:46.0,,Offensive rebound by F. Mason,76,86
366,4,4:43.0,,V. Carter misses 3-pt jump shot from 24 ft,76,86
367,4,4:43.0,Defensive rebound by B. Biyombo,,76,86
368,4,4:37.0,Turnover by B. Biyombo (bad pass; steal by F. Mason),,76,86
369,4,4:37.0,,Sacramento full timeout,76,86
370,4,4:37.0,M. Hezonja enters the game for S. Mack,,76,86
371,4,4:37.0,N. Vučević enters the game for B. Biyombo,,76,86
372,4,4:18.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by B. Hield),76,89
373,4,3:49.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by N. Vučević),,79,89
374,4,3:25.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,79,89
375,4,3:23.0,Defensive rebound by N. Vučević,,79,89
376,4,3:17.0,Shooting foul by K. Koufos (drawn by J. Simmons),,79,89
377,4,3:17.0,J. Simmons makes free throw 1 of 2,,80,89
378,4,3:17.0,,G. Temple enters the game for F. Mason,80,89
379,4,3:17.0,S. Mack enters the game for M. Hezonja,,80,89
380,4,3:17.0,J. Simmons makes free throw 2 of 2,,81,89
381,4,3:05.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,81,92
382,4,3:04.0,Orlando full timeout,,81,92
